|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/KHA22/KHA22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1064.33        2500.00       0.312477        6.25165                 NaN            NaN            NaN            NaN            NaN   25.1948                 NaN            NaN   53.5608        11.5599                 NaN   3.12036     
  1062.87        2500.00       0.344529        6.21097                 NaN            NaN            NaN            NaN            NaN   25.3242                 NaN            NaN   53.5154        11.5093                 NaN   3.09559     
  1061.40        2500.00       0.283226        6.27577                 NaN            NaN            NaN            NaN            NaN   25.2997                 NaN            NaN   53.4867        11.5331                 NaN   3.12145     
  1059.94        2500.00       0.267845        6.28485                 NaN            NaN            NaN            NaN            NaN   25.3517                 NaN            NaN   53.4487        11.5199                 NaN   3.12704     
  1058.48        2500.00       0.268384        6.28988                 NaN            NaN            NaN            NaN            NaN   25.3871                 NaN            NaN   53.4284        11.5065                 NaN   3.11974     
  1057.02        2500.00       0.234249        6.31170                 NaN            NaN            NaN            NaN            NaN   25.5020                 NaN            NaN   53.3466        11.4862                 NaN   3.11921     
  1055.56        2500.00       0.223086        6.32428                 NaN            NaN            NaN            NaN            NaN   25.5335                 NaN            NaN   53.3218        11.4773                 NaN   3.12002     
  1054.09        2500.00        6.35713                 NaN            NaN            NaN            NaN            NaN            NaN   25.4224       0.542103                 NaN   52.9419        11.5700                 NaN   3.16640     
  1052.63        2500.00       0.195036        6.34903                 NaN            NaN            NaN            NaN            NaN   25.6168                 NaN            NaN   53.2597        11.4547                 NaN   3.12475     
  1051.17        2500.00       0.178125        6.36244                 NaN            NaN            NaN            NaN            NaN   25.6673                 NaN            NaN   53.2225        11.4423                 NaN   3.12742     
  1049.71        2500.00       0.162882        6.37033                 NaN            NaN            NaN            NaN            NaN   25.7166                 NaN            NaN   53.1889        11.4277                 NaN   3.13363     
  1048.25        2500.00       0.144349        6.38991                 NaN            NaN            NaN            NaN            NaN   25.7680                 NaN            NaN   53.1479        11.4176                 NaN   3.13219     
  1046.78        2500.00       0.675081E-002   6.57906                 NaN            NaN            NaN            NaN            NaN   26.0210                 NaN            NaN   52.9450        11.2656                 NaN   3.18257     
  1045.32        2500.00       0.674873E-002   6.57906                 NaN            NaN            NaN            NaN            NaN   26.0210                 NaN            NaN   52.9450        11.2656                 NaN   3.18257     
  1043.86        2500.00       0.674888E-002   6.57906                 NaN            NaN            NaN            NaN            NaN   26.0210                 NaN            NaN   52.9450        11.2656                 NaN   3.18257     
  1042.40        2500.00       0.674827E-002   6.57906                 NaN            NaN            NaN            NaN            NaN   26.0210                 NaN            NaN   52.9450        11.2656                 NaN   3.18257     
  1040.94        2500.00       0.674800E-002   6.57906                 NaN            NaN            NaN            NaN            NaN   26.0210                 NaN            NaN   52.9450        11.2656                 NaN   3.18257     
  1039.47        2500.00       0.674788E-002   6.57906                 NaN            NaN            NaN            NaN            NaN   26.0210                 NaN            NaN   52.9450        11.2656                 NaN   3.18257     
  1038.01        2500.00       0.867879E-001   6.53902                 NaN            NaN            NaN            NaN            NaN   26.0214                 NaN            NaN   52.9458        11.2658                 NaN   3.14126     
  1036.55        2500.00       0.867878E-001   6.53902                 NaN            NaN            NaN            NaN            NaN   26.0214                 NaN            NaN   52.9458        11.2658                 NaN   3.14126     
  1035.09        2500.00       0.867877E-001   6.53902                 NaN            NaN            NaN            NaN            NaN   26.0214                 NaN            NaN   52.9458        11.2658                 NaN   3.14126     
  1033.63        2500.00       0.867873E-001   6.53902                 NaN            NaN            NaN            NaN            NaN   26.0214                 NaN            NaN   52.9458        11.2658                 NaN   3.14126     
  1032.16        2500.00        6.52383                 NaN            NaN            NaN            NaN            NaN            NaN   26.1773                 NaN  0.115669E-002   52.8401        11.2980                 NaN   3.15952     
  1030.70        2500.00       0.864289E-001   6.49169                 NaN            NaN            NaN            NaN            NaN   26.0767                 NaN            NaN   52.9545        11.2599                 NaN   3.13071     
  1029.24        2500.00       0.299427E-001   6.57173                 NaN            NaN            NaN            NaN            NaN   26.0553                 NaN            NaN   52.9225        11.2617                 NaN   3.15879     
  1027.78        2500.00       0.226092E-001   6.53493                 NaN            NaN            NaN            NaN            NaN   26.2259                 NaN            NaN   52.8266        11.2390                 NaN   3.15096     
  1026.32        2500.00        6.55036                 NaN            NaN            NaN            NaN            NaN            NaN   26.3251                 NaN            NaN   52.7612        11.2225                 NaN   3.14084     
  1024.85        2500.00        6.55384                 NaN            NaN            NaN            NaN            NaN            NaN   26.3533                 NaN            NaN   52.7489        11.2028                 NaN   3.14118     
  1023.39        2500.00        6.56182                 NaN            NaN            NaN            NaN            NaN            NaN   26.2909                 NaN  0.315522E-001   52.7523        11.2194                 NaN   3.14409     
  1021.93        2500.00        6.56185                 NaN            NaN            NaN            NaN            NaN            NaN   26.3571                 NaN            NaN   52.7410        11.1895                 NaN   3.15060     
  1020.47        2500.00        6.57917                 NaN            NaN            NaN            NaN            NaN            NaN   26.3849                 NaN            NaN   52.7294        11.1721                 NaN   3.13443     
  1019.01        2500.00        6.58081                 NaN            NaN            NaN            NaN            NaN            NaN   26.3835                 NaN            NaN   52.7298        11.1627                 NaN   3.14318     
  1017.54        2500.00        6.58552                 NaN            NaN            NaN            NaN            NaN            NaN   26.4422                 NaN            NaN   52.7032        11.1349                 NaN   3.13411     
  1016.08        2500.00        6.57234                 NaN            NaN            NaN            NaN            NaN            NaN   26.4770                 NaN  0.103596        52.5908        11.1372                 NaN   3.11901     
  1014.62        2500.00        6.54280                 NaN            NaN            NaN            NaN            NaN            NaN   26.6573                 NaN  0.294051        52.3329        11.1087                 NaN   3.06428     
  1013.16        2500.00        6.55399                 NaN            NaN            NaN            NaN            NaN            NaN   26.6507                 NaN  0.271346        52.3554        11.0983                 NaN   3.07022     
  1011.70        2500.00        6.61226                 NaN            NaN            NaN            NaN            NaN            NaN   26.5037                 NaN            NaN   52.6704        11.0842                 NaN   3.12945     
  1010.23        2500.00        6.57180                 NaN            NaN            NaN            NaN            NaN            NaN   26.6761                 NaN  0.258316        52.3553        11.0699                 NaN   3.06850     
  1008.77        2500.00        6.57168                 NaN            NaN            NaN            NaN            NaN            NaN   26.7327                 NaN  0.311287        52.2815        11.0521                 NaN   3.05079     
  1007.31        2500.00        6.58235                 NaN            NaN            NaN            NaN            NaN            NaN   26.7223                 NaN  0.283538        52.3109        11.0427                 NaN   3.05819     
  1005.85        2500.00        6.59187                 NaN            NaN            NaN            NaN            NaN            NaN   26.7390                 NaN  0.273791        52.3109        11.0284                 NaN   3.05597     
  1004.39        2500.00        6.59943                 NaN            NaN            NaN            NaN            NaN            NaN   26.7499                 NaN  0.275265        52.3054        11.0163                 NaN   3.05378     
  1002.92        2500.00        6.64722                 NaN            NaN            NaN            NaN            NaN            NaN   26.6482                 NaN  0.660234E-001   52.5382        11.0020                 NaN   3.09828     
  1001.46        2500.00        6.65035                 NaN            NaN            NaN            NaN            NaN            NaN   26.6695                 NaN  0.822512E-001   52.5147        10.9904                 NaN   3.09283     
  1000.00        2500.00        6.65452                 NaN            NaN            NaN            NaN            NaN            NaN   26.6905                 NaN  0.986599E-001   52.4891        10.9791                 NaN   3.08816     
