|6.6.6
Archiving\03_Data\frac/QFM_m0.75/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1508.77        2500.00        97.9850                 NaN  0.407368E-002  0.228684       0.803881E-001   1.70186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.0218                 NaN  0.382366E-002  0.227309       0.777691E-001   1.66930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.0621                 NaN  0.362648E-002  0.225936       0.714967E-001   1.63688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.0934                 NaN  0.352297E-002  0.224778       0.626797E-001   1.61564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.1332                 NaN  0.324294E-002  0.223306       0.618010E-001   1.57846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.1640                 NaN  0.313696E-002  0.222187       0.539148E-001   1.55678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1975                 NaN  0.291324E-002  0.220916       0.515661E-001   1.52708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2265                 NaN  0.284307E-002  0.220137       0.432367E-001   1.50729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2547                 NaN  0.282376E-002  0.219157       0.325756E-001   1.49075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2870                 NaN  0.264155E-002  0.218154       0.292054E-001   1.46299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3146                 NaN  0.255748E-002  0.216996       0.227865E-001   1.44306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3398                 NaN  0.247991E-002  0.216184       0.163247E-001   1.42517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3672                 NaN  0.243421E-002  0.215346       0.868792E-002   1.40632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3906                 NaN  0.239464E-002  0.214501       0.164517E-002   1.39085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4104                 NaN  0.204512E-002  0.205030       0.123883E-001   1.37009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4360                 NaN  0.210263E-002  0.207115                 NaN   1.35482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4473                 NaN  0.148061E-002  0.184663       0.485090E-001   1.31807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4706                 NaN  0.951471E-003  0.186159       0.225972E-001   1.31968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4992                 NaN  0.191044E-002  0.201710                 NaN   1.29715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5177                 NaN  0.124082E-002  0.195262                 NaN   1.28581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5337                 NaN  0.138260E-002  0.194204                 NaN   1.27071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5514                 NaN  0.125324E-002  0.189225                 NaN   1.25817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5667                 NaN  0.114284E-002  0.183602                 NaN   1.24859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5787                 NaN  0.102868E-002  0.179567                 NaN   1.24071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5972                 NaN  0.926884E-003  0.171085                 NaN  0.213135E-001   1.20951                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5891                 NaN  0.987374E-003  0.137277                 NaN  0.134168        1.13845                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6063                 NaN  0.870546E-003  0.133260                 NaN   1.12107       0.138488                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6194                 NaN  0.756452E-003  0.130081                 NaN   1.10509       0.144700                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6319                 NaN  0.646169E-003  0.126967                 NaN  0.149250        1.09125                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6435                 NaN  0.545688E-003  0.123944                 NaN  0.154625        1.07739                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6553                 NaN  0.444057E-003  0.120925                 NaN   1.06360       0.159704                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6652                 NaN  0.352166E-003  0.117842                 NaN   1.05102       0.165567                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6753                 NaN  0.264242E-003  0.114909                 NaN   1.03822       0.171263                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6852                 NaN  0.175365E-003  0.112000                 NaN   1.02577       0.176847                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6940                 NaN  0.761074E-004  0.108875                 NaN   1.01757       0.179458                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7036                 NaN  0.260859E-005  0.106124                 NaN   1.00453       0.185741                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7107                 NaN  0.146650E-003  0.103211                 NaN  0.192473       0.993475                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7204                 NaN  0.251825E-002  0.991101E-001            NaN  0.207380       0.970620                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7305                 NaN            NaN  0.966844E-001            NaN  0.199921       0.972871                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.7319                 NaN            NaN  0.943740E-001            NaN  0.205848       0.967870                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.7376                 NaN            NaN  0.918041E-001            NaN  0.959633       0.210916                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        98.7439                 NaN            NaN  0.884305E-001            NaN  0.952074       0.215620                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.7479                 NaN            NaN  0.856969E-001            NaN  0.944648       0.221748                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        98.0321                 NaN            NaN  0.304859                 NaN   1.02766       0.204412                 NaN            NaN  0.430989                 NaN            NaN            NaN
  1398.50        2500.00        97.0054                 NaN            NaN  0.635394                 NaN   1.14961       0.150691                 NaN            NaN   1.05889                 NaN            NaN            NaN
  1395.99        2500.00        97.0684                 NaN            NaN  0.636117                 NaN   1.13860       0.119084                 NaN            NaN   1.03782                 NaN            NaN            NaN
  1393.48        2500.00        97.1253                 NaN            NaN  0.636830                 NaN  0.887943E-001   1.13067                 NaN            NaN   1.01836                 NaN            NaN            NaN
  1390.98        2500.00        97.1824                 NaN            NaN  0.637345                 NaN   1.12194       0.594268E-001            NaN            NaN  0.998915                 NaN            NaN            NaN
  1388.47        2500.00        97.2378                 NaN            NaN  0.636305                 NaN  0.325054E-001   1.11367                 NaN            NaN  0.979690                 NaN            NaN            NaN
  1385.96        2500.00        97.2853                 NaN            NaN  0.637339                 NaN   1.10765       0.664968E-002            NaN            NaN  0.963059                 NaN            NaN            NaN
  1383.46        2500.00        97.3294                 NaN            NaN  0.606092                 NaN   1.05805       0.654824E-001            NaN            NaN  0.940992                 NaN            NaN            NaN
  1380.95        2500.00        97.3863                 NaN            NaN  0.622893                 NaN   1.06545                 NaN            NaN            NaN  0.925375                 NaN            NaN            NaN
  1378.45        2500.00        97.4293                 NaN            NaN  0.614714                 NaN   1.04757                 NaN            NaN            NaN  0.908439                 NaN            NaN            NaN
  1375.94        2500.00        97.4747                 NaN            NaN  0.604937                 NaN   1.02999                 NaN            NaN            NaN  0.890355                 NaN            NaN            NaN
  1373.43        2500.00        97.5128                 NaN            NaN  0.597729                 NaN   1.01485                 NaN            NaN            NaN  0.874661                 NaN            NaN            NaN
  1370.93        2500.00        97.5579                 NaN            NaN  0.589999                 NaN  0.994777                 NaN            NaN            NaN  0.857311                 NaN            NaN            NaN
  1368.42        2500.00        97.5959                 NaN            NaN  0.583930                 NaN  0.977252                 NaN            NaN            NaN  0.842953                 NaN            NaN            NaN
  1365.91        2500.00        97.6434                 NaN            NaN  0.572512                 NaN  0.960692                 NaN            NaN            NaN  0.823421                 NaN            NaN            NaN
  1363.41        2500.00        97.6759                 NaN            NaN  0.565331                 NaN  0.948730                 NaN            NaN            NaN  0.810055                 NaN            NaN            NaN
  1360.90        2500.00        97.7202                 NaN            NaN  0.556521                 NaN  0.929649                 NaN            NaN            NaN  0.793644                 NaN            NaN            NaN
  1358.40        2500.00        97.7532                 NaN            NaN  0.551689                 NaN  0.915482                 NaN            NaN            NaN  0.779619                 NaN            NaN            NaN
  1355.89        2500.00        97.7885                 NaN            NaN  0.542738                 NaN  0.903582                 NaN            NaN            NaN  0.765157                 NaN            NaN            NaN
  1353.38        2500.00        97.6844                 NaN  0.713648E-001  0.484600                 NaN  0.982618                 NaN            NaN            NaN  0.777042                 NaN            NaN            NaN
  1350.88        2500.00        97.4675                 NaN  0.197517       0.379854                 NaN   1.14739                 NaN            NaN            NaN  0.807704                 NaN            NaN            NaN
  1348.37        2500.00        97.4810                 NaN  0.211573       0.354465                 NaN   1.15690                 NaN            NaN            NaN  0.796044                 NaN            NaN            NaN
  1345.86        2500.00        97.5170                 NaN  0.216288       0.330781                 NaN   1.15616                 NaN            NaN            NaN  0.779818                 NaN            NaN            NaN
  1343.36        2500.00        97.5703                 NaN  0.214983       0.321108                 NaN   1.13108                 NaN            NaN            NaN  0.762537                 NaN            NaN            NaN
  1340.85        2500.00        97.6151                 NaN  0.216551       0.311058                 NaN   1.10930                 NaN            NaN            NaN  0.747961                 NaN            NaN            NaN
  1338.35        2500.00        97.6870                 NaN  0.207163       0.290934                 NaN   1.09206                 NaN            NaN            NaN  0.722823                 NaN            NaN            NaN
  1335.84        2500.00        97.7383                 NaN  0.203278       0.284128                 NaN   1.06651                 NaN            NaN            NaN  0.707813                 NaN            NaN            NaN
  1333.33        2500.00        97.7963                 NaN  0.196814       0.277370                 NaN   1.03892                 NaN            NaN            NaN  0.690610                 NaN            NaN            NaN
  1330.83        2500.00        97.8551                 NaN  0.191319       0.267684                 NaN   1.01341                 NaN            NaN            NaN  0.672524                 NaN            NaN            NaN
  1328.32        2500.00        97.9128                 NaN  0.185634       0.260831                 NaN  0.985311                 NaN            NaN            NaN  0.655398                 NaN            NaN            NaN
  1325.81        2500.00        97.9678                 NaN  0.179871       0.254163                 NaN  0.959264                 NaN            NaN            NaN  0.638886                 NaN            NaN            NaN
  1323.31        2500.00        98.0220                 NaN  0.173866       0.243934                 NaN  0.937981                 NaN            NaN            NaN  0.622200                 NaN            NaN            NaN
  1320.80        2500.00        98.0725                 NaN  0.167973       0.237638                 NaN  0.914798                 NaN            NaN            NaN  0.607065                 NaN            NaN            NaN
  1318.30        2500.00        98.1258                 NaN  0.162535       0.233186                 NaN  0.887084                 NaN            NaN            NaN  0.591414                 NaN            NaN            NaN
  1315.79        2500.00        98.1747                 NaN  0.156706       0.220457                 NaN  0.872157                 NaN            NaN            NaN  0.575978                 NaN            NaN            NaN
  1313.28        2500.00        98.2241                 NaN  0.151965       0.218679                 NaN  0.843766                 NaN            NaN            NaN  0.561469                 NaN            NaN            NaN
  1310.78        2500.00        98.2712                 NaN  0.146559       0.211918                 NaN  0.822840                 NaN            NaN            NaN  0.547446                 NaN            NaN            NaN
  1308.27        2500.00        98.3179                 NaN  0.141593       0.205476                 NaN  0.801613                 NaN            NaN            NaN  0.533394                 NaN            NaN            NaN
  1305.76        2500.00        98.3621                 NaN  0.136688       0.199773                 NaN  0.781424                 NaN            NaN            NaN  0.520008                 NaN            NaN            NaN
  1303.26        2500.00        98.4054                 NaN  0.131956       0.192803                 NaN  0.763184                 NaN            NaN            NaN  0.506701                 NaN            NaN            NaN
  1300.75        2500.00        98.4470                 NaN  0.127163       0.185008                 NaN  0.747043                 NaN            NaN            NaN  0.493784                 NaN            NaN            NaN
  1298.25        2500.00        98.4895                 NaN  0.122795       0.183315                 NaN  0.722724                 NaN            NaN            NaN  0.481678                 NaN            NaN            NaN
  1295.74        2500.00        98.5278                 NaN  0.118353       0.172339                 NaN  0.712667                 NaN            NaN            NaN  0.468797                 NaN            NaN            NaN
  1293.23        2500.00        98.5653                 NaN  0.113836       0.166988                 NaN  0.696498                 NaN            NaN            NaN  0.457353                 NaN            NaN            NaN
  1290.73        2500.00        98.6046                 NaN  0.109970       0.164067                 NaN  0.675493                 NaN            NaN            NaN  0.445867                 NaN            NaN            NaN
  1288.22        2500.00        94.1687                 NaN  0.278283       0.154417                 NaN   1.16999       0.517928                 NaN            NaN   1.01216        2.69848                 NaN            NaN
  1285.71        2500.00        81.9415                 NaN  0.666245                 NaN            NaN   1.72326        3.05863                 NaN            NaN   2.58534        10.0250                 NaN            NaN
  1283.21        2500.00        84.7938                 NaN  0.534101                 NaN            NaN   1.30212        2.80255                 NaN            NaN   2.20412        8.36328                 NaN            NaN
  1280.70        2500.00        86.8508                 NaN  0.440339       0.675098E-005            NaN  0.988657        2.62297                 NaN            NaN   1.92650        7.17076                 NaN            NaN
  1278.20        2500.00        88.4247                 NaN  0.370656                 NaN            NaN   2.47978       0.747447                 NaN            NaN   1.71150        6.26594                 NaN            NaN
  1275.69        2500.00        89.1024                 NaN  0.322338                 NaN            NaN   2.69129       0.427156                 NaN            NaN   1.62575        5.83111                 NaN            NaN
  1273.18        2500.00        90.6893                 NaN  0.274273                 NaN            NaN  0.528392        2.13828                 NaN            NaN   1.39617        4.97358                 NaN            NaN
  1270.68        2500.00        91.6825                 NaN  0.240236                 NaN            NaN   2.10786       0.291635                 NaN            NaN   1.25432        4.42341                 NaN            NaN
  1268.17        2500.00        92.2697                 NaN  0.215288                 NaN            NaN   2.02565       0.220446                 NaN            NaN   1.17177        4.09710                 NaN            NaN
  1265.66        2500.00        92.8746                 NaN  0.197256                 NaN            NaN  0.182353        1.88835                 NaN            NaN   1.08223        3.77525                 NaN            NaN
  1263.16        2500.00        93.2050                 NaN  0.195301                 NaN            NaN   1.65823       0.356047                 NaN            NaN   1.02548        3.55997                 NaN            NaN
  1260.65        2500.00        93.8740                 NaN  0.147317                 NaN            NaN  0.184502        1.62968                 NaN            NaN  0.937823        3.22670                 NaN            NaN
  1258.15        2500.00        94.1737                 NaN  0.120816                 NaN            NaN   1.73848                 NaN            NaN            NaN  0.877498        3.06848       0.210604E-001            NaN
  1255.64        2500.00        92.0020                 NaN            NaN            NaN            NaN  0.462308E-001   2.23744                 NaN            NaN   1.21474        4.36321       0.136427                 NaN
  1253.13        2500.00        96.2053                 NaN            NaN            NaN            NaN   1.25049                 NaN            NaN            NaN  0.570110        1.93539       0.387250E-001            NaN
  1250.63        2500.00        95.3067                 NaN            NaN            NaN            NaN   1.35257       0.170366                 NaN            NaN  0.705944        2.39341       0.710567E-001            NaN
  1248.12        2500.00        95.5311                 NaN            NaN            NaN            NaN  0.236010        1.15060                 NaN            NaN  0.654590        2.35421       0.734468E-001            NaN
  1245.61        2500.00        82.9518                 NaN            NaN            NaN            NaN   1.20443        2.17008                 NaN            NaN   1.91715        7.45874       0.143681        4.15410     
  1243.11        2500.00        61.6394                 NaN            NaN            NaN            NaN   6.78631                 NaN            NaN            NaN   4.01671        15.9002       0.283340        11.3740     
  1240.60        2500.00        69.5947                 NaN            NaN            NaN            NaN   3.95328        1.34984                 NaN            NaN   3.17330        12.6505       0.219362        9.05896     
  1238.10        2500.00        70.1357                 NaN            NaN            NaN            NaN   1.12604        3.98926                 NaN            NaN   3.16006        12.6978       0.218245        8.67289     
  1235.59        2500.00        71.4139                 NaN            NaN            NaN            NaN   4.49052       0.439284                 NaN            NaN   2.90488        11.5618       0.172145        9.01746     
  1233.08        2500.00        91.3841                 NaN            NaN            NaN            NaN  0.114846        1.65325                 NaN            NaN  0.821445        3.59481       0.847263E-001   2.34681     
  1230.58        2500.00        55.8734                 NaN            NaN            NaN            NaN   1.26312        5.17627                 NaN            NaN   4.32658        18.6647       0.345891        14.3500     
  1228.07        2500.00        97.5628                 NaN            NaN            NaN            NaN   1.08620                 NaN            NaN            NaN  0.151502        1.19946                 NaN            NaN
  1225.56        2500.00        81.3596                 NaN            NaN            NaN            NaN   2.63972                 NaN            NaN            NaN   1.88390        8.72693       0.105671        5.28420     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   13.6771                 NaN            NaN            NaN   8.76335        46.2783       0.601921        30.6793     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN  0.118453        11.9190        1.68083                 NaN   8.68545        46.2551       0.608844        30.7322     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   1.40392        12.3213                 NaN            NaN   8.73143        46.2214       0.601057        30.7209     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN  0.155678        13.5548       0.112409E-004            NaN   8.90053        46.1308       0.590346        30.6679     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN  0.475118E-001   13.1125       0.589404                 NaN   8.79011        46.1530       0.587426        30.7201     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN  0.442570E-001   13.2273       0.439363                 NaN   8.91333        46.1185       0.588407        30.6689     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN  0.125252        12.2843        1.33720                 NaN   8.82908        46.1105       0.594133        30.7196     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   6.07610        7.62552                 NaN            NaN   8.80903        46.1900       0.602837        30.6966     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN  0.586373        11.8575        1.24909                 NaN   8.70682        46.2532       0.620246        30.7268     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN  0.420066E-001   12.4177        1.14519                 NaN   8.85099        46.2765       0.611333        30.6563     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN  0.308686        11.9500        1.32420       0.186071E-005   8.86063        46.2845       0.614517        30.6575     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN  0.289341E-002   12.4065        1.27515                 NaN   8.81717        46.1963       0.586435        30.7156     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2803       0.328124       0.107520E-005            NaN   8.91354        46.2440       0.592492        30.6416     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN  0.176501E-001   11.2455        2.29284       0.150295E-004   8.80633        46.3282       0.621667        30.6878     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   1.69586        11.7857       0.215805E-005            NaN   8.79991        46.4232       0.627101        30.6682     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9747       0.562061E-004   1.70984                 NaN   8.81121        46.1908       0.604923        30.7085     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN  0.795714E-001   12.6012       0.923445                 NaN   8.93382        46.1626       0.622720        30.6767     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2809       0.457287                 NaN            NaN   8.89286        46.0510       0.590941        30.7270     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN   11.2926        2.27637                 NaN            NaN   8.85676        46.2632       0.616418        30.6947     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   11.2169        2.35561                 NaN            NaN   8.86050        46.2522       0.615774        30.6990     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3230        2.24259                 NaN            NaN   8.88633        46.2335       0.614392        30.7001     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   1.02645        12.5454       0.132290E-005            NaN   8.93049        46.1827       0.629963        30.6849     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1115        2.45653                 NaN            NaN   8.86289        46.2692       0.613055        30.6869     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1939        2.38798                 NaN            NaN   8.89386        46.2067       0.611871        30.7057     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN  0.179916E-001   11.2445        2.31822                 NaN   8.91179        46.1914       0.611676        30.7044     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5867        1.11219                 NaN            NaN   8.99583        46.0122       0.583271        30.7098     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6705        1.87485       0.307611E-002            NaN   8.89189        46.2445       0.616263        30.6989     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5407        3.07644                 NaN            NaN   8.93609        46.1337       0.605840        30.7072     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8217        2.78731                 NaN            NaN   8.94322        46.1190       0.607327        30.7215     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4302        2.17278                 NaN            NaN   8.97343        46.0998       0.608538        30.7153     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   3.03947        10.5763                 NaN            NaN   8.97158        46.1014       0.601563        30.7097     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   2.89744        10.7168                 NaN            NaN   8.98063        46.0913       0.601457        30.7124     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN   2.69763        10.9202                 NaN            NaN   9.00470        46.0589       0.603444        30.7151     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN   2.86029        10.7577                 NaN            NaN   8.99559        46.0704       0.599884        30.7161     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN   2.83638        10.7830                 NaN            NaN   9.00547        46.0571       0.599473        30.7186     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   2.80329        10.8181                 NaN            NaN   9.01258        46.0477       0.598327        30.7201     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   2.61378        11.0099                 NaN            NaN   9.03717        46.0160       0.600374        30.7228     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8614        2.76376                 NaN            NaN   9.02964        46.0245       0.596674        30.7241     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   2.73846        10.8893                 NaN            NaN   9.03969        46.0106       0.595742        30.7263     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   2.57617        11.0540                 NaN            NaN   9.06293        45.9803       0.597714        30.7289     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   2.72310        10.9085                 NaN            NaN   9.05546        45.9888       0.594031        30.7301     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9208        2.71313                 NaN            NaN   9.06406        45.9767       0.593117        30.7322     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9317        2.70455                 NaN            NaN   9.07269        45.9646       0.592200        30.7342     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9415        2.69720                 NaN            NaN   9.08132        45.9524       0.591272        30.7363     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9504        2.69082                 NaN            NaN   9.08995        45.9401       0.590321        30.7384     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   2.67300        10.9748                 NaN            NaN   9.10173        45.9204       0.588762        30.7413     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9655        2.68091                 NaN            NaN   9.10719        45.9154       0.588400        30.7427     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9719        2.67718                 NaN            NaN   9.11580        45.9029       0.587427        30.7448     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9777        2.67406                 NaN            NaN   9.12440        45.8904       0.586452        30.7470     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9829        2.67165                 NaN            NaN   9.13300        45.8778       0.585467        30.7492     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9874        2.66988                 NaN            NaN   9.14161        45.8652       0.584475        30.7514     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9917        2.66852                 NaN            NaN   9.15021        45.8526       0.583470        30.7536     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   2.65927        11.0090                 NaN            NaN   9.16183        45.8307       0.582135        30.7571     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9990        2.66713                 NaN            NaN   9.16743        45.8270       0.581423        30.7581     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0017        2.66739                 NaN            NaN   9.17598        45.8142       0.580396        30.7603     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0043        2.66785                 NaN            NaN   9.18456        45.8013       0.579360        30.7626     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0066        2.66872                 NaN            NaN   9.19311        45.7883       0.578313        30.7650     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0085        2.66994                 NaN            NaN   9.20166        45.7753       0.577261        30.7673     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0102        2.67143                 NaN            NaN   9.21022        45.7622       0.576201        30.7697     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0060        2.67968                 NaN            NaN   9.21834        45.7483       0.575188        30.7725     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0130        2.67524                 NaN            NaN   9.22730        45.7359       0.574057        30.7745     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0141        2.67754                 NaN            NaN   9.23584        45.7227       0.572974        30.7769     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0149        2.68008                 NaN            NaN   9.24436        45.7094       0.571883        30.7793     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0156        2.68292                 NaN            NaN   9.25288        45.6960       0.570786        30.7818     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0160        2.68596                 NaN            NaN   9.26139        45.6826       0.569685        30.7843     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0141        2.69182                 NaN            NaN   9.27150        45.6671       0.568735        30.7868     
  1057.64        2500.00                 NaN            NaN            NaN  0.856680E-006            NaN   2.68853        11.0214                 NaN            NaN   9.28031        45.6532       0.567248        30.7893     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0149        2.69819                 NaN            NaN   9.28817        45.6404       0.566450        30.7918     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   2.74464        10.9922                 NaN            NaN   9.28439        45.6138       0.562112        30.8028     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN   2.70357        11.0167                 NaN            NaN   9.30389        45.6148       0.564046        30.7970     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN   2.70304        11.0207                 NaN            NaN   9.31494        45.5988       0.563132        30.7995     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   2.75392        11.1137                 NaN            NaN   9.18945        45.5334       0.533781        30.8758     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   2.71585        11.0160                 NaN            NaN   9.32934        45.5733       0.560567        30.8049     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN   2.71777        11.0190                 NaN            NaN   9.34234        45.5542       0.559118        30.8076     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   2.72464        11.0152                 NaN            NaN   9.34630        45.5454       0.558209        30.8103     
