|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.75/WD94/WD94_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q              hed           
  1019.42        500.000                 NaN            NaN   5.02814                 NaN   5.87235                 NaN            NaN   7.58301                 NaN   41.1387       0.945548        39.4323                 NaN
  1017.93        500.000                 NaN            NaN   5.03093                 NaN   5.86886                 NaN            NaN   7.58374                 NaN   41.1373       0.945626        39.4336                 NaN
  1016.44        500.000                 NaN            NaN   5.03366                 NaN   5.86544                 NaN            NaN   7.58446                 NaN   41.1359       0.945700        39.4349                 NaN
  1014.94        500.000                 NaN            NaN   5.03635                 NaN   5.86210                 NaN            NaN   7.58518                 NaN   41.1345       0.945771        39.4361                 NaN
  1013.45        500.000                 NaN            NaN   5.04728                 NaN   5.84961                 NaN            NaN   7.58891                 NaN   41.1266       0.945860        39.4418                 NaN
  1011.95        500.000                 NaN            NaN   5.04993                 NaN   5.84633                 NaN            NaN   7.58966                 NaN   41.1251       0.945926        39.4430                 NaN
  1010.46        500.000                 NaN            NaN   5.05254                 NaN   5.84313                 NaN            NaN   7.59040                 NaN   41.1236       0.945989        39.4443                 NaN
  1008.96        500.000                 NaN            NaN   5.05510                 NaN   5.83999                 NaN            NaN   7.59115                 NaN   41.1222       0.946049        39.4456                 NaN
  1007.47        500.000                 NaN            NaN   5.05762                 NaN   5.83691                 NaN            NaN   7.59190                 NaN   41.1207       0.946107        39.4468                 NaN
  1005.98        500.000                 NaN            NaN   5.03949                 NaN   5.87446                 NaN            NaN   7.59707                 NaN   41.1019       0.942875        39.4442                 NaN
  1004.48        500.000                 NaN            NaN   5.05333                 NaN   5.85148                 NaN            NaN   7.59789                 NaN   41.1033       0.944404        39.4496                 NaN
  1002.99        500.000                 NaN            NaN   5.05602                 NaN   5.84902                 NaN            NaN   7.59924                 NaN   41.1002       0.944314        39.4512                 NaN
  1001.49        500.000                 NaN            NaN   5.04779                 NaN   5.86828                 NaN            NaN   7.60301                 NaN   41.0876       0.942451        39.4509                 NaN
  1000.00        500.000                 NaN            NaN   5.05086                 NaN   5.86518                 NaN            NaN   7.60411                 NaN   41.0850       0.942375        39.4524                 NaN
