|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.75/WD94/WD94_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q              hed           
  1494.55        500.000        99.4902       0.509813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        500.000        99.4933       0.506730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.56        500.000        99.4967       0.503335       0.144565E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.07        500.000        99.4989       0.501091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.57        500.000        99.4818       0.518189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.08        500.000        99.5242       0.475818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.59        500.000        99.5058       0.494237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.09        500.000        99.5094       0.490586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.60        500.000        99.5111       0.488851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.10        500.000        99.5141       0.485868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.61        500.000        99.5195       0.480486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.12        500.000        99.5187       0.481298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.62        500.000        99.5227       0.477255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.13        500.000        99.5250       0.475045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.63        500.000        99.5225       0.477549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.14        500.000        99.5304       0.469556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.64        500.000        99.5313       0.468724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.15        500.000        99.5325       0.467495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.66        500.000        99.5358       0.464223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.16        500.000        99.5368       0.463197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.67        500.000        99.5283       0.408213                 NaN            NaN  0.634969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.17        500.000        99.3859                 NaN            NaN            NaN  0.614079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.68        500.000        99.3818                 NaN            NaN            NaN  0.618229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.19        500.000        99.3631                 NaN            NaN            NaN  0.181123E-001  0.618774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.69        500.000        98.9983                 NaN            NaN            NaN  0.363410       0.638258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.20        500.000        99.0199                 NaN            NaN            NaN  0.356077       0.624002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.70        500.000        99.0033                 NaN            NaN            NaN  0.360932       0.635792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.21        500.000        99.0258                 NaN            NaN            NaN  0.350879       0.623352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.72        500.000        99.0382                 NaN            NaN            NaN  0.613820       0.347991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.22        500.000        99.0456                 NaN            NaN            NaN  0.610281       0.344147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.73        500.000        99.0542                 NaN            NaN            NaN  0.605112       0.340682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.23        500.000        99.0613                 NaN            NaN            NaN  0.600676       0.338004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.74        500.000        99.0707                 NaN            NaN            NaN  0.595271       0.333995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.24        500.000        99.0787                 NaN            NaN            NaN  0.331227       0.590075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.75        500.000        99.0850                 NaN            NaN            NaN  0.328394       0.586571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.26        500.000        99.0943                 NaN            NaN            NaN  0.581184       0.324513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.76        500.000        99.1044                 NaN            NaN            NaN  0.574947       0.320658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.27        500.000        99.1103                 NaN            NaN            NaN  0.317999       0.571750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.77        500.000        99.1175                 NaN            NaN            NaN  0.567550       0.314976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.28        500.000        99.1245                 NaN            NaN            NaN  0.312119       0.563420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.79        500.000        99.1326                 NaN            NaN            NaN  0.559273       0.308084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.29        500.000        99.1397                 NaN            NaN            NaN  0.554491       0.305783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.80        500.000        99.1457                 NaN            NaN            NaN  0.302939       0.551319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1430.30        500.000        99.1531                 NaN            NaN            NaN  0.546709       0.300224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.81        500.000        99.1605                 NaN            NaN            NaN  0.542320       0.297209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1427.32        500.000        99.1670                 NaN            NaN            NaN  0.538406       0.294630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1425.82        500.000        98.7614                 NaN            NaN            NaN  0.463978       0.583076                 NaN  0.191596                 NaN            NaN            NaN            NaN            NaN
  1424.33        500.000        97.4728                 NaN            NaN            NaN   1.00345       0.724488                 NaN  0.799224                 NaN            NaN            NaN            NaN            NaN
  1422.83        500.000        97.5269                 NaN            NaN            NaN  0.708609       0.982000                 NaN  0.782481                 NaN            NaN            NaN            NaN            NaN
  1421.34        500.000        97.5798                 NaN            NaN            NaN  0.694602       0.960194                 NaN  0.765400                 NaN            NaN            NaN            NaN            NaN
  1419.84        500.000        97.6251                 NaN            NaN            NaN  0.682113       0.941531                 NaN  0.751246                 NaN            NaN            NaN            NaN            NaN
  1418.35        500.000        97.6740                 NaN            NaN            NaN  0.922047       0.668097                 NaN  0.735884                 NaN            NaN            NaN            NaN            NaN
  1416.86        500.000        97.7196                 NaN            NaN            NaN  0.903932       0.655328                 NaN  0.721150                 NaN            NaN            NaN            NaN            NaN
  1415.36        500.000        97.7704                 NaN            NaN            NaN  0.641656       0.883144                 NaN  0.704793                 NaN            NaN            NaN            NaN            NaN
  1413.87        500.000        97.8084                 NaN            NaN            NaN  0.631057       0.867815                 NaN  0.692748                 NaN            NaN            NaN            NaN            NaN
  1412.37        500.000        97.8473                 NaN            NaN            NaN  0.852703       0.619666                 NaN  0.680323                 NaN            NaN            NaN            NaN            NaN
  1410.88        500.000        97.8899                 NaN            NaN            NaN  0.607856       0.835537                 NaN  0.666726                 NaN            NaN            NaN            NaN            NaN
  1409.39        500.000        97.9281                 NaN            NaN            NaN  0.820154       0.597099                 NaN  0.654675                 NaN            NaN            NaN            NaN            NaN
  1407.89        500.000        97.9650                 NaN            NaN            NaN  0.805646       0.586686                 NaN  0.642690                 NaN            NaN            NaN            NaN            NaN
  1406.40        500.000        97.9995                 NaN            NaN            NaN  0.576678       0.792118                 NaN  0.631748                 NaN            NaN            NaN            NaN            NaN
  1404.90        500.000        98.0366                 NaN            NaN            NaN  0.565913       0.777625                 NaN  0.619852                 NaN            NaN            NaN            NaN            NaN
  1403.41        500.000        98.0698                 NaN            NaN            NaN  0.764504       0.556419                 NaN  0.609237                 NaN            NaN            NaN            NaN            NaN
  1401.92        500.000        98.1005                 NaN  0.728884E-001            NaN  0.573643       0.640098                 NaN  0.612868                 NaN            NaN            NaN            NaN            NaN
  1400.42        500.000        98.1112                 NaN  0.193203                 NaN  0.612562       0.450095                 NaN  0.632942                 NaN            NaN            NaN            NaN            NaN
  1398.93        500.000        98.1725                 NaN  0.191493                 NaN  0.426643       0.597386                 NaN  0.611936                 NaN            NaN            NaN            NaN            NaN
  1397.43        500.000        98.1966                 NaN  0.194037                 NaN  0.590863       0.413199                 NaN  0.605346                 NaN            NaN            NaN            NaN            NaN
  1395.94        500.000        98.2267                 NaN  0.196483                 NaN  0.584604       0.396048                 NaN  0.596122                 NaN            NaN            NaN            NaN            NaN
  1394.45        500.000        98.2530                 NaN  0.199430                 NaN  0.379899       0.579360                 NaN  0.588338                 NaN            NaN            NaN            NaN            NaN
  1392.95        500.000        98.2841                 NaN  0.201134                 NaN  0.364018       0.572243                 NaN  0.578492                 NaN            NaN            NaN            NaN            NaN
  1391.46        500.000        98.3108                 NaN  0.203003                 NaN  0.566269       0.349549                 NaN  0.570427                 NaN            NaN            NaN            NaN            NaN
  1389.96        500.000        98.3387                 NaN  0.205345                 NaN  0.333941       0.560119                 NaN  0.561923                 NaN            NaN            NaN            NaN            NaN
  1388.47        500.000        98.3531                 NaN  0.210075                 NaN  0.319364       0.558510                 NaN  0.558924                 NaN            NaN            NaN            NaN            NaN
  1386.97        500.000        98.4051                 NaN  0.206734                 NaN  0.302637       0.545277                 NaN  0.540230                 NaN            NaN            NaN            NaN            NaN
  1385.48        500.000        98.4146                 NaN  0.211647                 NaN  0.544094       0.291180                 NaN  0.538513                 NaN            NaN            NaN            NaN            NaN
  1383.99        500.000        98.4395                 NaN  0.213179                 NaN  0.278337       0.538480                 NaN  0.530459                 NaN            NaN            NaN            NaN            NaN
  1382.49        500.000        98.4663                 NaN  0.215088                 NaN  0.532692       0.263437                 NaN  0.522515                 NaN            NaN            NaN            NaN            NaN
  1381.00        500.000        98.4845                 NaN  0.218020                 NaN  0.530177       0.250043                 NaN  0.517268                 NaN            NaN            NaN            NaN            NaN
  1379.50        500.000        98.5134                 NaN  0.217504                 NaN  0.521770       0.239674                 NaN  0.507631                 NaN            NaN            NaN            NaN            NaN
  1378.01        500.000        98.5280                 NaN  0.224075                 NaN  0.519492       0.224239                 NaN  0.504193                 NaN            NaN            NaN            NaN            NaN
  1376.52        500.000        98.5608                 NaN  0.220928                 NaN  0.212945       0.512710                 NaN  0.492584                 NaN            NaN            NaN            NaN            NaN
  1375.02        500.000        98.5777                 NaN  0.222687                 NaN  0.203327       0.508572                 NaN  0.487706                 NaN            NaN            NaN            NaN            NaN
  1373.53        500.000        98.5972                 NaN  0.225906                 NaN  0.505830       0.189081                 NaN  0.482012                 NaN            NaN            NaN            NaN            NaN
  1372.03        500.000        98.6181                 NaN  0.226913                 NaN  0.501467       0.178341                 NaN  0.475229                 NaN            NaN            NaN            NaN            NaN
  1370.54        500.000        98.6398                 NaN  0.228552                 NaN  0.497027       0.165895                 NaN  0.468732                 NaN            NaN            NaN            NaN            NaN
  1369.05        500.000        98.6559                 NaN  0.229972                 NaN  0.155262       0.495201                 NaN  0.463658                 NaN            NaN            NaN            NaN            NaN
  1367.55        500.000        98.6779                 NaN  0.231380                 NaN  0.489371       0.144662                 NaN  0.456649                 NaN            NaN            NaN            NaN            NaN
  1366.06        500.000        98.9252                 NaN  0.192947                 NaN  0.409859       0.982514E-001            NaN  0.373780                 NaN            NaN            NaN            NaN            NaN
  1364.56        500.000        98.4673                 NaN  0.273082                 NaN  0.572563       0.160174                 NaN  0.526877                 NaN            NaN            NaN            NaN            NaN
  1363.07        500.000        98.7371                 NaN  0.233129                 NaN  0.115968       0.476354                 NaN  0.437493                 NaN            NaN            NaN            NaN            NaN
  1361.57        500.000        98.7465                 NaN  0.236730                 NaN  0.475737       0.105901                 NaN  0.435134                 NaN            NaN            NaN            NaN            NaN
  1360.08        500.000        98.7699                 NaN  0.236403                 NaN  0.470680       0.956005E-001            NaN  0.427376                 NaN            NaN            NaN            NaN            NaN
  1358.59        500.000        98.7850                 NaN  0.237882                 NaN  0.867465E-001  0.467640                 NaN  0.422774                 NaN            NaN            NaN            NaN            NaN
  1357.09        500.000        98.8001                 NaN  0.239383                 NaN  0.776338E-001  0.464756                 NaN  0.418103                 NaN            NaN            NaN            NaN            NaN
  1355.60        500.000        98.8173                 NaN  0.238861                 NaN  0.461249       0.705609E-001            NaN  0.412042                 NaN            NaN            NaN            NaN            NaN
  1354.10        500.000        98.8329                 NaN  0.239983                 NaN  0.613971E-001  0.458398                 NaN  0.407277                 NaN            NaN            NaN            NaN            NaN
  1352.61        500.000        98.8466                 NaN  0.240465                 NaN  0.455284       0.549566E-001            NaN  0.402744                 NaN            NaN            NaN            NaN            NaN
  1351.12        500.000        98.8649                 NaN  0.240361                 NaN  0.450888       0.471801E-001            NaN  0.396666                 NaN            NaN            NaN            NaN            NaN
  1349.62        500.000        98.8790                 NaN  0.241155                 NaN  0.448239       0.394188E-001            NaN  0.392173                 NaN            NaN            NaN            NaN            NaN
  1348.13        500.000        98.8937                 NaN  0.241396                 NaN  0.326215E-001  0.444912                 NaN  0.387418                 NaN            NaN            NaN            NaN            NaN
  1346.63        500.000        98.9084                 NaN  0.241327                 NaN  0.441887       0.259674E-001            NaN  0.382378                 NaN            NaN            NaN            NaN            NaN
  1345.14        500.000        98.9218                 NaN  0.241247                 NaN  0.438759       0.202688E-001            NaN  0.377882                 NaN            NaN            NaN            NaN            NaN
  1343.65        500.000        98.9358                 NaN  0.240879                 NaN  0.144990E-001  0.435590                 NaN  0.373210                 NaN            NaN            NaN            NaN            NaN
  1342.15        500.000        98.9495                 NaN  0.240657                 NaN  0.432416       0.895992E-002            NaN  0.368504                 NaN            NaN            NaN            NaN            NaN
  1340.66        500.000        98.9648                 NaN  0.240845                 NaN  0.428782       0.196406E-002            NaN  0.363654                 NaN            NaN            NaN            NaN            NaN
  1339.16        500.000        98.9751                 NaN  0.239452                 NaN  0.425643                 NaN            NaN  0.359777                 NaN            NaN            NaN            NaN            NaN
  1337.67        500.000        98.9724                 NaN  0.202848                 NaN  0.388980       0.820246E-001            NaN  0.353736                 NaN            NaN            NaN            NaN            NaN
  1336.17        500.000        99.0009                 NaN  0.233758                 NaN  0.415352                 NaN            NaN  0.349953                 NaN            NaN            NaN            NaN            NaN
  1334.68        500.000        99.0114                 NaN  0.231849                 NaN  0.410623                 NaN            NaN  0.346085                 NaN            NaN            NaN            NaN            NaN
  1333.19        500.000        99.0238                 NaN  0.229393                 NaN  0.405277                 NaN            NaN  0.341545                 NaN            NaN            NaN            NaN            NaN
  1331.69        500.000        98.9917                 NaN  0.176125                 NaN  0.355619       0.133447                 NaN  0.343111                 NaN            NaN            NaN            NaN            NaN
  1330.20        500.000        99.0638                 NaN  0.220605                 NaN  0.390222                 NaN            NaN  0.325394                 NaN            NaN            NaN            NaN            NaN
  1328.70        500.000        99.0567                 NaN  0.222634                 NaN  0.391493                 NaN            NaN  0.329134                 NaN            NaN            NaN            NaN            NaN
  1327.21        500.000        99.0681                 NaN  0.220202                 NaN  0.386826                 NaN            NaN  0.324824                 NaN            NaN            NaN            NaN            NaN
  1325.72        500.000        99.0787                 NaN  0.218621                 NaN  0.381679                 NaN            NaN  0.321010                 NaN            NaN            NaN            NaN            NaN
  1324.22        500.000        99.0889                 NaN  0.214642                 NaN  0.379586                 NaN            NaN  0.316917                 NaN            NaN            NaN            NaN            NaN
  1322.73        500.000        99.1002                 NaN  0.213032                 NaN  0.374103                 NaN            NaN  0.312650                 NaN            NaN            NaN            NaN            NaN
  1321.23        500.000        99.1098                 NaN  0.211453                 NaN  0.369590                 NaN            NaN  0.309156                 NaN            NaN            NaN            NaN            NaN
  1319.74        500.000        99.1208                 NaN  0.208266                 NaN  0.366097                 NaN            NaN  0.304884                 NaN            NaN            NaN            NaN            NaN
  1318.25        500.000        99.0580                 NaN  0.207362                 NaN  0.667218E-001  0.333037                 NaN  0.334918                 NaN            NaN            NaN            NaN            NaN
  1316.75        500.000        99.1991                 NaN  0.174302                 NaN  0.363353                 NaN            NaN  0.263228                 NaN            NaN            NaN            NaN            NaN
  1315.26        500.000        99.1517                 NaN  0.201022                 NaN  0.354395                 NaN            NaN  0.292874                 NaN            NaN            NaN            NaN            NaN
  1313.76        500.000        99.1586                 NaN  0.199954                 NaN  0.350894                 NaN            NaN  0.290531                 NaN            NaN            NaN            NaN            NaN
  1312.27        500.000        99.1699                 NaN  0.196993                 NaN  0.346945                 NaN            NaN  0.286201                 NaN            NaN            NaN            NaN            NaN
  1310.77        500.000        99.1770                 NaN  0.194629                 NaN  0.344955                 NaN            NaN  0.283368                 NaN            NaN            NaN            NaN            NaN
  1309.28        500.000        99.1891                 NaN  0.192421                 NaN  0.339543                 NaN            NaN  0.278923                 NaN            NaN            NaN            NaN            NaN
  1307.79        500.000        99.1974                 NaN  0.190281                 NaN  0.336556                 NaN            NaN  0.275812                 NaN            NaN            NaN            NaN            NaN
  1306.29        500.000        99.2067                 NaN  0.188474                 NaN  0.332394                 NaN            NaN  0.272393                 NaN            NaN            NaN            NaN            NaN
  1304.80        500.000        99.2157                 NaN  0.185348                 NaN  0.330100                 NaN            NaN  0.268815                 NaN            NaN            NaN            NaN            NaN
  1303.30        500.000        99.2237                 NaN  0.183369                 NaN  0.327203                 NaN            NaN  0.265696                 NaN            NaN            NaN            NaN            NaN
  1301.81        500.000        99.2333                 NaN  0.181169                 NaN  0.323410                 NaN            NaN  0.262160                 NaN            NaN            NaN            NaN            NaN
