|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/EETA/EETA_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        iron           Sp(TH)         an             San(TH)        ilm            q             
  1201.02        500.000        97.1893                 NaN            NaN            NaN            NaN            NaN            NaN  0.117130        1.27749       0.365942E-002   1.41243     
  1199.92        500.000        79.7925        1.50612                 NaN            NaN            NaN            NaN            NaN   1.41053        8.38338       0.135905        8.77153     
  1198.83        500.000        98.7854       0.166753                 NaN            NaN            NaN  0.912126E-002            NaN  0.127326       0.841105       0.703136E-001            NaN
  1197.74        500.000        98.8450       0.141315                 NaN            NaN            NaN            NaN            NaN  0.680506E-001  0.645140                 NaN  0.300517     
  1196.65        500.000        90.2713       0.719408                 NaN            NaN            NaN            NaN            NaN  0.622179        4.07329                 NaN   4.31378     
  1195.55        500.000        96.3776       0.281818                 NaN            NaN            NaN  0.340151E-002            NaN  0.243059        1.71523       0.214998E-001   1.35742     
  1194.46        500.000        91.2198       0.602169                 NaN            NaN            NaN  0.220473E-001            NaN  0.593610        3.87194       0.508688E-001   3.63961     
  1193.37        500.000        77.2101        1.33121                 NaN            NaN            NaN  0.669165E-001            NaN   1.51347        10.0863       0.123123        9.66895     
  1192.28        500.000                 NaN   5.82659                 NaN            NaN            NaN  0.276505                 NaN   6.44667        44.4188       0.516682        42.5147     
  1191.18        500.000                 NaN   5.85760                 NaN            NaN            NaN  0.270923                 NaN   6.45025        44.4075       0.515364        42.4984     
  1190.09        500.000                 NaN   5.89255                 NaN            NaN            NaN  0.264879                 NaN   6.45438        44.3940       0.513866        42.4803     
  1189.00        500.000                 NaN   5.90012                 NaN            NaN            NaN  0.263364                 NaN   6.45488        44.3919       0.513644        42.4761     
  1187.91        500.000                 NaN   5.95939                 NaN            NaN            NaN  0.253357                 NaN   6.46214        44.3680       0.510987        42.4461     
  1186.81        500.000                 NaN   5.99794                 NaN            NaN            NaN  0.246713                 NaN   6.46669        44.3532       0.509309        42.4262     
  1185.72        500.000                 NaN   6.08675                 NaN            NaN            NaN  0.233312                 NaN   6.48658        44.3032       0.503376        42.3868     
  1184.63        500.000                 NaN   6.09796                 NaN            NaN            NaN  0.231583                 NaN   6.48908        44.2964       0.502615        42.3823     
  1183.54        500.000                 NaN   6.10999                 NaN            NaN            NaN  0.228884                 NaN   6.48754        44.2967       0.502732        42.3742     
  1182.44        500.000                 NaN   6.11838                 NaN            NaN            NaN  0.227748                 NaN   6.49035        44.2899       0.501950        42.3717     
  1181.35        500.000                 NaN   6.15993                 NaN            NaN            NaN  0.219913                 NaN   6.49212        44.2798       0.500819        42.3474     
  1180.26        500.000                 NaN   6.27875                 NaN            NaN            NaN  0.198000                 NaN   6.49998        44.2479       0.497006        42.2784     
  1179.17        500.000                 NaN   6.34106                 NaN            NaN            NaN  0.187207                 NaN   6.50745        44.2248       0.494238        42.2453     
  1178.07        500.000                 NaN   6.40824                 NaN            NaN            NaN  0.175466                 NaN   6.51570        44.2003       0.491296        42.2090     
  1176.98        500.000                 NaN   6.44391                 NaN            NaN            NaN  0.169272                 NaN   6.52114        44.1866       0.489877        42.1892     
  1175.89        500.000                 NaN   6.48058                 NaN            NaN            NaN  0.162878                 NaN   6.52551        44.1730       0.488225        42.1698     
  1174.80        500.000                 NaN   6.52338                 NaN            NaN            NaN  0.155403                 NaN   6.53061        44.1573       0.486303        42.1470     
  1173.70        500.000                 NaN   6.75160                 NaN            NaN            NaN  0.115547                 NaN   6.55660        44.0769       0.475980        42.0234     
  1172.61        500.000                 NaN   6.86952                 NaN            NaN            NaN  0.948893E-001            NaN   6.57066        44.0353       0.470734        41.9589     
  1171.52        500.000                 NaN   7.00388                 NaN            NaN            NaN  0.712292E-001            NaN   6.58657        43.9887       0.464782        41.8848     
  1170.43        500.000                 NaN   7.13419                 NaN            NaN            NaN  0.473973E-001            NaN   6.60034        43.9493       0.459926        41.8088     
  1169.33        500.000                 NaN   7.34732                 NaN            NaN            NaN  0.106337E-001            NaN   6.62672        43.8716       0.449693        41.6941     
  1168.24        500.000                 NaN   7.40749                 NaN            NaN            NaN            NaN            NaN   6.63407        43.8504       0.446991        41.6611     
  1167.15        500.000                 NaN   7.40128                 NaN            NaN            NaN            NaN            NaN   6.63051        43.8596       0.448395        41.6602     
  1166.06        500.000                 NaN   7.40551                 NaN            NaN            NaN            NaN            NaN   6.63417        43.8514       0.447069        41.6618     
  1164.96        500.000                 NaN   3.52243        3.87302                 NaN            NaN            NaN            NaN   6.62813        43.8690       0.448964        41.6585     
  1163.87        500.000                 NaN   7.41056                 NaN            NaN            NaN            NaN            NaN   6.63772        43.8410       0.445992        41.6647     
  1162.78        500.000                 NaN   7.40831                 NaN            NaN            NaN            NaN            NaN   6.63702        43.8436       0.446257        41.6649     
  1161.69        500.000                 NaN   7.41536                 NaN            NaN            NaN            NaN            NaN   6.64113        43.8312       0.444979        41.6674     
  1160.59        500.000                 NaN   7.41618                 NaN            NaN            NaN            NaN            NaN   6.64204        43.8288       0.444724        41.6683     
  1159.50        500.000                 NaN   7.40836                 NaN            NaN            NaN            NaN            NaN   6.63607        43.8426       0.446233        41.6667     
  1158.41        500.000                 NaN   7.41512                 NaN            NaN            NaN            NaN            NaN   6.64147        43.8283       0.444932        41.6702     
  1157.32        500.000                 NaN   7.40904                 NaN            NaN            NaN            NaN            NaN   6.63920        43.8374       0.445706        41.6686     
  1156.22        500.000                 NaN   5.33971        1.38882       0.651089                 NaN            NaN            NaN   6.62557        43.8834       0.450145        41.6613     
  1155.13        500.000                 NaN   5.34171        1.38463       0.653233                 NaN            NaN            NaN   6.62566        43.8826       0.450106        41.6621     
  1154.04        500.000                 NaN   5.34380        1.38033       0.655403                 NaN            NaN            NaN   6.62576        43.8818       0.450066        41.6628     
  1152.95        500.000                 NaN   5.34595        1.37595       0.657595                 NaN            NaN            NaN   6.62585        43.8810       0.450027        41.6636     
  1151.85        500.000                 NaN   5.34818        1.37146       0.659816                 NaN            NaN            NaN   6.62595        43.8802       0.449987        41.6644     
  1150.76        500.000                 NaN   5.35051        1.36685       0.662066                 NaN            NaN            NaN   6.62605        43.8794       0.449947        41.6652     
  1149.67        500.000                 NaN   5.35291        1.36213       0.664346                 NaN            NaN            NaN   6.62615        43.8786       0.449906        41.6659     
  1148.58        500.000                 NaN   5.35539        1.35730       0.666656                 NaN            NaN            NaN   6.62624        43.8778       0.449866        41.6667     
  1147.48        500.000                 NaN   5.35797        1.35235       0.668995                 NaN            NaN            NaN   6.62634        43.8770       0.449825        41.6675     
  1146.39        500.000                 NaN   5.36064        1.34728       0.671365                 NaN            NaN            NaN   6.62644        43.8762       0.449784        41.6683     
  1145.30        500.000                 NaN   5.36342        1.34207       0.673765                 NaN            NaN            NaN   6.62654        43.8754       0.449743        41.6690     
  1144.21        500.000                 NaN   5.36628        1.33675       0.676195                 NaN            NaN            NaN   6.62665        43.8746       0.449701        41.6698     
  1143.12        500.000                 NaN   5.36924        1.33130       0.678657                 NaN            NaN            NaN   6.62675        43.8738       0.449659        41.6706     
  1142.02        500.000                 NaN   5.37232        1.32570       0.681152                 NaN            NaN            NaN   6.62685        43.8730       0.449617        41.6714     
  1140.93        500.000                 NaN   5.37549        1.31997       0.683679                 NaN            NaN            NaN   6.62695        43.8722       0.449575        41.6722     
  1139.84        500.000                 NaN   5.37879        1.31408       0.686251                 NaN            NaN            NaN   6.62706        43.8714       0.449533        41.6729     
  1138.75        500.000                 NaN   5.38218        1.30808       0.688833                 NaN            NaN            NaN   6.62716        43.8705       0.449490        41.6737     
  1137.65        500.000                 NaN   5.38570        1.30192       0.691461                 NaN            NaN            NaN   6.62727        43.8697       0.449447        41.6745     
  1136.56        500.000                 NaN   7.44077                 NaN            NaN            NaN            NaN            NaN   6.66509        43.7659       0.438115        41.6902     
  1135.47        500.000                 NaN   7.44261                 NaN            NaN            NaN            NaN            NaN   6.66658        43.7618       0.437677        41.6913     
  1134.38        500.000                 NaN   7.44449                 NaN            NaN            NaN            NaN            NaN   6.66811        43.7577       0.437227        41.6925     
  1133.28        500.000                 NaN   7.44642                 NaN            NaN            NaN            NaN            NaN   6.66966        43.7535       0.436770        41.6937     
  1132.19        500.000                 NaN   7.44845                 NaN            NaN            NaN            NaN            NaN   6.67131        43.7491       0.436290        41.6949     
  1131.10        500.000                 NaN   7.45044                 NaN            NaN            NaN            NaN            NaN   6.67288        43.7448       0.435822        41.6960     
  1130.01        500.000                 NaN   7.45225                 NaN            NaN            NaN            NaN            NaN   6.67442        43.7407       0.435392        41.6972     
  1128.91        500.000                 NaN   7.45275                 NaN            NaN            NaN            NaN            NaN   6.67494        43.7390       0.435256        41.6980     
  1127.82        500.000                 NaN   7.45324                 NaN            NaN            NaN            NaN            NaN   6.67555        43.7372       0.435124        41.6989     
  1126.73        500.000                 NaN   7.45098                 NaN            NaN            NaN            NaN            NaN   6.67444        43.7401       0.435362        41.6992     
  1125.64        500.000                 NaN   7.45371                 NaN            NaN            NaN            NaN            NaN   6.67656        43.7345       0.434732        41.7005     
  1124.54        500.000                 NaN   7.45271                 NaN            NaN            NaN            NaN            NaN   6.67572        43.7353       0.435236        41.7011     
  1123.45        500.000                 NaN   7.45904                 NaN            NaN            NaN            NaN            NaN   6.68122        43.7223       0.433661        41.7037     
  1122.36        500.000                 NaN   7.45932                 NaN            NaN            NaN            NaN            NaN   6.68165        43.7207       0.433615        41.7047     
  1121.27        500.000                 NaN   7.46319                 NaN            NaN            NaN            NaN            NaN   6.68372        43.7134       0.432911        41.7068     
  1120.17        500.000                 NaN   7.46483                 NaN            NaN            NaN            NaN            NaN   6.68579        43.7098       0.432303        41.7073     
  1119.08        500.000                 NaN   7.46672                 NaN            NaN            NaN            NaN            NaN   6.68709        43.7065       0.431671        41.7080     
  1117.99        500.000                 NaN   7.46785                 NaN            NaN            NaN            NaN            NaN   6.68840        43.7028       0.431488        41.7095     
  1116.90        500.000                 NaN   7.47029                 NaN            NaN            NaN            NaN            NaN   6.68980        43.6978       0.431047        41.7111     
  1115.80        500.000                 NaN   7.47119                 NaN            NaN            NaN            NaN            NaN   6.69062        43.6965       0.430541        41.7111     
  1114.71        500.000                 NaN   7.46939                 NaN            NaN            NaN            NaN            NaN   6.68953        43.6986       0.430976        41.7115     
  1113.62        500.000                 NaN   7.47459                 NaN            NaN            NaN            NaN            NaN   6.69331        43.6890       0.429731        41.7133     
  1112.53        500.000                 NaN   7.47572                 NaN            NaN            NaN            NaN            NaN   6.69442        43.6861       0.429395        41.7144     
  1111.43        500.000                 NaN   7.47748                 NaN            NaN            NaN            NaN            NaN   6.69566        43.6823       0.429032        41.7155     
  1110.34        500.000                 NaN   7.46479                 NaN            NaN            NaN            NaN            NaN   6.68692        43.7027       0.432091        41.7135     
  1109.25        500.000                 NaN   5.11882        2.29080                 NaN            NaN            NaN            NaN   6.64895        43.7959       0.443153        41.7024     
  1108.16        500.000                 NaN   5.11682        2.29313                 NaN            NaN            NaN            NaN   6.64929        43.7945       0.443037        41.7032     
  1107.06        500.000                 NaN   7.21779       0.249353                 NaN            NaN            NaN            NaN   6.68913        43.6960       0.431476        41.7162     
  1105.97        500.000                 NaN   7.18017       0.288802                 NaN            NaN            NaN            NaN   6.69062        43.6920       0.431014        41.7174     
  1104.88        500.000                 NaN   7.14207       0.328742                 NaN            NaN            NaN            NaN   6.69211        43.6880       0.430549        41.7185     
  1103.79        500.000                 NaN   7.46931       0.294217E-004            NaN            NaN            NaN            NaN   6.69111        43.6897       0.430881        41.7190     
  1102.69        500.000                 NaN  0.185464        7.28786       0.288892E-004            NaN            NaN            NaN   6.69405        43.6821       0.429965        41.7205     
  1101.60        500.000                 NaN  0.202763        7.27232       0.282487E-004            NaN            NaN            NaN   6.69546        43.6782       0.429528        41.7217     
  1100.51        500.000                 NaN  0.219998        7.25686       0.274848E-004            NaN            NaN            NaN   6.69688        43.6744       0.429088        41.7228     
  1099.42        500.000                 NaN  0.237165        7.24147       0.266240E-004            NaN            NaN            NaN   6.69830        43.6705       0.428645        41.7239     
  1098.32        500.000                 NaN  0.254269        7.22616       0.256785E-004            NaN            NaN            NaN   6.69973        43.6666       0.428200        41.7250     
  1097.23        500.000                 NaN  0.271306        7.21093       0.238344E-004            NaN            NaN            NaN   6.70117        43.6627       0.427752        41.7262     
  1096.14        500.000                 NaN  0.288268        7.19578       0.226963E-004            NaN            NaN            NaN   6.70262        43.6587       0.427302        41.7273     
  1095.05        500.000                 NaN  0.305161        7.18070       0.214964E-004            NaN            NaN            NaN   6.70407        43.6548       0.426850        41.7284     
  1093.95        500.000                 NaN  0.321982        7.16571       0.207488E-004            NaN            NaN            NaN   6.70552        43.6508       0.426396        41.7296     
  1092.86        500.000                 NaN  0.338728        7.15080       0.213069E-004            NaN            NaN            NaN   6.70699        43.6468       0.425940        41.7307     
  1091.77        500.000                 NaN  0.355405        7.13597       0.218746E-004            NaN            NaN            NaN   6.70845        43.6428       0.425483        41.7318     
  1090.68        500.000                 NaN  0.372021        7.12123                 NaN            NaN            NaN            NaN   6.70993        43.6388       0.425023        41.7330     
  1089.58        500.000                 NaN   6.50969       0.988699                 NaN            NaN            NaN            NaN   6.71429        43.6289       0.423612        41.7348     
  1088.49        500.000                 NaN   6.45126        1.04923                 NaN            NaN            NaN            NaN   6.71597        43.6244       0.423084        41.7360     
  1087.40        500.000                 NaN   6.38975        1.11287                 NaN            NaN            NaN            NaN   6.71766        43.6199       0.422552        41.7372     
  1086.31        500.000                 NaN   6.32479        1.17998                 NaN            NaN            NaN            NaN   6.71937        43.6154       0.422015        41.7384     
  1085.21        500.000                 NaN  0.453870        7.04817       0.573210E-003            NaN            NaN            NaN   6.71735        43.6186       0.422704        41.7387     
  1084.12        500.000                 NaN   6.18234        1.32679                 NaN            NaN            NaN            NaN   6.72283        43.6063       0.420925        41.7408     
  1083.03        500.000                 NaN   6.10086        1.41051                 NaN            NaN            NaN            NaN   6.72459        43.6016       0.420369        41.7421     
  1081.94        500.000                 NaN   7.51856                 NaN            NaN            NaN            NaN            NaN   6.73016        43.5888       0.418455        41.7440     
  1080.84        500.000                 NaN   7.51961                 NaN            NaN            NaN            NaN            NaN   6.73116        43.5862       0.418144        41.7449     
  1079.75        500.000                 NaN   7.52273                 NaN            NaN            NaN            NaN            NaN   6.73338        43.5800       0.417458        41.7465     
  1078.66        500.000                 NaN   7.53120                 NaN            NaN            NaN            NaN            NaN   6.73950        43.5643       0.415610        41.7494     
  1077.57        500.000                 NaN   7.53092                 NaN            NaN            NaN            NaN            NaN   6.73937        43.5639       0.415711        41.7501     
  1076.47        500.000                 NaN   7.53288                 NaN            NaN            NaN            NaN            NaN   6.74097        43.5599       0.415132        41.7511     
  1075.38        500.000                 NaN   7.52942                 NaN            NaN            NaN            NaN            NaN   6.73838        43.5648       0.416101        41.7513     
  1074.29        500.000                 NaN   7.29432       0.231964                 NaN            NaN            NaN            NaN   6.73629        43.5692       0.416886        41.7513     
  1073.20        500.000                 NaN   7.11330       0.414239                 NaN            NaN            NaN            NaN   6.73734        43.5662       0.416554        41.7524     
  1072.10        500.000                 NaN   6.99175       0.548223                 NaN            NaN            NaN            NaN   6.74658        43.5443       0.413398        41.7558     
  1071.01        500.000                 NaN   7.03453       0.495320                 NaN            NaN            NaN            NaN   6.73922        43.5606       0.415963        41.7544     
  1069.92        500.000                 NaN   6.25127        1.29315                 NaN            NaN            NaN            NaN   6.75024        43.5358       0.412049        41.7575     
  1068.83        500.000                 NaN   6.18447        1.36478                 NaN            NaN            NaN            NaN   6.75426        43.5256       0.411061        41.7599     
  1067.73        500.000                 NaN   6.29781        1.25231                 NaN            NaN            NaN            NaN   6.75500        43.5232       0.410822        41.7608     
  1066.64        500.000                 NaN   6.41712        1.13385                 NaN            NaN            NaN            NaN   6.75571        43.5210       0.410589        41.7618     
  1065.55        500.000                 NaN   6.52935        1.02236                 NaN            NaN            NaN            NaN   6.75638        43.5188       0.410371        41.7627     
  1064.46        500.000                 NaN   6.65983       0.892715                 NaN            NaN            NaN            NaN   6.75705        43.5166       0.410152        41.7636     
  1063.36        500.000                 NaN   6.77285       0.780421                 NaN            NaN            NaN            NaN   6.75767        43.5146       0.409947        41.7645     
  1062.27        500.000                 NaN   6.87543       0.678536                 NaN            NaN            NaN            NaN   6.75826        43.5126       0.409751        41.7654     
  1061.18        500.000                 NaN   6.96689       0.587737                 NaN            NaN            NaN            NaN   6.75883        43.5106       0.409561        41.7663     
  1060.09        500.000                 NaN   7.04821       0.507060                 NaN            NaN            NaN            NaN   6.75939        43.5087       0.409376        41.7672     
  1058.99        500.000                 NaN   7.55581                 NaN            NaN            NaN            NaN            NaN   6.75973        43.5071       0.409262        41.7681     
  1057.90        500.000                 NaN   7.55631                 NaN            NaN            NaN            NaN            NaN   6.76017        43.5054       0.409121        41.7690     
  1056.81        500.000                 NaN   7.55696                 NaN            NaN            NaN            NaN            NaN   6.76070        43.5035       0.408953        41.7699     
  1055.72        500.000                 NaN   7.55760                 NaN            NaN            NaN            NaN            NaN   6.76126        43.5016       0.408776        41.7708     
  1054.62        500.000                 NaN   7.55839       0.842001E-006            NaN            NaN            NaN            NaN   6.76191        43.4994       0.408567        41.7717     
  1053.53        500.000                 NaN   7.52621       0.269425E-001  0.125351E-005            NaN            NaN            NaN   6.75731        43.5080       0.410277        41.7713     
  1052.44        500.000                 NaN   7.56007                 NaN            NaN            NaN            NaN            NaN   6.76315        43.4950       0.408207        41.7736     
  1051.35        500.000                 NaN   7.53219       0.280887E-001  0.298627E-003            NaN            NaN            NaN   6.76384        43.4933       0.407876        41.7744     
  1050.25        500.000                 NaN   7.56069                 NaN            NaN            NaN            NaN            NaN   6.76353        43.4925       0.408185        41.7751     
  1049.16        500.000                 NaN   7.56381       0.139606E-005            NaN            NaN            NaN            NaN   6.76615        43.4862       0.407249        41.7766     
  1048.07        500.000                 NaN   7.56516       0.206244E-005            NaN            NaN            NaN            NaN   6.76726        43.4830       0.406919        41.7776     
  1046.98        500.000                 NaN   7.58352                 NaN            NaN            NaN            NaN            NaN   6.78057        43.4512       0.402705        41.7820     
  1045.88        500.000                 NaN  0.535862        7.02663                 NaN            NaN            NaN            NaN   6.76403        43.4867       0.408263        41.7785     
  1044.79        500.000                 NaN  0.491115        7.07343                 NaN            NaN            NaN            NaN   6.76532        43.4827       0.407852        41.7796     
  1043.70        500.000                 NaN   7.58612                 NaN            NaN            NaN            NaN            NaN   6.78266        43.4443       0.402104        41.7848     
  1042.61        500.000                 NaN  0.476800        7.09025                 NaN            NaN            NaN            NaN   6.76763        43.4768       0.407093        41.7815     
  1041.51        500.000                 NaN   7.59206                 NaN            NaN            NaN            NaN            NaN   6.78725        43.4325       0.400628        41.7875     
  1040.42        500.000                 NaN  0.328544        7.24616                 NaN            NaN            NaN            NaN   6.77361        43.4619       0.405161        41.7846     
  1039.33        500.000                 NaN   7.58308                 NaN            NaN            NaN            NaN            NaN   6.78154        43.4460       0.402300        41.7871     
  1038.24        500.000                 NaN   1.29596        6.31032                 NaN            NaN            NaN            NaN   6.79537        43.4077       0.398354        41.7923     
  1037.14        500.000                 NaN  0.810668E-001   7.50981                 NaN            NaN            NaN            NaN   6.78616        43.4316       0.401079        41.7902     
  1036.05        500.000                 NaN   7.33993       0.263497                 NaN            NaN            NaN            NaN   6.79593        43.4091       0.397865        41.7936     
  1034.96        500.000                 NaN   7.58472                 NaN            NaN            NaN            NaN            NaN   6.78265        43.4401       0.401868        41.7907     
  1033.87        500.000                 NaN   1.22893        6.37798       0.306280E-003            NaN            NaN            NaN   6.79660        43.4027       0.397937        41.7955     
  1032.77        500.000                 NaN  0.971257        6.61102                 NaN            NaN            NaN            NaN   6.78168        43.4431       0.402380        41.7905     
  1031.68        500.000                 NaN   1.16725        6.44015                 NaN            NaN            NaN            NaN   6.79699        43.4002       0.397969        41.7974     
  1030.59        500.000                 NaN   6.94523       0.658718                 NaN            NaN            NaN            NaN   6.79802        43.3998       0.398323        41.7999     
  1029.50        500.000                 NaN   1.24360        6.36266                 NaN            NaN            NaN            NaN   6.79663        43.4006       0.398009        41.7985     
  1028.40        500.000                 NaN   1.10643        6.47786                 NaN            NaN            NaN            NaN   6.78403        43.4338       0.402099        41.7958     
  1027.31        500.000                 NaN   6.98267       0.633663                 NaN            NaN            NaN            NaN   6.80577        43.3808       0.394797        41.8023     
  1026.22        500.000                 NaN   6.35100        1.27256                 NaN            NaN            NaN            NaN   6.80966        43.3667       0.394360        41.8057     
  1025.13        500.000                 NaN   6.74918       0.868613                 NaN            NaN            NaN            NaN   6.81112        43.3731       0.393433        41.8046     
  1024.03        500.000                 NaN   6.70687       0.914576                 NaN            NaN            NaN            NaN   6.80966        43.3698       0.393599        41.8055     
  1022.94        500.000                 NaN   6.54299        1.08113                 NaN            NaN            NaN            NaN   6.80946        43.3646       0.393945        41.8078     
  1021.85        500.000                 NaN  0.943718        6.67215                 NaN            NaN            NaN            NaN   6.80480        43.3774       0.395151        41.8068     
  1020.76        500.000                 NaN   6.40484        1.20455                 NaN            NaN            NaN            NaN   6.80130        43.3845       0.397523        41.8073     
  1019.66        500.000                 NaN   6.31352        1.32837                 NaN            NaN            NaN            NaN   6.82310        43.3321       0.389695        41.8132     
  1018.57        500.000                 NaN   6.42162        1.21692                 NaN            NaN            NaN            NaN   6.82103        43.3369       0.390283        41.8133     
  1017.48        500.000                 NaN   6.30161        1.34077                 NaN            NaN            NaN            NaN   6.82366        43.3297       0.389495        41.8148     
  1016.39        500.000                 NaN   6.31920        1.32397                 NaN            NaN            NaN            NaN   6.82439        43.3274       0.389280        41.8158     
  1015.29        500.000                 NaN   6.44855        1.19022                 NaN            NaN            NaN            NaN   6.82162        43.3340       0.390068        41.8156     
  1014.20        500.000                 NaN   6.32065        1.32341                 NaN            NaN            NaN            NaN   6.82528        43.3242       0.388995        41.8175     
  1013.11        500.000                 NaN   6.32075        1.32378                 NaN            NaN            NaN            NaN   6.82573        43.3226       0.388849        41.8183     
  1012.02        500.000                 NaN   6.24834        1.38583                 NaN            NaN            NaN            NaN   6.81443        43.3419       0.392173        41.8173     
  1010.92        500.000                 NaN   6.31976        1.32574                 NaN            NaN            NaN            NaN   6.82668        43.3193       0.388546        41.8200     
  1009.83        500.000                 NaN   6.31816        1.32785                 NaN            NaN            NaN            NaN   6.82714        43.3176       0.388396        41.8209     
  1008.74        500.000                 NaN   6.31606        1.33048                 NaN            NaN            NaN            NaN   6.82765        43.3158       0.388238        41.8217     
  1007.65        500.000                 NaN   6.19265        1.44825                 NaN            NaN            NaN            NaN   6.82003        43.3267       0.390497        41.8219     
  1006.55        500.000                 NaN   6.31038        1.33727                 NaN            NaN            NaN            NaN   6.82867        43.3123       0.387914        41.8235     
  1005.46        500.000                 NaN   6.30689        1.34136                 NaN            NaN            NaN            NaN   6.82921        43.3105       0.387746        41.8243     
  1004.37        500.000                 NaN   6.30306        1.34580                 NaN            NaN            NaN            NaN   6.82976        43.3086       0.387571        41.8252     
  1003.28        500.000                 NaN   6.26786        1.38285                 NaN            NaN            NaN            NaN   6.83231        43.3044       0.386691        41.8259     
  1002.18        500.000                 NaN   1.04600        6.58664                 NaN            NaN            NaN            NaN   6.81628        43.3356       0.391793        41.8237     
  1001.09        500.000                 NaN   1.53022        6.12363                 NaN            NaN            NaN            NaN   6.83421        43.2973       0.386186        41.8284     
  1000.00        500.000                 NaN   6.12497        1.53005                 NaN            NaN            NaN            NaN   6.83535        43.2944       0.385819        41.8294     
