|6.6.6
Archiving\03_Data\frac/QFM_m2/YM20/YM20_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.426536        12.3942                 NaN            NaN   8.70399        45.7786       0.546901        32.1498                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1161       0.730710                 NaN            NaN   8.73214        45.7220       0.542518        32.1565                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6509       0.181297                 NaN            NaN   8.83351        45.6406       0.544630        32.1491                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN   4.24248                 NaN            NaN   5.25694                 NaN            NaN            NaN   8.24137        47.5613       0.831315        33.8666                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6861       0.156144                 NaN            NaN   8.83731        45.6264       0.542268        32.1517                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN  0.609831E-005            NaN            NaN   12.7582       0.971169E-001  0.274638E-005            NaN   8.84709        45.6007       0.539837        32.1571                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN   4.25001                 NaN            NaN   5.23789       0.129916E-005            NaN            NaN   8.24648        47.5523       0.833552        33.8798                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9452       0.918300                 NaN            NaN   8.74012        45.6820       0.539682        32.1747                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN   4.26436                 NaN            NaN   5.32843                 NaN            NaN            NaN   8.28022        47.3747       0.825803        33.9265                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01970        11.7181       0.217915E-005            NaN   8.81961        45.7739       0.538820        32.1299                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN  0.165998E-001            NaN            NaN   12.7298                 NaN            NaN            NaN   9.05662        45.5413       0.532504        32.1232                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN   4.30139                 NaN            NaN   5.16981       0.126606E-004            NaN            NaN   8.24614        47.5406       0.831295        33.9108                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6607        1.12437       0.105760E-005            NaN   8.93386        45.6108       0.526601        32.1436                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN   4.70205                 NaN            NaN  0.112018                 NaN            NaN            NaN   7.76902        48.9993       0.891738        33.7445        3.78139     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   4.26545                 NaN            NaN   5.22989                 NaN            NaN            NaN   8.25108        47.5334       0.826127        33.8940                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8833                 NaN            NaN            NaN   8.87479        45.5409       0.527059        32.1740                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.2623       0.621998                 NaN            NaN   8.87414        45.5244       0.531233        32.1859                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN   4.31650                 NaN            NaN   5.14675       0.207800E-005            NaN            NaN   8.24790        47.5272       0.831671        33.9300                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN   4.25679                 NaN            NaN   5.24794                 NaN            NaN            NaN   8.23798        47.5171       0.833265        33.9070                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN   4.31419                 NaN            NaN   5.19486                 NaN            NaN            NaN   8.27983        47.4380       0.823164        33.9500                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN   4.28239                 NaN            NaN   5.20618                 NaN            NaN            NaN   8.25149        47.5039       0.831351        33.9247                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN   4.28935                 NaN            NaN   5.19601                 NaN            NaN            NaN   8.26536        47.4897       0.828618        33.9309                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN   4.32809                 NaN            NaN   5.13144       0.138241E-005            NaN            NaN   8.25342        47.5094       0.830852        33.9468                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN   4.29797                 NaN            NaN   5.17815                 NaN            NaN            NaN   8.25637        47.5001       0.830339        33.9370                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN   4.30138                 NaN            NaN   5.17217       0.687824E-005            NaN            NaN   8.25563        47.4993       0.830803        33.9407                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN   4.33854                 NaN            NaN   5.11484       0.929342E-006            NaN            NaN   8.25420        47.5042       0.830930        33.9573                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.31492        11.4781                 NaN            NaN   8.94823        45.5672       0.519344        32.1722                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5680       0.430918                 NaN            NaN   8.99059        45.3039       0.492364        32.2143                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN   4.31077                 NaN            NaN   5.15561       0.175792E-005            NaN            NaN   8.25668        47.4952       0.830783        33.9510                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN   4.32814                 NaN            NaN   5.15508                 NaN            NaN            NaN   8.27191        47.4384       0.830202        33.9763                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN   4.35232                 NaN            NaN   5.09540                 NaN            NaN            NaN   8.25734        47.4893       0.830904        33.9747                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN   3.42423                 NaN            NaN   6.96720                 NaN            NaN            NaN   8.48484        46.7416       0.737663        33.6444                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN   4.35781                 NaN            NaN   5.08780                 NaN            NaN            NaN   8.25842        47.4835       0.830795        33.9817                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN   4.32647                 NaN            NaN   5.13287       0.389243E-005            NaN            NaN   8.25994        47.4812       0.830841        33.9687                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN   4.32027                 NaN            NaN   5.19901                 NaN            NaN            NaN   8.26360        47.4087       0.827430        33.9810                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN   1.97394                 NaN            NaN   5.90318        3.57268                 NaN            NaN   8.66836        46.1886       0.644614        33.0487                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN   4.33387                 NaN            NaN   5.12248                 NaN            NaN            NaN   8.26212        47.4721       0.830735        33.9786                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN   4.33630                 NaN            NaN   5.11909       0.170142E-005            NaN            NaN   8.26286        47.4691       0.830697        33.9820                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.739991        12.2448                 NaN            NaN   8.99753        45.2834       0.495672        32.2386                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN   4.34110                 NaN            NaN   5.11244                 NaN            NaN            NaN   8.26436        47.4629       0.830618        33.9886                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.33429        11.5184       0.558407E-004            NaN   9.05782        45.3873       0.499276        32.2028                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.119182E-003   11.7574        1.23442                 NaN   9.04496        45.2367       0.482583        32.2438                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN   4.33201                 NaN            NaN   5.13148       0.883469E-006            NaN            NaN   8.26833        47.4483       0.829173        33.9907                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN   4.35049                 NaN            NaN   5.09961                 NaN            NaN            NaN   8.26747        47.4502       0.830445        34.0018                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.40507        11.4610       0.417009E-004            NaN   9.08284        45.3454       0.494481        32.2111                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN   4.35507                 NaN            NaN   5.09342                 NaN            NaN            NaN   8.26907        47.4437       0.830350        34.0084                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN   4.35762                 NaN            NaN   5.08984                 NaN            NaN            NaN   8.26988        47.4407       0.830289        34.0117                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN   4.35744                 NaN            NaN   5.09118                 NaN            NaN            NaN   8.27021        47.4362       0.830439        34.0145                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN   4.36196                 NaN            NaN   5.08416                 NaN            NaN            NaN   8.27050        47.4351       0.830215        34.0180                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN   4.36408                 NaN            NaN   5.08337                 NaN            NaN            NaN   8.27332        47.4255       0.830230        34.0235                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN   4.36623                 NaN            NaN   5.07842                 NaN            NaN            NaN   8.27307        47.4274       0.830132        34.0247                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN   4.36854                 NaN            NaN   5.07547                 NaN            NaN            NaN   8.27258        47.4256       0.830100        34.0277                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN   4.37020                 NaN            NaN   5.07390                 NaN            NaN            NaN   8.27561        47.4180       0.829968        34.0323                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN   4.35973                 NaN            NaN   5.16340                 NaN            NaN            NaN   8.25667        47.3268       0.835076        34.0583                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.31796        10.6800                 NaN            NaN   9.18103        45.0972       0.469033        32.2547                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN   4.41031                 NaN            NaN   5.06073                 NaN            NaN            NaN   8.26033        47.3607       0.833992        34.0740                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN   4.41220                 NaN            NaN   5.05817                 NaN            NaN            NaN   8.26123        47.3575       0.833922        34.0770                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN   4.37332                 NaN            NaN   5.08126                 NaN            NaN            NaN   8.27966        47.3823       0.830676        34.0528                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN   4.36956                 NaN            NaN   5.14936                 NaN            NaN            NaN   8.26124        47.3117       0.834701        34.0735                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN   4.38002                 NaN            NaN   5.08681                 NaN            NaN            NaN   8.27673        47.3636       0.830767        34.0621                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN   4.38764                 NaN            NaN   5.09670                 NaN            NaN            NaN   8.28382        47.3234       0.829618        34.0788                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN   4.38966                 NaN            NaN   5.09423                 NaN            NaN            NaN   8.28476        47.3197       0.829546        34.0821                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN   3.68536                 NaN            NaN   6.65123                 NaN            NaN            NaN   8.52368        46.5542       0.731477        33.8540                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN   3.76478                 NaN            NaN   6.47735                 NaN            NaN            NaN   8.49459        46.6324       0.745054        33.8858                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN   3.82123                 NaN            NaN   6.39241                 NaN            NaN            NaN   8.49316        46.6323       0.745964        33.9149                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN   3.83172                 NaN            NaN   6.37886                 NaN            NaN            NaN   8.49365        46.6268       0.746079        33.9229                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.18292        9.81781                 NaN            NaN   9.19010        45.0450       0.473043        32.2911                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN   3.85777                 NaN            NaN   6.33773                 NaN            NaN            NaN   8.49293        46.6241       0.747461        33.9400                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   4.36773                 NaN            NaN   5.12103                 NaN            NaN            NaN   8.27272        47.3258       0.832625        34.0801                 NaN
