|6.6.6
Archiving\03_Data\frac/QFM_m2/YM20/YM20_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3246       0.954199                 NaN            NaN   8.82933        42.6023       0.940552        30.3490                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.0155       0.239282                 NaN            NaN   8.93200        42.5279       0.944263        30.3411                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN   6.76798                 NaN            NaN   6.83904                 NaN            NaN            NaN   8.36611        44.4935        1.44704        32.0864                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.0526       0.214210                 NaN            NaN   8.93589        42.5164       0.940232        30.3406                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN  0.971986E-005            NaN            NaN   17.1524       0.126934       0.362366E-005            NaN   8.94592        42.4940       0.936062        30.3447                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN   6.78107                 NaN            NaN   6.81206       0.176405E-005            NaN            NaN   8.37160        44.4890        1.45112        32.0951                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1035        1.19756                 NaN            NaN   8.83733        42.5691       0.935809        30.3567                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN   6.80465                 NaN            NaN   6.88806                 NaN            NaN            NaN   8.40604        44.3267        1.43776        32.1368                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.31950        15.8370       0.284087E-005            NaN   8.92026        42.6686       0.934642        30.3200                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN  0.263924E-001            NaN            NaN   17.1231                 NaN            NaN            NaN   9.16022        42.4535       0.923740        30.3130                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN   6.86471                 NaN            NaN   6.71472       0.171787E-004            NaN            NaN   8.37160        44.4838        1.44749        32.1177                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7428        1.46621       0.139594E-005            NaN   9.03524        42.5157       0.913478        30.3265                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN   7.51034                 NaN            NaN  0.145573                 NaN            NaN            NaN   7.89312        45.8847        1.55399        31.9809        5.03142     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   6.80809                 NaN            NaN   6.80119                 NaN            NaN            NaN   8.37654        44.4789        1.43861        32.0967                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.3195                 NaN            NaN            NaN   8.97409        42.4464       0.914216        30.3458                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5128       0.810148                 NaN            NaN   8.97292        42.4290       0.921434        30.3537                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN   6.89076                 NaN            NaN   6.68169       0.281674E-005            NaN            NaN   8.37375        44.4778        1.44848        32.1275                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN   6.79532                 NaN            NaN   6.82148                 NaN            NaN            NaN   8.36319        44.4665        1.45122        32.1023                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN   6.88717                 NaN            NaN   6.73971                 NaN            NaN            NaN   8.40562        44.3927        1.43366        32.1411                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN   6.83695                 NaN            NaN   6.76382                 NaN            NaN            NaN   8.37718        44.4571        1.44803        32.1169                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN   6.84853                 NaN            NaN   6.74855                 NaN            NaN            NaN   8.39150        44.4460        1.44335        32.1221                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN   6.91086                 NaN            NaN   6.65919       0.187011E-005            NaN            NaN   8.37963        44.4665        1.44734        32.1365                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN   6.86283                 NaN            NaN   6.72676                 NaN            NaN            NaN   8.38236        44.4570        1.44644        32.1246                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN   6.86860                 NaN            NaN   6.71829       0.933037E-005            NaN            NaN   8.38167        44.4574        1.44731        32.1267                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN   6.92852                 NaN            NaN   6.63614       0.126000E-005            NaN            NaN   8.38060        44.4649        1.44764        32.1422                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.69962        15.5220                 NaN            NaN   9.05080        42.4906       0.901395        30.3356                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.8894       0.563014                 NaN            NaN   9.09139        42.2357       0.854382        30.3662                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN   6.88496                 NaN            NaN   6.69468       0.238513E-005            NaN            NaN   8.38307        44.4585        1.44751        32.1313                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN   6.91296                 NaN            NaN   6.68252                 NaN            NaN            NaN   8.39849        44.4060        1.44654        32.1535                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN   6.95216                 NaN            NaN   6.60769                 NaN            NaN            NaN   8.38407        44.4564        1.44787        32.1518                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN   5.46360                 NaN            NaN   9.13949                 NaN            NaN            NaN   8.60514        43.7068        1.28396        31.8010                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN   6.96157                 NaN            NaN   6.59663                 NaN            NaN            NaN   8.38528        44.4531        1.44780        32.1557                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN   6.91169                 NaN            NaN   6.66123       0.527944E-005            NaN            NaN   8.38671        44.4511        1.44790        32.1413                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN   6.90171                 NaN            NaN   6.73459                 NaN            NaN            NaN   8.38999        44.3820        1.44193        32.1498                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN   3.14636                 NaN            NaN   7.96662        4.64800                 NaN            NaN   8.78095        43.1421        1.12083        31.1951                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN   6.92448                 NaN            NaN   6.64605                 NaN            NaN            NaN   8.38908        44.4459        1.44788        32.1466                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN   6.92868                 NaN            NaN   6.64109       0.230832E-005            NaN            NaN   8.38989        44.4441        1.44787        32.1484                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.954536        16.4858                 NaN            NaN   9.09880        42.2266       0.860460        30.3738                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN   6.93700                 NaN            NaN   6.63132                 NaN            NaN            NaN   8.39152        44.4404        1.44785        32.1519                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.72126        15.5688       0.725079E-004            NaN   9.16213        42.3358       0.866994        30.3450                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.155834E-003   15.8577        1.60179                 NaN   9.14643        42.1829       0.837787        30.3732                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN   6.92333                 NaN            NaN   6.65710       0.119891E-005            NaN            NaN   8.39558        44.4293        1.44547        32.1492                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN   6.95328                 NaN            NaN   6.61238                 NaN            NaN            NaN   8.39489        44.4329        1.44776        32.1588                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81217        15.4935       0.541080E-004            NaN   9.18759        42.3005       0.858792        30.3474                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN   6.96125                 NaN            NaN   6.60320                 NaN            NaN            NaN   8.39662        44.4289        1.44771        32.1623                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN   6.96564                 NaN            NaN   6.59795                 NaN            NaN            NaN   8.39749        44.4272        1.44766        32.1641                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN   6.96564                 NaN            NaN   6.59962                 NaN            NaN            NaN   8.39783        44.4238        1.44796        32.1652                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN   6.97322                 NaN            NaN   6.58948                 NaN            NaN            NaN   8.39823        44.4241        1.44764        32.1673                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN   6.97687                 NaN            NaN   6.58788                 NaN            NaN            NaN   8.40106        44.4157        1.44770        32.1708                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN   6.98069                 NaN            NaN   6.58086                 NaN            NaN            NaN   8.40093        44.4190        1.44760        32.1709                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN   6.98472                 NaN            NaN   6.57646                 NaN            NaN            NaN   8.40049        44.4184        1.44760        32.1723                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN   6.98767                 NaN            NaN   6.57375                 NaN            NaN            NaN   8.40361        44.4123        1.44742        32.1753                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN   6.97008                 NaN            NaN   6.67723                 NaN            NaN            NaN   8.38302        44.3205        1.45614        32.1931                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.01652        14.4372                 NaN            NaN   9.28625        42.0738       0.814793        30.3714                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN   7.05217                 NaN            NaN   6.54015                 NaN            NaN            NaN   8.38752        44.3579        1.45448        32.2078                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN   7.05552                 NaN            NaN   6.53627                 NaN            NaN            NaN   8.38849        44.3560        1.45441        32.2093                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN   6.99392                 NaN            NaN   6.58191                 NaN            NaN            NaN   8.40754        44.3816        1.44885        32.1861                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN   6.98743                 NaN            NaN   6.65635                 NaN            NaN            NaN   8.38794        44.3118        1.45576        32.2007                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN   7.00524                 NaN            NaN   6.58286                 NaN            NaN            NaN   8.40461        44.3662        1.44911        32.1920                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN   7.01721                 NaN            NaN   6.59472                 NaN            NaN            NaN   8.41122        44.3258        1.44705        32.2040                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN   7.02075                 NaN            NaN   6.59090                 NaN            NaN            NaN   8.41223        44.3235        1.44698        32.2057                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN   5.88896                 NaN            NaN   8.66501                 NaN            NaN            NaN   8.64661        43.5664        1.27474        31.9583                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN   6.01674                 NaN            NaN   8.43137                 NaN            NaN            NaN   8.61802        43.6451        1.29859        31.9902                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN   6.10746                 NaN            NaN   8.31043                 NaN            NaN            NaN   8.61693        43.6475        1.30027        32.0174                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN   6.12453                 NaN            NaN   8.29007                 NaN            NaN            NaN   8.61752        43.6436        1.30052        32.0237                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.12250        13.3322                 NaN            NaN   9.29602        42.0372       0.822120        30.3900                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN   6.16684                 NaN            NaN   8.23138                 NaN            NaN            NaN   8.61703        43.6440        1.30305        32.0377                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   6.98808                 NaN            NaN   6.62566                 NaN            NaN            NaN   8.40053        44.3380        1.45276        32.1950                 NaN
