|6.6.6
Archiving\03_Data\eq/QFM_m5/TIS/TIS_1.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1362.18        2500.00        6.00948        1.00086        5.87559       0.709292E-002  0.631797        13.2214        8.68494        35.8244        23.2632        5.48120                 NaN            NaN
  1358.97        2500.00        2.92254       0.996048        4.17287       0.168544E-002  0.972473        6.20633        13.7899        41.0240        22.6026        7.31158                 NaN            NaN
  1355.77        2500.00        2.57909       0.995315        3.91344       0.865986E-003   1.02031        5.16571        14.5615        22.4631        41.7654        7.53534                 NaN            NaN
  1352.56        2500.00        2.24213       0.994546        3.64141                 NaN   1.06969        4.07811        15.3699        22.3090        42.5363        7.75900                 NaN            NaN
  1349.36        2500.00        2.24213       0.994546        3.64141                 NaN   1.06969        4.07811        15.3699        22.3090        42.5363        7.75900                 NaN            NaN
  1346.15        2500.00        1.57949       0.992940        3.07129                 NaN   1.16723        1.90939        17.0588        21.9717        44.0443        8.20493                 NaN            NaN
  1342.95        2500.00        1.26365       0.992057        2.75772                 NaN   1.22643       0.560891        17.9820        21.7604        45.0308        8.42610                 NaN            NaN
  1339.74        2500.00       0.979733       0.991251        2.47212                 NaN   1.25349                 NaN   18.8351        45.1365        21.7254        8.60645                 NaN            NaN
  1336.54        2500.00       0.979733       0.991251        2.47212                 NaN   1.25349                 NaN   18.8351        45.1365        21.7254        8.60645                 NaN            NaN
  1333.33        2500.00       0.484046       0.989719        1.92904                 NaN   1.26273                 NaN   20.4741        21.9546        44.0160        8.88980                 NaN            NaN
  1330.13        2500.00       0.484046       0.989719        1.92904                 NaN   1.26273                 NaN   20.4741        21.9546        44.0160        8.88980                 NaN            NaN
  1326.92        2500.00       0.140877E-001  0.988068        1.34415                 NaN   1.27150                 NaN   22.2435        22.2121        42.7659        9.16068                 NaN            NaN
  1323.72        2500.00                 NaN  0.987153        1.01968                 NaN   1.27682                 NaN   23.2459        22.4477        41.8319        9.19090                 NaN            NaN
  1320.51        2500.00                 NaN  0.986236       0.694670                 NaN   1.28347                 NaN   24.2591        22.6067        40.9433        9.22655                 NaN            NaN
  1317.31        2500.00                 NaN  0.986236       0.694670                 NaN   1.28347                 NaN   24.2591        22.6067        40.9433        9.22655                 NaN            NaN
  1314.10        2500.00                 NaN  0.984279       0.121078E-002            NaN   1.30340                 NaN   26.4554        22.9844        38.9273        9.34393                 NaN            NaN
  1310.90        2500.00                 NaN  0.984276                 NaN            NaN   1.30366                 NaN   26.4593        22.9970        38.9114        9.34432                 NaN            NaN
  1307.69        2500.00                 NaN  0.984276                 NaN            NaN   1.30133                 NaN   26.4648        22.9906        38.9098        9.34917                 NaN            NaN
  1304.49        2500.00                 NaN  0.984276                 NaN            NaN   1.30133                 NaN   26.4648        22.9906        38.9098        9.34917                 NaN            NaN
  1301.28        2500.00                 NaN  0.984276                 NaN            NaN   1.30133                 NaN   26.4648        22.9906        38.9098        9.34917                 NaN            NaN
  1298.08        2500.00                 NaN  0.984276                 NaN            NaN   1.30133                 NaN   26.4648        22.9906        38.9098        9.34917                 NaN            NaN
  1294.87        2500.00                 NaN  0.984276                 NaN            NaN   1.30133                 NaN   26.4648        22.9906        38.9098        9.34917                 NaN            NaN
  1291.67        2500.00                 NaN  0.984276                 NaN            NaN   1.30133                 NaN   26.4648        22.9906        38.9098        9.34917                 NaN            NaN
  1288.46        2500.00                 NaN  0.984276                 NaN            NaN   1.30133                 NaN   26.4648        22.9906        38.9098        9.34917                 NaN            NaN
  1285.26        2500.00                 NaN  0.984276                 NaN            NaN   1.30133                 NaN   26.4648        22.9906        38.9098        9.34917                 NaN            NaN
  1282.05        2500.00                 NaN  0.984277                 NaN            NaN   1.32276                 NaN   26.6056        38.5922        22.9122        9.58292                 NaN            NaN
  1278.85        2500.00                 NaN  0.984277                 NaN            NaN   1.32276                 NaN   26.6056        38.5922        22.9122        9.58292                 NaN            NaN
  1275.64        2500.00                 NaN  0.984277                 NaN            NaN   1.32276                 NaN   26.6056        38.5922        22.9122        9.58292                 NaN            NaN
  1272.44        2500.00                 NaN  0.984277                 NaN            NaN   1.32276                 NaN   26.6056        38.5922        22.9122        9.58292                 NaN            NaN
  1269.23        2500.00                 NaN  0.984277                 NaN            NaN   1.32276                 NaN   26.6056        38.5922        22.9122        9.58292                 NaN            NaN
  1266.03        2500.00                 NaN  0.984277                 NaN            NaN   1.32276                 NaN   26.6056        38.5922        22.9122        9.58292                 NaN            NaN
  1262.82        2500.00                 NaN  0.984277                 NaN            NaN   1.32276                 NaN   26.6056        38.5922        22.9122        9.58292                 NaN            NaN
  1259.62        2500.00                 NaN  0.984277                 NaN            NaN   1.32276                 NaN   26.6056        38.5922        22.9122        9.58292                 NaN            NaN
  1256.41        2500.00                 NaN  0.984278                 NaN            NaN   1.34476                 NaN   26.7325        22.8065        38.3380        9.79403                 NaN            NaN
  1253.21        2500.00                 NaN  0.984278                 NaN            NaN   1.33423       0.370137        26.7510        37.8935        22.8648        9.80077       0.119283E-002            NaN
  1250.00        2500.00                 NaN  0.984278                 NaN            NaN   1.32419       0.733198        26.7699        37.4462        22.9271        9.80303       0.120527E-001            NaN
  1246.79        2500.00                 NaN  0.984278                 NaN            NaN   1.32419       0.733198        26.7699        37.4462        22.9271        9.80303       0.120527E-001            NaN
  1243.59        2500.00                 NaN  0.984277                 NaN            NaN   1.30483        1.44864        26.8093        23.0289        36.5832        9.80687       0.339801E-001            NaN
  1240.38        2500.00                 NaN  0.984277                 NaN            NaN   1.30483        1.44864        26.8093        23.0289        36.5832        9.80687       0.339801E-001            NaN
  1237.18        2500.00                 NaN  0.984277                 NaN            NaN   1.30483        1.44864        26.8093        23.0289        36.5832        9.80687       0.339801E-001            NaN
  1233.97        2500.00                 NaN  0.984277                 NaN            NaN   1.30483        1.44864        26.8093        23.0289        36.5832        9.80687       0.339801E-001            NaN
  1230.77        2500.00                 NaN  0.984276                 NaN            NaN   1.26992        2.80221        26.8825        34.9755        23.1965        9.81556       0.735406E-001            NaN
  1227.56        2500.00                 NaN  0.984276                 NaN            NaN   1.26992        2.80221        26.8825        34.9755        23.1965        9.81556       0.735406E-001            NaN
  1224.36        2500.00                 NaN  0.984276                 NaN            NaN   1.26992        2.80221        26.8825        34.9755        23.1965        9.81556       0.735406E-001            NaN
  1221.15        2500.00                 NaN  0.984276                 NaN            NaN   1.26992        2.80221        26.8825        34.9755        23.1965        9.81556       0.735406E-001            NaN
  1217.95        2500.00                 NaN  0.984276                 NaN            NaN   1.26992        2.80221        26.8825        34.9755        23.1965        9.81556       0.735406E-001            NaN
  1214.74        2500.00                 NaN  0.984276                 NaN            NaN   1.26992        2.80221        26.8825        34.9755        23.1965        9.81556       0.735406E-001            NaN
  1211.54        2500.00                 NaN  0.984276                 NaN            NaN   1.26992        2.80221        26.8825        34.9755        23.1965        9.81556       0.735406E-001            NaN
  1208.33        2500.00                 NaN  0.984276                 NaN            NaN   1.26992        2.80221        26.8825        34.9755        23.1965        9.81556       0.735406E-001            NaN
  1205.13        2500.00                 NaN  0.984274                 NaN            NaN   1.21354        5.24186        27.0101        23.4156        32.1597        9.83710       0.137768                 NaN
  1201.92        2500.00                 NaN  0.984274                 NaN            NaN   1.21354        5.24186        27.0101        23.4156        32.1597        9.83710       0.137768                 NaN
  1198.72        2500.00                 NaN  0.984274                 NaN            NaN   1.21354        5.24186        27.0101        23.4156        32.1597        9.83710       0.137768                 NaN
  1195.51        2500.00                 NaN  0.984274                 NaN            NaN   1.21354        5.24186        27.0101        23.4156        32.1597        9.83710       0.137768                 NaN
  1192.31        2500.00                 NaN  0.984274                 NaN            NaN   1.21354        5.24186        27.0101        23.4156        32.1597        9.83710       0.137768                 NaN
  1189.10        2500.00                 NaN  0.984274                 NaN            NaN   1.21354        5.24186        27.0101        23.4156        32.1597        9.83710       0.137768                 NaN
  1185.90        2500.00                 NaN  0.984274                 NaN            NaN   1.21354        5.24186        27.0101        23.4156        32.1597        9.83710       0.137768                 NaN
  1182.69        2500.00                 NaN  0.984274                 NaN            NaN   1.21354        5.24186        27.0101        23.4156        32.1597        9.83710       0.137768                 NaN
  1179.49        2500.00                 NaN  0.984273                 NaN            NaN   1.17313        7.38339        27.1140        23.5154        29.7831        9.86201       0.184618                 NaN
  1176.28        2500.00                 NaN  0.984273                 NaN            NaN   1.17313        7.38339        27.1140        23.5154        29.7831        9.86201       0.184618                 NaN
  1173.08        2500.00                 NaN  0.984273                 NaN            NaN   1.17313        7.38339        27.1140        23.5154        29.7831        9.86201       0.184618                 NaN
  1169.87        2500.00                 NaN  0.984273                 NaN            NaN   1.17313        7.38339        27.1140        23.5154        29.7831        9.86201       0.184618                 NaN
  1166.67        2500.00                 NaN  0.984273                 NaN            NaN   1.17313        7.38339        27.1140        23.5154        29.7831        9.86201       0.184618                 NaN
  1163.46        2500.00                 NaN  0.984273                 NaN            NaN   1.17313        7.38339        27.1140        23.5154        29.7831        9.86201       0.184618                 NaN
  1160.26        2500.00                 NaN  0.984273                 NaN            NaN   1.17313        7.38339        27.1140        23.5154        29.7831        9.86201       0.184618                 NaN
  1157.05        2500.00                 NaN  0.984273                 NaN            NaN   1.17313        7.38339        27.1140        23.5154        29.7831        9.86201       0.184618                 NaN
  1153.85        2500.00                 NaN  0.984272                 NaN            NaN   1.14625        9.28868        27.1969        27.7414        23.5365        9.88987       0.216116                 NaN
  1150.64        2500.00                 NaN  0.984272                 NaN            NaN   1.14625        9.28868        27.1969        27.7414        23.5365        9.88987       0.216116                 NaN
  1147.44        2500.00                 NaN  0.984272                 NaN            NaN   1.14625        9.28868        27.1969        27.7414        23.5365        9.88987       0.216116                 NaN
  1144.23        2500.00                 NaN  0.984272                 NaN            NaN   1.14625        9.28868        27.1969        27.7414        23.5365        9.88987       0.216116                 NaN
  1141.03        2500.00                 NaN  0.984272                 NaN            NaN   1.14625        9.28868        27.1969        27.7414        23.5365        9.88987       0.216116                 NaN
  1137.82        2500.00                 NaN  0.984272                 NaN            NaN   1.14625        9.28868        27.1969        27.7414        23.5365        9.88987       0.216116                 NaN
  1134.62        2500.00                 NaN  0.984272                 NaN            NaN   1.14625        9.28868        27.1969        27.7414        23.5365        9.88987       0.216116                 NaN
  1131.41        2500.00                 NaN  0.984272                 NaN            NaN   1.14625        9.28868        27.1969        27.7414        23.5365        9.88987       0.216116                 NaN
  1128.21        2500.00                 NaN  0.984271                 NaN            NaN   1.13076        11.0080        27.2610        25.9515        23.5105        9.92086       0.233065                 NaN
  1125.00        2500.00                 NaN  0.984271                 NaN            NaN   1.13076        11.0080        27.2610        25.9515        23.5105        9.92086       0.233065                 NaN
  1121.79        2500.00                 NaN  0.984271                 NaN            NaN   1.13076        11.0080        27.2610        25.9515        23.5105        9.92086       0.233065                 NaN
  1118.59        2500.00                 NaN  0.984271                 NaN            NaN   1.13076        11.0080        27.2610        25.9515        23.5105        9.92086       0.233065                 NaN
  1115.38        2500.00                 NaN  0.984271                 NaN            NaN   1.12671        11.8146        27.2876        23.4834        25.1292        9.93730       0.236908                 NaN
  1112.18        2500.00                 NaN  0.984271                 NaN            NaN   1.12671        11.8146        27.2876        23.4834        25.1292        9.93730       0.236908                 NaN
  1108.97        2500.00                 NaN  0.984270                 NaN            NaN   1.12578        12.2031        27.2990        24.7392        23.4653        9.94567       0.237595                 NaN
  1105.77        2500.00                 NaN  0.984270                 NaN            NaN   1.12547        12.3953        27.3042        23.4586        24.5448        9.95005                 NaN  0.237269     
  1102.56        2500.00                 NaN  0.984270                 NaN            NaN   1.12542        12.5854        27.3096        24.3545        23.4485        9.95367                 NaN  0.238639     
  1099.36        2500.00                 NaN  0.984270                 NaN            NaN   1.12542        12.5854        27.3096        24.3545        23.4485        9.95367                 NaN  0.238639     
  1096.15        2500.00                 NaN  0.984270                 NaN            NaN   1.12542        12.5854        27.3096        24.3545        23.4485        9.95367                 NaN  0.238639     
  1092.95        2500.00                 NaN  0.984270                 NaN            NaN   1.12542        12.5854        27.3096        24.3545        23.4485        9.95367                 NaN  0.238639     
  1089.74        2500.00                 NaN  0.984270                 NaN            NaN   1.12542        12.5854        27.3096        24.3545        23.4485        9.95367                 NaN  0.238639     
  1086.54        2500.00                 NaN  0.984270                 NaN            NaN   1.12542        12.5854        27.3096        24.3545        23.4485        9.95367                 NaN  0.238639     
  1083.33        2500.00                 NaN  0.984270                 NaN            NaN   1.12542        12.5854        27.3096        24.3545        23.4485        9.95367                 NaN  0.238639     
  1080.13        2500.00                 NaN  0.984270                 NaN            NaN   1.12542        12.5854        27.3096        24.3545        23.4485        9.95367                 NaN  0.238639     
  1076.92        2500.00                 NaN  0.984270                 NaN            NaN   1.12966        14.0473        27.3475        22.8975        23.3668        9.98159                 NaN  0.245350     
  1073.72        2500.00                 NaN  0.984270                 NaN            NaN   1.12966        14.0473        27.3475        22.8975        23.3668        9.98159                 NaN  0.245350     
  1070.51        2500.00                 NaN  0.984270                 NaN            NaN   1.12966        14.0473        27.3475        22.8975        23.3668        9.98159                 NaN  0.245350     
  1067.31        2500.00                 NaN  0.984270                 NaN            NaN   1.12966        14.0473        27.3475        22.8975        23.3668        9.98159                 NaN  0.245350     
  1064.10        2500.00                 NaN  0.984270                 NaN            NaN   1.12966        14.0473        27.3475        22.8975        23.3668        9.98159                 NaN  0.245350     
  1060.90        2500.00                 NaN  0.984270                 NaN            NaN   1.12966        14.0473        27.3475        22.8975        23.3668        9.98159                 NaN  0.245350     
  1057.69        2500.00                 NaN  0.984270                 NaN            NaN   1.12966        14.0473        27.3475        22.8975        23.3668        9.98159                 NaN  0.245350     
  1054.49        2500.00                 NaN  0.984270                 NaN            NaN   1.12966        14.0473        27.3475        22.8975        23.3668        9.98159                 NaN  0.245350     
  1051.28        2500.00                 NaN  0.984269                 NaN            NaN   1.14290        15.4141        27.3740        23.2649        21.5631        10.0084                 NaN  0.248293     
  1048.08        2500.00                 NaN  0.984269                 NaN            NaN   1.14290        15.4141        27.3740        23.2649        21.5631        10.0084                 NaN  0.248293     
  1044.87        2500.00                 NaN  0.984269                 NaN            NaN   1.14290        15.4141        27.3740        23.2649        21.5631        10.0084                 NaN  0.248293     
  1041.67        2500.00                 NaN  0.984269                 NaN            NaN   1.14290        15.4141        27.3740        23.2649        21.5631        10.0084                 NaN  0.248293     
  1038.46        2500.00                 NaN  0.984269                 NaN            NaN   1.14290        15.4141        27.3740        23.2649        21.5631        10.0084                 NaN  0.248293     
  1035.26        2500.00                 NaN  0.984269                 NaN            NaN   1.14290        15.4141        27.3740        23.2649        21.5631        10.0084                 NaN  0.248293     
  1032.05        2500.00                 NaN  0.984269                 NaN            NaN   1.14290        15.4141        27.3740        23.2649        21.5631        10.0084                 NaN  0.248293     
  1028.85        2500.00                 NaN  0.984269                 NaN            NaN   1.14290        15.4141        27.3740        23.2649        21.5631        10.0084                 NaN  0.248293     
  1025.64        2500.00                 NaN  0.984269                 NaN            NaN   1.16497        16.6997        27.3890        20.3284        23.1512        10.0339                 NaN  0.248479     
  1022.44        2500.00                 NaN  0.984269                 NaN            NaN   1.16497        16.6997        27.3890        20.3284        23.1512        10.0339                 NaN  0.248479     
  1019.23        2500.00                 NaN  0.984269                 NaN            NaN   1.16497        16.6997        27.3890        20.3284        23.1512        10.0339                 NaN  0.248479     
  1016.03        2500.00                 NaN  0.984269                 NaN            NaN   1.16497        16.6997        27.3890        20.3284        23.1512        10.0339                 NaN  0.248479     
  1012.82        2500.00                 NaN  0.984269                 NaN            NaN   1.16497        16.6997        27.3890        20.3284        23.1512        10.0339                 NaN  0.248479     
  1009.62        2500.00                 NaN  0.984269                 NaN            NaN   1.16497        16.6997        27.3890        20.3284        23.1512        10.0339                 NaN  0.248479     
  1006.41        2500.00                 NaN  0.984269                 NaN            NaN   1.16497        16.6997        27.3890        20.3284        23.1512        10.0339                 NaN  0.248479     
  1003.21        2500.00                 NaN  0.984269                 NaN            NaN   1.16497        16.6997        27.3890        20.3284        23.1512        10.0339                 NaN  0.248479     
  1000.00        2500.00                 NaN  0.984269                 NaN            NaN   1.19572        17.9209        27.3951        19.1726        23.0274        10.0570                 NaN  0.246893     
