|6.6.6
Archiving\03_Data\Deqfrac/QFM/T13/T13_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q             
  1576.60        2500.00        99.1915       0.706964       0.101490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.04        2500.00        99.2018       0.699033       0.991979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.48        2500.00        99.2056       0.697627       0.967703E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.92        2500.00        99.2061       0.696990       0.968723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.36        2500.00        99.4071       0.521903       0.709877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.81        2500.00        99.8405       0.151606       0.786558E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.25        2500.00        98.4376        1.36085       0.201525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.69        2500.00        99.2380       0.670197       0.918091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.13        2500.00        99.6561       0.304647       0.392746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.57        2500.00        98.8374        1.02391       0.138674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.01        2500.00        99.2560       0.657063       0.869472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.46        2500.00        99.2604       0.652845       0.867829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.90        2500.00        99.2691       0.646529       0.844065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.34        2500.00        99.2731       0.643069       0.838360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.78        2500.00        99.2770       0.640646       0.823204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.22        2500.00        99.2849       0.634467       0.806534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.66        2500.00        99.2885       0.631798       0.797346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.10        2500.00        99.1766       0.616729       0.206640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.55        2500.00        99.4162       0.580483       0.334787E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.99        2500.00        99.3074       0.669760       0.228508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.43        2500.00        99.3084       0.617122       0.745070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.87        2500.00        99.2990       0.634219       0.667457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.31        2500.00        99.3335       0.585266       0.812292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.75        2500.00        99.3222       0.607052       0.707941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.20        2500.00        99.3284       0.601517       0.701047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.64        2500.00        99.3319       0.599014       0.690498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.08        2500.00        99.3368       0.595371       0.678529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.52        2500.00        99.3402       0.593429       0.663801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.96        2500.00        99.6381       0.321959       0.399800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.40        2500.00        99.0610       0.846851       0.921429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.85        2500.00        99.3541       0.581867       0.640789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.29        2500.00        99.3578       0.579933       0.622347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.73        2500.00        99.4434       0.500702       0.559189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.17        2500.00        99.2816       0.651895       0.665470E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.61        2500.00        99.3702       0.571597       0.582459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.05        2500.00        99.3684       0.572876       0.587102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.50        2500.00        99.3791       0.565880       0.549777E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.94        2500.00        99.3794       0.566133       0.544747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.38        2500.00        99.3833       0.562721       0.539480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.82        2500.00        99.3858       0.561913       0.523233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.26        2500.00        99.3897       0.558775       0.515682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.70        2500.00        99.3907       0.560096       0.491614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.15        2500.00        99.3922       0.561364       0.464239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.59        2500.00        99.4018       0.550148       0.481007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.03        2500.00        99.5667       0.397240       0.360161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.47        2500.00        99.2389       0.703915       0.572034E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.91        2500.00        99.4069       0.549411       0.436750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.35        2500.00        99.3449       0.606396       0.486643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.80        2500.00        99.4779       0.485364       0.367786E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.24        2500.00        99.4157       0.543393       0.409022E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.68        2500.00        99.4173       0.543748       0.389278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.12        2500.00        99.4207       0.540173       0.390879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.56        2500.00        99.4211       0.549167       0.297114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.00        2500.00        99.4240       0.533821       0.421777E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.45        2500.00        99.4257       0.540003       0.342864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.89        2500.00        99.4284       0.538505       0.331432E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.33        2500.00        99.4294       0.539140       0.314251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.77        2500.00        99.4322       0.536136       0.317040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.21        2500.00        99.1059       0.390434       0.665725E-001  0.437055                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.65        2500.00        98.7966       0.241986       0.102318       0.859050                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.09        2500.00        98.8110       0.240420       0.100654       0.847905                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.54        2500.00        98.8193       0.237311       0.100035       0.843360                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.98        2500.00        98.8296       0.236322       0.983313E-001  0.835760                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.42        2500.00        98.8399       0.233364       0.975181E-001  0.829219                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.86        2500.00        98.9266       0.215477       0.890717E-001  0.768832                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.30        2500.00        98.7810       0.245288       0.100637       0.873081                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.74        2500.00        98.8681       0.226622       0.935329E-001  0.811737                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.19        2500.00        98.8702       0.230283       0.889259E-001  0.810637                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.63        2500.00        98.8877       0.222954       0.903169E-001  0.798997                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.07        2500.00        98.8925       0.222028       0.891510E-001  0.796294                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.51        2500.00        98.9026       0.219014       0.884957E-001  0.789928                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.95        2500.00        98.9088       0.219221       0.862654E-001  0.785747                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.39        2500.00        99.1126       0.166318       0.792644E-001  0.641866                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.84        2500.00        98.7293       0.257999       0.971220E-001  0.915621                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.28        2500.00        98.9308       0.217230       0.809258E-001  0.771082                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.72        2500.00        98.9374       0.201409       0.925520E-001  0.768671                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.16        2500.00        98.9433       0.228876       0.654957E-001  0.762346                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.60        2500.00        98.9412       0.214650       0.779011E-001  0.766283                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.04        2500.00        98.4658       0.294097       0.127269        1.11287                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.49        2500.00        99.4760       0.120498       0.293896E-001  0.374079                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.93        2500.00        98.9683       0.213428       0.712763E-001  0.746956                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.37        2500.00        98.9722       0.214022       0.690328E-001  0.744745                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.81        2500.00        98.9775       0.214591       0.671460E-001  0.740719                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.25        2500.00        98.9825       0.214386       0.653990E-001  0.737677                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.69        2500.00        98.9864       0.215557       0.627725E-001  0.735235                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.14        2500.00        98.9917       0.214239       0.623929E-001  0.731634                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.58        2500.00        98.9933       0.213482       0.626045E-001  0.730654                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.02        2500.00        99.0044       0.214825       0.574419E-001  0.723334                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.46        2500.00        99.0028       0.217993       0.550104E-001  0.724177                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.90        2500.00        98.9985       0.226888       0.472441E-001  0.727393                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.34        2500.00        99.0148       0.217225       0.513947E-001  0.716574                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.79        2500.00        99.0132       0.219991       0.491320E-001  0.717667                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.23        2500.00        99.0164       0.220505       0.472985E-001  0.715756                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.67        2500.00        98.9988       0.223810       0.468954E-001  0.730521                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.11        2500.00        99.0371       0.220682       0.410750E-001  0.701156                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.55        2500.00        97.9207       0.258115       0.380952       0.869888                 NaN  0.570377                 NaN            NaN            NaN            NaN
  1426.99        2500.00        97.7458       0.253662       0.442656       0.890984                 NaN  0.666902                 NaN            NaN            NaN            NaN
  1425.44        2500.00        97.7030                 NaN  0.425149       0.382412       0.813686       0.675744                 NaN            NaN            NaN            NaN
  1423.88        2500.00        97.6858                 NaN  0.382635       0.765861       0.492784       0.672922                 NaN            NaN            NaN            NaN
  1422.32        2500.00        97.7211                 NaN  0.383461       0.475574       0.757252       0.662642                 NaN            NaN            NaN            NaN
  1420.76        2500.00        97.7569                 NaN  0.384215       0.747647       0.459195       0.652076                 NaN            NaN            NaN            NaN
  1419.20        2500.00        97.7895                 NaN  0.385422       0.443016       0.738946       0.643070                 NaN            NaN            NaN            NaN
  1417.64        2500.00        97.8048                 NaN  0.390388       0.429554       0.736691       0.638532                 NaN            NaN            NaN            NaN
  1416.09        2500.00        97.8598                 NaN  0.386077       0.411699       0.720360       0.622036                 NaN            NaN            NaN            NaN
  1414.53        2500.00        97.8831                 NaN  0.389083       0.714683       0.397448       0.615722                 NaN            NaN            NaN            NaN
  1412.97        2500.00        97.9123                 NaN  0.390459       0.707167       0.382891       0.607227                 NaN            NaN            NaN            NaN
  1411.41        2500.00        97.9404                 NaN  0.392056       0.699873       0.368767       0.598868                 NaN            NaN            NaN            NaN
  1409.85        2500.00        97.9703                 NaN  0.392734       0.354644       0.692203       0.590143                 NaN            NaN            NaN            NaN
  1408.29        2500.00        97.9970                 NaN  0.394222       0.685445       0.340944       0.582422                 NaN            NaN            NaN            NaN
  1406.73        2500.00        98.0223                 NaN  0.396053       0.327519       0.678968       0.575150                 NaN            NaN            NaN            NaN
  1405.18        2500.00        98.0472                 NaN  0.397807       0.672907       0.314219       0.567839                 NaN            NaN            NaN            NaN
  1403.62        2500.00        98.0734                 NaN  0.398905       0.665926       0.301503       0.560231                 NaN            NaN            NaN            NaN
  1402.06        2500.00        98.0970                 NaN  0.400780       0.288487       0.660253       0.553452                 NaN            NaN            NaN            NaN
  1400.50        2500.00        98.1205                 NaN  0.401948       0.654218       0.276971       0.546328                 NaN            NaN            NaN            NaN
  1398.94        2500.00        98.1424                 NaN  0.404120       0.264576       0.648908       0.539949                 NaN            NaN            NaN            NaN
  1397.38        2500.00        98.1641                 NaN  0.406021       0.643276       0.252892       0.533671                 NaN            NaN            NaN            NaN
  1395.83        2500.00        98.1869                 NaN  0.407079       0.637659       0.241498       0.526843                 NaN            NaN            NaN            NaN
  1394.27        2500.00        98.2069                 NaN  0.409112       0.633002       0.230015       0.520955                 NaN            NaN            NaN            NaN
  1392.71        2500.00        98.2281                 NaN  0.410467       0.628028       0.218593       0.514776                 NaN            NaN            NaN            NaN
  1391.15        2500.00        98.2483                 NaN  0.412146       0.207743       0.622977       0.508865                 NaN            NaN            NaN            NaN
  1389.59        2500.00        98.2681                 NaN  0.413793       0.618133       0.196888       0.503080                 NaN            NaN            NaN            NaN
  1388.03        2500.00        98.2889                 NaN  0.415215       0.612883       0.185619       0.497372                 NaN            NaN            NaN            NaN
  1386.48        2500.00        98.3053                 NaN  0.417395       0.609651       0.175458       0.492198                 NaN            NaN            NaN            NaN
  1384.92        2500.00        98.3265                 NaN  0.417035       0.603756       0.167305       0.485415                 NaN            NaN            NaN            NaN
  1383.36        2500.00        98.3380                 NaN  0.420697       0.156859       0.602224       0.482222                 NaN            NaN            NaN            NaN
  1381.80        2500.00        98.3602                 NaN  0.421078       0.595450       0.147621       0.475630                 NaN            NaN            NaN            NaN
  1380.24        2500.00        98.3755                 NaN  0.422632       0.592291       0.138651       0.470956                 NaN            NaN            NaN            NaN
  1378.68        2500.00        98.3908                 NaN  0.424504       0.589210       0.129332       0.466174                 NaN            NaN            NaN            NaN
  1377.13        2500.00        98.4078                 NaN  0.425439       0.120553       0.585124       0.461127                 NaN            NaN            NaN            NaN
  1375.57        2500.00        98.4236                 NaN  0.426935       0.581537       0.111402       0.456482                 NaN            NaN            NaN            NaN
  1374.01        2500.00        98.4387                 NaN  0.427686       0.104558       0.577411       0.451604                 NaN            NaN            NaN            NaN
  1372.45        2500.00        98.4512                 NaN  0.429438       0.969323E-001  0.574550       0.447852                 NaN            NaN            NaN            NaN
  1370.89        2500.00        98.4696                 NaN  0.429783       0.570496       0.879745E-001  0.442182                 NaN            NaN            NaN            NaN
  1369.33        2500.00        97.7960                 NaN            NaN  0.573867       0.795181       0.495484       0.339489                 NaN            NaN            NaN
  1367.78        2500.00        97.5857                 NaN            NaN  0.542043       0.894172       0.534706       0.443408                 NaN            NaN            NaN
  1366.22        2500.00        97.6415                 NaN            NaN  0.527071       0.873718       0.523982       0.433731                 NaN            NaN            NaN
  1364.66        2500.00        97.6966                 NaN            NaN  0.852545       0.513039       0.513388       0.424422                 NaN            NaN            NaN
  1363.10        2500.00        97.7536                 NaN            NaN  0.500327       0.829624       0.502283       0.414202                 NaN            NaN            NaN
  1361.54        2500.00        97.8049                 NaN            NaN  0.487309       0.810367       0.492384       0.405053                 NaN            NaN            NaN
  1359.98        2500.00        97.8549                 NaN            NaN  0.791370       0.474842       0.482751       0.396137                 NaN            NaN            NaN
  1358.43        2500.00        97.9059                 NaN            NaN  0.463150       0.771176       0.472721       0.387097                 NaN            NaN            NaN
  1356.87        2500.00        97.9526                 NaN            NaN  0.452331       0.752857       0.463632       0.378564                 NaN            NaN            NaN
  1355.31        2500.00        97.9991                 NaN            NaN  0.441347       0.734926       0.454449       0.370137                 NaN            NaN            NaN
  1353.75        2500.00        98.0435                 NaN            NaN  0.430588       0.717963       0.445803       0.362154                 NaN            NaN            NaN
  1352.19        2500.00        98.0870                 NaN            NaN  0.700701       0.420888       0.437139       0.354223                 NaN            NaN            NaN
  1350.63        2500.00        98.1289                 NaN            NaN  0.411045       0.684742       0.428805       0.346554                 NaN            NaN            NaN
  1349.08        2500.00        98.1684                 NaN            NaN  0.402579       0.669063       0.421075       0.338914                 NaN            NaN            NaN
  1347.52        2500.00        98.2086                 NaN            NaN  0.393194       0.653585       0.413003       0.331648                 NaN            NaN            NaN
  1345.96        2500.00        98.2459                 NaN            NaN  0.385551       0.638358       0.405499       0.324707                 NaN            NaN            NaN
  1344.40        2500.00        98.2828                 NaN            NaN  0.624507       0.376941       0.398129       0.317650                 NaN            NaN            NaN
  1342.84        2500.00        98.3178                 NaN            NaN  0.369056       0.610782       0.391229       0.311145                 NaN            NaN            NaN
  1341.28        2500.00        98.3534                 NaN            NaN  0.596545       0.361655       0.383822       0.304588                 NaN            NaN            NaN
  1339.72        2500.00        98.3864                 NaN            NaN  0.584275       0.353863       0.377191       0.298292                 NaN            NaN            NaN
  1338.17        2500.00        98.4180                 NaN            NaN  0.347506       0.571606       0.370771       0.292096                 NaN            NaN            NaN
  1336.61        2500.00        98.4500                 NaN            NaN  0.340057       0.559814       0.364232       0.285889                 NaN            NaN            NaN
  1335.05        2500.00        98.4802                 NaN            NaN  0.547346       0.334423       0.358126       0.279928                 NaN            NaN            NaN
  1333.49        2500.00        98.5102                 NaN            NaN  0.327933       0.535677       0.352029       0.274198                 NaN            NaN            NaN
  1331.93        2500.00        98.5391                 NaN            NaN  0.524563       0.321548       0.346003       0.268801                 NaN            NaN            NaN
  1330.37        2500.00        98.5670                 NaN            NaN  0.513320       0.316275       0.340337       0.263106                 NaN            NaN            NaN
  1328.82        2500.00        98.5940                 NaN            NaN  0.309920       0.503473       0.334723       0.257899                 NaN            NaN            NaN
  1327.26        2500.00        98.6213                 NaN            NaN  0.492144       0.304820       0.329099       0.252671                 NaN            NaN            NaN
  1325.70        2500.00        98.6466                 NaN            NaN  0.299214       0.482680       0.323892       0.247644                 NaN            NaN            NaN
  1324.14        2500.00        98.6722                 NaN            NaN  0.294086       0.472620       0.318468       0.242594                 NaN            NaN            NaN
  1322.58        2500.00        98.6950                 NaN            NaN  0.463620       0.289215       0.313821       0.238302                 NaN            NaN            NaN
  1321.02        2500.00        98.7217                 NaN            NaN  0.453002       0.284886       0.307973       0.232401                 NaN            NaN            NaN
  1319.47        2500.00        98.7433                 NaN            NaN  0.280706       0.444309       0.303565       0.228076                 NaN            NaN            NaN
  1317.91        2500.00        98.7648                 NaN            NaN  0.435569       0.277288       0.299215       0.223152                 NaN            NaN            NaN
  1316.35        2500.00        98.7884                 NaN            NaN  0.426930       0.271814       0.293938       0.218963                 NaN            NaN            NaN
  1314.79        2500.00        98.8093                 NaN            NaN  0.418305       0.268085       0.289710       0.214622                 NaN            NaN            NaN
  1313.23        2500.00        98.8305                 NaN            NaN  0.263894       0.410319       0.285117       0.210135                 NaN            NaN            NaN
  1311.67        2500.00        98.8509                 NaN            NaN  0.259599       0.402237       0.280856       0.206392                 NaN            NaN            NaN
  1310.12        2500.00        98.8715                 NaN            NaN  0.394206       0.256097       0.276352       0.201842                 NaN            NaN            NaN
  1308.56        2500.00        98.8908                 NaN            NaN  0.253610       0.385716       0.272343       0.197529                 NaN            NaN            NaN
  1307.00        2500.00        98.9090                 NaN            NaN  0.249623       0.379425       0.268233       0.193677                 NaN            NaN            NaN
  1305.44        2500.00        98.9283                 NaN            NaN  0.246080       0.371472       0.264200       0.189905                 NaN            NaN            NaN
  1303.88        2500.00        98.9458                 NaN            NaN  0.364559       0.243369       0.260419       0.185826                 NaN            NaN            NaN
  1302.32        2500.00        98.9643                 NaN            NaN  0.357508       0.239691       0.256323       0.182141                 NaN            NaN            NaN
  1300.77        2500.00        98.9806                 NaN            NaN  0.350264       0.237822       0.253071       0.178224                 NaN            NaN            NaN
  1299.21        2500.00        98.9987                 NaN            NaN  0.233956       0.343774       0.248830       0.174768                 NaN            NaN            NaN
  1297.65        2500.00        99.0147                 NaN            NaN  0.337260       0.231594       0.245395       0.171019                 NaN            NaN            NaN
  1296.09        2500.00        99.0306                 NaN            NaN  0.229400       0.330498       0.242099       0.167405                 NaN            NaN            NaN
  1294.53        2500.00        99.0456                 NaN            NaN  0.324808       0.226670       0.238721       0.164166                 NaN            NaN            NaN
  1292.97        2500.00        97.2029                 NaN            NaN  0.507001       0.531964       0.456425       0.271513        1.03019                 NaN            NaN
  1291.42        2500.00        86.8562                 NaN            NaN   2.29531        1.50316        1.68380       0.854769        6.80671                 NaN            NaN
  1289.86        2500.00        84.2714                 NaN            NaN   2.14479        2.18610        2.02277        1.10522        8.26969                 NaN            NaN
  1288.30        2500.00        94.1304                 NaN            NaN   1.56173       0.330288       0.771120       0.324384        2.88210                 NaN            NaN
  1286.74        2500.00        76.3871                 NaN            NaN   2.91466        4.01062        3.06159        1.50952        12.1165                 NaN            NaN
  1285.18        2500.00        99.8049                 NaN            NaN  0.111248                 NaN            NaN            NaN  0.838841E-001            NaN            NaN
  1283.62        2500.00        96.3771                 NaN            NaN  0.394515       0.634827       0.446190       0.103264        2.04406                 NaN            NaN
  1282.07        2500.00        97.7035                 NaN            NaN  0.640996                 NaN  0.303050       0.367655       0.984788                 NaN            NaN
  1280.51        2500.00        92.9741                 NaN            NaN   1.58313       0.415245       0.966922       0.424181        3.63645                 NaN            NaN
  1278.95        2500.00        94.1459                 NaN            NaN   1.07218       0.596032       0.789994       0.397734        2.99819                 NaN            NaN
  1277.39        2500.00        90.8488                 NaN            NaN   1.45879        1.20650        1.18903       0.432274        4.86465                 NaN            NaN
  1275.83        2500.00        98.1885                 NaN            NaN  0.374592       0.764268E-001  0.290611       0.363196       0.706632                 NaN            NaN
  1274.27        2500.00        95.1807                 NaN            NaN  0.785503       0.583159       0.653292       0.353022        2.44428                 NaN            NaN
  1272.71        2500.00        95.4847                 NaN            NaN  0.552194       0.719860       0.611245       0.334558        2.29745                 NaN            NaN
  1271.16        2500.00        95.4737                 NaN            NaN  0.558932       0.702952       0.615280       0.341982        2.30719                 NaN            NaN
  1269.60        2500.00        95.7199                 NaN            NaN  0.656584       0.527952       0.582194       0.325726        2.18761                 NaN            NaN
  1268.04        2500.00        95.8274                 NaN            NaN  0.517187       0.633672       0.570698       0.315868        2.13519                 NaN            NaN
  1266.48        2500.00        96.1963                 NaN            NaN  0.520584       0.507126       0.518642       0.325277        1.93208                 NaN            NaN
  1264.92        2500.00        93.3983                 NaN            NaN  0.782526       0.771490       0.833413       0.547720        3.66657                 NaN            NaN
  1263.36        2500.00        99.1947                 NaN            NaN  0.443226       0.605435E-001  0.198033       0.197265E-001  0.837603E-001            NaN            NaN
  1261.81        2500.00        96.7065                 NaN            NaN  0.252422       0.574615       0.446251       0.321154        1.69910                 NaN            NaN
  1260.25        2500.00        96.4644                 NaN            NaN  0.335082       0.607012       0.496922       0.273972        1.82256                 NaN            NaN
  1258.69        2500.00        97.8144                 NaN            NaN  0.256983       0.422891       0.390764                 NaN   1.11495                 NaN            NaN
  1257.13        2500.00        95.8749                 NaN            NaN   1.01352                 NaN  0.433023       0.386851        2.29166                 NaN            NaN
  1255.57        2500.00        98.6653                 NaN            NaN  0.575387                 NaN  0.230768       0.123910       0.404600                 NaN            NaN
  1254.01        2500.00        99.7683                 NaN            NaN  0.196271E-001            NaN  0.393151E-001  0.191370E-001  0.153607                 NaN            NaN
