|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q              hed           
  1060.73        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3510        3.89899                 NaN   8.77968                 NaN   42.2636       0.833098        31.8735                 NaN
  1059.21        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3513        3.90263                 NaN   8.78344                 NaN   42.2569       0.831537        31.8742                 NaN
  1057.69        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3503        3.90746                 NaN   8.78721                 NaN   42.2501       0.829988        31.8749                 NaN
  1056.17        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3486        3.91308                 NaN   8.79095                 NaN   42.2433       0.828455        31.8756                 NaN
  1054.66        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3492        3.91636                 NaN   8.79473                 NaN   42.2365       0.826854        31.8763                 NaN
  1053.14        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3474        3.92209                 NaN   8.79848                 NaN   42.2297       0.825295        31.8770                 NaN
  1051.62        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7112        3.60757       0.299112E-003   8.90764                 NaN   42.1009       0.791587        31.8808                 NaN
  1050.10        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3417        3.93562                 NaN   8.80587                 NaN   42.2162       0.822176        31.8785                 NaN
  1048.58        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3411        3.94018                 NaN   8.80968                 NaN   42.2093       0.820587        31.8792                 NaN
  1047.06        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3374        3.94774                 NaN   8.81335                 NaN   42.2026       0.819022        31.8799                 NaN
  1045.55        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3341        3.95499                 NaN   8.81706                 NaN   42.1958       0.817454        31.8806                 NaN
  1044.03        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3307        3.96240                 NaN   8.82077                 NaN   42.1889       0.815879        31.8813                 NaN
  1042.51        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3268        3.97018                 NaN   8.82448                 NaN   42.1821       0.814300        31.8821                 NaN
  1040.99        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3233        3.97769                 NaN   8.82812                 NaN   42.1753       0.812776        31.8828                 NaN
  1039.47        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3191        3.98597                 NaN   8.83194                 NaN   42.1683       0.811112        31.8835                 NaN
  1037.96        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3139        3.99516                 NaN   8.83553                 NaN   42.1616       0.809561        31.8843                 NaN
  1036.44        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3096        4.00347                 NaN   8.83927                 NaN   42.1547       0.807981        31.8850                 NaN
  1034.92        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3035        4.01352                 NaN   8.84286                 NaN   42.1479       0.806407        31.8858                 NaN
  1033.40        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2974        4.02367                 NaN   8.84655                 NaN   42.1410       0.804825        31.8865                 NaN
  1031.88        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2926        4.03250                 NaN   8.85018                 NaN   42.1342       0.803237        31.8873                 NaN
  1030.36        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2869        4.04232                 NaN   8.85381                 NaN   42.1273       0.801652        31.8880                 NaN
  1028.85        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2803        4.05302                 NaN   8.85744                 NaN   42.1204       0.800058        31.8888                 NaN
  1027.33        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2783        4.05895                 NaN   8.86181                 NaN   42.1130       0.798425        31.8895                 NaN
  1025.81        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3071        4.03418                 NaN   8.86972                 NaN   42.1032       0.795649        31.8901                 NaN
  1024.29        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5589        3.77798                 NaN   8.90475                 NaN   42.0753       0.794912        31.8881                 NaN
  1022.77        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5665        3.77310                 NaN   8.91022                 NaN   42.0673       0.793707        31.8892                 NaN
  1021.26        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5859        3.76101                 NaN   8.91447                 NaN   42.0567       0.791291        31.8906                 NaN
  1019.74        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5160        3.83129                 NaN   8.91446                 NaN   42.0560       0.791471        31.8908                 NaN
  1018.22        2500.00                 NaN            NaN            NaN            NaN            NaN   12.4872        3.87177                 NaN   8.91898                 NaN   42.0418       0.787857        31.8924                 NaN
  1016.70        2500.00                 NaN            NaN            NaN            NaN            NaN   12.4972        3.87397                 NaN   8.92969                 NaN   42.0208       0.783137        31.8952                 NaN
  1015.18        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5031        3.86765                 NaN   8.92949                 NaN   42.0204       0.783685        31.8957                 NaN
  1013.66        2500.00                 NaN            NaN            NaN            NaN            NaN   12.4999        3.87714                 NaN   8.93500                 NaN   42.0103       0.780811        31.8968                 NaN
  1012.15        2500.00                 NaN            NaN            NaN            NaN            NaN   12.4466        3.94190                 NaN   8.93872                 NaN   41.9978       0.776969        31.8979                 NaN
  1010.63        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1968        4.18637                 NaN   8.90057                 NaN   42.0372       0.780880        31.8982                 NaN
  1009.11        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5405        3.84586                 NaN   8.93860                 NaN   41.9983       0.778430        31.8983                 NaN
  1007.59        2500.00                 NaN            NaN            NaN            NaN   5.75119        7.36495       0.230332E-005            NaN   7.97728                 NaN   44.2608        1.33064        33.3151                 NaN
  1006.07        2500.00                 NaN            NaN            NaN            NaN   5.75471        7.36104       0.221652E-005            NaN   7.97756                 NaN   44.2597        1.33058        33.3164                 NaN
  1004.55        2500.00                 NaN            NaN            NaN            NaN   5.75769        7.35754       0.286458E-005            NaN   7.97784                 NaN   44.2590        1.33049        33.3174                 NaN
  1003.04        2500.00                 NaN            NaN            NaN            NaN   5.76034        7.35413       0.333389E-005            NaN   7.97845                 NaN   44.2583        1.33038        33.3184                 NaN
  1001.52        2500.00                 NaN            NaN            NaN            NaN   5.76366        7.35046       0.236895E-005            NaN   7.97874                 NaN   44.2572        1.33030        33.3196                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   5.76790        7.34645                 NaN            NaN   7.97876                 NaN   44.2554        1.33027        33.3212                 NaN
