|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q              hed           
  1519.23        2500.00                 NaN   99.4856                 NaN  0.473825       0.406107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.71        2500.00                 NaN   99.4974                 NaN  0.458426       0.442216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.19        2500.00                 NaN   98.9716                 NaN  0.954455       0.739020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.68        2500.00                 NaN   99.8893                 NaN  0.103506       0.722113E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.16        2500.00                 NaN   99.6641                 NaN  0.307495       0.283601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.64        2500.00                 NaN   99.4766                 NaN  0.483146       0.402471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.12        2500.00                 NaN   99.5068                 NaN  0.456466       0.367235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.60        2500.00                 NaN   99.4458                 NaN  0.232227                 NaN  0.321924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.09        2500.00                 NaN   99.3884                 NaN  0.326665E-001            NaN  0.578911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.57        2500.00                 NaN   99.3965                 NaN  0.168531       0.133116E-005  0.434969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.05        2500.00                 NaN   99.3897                 NaN            NaN            NaN  0.610298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.53        2500.00                 NaN   99.3923                 NaN            NaN            NaN  0.607721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.01        2500.00                 NaN   99.3928                 NaN            NaN            NaN  0.607150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.49        2500.00                 NaN   99.3940                 NaN            NaN            NaN  0.606019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.98        2500.00                 NaN   98.6106                 NaN            NaN            NaN   1.38938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.46        2500.00                 NaN   99.9406                 NaN            NaN            NaN  0.593729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.94        2500.00                 NaN   99.7482                 NaN            NaN            NaN  0.251819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.42        2500.00                 NaN   99.2836                 NaN            NaN            NaN  0.716428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.90        2500.00                 NaN   99.3957                 NaN            NaN            NaN  0.604305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.39        2500.00                 NaN   99.3943                 NaN            NaN            NaN  0.605750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.87        2500.00                 NaN   99.3921                 NaN            NaN            NaN  0.607944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.35        2500.00                 NaN   99.3919                 NaN            NaN            NaN  0.608099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.83        2500.00                 NaN   99.3873                 NaN            NaN            NaN  0.612715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.31        2500.00                 NaN   99.3856                 NaN            NaN            NaN  0.614361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.79        2500.00                 NaN   99.4045                 NaN            NaN            NaN  0.595532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.28        2500.00                 NaN   99.3556                 NaN            NaN            NaN  0.644378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.76        2500.00                 NaN   99.3791                 NaN            NaN            NaN  0.620907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.24        2500.00                 NaN   99.3696                 NaN            NaN            NaN  0.630367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.72        2500.00                 NaN   99.3785                 NaN            NaN            NaN  0.621508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.20        2500.00                 NaN   99.3398                 NaN            NaN            NaN  0.660172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00                 NaN   99.1397                 NaN            NaN            NaN  0.485043       0.375279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.17        2500.00                 NaN   99.0906                 NaN            NaN            NaN  0.295183       0.614204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.65        2500.00                 NaN   99.0955                 NaN            NaN            NaN  0.611390       0.293118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.13        2500.00                 NaN   99.1034                 NaN            NaN            NaN  0.288929       0.607713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00                 NaN   99.1113                 NaN            NaN            NaN  0.600243       0.288414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.09        2500.00                 NaN   99.1174                 NaN            NaN            NaN  0.596624       0.286020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.58        2500.00                 NaN   99.1245                 NaN            NaN            NaN  0.592133       0.283325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.06        2500.00                 NaN   99.1309                 NaN            NaN            NaN  0.587599       0.281534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.54        2500.00                 NaN   99.1391                 NaN            NaN            NaN  0.278733       0.582186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.02        2500.00                 NaN   99.1448                 NaN            NaN            NaN  0.578298       0.276922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.50        2500.00                 NaN   99.1514                 NaN            NaN            NaN  0.274943       0.573639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.98        2500.00                 NaN   99.1574                 NaN            NaN            NaN  0.569771       0.272878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.47        2500.00                 NaN   99.1634                 NaN            NaN            NaN  0.271038       0.565516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.95        2500.00                 NaN   99.1693                 NaN            NaN            NaN  0.268548       0.562142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.43        2500.00                 NaN   99.1755                 NaN            NaN            NaN  0.266646       0.557867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.91        2500.00                 NaN   99.1807                 NaN            NaN            NaN  0.554647       0.264609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.39        2500.00                 NaN   99.1865                 NaN            NaN            NaN  0.550797       0.262752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.88        2500.00                 NaN   99.1848                 NaN            NaN            NaN  0.555545       0.259611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.36        2500.00                 NaN   99.2060                 NaN            NaN            NaN  0.258230       0.535722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.84        2500.00                 NaN   99.2034                 NaN            NaN            NaN  0.539811       0.256822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.32        2500.00                 NaN   99.2077                 NaN            NaN            NaN  0.536981       0.255290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.80        2500.00                 NaN   99.2151                 NaN            NaN            NaN  0.251809       0.533084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.28        2500.00                 NaN   99.2377                 NaN            NaN            NaN  0.246023       0.516239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.77        2500.00                 NaN   99.2031                 NaN            NaN            NaN  0.255229       0.541636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.25        2500.00                 NaN   99.2290                 NaN            NaN            NaN  0.247464       0.523536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1435.73        2500.00                 NaN   99.2334                 NaN            NaN            NaN  0.245371       0.521199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.21        2500.00                 NaN   98.7781                 NaN            NaN            NaN  0.529796       0.474341                 NaN  0.217775                 NaN            NaN            NaN            NaN            NaN
  1432.69        2500.00                 NaN   98.0324                 NaN            NaN            NaN  0.538746       0.852451                 NaN  0.576386                 NaN            NaN            NaN            NaN            NaN
  1431.17        2500.00                 NaN   98.0707                 NaN            NaN            NaN  0.527830       0.836589                 NaN  0.564920                 NaN            NaN            NaN            NaN            NaN
  1429.66        2500.00                 NaN   98.1050                 NaN            NaN            NaN  0.518436       0.822140                 NaN  0.554435                 NaN            NaN            NaN            NaN            NaN
  1428.14        2500.00                 NaN   98.1074                 NaN            NaN  0.174098       0.582983       0.556578                 NaN  0.578979                 NaN            NaN            NaN            NaN            NaN
  1426.62        2500.00                 NaN   98.1290                 NaN            NaN  0.236715       0.602072       0.450631                 NaN  0.581575                 NaN            NaN            NaN            NaN            NaN
  1425.10        2500.00                 NaN   98.1624                 NaN            NaN  0.235376       0.593018       0.437714                 NaN  0.571489                 NaN            NaN            NaN            NaN            NaN
  1423.58        2500.00                 NaN   98.1791                 NaN            NaN  0.237879       0.425759       0.591031                 NaN  0.566238                 NaN            NaN            NaN            NaN            NaN
  1422.07        2500.00                 NaN   98.2322                 NaN            NaN  0.230864       0.411636       0.575739                 NaN  0.549520                 NaN            NaN            NaN            NaN            NaN
  1420.55        2500.00                 NaN   98.2579                 NaN            NaN  0.231000       0.568014       0.401170                 NaN  0.541913                 NaN            NaN            NaN            NaN            NaN
  1419.03        2500.00                 NaN   98.2850                 NaN            NaN  0.231847       0.561771       0.387071                 NaN  0.534328                 NaN            NaN            NaN            NaN            NaN
  1417.51        2500.00                 NaN   98.3163                 NaN            NaN  0.227977       0.554972       0.377064                 NaN  0.523660                 NaN            NaN            NaN            NaN            NaN
  1415.99        2500.00                 NaN   98.3708                 NaN            NaN  0.225250       0.539303       0.357059                 NaN  0.507570                 NaN            NaN            NaN            NaN            NaN
  1414.47        2500.00                 NaN   98.3378                 NaN            NaN  0.230796       0.550305       0.363767                 NaN  0.517305                 NaN            NaN            NaN            NaN            NaN
  1412.96        2500.00                 NaN   98.3958                 NaN            NaN  0.225047       0.534739       0.345163                 NaN  0.499281                 NaN            NaN            NaN            NaN            NaN
  1411.44        2500.00                 NaN   98.4199                 NaN            NaN  0.225347       0.528621       0.333912                 NaN  0.492240                 NaN            NaN            NaN            NaN            NaN
  1409.92        2500.00                 NaN   98.4474                 NaN            NaN  0.223239       0.520425       0.325298                 NaN  0.483652                 NaN            NaN            NaN            NaN            NaN
  1408.40        2500.00                 NaN   98.4714                 NaN            NaN  0.222297       0.514440       0.315590                 NaN  0.476232                 NaN            NaN            NaN            NaN            NaN
  1406.88        2500.00                 NaN   98.4937                 NaN            NaN  0.222042       0.507431       0.307333                 NaN  0.469484                 NaN            NaN            NaN            NaN            NaN
  1405.36        2500.00                 NaN   98.5148                 NaN            NaN  0.221891       0.295189       0.504991                 NaN  0.463086                 NaN            NaN            NaN            NaN            NaN
  1403.85        2500.00                 NaN   98.5432                 NaN            NaN  0.217631       0.494909       0.290674                 NaN  0.453568                 NaN            NaN            NaN            NaN            NaN
  1402.33        2500.00                 NaN   98.5624                 NaN            NaN  0.218349       0.491704       0.279636                 NaN  0.447950                 NaN            NaN            NaN            NaN            NaN
  1400.81        2500.00                 NaN   98.5840                 NaN            NaN  0.217399       0.485626       0.271630                 NaN  0.441334                 NaN            NaN            NaN            NaN            NaN
  1399.29        2500.00                 NaN   98.6046                 NaN            NaN  0.216356       0.262004       0.482501                 NaN  0.434561                 NaN            NaN            NaN            NaN            NaN
  1397.77        2500.00                 NaN   98.6246                 NaN            NaN  0.215107       0.476568       0.255358                 NaN  0.428384                 NaN            NaN            NaN            NaN            NaN
  1396.26        2500.00                 NaN   98.6459                 NaN            NaN  0.213954       0.247953       0.470462                 NaN  0.421746                 NaN            NaN            NaN            NaN            NaN
  1394.74        2500.00                 NaN   98.6649                 NaN            NaN  0.213781       0.463968       0.241272                 NaN  0.416068                 NaN            NaN            NaN            NaN            NaN
  1393.22        2500.00                 NaN   98.6842                 NaN            NaN  0.211169       0.234152       0.461013                 NaN  0.409515                 NaN            NaN            NaN            NaN            NaN
  1391.70        2500.00                 NaN   98.6120                 NaN            NaN  0.106497       0.365525       0.457901                 NaN  0.423316       0.347422E-001            NaN            NaN            NaN            NaN
  1390.18        2500.00                 NaN   98.5495                 NaN            NaN  0.346994E-002  0.450535       0.494358                 NaN  0.434301       0.677926E-001            NaN            NaN            NaN            NaN
  1388.66        2500.00                 NaN   98.5791                 NaN            NaN  0.949208E-002  0.477655       0.443106                 NaN  0.425859       0.648031E-001            NaN            NaN            NaN            NaN
  1387.15        2500.00                 NaN   98.6078                 NaN            NaN  0.147508E-001  0.462739       0.435251                 NaN  0.417477       0.619759E-001            NaN            NaN            NaN            NaN
  1385.63        2500.00                 NaN   98.6346                 NaN            NaN  0.204042E-001  0.428589       0.447356                 NaN  0.409844       0.591893E-001            NaN            NaN            NaN            NaN
  1384.11        2500.00                 NaN   98.6626                 NaN            NaN  0.258240E-001  0.432127       0.421461                 NaN  0.401620       0.564137E-001            NaN            NaN            NaN            NaN
  1382.59        2500.00                 NaN   98.7610                 NaN            NaN  0.322242       0.499261                 NaN            NaN  0.404643       0.128131E-001            NaN            NaN            NaN            NaN
  1381.07        2500.00                 NaN   98.7384                 NaN            NaN            NaN  0.434821       0.402148                 NaN  0.373626       0.509559E-001            NaN            NaN            NaN            NaN
  1379.56        2500.00                 NaN   98.7225                 NaN            NaN  0.963917E-003  0.452158       0.389083                 NaN  0.380210       0.550667E-001            NaN            NaN            NaN            NaN
  1378.04        2500.00                 NaN   98.7432                 NaN            NaN            NaN  0.447114       0.382029                 NaN  0.373872       0.538231E-001            NaN            NaN            NaN            NaN
  1376.52        2500.00                 NaN   98.7672                 NaN            NaN            NaN  0.371967       0.442836                 NaN  0.366173       0.518256E-001            NaN            NaN            NaN            NaN
  1375.00        2500.00                 NaN   98.7859                 NaN            NaN            NaN  0.365644       0.437876                 NaN  0.360273       0.502914E-001            NaN            NaN            NaN            NaN
  1373.48        2500.00                 NaN   98.6785                 NaN            NaN            NaN  0.477535       0.397920                 NaN  0.391975       0.540368E-001            NaN            NaN            NaN            NaN
  1371.96        2500.00                 NaN   98.9747                 NaN            NaN  0.600422E-001  0.334325       0.289247                 NaN  0.309334       0.323260E-001            NaN            NaN            NaN            NaN
  1370.45        2500.00                 NaN   98.8708                 NaN            NaN  0.740420E-001  0.309513       0.370683                 NaN  0.341246       0.337450E-001            NaN            NaN            NaN            NaN
  1368.93        2500.00                 NaN   98.8883                 NaN            NaN  0.850939E-001  0.368693       0.289567                 NaN  0.337374       0.309292E-001            NaN            NaN            NaN            NaN
  1367.41        2500.00                 NaN   98.9137                 NaN            NaN  0.795259E-001  0.292366       0.357319                 NaN  0.327724       0.294019E-001            NaN            NaN            NaN            NaN
  1365.89        2500.00                 NaN   98.9291                 NaN            NaN  0.895119E-001  0.272450       0.357908                 NaN  0.324204       0.268162E-001            NaN            NaN            NaN            NaN
  1364.37        2500.00                 NaN   98.9476                 NaN            NaN  0.952217E-001  0.259585       0.354235                 NaN  0.318895       0.244996E-001            NaN            NaN            NaN            NaN
  1362.85        2500.00                 NaN   98.9646                 NaN            NaN  0.100638       0.247008       0.351444                 NaN  0.313917       0.223791E-001            NaN            NaN            NaN            NaN
  1361.34        2500.00                 NaN   98.9693                 NaN            NaN  0.107830       0.353326       0.234474                 NaN  0.313848       0.211725E-001            NaN            NaN            NaN            NaN
  1359.82        2500.00                 NaN   99.0123                 NaN            NaN  0.107980       0.338425       0.225879                 NaN  0.298311       0.171352E-001            NaN            NaN            NaN            NaN
  1358.30        2500.00                 NaN   99.0169                 NaN            NaN  0.116133       0.340999       0.211756                 NaN  0.298543       0.156565E-001            NaN            NaN            NaN            NaN
  1356.78        2500.00                 NaN   99.0327                 NaN            NaN  0.121949       0.338230       0.199719                 NaN  0.293996       0.134453E-001            NaN            NaN            NaN            NaN
  1355.26        2500.00                 NaN   99.0484                 NaN            NaN  0.127084       0.188010       0.335847                 NaN  0.289367       0.113162E-001            NaN            NaN            NaN            NaN
  1353.75        2500.00                 NaN   99.0637                 NaN            NaN  0.132613       0.333913       0.175767                 NaN  0.284854       0.914931E-002            NaN            NaN            NaN            NaN
  1352.23        2500.00                 NaN   99.0784                 NaN            NaN  0.137741       0.331924       0.164328                 NaN  0.280490       0.709678E-002            NaN            NaN            NaN            NaN
  1350.71        2500.00                 NaN   99.0934                 NaN            NaN  0.143315       0.152433       0.329918                 NaN  0.276053       0.487660E-002            NaN            NaN            NaN            NaN
  1349.19        2500.00                 NaN   99.1069                 NaN            NaN  0.148986       0.329605       0.139591                 NaN  0.272100       0.284166E-002            NaN            NaN            NaN            NaN
  1347.67        2500.00                 NaN   99.1215                 NaN            NaN  0.154440       0.326649       0.129110                 NaN  0.267749       0.549835E-003            NaN            NaN            NaN            NaN
  1346.15        2500.00                 NaN   99.1330                 NaN            NaN  0.154580       0.323565       0.124811                 NaN  0.264069                 NaN            NaN            NaN            NaN            NaN
  1344.64        2500.00                 NaN   99.1262                 NaN            NaN  0.143896       0.335747       0.117495                 NaN  0.267170       0.952340E-002            NaN            NaN            NaN            NaN
  1343.12        2500.00                 NaN   99.1515                 NaN            NaN  0.125219       0.172395       0.296615                 NaN  0.254295                 NaN            NaN            NaN            NaN            NaN
  1341.60        2500.00                 NaN   99.1613                 NaN            NaN  0.150627       0.116620       0.316889                 NaN  0.254579                 NaN            NaN            NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.1701                 NaN            NaN  0.144785       0.123382       0.310596                 NaN  0.251148                 NaN            NaN            NaN            NaN            NaN
  1338.56        2500.00                 NaN   99.1795                 NaN            NaN  0.144761       0.308916       0.118592                 NaN  0.248206                 NaN            NaN            NaN            NaN            NaN
  1337.04        2500.00                 NaN   99.1883                 NaN            NaN  0.142665       0.306368       0.117543                 NaN  0.245079                 NaN            NaN            NaN            NaN            NaN
  1335.53        2500.00                 NaN   99.1970                 NaN            NaN  0.140804       0.303677       0.116354                 NaN  0.242116                 NaN            NaN            NaN            NaN            NaN
  1334.01        2500.00                 NaN   99.1538                 NaN            NaN  0.820061E-001  0.179714       0.333762                 NaN  0.250740                 NaN            NaN            NaN            NaN            NaN
