|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/TIS/TIS_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1215.22        500.000        87.2451                 NaN   1.84640                 NaN            NaN            NaN            NaN            NaN   1.03929        4.81530       0.110692        4.94323     
  1214.13        500.000        87.3609                 NaN   1.88000                 NaN            NaN            NaN            NaN            NaN   1.03805        4.73600       0.102056        4.88299     
  1213.03        500.000        87.6917                 NaN   1.85934                 NaN            NaN            NaN            NaN            NaN   1.01062        4.59342       0.960033E-001   4.74892     
  1211.94        500.000        70.0324                 NaN   4.27384                 NaN            NaN            NaN            NaN            NaN   2.47107        11.2087       0.239952        11.7740     
  1210.85        500.000        99.8046                 NaN  0.133155E-001            NaN            NaN            NaN  0.106039                 NaN  0.535763E-001            NaN            NaN  0.224857E-001
  1209.76        500.000        99.6310                 NaN  0.132078                 NaN            NaN            NaN            NaN            NaN  0.292996E-001  0.207619                 NaN            NaN
  1208.66        500.000        91.3777                 NaN   1.45495                 NaN            NaN            NaN            NaN            NaN  0.662855        3.19047       0.430328E-001   3.27103     
  1207.57        500.000        57.3680                 NaN   6.29690       0.522122                 NaN            NaN            NaN            NaN   3.51329        15.6655       0.264625        16.3696     
  1206.48        500.000       100.0000                 NaN  0.390547E-005            NaN            NaN            NaN            NaN            NaN            NaN  0.115860E-004            NaN  0.118174E-004
  1205.39        500.000        99.9998                 NaN  0.231817E-004            NaN            NaN            NaN            NaN            NaN  0.135151E-004  0.556072E-004  0.148272E-005  0.563924E-004
  1204.29        500.000        99.0282                 NaN  0.121230       0.274808E-001            NaN            NaN            NaN            NaN  0.806465E-001  0.361363       0.610491E-002  0.375010     
  1203.20        500.000        99.8149                 NaN  0.239392E-001            NaN            NaN            NaN            NaN            NaN  0.138288E-001  0.721491E-001  0.186828E-002  0.733453E-001
  1202.11        500.000        99.9247                 NaN  0.101485E-001            NaN            NaN            NaN            NaN            NaN  0.556107E-002  0.293900E-001  0.743285E-003  0.294800E-001
  1201.02        500.000        99.9966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.665111E-004  0.152184E-002  0.853730E-004  0.174925E-002
  1199.92        500.000        80.9717                 NaN   1.48652        1.41631                 NaN            NaN  0.776744E-001            NaN   1.60922        7.03958       0.944562E-001   7.30452     
  1198.83        500.000        89.4905                 NaN   1.55653       0.221397E-005            NaN            NaN            NaN            NaN  0.833261        3.98317       0.687037E-001   4.06787     
  1197.74        500.000        96.7852                 NaN  0.462144       0.580272E-004            NaN            NaN  0.120012E-001            NaN  0.259635        1.21626       0.196835E-001   1.24506     
  1196.65        500.000        93.0683                 NaN  0.999336E-001  0.827316                 NaN            NaN            NaN            NaN  0.502481        2.70942       0.601982E-001   2.73232     
  1195.55        500.000        88.6272                 NaN  0.516843       0.905279                 NaN            NaN  0.213392                 NaN  0.958991        4.30376       0.553386E-001   4.41918     
  1194.46        500.000        92.1890                 NaN  0.592008       0.495845                 NaN            NaN            NaN            NaN  0.631946        3.02781       0.409569E-001   3.02245     
  1193.37        500.000        89.8798                 NaN   1.39721                 NaN            NaN            NaN            NaN            NaN  0.784100        3.93292       0.561226E-001   3.94981     
  1192.28        500.000        90.9271                 NaN  0.957415                 NaN            NaN            NaN  0.433038E-001            NaN  0.614293        3.74527       0.755257E-001   3.63714     
  1191.18        500.000        28.0871                 NaN   8.60698                 NaN            NaN            NaN            NaN            NaN   5.36994        29.1146       0.392081        28.4294     
  1190.09        500.000                 NaN            NaN   11.1734       0.141573E-003            NaN            NaN            NaN            NaN   7.17597        41.1762       0.599994        39.8743     
  1189.00        500.000                 NaN            NaN   10.4057       0.756537                 NaN            NaN            NaN            NaN   7.16819        41.1937       0.603394        39.8724     
  1187.91        500.000                 NaN            NaN   11.1746       0.132394E-003            NaN            NaN            NaN            NaN   7.17704        41.1742       0.599560        39.8745     
  1186.81        500.000                 NaN            NaN   11.1752       0.129507E-003            NaN            NaN            NaN            NaN   7.17759        41.1731       0.599335        39.8746     
  1185.72        500.000                 NaN            NaN   11.1760       0.699151E-005            NaN            NaN            NaN            NaN   7.17813        41.1720       0.599103        39.8747     
  1184.63        500.000                 NaN            NaN   11.1762       0.480459E-003            NaN            NaN            NaN            NaN   7.17874        41.1709       0.598864        39.8748     
  1183.54        500.000                 NaN            NaN   11.1767       0.690608E-003            NaN            NaN            NaN            NaN   7.17933        41.1698       0.598619        39.8749     
  1182.44        500.000                 NaN            NaN   11.2460                 NaN            NaN            NaN            NaN            NaN   7.21663        41.0707       0.579367        39.8873     
  1181.35        500.000                 NaN            NaN   11.1789       0.124353E-003            NaN            NaN            NaN            NaN   7.18069        41.1671       0.598048        39.8752     
  1180.26        500.000                 NaN            NaN   11.1798       0.177907E-005            NaN            NaN            NaN            NaN   7.18139        41.1657       0.597754        39.8753     
  1179.17        500.000                 NaN            NaN   11.1807       0.122267E-003            NaN            NaN            NaN            NaN   7.18219        41.1641       0.597410        39.8755     
  1178.07        500.000                 NaN            NaN   11.1816       0.227201E-003            NaN            NaN            NaN            NaN   7.18302        41.1624       0.597060        39.8757     
  1176.98        500.000                 NaN            NaN   11.1828       0.121120E-003            NaN            NaN            NaN            NaN   7.18390        41.1606       0.596676        39.8759     
  1175.89        500.000                 NaN            NaN   8.83183        2.41147       0.577799E-002            NaN            NaN            NaN   7.22171        41.0638       0.577576        39.8879     
  1174.80        500.000                 NaN            NaN   8.97329        2.27739                 NaN            NaN            NaN            NaN   7.22353        41.0608       0.576872        39.8881     
  1173.70        500.000                 NaN            NaN   9.08205        2.16430       0.616767E-002            NaN            NaN            NaN   7.22550        41.0575       0.576100        39.8884     
  1172.61        500.000                 NaN            NaN   9.19432        2.05419       0.585907E-002            NaN            NaN            NaN   7.22746        41.0542       0.575326        39.8887     
  1171.52        500.000                 NaN            NaN   9.31336        1.93703       0.587272E-002            NaN            NaN            NaN   7.22945        41.0508       0.574538        39.8890     
  1170.43        500.000                 NaN            NaN   9.43683        1.82134                 NaN            NaN            NaN            NaN   7.23144        41.0474       0.573743        39.8893     
  1169.33        500.000                 NaN            NaN   9.56404        1.69605                 NaN            NaN            NaN            NaN   7.23344        41.0440       0.572942        39.8896     
  1168.24        500.000                 NaN            NaN   9.69595        1.56610                 NaN            NaN            NaN            NaN   7.23546        41.0405       0.572129        39.8899     
  1167.15        500.000                 NaN            NaN  0.878893        10.3689                 NaN            NaN            NaN            NaN   7.22974        41.0598       0.575558        39.8870     
  1166.06        500.000                 NaN            NaN  0.793973        10.4574                 NaN            NaN            NaN            NaN   7.23251        41.0542       0.574338        39.8876     
  1164.96        500.000                 NaN            NaN   10.3173       0.847793                 NaN            NaN            NaN            NaN   7.17258        41.1874       0.602074        39.8728     
  1163.87        500.000                 NaN            NaN  0.611767        10.6464       0.509996E-003            NaN            NaN            NaN   7.23821        41.0424       0.571790        39.8889     
  1162.78        500.000                 NaN            NaN  0.538468        10.7234                 NaN            NaN            NaN            NaN   7.24078        41.0373       0.570646        39.8894     
  1161.69        500.000                 NaN            NaN  0.436606        10.8293       0.296187E-005            NaN            NaN            NaN   7.24379        41.0309       0.569280        39.8901     
  1160.59        500.000                 NaN            NaN   10.2976       0.868168                 NaN            NaN            NaN            NaN   7.17347        41.1861       0.601773        39.8729     
  1159.50        500.000                 NaN            NaN   10.9323       0.346210                 NaN            NaN            NaN            NaN   7.25202        41.0118       0.565319        39.8923     
  1158.41        500.000                 NaN            NaN   11.1318       0.149481                 NaN            NaN            NaN            NaN   7.25445        41.0075       0.564083        39.8927     
  1157.32        500.000                 NaN            NaN   11.2814                 NaN            NaN            NaN            NaN            NaN   7.25539        41.0063       0.564105        39.8927     
  1156.22        500.000                 NaN            NaN   11.2843                 NaN            NaN            NaN            NaN            NaN   7.25745        41.0021       0.563005        39.8932     
  1155.13        500.000                 NaN            NaN  0.468300        10.8163                 NaN            NaN            NaN            NaN   7.25763        41.0016       0.562870        39.8933     
  1154.04        500.000                 NaN            NaN   10.2651       0.901782                 NaN            NaN            NaN            NaN   7.17488        41.1839       0.601280        39.8731     
  1152.95        500.000                 NaN            NaN   10.2593       0.907779                 NaN            NaN            NaN            NaN   7.17513        41.1835       0.601193        39.8731     
  1151.85        500.000                 NaN            NaN   9.37136        1.91854                 NaN            NaN            NaN            NaN   7.26291        40.9924       0.560610        39.8942     
  1150.76        500.000                 NaN            NaN   8.81494        2.47633                 NaN            NaN            NaN            NaN   7.26420        40.9900       0.560081        39.8944     
  1149.67        500.000                 NaN            NaN   10.2412       0.926547                 NaN            NaN            NaN            NaN   7.17588        41.1823       0.600920        39.8732     
  1148.58        500.000                 NaN            NaN   10.2349       0.933069                 NaN            NaN            NaN            NaN   7.17613        41.1819       0.600825        39.8732     
  1147.48        500.000                 NaN            NaN   10.2284       0.939764                 NaN            NaN            NaN            NaN   7.17639        41.1814       0.600728        39.8733     
  1146.39        500.000                 NaN            NaN   10.2218       0.946621                 NaN            NaN            NaN            NaN   7.17666        41.1810       0.600629        39.8733     
  1145.30        500.000                 NaN            NaN   10.2151       0.953583                 NaN            NaN            NaN            NaN   7.17693        41.1806       0.600530        39.8733     
  1144.21        500.000                 NaN            NaN   10.2081       0.960753                 NaN            NaN            NaN            NaN   7.17720        41.1801       0.600427        39.8734     
  1143.12        500.000                 NaN            NaN   10.2010       0.968089                 NaN            NaN            NaN            NaN   7.17747        41.1797       0.600323        39.8734     
  1142.02        500.000                 NaN            NaN   10.1938       0.975596                 NaN            NaN            NaN            NaN   7.17775        41.1792       0.600216        39.8734     
  1140.93        500.000                 NaN            NaN   10.1863       0.983309                 NaN            NaN            NaN            NaN   7.17804        41.1787       0.600107        39.8735     
  1139.84        500.000                 NaN            NaN   10.1787       0.991227                 NaN            NaN            NaN            NaN   7.17832        41.1783       0.599996        39.8735     
  1138.75        500.000                 NaN            NaN   10.1708       0.999338                 NaN            NaN            NaN            NaN   7.17862        41.1778       0.599882        39.8736     
  1137.65        500.000                 NaN            NaN   10.1628        1.00767                 NaN            NaN            NaN            NaN   7.17891        41.1773       0.599765        39.8736     
  1136.56        500.000                 NaN            NaN   10.1545        1.01626                 NaN            NaN            NaN            NaN   7.17922        41.1768       0.599645        39.8736     
  1135.47        500.000                 NaN            NaN   10.1460        1.02507                 NaN            NaN            NaN            NaN   7.17952        41.1762       0.599523        39.8737     
  1134.38        500.000                 NaN            NaN   10.1372        1.03412                 NaN            NaN            NaN            NaN   7.17984        41.1757       0.599398        39.8737     
  1133.28        500.000                 NaN            NaN   10.1282        1.04347                 NaN            NaN            NaN            NaN   7.18016        41.1752       0.599270        39.8738     
  1132.19        500.000                 NaN            NaN   10.1189        1.05310                 NaN            NaN            NaN            NaN   7.18048        41.1746       0.599138        39.8738     
  1131.10        500.000                 NaN            NaN   10.1093        1.06301                 NaN            NaN            NaN            NaN   7.18082        41.1740       0.599003        39.8739     
  1130.01        500.000                 NaN            NaN   10.0994        1.07327                 NaN            NaN            NaN            NaN   7.18115        41.1734       0.598865        39.8739     
  1128.91        500.000                 NaN            NaN   10.0891        1.08383                 NaN            NaN            NaN            NaN   7.18150        41.1728       0.598722        39.8740     
  1127.82        500.000                 NaN            NaN   10.0785        1.09477                 NaN            NaN            NaN            NaN   7.18186        41.1722       0.598576        39.8740     
  1126.73        500.000                 NaN            NaN   10.0676        1.10611                 NaN            NaN            NaN            NaN   7.18222        41.1716       0.598425        39.8741     
  1125.64        500.000                 NaN            NaN   10.0562        1.11783       0.245641E-004            NaN            NaN            NaN   7.18259        41.1709       0.598271        39.8742     
  1124.54        500.000                 NaN            NaN   10.0445        1.12997       0.655181E-005            NaN            NaN            NaN   7.18297        41.1703       0.598111        39.8742     
  1123.45        500.000                 NaN            NaN   10.0323        1.14254       0.705439E-005            NaN            NaN            NaN   7.18336        41.1696       0.597947        39.8743     
  1122.36        500.000                 NaN            NaN   10.0196        1.15563       0.762426E-005            NaN            NaN            NaN   7.18376        41.1689       0.597778        39.8743     
  1121.27        500.000                 NaN            NaN   10.0028        1.17106       0.190173E-002            NaN            NaN            NaN   7.18421        41.1680       0.597586        39.8744     
  1120.17        500.000                 NaN            NaN   4.22852        1.95924        5.01601       0.633355E-005            NaN            NaN   7.21718        41.1154       0.584819        39.8789     
  1119.08        500.000                 NaN            NaN   3.36461        7.86201       0.640074E-005            NaN            NaN            NaN   7.24342        41.0729       0.574553        39.8825     
  1117.99        500.000                 NaN            NaN   3.33186        7.89740       0.633751E-005            NaN            NaN            NaN   7.24577        41.0686       0.573515        39.8829     
  1116.90        500.000                 NaN            NaN   3.29818        7.93377       0.627476E-005            NaN            NaN            NaN   7.24816        41.0641       0.572458        39.8833     
  1115.80        500.000                 NaN            NaN   3.26355        7.97115       0.622449E-005            NaN            NaN            NaN   7.25057        41.0596       0.571382        39.8837     
  1114.71        500.000                 NaN            NaN   3.22783        8.00967       0.617234E-005            NaN            NaN            NaN   7.25301        41.0550       0.570287        39.8842     
  1113.62        500.000                 NaN            NaN   3.19105        8.04932       0.720184E-005            NaN            NaN            NaN   7.25548        41.0503       0.569170        39.8847     
  1112.53        500.000                 NaN            NaN   3.15311        8.09017       0.466645E-004            NaN            NaN            NaN   7.25799        41.0455       0.568032        39.8851     
  1111.43        500.000                 NaN            NaN   3.11394        8.13234       0.437480E-004            NaN            NaN            NaN   7.26054        41.0407       0.566871        39.8856     
  1110.34        500.000                 NaN            NaN   3.07342        8.17595       0.412025E-004            NaN            NaN            NaN   7.26312        41.0357       0.565686        39.8861     
  1109.25        500.000                 NaN            NaN   3.03155        8.22097       0.389277E-004            NaN            NaN            NaN   7.26574        41.0306       0.564476        39.8866     
  1108.16        500.000                 NaN            NaN   2.98812        8.26765       0.367487E-004            NaN            NaN            NaN   7.26840        41.0254       0.563239        39.8871     
  1107.06        500.000                 NaN            NaN   2.94301        8.31609       0.353856E-004            NaN            NaN            NaN   7.27112        41.0201       0.561973        39.8877     
  1105.97        500.000                 NaN            NaN   2.89613        8.36639       0.334870E-004            NaN            NaN            NaN   7.27388        41.0147       0.560677        39.8882     
  1104.88        500.000                 NaN            NaN   2.84738        8.41866       0.319107E-004            NaN            NaN            NaN   7.27669        41.0091       0.559349        39.8888     
  1103.79        500.000                 NaN            NaN   2.79648        8.47319       0.304153E-004            NaN            NaN            NaN   7.27957        41.0034       0.557987        39.8894     
  1102.69        500.000                 NaN            NaN   2.74343        8.52997       0.291057E-004            NaN            NaN            NaN   7.28250        40.9975       0.556589        39.8900     
  1101.60        500.000                 NaN            NaN   2.68783        8.58943       0.278785E-004            NaN            NaN            NaN   7.28550        40.9914       0.555150        39.8906     
  1100.51        500.000                 NaN            NaN   2.62957        8.65169       0.266735E-004            NaN            NaN            NaN   7.28858        40.9852       0.553669        39.8913     
  1099.42        500.000                 NaN            NaN   2.56830        8.71709       0.256149E-004            NaN            NaN            NaN   7.29173        40.9787       0.552142        39.8920     
  1098.32        500.000                 NaN            NaN   2.50381        8.78588       0.246100E-004            NaN            NaN            NaN   7.29497        40.9721       0.550566        39.8927     
  1097.23        500.000                 NaN            NaN   2.43578        8.85837       0.236617E-004            NaN            NaN            NaN   7.29830        40.9652       0.548936        39.8934     
  1096.14        500.000                 NaN            NaN   2.36369        8.93511       0.227781E-004            NaN            NaN            NaN   7.30173        40.9580       0.547246        39.8942     
  1095.05        500.000                 NaN            NaN   2.28709        9.01657       0.221706E-004            NaN            NaN            NaN   7.30528        40.9506       0.545491        39.8950     
  1093.95        500.000                 NaN            NaN   2.20546        9.10330       0.601549E-005            NaN            NaN            NaN   7.30895        40.9428       0.543664        39.8958     
  1092.86        500.000                 NaN            NaN   2.11817        9.19591       0.206460E-004            NaN            NaN            NaN   7.31276        40.9347       0.541759        39.8967     
  1091.77        500.000                 NaN            NaN   2.02452        9.29518       0.637092E-005            NaN            NaN            NaN   7.31673        40.9261       0.539765        39.8977     
  1090.68        500.000                 NaN            NaN   11.4112       0.134253E-005            NaN            NaN            NaN            NaN   7.34838        40.8104       0.512294        39.9177     
  1089.58        500.000                 NaN            NaN   1.34969        10.0125       0.693059E-003            NaN            NaN            NaN   7.30487        40.8925       0.529754        39.9100     
  1088.49        500.000                 NaN            NaN   1.65736        9.71534       0.990995E-004            NaN            NaN            NaN   7.30254        40.8788       0.531718        39.9141     
  1087.40        500.000                 NaN            NaN   1.28840        10.0787       0.364698E-004            NaN            NaN            NaN   7.30597        40.8874       0.528833        39.9107     
  1086.31        500.000                 NaN            NaN   1.12642        10.2502       0.392156E-004            NaN            NaN            NaN   7.31004        40.8752       0.525840        39.9123     
  1085.21        500.000                 NaN            NaN   11.4067                 NaN            NaN            NaN            NaN            NaN   7.36950        40.7991       0.511857        39.9129     
  1084.12        500.000                 NaN            NaN   1.07877        10.2921       0.408079E-003            NaN            NaN            NaN   7.35120        40.8490       0.522049        39.9065     
  1083.03        500.000                 NaN            NaN  0.876231        10.5051       0.118353E-004            NaN            NaN            NaN   7.35760        40.8341       0.518692        39.9083     
  1081.94        500.000                 NaN            NaN  0.645444        10.7471                 NaN            NaN            NaN            NaN   7.36461        40.8176       0.515003        39.9102     
  1080.84        500.000                 NaN            NaN  0.380290        11.0247                 NaN            NaN            NaN            NaN   7.37231        40.7993       0.510931        39.9124     
  1079.75        500.000                 NaN            NaN  0.741026E-001   11.3449       0.286543E-005            NaN            NaN            NaN   7.38084        40.7788       0.506402        39.9149     
  1078.66        500.000                 NaN            NaN   11.4068                 NaN            NaN            NaN            NaN            NaN   7.37268        40.7961       0.511549        39.9129     
  1077.57        500.000                 NaN            NaN   11.2401       0.665564E-005            NaN            NaN  0.112271                 NaN   7.35869        40.8264       0.520057        39.9425     
  1076.47        500.000                 NaN            NaN   11.0609       0.703137E-005            NaN            NaN  0.233304                 NaN   7.34388        40.8583       0.529018        39.9746     
  1075.38        500.000                 NaN            NaN   10.8799       0.747767E-005            NaN            NaN  0.355328                 NaN   7.32862        40.8911       0.538225        40.0068     
  1074.29        500.000                 NaN            NaN   10.7020       0.799163E-005            NaN            NaN  0.475105                 NaN   7.31335        40.9238       0.547408        40.0384     
  1073.20        500.000                 NaN            NaN   10.5314       0.855708E-005            NaN            NaN  0.589679                 NaN   7.29851        40.9554       0.556311        40.0686     
  1072.10        500.000                 NaN            NaN   10.3713       0.915911E-005            NaN            NaN  0.697115                 NaN   7.28444        40.9854       0.564748        40.0969     
  1071.01        500.000                 NaN            NaN   10.2230       0.977459E-005            NaN            NaN  0.796561                 NaN   7.27130        41.0134       0.572624        40.1231     
  1069.92        500.000                 NaN            NaN   10.0866       0.745718E-005            NaN            NaN  0.887922                 NaN   7.25915        41.0393       0.579901        40.1472     
  1068.83        500.000                 NaN            NaN   9.96139       0.803597E-005            NaN            NaN  0.971746                 NaN   7.24795        41.0631       0.586609        40.1692     
  1067.73        500.000                 NaN            NaN   9.84641       0.864321E-005            NaN            NaN   1.04870                 NaN   7.23764        41.0849       0.592786        40.1895     
  1066.64        500.000                 NaN            NaN   9.74050       0.928014E-005            NaN            NaN   1.11957                 NaN   7.22814        41.1051       0.598485        40.2082     
  1065.55        500.000                 NaN            NaN   9.64267       0.996892E-005            NaN            NaN   1.18502                 NaN   7.21935        41.1237       0.603755        40.2254     
  1064.46        500.000                 NaN            NaN   9.55192       0.107015E-004            NaN            NaN   1.24574                 NaN   7.21121        41.1410       0.608648        40.2415     
  1063.36        500.000                 NaN            NaN   9.49320       0.104230E-004            NaN            NaN   1.28552                 NaN   7.20638        41.1512       0.611587        40.2521     
  1062.27        500.000                 NaN            NaN   9.44077       0.932221E-005            NaN            NaN   1.32117                 NaN   7.20217        41.1601       0.614160        40.2616     
  1061.18        500.000                 NaN            NaN   9.39004       0.987243E-005            NaN            NaN   1.35567                 NaN   7.19810        41.1686       0.616647        40.2709     
  1060.09        500.000                 NaN            NaN   9.34096       0.992830E-005            NaN            NaN   1.38906                 NaN   7.19418        41.1769       0.619051        40.2799     
  1058.99        500.000                 NaN            NaN   9.29339       0.999034E-005            NaN            NaN   1.42142                 NaN   7.19037        41.1849       0.621379        40.2886     
  1057.90        500.000                 NaN            NaN   9.24731       0.100599E-004            NaN            NaN   1.45279                 NaN   7.18670        41.1926       0.623633        40.2970     
  1056.81        500.000                 NaN            NaN   9.20265       0.101346E-004            NaN            NaN   1.48320                 NaN   7.18314        41.2000       0.625812        40.3052     
  1055.72        500.000                 NaN            NaN   9.15934       0.112782E-005            NaN            NaN   1.51271                 NaN   7.17970        41.2072       0.627924        40.3131     
  1054.62        500.000                 NaN            NaN   9.11729       0.103147E-004            NaN            NaN   1.54136                 NaN   7.17637        41.2141       0.629969        40.3209     
  1053.53        500.000                 NaN            NaN   9.07646       0.104209E-004            NaN            NaN   1.56920                 NaN   7.17314        41.2209       0.631952        40.3284     
  1052.44        500.000                 NaN            NaN   9.03679       0.105376E-004            NaN            NaN   1.59626                 NaN   7.17002        41.2274       0.633875        40.3357     
  1051.35        500.000                 NaN            NaN   8.99823       0.106681E-004            NaN            NaN   1.62258                 NaN   7.16699        41.2337       0.635740        40.3428     
  1050.25        500.000                 NaN            NaN   8.96071       0.108126E-004            NaN            NaN   1.64819                 NaN   7.16405        41.2398       0.637551        40.3497     
  1049.16        500.000                 NaN            NaN   8.92421       0.109731E-004            NaN            NaN   1.67314                 NaN   7.16120        41.2457       0.639309        40.3565     
  1048.07        500.000                 NaN            NaN   8.88866       0.113281E-004            NaN            NaN   1.69743                 NaN   7.15844        41.2514       0.641015        40.3630     
  1046.98        500.000                 NaN            NaN   8.85402       0.113798E-004            NaN            NaN   1.72112                 NaN   7.15575        41.2569       0.642676        40.3695     
  1045.88        500.000                 NaN            NaN   8.82012       0.204497E-003            NaN            NaN   1.74419                 NaN   7.15315        41.2623       0.644287        40.3757     
  1044.79        500.000                 NaN            NaN   8.69500       0.163171E-003            NaN            NaN   1.83796                 NaN   7.15062        41.2675       0.645857        40.4029     
  1043.70        500.000                 NaN            NaN   8.66464       0.982471E-005            NaN            NaN   1.85891                 NaN   7.14815        41.2724       0.647314        40.4086     
  1042.61        500.000                 NaN            NaN   8.63313       0.853730E-005            NaN            NaN   1.88062                 NaN   7.14606        41.2769       0.648733        40.4145     
  1041.51        500.000                 NaN            NaN   8.61537       0.735841E-005            NaN            NaN   1.88784                 NaN   7.14117        41.2903       0.650976        40.4144     
  1040.42        500.000                 NaN            NaN   8.66115       0.612330E-005            NaN            NaN   1.85245                 NaN   7.13153        41.2957       0.654830        40.4043     
  1039.33        500.000                 NaN            NaN   8.63217       0.160396E-003            NaN            NaN   1.87254                 NaN   7.13855        41.2927       0.653327        40.4106     
  1038.24        500.000                 NaN            NaN   8.60362       0.111279E-003            NaN            NaN   1.89219                 NaN   7.13640        41.2971       0.654667        40.4159     
  1037.14        500.000                 NaN            NaN   8.57568       0.314173E-004  0.468006E-004            NaN   1.91143                 NaN   7.13431        41.3013       0.655974        40.4212     
  1036.05        500.000                 NaN            NaN   8.54838                 NaN            NaN            NaN   1.93028                 NaN   7.13228        41.3055       0.657248        40.4264     
  1034.96        500.000                 NaN            NaN   8.52159                 NaN            NaN            NaN   1.94873                 NaN   7.13030        41.3095       0.658491        40.4314     
  1033.87        500.000                 NaN            NaN   8.49535                 NaN            NaN            NaN   1.96681                 NaN   7.12836        41.3134       0.659704        40.4364     
  1032.77        500.000                 NaN            NaN   8.46965                 NaN            NaN            NaN   1.98454                 NaN   7.12648        41.3172       0.660888        40.4412     
  1031.68        500.000                 NaN            NaN   8.44447                 NaN            NaN            NaN   2.00192                 NaN   7.12464        41.3209       0.662045        40.4460     
  1030.59        500.000                 NaN            NaN   8.41977                 NaN            NaN            NaN   2.01897                 NaN   7.12285        41.3245       0.663175        40.4507     
  1029.50        500.000                 NaN            NaN   4.74721        3.10559                 NaN            NaN   2.27056                 NaN   6.98127        41.6751       0.740544        40.4797     
  1028.40        500.000                 NaN            NaN   8.28473                 NaN            NaN            NaN   2.11985                 NaN   7.11966        41.3306       0.665220        40.4799     
  1027.31        500.000                 NaN            NaN   7.53373       0.461580E-003            NaN            NaN   2.40841                 NaN   6.89918        41.8789       0.785310        40.4940     
  1026.22        500.000                 NaN            NaN   7.53371       0.486070E-003            NaN            NaN   2.40841                 NaN   6.89919        41.8789       0.785310        40.4940     
  1025.13        500.000                 NaN            NaN   7.53368       0.512612E-003            NaN            NaN   2.40841                 NaN   6.89919        41.8789       0.785310        40.4940     
  1024.03        500.000                 NaN            NaN   7.53365       0.546849E-003            NaN            NaN   2.40841                 NaN   6.89919        41.8789       0.785309        40.4940     
  1022.94        500.000                 NaN            NaN   7.53363       0.575777E-003            NaN            NaN   2.40841                 NaN   6.89919        41.8789       0.785309        40.4940     
  1021.85        500.000                 NaN            NaN   7.53420                 NaN            NaN            NaN   2.40841                 NaN   6.89919        41.8789       0.785308        40.4940     
  1020.76        500.000                 NaN            NaN   7.53356       0.651604E-003            NaN            NaN   2.40840                 NaN   6.89919        41.8789       0.785308        40.4940     
  1019.66        500.000                 NaN            NaN   7.53420                 NaN            NaN            NaN   2.40841                 NaN   6.89919        41.8788       0.785307        40.4940     
  1018.57        500.000                 NaN            NaN   7.53420                 NaN            NaN            NaN   2.40841                 NaN   6.89919        41.8788       0.785307        40.4940     
  1017.48        500.000                 NaN            NaN   7.53420                 NaN            NaN            NaN   2.40841                 NaN   6.89919        41.8788       0.785306        40.4940     
  1016.39        500.000                 NaN            NaN   7.53421                 NaN            NaN            NaN   2.40841                 NaN   6.89919        41.8788       0.785306        40.4940     
  1015.29        500.000                 NaN            NaN   7.53421                 NaN            NaN            NaN   2.40841                 NaN   6.89919        41.8788       0.785305        40.4940     
  1014.20        500.000                 NaN            NaN   7.53421                 NaN            NaN            NaN   2.40841                 NaN   6.89920        41.8788       0.785304        40.4940     
  1013.11        500.000                 NaN            NaN   7.53422                 NaN            NaN            NaN   2.40841                 NaN   6.89920        41.8788       0.785303        40.4940     
  1012.02        500.000                 NaN            NaN   7.53421                 NaN            NaN            NaN   2.40841                 NaN   6.89920        41.8788       0.785302        40.4940     
  1010.92        500.000                 NaN            NaN   7.53422                 NaN            NaN            NaN   2.40841                 NaN   6.89920        41.8788       0.785301        40.4940     
  1009.83        500.000                 NaN            NaN   7.53422                 NaN            NaN            NaN   2.40842                 NaN   6.89920        41.8788       0.785300        40.4940     
  1008.74        500.000                 NaN            NaN   7.53422                 NaN            NaN            NaN   2.40842                 NaN   6.89921        41.8788       0.785299        40.4940     
  1007.65        500.000                 NaN            NaN   7.90922                 NaN            NaN            NaN   2.38119                 NaN   7.09389        41.3811       0.681834        40.5527     
  1006.55        500.000                 NaN            NaN   7.89237                 NaN            NaN            NaN   2.39303                 NaN   7.09286        41.3831       0.682527        40.5561     
  1005.46        500.000                 NaN            NaN   7.87539                 NaN            NaN            NaN   2.40496                 NaN   7.09178        41.3852       0.683242        40.5595     
  1004.37        500.000                 NaN            NaN   8.32309                 NaN            NaN            NaN   2.13115                 NaN   7.15206        41.2523       0.647908        40.4935     
  1003.28        500.000                 NaN            NaN   7.86826                 NaN            NaN            NaN   2.41511                 NaN   7.09227        41.3774       0.682592        40.5643     
  1002.18        500.000                 NaN            NaN   7.85268                 NaN            NaN            NaN   2.42622                 NaN   7.09136        41.3790       0.683217        40.5675     
  1001.09        500.000                 NaN            NaN   8.25682                 NaN            NaN            NaN   2.17718                 NaN   7.14723        41.2615       0.650968        40.5063     
  1000.00        500.000                 NaN            NaN   8.24877                 NaN            NaN            NaN   2.18296                 NaN   7.14608        41.2627       0.651503        40.5079     
