|6.6.6
Archiving\03_Data\eq/QFM_m4.75/WD94/WD94_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1935.90        2500.00        95.4457                 NaN   3.69470       0.859589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        95.4236                 NaN   3.71675       0.859643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        95.4015                 NaN   3.73880       0.859697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        95.3794                 NaN   3.76086       0.859751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        95.3573                 NaN   3.78291       0.859804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        95.3260                 NaN   3.81408       0.859880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        95.2948                 NaN   3.84524       0.859956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        95.2635                 NaN   3.87642       0.860033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        95.2323                 NaN   3.90760       0.860109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        95.2013                 NaN   3.93848       0.860184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        95.1704                 NaN   3.96936       0.860259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        95.1395                 NaN   4.00012       0.860334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        94.5685                 NaN   4.00363       0.860344       0.567556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        93.8747                 NaN   3.99368       0.860320        1.27126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        93.1810                 NaN   3.98373       0.860297        1.97494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        92.4874                 NaN   3.97379       0.860273        2.67857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        91.7937                 NaN   3.96384       0.860250        3.38216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        91.1002                 NaN   3.95390       0.860226        4.08572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        90.4066                 NaN   3.94395       0.860203        4.78923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        89.7131                 NaN   3.93401       0.860180        5.49271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        89.0196                 NaN   3.92407       0.860156        6.19615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        88.3696                 NaN   3.90329       0.860106        6.86701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        87.7196                 NaN   3.88252       0.860056        7.53778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        87.0698                 NaN   3.86175       0.860006        8.20848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        86.4200                 NaN   3.84099       0.859957        8.87909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        85.7702                 NaN   3.82022       0.859907        9.54963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        85.1206                 NaN   3.79946       0.859857        10.2201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        84.4710                 NaN   3.77870       0.859807        10.8905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        83.8215                 NaN   3.75794       0.859757        11.5608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        83.1894                 NaN   3.73102       0.859692        12.2199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        82.5489                 NaN   3.70009       0.859618        12.8835       0.781475E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        81.9057                 NaN   3.66636       0.859536        13.5432       0.251919E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        81.2626                 NaN   3.63263       0.859454        14.2027       0.425657E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        80.6232                 NaN   3.59345       0.859359        14.8644       0.596175E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        79.9839                 NaN   3.55428       0.859264        15.5259       0.766656E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        79.3448                 NaN   3.51511       0.859170        16.1872       0.937099E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        78.7058                 NaN   3.47596       0.859075        16.8484       0.110750                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        78.0726                 NaN   3.42677       0.858956        17.5145       0.127159                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        77.4396                 NaN   3.37760       0.858836        18.1804       0.143563                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        76.8068                 NaN   3.32844       0.858717        18.8461       0.159962                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        76.1741                 NaN   3.27930       0.858598        19.5116       0.176356                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        75.5416                 NaN   3.23016       0.858479        20.1770       0.192746                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        74.9093                 NaN   3.18105       0.858360        20.8421       0.209132                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        74.2772                 NaN   3.13194       0.858241        21.5071       0.225513                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        73.6453                 NaN   3.08285       0.858122        22.1719       0.241889                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        73.0100                 NaN   3.01855       0.857965        22.8560       0.257547                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        72.3749                 NaN   2.95428       0.857809        23.5398       0.273198                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        71.7401                 NaN   2.89003       0.857654        24.2234       0.288844                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        71.1055                 NaN   2.82580       0.857498        24.9067       0.304485                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        70.4711                 NaN   2.76159       0.857342        25.5898       0.320119                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        69.8370                 NaN   2.69741       0.857186        26.2727       0.335748                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        69.2031                 NaN   2.63325       0.857030        26.9553       0.351371                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        68.5694                 NaN   2.56912       0.856875        27.6376       0.366989                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        67.9273                 NaN   2.48887       0.856680        28.3452       0.381977                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        67.2854                 NaN   2.40865       0.856485        29.0525       0.396958                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        66.6439                 NaN   2.32847       0.856290        29.7594       0.411932                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        66.0026                 NaN   2.24833       0.856095        30.4660       0.426899                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        65.3617                 NaN   2.16822       0.855901        31.1723       0.441860                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        64.7210                 NaN   2.08816       0.855706        31.8783       0.456814                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        64.0806                 NaN   2.00812       0.855512        32.5840       0.471761                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        63.4406                 NaN   1.92813       0.855318        33.2893       0.486701                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        62.7945                 NaN   1.83168       0.855083        34.0177       0.501059                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        62.1488                 NaN   1.73529       0.854849        34.7457       0.515409                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        61.5035                 NaN   1.63895       0.854615        35.4732       0.529751                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        60.8585                 NaN   1.54266       0.854381        36.2004       0.544085                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        60.2138                 NaN   1.44642       0.854147        36.9272       0.558412                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        59.5695                 NaN   1.35024       0.853914        37.6536       0.572730                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        58.9256                 NaN   1.25411       0.853680        38.3796       0.587041                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        58.2820                 NaN   1.15803       0.853447        39.1052       0.601344                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        57.6405                 NaN   1.04486       0.853172        39.8463       0.615127                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        56.9994                 NaN  0.931754       0.852897        40.5870       0.628901                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        56.3588                 NaN  0.818723       0.852622        41.3272       0.642667                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        55.7185                 NaN  0.705765       0.852348        42.0669       0.656423                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        55.0787                 NaN  0.592879       0.852073        42.8062       0.670171                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        54.4392                 NaN  0.480066       0.851799        43.5450       0.683910                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        53.8002                 NaN  0.367326       0.851525        44.2833       0.697640                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        53.1616                 NaN  0.254658       0.851251        45.0211       0.711361                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        52.5354                 NaN  0.133829       0.850958        45.7549       0.724945                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        51.9095                 NaN  0.130822E-001  0.850664        46.4882       0.738520                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        51.3990                 NaN            NaN  0.850633        47.0017       0.748580                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        50.9078                 NaN            NaN  0.850635        47.4825       0.759068                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        50.4322                 NaN            NaN  0.850636        47.9483       0.768843                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        49.9566                 NaN            NaN  0.850637        48.4142       0.778618                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        49.4809                 NaN            NaN  0.850639        48.8800       0.788393                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        49.0053                 NaN            NaN  0.850640        49.3459       0.798168                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        48.5668                 NaN            NaN  0.850641        49.7750       0.807510                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        48.1283                 NaN            NaN  0.850643        50.2042       0.816852                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        47.6898                 NaN            NaN  0.850644        50.6333       0.826195                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        47.2513                 NaN            NaN  0.850645        51.0625       0.835537                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        46.8128                 NaN            NaN  0.850646        51.4916       0.844879                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        46.3743                 NaN            NaN  0.850647        51.9208       0.854222                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        45.9358                 NaN            NaN  0.850649        52.3499       0.863564                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        45.4973                 NaN            NaN  0.850650        52.7791       0.872906                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        44.6910                 NaN            NaN  0.850651        53.0122       0.873379       0.572752                 NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        43.6701                 NaN            NaN  0.850652        53.1321       0.868240        1.47888                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        42.7207                 NaN            NaN  0.850654        53.2356       0.862998        2.32999                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        41.7714                 NaN            NaN  0.850655        53.3391       0.857756        3.18110                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        40.9055                 NaN            NaN  0.850656        53.4370       0.851587        3.95532                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        40.0396                 NaN            NaN  0.850657        53.5348       0.845418        4.72953                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        39.1737                 NaN            NaN  0.850658        53.6327       0.839249        5.50375                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        38.3078                 NaN            NaN  0.850659        53.7305       0.833080        6.27798                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        37.6065                 NaN            NaN  0.850660        53.7987       0.826571        6.91760                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        36.9052                 NaN            NaN  0.850661        53.8668       0.820061        7.55722                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        36.2040                 NaN            NaN  0.850662        53.9350       0.813551        8.19684                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        35.5027                 NaN            NaN  0.850663        54.0031       0.807042        8.83647                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        34.8015                 NaN            NaN  0.850664        54.0712       0.800532        9.47609                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        34.1002                 NaN            NaN  0.850665        54.1394       0.794022        10.1157                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        33.3989                 NaN            NaN  0.850666        54.2075       0.787512        10.7554                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        32.6977                 NaN            NaN  0.850667        54.2757       0.781002        11.3950                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        32.1442                 NaN            NaN  0.850667        54.3206       0.773731        11.9107                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        31.5908                 NaN            NaN  0.850668        54.3656       0.766460        12.4265                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        31.0373                 NaN            NaN  0.850669        54.4106       0.759188        12.9423                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        30.4838                 NaN            NaN  0.850669        54.4555       0.751917        13.4580                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        29.9304                 NaN            NaN  0.850670        54.5005       0.744646        13.9738                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        29.3769                 NaN            NaN  0.850671        54.5455       0.737374        14.4896                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        28.8234                 NaN            NaN  0.850671        54.5904       0.730103        15.0054                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        28.2700                 NaN            NaN  0.850672        54.6354       0.722832        15.5211                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        27.8158                 NaN            NaN  0.850673        54.6653       0.714810        15.9535                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        27.3616                 NaN            NaN  0.850673        54.6951       0.706789        16.3859                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        26.9074                 NaN            NaN  0.850674        54.7250       0.698767        16.8182                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        26.4532                 NaN            NaN  0.850674        54.7548       0.690746        17.2506                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        25.9990                 NaN            NaN  0.850675        54.7847       0.682724        17.6829                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        25.5447                 NaN            NaN  0.850675        54.8146       0.674703        18.1153                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        25.0905                 NaN            NaN  0.850676        54.8444       0.666681        18.5477                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        24.6363                 NaN            NaN  0.850676        54.8743       0.658660        18.9800                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        24.2466                 NaN            NaN  0.850677        54.8956       0.649827        19.3573                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        23.8569                 NaN            NaN  0.850677        54.9168       0.640993        19.7346                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        23.4672                 NaN            NaN  0.850677        54.9381       0.632160        20.1118                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        23.0775                 NaN            NaN  0.850678        54.9594       0.623327        20.4891                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        22.6878                 NaN            NaN  0.850678        54.9807       0.614494        20.8664                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        22.2981                 NaN            NaN  0.850678        55.0019       0.605661        21.2436                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        21.9084                 NaN            NaN  0.850679        55.0232       0.596827        21.6209                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        21.5187                 NaN            NaN  0.850679        55.0445       0.587994        21.9982                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        21.1729                 NaN            NaN  0.850679        55.0610       0.578319        22.3371                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        20.8271                 NaN            NaN  0.850680        55.0776       0.568644        22.6760                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        20.4813                 NaN            NaN  0.850680        55.0942       0.558969        23.0149                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        20.1355                 NaN            NaN  0.850680        55.1108       0.549294        23.3538                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        19.7897                 NaN            NaN  0.850680        55.1274       0.539619        23.6927                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        19.4439                 NaN            NaN  0.850681        55.1439       0.529944        24.0315                 NaN            NaN            NaN            NaN            NaN
  1490.38        2500.00        19.0981                 NaN            NaN  0.850681        55.1605       0.520269        24.3704                 NaN            NaN            NaN            NaN            NaN
  1487.18        2500.00        18.7523                 NaN            NaN  0.850681        55.1771       0.510594        24.7093                 NaN            NaN            NaN            NaN            NaN
  1483.97        2500.00        18.4289                 NaN            NaN  0.850681        55.1919       0.500717        25.0278                 NaN            NaN            NaN            NaN            NaN
  1480.77        2500.00        18.1055                 NaN            NaN  0.850681        55.2067       0.490840        25.3463                 NaN            NaN            NaN            NaN            NaN
  1477.56        2500.00        17.7985                 NaN            NaN  0.850682        55.2184       0.481830        25.6506                 NaN            NaN            NaN            NaN            NaN
  1474.36        2500.00        17.3170                 NaN            NaN  0.850682        55.2377       0.482064        25.7877       0.324882                 NaN            NaN            NaN            NaN
  1471.15        2500.00        16.8193                 NaN            NaN  0.850682        55.2493       0.488665        25.8528       0.739241                 NaN            NaN            NaN            NaN
  1467.95        2500.00        16.3216                 NaN            NaN  0.850682        55.2610       0.495266        25.9178        1.15360                 NaN            NaN            NaN            NaN
  1464.74        2500.00        15.8239                 NaN            NaN  0.850683        55.2726       0.501868        25.9829        1.56796                 NaN            NaN            NaN            NaN
  1461.54        2500.00        15.3262                 NaN            NaN  0.850683        55.2843       0.508469        26.0480        1.98232                 NaN            NaN            NaN            NaN
  1458.33        2500.00        14.8813                 NaN            NaN  0.850683        55.2861       0.517566        26.1052        2.35920                 NaN            NaN            NaN            NaN
  1455.13        2500.00        14.4364                 NaN            NaN  0.850683        55.2879       0.526663        26.1623        2.73608                 NaN            NaN            NaN            NaN
  1451.92        2500.00        13.9984                 NaN            NaN  0.850684        55.2832       0.537510        26.2219        3.10821                 NaN            NaN            NaN            NaN
  1448.72        2500.00        13.4981                 NaN            NaN  0.850684        55.2286       0.575333        25.6733        3.36430       0.809718                 NaN            NaN            NaN
  1445.51        2500.00        13.4981                 NaN            NaN  0.850684        55.2286       0.575333        25.6733        3.36430       0.809718                 NaN            NaN            NaN
  1442.31        2500.00        13.4981                 NaN            NaN  0.850684        55.2286       0.575333        25.6733        3.36430       0.809718                 NaN            NaN            NaN
  1439.10        2500.00        13.4981                 NaN            NaN  0.850684        55.2286       0.575333        25.6733        3.36430       0.809718                 NaN            NaN            NaN
  1435.90        2500.00        11.9040                 NaN            NaN  0.850685        55.1231       0.655356        25.2684        4.53649        1.66202                 NaN            NaN            NaN
  1432.69        2500.00        11.9040                 NaN            NaN  0.850685        55.1231       0.655356        25.2684        4.53649        1.66202                 NaN            NaN            NaN
  1429.49        2500.00        11.9040                 NaN            NaN  0.850685        55.1231       0.655356        25.2684        4.53649        1.66202                 NaN            NaN            NaN
  1426.28        2500.00        11.9040                 NaN            NaN  0.850685        55.1231       0.655356        25.2684        4.53649        1.66202                 NaN            NaN            NaN
  1423.08        2500.00        10.5311                 NaN            NaN  0.850686        54.9981       0.736822        25.0519        5.56038        2.27108                 NaN            NaN            NaN
  1419.87        2500.00        10.5311                 NaN            NaN  0.850686        54.9981       0.736822        25.0519        5.56038        2.27108                 NaN            NaN            NaN
  1416.67        2500.00        9.92448                 NaN            NaN  0.850687        54.9316       0.777327        24.9915        6.01514        2.50927                 NaN            NaN            NaN
  1413.46        2500.00        9.64374                 NaN            NaN  0.850687        54.8966       0.797316        24.9680        6.22606        2.61756                 NaN            NaN            NaN
  1410.26        2500.00        9.34500                 NaN            NaN  0.850687        54.8758       0.815729        24.9362        6.41779        2.73479       0.240434E-001            NaN            NaN
  1407.05        2500.00        9.34500                 NaN            NaN  0.850687        54.8758       0.815729        24.9362        6.41779        2.73479       0.240434E-001            NaN            NaN
  1403.85        2500.00        9.34500                 NaN            NaN  0.850687        54.8758       0.815729        24.9362        6.41779        2.73479       0.240434E-001            NaN            NaN
  1400.64        2500.00        9.34500                 NaN            NaN  0.850687        54.8758       0.815729        24.9362        6.41779        2.73479       0.240434E-001            NaN            NaN
  1397.44        2500.00        9.34500                 NaN            NaN  0.850687        54.8758       0.815729        24.9362        6.41779        2.73479       0.240434E-001            NaN            NaN
  1394.23        2500.00        9.34500                 NaN            NaN  0.850687        54.8758       0.815729        24.9362        6.41779        2.73479       0.240434E-001            NaN            NaN
  1391.03        2500.00        9.34500                 NaN            NaN  0.850687        54.8758       0.815729        24.9362        6.41779        2.73479       0.240434E-001            NaN            NaN
  1387.82        2500.00        9.34500                 NaN            NaN  0.850687        54.8758       0.815729        24.9362        6.41779        2.73479       0.240434E-001            NaN            NaN
  1384.62        2500.00        7.07506                 NaN            NaN  0.850691        55.0647       0.883547        24.2477        3.97919        7.07354       0.825601                 NaN            NaN
  1381.41        2500.00        7.07506                 NaN            NaN  0.850691        55.0647       0.883547        24.2477        3.97919        7.07354       0.825601                 NaN            NaN
  1378.21        2500.00        7.07506                 NaN            NaN  0.850691        55.0647       0.883547        24.2477        3.97919        7.07354       0.825601                 NaN            NaN
  1375.00        2500.00        7.07506                 NaN            NaN  0.850691        55.0647       0.883547        24.2477        3.97919        7.07354       0.825601                 NaN            NaN
  1371.79        2500.00        7.07506                 NaN            NaN  0.850691        55.0647       0.883547        24.2477        3.97919        7.07354       0.825601                 NaN            NaN
  1368.59        2500.00        7.07506                 NaN            NaN  0.850691        55.0647       0.883547        24.2477        3.97919        7.07354       0.825601                 NaN            NaN
  1365.38        2500.00        7.07506                 NaN            NaN  0.850691        55.0647       0.883547        24.2477        3.97919        7.07354       0.825601                 NaN            NaN
  1362.18        2500.00        7.07506                 NaN            NaN  0.850691        55.0647       0.883547        24.2477        3.97919        7.07354       0.825601                 NaN            NaN
  1358.97        2500.00        5.58643                 NaN            NaN  0.850693        55.1456       0.943628        23.7772        7.47963        4.82386        1.39294                 NaN            NaN
  1355.77        2500.00        5.58643                 NaN            NaN  0.850693        55.1456       0.943628        23.7772        7.47963        4.82386        1.39294                 NaN            NaN
  1352.56        2500.00        5.58643                 NaN            NaN  0.850693        55.1456       0.943628        23.7772        7.47963        4.82386        1.39294                 NaN            NaN
  1349.36        2500.00        5.58643                 NaN            NaN  0.850693        55.1456       0.943628        23.7772        7.47963        4.82386        1.39294                 NaN            NaN
  1346.15        2500.00        5.58643                 NaN            NaN  0.850693        55.1456       0.943628        23.7772        7.47963        4.82386        1.39294                 NaN            NaN
  1342.95        2500.00        5.58643                 NaN            NaN  0.850693        55.1456       0.943628        23.7772        7.47963        4.82386        1.39294                 NaN            NaN
