|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/ALH/ALH_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1482.46        500.000                 NaN   99.3843       0.686515E-002            NaN  0.608796                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.13        500.000                 NaN   99.3824       0.175938E-001            NaN  0.600018                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.81        500.000                 NaN   99.3807       0.123124E-001            NaN  0.607036                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.48        500.000                 NaN   99.3787                 NaN            NaN  0.621281                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        500.000                 NaN   99.3783       0.522329E-001            NaN  0.569431                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.83        500.000                 NaN   99.3733                 NaN            NaN  0.626725                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.51        500.000                 NaN   99.3681                 NaN            NaN  0.631905                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.18        500.000       0.247993E-002   99.3588                 NaN            NaN  0.638697                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.86        500.000       0.579980E-002   99.3467                 NaN            NaN  0.647549                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.53        500.000       0.437181E-002   99.0994                 NaN            NaN  0.471407       0.424819                 NaN            NaN            NaN            NaN            NaN
  1469.21        500.000       0.359621E-002   98.9904                 NaN            NaN  0.381726       0.624313                 NaN            NaN            NaN            NaN            NaN
  1467.88        500.000       0.352150E-002   98.9969                 NaN            NaN  0.378707       0.620823                 NaN            NaN            NaN            NaN            NaN
  1466.55        500.000       0.339313E-002   99.0106                 NaN            NaN  0.612115       0.373865                 NaN            NaN            NaN            NaN            NaN
  1465.23        500.000       0.329653E-002   99.0179                 NaN            NaN  0.608160       0.370601                 NaN            NaN            NaN            NaN            NaN
  1463.90        500.000       0.317750E-002   99.0287                 NaN            NaN  0.601141       0.366988                 NaN            NaN            NaN            NaN            NaN
  1462.58        500.000       0.310794E-002   99.0385                 NaN            NaN  0.363244       0.595106                 NaN            NaN            NaN            NaN            NaN
  1461.25        500.000       0.301461E-002   99.0450                 NaN            NaN  0.591275       0.360739                 NaN            NaN            NaN            NaN            NaN
  1459.93        500.000       0.400897E-002   98.7217                 NaN            NaN  0.484350       0.789923                 NaN            NaN            NaN            NaN            NaN
  1458.60        500.000       0.182159E-002   99.3947                 NaN            NaN  0.228719       0.374781                 NaN            NaN            NaN            NaN            NaN
  1457.28        500.000       0.272290E-002   99.0726                 NaN            NaN  0.350730       0.573937                 NaN            NaN            NaN            NaN            NaN
  1455.95        500.000       0.266733E-002   99.0807                 NaN            NaN  0.347037       0.569636                 NaN            NaN            NaN            NaN            NaN
  1454.63        500.000       0.258921E-002   99.0888                 NaN            NaN  0.343787       0.564857                 NaN            NaN            NaN            NaN            NaN
  1453.30        500.000       0.250196E-002   99.0937                 NaN            NaN  0.341687       0.562097                 NaN            NaN            NaN            NaN            NaN
  1451.97        500.000       0.243386E-002   99.1043                 NaN            NaN  0.337851       0.555446                 NaN            NaN            NaN            NaN            NaN
  1450.65        500.000       0.234330E-002   99.1123                 NaN            NaN  0.550683       0.334645                 NaN            NaN            NaN            NaN            NaN
  1449.32        500.000       0.226459E-002   99.1189                 NaN            NaN  0.546725       0.332063                 NaN            NaN            NaN            NaN            NaN
  1448.00        500.000       0.220006E-002   99.1258                 NaN            NaN  0.329509       0.542487                 NaN            NaN            NaN            NaN            NaN
  1446.67        500.000       0.212107E-002   99.1338                 NaN            NaN  0.537583       0.326505                 NaN            NaN            NaN            NaN            NaN
  1445.35        500.000       0.204341E-002   99.1414                 NaN            NaN  0.533115       0.323393                 NaN            NaN            NaN            NaN            NaN
  1444.02        500.000       0.196877E-002   99.1486                 NaN            NaN  0.528904       0.320545                 NaN            NaN            NaN            NaN            NaN
  1442.70        500.000       0.191188E-002   99.1539                 NaN            NaN  0.526091       0.318102                 NaN            NaN            NaN            NaN            NaN
  1441.37        500.000       0.182961E-002   99.1621                 NaN            NaN  0.315450       0.520644                 NaN            NaN            NaN            NaN            NaN
  1440.05        500.000       0.175065E-002   99.1693                 NaN            NaN  0.516710       0.312210                 NaN            NaN            NaN            NaN            NaN
  1438.72        500.000       0.170283E-002   99.1757                 NaN            NaN  0.512944       0.309676                 NaN            NaN            NaN            NaN            NaN
  1437.39        500.000       0.163275E-002   99.1824                 NaN            NaN  0.307351       0.508580                 NaN            NaN            NaN            NaN            NaN
  1436.07        500.000       0.156539E-002   99.1889                 NaN            NaN  0.304585       0.504929                 NaN            NaN            NaN            NaN            NaN
  1434.74        500.000       0.150338E-002   99.1952                 NaN            NaN  0.501168       0.302104                 NaN            NaN            NaN            NaN            NaN
  1433.42        500.000       0.195756E-002   98.8810                 NaN            NaN  0.697323       0.419742                 NaN            NaN            NaN            NaN            NaN
  1432.09        500.000       0.820901E-003   99.5336                 NaN            NaN  0.175637       0.289989                 NaN            NaN            NaN            NaN            NaN
  1430.77        500.000       0.133068E-002   99.2114                 NaN            NaN  0.295697       0.491567                 NaN            NaN            NaN            NaN            NaN
  1429.44        500.000       0.127179E-002   99.2219                 NaN            NaN  0.291638       0.485204                 NaN            NaN            NaN            NaN            NaN
  1428.12        500.000       0.121183E-002   99.2259                 NaN            NaN  0.289932       0.483002                 NaN            NaN            NaN            NaN            NaN
  1426.79        500.000       0.115325E-002   99.2319                 NaN            NaN  0.287570       0.479420                 NaN            NaN            NaN            NaN            NaN
  1425.47        500.000       0.109090E-002   99.2372                 NaN            NaN  0.285433       0.476308                 NaN            NaN            NaN            NaN            NaN
  1424.14        500.000       0.104705E-002   99.2417                 NaN            NaN  0.282827       0.474434                 NaN            NaN            NaN            NaN            NaN
  1422.81        500.000       0.991372E-003   99.2501                 NaN            NaN  0.468395       0.280502                 NaN            NaN            NaN            NaN            NaN
  1421.49        500.000       0.938145E-003   99.2539                 NaN            NaN  0.278743       0.466380                 NaN            NaN            NaN            NaN            NaN
  1420.16        500.000       0.901274E-003   99.2569                 NaN            NaN  0.277030       0.465134                 NaN            NaN            NaN            NaN            NaN
  1418.84        500.000       0.843883E-003   99.2662                 NaN            NaN  0.273714       0.459208                 NaN            NaN            NaN            NaN            NaN
  1417.51        500.000       0.783708E-003   99.2703                 NaN            NaN  0.272121       0.456811                 NaN            NaN            NaN            NaN            NaN
  1416.19        500.000       0.347665E-002   98.3193                 NaN            NaN  0.680544       0.571510                 NaN  0.425189                 NaN            NaN            NaN
  1414.86        500.000                 NaN   98.1274                 NaN            NaN  0.598954       0.758413                 NaN  0.515228                 NaN            NaN            NaN
  1413.54        500.000                 NaN   98.1576                 NaN            NaN  0.745686       0.589863                 NaN  0.506898                 NaN            NaN            NaN
  1412.21        500.000                 NaN   98.1861                 NaN            NaN  0.733575       0.581129                 NaN  0.499214                 NaN            NaN            NaN
  1410.89        500.000                 NaN   98.2212                 NaN            NaN  0.719503       0.570105                 NaN  0.489143                 NaN            NaN            NaN
  1409.56        500.000                 NaN   98.2456                 NaN            NaN  0.709309       0.562613                 NaN  0.482453                 NaN            NaN            NaN
  1408.24        500.000                 NaN   98.2758                 NaN            NaN  0.696492       0.553453                 NaN  0.474209                 NaN            NaN            NaN
  1406.91        500.000                 NaN   98.3014                 NaN            NaN  0.686053       0.545459                 NaN  0.467068                 NaN            NaN            NaN
  1405.58        500.000                 NaN   98.3275                 NaN            NaN  0.537261       0.675469                 NaN  0.459728                 NaN            NaN            NaN
  1404.26        500.000                 NaN   98.3531                 NaN            NaN  0.664419       0.529853                 NaN  0.452603                 NaN            NaN            NaN
  1402.93        500.000                 NaN   98.3751                 NaN            NaN  0.655840       0.522713                 NaN  0.446384                 NaN            NaN            NaN
  1401.61        500.000                 NaN   98.4031                 NaN            NaN  0.513687       0.644587                 NaN  0.438623                 NaN            NaN            NaN
  1400.28        500.000                 NaN   98.4252                 NaN            NaN  0.506825       0.635538                 NaN  0.432403                 NaN            NaN            NaN
  1398.96        500.000                 NaN   98.4468                 NaN            NaN  0.626596       0.500240                 NaN  0.426375                 NaN            NaN            NaN
  1397.63        500.000                 NaN   98.4692                 NaN            NaN  0.617275       0.493350                 NaN  0.420173                 NaN            NaN            NaN
  1396.31        500.000                 NaN   98.4867                 NaN            NaN  0.609642       0.488410                 NaN  0.415243                 NaN            NaN            NaN
  1394.98        500.000                 NaN   98.5182                 NaN            NaN  0.598328       0.477277                 NaN  0.406186                 NaN            NaN            NaN
  1393.66        500.000                 NaN   98.5324                 NaN            NaN  0.591879       0.473403                 NaN  0.402328                 NaN            NaN            NaN
  1392.33        500.000                 NaN   98.5529                 NaN            NaN  0.466617       0.583888                 NaN  0.396597                 NaN            NaN            NaN
  1391.00        500.000                 NaN   98.5717                 NaN            NaN  0.575874       0.461169                 NaN  0.391265                 NaN            NaN            NaN
  1389.68        500.000                 NaN   98.5911                 NaN            NaN  0.454436       0.568534                 NaN  0.385917                 NaN            NaN            NaN
  1388.35        500.000                 NaN   98.6100                 NaN            NaN  0.560716       0.448538                 NaN  0.380734                 NaN            NaN            NaN
  1387.03        500.000                 NaN   98.6285                 NaN            NaN  0.442704       0.553266                 NaN  0.375528                 NaN            NaN            NaN
  1385.70        500.000                 NaN   98.6470                 NaN            NaN  0.436624       0.546185                 NaN  0.370154                 NaN            NaN            NaN
  1384.38        500.000                 NaN   98.6632                 NaN            NaN  0.540095       0.431144                 NaN  0.365597                 NaN            NaN            NaN
  1383.05        500.000                 NaN   98.6773                 NaN            NaN  0.534208       0.426854                 NaN  0.361683                 NaN            NaN            NaN
  1381.73        500.000                 NaN   98.6975                 NaN            NaN  0.419874       0.526934                 NaN  0.355729                 NaN            NaN            NaN
  1380.40        500.000                 NaN   98.7110                 NaN            NaN  0.415512       0.521658                 NaN  0.351822                 NaN            NaN            NaN
  1379.08        500.000                 NaN   98.7274                 NaN            NaN  0.410349       0.514935                 NaN  0.347281                 NaN            NaN            NaN
  1377.75        500.000                 NaN   98.7422                 NaN            NaN  0.405775       0.509068                 NaN  0.342950                 NaN            NaN            NaN
  1376.42        500.000                 NaN   98.7567                 NaN            NaN  0.503788       0.400652                 NaN  0.338839                 NaN            NaN            NaN
  1375.10        500.000                 NaN   98.7710                 NaN            NaN  0.396361       0.497770                 NaN  0.334859                 NaN            NaN            NaN
  1373.77        500.000                 NaN   98.7855                 NaN            NaN  0.391235       0.492565                 NaN  0.330655                 NaN            NaN            NaN
  1372.45        500.000                 NaN   98.7991                 NaN            NaN  0.386865       0.487308                 NaN  0.326768                 NaN            NaN            NaN
  1371.12        500.000                 NaN   98.8131                 NaN            NaN  0.482091       0.382018                 NaN  0.322789                 NaN            NaN            NaN
  1369.80        500.000                 NaN   98.8262                 NaN            NaN  0.377933       0.476870                 NaN  0.318953                 NaN            NaN            NaN
  1368.47        500.000                 NaN   98.8387                 NaN            NaN  0.472349       0.373590                 NaN  0.315397                 NaN            NaN            NaN
  1367.15        500.000                 NaN   98.8513                 NaN            NaN  0.369163       0.467759                 NaN  0.311784                 NaN            NaN            NaN
  1365.82        500.000                 NaN   98.8630                 NaN            NaN  0.365543       0.463100                 NaN  0.308379                 NaN            NaN            NaN
  1364.50        500.000                 NaN   98.8726                 NaN            NaN  0.362614       0.459462                 NaN  0.305287                 NaN            NaN            NaN
  1363.17        500.000                 NaN   98.8891                 NaN            NaN  0.453411       0.356775                 NaN  0.300716                 NaN            NaN            NaN
  1361.84        500.000                 NaN   98.8990                 NaN            NaN  0.449935       0.353052                 NaN  0.297998                 NaN            NaN            NaN
  1360.52        500.000                 NaN   98.9106                 NaN            NaN  0.348720       0.445997                 NaN  0.294658                 NaN            NaN            NaN
  1359.19        500.000                 NaN   98.9190                 NaN            NaN  0.442071       0.346842                 NaN  0.292089                 NaN            NaN            NaN
  1357.87        500.000                 NaN   98.9318                 NaN            NaN  0.437053       0.342681                 NaN  0.288418                 NaN            NaN            NaN
  1356.54        500.000                 NaN   98.9436                 NaN            NaN  0.433691       0.337668                 NaN  0.285001                 NaN            NaN            NaN
  1355.22        500.000                 NaN   98.9539                 NaN            NaN  0.429777       0.334204                 NaN  0.282161                 NaN            NaN            NaN
  1353.89        500.000                 NaN   98.9630                 NaN            NaN  0.331026       0.426582                 NaN  0.279389                 NaN            NaN            NaN
  1352.57        500.000                 NaN   98.9736                 NaN            NaN  0.422574       0.327377                 NaN  0.276417                 NaN            NaN            NaN
  1351.24        500.000                 NaN   98.9825                 NaN            NaN  0.419438       0.324253                 NaN  0.273812                 NaN            NaN            NaN
  1349.92        500.000                 NaN   98.9926                 NaN            NaN  0.320390       0.416148                 NaN  0.270830                 NaN            NaN            NaN
  1348.59        500.000                 NaN   99.0013                 NaN            NaN  0.317236       0.413230                 NaN  0.268230                 NaN            NaN            NaN
  1347.26        500.000                 NaN   99.0106                 NaN            NaN  0.409790       0.313985                 NaN  0.265604                 NaN            NaN            NaN
  1345.94        500.000                 NaN   99.0176                 NaN            NaN  0.406922       0.311839                 NaN  0.263641                 NaN            NaN            NaN
  1344.61        500.000                 NaN   99.0297                 NaN            NaN  0.403209       0.307190                 NaN  0.259917                 NaN            NaN            NaN
  1343.29        500.000                 NaN   99.0370                 NaN            NaN  0.304037       0.401056                 NaN  0.257908                 NaN            NaN            NaN
  1341.96        500.000                 NaN   99.0451                 NaN            NaN  0.301603       0.397776                 NaN  0.255496                 NaN            NaN            NaN
  1340.64        500.000                 NaN   99.0510                 NaN            NaN  0.298456       0.396506                 NaN  0.254056                 NaN            NaN            NaN
  1339.31        500.000                 NaN   99.0654                 NaN            NaN  0.390646       0.294522                 NaN  0.249435                 NaN            NaN            NaN
  1337.99        500.000                 NaN   99.0686                 NaN            NaN  0.390133       0.292657                 NaN  0.248591                 NaN            NaN            NaN
  1336.66        500.000                 NaN   99.0770                 NaN            NaN  0.387450       0.289339                 NaN  0.246218                 NaN            NaN            NaN
  1335.34        500.000                 NaN   99.0849                 NaN            NaN  0.286567       0.384683                 NaN  0.243867                 NaN            NaN            NaN
  1334.01        500.000                 NaN   99.0918                 NaN            NaN  0.283130       0.383018                 NaN  0.242048                 NaN            NaN            NaN
  1332.69        500.000                 NaN   99.1002                 NaN            NaN  0.280811       0.379676                 NaN  0.239326                 NaN            NaN            NaN
  1331.36        500.000                 NaN   99.1052                 NaN            NaN  0.378525       0.278306                 NaN  0.237992                 NaN            NaN            NaN
  1330.03        500.000                 NaN   99.1138                 NaN            NaN  0.375473       0.275372                 NaN  0.235373                 NaN            NaN            NaN
  1328.71        500.000                 NaN   99.1193                 NaN            NaN  0.374594       0.272329                 NaN  0.233780                 NaN            NaN            NaN
  1327.38        500.000                 NaN   99.1257                 NaN            NaN  0.269847       0.372658                 NaN  0.231800                 NaN            NaN            NaN
  1326.06        500.000                 NaN   99.1327                 NaN            NaN  0.370721       0.266700                 NaN  0.229878                 NaN            NaN            NaN
  1324.73        500.000                 NaN   99.1389                 NaN            NaN  0.264028       0.368921                 NaN  0.228119                 NaN            NaN            NaN
  1323.41        500.000                 NaN   99.1462                 NaN            NaN  0.366641       0.261194                 NaN  0.225955                 NaN            NaN            NaN
  1322.08        500.000                 NaN   99.1527                 NaN            NaN  0.258343       0.364750                 NaN  0.224208                 NaN            NaN            NaN
  1320.76        500.000                 NaN   99.1569                 NaN            NaN  0.256035       0.364329                 NaN  0.222759                 NaN            NaN            NaN
  1319.43        500.000                 NaN   99.1645                 NaN            NaN  0.361908       0.253049                 NaN  0.220589                 NaN            NaN            NaN
  1318.11        500.000                 NaN   99.1701                 NaN            NaN  0.251197       0.359604                 NaN  0.219099                 NaN            NaN            NaN
  1316.78        500.000                 NaN   99.1746                 NaN            NaN  0.247861       0.359909                 NaN  0.217632                 NaN            NaN            NaN
  1315.45        500.000                 NaN   99.1800                 NaN            NaN  0.245653       0.358238                 NaN  0.216092                 NaN            NaN            NaN
  1314.13        500.000                 NaN   99.1849                 NaN            NaN  0.357711       0.242748                 NaN  0.214644                 NaN            NaN            NaN
  1312.80        500.000                 NaN   99.1904                 NaN            NaN  0.239680       0.356851                 NaN  0.213057                 NaN            NaN            NaN
  1311.48        500.000                 NaN   99.1967                 NaN            NaN  0.236620       0.355304                 NaN  0.211352                 NaN            NaN            NaN
  1310.15        500.000                 NaN   99.2011                 NaN            NaN  0.355715       0.233099                 NaN  0.210053                 NaN            NaN            NaN
  1308.83        500.000                 NaN   99.2064                 NaN            NaN  0.230767       0.354232                 NaN  0.208594                 NaN            NaN            NaN
  1307.50        500.000                 NaN   99.2110                 NaN            NaN  0.353525       0.228286                 NaN  0.207180                 NaN            NaN            NaN
  1306.18        500.000                 NaN   99.2158                 NaN            NaN  0.224585       0.353697                 NaN  0.205885                 NaN            NaN            NaN
  1304.85        500.000                 NaN   99.2202                 NaN            NaN  0.222179       0.352920                 NaN  0.204686                 NaN            NaN            NaN
  1303.53        500.000                 NaN   99.2244                 NaN            NaN  0.353169       0.219018                 NaN  0.203372                 NaN            NaN            NaN
  1302.20        500.000                 NaN   99.2293                 NaN            NaN  0.352953       0.215695                 NaN  0.202070                 NaN            NaN            NaN
  1300.87        500.000                 NaN   99.2341                 NaN            NaN  0.354093       0.211006                 NaN  0.200841                 NaN            NaN            NaN
  1299.55        500.000                 NaN   99.1896                 NaN            NaN  0.276117       0.286794                 NaN  0.209474       0.380595E-001            NaN            NaN
  1298.22        500.000                 NaN   99.2190                 NaN  0.231144       0.190709                 NaN            NaN  0.284366       0.748087E-001            NaN            NaN
  1296.90        500.000                 NaN   99.1612                 NaN            NaN  0.654683       0.197722E-002            NaN  0.154410       0.277326E-001            NaN            NaN
  1295.57        500.000                 NaN   99.2251                 NaN            NaN  0.392356       0.132566                 NaN  0.198828       0.511889E-001            NaN            NaN
  1294.25        500.000                 NaN   99.2085                 NaN            NaN  0.248888       0.292848                 NaN  0.203979       0.458250E-001            NaN            NaN
  1292.92        500.000                 NaN   99.2120                 NaN            NaN  0.249279       0.290113                 NaN  0.203452       0.451715E-001            NaN            NaN
  1291.60        500.000                 NaN   99.2166                 NaN            NaN  0.252312       0.284191                 NaN  0.202604       0.443396E-001            NaN            NaN
  1290.27        500.000                 NaN   99.2278                 NaN            NaN  0.283459       0.246211                 NaN  0.199332       0.432017E-001            NaN            NaN
  1288.95        500.000                 NaN   99.2321                 NaN            NaN  0.249575       0.277370                 NaN  0.198612       0.423902E-001            NaN            NaN
  1287.62        500.000                 NaN   99.2384                 NaN            NaN  0.250183       0.273004                 NaN  0.197031       0.414104E-001            NaN            NaN
  1286.29        500.000                 NaN   99.2462                 NaN            NaN  0.248974       0.268946                 NaN  0.195243       0.406029E-001            NaN            NaN
  1284.97        500.000                 NaN   99.2521                 NaN            NaN  0.250874       0.263609                 NaN  0.193754       0.396945E-001            NaN            NaN
  1283.64        500.000                 NaN   99.2609                 NaN            NaN  0.235009       0.272984                 NaN  0.191813       0.393329E-001            NaN            NaN
  1282.32        500.000                 NaN   99.2612                 NaN            NaN  0.269288       0.240530                 NaN  0.191375       0.375668E-001            NaN            NaN
  1280.99        500.000                 NaN   99.2693                 NaN            NaN  0.240025       0.263995                 NaN  0.189773       0.369122E-001            NaN            NaN
  1279.67        500.000                 NaN   99.2766                 NaN            NaN  0.259789       0.239375                 NaN  0.187872       0.363744E-001            NaN            NaN
  1278.34        500.000                 NaN   93.3726                 NaN            NaN   2.09983                 NaN            NaN  0.852311       0.218973        3.45626                 NaN
  1277.02        500.000                 NaN   89.1793                 NaN            NaN   3.24013                 NaN            NaN   1.32268       0.341898        5.91596                 NaN
  1275.69        500.000                 NaN   90.1921                 NaN            NaN   2.96088                 NaN            NaN   1.20601       0.305316        5.33568                 NaN
  1274.37        500.000                 NaN   91.0646                 NaN            NaN   2.71418                 NaN            NaN   1.10331       0.275792        4.84211                 NaN
  1273.04        500.000                 NaN   91.7684                 NaN            NaN   2.51901                 NaN            NaN   1.02201       0.250419        4.44019                 NaN
  1271.71        500.000                 NaN   92.4548                 NaN            NaN   2.31354                 NaN            NaN  0.937539       0.230248        4.06382                 NaN
  1270.39        500.000                 NaN   92.8666                 NaN  0.210830E-001   2.19240                 NaN            NaN  0.893360       0.212671        3.81388                 NaN
  1269.06        500.000                 NaN   93.4142                 NaN  0.318407E-001   2.01129                 NaN            NaN  0.827680       0.196477        3.51852                 NaN
  1267.74        500.000                 NaN   93.8310                 NaN  0.163574E-001   1.90951                 NaN            NaN  0.778180       0.181448        3.28349                 NaN
  1266.41        500.000                 NaN   94.1981                 NaN  0.355195E-001   1.77984                 NaN            NaN  0.733320       0.170828        3.08237                 NaN
  1265.09        500.000                 NaN   94.5282                 NaN  0.378741E-001   1.68034                 NaN            NaN  0.693167       0.160238        2.90022                 NaN
  1263.76        500.000                 NaN   94.8278                 NaN  0.233784E-001   1.60875                 NaN            NaN  0.656939       0.149525        2.73364                 NaN
  1262.44        500.000                 NaN   95.0886                 NaN  0.345069E-001   1.51958                 NaN            NaN  0.624515       0.141730        2.59105                 NaN
  1261.11        500.000                 NaN   95.3302                 NaN  0.299378E-001   1.45320                 NaN            NaN  0.594783       0.133528        2.45833                 NaN
  1259.79        500.000                 NaN   95.5475                 NaN  0.303334E-001   1.38854                 NaN            NaN  0.567743       0.126433        2.33942                 NaN
  1258.46        500.000                 NaN   95.7478                 NaN  0.279716E-001   1.33118                 NaN            NaN  0.542776       0.119727        2.23054                 NaN
  1257.14        500.000                 NaN   95.9321                 NaN  0.281681E-001   1.27643                 NaN            NaN  0.519634       0.113618        2.13000                 NaN
  1255.81        500.000                 NaN   96.1025                 NaN  0.236913E-001   1.23040                 NaN            NaN  0.498167       0.107759        2.03749                 NaN
  1254.48        500.000                 NaN   96.2568                 NaN  0.271535E-001   1.17989                 NaN            NaN  0.478375       0.102877        1.95494                 NaN
  1253.16        500.000                 NaN   96.4022                 NaN  0.223578E-001   1.14236                 NaN            NaN  0.459986       0.976358E-001   1.87544                 NaN
  1251.83        500.000                 NaN   96.5372                 NaN  0.281383E-001   1.09428                 NaN            NaN  0.442416       0.935258E-001   1.80440                 NaN
  1250.51        500.000                 NaN   97.3913                 NaN  0.208870       0.555289                 NaN            NaN  0.361915       0.700147E-001   1.41260                 NaN
  1249.18        500.000                 NaN   96.0440                 NaN            NaN   1.35927                 NaN            NaN  0.490704       0.103297        2.00276                 NaN
  1247.86        500.000                 NaN   96.9189                 NaN            NaN   1.00278                 NaN            NaN  0.386709       0.834915E-001   1.60815                 NaN
  1246.53        500.000                 NaN   97.0103                 NaN            NaN  0.978403                 NaN            NaN  0.377369       0.785668E-001   1.55535                 NaN
  1245.21        500.000                 NaN   97.1107                 NaN            NaN  0.947150                 NaN            NaN  0.364251       0.751084E-001   1.50276                 NaN
  1243.88        500.000                 NaN   97.1971                 NaN            NaN  0.923020                 NaN            NaN  0.355010       0.707520E-001   1.45407                 NaN
  1242.56        500.000                 NaN   97.2877                 NaN  0.322567E-005  0.893224                 NaN            NaN  0.341170       0.687335E-001   1.40915                 NaN
