|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.25/K22/K22_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1566.20        500.000        99.1832       0.798783       0.179672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.71        500.000        99.1917       0.790626       0.176335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.23        500.000        99.1592       0.823007       0.178228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.74        500.000        99.2410       0.744997       0.140029E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.26        500.000        99.2099       0.775967       0.141297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.77        500.000        99.2171       0.770975       0.118776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.28        500.000        99.1607       0.825310       0.140042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.80        500.000        99.2946       0.694886       0.104902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.31        500.000        99.2371       0.751650       0.112096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.83        500.000        99.2462       0.741862       0.119549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.34        500.000        99.2492       0.743300       0.745860E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.85        500.000        99.2569       0.733023       0.100406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.37        500.000        99.2626       0.729517       0.785407E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.88        500.000        99.2697       0.722111       0.816637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.40        500.000        99.2757       0.717835       0.644057E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.91        500.000        99.2805       0.713421       0.609866E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.42        500.000        99.2858       0.709756       0.443822E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.94        500.000        99.2919       0.705214       0.293512E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.45        500.000        99.2747       0.723757       0.152087E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.96        500.000        99.3230       0.673348       0.362633E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.48        500.000        99.3111       0.618528       0.703398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.99        500.000        99.3119       0.688133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.51        500.000        99.1935       0.683036       0.123417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.02        500.000        99.4744       0.525616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.53        500.000        99.3293       0.670740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.05        500.000        99.3320       0.667976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.56        500.000        99.3402       0.655377       0.441722E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.08        500.000        99.3449       0.655124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.59        500.000        99.3471       0.652921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        500.000        99.3527       0.647336       0.152211E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.62        500.000        99.3296       0.659084       0.113510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.13        500.000        99.3891       0.610859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.65        500.000        99.3657       0.634262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.16        500.000        99.3701       0.629890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.67        500.000        99.3719       0.628118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.19        500.000        99.3807       0.619313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.70        500.000        99.3826       0.617379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.22        500.000        99.3866       0.613365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.73        500.000        99.3900       0.610039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.24        500.000        99.3941       0.605938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.76        500.000        99.3988       0.601180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.27        500.000        99.4028       0.597199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.78        500.000        99.4063       0.593745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.30        500.000        99.4103       0.589688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.81        500.000        99.4123       0.587738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.33        500.000        99.4193       0.580700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.84        500.000        99.4199       0.580084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.35        500.000        99.4243       0.575680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.87        500.000        99.4249       0.575078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.38        500.000        99.4302       0.569766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.90        500.000        99.4339       0.566054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.41        500.000        99.4381       0.561855       0.368099E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.92        500.000        99.4345       0.545517                 NaN  0.199955E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1487.44        500.000        99.2883       0.642433E-001            NaN  0.647466                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.95        500.000        99.2790                 NaN            NaN  0.721027                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.47        500.000        99.4378                 NaN            NaN  0.562160                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.98        500.000        99.1122                 NaN            NaN  0.887796                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.49        500.000        99.2731                 NaN            NaN  0.726927                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.01        500.000        99.5389       0.409013                 NaN  0.520630E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1478.52        500.000        98.5734                 NaN            NaN  0.609413       0.817144                 NaN            NaN            NaN            NaN            NaN
  1477.03        500.000        98.8019                 NaN            NaN  0.686413       0.511707                 NaN            NaN            NaN            NaN            NaN
  1475.55        500.000        98.8149                 NaN            NaN  0.505512       0.679629                 NaN            NaN            NaN            NaN            NaN
  1474.06        500.000        98.8284                 NaN            NaN  0.498956       0.672595                 NaN            NaN            NaN            NaN            NaN
  1472.58        500.000        98.8410                 NaN            NaN  0.493233       0.665783                 NaN            NaN            NaN            NaN            NaN
  1471.09        500.000        98.8514                 NaN            NaN  0.660243       0.488354                 NaN            NaN            NaN            NaN            NaN
  1469.60        500.000        98.8670                 NaN            NaN  0.481001       0.652042                 NaN            NaN            NaN            NaN            NaN
  1468.12        500.000        98.4657                 NaN            NaN  0.885804       0.648525                 NaN            NaN            NaN            NaN            NaN
  1466.63        500.000        99.3256                 NaN            NaN  0.387849       0.286576                 NaN            NaN            NaN            NaN            NaN
  1465.15        500.000        98.8735                 NaN            NaN  0.651173       0.475314                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.9150                 NaN            NaN  0.457535       0.627450                 NaN            NaN            NaN            NaN            NaN
  1462.17        500.000        98.6302                 NaN            NaN  0.575947       0.793862                 NaN            NaN            NaN            NaN            NaN
  1460.69        500.000        99.2299                 NaN            NaN  0.324629       0.445447                 NaN            NaN            NaN            NaN            NaN
  1459.20        500.000        98.9439                 NaN            NaN  0.443394       0.612710                 NaN            NaN            NaN            NaN            NaN
  1457.72        500.000        98.9566                 NaN            NaN  0.437611       0.605797                 NaN            NaN            NaN            NaN            NaN
  1456.23        500.000        98.9625                 NaN            NaN  0.603737       0.433796                 NaN            NaN            NaN            NaN            NaN
  1454.74        500.000        98.9800                 NaN            NaN  0.426647       0.593327                 NaN            NaN            NaN            NaN            NaN
  1453.26        500.000        98.9862                 NaN            NaN  0.590971       0.422802                 NaN            NaN            NaN            NaN            NaN
  1451.77        500.000        98.9854                 NaN            NaN  0.592136       0.422472                 NaN            NaN            NaN            NaN            NaN
  1450.29        500.000        99.0163                 NaN            NaN  0.575531       0.408164                 NaN            NaN            NaN            NaN            NaN
  1448.80        500.000        99.0157                 NaN            NaN  0.575458       0.408830                 NaN            NaN            NaN            NaN            NaN
  1447.31        500.000        99.0247                 NaN            NaN  0.570092       0.405199                 NaN            NaN            NaN            NaN            NaN
  1445.83        500.000        99.0341                 NaN            NaN  0.565983       0.399882                 NaN            NaN            NaN            NaN            NaN
  1444.34        500.000        99.0425                 NaN            NaN  0.561353       0.396118                 NaN            NaN            NaN            NaN            NaN
  1442.85        500.000        99.0518                 NaN            NaN  0.391593       0.556608                 NaN            NaN            NaN            NaN            NaN
  1441.37        500.000        99.0586                 NaN            NaN  0.553453       0.387964                 NaN            NaN            NaN            NaN            NaN
  1439.88        500.000        99.0720                 NaN            NaN  0.545709       0.382341                 NaN            NaN            NaN            NaN            NaN
  1438.40        500.000        99.0776                 NaN            NaN  0.543352       0.379001                 NaN            NaN            NaN            NaN            NaN
  1436.91        500.000        99.0381                 NaN            NaN  0.396214       0.546022       0.196673E-001            NaN            NaN            NaN            NaN
  1435.42        500.000        97.2681                 NaN            NaN  0.791931        1.18227       0.757656                 NaN            NaN            NaN            NaN
  1433.94        500.000        97.3337                 NaN            NaN   1.15355       0.772971       0.739794                 NaN            NaN            NaN            NaN
  1432.45        500.000        97.3955                 NaN            NaN   1.12659       0.755274       0.722616                 NaN            NaN            NaN            NaN
  1430.97        500.000        97.4589                 NaN            NaN  0.736520        1.09912       0.705472                 NaN            NaN            NaN            NaN
  1429.48        500.000        97.5152                 NaN            NaN   1.07456       0.720176       0.690085                 NaN            NaN            NaN            NaN
  1427.99        500.000        97.5704                 NaN            NaN  0.704467        1.05025       0.674843                 NaN            NaN            NaN            NaN
  1426.51        500.000        97.6230                 NaN            NaN   1.02693       0.689785       0.660257                 NaN            NaN            NaN            NaN
  1425.02        500.000        97.6706                 NaN            NaN  0.675269        1.00671       0.647395                 NaN            NaN            NaN            NaN
  1423.54        500.000        97.7282                 NaN            NaN  0.658493       0.982214       0.631097                 NaN            NaN            NaN            NaN
  1422.05        500.000        97.7721                 NaN            NaN  0.645550       0.963081       0.619274                 NaN            NaN            NaN            NaN
  1420.56        500.000        97.8172                 NaN            NaN  0.632633       0.943437       0.606761                 NaN            NaN            NaN            NaN
  1419.08        500.000        97.8584                 NaN            NaN  0.925731       0.620083       0.595772                 NaN            NaN            NaN            NaN
  1417.59        500.000        97.9126                 NaN            NaN  0.604637       0.902594       0.580145                 NaN            NaN            NaN            NaN
  1416.11        500.000        97.9455                 NaN            NaN  0.595201       0.888075       0.571235                 NaN            NaN            NaN            NaN
  1414.62        500.000        97.9868                 NaN            NaN  0.582321       0.871111       0.559788                 NaN            NaN            NaN            NaN
  1413.13        500.000        98.0253                 NaN            NaN  0.854439       0.571222       0.549045                 NaN            NaN            NaN            NaN
  1411.65        500.000        98.0609                 NaN            NaN  0.560429       0.839423       0.539250                 NaN            NaN            NaN            NaN
  1410.16        500.000        98.0958                 NaN            NaN  0.550949       0.823912       0.529352                 NaN            NaN            NaN            NaN
  1408.67        500.000        98.1375                 NaN            NaN  0.807648       0.537121       0.517710                 NaN            NaN            NaN            NaN
  1407.19        500.000        98.1661                 NaN            NaN  0.529157       0.795000       0.509785                 NaN            NaN            NaN            NaN
  1405.70        500.000        98.1974                 NaN            NaN  0.782370       0.518883       0.501335                 NaN            NaN            NaN            NaN
  1404.22        500.000        98.2350                 NaN            NaN  0.508322       0.766150       0.490564                 NaN            NaN            NaN            NaN
  1402.73        500.000        98.2611                 NaN            NaN  0.754727       0.500711       0.483455                 NaN            NaN            NaN            NaN
  1401.24        500.000        98.2922                 NaN            NaN  0.491155       0.742107       0.474533                 NaN            NaN            NaN            NaN
  1399.76        500.000        98.3212                 NaN            NaN  0.482299       0.730015       0.466508                 NaN            NaN            NaN            NaN
  1398.27        500.000        98.3489                 NaN            NaN  0.718449       0.474068       0.458592                 NaN            NaN            NaN            NaN
  1396.79        500.000        98.3758                 NaN            NaN  0.465710       0.707402       0.451082                 NaN            NaN            NaN            NaN
  1395.30        500.000        98.3982                 NaN            NaN  0.458886       0.697820       0.445081                 NaN            NaN            NaN            NaN
  1393.81        500.000        98.4310                 NaN            NaN  0.684701       0.449022       0.435286                 NaN            NaN            NaN            NaN
  1392.33        500.000        98.4525                 NaN            NaN  0.442338       0.675835       0.429313                 NaN            NaN            NaN            NaN
  1390.84        500.000        98.4772                 NaN            NaN  0.665415       0.435032       0.422373                 NaN            NaN            NaN            NaN
  1389.36        500.000        98.5011                 NaN            NaN  0.655587       0.427723       0.415620                 NaN            NaN            NaN            NaN
  1387.87        500.000        98.5230                 NaN            NaN  0.646629       0.420901       0.409486                 NaN            NaN            NaN            NaN
  1386.38        500.000        98.5453                 NaN            NaN  0.414122       0.637528       0.403003                 NaN            NaN            NaN            NaN
  1384.90        500.000        98.5672                 NaN            NaN  0.407534       0.628512       0.396772                 NaN            NaN            NaN            NaN
  1383.41        500.000        98.5889                 NaN            NaN  0.401123       0.619322       0.390632                 NaN            NaN            NaN            NaN
  1381.93        500.000        98.6098                 NaN            NaN  0.610957       0.394496       0.384720                 NaN            NaN            NaN            NaN
  1380.44        500.000        98.6300                 NaN            NaN  0.387852       0.603092       0.379094                 NaN            NaN            NaN            NaN
  1378.95        500.000        98.6488                 NaN            NaN  0.595520       0.381951       0.373694                 NaN            NaN            NaN            NaN
  1377.47        500.000        98.6692                 NaN            NaN  0.375475       0.587530       0.367835                 NaN            NaN            NaN            NaN
  1375.98        500.000        98.6854                 NaN            NaN  0.580975       0.370386       0.363224                 NaN            NaN            NaN            NaN
  1374.49        500.000        98.7056                 NaN            NaN  0.572748       0.364330       0.357316                 NaN            NaN            NaN            NaN
  1373.01        500.000        98.7220                 NaN            NaN  0.358730       0.566518       0.352740                 NaN            NaN            NaN            NaN
  1371.52        500.000        98.7406                 NaN            NaN  0.352971       0.558966       0.347492                 NaN            NaN            NaN            NaN
  1370.04        500.000        98.7567                 NaN            NaN  0.552274       0.348241       0.342744                 NaN            NaN            NaN            NaN
  1368.55        500.000        98.7738                 NaN            NaN  0.342923       0.545477       0.337838                 NaN            NaN            NaN            NaN
  1367.06        500.000        98.7897                 NaN            NaN  0.539188       0.337831       0.333258                 NaN            NaN            NaN            NaN
  1365.58        500.000        98.8061                 NaN            NaN  0.532747       0.332532       0.328631                 NaN            NaN            NaN            NaN
  1364.09        500.000        98.8209                 NaN            NaN  0.327988       0.526820       0.324272                 NaN            NaN            NaN            NaN
  1362.61        500.000        98.8358                 NaN            NaN  0.322959       0.520958       0.320297                 NaN            NaN            NaN            NaN
  1361.12        500.000        98.8502                 NaN            NaN  0.515445       0.318545       0.315831                 NaN            NaN            NaN            NaN
  1359.63        500.000        98.8651                 NaN            NaN  0.509183       0.314247       0.311461                 NaN            NaN            NaN            NaN
  1358.15        500.000        98.8788                 NaN            NaN  0.504482       0.309108       0.307600                 NaN            NaN            NaN            NaN
  1356.66        500.000        98.8926                 NaN            NaN  0.498947       0.304846       0.303587                 NaN            NaN            NaN            NaN
  1355.18        500.000        98.9048                 NaN            NaN  0.494134       0.301022       0.300011                 NaN            NaN            NaN            NaN
  1353.69        500.000        98.9189                 NaN  0.272961E-005  0.489024       0.296201       0.295918                 NaN            NaN            NaN            NaN
  1352.20        500.000        98.9299                 NaN            NaN  0.292773       0.484501       0.292826                 NaN            NaN            NaN            NaN
  1350.72        500.000        98.9452                 NaN            NaN  0.287431       0.479051       0.288288                 NaN            NaN            NaN            NaN
  1349.23        500.000        98.9573                 NaN            NaN  0.283889       0.473991       0.284831                 NaN            NaN            NaN            NaN
  1347.75        500.000        98.9682                 NaN            NaN  0.280229       0.469912       0.281689                 NaN            NaN            NaN            NaN
  1346.26        500.000        98.9802                 NaN            NaN  0.276364       0.465327       0.278140                 NaN            NaN            NaN            NaN
  1344.77        500.000        98.9910                 NaN            NaN  0.272542       0.461451       0.275007                 NaN            NaN            NaN            NaN
  1343.29        500.000        99.0031                 NaN            NaN  0.269008       0.456348       0.271503                 NaN            NaN            NaN            NaN
  1341.80        500.000        99.0136                 NaN            NaN  0.452604       0.265389       0.268375                 NaN            NaN            NaN            NaN
  1340.31        500.000        99.0244                 NaN  0.677853E-005  0.261833       0.448590       0.265186                 NaN            NaN            NaN            NaN
  1338.83        500.000        99.0356                 NaN            NaN  0.444312       0.257954       0.262087                 NaN            NaN            NaN            NaN
  1337.34        500.000        99.0460                 NaN            NaN  0.440401       0.254616       0.259003                 NaN            NaN            NaN            NaN
  1335.86        500.000        99.0648                 NaN  0.750150E-001  0.280044       0.318151       0.262004                 NaN            NaN            NaN            NaN
  1334.37        500.000        99.0826                 NaN  0.147324       0.200016       0.305112       0.264990                 NaN            NaN            NaN            NaN
  1332.88        500.000        99.0930                 NaN  0.145228       0.198930       0.301288       0.261591                 NaN            NaN            NaN            NaN
  1331.40        500.000        99.1032                 NaN  0.145583       0.298491       0.194089       0.258626                 NaN            NaN            NaN            NaN
  1329.91        500.000        99.1141                 NaN  0.145314       0.189653       0.295575       0.255396                 NaN            NaN            NaN            NaN
  1328.43        500.000        99.1238                 NaN  0.144335       0.292404       0.187091       0.252336                 NaN            NaN            NaN            NaN
  1326.94        500.000        99.1337                 NaN  0.143810       0.289579       0.183532       0.249339                 NaN            NaN            NaN            NaN
  1325.45        500.000        99.1425                 NaN  0.143549       0.286748       0.180448       0.246713                 NaN            NaN            NaN            NaN
  1323.97        500.000        99.1530                 NaN  0.142278       0.177474       0.283833       0.243405                 NaN            NaN            NaN            NaN
  1322.48        500.000        99.1612                 NaN  0.142768       0.173367       0.281482       0.241145                 NaN            NaN            NaN            NaN
  1321.00        500.000        99.1724                 NaN  0.139486       0.173598       0.277364       0.237190                 NaN            NaN            NaN            NaN
  1319.51        500.000        99.1801                 NaN  0.141197       0.276189       0.167239       0.235275                 NaN            NaN            NaN            NaN
  1318.02        500.000        99.1900                 NaN  0.138186       0.168033       0.271854       0.231952                 NaN            NaN            NaN            NaN
  1316.54        500.000        99.1979                 NaN  0.137424       0.269344       0.165780       0.229506                 NaN            NaN            NaN            NaN
  1315.05        500.000        99.2047                 NaN  0.137191       0.266919       0.163650       0.227572                 NaN            NaN            NaN            NaN
  1313.57        500.000        99.2159                 NaN  0.134995       0.264331       0.161098       0.223720                 NaN            NaN            NaN            NaN
  1312.08        500.000        99.2224                 NaN  0.134024       0.261273       0.160554       0.221750                 NaN            NaN            NaN            NaN
  1310.59        500.000        99.2312                 NaN  0.133203       0.158261       0.258161       0.219159                 NaN            NaN            NaN            NaN
  1309.11        500.000        99.2391                 NaN  0.132480       0.256356       0.155309       0.216747                 NaN            NaN            NaN            NaN
  1307.62        500.000        99.2466                 NaN  0.129154       0.252450       0.157755       0.214006                 NaN            NaN            NaN            NaN
  1306.13        500.000        98.8659                 NaN  0.210850       0.209322       0.382157       0.331818                 NaN            NaN            NaN            NaN
  1304.65        500.000        99.6203                 NaN  0.266399E-001  0.122622       0.137018       0.933962E-001            NaN            NaN            NaN            NaN
  1303.16        500.000        99.2697                 NaN  0.125617       0.153146       0.244704       0.206860                 NaN            NaN            NaN            NaN
  1301.68        500.000        99.2765                 NaN  0.124460       0.151975       0.242312       0.204803                 NaN            NaN            NaN            NaN
  1300.19        500.000        99.2842                 NaN  0.121770       0.152980       0.238949       0.202056                 NaN            NaN            NaN            NaN
  1298.70        500.000        99.2905                 NaN  0.120378       0.236530       0.152448       0.200100                 NaN            NaN            NaN            NaN
  1297.22        500.000        99.2981                 NaN  0.118784       0.233482       0.151871       0.197737                 NaN            NaN            NaN            NaN
  1295.73        500.000        99.3046                 NaN  0.116551       0.152690       0.230477       0.195647                 NaN            NaN            NaN            NaN
  1294.25        500.000        99.3112                 NaN  0.115285       0.228334       0.151713       0.193447                 NaN            NaN            NaN            NaN
  1292.76        500.000        99.3190                 NaN  0.123397       0.135377       0.229876       0.192332                 NaN            NaN            NaN            NaN
  1291.27        500.000        99.3254                 NaN  0.102126       0.218368       0.166226       0.187893                 NaN            NaN            NaN            NaN
  1289.79        500.000        99.3309                 NaN  0.109842       0.219971       0.152071       0.187243                 NaN            NaN            NaN            NaN
  1288.30        500.000        99.3363                 NaN  0.107158       0.217100       0.154129       0.185329                 NaN            NaN            NaN            NaN
  1286.82        500.000        99.3434                 NaN  0.104833       0.154388       0.214469       0.182928                 NaN            NaN            NaN            NaN
  1285.33        500.000        99.3487                 NaN  0.102929       0.211600       0.155478       0.181302                 NaN            NaN            NaN            NaN
  1283.84        500.000        99.3549                 NaN  0.101337       0.209361       0.155102       0.179282                 NaN            NaN            NaN            NaN
  1282.36        500.000        99.3602                 NaN  0.989286E-001  0.157121       0.206140       0.177572                 NaN            NaN            NaN            NaN
  1280.87        500.000        99.3663                 NaN  0.963978E-001  0.203467       0.158354       0.175492                 NaN            NaN            NaN            NaN
  1279.38        500.000        99.3715                 NaN  0.941219E-001  0.159765       0.200832       0.173768                 NaN            NaN            NaN            NaN
  1277.90        500.000        99.3773                 NaN  0.921130E-001  0.198146       0.160531       0.171940                 NaN            NaN            NaN            NaN
  1276.41        500.000        99.3828                 NaN  0.901005E-001  0.161425       0.195494       0.170161                 NaN            NaN            NaN            NaN
  1274.93        500.000        99.3880                 NaN  0.890404E-001  0.192873       0.161362       0.168676                 NaN            NaN            NaN            NaN
  1273.44        500.000        99.3792                 NaN  0.135732       0.846675E-001  0.225689       0.174706                 NaN            NaN            NaN            NaN
  1271.95        500.000        99.3916                 NaN  0.119319       0.106797       0.212338       0.169948                 NaN            NaN            NaN            NaN
  1270.47        500.000        99.4039                 NaN  0.994978E-001  0.196146       0.135544       0.164906                 NaN            NaN            NaN            NaN
  1268.98        500.000        99.4128                 NaN  0.862926E-001  0.185503       0.154028       0.161383                 NaN            NaN            NaN            NaN
  1267.50        500.000        76.6012                 NaN   2.91617        3.70712                 NaN   2.84782        13.9277                 NaN            NaN            NaN
  1266.01        500.000        80.8761                 NaN   2.26190        3.00974                 NaN   2.25603        11.5962                 NaN            NaN            NaN
  1264.52        500.000        95.9857                 NaN  0.161099       0.455935       0.546823       0.456317        2.39416                 NaN            NaN            NaN
  1263.04        500.000        95.9040                 NaN  0.300675E-001  0.322634       0.866813       0.466913        2.40954                 NaN            NaN            NaN
  1261.55        500.000        96.1315                 NaN  0.174410E-001  0.284397       0.852884       0.441804        2.27199                 NaN            NaN            NaN
  1260.07        500.000        96.4118                 NaN  0.588727E-002  0.241796       0.827254       0.410979        2.10226                 NaN            NaN            NaN
  1258.58        500.000        96.7729                 NaN  0.894426E-003  0.771068       0.199760       0.371470        1.88391                 NaN            NaN            NaN
  1257.09        500.000        97.1598                 NaN            NaN  0.700794       0.160114       0.329209        1.65008                 NaN            NaN            NaN
  1255.61        500.000        97.5367                 NaN            NaN  0.627816       0.123844       0.287670        1.42395                 NaN            NaN            NaN
  1254.12        500.000        97.8638                 NaN            NaN  0.565788       0.911957E-001  0.251471        1.22777                 NaN            NaN            NaN
  1252.64        500.000        98.1658                 NaN            NaN  0.505089       0.632517E-001  0.217684        1.04821                 NaN            NaN            NaN
  1251.15        500.000        98.9654                 NaN            NaN  0.233280                 NaN  0.121466       0.636894       0.429294E-001            NaN            NaN
  1249.66        500.000        96.9812                 NaN            NaN  0.947500                 NaN  0.353873        1.66223                 NaN  0.551468E-001            NaN
  1248.18        500.000        98.3560                 NaN            NaN  0.391457       0.745634E-001  0.193399       0.936862                 NaN  0.477038E-001            NaN
  1246.69        500.000        98.6329                 NaN            NaN  0.307878       0.831066E-001  0.160432       0.775720                 NaN  0.399615E-001            NaN
  1245.20        500.000        98.8600                 NaN            NaN  0.265774       0.626972E-001  0.134477       0.644151                 NaN  0.329342E-001            NaN
  1243.72        500.000        99.0364                 NaN  0.303628E-001  0.129837       0.112830       0.114068       0.547045                 NaN  0.294264E-001            NaN
  1242.23        500.000        99.1786                 NaN  0.236522E-001  0.902038E-001  0.120448       0.975775E-001  0.464715                 NaN  0.247964E-001            NaN
  1240.75        500.000        99.2914                 NaN  0.206078E-001  0.772952E-001  0.105211       0.844589E-001  0.399816                 NaN  0.212473E-001            NaN
  1239.26        500.000        99.3810                 NaN  0.168916E-001  0.624923E-001  0.988029E-001  0.739359E-001  0.348495                 NaN  0.183957E-001            NaN
  1237.77        500.000        99.4558                 NaN  0.162192E-001  0.591902E-001  0.816821E-001  0.651293E-001  0.305893                 NaN  0.161314E-001            NaN
  1236.29        500.000        99.3537                 NaN            NaN  0.216467E-003  0.195555       0.776907E-001  0.358241                 NaN  0.145841E-001            NaN
  1234.80        500.000        98.2862                 NaN            NaN  0.532845                 NaN  0.205075       0.952359                 NaN  0.235068E-001            NaN
