|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/YM20/YM20_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ne             lc             ilm           
  1527.71        2500.00        99.4741       0.481502       0.443528E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.27        2500.00        99.4750       0.481845       0.432031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.83        2500.00        99.4781       0.478957       0.429547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.39        2500.00        98.8918        1.01442       0.937713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.96        2500.00        99.9804       0.721247E-002  0.123878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.52        2500.00        99.5904       0.389480       0.201640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.08        2500.00        99.4920       0.469064       0.389712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.64        2500.00        99.4940       0.467797       0.382262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.20        2500.00        99.4957       0.467349       0.369066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.77        2500.00        99.5006       0.462816       0.366144E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.33        2500.00        99.5019       0.463749       0.344005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.89        2500.00        99.5048       0.461308       0.338764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.45        2500.00        99.5081       0.457863       0.340495E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.01        2500.00        99.5103       0.456437       0.332375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.58        2500.00        99.5145       0.452615       0.329215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.14        2500.00        99.5175       0.448506       0.340029E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.70        2500.00        99.5186       0.451315       0.300375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.26        2500.00        99.5210       0.449592       0.293649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.83        2500.00        99.5234       0.448097       0.285036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.39        2500.00        99.5255       0.445740       0.287294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.95        2500.00        99.5280       0.444859       0.270985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.51        2500.00        99.5304       0.443883       0.257585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.07        2500.00        99.5315       0.443836       0.246793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.64        2500.00        99.5344       0.440888       0.246983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.20        2500.00        99.5363       0.440698       0.229788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.76        2500.00        99.5387       0.438374       0.229137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.32        2500.00        99.5400       0.437633       0.223211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.88        2500.00        99.1847       0.772863       0.424147E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.45        2500.00        99.9110       0.855258E-001  0.347707E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.01        2500.00        99.6460       0.339642       0.143324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.57        2500.00        99.4475       0.529980       0.225544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.13        2500.00        99.3300       0.341953       0.372608E-001  0.290772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.69        2500.00        99.0928       0.239289       0.585243E-001  0.609419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.26        2500.00        99.0993       0.237967       0.572452E-001  0.605463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.82        2500.00        99.1093       0.233949       0.567894E-001  0.599929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.38        2500.00        99.1110       0.234694       0.541602E-001  0.600165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.94        2500.00        99.1259       0.229931       0.548459E-001  0.589341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.51        2500.00        99.1307       0.231005       0.516893E-001  0.586637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.07        2500.00        99.1352       0.223475       0.504170E-001  0.815148E-002  0.582772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.63        2500.00        99.1455       0.224862       0.515243E-001  0.578097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.19        2500.00        99.1234       0.835693E-001  0.309956E-001  0.219172       0.542879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.75        2500.00        99.1220       0.398817E-001  0.239765E-001  0.528545       0.285578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.32        2500.00        99.1285       0.373929E-001  0.230848E-001  0.286569       0.524486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.88        2500.00        99.1320       0.404407E-001  0.216646E-001  0.283132       0.522802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.44        2500.00        99.1431       0.346497E-001  0.211651E-001  0.285544       0.515560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.00        2500.00        99.1466       0.342165E-001  0.200075E-001  0.286055       0.513120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.56        2500.00        99.1527       0.320922E-001  0.190500E-001  0.508914       0.287269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.13        2500.00        99.1579       0.328346E-001  0.179055E-001  0.506051       0.285357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.69        2500.00        99.1651       0.336447E-001  0.169787E-001  0.282507       0.501745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.25        2500.00        99.1699       0.302672E-001  0.160399E-001  0.285384       0.498375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.81        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.37        2500.00        98.3593       0.622191E-001  0.290626E-001  0.985216       0.564160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.94        2500.00        99.1865       0.294423E-001  0.131794E-001  0.282700       0.488176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.50        2500.00        99.1916       0.302816E-001  0.121442E-001  0.485204       0.280754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.06        2500.00        99.1962       0.291056E-001  0.113977E-001  0.280871       0.482394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        99.2013       0.303956E-001  0.104138E-001  0.278377       0.479523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.19        2500.00        99.2064       0.288147E-001  0.959656E-002  0.278792       0.476433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.75        2500.00        99.2116       0.291703E-001  0.865332E-002  0.277439       0.473153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.31        2500.00        99.2162       0.306248E-001  0.760554E-002  0.470642       0.274953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.87        2500.00        99.2211       0.312724E-001  0.676852E-002  0.273049       0.467806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.43        2500.00        99.2252       0.319364E-001  0.583100E-002  0.271600       0.465396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.00        2500.00        99.2295       0.324749E-001  0.488317E-002  0.270290       0.462814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.56        2500.00        99.2345       0.354667E-001  0.373840E-002  0.266151       0.460172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.12        2500.00        99.2373       0.301792E-001  0.314240E-002  0.457846       0.271547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1435.68        2500.00        99.2441       0.378356E-001  0.233384E-002  0.260741       0.454987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.24        2500.00        99.2474       0.394440E-001  0.146384E-002  0.258469       0.453228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1432.81        2500.00        99.2513       0.357075E-001            NaN  0.449962       0.262988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.37        2500.00        99.1591       0.226521E-001  0.181396E-001  0.296517       0.454540       0.490496E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1429.93        2500.00        97.8091       0.161905E-001  0.233332       0.642038       0.651298       0.648024                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.49        2500.00        98.7419                 NaN  0.136074       0.370594       0.379792       0.371636                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.05        2500.00        98.3137                 NaN  0.184208       0.507019       0.496472       0.498626                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.62        2500.00        98.3418                 NaN  0.183094       0.488321       0.496364       0.490454                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.18        2500.00        98.3684                 NaN  0.182126       0.485981       0.480785       0.482754                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.74        2500.00        98.3943                 NaN  0.181144       0.475819       0.473591       0.475098                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.30        2500.00        98.4039                 NaN  0.182845       0.469337       0.471019       0.472932                 NaN            NaN            NaN            NaN            NaN            NaN
  1419.87        2500.00        98.4578                 NaN  0.177316       0.455921       0.453249       0.455679                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.43        2500.00        98.4685                 NaN  0.178502       0.446905       0.452820       0.453311                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.99        2500.00        98.4923                 NaN  0.177444       0.445912       0.438026       0.446317                 NaN            NaN            NaN            NaN            NaN            NaN
  1415.55        2500.00        98.5145                 NaN  0.176886       0.440081       0.428886       0.439610                 NaN            NaN            NaN            NaN            NaN            NaN
  1414.11        2500.00        98.5370                 NaN  0.175935       0.433467       0.420552       0.433072                 NaN            NaN            NaN            NaN            NaN            NaN
  1412.68        2500.00        98.5585                 NaN  0.175829       0.427814       0.411026       0.426864                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.24        2500.00        98.5805                 NaN  0.174288       0.404137       0.420985       0.420085                 NaN            NaN            NaN            NaN            NaN            NaN
  1409.80        2500.00        98.6003                 NaN  0.173388       0.396233       0.415823       0.414283                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.36        2500.00        98.6202                 NaN  0.172833       0.410039       0.388398       0.408533                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.92        2500.00        98.6392                 NaN  0.172227       0.404878       0.380754       0.402943                 NaN            NaN            NaN            NaN            NaN            NaN
  1405.49        2500.00        98.6583                 NaN  0.171505       0.373761       0.399185       0.397262                 NaN            NaN            NaN            NaN            NaN            NaN
  1404.05        2500.00        98.6766                 NaN  0.170850       0.394086       0.366612       0.391854                 NaN            NaN            NaN            NaN            NaN            NaN
  1402.61        2500.00        98.6947                 NaN  0.170392       0.389076       0.359470       0.386362                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.17        2500.00        98.7140                 NaN  0.169149       0.383564       0.352669       0.380603                 NaN            NaN            NaN            NaN            NaN            NaN
  1399.73        2500.00        98.7300                 NaN  0.168829       0.346008       0.379171       0.375980                 NaN            NaN            NaN            NaN            NaN            NaN
  1398.30        2500.00        98.7470                 NaN  0.168094       0.374349       0.339689       0.370903                 NaN            NaN            NaN            NaN            NaN            NaN
  1396.86        2500.00        98.7636                 NaN  0.167480       0.333172       0.369808       0.365919                 NaN            NaN            NaN            NaN            NaN            NaN
  1395.42        2500.00        98.7791                 NaN  0.166896       0.365470       0.327265       0.361256                 NaN            NaN            NaN            NaN            NaN            NaN
  1393.98        2500.00        98.7952                 NaN  0.166175       0.360719       0.321460       0.356476                 NaN            NaN            NaN            NaN            NaN            NaN
  1392.55        2500.00        98.8108                 NaN  0.165689       0.315184       0.356529       0.351799                 NaN            NaN            NaN            NaN            NaN            NaN
  1391.11        2500.00        98.8263                 NaN  0.165085       0.309180       0.352216       0.347241                 NaN            NaN            NaN            NaN            NaN            NaN
  1389.67        2500.00        98.8406                 NaN  0.164200       0.348180       0.304268       0.342783                 NaN            NaN            NaN            NaN            NaN            NaN
  1388.23        2500.00        98.8644                 NaN  0.163200       0.341865       0.294879       0.335654                 NaN            NaN            NaN            NaN            NaN            NaN
  1386.79        2500.00        98.8542                 NaN  0.162574       0.344109       0.301021       0.338115                 NaN            NaN            NaN            NaN            NaN            NaN
  1385.36        2500.00        98.8784                 NaN  0.164886       0.287466       0.337573       0.331709                 NaN            NaN            NaN            NaN            NaN            NaN
  1383.92        2500.00        98.9020                 NaN  0.161770       0.280495       0.331625       0.324114                 NaN            NaN            NaN            NaN            NaN            NaN
  1382.48        2500.00        98.9095                 NaN  0.161313       0.278456       0.328634       0.322123                 NaN            NaN            NaN            NaN            NaN            NaN
  1381.04        2500.00        98.9221                 NaN  0.160779       0.325263       0.273536       0.318279                 NaN            NaN            NaN            NaN            NaN            NaN
  1379.60        2500.00        98.9340                 NaN  0.160814       0.321737       0.268434       0.315061                 NaN            NaN            NaN            NaN            NaN            NaN
  1378.17        2500.00        98.9493                 NaN  0.158901       0.264652       0.317273       0.309911                 NaN            NaN            NaN            NaN            NaN            NaN
  1376.73        2500.00        98.9576                 NaN  0.159420       0.315109       0.260227       0.307671                 NaN            NaN            NaN            NaN            NaN            NaN
  1375.29        2500.00        98.9698                 NaN  0.157901       0.310787       0.257700       0.303762                 NaN            NaN            NaN            NaN            NaN            NaN
  1373.85        2500.00        98.9854                 NaN  0.157848       0.249361       0.308253       0.299178                 NaN            NaN            NaN            NaN            NaN            NaN
  1372.41        2500.00        98.9957                 NaN  0.156685       0.304333       0.247477       0.295818                 NaN            NaN            NaN            NaN            NaN            NaN
  1370.98        2500.00        99.0058                 NaN  0.156512       0.243219       0.301578       0.292856                 NaN            NaN            NaN            NaN            NaN            NaN
  1369.54        2500.00        99.0167                 NaN  0.155877       0.298610       0.239366       0.289455                 NaN            NaN            NaN            NaN            NaN            NaN
  1368.10        2500.00        99.0282                 NaN  0.155260       0.235502       0.295007       0.286007                 NaN            NaN            NaN            NaN            NaN            NaN
  1366.66        2500.00        99.0384                 NaN  0.141046       0.289181       0.250523       0.280887                 NaN            NaN            NaN            NaN            NaN            NaN
  1365.23        2500.00        99.0476                 NaN  0.167674       0.209768       0.293031       0.281920                 NaN            NaN            NaN            NaN            NaN            NaN
  1363.79        2500.00        99.0584                 NaN  0.153494       0.286745       0.224688       0.276644                 NaN            NaN            NaN            NaN            NaN            NaN
  1362.35        2500.00        99.0642                 NaN  0.153236       0.283959       0.223437       0.275151                 NaN            NaN            NaN            NaN            NaN            NaN
  1360.91        2500.00        99.0786                 NaN  0.153566       0.282952       0.214475       0.270409                 NaN            NaN            NaN            NaN            NaN            NaN
  1359.47        2500.00        99.0931                 NaN  0.148692       0.276887       0.216044       0.265309                 NaN            NaN            NaN            NaN            NaN            NaN
  1358.04        2500.00        99.0977                 NaN  0.150358       0.275411       0.211983       0.264521                 NaN            NaN            NaN            NaN            NaN            NaN
  1356.60        2500.00        99.1065                 NaN  0.149917       0.273197       0.208643       0.261773                 NaN            NaN            NaN            NaN            NaN            NaN
  1355.16        2500.00        99.1162                 NaN  0.148948       0.269890       0.206053       0.258863                 NaN            NaN            NaN            NaN            NaN            NaN
  1353.72        2500.00        99.1248                 NaN  0.148050       0.267702       0.203497       0.255932                 NaN            NaN            NaN            NaN            NaN            NaN
  1352.28        2500.00        99.1338                 NaN  0.147502       0.264941       0.200375       0.253337                 NaN            NaN            NaN            NaN            NaN            NaN
  1350.85        2500.00        99.1422                 NaN  0.146531       0.262723       0.198026       0.250569                 NaN            NaN            NaN            NaN            NaN            NaN
  1349.41        2500.00        99.1503                 NaN  0.145977       0.260189       0.195466       0.248021                 NaN            NaN            NaN            NaN            NaN            NaN
  1347.97        2500.00        99.1588                 NaN  0.144928       0.193079       0.257855       0.245361                 NaN            NaN            NaN            NaN            NaN            NaN
  1346.53        2500.00        99.1669                 NaN  0.144226       0.190695       0.255357       0.242848                 NaN            NaN            NaN            NaN            NaN            NaN
  1345.09        2500.00        99.1647                 NaN  0.149284       0.257810       0.183692       0.244495                 NaN            NaN            NaN            NaN            NaN            NaN
  1343.66        2500.00        99.1911                 NaN  0.136268       0.246936       0.191715       0.233946                 NaN            NaN            NaN            NaN            NaN            NaN
  1342.22        2500.00        99.1907                 NaN  0.141535       0.183758       0.248730       0.235248                 NaN            NaN            NaN            NaN            NaN            NaN
  1340.78        2500.00        99.1658                 NaN  0.152128       0.246195       0.187490       0.248354                 NaN            NaN            NaN            NaN            NaN            NaN
  1339.34        2500.00        99.2299                 NaN  0.129197       0.245837       0.178435       0.216634                 NaN            NaN            NaN            NaN            NaN            NaN
  1337.91        2500.00        99.2126                 NaN  0.138582       0.241963       0.178563       0.228315                 NaN            NaN            NaN            NaN            NaN            NaN
  1336.47        2500.00        99.2207                 NaN  0.137249       0.239567       0.176833       0.225602                 NaN            NaN            NaN            NaN            NaN            NaN
  1335.03        2500.00        99.2252                 NaN  0.137904       0.238719       0.173878       0.224262                 NaN            NaN            NaN            NaN            NaN            NaN
  1333.59        2500.00        99.2359                 NaN  0.134692       0.235069       0.173785       0.220534                 NaN            NaN            NaN            NaN            NaN            NaN
  1332.15        2500.00        99.2408                 NaN  0.135089       0.233168       0.171549       0.219378                 NaN            NaN            NaN            NaN            NaN            NaN
  1330.72        2500.00        99.2484                 NaN  0.132935       0.170571       0.231540       0.216561                 NaN            NaN            NaN            NaN            NaN            NaN
  1329.28        2500.00        99.2545                 NaN  0.132733       0.168551       0.229223       0.214948                 NaN            NaN            NaN            NaN            NaN            NaN
  1327.84        2500.00        99.2550                 NaN  0.133767       0.228018       0.168526       0.214725                 NaN            NaN            NaN            NaN            NaN            NaN
  1326.40        2500.00        99.2719                 NaN  0.127977       0.224736       0.166709       0.208642                 NaN            NaN            NaN            NaN            NaN            NaN
  1324.96        2500.00        99.2742                 NaN  0.128476       0.165729       0.223339       0.208271                 NaN            NaN            NaN            NaN            NaN            NaN
  1323.53        2500.00        99.2795                 NaN  0.127674       0.221649       0.164651       0.206554                 NaN            NaN            NaN            NaN            NaN            NaN
  1322.09        2500.00        99.2852                 NaN  0.126561       0.219894       0.163745       0.204617                 NaN            NaN            NaN            NaN            NaN            NaN
  1320.65        2500.00        99.2922                 NaN  0.125161       0.217806       0.162395       0.202439                 NaN            NaN            NaN            NaN            NaN            NaN
  1319.21        2500.00        99.2980                 NaN  0.124026       0.215973       0.161515       0.200520                 NaN            NaN            NaN            NaN            NaN            NaN
  1317.77        2500.00        99.3025                 NaN  0.122979       0.161147       0.214458       0.198960                 NaN            NaN            NaN            NaN            NaN            NaN
  1316.34        2500.00        99.3005                 NaN  0.117871       0.172599       0.208308       0.200682                 NaN            NaN            NaN            NaN            NaN            NaN
  1314.90        2500.00        99.3199                 NaN  0.122836       0.150313       0.215203       0.191770                 NaN            NaN            NaN            NaN            NaN            NaN
  1313.46        2500.00        99.3201                 NaN  0.118592       0.208824       0.159392       0.193062                 NaN            NaN            NaN            NaN            NaN            NaN
  1312.02        2500.00        99.3257                 NaN  0.117290       0.158948       0.206805       0.191284                 NaN            NaN            NaN            NaN            NaN            NaN
  1310.59        2500.00        99.3308                 NaN  0.116417       0.205154       0.157952       0.189700                 NaN            NaN            NaN            NaN            NaN            NaN
  1309.15        2500.00        99.3369                 NaN  0.114520       0.203131       0.157861       0.187627                 NaN            NaN            NaN            NaN            NaN            NaN
  1307.71        2500.00        99.3410                 NaN  0.111844       0.201149       0.160009       0.185958                 NaN            NaN            NaN            NaN            NaN            NaN
  1306.27        2500.00        97.6489                 NaN  0.344098       0.412940       0.155648       0.391876        1.04649                 NaN            NaN            NaN            NaN            NaN
  1304.83        2500.00        86.2140                 NaN   1.91457       0.121871        1.86523        1.78686        8.09750                 NaN            NaN            NaN            NaN            NaN
  1303.40        2500.00        87.4093                 NaN   1.79195       0.315038E-001   1.75429        1.64135        7.37162                 NaN            NaN            NaN            NaN            NaN
  1301.96        2500.00        88.4245                 NaN   1.66514        1.64369                 NaN   1.51622        6.75048                 NaN            NaN            NaN            NaN            NaN
  1300.52        2500.00        89.3004                 NaN   1.54284        1.53839                 NaN   1.40749        6.21092                 NaN            NaN            NaN            NaN            NaN
  1299.08        2500.00        90.0131                 NaN   1.44652        1.44967                 NaN   1.31964        5.77107                 NaN            NaN            NaN            NaN            NaN
  1297.64        2500.00        90.8167                 NaN   1.33168        1.35139                 NaN   1.21704        5.28315                 NaN            NaN            NaN            NaN            NaN
  1296.21        2500.00        91.3869                 NaN   1.25369        1.27937                 NaN   1.14653        4.93351                 NaN            NaN            NaN            NaN            NaN
  1294.77        2500.00        91.9289                 NaN   1.17817        1.21240                 NaN   1.07851        4.60205                 NaN            NaN            NaN            NaN            NaN
  1293.33        2500.00        80.6269                 NaN   1.25441        3.46663                 NaN   2.34965        10.8406        1.46174                 NaN            NaN            NaN            NaN
  1291.89        2500.00        74.4031                 NaN   1.15931        4.73869                 NaN   3.02121        14.2988        2.37885                 NaN            NaN            NaN            NaN
  1290.45        2500.00        77.8718                 NaN  0.990287        4.08019                 NaN   2.60321        12.3993        2.05529                 NaN            NaN            NaN            NaN
  1289.02        2500.00        80.4196                 NaN  0.869094        3.59019                 NaN   2.29507        11.0081        1.81788                 NaN            NaN            NaN            NaN
  1287.58        2500.00        81.4102                 NaN  0.703083       0.288872        3.23614        2.16620        10.4633        1.73224                 NaN            NaN            NaN            NaN
  1286.14        2500.00        77.5947                 NaN  0.924937       0.307321        3.87029        2.67322        12.5456        2.08391                 NaN            NaN            NaN            NaN
  1284.70        2500.00        92.8376                 NaN  0.253917        1.32982                 NaN  0.738474        4.18559       0.654566                 NaN            NaN            NaN            NaN
  1283.27        2500.00        79.0049                 NaN  0.373261        3.32370        1.52791        2.49121        11.4326        1.84634                 NaN            NaN            NaN            NaN
  1281.83        2500.00        95.2240                 NaN  0.333895E-001  0.592425                 NaN  0.429252        3.10826       0.612673                 NaN            NaN            NaN            NaN
  1280.39        2500.00        79.0266                 NaN  0.869509        3.85183                 NaN   2.41114        11.9445        1.89639                 NaN            NaN            NaN            NaN
