|6.6.6
Archiving\03_Data\eq/QFM_m5/ALH/ALH_3.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1839.74        2500.00        89.5577       0.737327        3.78179        5.92321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        89.0304       0.737567        3.77645        6.45556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        88.5029       0.737806        3.77109        6.98822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        87.9750       0.738044        3.76573        7.52120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        87.4469       0.738281        3.76037        8.05449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        86.9184       0.738517        3.75499        8.58809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        86.3896       0.738751        3.74960        9.12200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        85.8792       0.738956        3.74076        9.64106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        85.3686       0.739160        3.73191        10.1604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        84.8576       0.739363        3.72305        10.6799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        84.3465       0.739564        3.71418        11.1998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        83.8351       0.739764        3.70530        11.7198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        83.3235       0.739963        3.69641        12.2401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        82.8117       0.740161        3.68751        12.7606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        82.2996       0.740358        3.67860        13.2814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        81.7937       0.740534        3.66681        13.7990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        81.2876       0.740708        3.65502        14.3167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        80.7813       0.740881        3.64321        14.8346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        80.2748       0.741053        3.63140        15.3528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        79.7710       0.741217        3.61869        15.8691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        79.2629       0.741375        3.60472        16.3905       0.467789E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        78.7468       0.741538        3.58957        16.9111       0.110578E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        78.2304       0.741700        3.57442        17.4318       0.216527E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        77.7104       0.741844        3.55628        17.9596       0.319301E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        77.1901       0.741986        3.53812        18.4875       0.422116E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        76.6698       0.742128        3.51996        19.0156       0.524972E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        76.1493       0.742268        3.50179        19.5439       0.627867E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        75.6286       0.742406        3.48360        20.0723       0.730802E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        75.1079       0.742543        3.46540        20.6008       0.833776E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        74.5870       0.742679        3.44720        21.1295       0.936788E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        74.0659       0.742814        3.42898        21.6583       0.103984                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        73.5373       0.742922        3.40594        22.2000       0.113800                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        73.0086       0.743028        3.38288        22.7418       0.123619                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        72.4799       0.743133        3.35982        23.2837       0.133440                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        71.9510       0.743237        3.33675        23.8257       0.143264                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        71.4221       0.743339        3.31366        24.3678       0.153091                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        70.8931       0.743440        3.29057        24.9099       0.162921                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        70.3641       0.743539        3.26746        25.4522       0.172753                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        69.8349       0.743637        3.24435        25.9945       0.182587                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        69.2979       0.743708        3.21608        26.5503       0.191998                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        68.7608       0.743778        3.18780        27.1062       0.201411                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        68.2237       0.743846        3.15951        27.6621       0.210825                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        67.6866       0.743913        3.13121        28.2180       0.220241                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        67.1495       0.743978        3.10291        28.7740       0.229658                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        66.6124       0.744041        3.07460        29.3299       0.239076                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        66.0752       0.744103        3.04627        29.8859       0.248496                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        65.5381       0.744163        3.01794        30.4419       0.257917                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        64.9976       0.744196        2.98414        31.0071       0.266926                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        64.4572       0.744228        2.95033        31.5723       0.275935                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        63.9168       0.744257        2.91652        32.1375       0.284944                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        63.3765       0.744286        2.88270        32.7026       0.293954                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        62.8362       0.744312        2.84887        33.2677       0.302964                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        62.2960       0.744337        2.81504        33.8327       0.311974                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        61.7558       0.744360        2.78121        34.3977       0.320984                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        61.2157       0.744382        2.74737        34.9626       0.329994                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        60.6838       0.744378        2.70846        35.5247       0.338648                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        60.1520       0.744372        2.66955        36.0868       0.347301                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        59.6203       0.744364        2.63064        36.6488       0.355954                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        59.0887       0.744355        2.59172        37.2106       0.364605                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        58.5572       0.744344        2.55281        37.7724       0.373256                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        58.0258       0.744332        2.51390        38.3340       0.381906                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        57.4946       0.744318        2.47499        38.8956       0.390555                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        56.9635       0.744302        2.43607        39.4570       0.399203                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        56.4387       0.744268        2.39343        40.0162       0.407402                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        55.6656       0.744553        2.36079        40.4539       0.411902       0.363292                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        54.5267       0.745340        2.34590        40.6810       0.409796        1.29124                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        53.3856       0.746126        2.33098        40.9085       0.407685        2.22112                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        52.3663       0.746813        2.31423        41.1272       0.405328        3.04007                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        51.3453       0.747499        2.29745        41.3462       0.402965        3.86050                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        50.3226       0.748185        2.28063        41.5656       0.400597        4.68241                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        49.2980       0.748871        2.26378        41.7853       0.398224        5.50580                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        48.4620       0.749403        2.24395        41.9922       0.395503        6.15694                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        47.6249       0.749934        2.22410        42.1993       0.392777        6.80897                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        46.7867       0.750465        2.20421        42.4067       0.390047        7.46190                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        45.9474       0.750996        2.18430        42.6143       0.387312        8.11573                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        45.1069       0.751527        2.16435        42.8222       0.384573        8.77044                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        44.2654       0.752057        2.14438        43.0302       0.381830        9.42605                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        43.4229       0.752587        2.12438        43.2385       0.379082        10.0826                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        42.5792       0.753117        2.10435        43.4471       0.376331        10.7400                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        41.9126       0.753493        2.08020        43.6521       0.373238        11.2284                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        41.2455       0.753869        2.05603        43.8572       0.370142        11.7172                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        40.5778       0.754244        2.03184        44.0625       0.367043        12.2065                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        39.9095       0.754619        2.00762        44.2680       0.363940        12.6963                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        39.2406       0.754994        1.98338        44.4736       0.360834        13.1865                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        38.5711       0.755368        1.95911        44.6794       0.357725        13.6772                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        37.9011       0.755742        1.93482        44.8853       0.354612        14.1684                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        37.2305       0.756115        1.91051        45.0914       0.351496        14.6600                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        36.6768       0.756377        1.88192        45.3052       0.348015        15.0317                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        36.1228       0.756639        1.85332        45.5190       0.344530        15.4037                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        35.5685       0.756901        1.82470        45.7330       0.341043        15.7759                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        35.0138       0.757161        1.79606        45.9470       0.337554        16.1483                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        34.4589       0.757422        1.76740        46.1612       0.334062        16.5210                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        33.9037       0.757682        1.73872        46.3755       0.330567        16.8939                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        33.3481       0.757942        1.71002        46.5899       0.327070        17.2670                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        32.7922       0.758201        1.68131        46.8044       0.323570        17.6403                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        32.2930       0.758400        1.64944        47.0302       0.319594        17.9495                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        31.7935       0.758599        1.61755        47.2560       0.315615        18.2588                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        31.2938       0.758797        1.58565        47.4819       0.311634        18.5682                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        30.7940       0.758995        1.55373        47.7080       0.307650        18.8777                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        30.0490       0.759396        1.52196        47.8768       0.336151        17.7971        1.65963                 NaN            NaN            NaN            NaN
  1519.23        2500.00        29.2951       0.759808        1.48976        48.0485       0.367212        16.6530        3.38660                 NaN            NaN            NaN            NaN
  1516.03        2500.00        28.5344       0.760230        1.45638        48.2313       0.398953        15.5443        5.07442                 NaN            NaN            NaN            NaN
  1512.82        2500.00        27.7729       0.760650        1.42297        48.4143       0.430730        14.4344        6.76406                 NaN            NaN            NaN            NaN
  1509.62        2500.00        27.0126       0.761074        1.38790        48.6149       0.462946        13.4030        8.35752                 NaN            NaN            NaN            NaN
  1506.41        2500.00        26.2517       0.761497        1.35278        48.8157       0.495198        12.3704        9.95271                 NaN            NaN            NaN            NaN
  1503.21        2500.00        25.5051       0.761905        1.31548        49.0314       0.528529        11.3873        11.4703                 NaN            NaN            NaN            NaN
  1500.00        2500.00        24.6813       0.762405        1.27938        49.2678       0.556787        10.6336        12.5477       0.271077                 NaN            NaN            NaN
  1496.79        2500.00        24.6801       0.762426        1.27936        49.2685       0.556811        10.6337        12.5479       0.271081                 NaN            NaN            NaN
  1493.59        2500.00        24.6790       0.762448        1.27934        49.2693       0.556835        10.6339        12.5481       0.271085                 NaN            NaN            NaN
  1490.38        2500.00        24.6778       0.762470        1.27932        49.2700       0.556858        10.6341        12.5484       0.271089                 NaN            NaN            NaN
  1487.18        2500.00        21.4845       0.764310        1.12477        50.3170       0.651529        8.66477        14.6349        2.35831                 NaN            NaN            NaN
  1483.97        2500.00        21.4835       0.764330        1.12476        50.3176       0.651555        8.66489        14.6351        2.35834                 NaN            NaN            NaN
  1480.77        2500.00        21.4825       0.764349        1.12474        50.3181       0.651582        8.66501        14.6353        2.35837                 NaN            NaN            NaN
  1477.56        2500.00        21.4815       0.764368        1.12472        50.3187       0.651608        8.66513        14.6356        2.35840                 NaN            NaN            NaN
  1474.36        2500.00        21.4805       0.764388        1.12470        50.3193       0.651634        8.66525        14.6358        2.35842                 NaN            NaN            NaN
  1471.15        2500.00        21.4795       0.764407        1.12468        50.3199       0.651661        8.66537        14.6360        2.35845                 NaN            NaN            NaN
  1467.95        2500.00        21.4786       0.764427        1.12466        50.3204       0.651687        8.66549        14.6362        2.35848                 NaN            NaN            NaN
  1464.74        2500.00        21.4776       0.764446        1.12465        50.3210       0.651714        8.66561        14.6365        2.35851                 NaN            NaN            NaN
  1461.54        2500.00        16.5987       0.766204       0.717009        52.7990       0.851816        5.74852        5.77833        16.7404                 NaN            NaN            NaN
  1458.33        2500.00        16.5980       0.766220       0.716994        52.7993       0.851848        5.74858        5.77838        16.7406                 NaN            NaN            NaN
  1455.13        2500.00        16.5973       0.766236       0.716980        52.7997       0.851880        5.74863        5.77842        16.7408                 NaN            NaN            NaN
  1451.92        2500.00        16.5966       0.766252       0.716965        52.8001       0.851912        5.74868        5.77847        16.7410                 NaN            NaN            NaN
  1448.72        2500.00        16.5959       0.766268       0.716951        52.8005       0.851944        5.74874        5.77852        16.7412                 NaN            NaN            NaN
  1445.51        2500.00        16.5951       0.766284       0.716936        52.8009       0.851976        5.74880        5.77856        16.7414                 NaN            NaN            NaN
  1442.31        2500.00        16.5944       0.766300       0.716922        52.8013       0.852007        5.74885        5.77861        16.7416                 NaN            NaN            NaN
  1439.10        2500.00        16.5937       0.766316       0.716908        52.8017       0.852039        5.74891        5.77865        16.7418                 NaN            NaN            NaN
  1435.90        2500.00        13.0640       0.766003       0.166885        55.9050        1.09380        3.07936        17.5162        8.40872                 NaN            NaN            NaN
  1432.69        2500.00        13.0635       0.766017       0.166881        55.9053        1.09384        3.07938        17.5164        8.40876                 NaN            NaN            NaN
  1429.49        2500.00        12.3213       0.765669       0.502546E-002   56.7950        1.16424        2.36045        8.97504        17.6133                 NaN            NaN            NaN
  1426.28        2500.00        11.8162       0.766075                 NaN   56.8505        1.17860        2.39129        9.21009        17.6981       0.891625E-001            NaN            NaN
  1423.08        2500.00        11.1533       0.766476                 NaN   56.9374        1.18501        2.27939        17.9938        9.33953       0.345014                 NaN            NaN
  1419.87        2500.00        11.1529       0.766488                 NaN   56.9376        1.18505        2.27940        17.9940        9.33957       0.345036                 NaN            NaN
  1416.67        2500.00        11.1525       0.766500                 NaN   56.9377        1.18509        2.27941        17.9941        9.33960       0.345058                 NaN            NaN
  1413.46        2500.00        11.1521       0.766512                 NaN   56.9379        1.18513        2.27942        17.9943        9.33964       0.345080                 NaN            NaN
  1410.26        2500.00        8.95979       0.767820                 NaN   57.2214        1.20614        1.96696        18.9244        9.72598        1.22751                 NaN            NaN
  1407.05        2500.00        8.95948       0.767830                 NaN   57.2215        1.20618        1.96697        18.9245        9.72599        1.22758                 NaN            NaN
  1403.85        2500.00        8.95917       0.767841                 NaN   57.2215        1.20622        1.96698        18.9246        9.72601        1.22766                 NaN            NaN
  1400.64        2500.00        8.95887       0.767852                 NaN   57.2216        1.20626        1.96698        18.9247        9.72603        1.22773                 NaN            NaN
  1397.44        2500.00        8.95856       0.767862                 NaN   57.2216        1.20630        1.96699        18.9248        9.72604        1.22781                 NaN            NaN
  1394.23        2500.00        8.95824       0.767872                 NaN   57.2217        1.20633        1.96699        18.9249        9.72606        1.22789                 NaN            NaN
  1391.03        2500.00        8.95793       0.767883                 NaN   57.2217        1.20637        1.96700        18.9250        9.72608        1.22796                 NaN            NaN
  1387.82        2500.00        8.95762       0.767893                 NaN   57.2218        1.20641        1.96701        18.9251        9.72609        1.22804                 NaN            NaN
  1384.62        2500.00        5.97654       0.769701                 NaN   57.5765        1.24151        1.58968        10.0700        20.2277        2.54832                 NaN            NaN
  1381.41        2500.00        5.97637       0.769710                 NaN   57.5764        1.24154        1.58968        10.0700        20.2278        2.54847                 NaN            NaN
  1378.21        2500.00        5.97620       0.769718                 NaN   57.5763        1.24158        1.58968        10.0700        20.2279        2.54862                 NaN            NaN
  1375.00        2500.00        5.97604       0.769727                 NaN   57.5762        1.24162        1.58968        10.0700        20.2279        2.54877                 NaN            NaN
  1371.79        2500.00        5.97587       0.769735                 NaN   57.5761        1.24165        1.58969        10.0700        20.2280        2.54892                 NaN            NaN
  1368.59        2500.00        5.97570       0.769743                 NaN   57.5760        1.24169        1.58969        10.0700        20.2281        2.54907                 NaN            NaN
  1365.38        2500.00        5.97553       0.769752                 NaN   57.5759        1.24173        1.58969        10.0700        20.2282        2.54922                 NaN            NaN
  1362.18        2500.00        5.97536       0.769760                 NaN   57.5758        1.24176        1.58969        10.0700        20.2282        2.54937                 NaN            NaN
  1358.97        2500.00        3.92189       0.771092                 NaN   57.7862        1.26909        1.47209        21.0701        10.1481        3.56155                 NaN            NaN
  1355.77        2500.00        3.92181       0.771099                 NaN   57.7860        1.26913        1.47209        21.0701        10.1481        3.56175                 NaN            NaN
  1352.56        2500.00        3.92172       0.771107                 NaN   57.7858        1.26916        1.47209        21.0702        10.1480        3.56196                 NaN            NaN
  1349.36        2500.00        3.92163       0.771114                 NaN   57.7856        1.26920        1.47209        21.0702        10.1480        3.56216                 NaN            NaN
  1346.15        2500.00        3.92154       0.771121                 NaN   57.7854        1.26923        1.47209        21.0703        10.1480        3.56237                 NaN            NaN
  1342.95        2500.00        3.92146       0.771128                 NaN   57.7852        1.26927        1.47209        21.0703        10.1480        3.56257                 NaN            NaN
  1339.74        2500.00        3.92137       0.771135                 NaN   57.7850        1.26930        1.47208        21.0704        10.1480        3.56278                 NaN            NaN
  1336.54        2500.00        3.92128       0.771142                 NaN   57.7848        1.26934        1.47208        21.0704        10.1479        3.56298                 NaN            NaN
  1333.33        2500.00        2.33680       0.772280                 NaN   57.9081        1.29409        1.46184        21.7294        10.1070        4.39043                 NaN            NaN
  1330.13        2500.00        2.33676       0.772286                 NaN   57.9079        1.29412        1.46184        21.7295        10.1070        4.39068                 NaN            NaN
  1326.92        2500.00        1.98527       0.772564                 NaN   57.9271        1.30071        1.45647        21.8967        10.0854        4.57574                 NaN            NaN
  1323.72        2500.00        1.81676       0.772704                 NaN   57.9363        1.30340        1.47043        21.9585        10.0774        4.66457                 NaN            NaN
  1320.51        2500.00                 NaN  0.773486                 NaN   58.1615        1.30864        1.39625        22.0652        10.2390        4.90046        1.15538                 NaN
  1317.31        2500.00                 NaN  0.773491                 NaN   58.1612        1.30867        1.39624        22.0653        10.2390        4.90073        1.15540                 NaN
  1314.10        2500.00                 NaN  0.773496                 NaN   58.1609        1.30870        1.39624        22.0653        10.2390        4.90100        1.15542                 NaN
  1310.90        2500.00                 NaN  0.773502                 NaN   58.1606        1.30874        1.39624        22.0653        10.2389        4.90127        1.15544                 NaN
  1307.69        2500.00                 NaN  0.773451                 NaN   58.1901        1.29538        2.01860        10.3766        21.2465        4.91675        1.18249                 NaN
  1304.49        2500.00                 NaN  0.773456                 NaN   58.1898        1.29542        2.01860        10.3766        21.2466        4.91702        1.18251                 NaN
  1301.28        2500.00                 NaN  0.773461                 NaN   58.1895        1.29545        2.01859        10.3766        21.2466        4.91729        1.18254                 NaN
  1298.08        2500.00                 NaN  0.773467                 NaN   58.1892        1.29548        2.01859        10.3765        21.2466        4.91757        1.18256                 NaN
