|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.25/EETA/EETA_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          Sp(TH)         San(TH)        ilm            q             
  1403.99        500.000        98.8062       0.380053       0.318010                 NaN            NaN  0.404555       0.912222E-001            NaN            NaN            NaN            NaN
  1402.93        500.000        98.8184       0.378336       0.310040                 NaN            NaN  0.400941       0.923173E-001            NaN            NaN            NaN            NaN
  1401.87        500.000        98.6836       0.426483       0.338835                 NaN            NaN  0.446796       0.104317                 NaN            NaN            NaN            NaN
  1400.81        500.000        98.9999       0.339693       0.189584                 NaN            NaN  0.348239       0.122616                 NaN            NaN            NaN            NaN
  1399.75        500.000        98.8643       0.358305       0.347737                 NaN            NaN  0.378099       0.515353E-001            NaN            NaN            NaN            NaN
  1398.69        500.000        98.8808       0.281405       0.362262                 NaN            NaN  0.381357       0.941910E-001            NaN            NaN            NaN            NaN
  1397.63        500.000        98.8950       0.359404       0.274043                 NaN            NaN  0.376755       0.947517E-001            NaN            NaN            NaN            NaN
  1396.57        500.000        99.5203       0.117581       0.156165                 NaN            NaN  0.163990       0.419671E-001            NaN            NaN            NaN            NaN
  1395.51        500.000        98.3118       0.413205       0.550658                 NaN            NaN  0.576140       0.148189                 NaN            NaN            NaN            NaN
  1394.45        500.000        98.9366       0.254812       0.349048                 NaN            NaN  0.363676       0.958935E-001            NaN            NaN            NaN            NaN
  1393.39        500.000        98.9504       0.248276       0.345668                 NaN            NaN  0.359252       0.963544E-001            NaN            NaN            NaN            NaN
  1392.33        500.000        98.9638       0.242071       0.342153                 NaN            NaN  0.355112       0.968437E-001            NaN            NaN            NaN            NaN
  1391.27        500.000        98.9761       0.339655       0.235854                 NaN            NaN  0.351146       0.972556E-001            NaN            NaN            NaN            NaN
  1390.21        500.000        98.9878       0.230097       0.336743                 NaN            NaN  0.347503       0.978133E-001            NaN            NaN            NaN            NaN
  1389.15        500.000        98.7889       0.278310       0.400221                 NaN            NaN  0.416306       0.116072       0.170799E-003            NaN            NaN            NaN
  1388.09        500.000        99.2217       0.171660       0.261131                 NaN            NaN  0.267436       0.780567E-001            NaN            NaN            NaN            NaN
  1387.03        500.000        99.0288       0.365899       0.706248E-001            NaN            NaN  0.351990       0.182702                 NaN            NaN            NaN            NaN
  1385.97        500.000        99.0366       0.282657       0.351831                 NaN            NaN  0.314397       0.144780E-001            NaN            NaN            NaN            NaN
  1384.91        500.000        99.0479       0.322382       0.202059                 NaN            NaN  0.328288       0.993803E-001            NaN            NaN            NaN            NaN
  1383.85        500.000        99.0587       0.320522       0.196031                 NaN            NaN  0.324850       0.998493E-001            NaN            NaN            NaN            NaN
  1382.79        500.000        99.0712       0.317084       0.191553                 NaN            NaN  0.320576       0.995568E-001            NaN            NaN            NaN            NaN
  1381.73        500.000        99.0766       0.184817       0.316850                 NaN            NaN  0.319777       0.101986                 NaN            NaN            NaN            NaN
  1380.67        500.000        99.0982       0.309604       0.181790                 NaN            NaN  0.311472       0.989115E-001            NaN            NaN            NaN            NaN
  1379.61        500.000        99.3052       0.240943       0.133574                 NaN            NaN  0.241016       0.792646E-001            NaN            NaN            NaN            NaN
  1378.55        500.000        98.9104       0.377127       0.212765                 NaN            NaN  0.376974       0.122687                 NaN            NaN            NaN            NaN
  1377.48        500.000        99.1227       0.165730       0.305799                 NaN            NaN  0.304229       0.101494                 NaN            NaN            NaN            NaN
  1376.42        500.000        99.1339       0.161708       0.302495                 NaN            NaN  0.300605       0.101296                 NaN            NaN            NaN            NaN
  1375.36        500.000        99.1406       0.156043       0.301748                 NaN            NaN  0.298750       0.102868                 NaN            NaN            NaN            NaN
  1374.30        500.000        99.1557       0.153378       0.296994                 NaN            NaN  0.293121       0.100855                 NaN            NaN            NaN            NaN
  1373.24        500.000        99.1624       0.296276       0.147987                 NaN            NaN  0.291338       0.102033                 NaN            NaN            NaN            NaN
  1372.18        500.000        99.1720       0.143329       0.294129                 NaN            NaN  0.288256       0.102318                 NaN            NaN            NaN            NaN
  1371.12        500.000        99.1804       0.139512       0.292259                 NaN            NaN  0.285457       0.102401                 NaN            NaN            NaN            NaN
  1370.06        500.000        99.1902       0.289635       0.135562                 NaN            NaN  0.282237       0.102377                 NaN            NaN            NaN            NaN
  1369.00        500.000        99.1994       0.288212       0.129924                 NaN            NaN  0.279472       0.102979                 NaN            NaN            NaN            NaN
  1367.94        500.000        99.2085       0.285474       0.127430                 NaN            NaN  0.276214       0.102411                 NaN            NaN            NaN            NaN
  1366.88        500.000        99.2163       0.284172       0.123205                 NaN            NaN  0.273657       0.102698                 NaN            NaN            NaN            NaN
  1365.82        500.000        99.2247       0.119644       0.281797                 NaN            NaN  0.270949       0.102875                 NaN            NaN            NaN            NaN
  1364.76        500.000        99.2317       0.280288       0.116386                 NaN            NaN  0.268757       0.102844                 NaN            NaN            NaN            NaN
  1363.70        500.000        99.2430       0.112613       0.277627                 NaN            NaN  0.264585       0.102192                 NaN            NaN            NaN            NaN
  1362.64        500.000        99.2484       0.276529       0.109409                 NaN            NaN  0.263006       0.102700                 NaN            NaN            NaN            NaN
  1361.58        500.000        99.2515       0.276905       0.106821                 NaN            NaN  0.262024       0.102747                 NaN            NaN            NaN            NaN
  1360.52        500.000        99.2703       0.100242       0.271332                 NaN            NaN  0.255551       0.102554                 NaN            NaN            NaN            NaN
  1359.46        500.000        99.2733       0.270686       0.991653E-001            NaN            NaN  0.254632       0.102238                 NaN            NaN            NaN            NaN
  1358.40        500.000        99.2803       0.269572       0.954317E-001            NaN            NaN  0.252308       0.102377                 NaN            NaN            NaN            NaN
  1357.34        500.000        99.2880       0.267612       0.920109E-001            NaN            NaN  0.249831       0.102555                 NaN            NaN            NaN            NaN
  1356.28        500.000        99.2937       0.888104E-001  0.267317                 NaN            NaN  0.247771       0.102360                 NaN            NaN            NaN            NaN
  1355.22        500.000        99.3038       0.864634E-001  0.263922                 NaN            NaN  0.244230       0.101574                 NaN            NaN            NaN            NaN
  1354.16        500.000        99.3085       0.263944       0.819756E-001            NaN            NaN  0.243027       0.102535                 NaN            NaN            NaN            NaN
  1353.10        500.000        99.3145       0.259213       0.854317E-001            NaN            NaN  0.240646       0.100192                 NaN            NaN            NaN            NaN
  1352.04        500.000        99.3267       0.258758       0.767738E-001            NaN            NaN  0.236301       0.101469                 NaN            NaN            NaN            NaN
  1350.98        500.000        99.3305       0.759835E-001  0.257456                 NaN            NaN  0.235220       0.100803                 NaN            NaN            NaN            NaN
  1349.92        500.000        99.3375       0.733513E-001  0.255735                 NaN            NaN  0.232831       0.100540                 NaN            NaN            NaN            NaN
  1348.86        500.000        99.3440       0.254352       0.708155E-001            NaN            NaN  0.230568       0.100235                 NaN            NaN            NaN            NaN
  1347.80        500.000        99.3506       0.682380E-001  0.252804                 NaN            NaN  0.228318       0.100019                 NaN            NaN            NaN            NaN
  1346.73        500.000        99.3569       0.251007       0.664588E-001            NaN            NaN  0.226080       0.995142E-001            NaN            NaN            NaN            NaN
  1345.67        500.000        99.3631       0.249619       0.640676E-001            NaN            NaN  0.223953       0.992867E-001            NaN            NaN            NaN            NaN
  1344.61        500.000        99.3697       0.247761       0.622943E-001            NaN            NaN  0.221608       0.986338E-001            NaN            NaN            NaN            NaN
  1343.55        500.000        99.3758       0.597486E-001  0.246596                 NaN            NaN  0.219497       0.983382E-001            NaN            NaN            NaN            NaN
  1342.49        500.000        99.3811       0.245475       0.578269E-001            NaN            NaN  0.217595       0.980153E-001            NaN            NaN            NaN            NaN
  1341.43        500.000        99.3861       0.565609E-001  0.244224                 NaN            NaN  0.215786       0.973010E-001            NaN            NaN            NaN            NaN
  1340.37        500.000        99.3937       0.560220E-001  0.241221                 NaN            NaN  0.212957       0.961140E-001            NaN            NaN            NaN            NaN
  1339.31        500.000        99.3993       0.520917E-001  0.241108                 NaN            NaN  0.211078       0.963944E-001            NaN            NaN            NaN            NaN
  1338.25        500.000        99.4057       0.239176       0.505260E-001            NaN            NaN  0.208799       0.958023E-001            NaN            NaN            NaN            NaN
  1337.19        500.000        99.4114       0.237539       0.487402E-001            NaN            NaN  0.206914       0.954485E-001            NaN            NaN            NaN            NaN
  1336.13        500.000        99.4164       0.235927       0.481252E-001            NaN            NaN  0.204990       0.945394E-001            NaN            NaN            NaN            NaN
  1335.07        500.000        99.4225       0.460367E-001  0.234110                 NaN            NaN  0.202959       0.943866E-001            NaN            NaN            NaN            NaN
  1334.01        500.000        99.4273       0.232239       0.465575E-001            NaN            NaN  0.200971       0.929110E-001            NaN            NaN            NaN            NaN
  1332.95        500.000        99.4323       0.231448       0.445726E-001            NaN            NaN  0.199229       0.924995E-001            NaN            NaN            NaN            NaN
  1331.89        500.000        99.4384       0.424658E-001  0.229986                 NaN            NaN  0.197084       0.921103E-001            NaN            NaN            NaN            NaN
  1330.83        500.000        99.4437       0.227976       0.420460E-001            NaN            NaN  0.195111       0.912026E-001            NaN            NaN            NaN            NaN
  1329.77        500.000        99.4491       0.230852       0.301606E-001            NaN            NaN  0.194092       0.957874E-001            NaN            NaN            NaN            NaN
  1328.71        500.000        99.4525       0.221713       0.502617E-001            NaN            NaN  0.190873       0.846454E-001            NaN            NaN            NaN            NaN
  1327.65        500.000        99.4584       0.224051       0.392788E-001            NaN            NaN  0.189547       0.887111E-001            NaN            NaN            NaN            NaN
  1326.59        500.000        99.4630       0.222552       0.384986E-001            NaN            NaN  0.187873       0.880607E-001            NaN            NaN            NaN            NaN
  1325.53        500.000        99.4682       0.220910       0.374095E-001            NaN            NaN  0.186040       0.874492E-001            NaN            NaN            NaN            NaN
  1324.47        500.000        99.4728       0.219575       0.368308E-001            NaN            NaN  0.184253       0.865216E-001            NaN            NaN            NaN            NaN
  1323.41        500.000        99.4769       0.218160       0.365578E-001            NaN            NaN  0.182728       0.857009E-001            NaN            NaN            NaN            NaN
  1322.35        500.000        99.4826       0.215724       0.366914E-001            NaN            NaN  0.180570       0.844577E-001            NaN            NaN            NaN            NaN
  1321.29        500.000        99.4855       0.215383       0.362915E-001            NaN            NaN  0.179300       0.835004E-001            NaN            NaN            NaN            NaN
  1320.23        500.000        99.4914       0.213148       0.350829E-001            NaN            NaN  0.177286       0.830339E-001            NaN            NaN            NaN            NaN
  1319.17        500.000        99.4927       0.356412E-001  0.213548                 NaN            NaN  0.176500       0.816069E-001            NaN            NaN            NaN            NaN
  1318.11        500.000        99.5007       0.209439       0.361693E-001            NaN            NaN  0.173474       0.801804E-001            NaN            NaN            NaN            NaN
  1317.04        500.000        99.5042       0.339313E-001  0.209511                 NaN            NaN  0.172298       0.800842E-001            NaN            NaN            NaN            NaN
  1315.98        500.000        99.5078       0.207018       0.359500E-001            NaN            NaN  0.170817       0.784580E-001            NaN            NaN            NaN            NaN
  1314.92        500.000        99.5125       0.205676       0.349095E-001            NaN            NaN  0.169109       0.778485E-001            NaN            NaN            NaN            NaN
  1313.86        500.000        99.5166       0.339719E-001  0.204549                 NaN            NaN  0.167614       0.772289E-001            NaN            NaN            NaN            NaN
  1312.80        500.000        99.5190       0.206915       0.284997E-001            NaN            NaN  0.167183       0.784450E-001            NaN            NaN            NaN            NaN
  1311.74        500.000        99.5264       0.197800       0.407334E-001            NaN            NaN  0.163043       0.720231E-001            NaN            NaN            NaN            NaN
  1310.68        500.000        99.5199       0.758487E-001  0.181447                 NaN            NaN  0.164188       0.586163E-001            NaN            NaN            NaN            NaN
  1309.62        500.000        99.5394       0.213702                 NaN            NaN            NaN  0.160329       0.865487E-001            NaN            NaN            NaN            NaN
  1308.56        500.000        99.5361       0.353983E-001  0.197130                 NaN            NaN  0.159877       0.715389E-001            NaN            NaN            NaN            NaN
  1307.50        500.000        99.5403       0.195275       0.351596E-001            NaN            NaN  0.158408       0.708304E-001            NaN            NaN            NaN            NaN
  1306.44        500.000        99.5434       0.383763E-001  0.192737                 NaN            NaN  0.156853       0.686239E-001            NaN            NaN            NaN            NaN
  1305.38        500.000        99.5468       0.384925E-001  0.191442                 NaN            NaN  0.155556       0.676975E-001            NaN            NaN            NaN            NaN
  1304.32        500.000        99.5503       0.387889E-001  0.190191                 NaN            NaN  0.154148       0.665424E-001            NaN            NaN            NaN            NaN
  1303.26        500.000        99.5537       0.188489       0.396309E-001            NaN            NaN  0.152808       0.653684E-001            NaN            NaN            NaN            NaN
  1302.20        500.000        99.5571       0.418041E-001  0.186006                 NaN            NaN  0.151382       0.637460E-001            NaN            NaN            NaN            NaN
  1301.14        500.000        99.5606       0.185087       0.412048E-001            NaN            NaN  0.150049       0.630171E-001            NaN            NaN            NaN            NaN
  1300.08        500.000        99.5637       0.182786       0.437803E-001            NaN            NaN  0.148705       0.610519E-001            NaN            NaN            NaN            NaN
  1299.02        500.000        99.5676       0.406301E-001  0.183069                 NaN            NaN  0.147363       0.613706E-001            NaN            NaN            NaN            NaN
  1297.96        500.000        99.5712       0.414870E-001  0.180843                 NaN            NaN  0.146151       0.603233E-001            NaN            NaN            NaN            NaN
  1296.90        500.000        99.5738       0.176931       0.476984E-001            NaN            NaN  0.144495       0.571128E-001            NaN            NaN            NaN            NaN
  1295.84        500.000        99.5767       0.176755       0.461441E-001            NaN            NaN  0.143591       0.568371E-001            NaN            NaN            NaN            NaN
  1294.78        500.000        99.5791       0.174867       0.486200E-001            NaN            NaN  0.142389       0.550328E-001            NaN            NaN            NaN            NaN
  1293.72        500.000        99.5819       0.171015       0.528259E-001            NaN            NaN  0.141182       0.530715E-001            NaN            NaN            NaN            NaN
  1292.66        500.000        99.5852       0.170391       0.523372E-001            NaN            NaN  0.139935       0.521676E-001            NaN            NaN            NaN            NaN
  1291.60        500.000        99.5880       0.541400E-001  0.168299                 NaN            NaN  0.138747       0.507862E-001            NaN            NaN            NaN            NaN
  1290.54        500.000        99.5906       0.167646       0.542029E-001            NaN            NaN  0.137689       0.498179E-001            NaN            NaN            NaN            NaN
  1289.48        500.000        99.5937       0.572214E-001  0.164709                 NaN            NaN  0.136367       0.480414E-001            NaN            NaN            NaN            NaN
  1288.42        500.000        99.5960       0.162845       0.590308E-001            NaN            NaN  0.135386       0.466897E-001            NaN            NaN            NaN            NaN
  1287.36        500.000        99.5981       0.608016E-001  0.161153                 NaN            NaN  0.134532       0.454093E-001            NaN            NaN            NaN            NaN
  1286.29        500.000        99.6022       0.157566       0.634751E-001            NaN            NaN  0.132919       0.438478E-001            NaN            NaN            NaN            NaN
  1285.23        500.000        99.6039       0.156174       0.653656E-001            NaN            NaN  0.132096       0.424313E-001            NaN            NaN            NaN            NaN
  1284.17        500.000        99.6063       0.153197       0.684445E-001            NaN            NaN  0.131115       0.408981E-001            NaN            NaN            NaN            NaN
  1283.11        500.000        99.6092       0.151339       0.696572E-001            NaN            NaN  0.130022       0.398088E-001            NaN            NaN            NaN            NaN
  1282.05        500.000        96.0365       0.346909       0.735134                 NaN            NaN  0.526776       0.146237E-005            NaN   2.35465                 NaN            NaN
  1280.99        500.000        94.2016       0.464516        1.03213                 NaN            NaN  0.732033                 NaN            NaN   3.56972                 NaN            NaN
  1279.93        500.000        94.5113       0.424659       0.998548                 NaN            NaN  0.697158                 NaN            NaN   3.36834                 NaN            NaN
  1278.87        500.000        94.7866       0.377221       0.981323                 NaN            NaN  0.666112       0.238362E-005            NaN   3.18877                 NaN            NaN
  1277.81        500.000        95.0463       0.972573       0.324137                 NaN            NaN  0.636619                 NaN            NaN   3.02037                 NaN            NaN
  1276.75        500.000        95.2790        1.00221       0.239169                 NaN            NaN  0.610274                 NaN            NaN   2.86939                 NaN            NaN
  1275.69        500.000        95.4959       0.745426E-001   1.11508                 NaN            NaN  0.585400       0.965149E-006            NaN   2.72909                 NaN            NaN
  1274.63        500.000        95.7029        1.13969                 NaN            NaN            NaN  0.560628                 NaN            NaN   2.59676                 NaN            NaN
  1273.57        500.000        95.8910        1.09417                 NaN            NaN            NaN  0.538307                 NaN            NaN   2.47648                 NaN            NaN
  1272.51        500.000        96.0650        1.05231                 NaN            NaN            NaN  0.517404                 NaN            NaN   2.36532                 NaN            NaN
  1271.45        500.000        96.2299        1.01185                 NaN            NaN            NaN  0.497751                 NaN            NaN   2.26054                 NaN            NaN
  1270.39        500.000        96.2421       0.999788                 NaN            NaN            NaN  0.499569                 NaN            NaN   2.24938       0.919885E-002            NaN
  1269.33        500.000        95.3070        1.15908                 NaN            NaN            NaN  0.615743                 NaN            NaN   2.83044       0.877674E-001            NaN
  1268.27        500.000        95.5538        1.10026                 NaN            NaN            NaN  0.583485                 NaN            NaN   2.67912       0.833770E-001            NaN
  1267.21        500.000        95.7774        1.04776                 NaN            NaN            NaN  0.554990                 NaN            NaN   2.54083       0.790163E-001            NaN
  1266.15        500.000        95.9870       0.997745                 NaN            NaN            NaN  0.528365                 NaN            NaN   2.41201       0.748756E-001            NaN
  1265.09        500.000        96.1673       0.956299                 NaN            NaN            NaN  0.506182                 NaN            NaN   2.29931       0.709401E-001            NaN
  1264.03        500.000        96.3362       0.916504                 NaN            NaN            NaN  0.484350                 NaN            NaN   2.19535       0.676091E-001            NaN
  1262.97        500.000        96.4942       0.879193                 NaN            NaN            NaN  0.464881                 NaN            NaN   2.09756       0.641384E-001            NaN
  1261.91        500.000        96.6390       0.845176                 NaN            NaN            NaN  0.447188                 NaN            NaN   2.00778       0.608843E-001            NaN
  1260.85        500.000        96.7723       0.813286                 NaN            NaN            NaN  0.429300                 NaN            NaN   1.92672       0.583927E-001            NaN
  1259.79        500.000        96.8949       0.784191                 NaN            NaN            NaN  0.413225                 NaN            NaN   1.85182       0.559019E-001            NaN
  1258.73        500.000        97.0113       0.756524                 NaN            NaN            NaN  0.398076                 NaN            NaN   1.78058       0.535540E-001            NaN
  1257.67        500.000        97.1237       0.728535                 NaN            NaN            NaN  0.382200                 NaN            NaN   1.71387       0.516624E-001            NaN
  1256.60        500.000        97.2175       0.708047                 NaN            NaN            NaN  0.372987                 NaN            NaN   1.65288       0.485654E-001            NaN
  1255.54        500.000        97.3083       0.686262                 NaN            NaN            NaN  0.359994                 NaN            NaN   1.59849       0.469897E-001            NaN
  1254.48        500.000        97.4040       0.662841                 NaN            NaN            NaN  0.348267                 NaN            NaN   1.54017       0.447103E-001            NaN
  1253.42        500.000        97.4830       0.644491                 NaN            NaN            NaN  0.338234                 NaN            NaN   1.49138       0.428598E-001            NaN
  1252.36        500.000        97.5705       0.621571                 NaN            NaN            NaN  0.324739                 NaN            NaN   1.44143       0.417182E-001            NaN
  1251.30        500.000        97.6421       0.604539                 NaN            NaN            NaN  0.313651                 NaN            NaN   1.39907       0.406587E-001            NaN
  1250.24        500.000        97.7090       0.590121                 NaN            NaN            NaN  0.308249                 NaN            NaN   1.35461       0.379664E-001            NaN
  1249.18        500.000        97.7766       0.573411                 NaN            NaN            NaN  0.298913                 NaN            NaN   1.31451       0.366040E-001            NaN
  1248.12        500.000        97.8392       0.558271                 NaN            NaN            NaN  0.289797                 NaN            NaN   1.27729       0.354264E-001            NaN
  1247.06        500.000        97.9043       0.541667                 NaN            NaN            NaN  0.280677                 NaN            NaN   1.23920       0.341961E-001            NaN
  1246.00        500.000        97.9623       0.527568                 NaN            NaN            NaN  0.272990                 NaN            NaN   1.20426       0.328504E-001            NaN
  1244.94        500.000        98.0204       0.512882                 NaN            NaN            NaN  0.264923                 NaN            NaN   1.17014       0.316953E-001            NaN
  1243.88        500.000        98.0710       0.500415                 NaN            NaN            NaN  0.258929                 NaN            NaN   1.13942       0.302651E-001            NaN
  1242.82        500.000        98.1205       0.488597                 NaN            NaN            NaN  0.251431                 NaN            NaN   1.11007       0.293606E-001            NaN
  1241.76        500.000        98.1650       0.479364                 NaN            NaN            NaN  0.244456                 NaN            NaN   1.08265       0.284892E-001            NaN
  1240.70        500.000        98.2205       0.463207                 NaN            NaN            NaN  0.236651                 NaN            NaN   1.05209       0.275099E-001            NaN
  1239.64        500.000        98.2574       0.455649                 NaN            NaN            NaN  0.231828                 NaN            NaN   1.02871       0.264384E-001            NaN
  1238.58        500.000        98.3016       0.444904                 NaN            NaN            NaN  0.225731                 NaN            NaN   1.00233       0.254747E-001            NaN
  1237.52        500.000        98.3449       0.433451                 NaN            NaN            NaN  0.219549                 NaN            NaN  0.977469       0.246163E-001            NaN
  1236.46        500.000        98.3834       0.424253                 NaN            NaN            NaN  0.214190                 NaN            NaN  0.954434       0.236988E-001            NaN
  1235.40        500.000        98.4218       0.414555                 NaN            NaN            NaN  0.208866                 NaN            NaN  0.931901       0.228665E-001            NaN
  1234.34        500.000        98.4593       0.405247                 NaN            NaN            NaN  0.203429                 NaN            NaN  0.909943       0.220399E-001            NaN
  1233.28        500.000        98.4959       0.395747                 NaN            NaN            NaN  0.197663                 NaN            NaN  0.889244       0.214646E-001            NaN
  1232.22        500.000        98.5337       0.385649                 NaN            NaN            NaN  0.192858                 NaN            NaN  0.867235       0.205545E-001            NaN
  1231.16        500.000        98.5646       0.378635                 NaN            NaN            NaN  0.188157                 NaN            NaN  0.848768       0.198898E-001            NaN
  1230.10        500.000        98.5972       0.370068                 NaN            NaN            NaN  0.183731       0.769385E-006            NaN  0.829850       0.191310E-001            NaN
  1229.04        500.000        98.6299       0.361571                 NaN            NaN            NaN  0.179112       0.423175E-004            NaN  0.810906       0.184598E-001            NaN
  1227.98        500.000        98.6579       0.355061                 NaN            NaN            NaN  0.174908                 NaN            NaN  0.794315       0.178665E-001            NaN
  1226.92        500.000        98.6858       0.348156                 NaN            NaN            NaN  0.171086                 NaN            NaN  0.777761       0.171703E-001            NaN
  1225.85        500.000        98.7146       0.340883                 NaN            NaN            NaN  0.166727                 NaN            NaN  0.761198       0.166140E-001            NaN
  1224.79        500.000        98.7452       0.332329                 NaN            NaN            NaN  0.162732                 NaN            NaN  0.743764       0.159635E-001            NaN
  1223.73        500.000        98.7715       0.325624                 NaN            NaN            NaN  0.158672                 NaN            NaN  0.728762       0.154527E-001            NaN
  1222.67        500.000        98.8001       0.317735                 NaN            NaN            NaN  0.154686                 NaN            NaN  0.712546       0.148893E-001            NaN
  1221.61        500.000        98.8241       0.311602                 NaN            NaN            NaN  0.150978                 NaN            NaN  0.698897       0.144413E-001            NaN
  1220.55        500.000        98.8502       0.304811                 NaN            NaN            NaN  0.147156                 NaN            NaN  0.683869       0.139327E-001            NaN
  1219.49        500.000        98.8737       0.298514                 NaN            NaN            NaN  0.143349                 NaN            NaN  0.670890       0.135671E-001            NaN
  1218.43        500.000        98.8987       0.291626                 NaN            NaN            NaN  0.140418                 NaN            NaN  0.656357       0.129449E-001            NaN
  1217.37        500.000        98.9214       0.285658                 NaN            NaN            NaN  0.138002                 NaN            NaN  0.642700       0.122769E-001            NaN
  1216.31        500.000        98.9430       0.280041                 NaN            NaN            NaN  0.134157                 NaN            NaN  0.630791       0.119995E-001            NaN
  1215.25        500.000        98.9654       0.273886                 NaN            NaN            NaN  0.131211                 NaN            NaN  0.617982       0.115676E-001            NaN
  1214.19        500.000        98.9888       0.267228                 NaN            NaN            NaN  0.127194                 NaN            NaN  0.605455       0.112936E-001            NaN
  1213.13        500.000        99.0077       0.262210                 NaN            NaN            NaN  0.124482                 NaN            NaN  0.594710       0.109143E-001            NaN
  1212.07        500.000        99.0280       0.256846                 NaN            NaN            NaN  0.122520                 NaN            NaN  0.582378       0.103034E-001            NaN
  1211.01        500.000        99.0482       0.251250                 NaN            NaN            NaN  0.118373                 NaN            NaN  0.571955       0.102031E-001            NaN
  1209.95        500.000        90.5359        1.09630                 NaN            NaN            NaN  0.783011                 NaN            NaN   3.73259       0.398192E-001   3.81234     
  1208.89        500.000        90.6288        1.09287                 NaN            NaN            NaN  0.781057                 NaN            NaN   3.67922       0.366078E-001   3.78142     
  1207.83        500.000        83.0745        1.82901                 NaN            NaN            NaN   1.42206                 NaN            NaN   6.89425       0.752491E-001   6.70498     
  1206.77        500.000        79.5129        1.31012        1.11854                 NaN            NaN   1.65192                 NaN            NaN   7.56903       0.609138E-001   8.77656     
  1205.71        500.000        99.3951                 NaN            NaN            NaN            NaN  0.836616E-001  0.106303                 NaN  0.101745       0.929223E-002  0.303940     
  1204.65        500.000        99.4583       0.142882                 NaN            NaN            NaN  0.226991E-001            NaN            NaN  0.374538       0.161857E-002            NaN
  1203.59        500.000        95.9858       0.171578E-002  0.508038                 NaN            NaN  0.336071                 NaN            NaN   1.72528       0.139871E-001   1.42912     
  1202.53        500.000        94.2135       0.302367       0.359267                 NaN            NaN  0.434861                 NaN            NaN   2.33035       0.304681E-001   2.32920     
  1201.47        500.000        92.1677       0.913302                 NaN            NaN            NaN  0.677378       0.425333E-001            NaN   3.04946       0.203604E-001   3.12925     
  1200.41        500.000        54.0526        4.00440       0.961824                 NaN            NaN   3.69018                 NaN            NaN   17.6592       0.161370        19.4703     
  1199.35        500.000        99.6245                 NaN            NaN            NaN            NaN            NaN  0.579107E-001            NaN  0.317607                 NaN            NaN
  1198.29        500.000        99.7547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.236939       0.839550E-002            NaN
  1197.23        500.000        97.5964                 NaN            NaN            NaN            NaN  0.625399E-001  0.340988E-001            NaN   1.32175                 NaN  0.985219     
