|6.6.6
Archiving\03_Data\eqfrac/QFM_m3/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1466.16        2500.00        99.1443                 NaN  0.948982E-003  0.496400E-001  0.144476       0.660586                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.67        2500.00        99.1491                 NaN  0.906593E-003  0.482806E-001  0.146420       0.655311                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.17        2500.00        99.1529                 NaN  0.857779E-003  0.471777E-001  0.652076       0.147000                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.68        2500.00        99.1609                 NaN  0.814023E-003  0.461521E-001  0.644583       0.147558                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.19        2500.00        99.1685                 NaN  0.771354E-003  0.448878E-001  0.636081       0.149762                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.69        2500.00        99.1724                 NaN  0.727524E-003  0.440105E-001  0.632351       0.150537                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.20        2500.00        99.1779                 NaN  0.686995E-003  0.429346E-001  0.151565       0.626925                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.70        2500.00        99.1845                 NaN  0.646170E-003  0.419480E-001  0.620379       0.152500                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.21        2500.00        99.1889                 NaN  0.604129E-003  0.410824E-001  0.616203       0.153169                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.72        2500.00        99.1941                 NaN  0.570433E-003  0.399708E-001  0.154968       0.610357                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.22        2500.00        99.1999                 NaN  0.525436E-003  0.388937E-001  0.605943       0.154702                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.73        2500.00        99.2032                 NaN  0.487913E-003  0.382090E-001  0.603477       0.154627                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.23        2500.00        99.2098                 NaN  0.458505E-003  0.370228E-001  0.594886       0.157868                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.74        2500.00        99.0823                 NaN  0.480683E-003  0.419754E-001  0.183051       0.692179                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.24        2500.00        99.3528                 NaN  0.314571E-003  0.294952E-001  0.486282       0.131147                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.75        2500.00        99.2225                 NaN  0.362247E-003  0.315206E-001  0.582214       0.163409                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.26        2500.00        99.2287                 NaN  0.307911E-003  0.362793E-001  0.580794       0.153936                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.76        2500.00        99.2327                 NaN  0.280220E-003  0.331769E-001  0.575158       0.158668                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.27        2500.00        99.2361                 NaN  0.252298E-003  0.311231E-001  0.570529       0.162040                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.77        2500.00        99.2388                 NaN  0.216683E-003  0.305908E-001  0.161451       0.568894                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.28        2500.00        99.2472                 NaN  0.188388E-003  0.302123E-001  0.561651       0.160740                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.79        2500.00        99.2481                 NaN  0.158822E-003  0.291418E-001  0.161966       0.560682                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.29        2500.00        99.2524                 NaN  0.129703E-003  0.283178E-001  0.162665       0.556453                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.80        2500.00        99.2550                 NaN  0.999152E-004  0.273921E-001  0.162759       0.554760                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.30        2500.00        99.2592                 NaN  0.736728E-004  0.266218E-001  0.550822       0.163277                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.81        2500.00        99.2623                 NaN  0.400424E-004  0.253647E-001  0.164756       0.547551                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.32        2500.00        99.2654                 NaN  0.212762E-004  0.255350E-001  0.164478       0.544516                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.82        2500.00        99.2710                 NaN  0.157761E-002  0.229574E-001  0.533468       0.171027                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.33        2500.00        99.2718                 NaN            NaN  0.233663E-001  0.539928       0.164888                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.83        2500.00        99.2745                 NaN            NaN  0.221849E-001  0.165972       0.537352                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.34        2500.00        98.2368                 NaN            NaN  0.257576       0.693840       0.219943                 NaN            NaN  0.591857                 NaN            NaN            NaN
  1419.84        2500.00        98.0967                 NaN            NaN  0.294653       0.714584       0.216098                 NaN            NaN  0.678011                 NaN            NaN            NaN
  1418.35        2500.00        98.1274                 NaN            NaN  0.293687       0.709299       0.202020                 NaN            NaN  0.667586                 NaN            NaN            NaN
  1416.86        2500.00        98.1565                 NaN            NaN  0.292986       0.704683       0.187985                 NaN            NaN  0.657844                 NaN            NaN            NaN
  1415.36        2500.00        98.1832                 NaN            NaN  0.292292       0.700814       0.174963                 NaN            NaN  0.648683                 NaN            NaN            NaN
  1413.87        2500.00        98.2127                 NaN            NaN  0.291361       0.695958       0.161211                 NaN            NaN  0.638778                 NaN            NaN            NaN
  1412.37        2500.00        98.2381                 NaN            NaN  0.290697       0.692054       0.149221                 NaN            NaN  0.629897                 NaN            NaN            NaN
  1410.88        2500.00        98.2344                 NaN            NaN  0.293405       0.147352       0.692655                 NaN            NaN  0.632184                 NaN            NaN            NaN
  1409.39        2500.00        98.3169                 NaN            NaN  0.285558       0.118870       0.677133                 NaN            NaN  0.601495                 NaN            NaN            NaN
  1407.89        2500.00        98.3132                 NaN            NaN  0.288407       0.682169       0.111737                 NaN            NaN  0.604482                 NaN            NaN            NaN
  1406.40        2500.00        98.3420                 NaN            NaN  0.286844       0.999706E-001  0.676649                 NaN            NaN  0.594498                 NaN            NaN            NaN
  1404.90        2500.00        98.3629                 NaN            NaN  0.286104       0.675577       0.883469E-001            NaN            NaN  0.587109                 NaN            NaN            NaN
  1403.41        2500.00        98.3856                 NaN            NaN  0.285198       0.774274E-001  0.672489                 NaN            NaN  0.579296                 NaN            NaN            NaN
  1401.92        2500.00        99.0914                 NaN  0.131793E-003  0.149250       0.567363E-001  0.376988                 NaN            NaN  0.325506                 NaN            NaN            NaN
  1400.42        2500.00        97.7362                 NaN            NaN  0.408510       0.981203E-001  0.945478                 NaN            NaN  0.811642                 NaN            NaN            NaN
  1398.93        2500.00        98.4647                 NaN            NaN  0.291149       0.683419       0.698879E-002            NaN            NaN  0.553791                 NaN            NaN            NaN
  1397.43        2500.00        98.4738                 NaN            NaN  0.280947       0.339066E-001  0.662982                 NaN            NaN  0.548341                 NaN            NaN            NaN
  1395.94        2500.00        98.4934                 NaN            NaN  0.280113       0.659842       0.249273E-001            NaN            NaN  0.541688                 NaN            NaN            NaN
  1394.45        2500.00        98.5152                 NaN            NaN  0.277856       0.659366       0.139695E-001            NaN            NaN  0.533624                 NaN            NaN            NaN
  1392.95        2500.00        98.5339                 NaN            NaN  0.277044       0.658676       0.320898E-002            NaN            NaN  0.527197                 NaN            NaN            NaN
  1391.46        2500.00        98.5434                 NaN            NaN  0.255436       0.671280E-001  0.614797                 NaN            NaN  0.519243                 NaN            NaN            NaN
  1389.96        2500.00        98.5727                 NaN            NaN  0.275362       0.638299                 NaN            NaN            NaN  0.513606                 NaN            NaN            NaN
  1388.47        2500.00        98.5883                 NaN            NaN  0.267807       0.637427                 NaN            NaN            NaN  0.506458                 NaN            NaN            NaN
  1386.97        2500.00        98.5376                 NaN            NaN  0.265254       0.672159                 NaN            NaN            NaN  0.524996                 NaN            NaN            NaN
  1385.48        2500.00        98.6842                 NaN            NaN  0.257594       0.586219                 NaN            NaN            NaN  0.472023                 NaN            NaN            NaN
  1383.99        2500.00        98.6463                 NaN            NaN  0.255157       0.616065                 NaN            NaN            NaN  0.482528                 NaN            NaN            NaN
  1382.49        2500.00        98.6536                 NaN            NaN  0.253209       0.612504                 NaN            NaN            NaN  0.480675                 NaN            NaN            NaN
  1381.00        2500.00        98.6704                 NaN            NaN  0.251938       0.602863                 NaN            NaN            NaN  0.474751                 NaN            NaN            NaN
  1379.50        2500.00        98.6859                 NaN            NaN  0.247239       0.598464                 NaN            NaN            NaN  0.468391                 NaN            NaN            NaN
  1378.01        2500.00        98.7013                 NaN            NaN  0.246420       0.589192                 NaN            NaN            NaN  0.463079                 NaN            NaN            NaN
  1376.52        2500.00        98.7152                 NaN            NaN  0.240164       0.587749                 NaN            NaN            NaN  0.456877                 NaN            NaN            NaN
  1375.02        2500.00        98.7309                 NaN            NaN  0.237133       0.581721                 NaN            NaN            NaN  0.450262                 NaN            NaN            NaN
  1373.53        2500.00        98.7463                 NaN            NaN  0.237182       0.571326                 NaN            NaN            NaN  0.445144                 NaN            NaN            NaN
  1372.03        2500.00        98.7591                 NaN            NaN  0.233420       0.567666                 NaN            NaN            NaN  0.439862                 NaN            NaN            NaN
  1370.54        2500.00        98.7748                 NaN            NaN  0.231929       0.559279                 NaN            NaN            NaN  0.434006                 NaN            NaN            NaN
  1369.05        2500.00        98.7880                 NaN            NaN  0.227927       0.555540                 NaN            NaN            NaN  0.428560                 NaN            NaN            NaN
  1367.55        2500.00        98.8010                 NaN            NaN  0.225257       0.550443                 NaN            NaN            NaN  0.423311                 NaN            NaN            NaN
  1366.06        2500.00        98.8107                 NaN            NaN  0.221619       0.548149                 NaN            NaN            NaN  0.419528                 NaN            NaN            NaN
  1364.56        2500.00        98.8317                 NaN            NaN  0.220871       0.536252                 NaN            NaN            NaN  0.411174                 NaN            NaN            NaN
  1363.07        2500.00        98.8378                 NaN            NaN  0.216507       0.537091                 NaN            NaN            NaN  0.408609                 NaN            NaN            NaN
  1361.57        2500.00        98.8536                 NaN            NaN  0.212564       0.531731                 NaN            NaN            NaN  0.402061                 NaN            NaN            NaN
  1360.08        2500.00        98.8636                 NaN            NaN  0.210345       0.527990                 NaN            NaN            NaN  0.398059                 NaN            NaN            NaN
  1358.59        2500.00        98.8765                 NaN            NaN  0.211651       0.517689                 NaN            NaN            NaN  0.394154                 NaN            NaN            NaN
  1357.09        2500.00        98.8891                 NaN            NaN  0.204078       0.519258                 NaN            NaN            NaN  0.387529                 NaN            NaN            NaN
  1355.60        2500.00        98.9000                 NaN            NaN  0.204747       0.511211                 NaN            NaN            NaN  0.384045                 NaN            NaN            NaN
  1354.10        2500.00        98.9102                 NaN            NaN  0.199650       0.510739                 NaN            NaN            NaN  0.379396                 NaN            NaN            NaN
  1352.61        2500.00        98.9038                 NaN            NaN  0.201002       0.513515                 NaN            NaN            NaN  0.381694                 NaN            NaN            NaN
  1351.12        2500.00        98.9416                 NaN            NaN  0.191082       0.501344                 NaN            NaN            NaN  0.365933                 NaN            NaN            NaN
  1349.62        2500.00        98.9442                 NaN            NaN  0.191621       0.498500                 NaN            NaN            NaN  0.365670                 NaN            NaN            NaN
  1348.13        2500.00        98.9513                 NaN            NaN  0.191154       0.494358                 NaN            NaN            NaN  0.363192                 NaN            NaN            NaN
  1346.63        2500.00        98.9657                 NaN            NaN  0.185196       0.492590                 NaN            NaN            NaN  0.356467                 NaN            NaN            NaN
  1345.14        2500.00        98.9742                 NaN            NaN  0.183478       0.489014                 NaN            NaN            NaN  0.353336                 NaN            NaN            NaN
  1343.65        2500.00        98.9825                 NaN            NaN  0.182134       0.485478                 NaN            NaN            NaN  0.349937                 NaN            NaN            NaN
  1342.15        2500.00        99.1171                 NaN            NaN  0.167760       0.401933                 NaN            NaN            NaN  0.313235                 NaN            NaN            NaN
  1340.66        2500.00        98.8710                 NaN            NaN  0.185832       0.566993                 NaN            NaN            NaN  0.376174                 NaN            NaN            NaN
  1339.16        2500.00        99.0126                 NaN            NaN  0.174302       0.475807                 NaN            NaN            NaN  0.337294                 NaN            NaN            NaN
  1337.67        2500.00        99.0222                 NaN            NaN  0.168861       0.475119                 NaN            NaN            NaN  0.333800                 NaN            NaN            NaN
  1336.17        2500.00        99.0299                 NaN            NaN  0.164478       0.476479                 NaN            NaN            NaN  0.329128                 NaN            NaN            NaN
  1334.68        2500.00        99.0108                 NaN            NaN  0.162784       0.481995                 NaN            NaN            NaN  0.334204       0.102268E-001            NaN            NaN
  1333.19        2500.00        98.9300                 NaN            NaN  0.151859       0.518174                 NaN            NaN            NaN  0.355314       0.447012E-001            NaN            NaN
  1331.69        2500.00        98.9445                 NaN            NaN  0.150630       0.510462                 NaN            NaN            NaN  0.350592       0.438257E-001            NaN            NaN
  1330.20        2500.00        98.9581                 NaN            NaN  0.148932       0.504004                 NaN            NaN            NaN  0.346031       0.429466E-001            NaN            NaN
  1328.70        2500.00        98.9735                 NaN            NaN  0.149364       0.493879                 NaN            NaN            NaN  0.341149       0.421411E-001            NaN            NaN
  1327.21        2500.00        98.9870                 NaN            NaN  0.146077       0.489359                 NaN            NaN            NaN  0.336316       0.412302E-001            NaN            NaN
  1325.72        2500.00        99.0005                 NaN            NaN  0.144013       0.483357                 NaN            NaN            NaN  0.331829       0.403508E-001            NaN            NaN
  1324.22        2500.00        99.0141                 NaN            NaN  0.142001       0.477390                 NaN            NaN            NaN  0.327047       0.394986E-001            NaN            NaN
  1322.73        2500.00        99.0268                 NaN            NaN  0.138788       0.473243                 NaN            NaN            NaN  0.322539       0.386075E-001            NaN            NaN
  1321.23        2500.00        99.0392                 NaN            NaN  0.137555       0.467040                 NaN            NaN            NaN  0.318360       0.378462E-001            NaN            NaN
  1319.74        2500.00        99.0527                 NaN            NaN  0.135751       0.460768                 NaN            NaN            NaN  0.313783       0.370351E-001            NaN            NaN
  1318.25        2500.00        99.0644                 NaN            NaN  0.134485       0.455032                 NaN            NaN            NaN  0.309828       0.362885E-001            NaN            NaN
  1316.75        2500.00        99.0758                 NaN            NaN  0.131805       0.450985                 NaN            NaN            NaN  0.305900       0.355148E-001            NaN            NaN
  1315.26        2500.00        99.0894                 NaN            NaN  0.127961       0.447293                 NaN            NaN            NaN  0.300718       0.346320E-001            NaN            NaN
  1313.76        2500.00        99.1009                 NaN            NaN  0.127674       0.440232                 NaN            NaN            NaN  0.297200       0.339597E-001            NaN            NaN
  1312.27        2500.00        99.1116                 NaN            NaN  0.124048       0.437995                 NaN            NaN            NaN  0.293200       0.331398E-001            NaN            NaN
  1310.77        2500.00        99.1232                 NaN            NaN  0.122105       0.433111                 NaN            NaN            NaN  0.289199       0.324251E-001            NaN            NaN
  1309.28        2500.00        99.1338                 NaN            NaN  0.119947       0.428850                 NaN            NaN            NaN  0.285676       0.317118E-001            NaN            NaN
  1307.79        2500.00        99.1457                 NaN            NaN  0.116874       0.425268                 NaN            NaN            NaN  0.281207       0.309374E-001            NaN            NaN
  1306.29        2500.00        99.1569                 NaN            NaN  0.115196       0.420125                 NaN            NaN            NaN  0.277524       0.302829E-001            NaN            NaN
  1304.80        2500.00        99.1656                 NaN            NaN  0.112191       0.418480                 NaN            NaN            NaN  0.274157       0.295444E-001            NaN            NaN
  1303.30        2500.00        99.1773                 NaN            NaN  0.109887       0.413602                 NaN            NaN            NaN  0.270341       0.288769E-001            NaN            NaN
