|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1506.27        500.000        99.2038                 NaN            NaN  0.430867E-002            NaN            NaN  0.791910                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2126                 NaN            NaN  0.140924E-002            NaN            NaN  0.786033                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2223                 NaN            NaN  0.147855E-001            NaN            NaN  0.762939                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2329                 NaN            NaN  0.164501E-001            NaN            NaN  0.750676                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2411                 NaN            NaN            NaN            NaN            NaN  0.758923                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2453                 NaN            NaN            NaN            NaN            NaN  0.754680                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2550                 NaN            NaN            NaN            NaN            NaN  0.745048                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2631                 NaN            NaN            NaN            NaN            NaN  0.736865                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2715                 NaN            NaN            NaN            NaN            NaN  0.728485                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2814                 NaN            NaN            NaN            NaN            NaN  0.718615                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2984                 NaN            NaN  0.655209E-001            NaN            NaN  0.636079                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2927                 NaN            NaN            NaN            NaN            NaN  0.707266                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2994                 NaN            NaN            NaN            NaN            NaN  0.700554                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.3059                 NaN            NaN            NaN            NaN            NaN  0.694109                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.3148                 NaN            NaN            NaN            NaN            NaN  0.685192                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.3231                 NaN            NaN  0.142281E-005            NaN            NaN  0.676920                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.3248                 NaN            NaN            NaN            NaN            NaN  0.675203                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.3361                 NaN            NaN            NaN            NaN            NaN  0.663874                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.3441                 NaN            NaN            NaN            NaN            NaN  0.655876                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.3475                 NaN            NaN  0.884483E-006            NaN            NaN  0.652491                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2583                 NaN            NaN            NaN            NaN            NaN  0.160435       0.581272                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2115                 NaN            NaN            NaN            NaN            NaN            NaN  0.788467                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2127                 NaN            NaN            NaN            NaN            NaN            NaN  0.787331                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2139                 NaN            NaN            NaN            NaN            NaN  0.214602E-002  0.783990                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2153                 NaN            NaN            NaN            NaN            NaN            NaN  0.784657                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.2120                 NaN            NaN            NaN            NaN            NaN            NaN  0.788000                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.2090                 NaN            NaN            NaN            NaN            NaN            NaN  0.791016                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.2051                 NaN            NaN            NaN            NaN            NaN            NaN  0.794937                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.1948                 NaN            NaN            NaN            NaN            NaN            NaN  0.444047E-002  0.800776                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.7748                 NaN            NaN            NaN            NaN            NaN            NaN  0.451812       0.773371                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.7953                 NaN            NaN            NaN            NaN            NaN            NaN  0.759729       0.444995                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.8121                 NaN            NaN            NaN            NaN            NaN            NaN  0.437421       0.750464                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.8302                 NaN            NaN            NaN            NaN            NaN            NaN  0.430651       0.739195                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.8460                 NaN            NaN            NaN            NaN            NaN            NaN  0.729331       0.424711                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.8641                 NaN            NaN            NaN            NaN            NaN            NaN  0.719368       0.416551                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.8785                 NaN            NaN            NaN            NaN            NaN            NaN  0.710581       0.410904                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.8958                 NaN            NaN            NaN            NaN            NaN            NaN  0.699550       0.404615                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.6314                 NaN            NaN            NaN            NaN            NaN            NaN  0.712934       0.516625       0.139075                 NaN            NaN            NaN
  1411.03        500.000        96.9846                 NaN            NaN            NaN            NaN            NaN            NaN  0.824833        1.21731       0.973269                 NaN            NaN            NaN
  1408.52        500.000        97.0814                 NaN            NaN            NaN            NaN            NaN            NaN  0.797921        1.17829       0.942360                 NaN            NaN            NaN
  1406.02        500.000        97.1741                 NaN            NaN            NaN            NaN            NaN            NaN  0.771662        1.14137       0.912886                 NaN            NaN            NaN
  1403.51        500.000        97.2609                 NaN            NaN            NaN            NaN            NaN            NaN   1.10646       0.747425       0.885160                 NaN            NaN            NaN
  1401.00        500.000        97.3454                 NaN            NaN            NaN            NaN            NaN            NaN  0.723797        1.07278       0.858038                 NaN            NaN            NaN
  1398.50        500.000        97.4236                 NaN            NaN            NaN            NaN            NaN            NaN   1.04184       0.701661       0.832881                 NaN            NaN            NaN
  1395.99        500.000        97.4995                 NaN            NaN            NaN            NaN            NaN            NaN   1.01237       0.679746       0.808432                 NaN            NaN            NaN
  1393.48        500.000        97.5724                 NaN            NaN            NaN            NaN            NaN            NaN  0.659606       0.982982       0.784978                 NaN            NaN            NaN
  1390.98        500.000        97.6413                 NaN            NaN            NaN            NaN            NaN            NaN  0.955901       0.640061       0.762689                 NaN            NaN            NaN
  1388.47        500.000        97.7059                 NaN            NaN            NaN            NaN            NaN            NaN  0.621716       0.930560       0.741774                 NaN            NaN            NaN
  1385.96        500.000        97.7666                 NaN            NaN            NaN            NaN            NaN            NaN  0.604108       0.907186       0.722065                 NaN            NaN            NaN
  1383.46        500.000        97.8277                 NaN            NaN            NaN            NaN            NaN            NaN  0.586393       0.883621       0.702238                 NaN            NaN            NaN
  1380.95        500.000        97.8841                 NaN            NaN            NaN            NaN            NaN            NaN  0.861739       0.570076       0.684093                 NaN            NaN            NaN
  1378.45        500.000        97.9393                 NaN            NaN            NaN            NaN            NaN            NaN  0.554419       0.840499       0.665829                 NaN            NaN            NaN
  1375.94        500.000        97.9913                 NaN            NaN            NaN            NaN            NaN            NaN  0.539465       0.820378       0.648878                 NaN            NaN            NaN
  1373.43        500.000        98.0404                 NaN            NaN            NaN            NaN            NaN            NaN  0.801827       0.525117       0.632665                 NaN            NaN            NaN
  1370.93        500.000        98.0883                 NaN            NaN            NaN            NaN            NaN            NaN  0.510951       0.783553       0.617197                 NaN            NaN            NaN
  1368.42        500.000        98.1457                 NaN            NaN  0.809420E-001            NaN            NaN            NaN  0.630447       0.530501       0.612421                 NaN            NaN            NaN
  1365.91        500.000        98.2081                 NaN            NaN  0.221642                 NaN            NaN            NaN  0.377797       0.575587       0.616903                 NaN            NaN            NaN
  1363.41        500.000        98.2529                 NaN            NaN  0.222941                 NaN            NaN            NaN  0.356826       0.564909       0.602403                 NaN            NaN            NaN
  1360.90        500.000        98.2968                 NaN            NaN  0.224146                 NaN            NaN            NaN  0.336522       0.554513       0.588022                 NaN            NaN            NaN
  1358.40        500.000        98.3385                 NaN            NaN  0.225280                 NaN            NaN            NaN  0.316989       0.544754       0.574467                 NaN            NaN            NaN
  1355.89        500.000        98.3803                 NaN            NaN  0.226193                 NaN            NaN            NaN  0.297635       0.534933       0.560912                 NaN            NaN            NaN
  1353.38        500.000        98.4195                 NaN            NaN  0.228173                 NaN            NaN            NaN  0.524944       0.278931       0.548437                 NaN            NaN            NaN
  1350.88        500.000        98.4583                 NaN            NaN  0.225653                 NaN            NaN            NaN  0.265770       0.515477       0.534822                 NaN            NaN            NaN
  1348.37        500.000        98.4921                 NaN            NaN  0.228302                 NaN            NaN            NaN  0.510013       0.245275       0.524324                 NaN            NaN            NaN
  1345.86        500.000        98.5331                 NaN            NaN  0.226618                 NaN            NaN            NaN  0.497695       0.232515       0.510088                 NaN            NaN            NaN
  1343.36        500.000        98.5640                 NaN            NaN  0.226835                 NaN            NaN            NaN  0.490213       0.218967       0.499995                 NaN            NaN            NaN
  1340.85        500.000        98.5918                 NaN            NaN  0.226819                 NaN            NaN            NaN  0.207483       0.483054       0.490889                 NaN            NaN            NaN
  1338.35        500.000        98.6345                 NaN            NaN  0.225198                 NaN            NaN            NaN  0.191653       0.472763       0.475844                 NaN            NaN            NaN
  1335.84        500.000        98.6626                 NaN            NaN  0.225621                 NaN            NaN            NaN  0.465585       0.179300       0.466860                 NaN            NaN            NaN
  1333.33        500.000        98.6925                 NaN            NaN  0.223873                 NaN            NaN            NaN  0.458189       0.168959       0.456512                 NaN            NaN            NaN
  1330.83        500.000        98.7215                 NaN            NaN  0.223058                 NaN            NaN            NaN  0.450545       0.158250       0.446630                 NaN            NaN            NaN
  1328.32        500.000        98.7502                 NaN            NaN  0.220818                 NaN            NaN            NaN  0.149435       0.443035       0.436541                 NaN            NaN            NaN
  1325.81        500.000        98.7768                 NaN            NaN  0.219890                 NaN            NaN            NaN  0.436373       0.139469       0.427429                 NaN            NaN            NaN
  1323.31        500.000        98.8054                 NaN            NaN  0.216268                 NaN            NaN            NaN  0.133830       0.427402       0.417123                 NaN            NaN            NaN
  1320.80        500.000        98.8301                 NaN            NaN  0.214354                 NaN            NaN            NaN  0.421005       0.126044       0.408490                 NaN            NaN            NaN
  1318.30        500.000        98.8547                 NaN            NaN  0.211748                 NaN            NaN            NaN  0.413591       0.120168       0.399778                 NaN            NaN            NaN
  1315.79        500.000        98.8802                 NaN            NaN  0.208815                 NaN            NaN            NaN  0.406158       0.114222       0.390577                 NaN            NaN            NaN
  1313.28        500.000        98.9042                 NaN            NaN  0.206715                 NaN            NaN            NaN  0.398985       0.107803       0.382338                 NaN            NaN            NaN
  1310.78        500.000        98.9269                 NaN            NaN  0.203163                 NaN            NaN            NaN  0.104664       0.391442       0.373876                 NaN            NaN            NaN
  1308.27        500.000        98.9499                 NaN            NaN  0.199102                 NaN            NaN            NaN  0.101066       0.384593       0.365354                 NaN            NaN            NaN
  1305.76        500.000        98.9706                 NaN            NaN  0.196659                 NaN            NaN            NaN  0.378349       0.963120E-001  0.358049                 NaN            NaN            NaN
  1303.26        500.000        98.9910                 NaN            NaN  0.194272                 NaN            NaN            NaN  0.909646E-001  0.373183       0.350630                 NaN            NaN            NaN
  1300.75        500.000        99.0148                 NaN            NaN  0.184959                 NaN            NaN            NaN  0.982929E-001  0.360942       0.341006                 NaN            NaN            NaN
  1298.25        500.000        99.0320                 NaN            NaN  0.183057                 NaN            NaN            NaN  0.939660E-001  0.356011       0.334955                 NaN            NaN            NaN
  1295.74        500.000        99.0508                 NaN            NaN  0.178479                 NaN            NaN            NaN  0.938747E-001  0.349012       0.327850                 NaN            NaN            NaN
  1293.23        500.000        99.0701                 NaN            NaN  0.174443                 NaN            NaN            NaN  0.924669E-001  0.342312       0.320690                 NaN            NaN            NaN
  1290.73        500.000        99.0873                 NaN            NaN  0.169079                 NaN            NaN            NaN  0.946756E-001  0.334991       0.313953                 NaN            NaN            NaN
  1288.22        500.000        99.1049                 NaN            NaN  0.163953                 NaN            NaN            NaN  0.327688       0.962330E-001  0.307234                 NaN            NaN            NaN
  1285.71        500.000        99.1221                 NaN            NaN  0.159327                 NaN            NaN            NaN  0.971380E-001  0.320722       0.300749                 NaN            NaN            NaN
  1283.21        500.000        99.1382                 NaN            NaN  0.153979                 NaN            NaN            NaN  0.996943E-001  0.313690       0.294423                 NaN            NaN            NaN
  1280.70        500.000        93.0832                 NaN            NaN  0.982223E-001            NaN            NaN            NaN   1.18892       0.691649       0.950891        3.98710                 NaN            NaN
  1278.20        500.000        85.6834                 NaN            NaN            NaN            NaN            NaN            NaN   1.11096        2.60011        1.75396        8.85162                 NaN            NaN
  1275.69        500.000        87.3910                 NaN            NaN  0.750839E-006            NaN            NaN            NaN   2.31984       0.977457        1.56364        7.74803                 NaN            NaN
  1273.18        500.000        88.7719                 NaN            NaN            NaN            NaN            NaN            NaN  0.867429        2.09358        1.40838        6.85871                 NaN            NaN
  1270.68        500.000        89.9088                 NaN            NaN            NaN            NaN            NaN            NaN  0.774938        1.90743        1.27920        6.12961                 NaN            NaN
  1268.17        500.000        90.8380                 NaN            NaN            NaN            NaN            NaN            NaN  0.695954        1.75993        1.17325        5.53291                 NaN            NaN
  1265.66        500.000        91.6288                 NaN            NaN            NaN            NaN            NaN            NaN   1.63384       0.627649        1.08206        5.02768                 NaN            NaN
  1263.16        500.000        92.3076                 NaN            NaN            NaN            NaN            NaN            NaN  0.566892        1.52701        1.00291        4.59556                 NaN            NaN
  1260.65        500.000        92.8936                 NaN            NaN            NaN            NaN            NaN            NaN  0.512109        1.43639       0.934008        4.22389                 NaN            NaN
  1258.15        500.000        93.4001                 NaN            NaN            NaN            NaN            NaN            NaN   1.36109       0.460336       0.873770        3.90473                 NaN            NaN
  1255.64        500.000        93.8412                 NaN            NaN            NaN            NaN            NaN            NaN  0.413907        1.29969       0.821232        3.62396                 NaN            NaN
  1253.13        500.000        94.2348                 NaN            NaN            NaN            NaN            NaN            NaN   1.24559       0.368456       0.773500        3.37764                 NaN            NaN
  1250.63        500.000        94.6050                 NaN            NaN            NaN            NaN            NaN            NaN  0.324714        1.19364       0.728034        3.14864                 NaN            NaN
  1248.12        500.000        94.8758                 NaN            NaN            NaN            NaN            NaN            NaN  0.279433        1.17669       0.695527        2.97253                 NaN            NaN
  1245.61        500.000        95.1594                 NaN            NaN            NaN            NaN            NaN            NaN  0.235876        1.14785       0.660043        2.79682                 NaN            NaN
  1243.11        500.000        95.2649                 NaN            NaN            NaN            NaN            NaN            NaN  0.249387        1.08878       0.646065        2.73353       0.173675E-001            NaN
  1240.60        500.000        94.8753                 NaN            NaN            NaN            NaN            NaN            NaN  0.906406       0.456380       0.692697        2.98015       0.890201E-001            NaN
  1238.10        500.000        95.1876                 NaN            NaN            NaN            NaN            NaN            NaN  0.871386       0.413272       0.650819        2.79537       0.816061E-001            NaN
  1235.59        500.000        95.4628                 NaN            NaN            NaN            NaN            NaN            NaN  0.372562       0.844407       0.613727        2.63165       0.748977E-001            NaN
  1233.08        500.000        95.7143                 NaN            NaN            NaN            NaN            NaN            NaN  0.820009       0.334412       0.579405        2.48313       0.687464E-001            NaN
  1230.58        500.000        95.9724                 NaN            NaN  0.369858E-001            NaN            NaN            NaN  0.394161       0.643261       0.544423        2.34389       0.649110E-001            NaN
  1228.07        500.000        96.2279                 NaN            NaN  0.100641                 NaN            NaN            NaN  0.526386       0.357444       0.509892        2.21494       0.627867E-001            NaN
  1225.56        500.000        96.4279                 NaN            NaN  0.798403E-001            NaN            NaN            NaN  0.408859       0.449469       0.480726        2.09598       0.571744E-001            NaN
  1223.06        500.000        96.6071                 NaN            NaN  0.565906E-001            NaN            NaN            NaN  0.369468       0.473199       0.454295        1.98748       0.518295E-001            NaN
  1220.55        500.000        96.7699                 NaN            NaN  0.315796E-001            NaN            NaN            NaN  0.283201       0.550328       0.430410        1.88793       0.466812E-001            NaN
  1218.05        500.000        96.9172                 NaN            NaN  0.501472E-003            NaN            NaN            NaN  0.654947       0.182784       0.408651        1.79444       0.415129E-001            NaN
  1215.54        500.000        97.0650                 NaN            NaN            NaN            NaN            NaN            NaN  0.163314       0.636186       0.387266        1.71011       0.381423E-001            NaN
  1213.03        500.000        93.3464                 NaN            NaN  0.172958       0.156197                 NaN            NaN   1.14955                 NaN  0.994235        4.04335       0.137289                 NaN
  1210.53        500.000        99.2449                 NaN            NaN  0.153321                 NaN            NaN            NaN            NaN            NaN  0.120207       0.468974       0.125825E-001            NaN
  1208.02        500.000        97.5232                 NaN            NaN  0.189859E-001  0.142629                 NaN            NaN  0.105405                 NaN  0.261709       0.971912       0.232004E-001  0.952929     
  1205.51        500.000        98.4219                 NaN            NaN  0.339342E-001            NaN            NaN            NaN  0.352936                 NaN  0.295760E-001   1.16170                 NaN            NaN
  1203.01        500.000        96.5462                 NaN            NaN  0.757016E-001            NaN            NaN            NaN  0.566913                 NaN  0.311395        1.81839       0.333352E-001  0.648082     
  1200.50        500.000        77.5769                 NaN            NaN  0.609435                 NaN            NaN            NaN   1.85030                 NaN   1.89097        8.97530       0.121980        8.97511     
  1197.99        500.000        87.9592                 NaN            NaN  0.301402                 NaN            NaN            NaN   1.05823                 NaN  0.978030        4.71434       0.642664E-001   4.92455     
  1195.49        500.000        84.5760                 NaN            NaN  0.390434                 NaN            NaN            NaN   1.26164                 NaN   1.26723        6.19886       0.814895E-001   6.22433     
  1192.98        500.000        79.3911                 NaN            NaN  0.462520                 NaN            NaN            NaN   1.66268                 NaN   1.67897        8.25120       0.100311        8.45323     
  1190.48        500.000        87.6404                 NaN            NaN  0.247007                 NaN            NaN            NaN   1.07214                 NaN  0.989298        5.13043       0.594207E-001   4.86129     
  1187.97        500.000        76.6037                 NaN            NaN            NaN            NaN            NaN            NaN  0.288455        2.21546        1.84686        9.69576       0.796908E-001   9.27003     
  1185.46        500.000                 NaN            NaN            NaN   2.28475                 NaN            NaN            NaN   5.47839       0.375490E-005   7.15980        43.5234       0.486318        41.0674     
  1182.96        500.000                 NaN            NaN            NaN   2.29966                 NaN            NaN            NaN   5.45364       0.292527E-005   7.15966        43.5238       0.487067        41.0762     
  1180.45        500.000                 NaN            NaN            NaN   2.25010                 NaN            NaN            NaN   5.54687       0.702412E-004   7.16906        43.4936       0.482363        41.0580     
  1177.94        500.000                 NaN            NaN            NaN   2.29504                 NaN            NaN            NaN   5.45335                 NaN   7.15922        43.5263       0.488754        41.0773     
  1175.44        500.000                 NaN            NaN            NaN   2.30896                 NaN            NaN            NaN   5.43010                 NaN   7.15922        43.5266       0.489452        41.0857     
  1172.93        500.000                 NaN            NaN            NaN   2.31962                 NaN            NaN            NaN   5.41307                 NaN   7.15960        43.5251       0.489867        41.0928     
  1170.43        500.000                 NaN            NaN            NaN   2.33191                 NaN            NaN            NaN   5.39299                 NaN   7.15961        43.5245       0.490439        41.1005     
  1167.92        500.000                 NaN            NaN            NaN   2.34555                 NaN            NaN            NaN   5.37046                 NaN   7.15952        43.5245       0.491110        41.1088     
  1165.41        500.000                 NaN            NaN            NaN   2.35656                 NaN            NaN            NaN   5.35064                 NaN   7.16192        43.5237       0.491870        41.1153     
  1162.91        500.000                 NaN            NaN            NaN   2.36984                 NaN            NaN            NaN   5.33073                 NaN   7.15994        43.5232       0.492226        41.1240     
  1160.40        500.000                 NaN            NaN            NaN   2.38068                 NaN            NaN            NaN   5.31311                 NaN   7.16019        43.5218       0.492717        41.1314     
  1157.89        500.000                 NaN            NaN            NaN   2.39212                 NaN            NaN            NaN   5.29513                 NaN   7.16083        43.5201       0.493277        41.1385     
  1155.39        500.000                 NaN            NaN            NaN   2.40183                 NaN            NaN            NaN   5.27925                 NaN   7.16071        43.5191       0.493591        41.1455     
  1152.88        500.000                 NaN            NaN            NaN   2.40280                 NaN            NaN            NaN   5.27760                 NaN   7.16142        43.5168       0.493574        41.1478     
  1150.38        500.000                 NaN            NaN            NaN   2.44748                 NaN            NaN            NaN   5.21121                 NaN   7.16107        43.5151       0.494116        41.1711     
  1147.87        500.000                 NaN            NaN            NaN   2.44595                 NaN            NaN            NaN   5.20317                 NaN   7.15878        43.5250       0.495924        41.1712     
  1145.36        500.000                 NaN            NaN            NaN   2.30873                 NaN            NaN            NaN   5.47746                 NaN   7.19122        43.4234       0.479906        41.1192     
  1142.86        500.000                 NaN            NaN            NaN   2.32766                 NaN            NaN            NaN   5.44680                 NaN   7.18912        43.4253       0.480906        41.1302     
  1140.35        500.000                 NaN            NaN            NaN   2.47292                 NaN            NaN            NaN   5.16066                 NaN   7.15967        43.5187       0.497495        41.1906     
  1137.84        500.000                 NaN            NaN            NaN   2.48417                 NaN            NaN            NaN   5.14109                 NaN   7.16104        43.5182       0.497922        41.1976     
  1135.34        500.000                 NaN            NaN            NaN   2.49183                 NaN            NaN            NaN   5.12960                 NaN   7.16072        43.5160       0.498180        41.2037     
  1132.83        500.000                 NaN            NaN            NaN   2.50016                 NaN            NaN            NaN   5.11667                 NaN   7.16118        43.5139       0.498473        41.2097     
  1130.33        500.000                 NaN            NaN            NaN   2.53069                 NaN            NaN            NaN   5.07719                 NaN   7.16368        43.5033       0.497605        41.2275     
  1127.82        500.000                 NaN            NaN            NaN   2.54208                 NaN            NaN            NaN   5.05803                 NaN   7.16356        43.5033       0.498241        41.2348     
  1125.31        500.000                 NaN            NaN            NaN   2.54876                 NaN            NaN            NaN   5.04799                 NaN   7.16432        43.5002       0.498414        41.2403     
  1122.81        500.000                 NaN            NaN            NaN   2.55580                 NaN            NaN            NaN   5.03725                 NaN   7.16500        43.4974       0.498626        41.2459     
  1120.30        500.000                 NaN            NaN            NaN   2.53331                 NaN            NaN            NaN   5.06686                 NaN   7.16534        43.4979       0.499397        41.2372     
  1117.79        500.000                 NaN            NaN            NaN   2.57287                 NaN            NaN            NaN   5.00981                 NaN   7.16576        43.4938       0.499373        41.2584     
  1115.29        500.000                 NaN            NaN            NaN   2.57998                 NaN            NaN            NaN   4.99895                 NaN   7.16643        43.4910       0.499604        41.2640     
  1112.78        500.000                 NaN            NaN            NaN   2.58944                 NaN            NaN            NaN   4.98331                 NaN   7.16659        43.4900       0.500091        41.2706     
  1110.28        500.000                 NaN            NaN            NaN   2.56544                 NaN            NaN            NaN   5.01423                 NaN   7.16836        43.4920       0.500123        41.2598     
  1107.77        500.000                 NaN            NaN            NaN   2.57129                 NaN            NaN            NaN   5.01027                 NaN   7.17178        43.4800       0.499905        41.2668     
  1105.26        500.000                 NaN            NaN            NaN   2.59141                 NaN            NaN            NaN   4.97449                 NaN   7.16945        43.4856       0.501444        41.2776     
  1102.76        500.000                 NaN            NaN            NaN   2.59822                 NaN            NaN            NaN   4.97845                 NaN   7.17319        43.4655       0.499002        41.2857     
  1100.25        500.000                 NaN            NaN            NaN   2.59426                 NaN            NaN            NaN   4.97311                 NaN   7.17347        43.4734       0.500950        41.2848     
  1097.74        500.000                 NaN            NaN            NaN   2.65536                 NaN            NaN            NaN   4.85379                 NaN   7.16259        43.5104       0.507063        41.3108     
  1095.24        500.000                 NaN            NaN            NaN   2.61918                 NaN            NaN            NaN   4.94607                 NaN   7.17515        43.4572       0.499740        41.3026     
  1092.73        500.000                 NaN            NaN            NaN   2.61771                 NaN            NaN            NaN   4.93347                 NaN   7.17233        43.4723       0.502554        41.3016     
  1090.23        500.000                 NaN            NaN            NaN   2.66150                 NaN            NaN            NaN   4.85292                 NaN   7.16602        43.4916       0.506061        41.3219     
  1087.72        500.000                 NaN            NaN            NaN   2.63073                 NaN            NaN            NaN   4.91644                 NaN   7.17474        43.4618       0.502714        41.3136     
  1085.21        500.000                 NaN            NaN            NaN   2.63370                 NaN            NaN            NaN   4.91328                 NaN   7.17599        43.4568       0.502642        41.3176     
  1082.71        500.000                 NaN            NaN            NaN   2.66639                 NaN            NaN            NaN   4.86652                 NaN   7.17550        43.4537       0.502477        41.3354     
  1080.20        500.000                 NaN            NaN            NaN   2.67222                 NaN            NaN            NaN   4.85794                 NaN   7.17638        43.4502       0.502635        41.3406     
  1077.69        500.000                 NaN            NaN            NaN   2.65242                 NaN            NaN            NaN   4.88224                 NaN   7.17655        43.4523       0.503602        41.3329     
  1075.19        500.000                 NaN            NaN            NaN   2.65882                 NaN            NaN            NaN   4.87187                 NaN   7.17707        43.4502       0.503829        41.3382     
  1072.68        500.000                 NaN            NaN            NaN   2.66427                 NaN            NaN            NaN   4.86430                 NaN   7.17797        43.4462       0.503931        41.3433     
  1070.18        500.000                 NaN            NaN            NaN   2.69359                 NaN            NaN            NaN   4.82713                 NaN   7.18021        43.4352       0.503100        41.3607     
  1067.67        500.000                 NaN            NaN            NaN   2.70010                 NaN            NaN            NaN   4.81704                 NaN   7.18091        43.4324       0.503360        41.3662     
  1065.16        500.000                 NaN            NaN            NaN   2.69367                 NaN            NaN            NaN   4.81397                 NaN   7.17675        43.4477       0.505482        41.3624     
  1062.66        500.000                 NaN            NaN            NaN   2.68847                 NaN            NaN            NaN   4.82808                 NaN   7.18124        43.4337       0.504357        41.3641     
  1060.15        500.000                 NaN            NaN            NaN   2.71294                 NaN            NaN            NaN   4.77980                 NaN   7.17652        43.4485       0.506770        41.3754     
  1057.64        500.000                 NaN            NaN            NaN   2.72049                 NaN            NaN            NaN   4.78806                 NaN   7.18500        43.4167       0.503781        41.3860     
  1055.14        500.000                 NaN            NaN            NaN   2.72591                 NaN            NaN            NaN   4.78009                 NaN   7.18595        43.4131       0.503935        41.3911     
  1052.63        500.000                 NaN            NaN            NaN   2.70740                 NaN            NaN            NaN   4.80222                 NaN   7.18550        43.4163       0.504716        41.3838     
  1050.13        500.000                 NaN            NaN            NaN   2.72272                 NaN            NaN            NaN   4.77290                 NaN   7.18383        43.4222       0.506090        41.3922     
  1047.62        500.000                 NaN            NaN            NaN   2.71394                 NaN            NaN            NaN   4.79445                 NaN   7.18753        43.4069       0.504839        41.3923     
  1045.11        500.000                 NaN            NaN            NaN   2.71930                 NaN            NaN            NaN   4.78623                 NaN   7.18872        43.4030       0.505068        41.3976     
  1042.61        500.000                 NaN            NaN            NaN   2.74950                 NaN            NaN            NaN   4.74759                 NaN   7.19161        43.3917       0.504318        41.4152     
  1040.10        500.000                 NaN            NaN            NaN   2.75423                 NaN            NaN            NaN   4.74102                 NaN   7.19275        43.3875       0.504408        41.4201     
  1037.59        500.000                 NaN            NaN            NaN   2.72731                 NaN            NaN            NaN   4.78029                 NaN   7.19348        43.3845       0.504488        41.4099     
  1035.09        500.000                 NaN            NaN            NaN   2.98787                 NaN            NaN            NaN  0.447951E-005   4.14787        7.08837        43.7752       0.539172        41.4616     
  1032.58        500.000                 NaN            NaN            NaN   2.73592                 NaN            NaN            NaN   4.76909                 NaN   7.19667        43.3744       0.504558        41.4194     
  1030.08        500.000                 NaN            NaN            NaN   2.73980                 NaN            NaN            NaN   4.76450                 NaN   7.19734        43.3697       0.504587        41.4241     
  1027.57        500.000                 NaN            NaN            NaN   2.74561                 NaN            NaN            NaN   4.75180                 NaN   7.19719        43.3707       0.505423        41.4293     
  1025.06        500.000                 NaN            NaN            NaN   2.74661                 NaN            NaN            NaN   4.75787                 NaN   7.20029        43.3583       0.504299        41.4327     
  1022.56        500.000                 NaN            NaN            NaN   2.89713                 NaN            NaN            NaN   4.46326                 NaN   7.11807        43.5420       0.510176        41.4693     
  1020.05        500.000                 NaN            NaN            NaN   2.75985                 NaN            NaN            NaN   4.73519                 NaN   7.20079        43.3554       0.505243        41.4435     
