|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.25/T13/T13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1577.83        2500.00        99.3028                 NaN  0.617124       0.801110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.25        2500.00        99.3068                 NaN  0.613960       0.792705E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.68        2500.00        99.3132                 NaN  0.608507       0.782722E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.10        2500.00        98.8743                 NaN  0.998106       0.127624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.53        2500.00        99.7755                 NaN  0.197721       0.267400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.95        2500.00        99.3326                 NaN  0.592706       0.746950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.38        2500.00        99.3380                 NaN  0.588179       0.738683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.81        2500.00        99.3435                 NaN  0.583479       0.730110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.23        2500.00        99.3489                 NaN  0.579551       0.715252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.66        2500.00        99.6651                 NaN  0.299337       0.355274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.08        2500.00        99.0472                 NaN  0.848982       0.103868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.51        2500.00        99.3654                 NaN  0.557296       0.772749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.93        2500.00        99.3313                 NaN  0.608550       0.601810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.36        2500.00        99.4113                 NaN  0.526277       0.623857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.78        2500.00        99.3804                 NaN  0.554567       0.650225E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.21        2500.00        99.3803                 NaN  0.559261       0.604753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.64        2500.00        99.3911                 NaN  0.545308       0.636133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        2500.00        99.3936                 NaN  0.545024       0.613277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.49        2500.00        99.3994                 NaN  0.539254       0.613833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.91        2500.00        99.4036                 NaN  0.526654       0.697087E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.34        2500.00        99.4080                 NaN  0.543139       0.488748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.76        2500.00        99.4110                 NaN  0.531670       0.573391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.19        2500.00        99.4167                 NaN  0.526803       0.564913E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        2500.00        99.4201                 NaN  0.522434       0.574497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.04        2500.00        99.3185                 NaN  0.615640       0.658251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.47        2500.00        99.7853                 NaN  0.194316       0.203680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.89        2500.00        99.8829                 NaN  0.106936       0.101256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.32        2500.00        98.7398                 NaN   1.14469       0.115529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.74        2500.00        99.3055                 NaN  0.632196       0.622996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.17        2500.00        99.5800                 NaN  0.381886       0.380776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.59        2500.00        99.4486                 NaN  0.502081       0.492853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.02        2500.00        99.4504                 NaN  0.503088       0.464920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.44        2500.00        99.4557                 NaN  0.496500       0.477736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.87        2500.00        99.4596                 NaN  0.494567       0.458823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.30        2500.00        99.4632                 NaN  0.491382       0.453845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.72        2500.00        99.4653                 NaN  0.490961       0.437766E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.15        2500.00        99.4691                 NaN  0.488009       0.428487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.57        2500.00        99.4722                 NaN  0.485311       0.424395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.00        2500.00        99.4750                 NaN  0.483746       0.412431E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.42        2500.00        99.4364                 NaN  0.465381       0.981825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.85        2500.00        99.5223                 NaN  0.472540       0.519726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.27        2500.00        99.4817                 NaN  0.508978       0.935683E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        2500.00        99.4867                 NaN  0.476959       0.363312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.13        2500.00        99.4910                 NaN  0.468888       0.400685E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.55        2500.00        99.3778                 NaN  0.581504       0.407421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.98        2500.00        99.7157                 NaN  0.265563       0.187183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.40        2500.00        99.3917                 NaN  0.568309       0.399842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.83        2500.00        99.5006                 NaN  0.466853       0.325880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.25        2500.00        99.5028                 NaN  0.466274       0.308886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.68        2500.00        99.5050                 NaN  0.463687       0.313613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.10        2500.00        99.5058                 NaN  0.466102       0.281239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.53        2500.00        99.3328                 NaN            NaN            NaN  0.667235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.96        2500.00        99.3137                 NaN            NaN  0.272806E-002  0.683598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.38        2500.00        99.3043                 NaN            NaN            NaN  0.695703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.81        2500.00        99.2950                 NaN            NaN            NaN  0.705006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2823                 NaN            NaN            NaN  0.717709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.66        2500.00        98.9669                 NaN            NaN  0.249057E-003  0.636670       0.396219                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.08        2500.00        98.9257                 NaN            NaN            NaN  0.737551       0.336792                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.51        2500.00        98.9319                 NaN            NaN            NaN  0.733694       0.334367                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00        98.9475                 NaN            NaN  0.341231E-001  0.742838       0.275555                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.36        2500.00        98.9504                 NaN            NaN  0.829036E-002  0.316139       0.725170                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.79        2500.00        98.9698                 NaN            NaN  0.562955E-001  0.741309       0.232618                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.21        2500.00        99.9452                 NaN            NaN  0.285423E-003  0.545262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.64        2500.00        98.0147                 NaN            NaN  0.107665       0.417046        1.46060                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.06        2500.00        98.9970                 NaN            NaN  0.514112E-001  0.233699       0.717862                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.49        2500.00        99.1402                 NaN            NaN  0.434788E-001  0.616613       0.199686                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.91        2500.00        98.8596                 NaN            NaN  0.558573E-001  0.270732       0.813811                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.34        2500.00        99.0288                 NaN            NaN  0.476045E-001  0.692594       0.230966                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00        99.0245                 NaN            NaN  0.462830E-001  0.232839       0.696387                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.19        2500.00        99.0319                 NaN            NaN  0.449499E-001  0.232428       0.690739                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00        99.0349                 NaN            NaN  0.439138E-001  0.232576       0.688564                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.04        2500.00        99.0501                 NaN            NaN  0.420019E-001  0.675314       0.232608                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.47        2500.00        99.0535                 NaN            NaN  0.409044E-001  0.673670       0.231948                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.89        2500.00        99.1073                 NaN            NaN  0.379681E-001  0.634973       0.219748                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.32        2500.00        99.0163                 NaN            NaN  0.402840E-001  0.698748       0.244696                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.74        2500.00        99.0770                 NaN            NaN  0.528971E-001  0.664638       0.205432                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.17        2500.00        99.0748                 NaN            NaN  0.204554E-001  0.648652       0.256048                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.59        2500.00        99.2097                 NaN            NaN  0.319112E-001  0.556530       0.201904                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.02        2500.00        98.9651                 NaN            NaN  0.367823E-001  0.732243       0.265876                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00        99.0945                 NaN            NaN  0.325104E-001  0.642425       0.230601                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.87        2500.00        99.0995                 NaN            NaN  0.317258E-001  0.228984       0.639798                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.30        2500.00        99.1059                 NaN            NaN  0.300011E-001  0.632485       0.231663                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.72        2500.00        99.1104                 NaN            NaN  0.292041E-001  0.630451       0.229906                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.15        2500.00        99.1153                 NaN            NaN  0.279206E-001  0.626564       0.230169                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.57        2500.00        99.1199                 NaN            NaN  0.268529E-001  0.623369       0.229914                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.00        2500.00        99.1240                 NaN            NaN  0.257758E-001  0.229558       0.620663                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.42        2500.00        98.4510                 NaN            NaN  0.138062       0.358136       0.699123                 NaN  0.353678                 NaN            NaN            NaN            NaN
  1440.85        2500.00        97.4192                 NaN            NaN  0.316279       0.543369       0.821664                 NaN  0.899528                 NaN            NaN            NaN            NaN
  1439.27        2500.00        97.4907                 NaN            NaN  0.312132       0.521397       0.801317                 NaN  0.874443                 NaN            NaN            NaN            NaN
  1437.70        2500.00        97.5327                 NaN            NaN  0.312413       0.791291       0.502459                 NaN  0.861122                 NaN            NaN            NaN            NaN
  1436.13        2500.00        97.5813                 NaN            NaN  0.311386       0.779139       0.483151                 NaN  0.844986                 NaN            NaN            NaN            NaN
  1434.55        2500.00        97.6260                 NaN            NaN  0.310924       0.768150       0.464663                 NaN  0.830303                 NaN            NaN            NaN            NaN
  1432.98        2500.00        97.6725                 NaN            NaN  0.309607       0.444826       0.758150                 NaN  0.814908                 NaN            NaN            NaN            NaN
  1431.40        2500.00        97.7158                 NaN            NaN  0.308958       0.748271       0.426436                 NaN  0.800486                 NaN            NaN            NaN            NaN
  1429.83        2500.00        97.7579                 NaN            NaN  0.308279       0.409183       0.738097                 NaN  0.786532                 NaN            NaN            NaN            NaN
  1428.25        2500.00        97.7992                 NaN            NaN  0.307550       0.729027       0.391374                 NaN  0.772886                 NaN            NaN            NaN            NaN
  1426.68        2500.00        97.8375                 NaN            NaN  0.307144       0.374933       0.720380                 NaN  0.760060                 NaN            NaN            NaN            NaN
  1425.10        2500.00        97.8785                 NaN            NaN  0.306057       0.710330       0.358710                 NaN  0.746400                 NaN            NaN            NaN            NaN
  1423.53        2500.00        97.9146                 NaN            NaN  0.305633       0.342724       0.702626                 NaN  0.734384                 NaN            NaN            NaN            NaN
  1421.96        2500.00        97.9502                 NaN            NaN  0.305317       0.327623       0.694260                 NaN  0.722624                 NaN            NaN            NaN            NaN
  1420.38        2500.00        97.9873                 NaN            NaN  0.304640       0.312658       0.685131                 NaN  0.710225                 NaN            NaN            NaN            NaN
  1418.81        2500.00        98.0186                 NaN            NaN  0.304945       0.679692       0.296579                 NaN  0.700216                 NaN            NaN            NaN            NaN
  1417.23        2500.00        98.0541                 NaN            NaN  0.303183       0.283085       0.672016                 NaN  0.687648                 NaN            NaN            NaN            NaN
  1415.66        2500.00        98.0850                 NaN            NaN  0.303694       0.662937       0.270737                 NaN  0.677589                 NaN            NaN            NaN            NaN
  1414.08        2500.00        98.1200                 NaN            NaN  0.302284       0.256832       0.655181                 NaN  0.665673                 NaN            NaN            NaN            NaN
  1412.51        2500.00        98.1400                 NaN            NaN  0.304698       0.653702       0.242225                 NaN  0.659345                 NaN            NaN            NaN            NaN
  1410.93        2500.00        98.1819                 NaN            NaN  0.300536       0.641984       0.231119                 NaN  0.644473                 NaN            NaN            NaN            NaN
  1409.36        2500.00        98.2065                 NaN            NaN  0.301213       0.218008       0.637681                 NaN  0.636619                 NaN            NaN            NaN            NaN
  1407.79        2500.00        98.2333                 NaN            NaN  0.301384       0.631981       0.205656                 NaN  0.627708                 NaN            NaN            NaN            NaN
  1406.21        2500.00        98.2618                 NaN            NaN  0.300914       0.625712       0.193293                 NaN  0.618273                 NaN            NaN            NaN            NaN
  1404.64        2500.00        98.2850                 NaN            NaN  0.300636       0.183495       0.620692                 NaN  0.610127                 NaN            NaN            NaN            NaN
  1403.06        2500.00        98.3125                 NaN            NaN  0.300432       0.170623       0.615108                 NaN  0.601345                 NaN            NaN            NaN            NaN
  1401.49        2500.00        98.3425                 NaN            NaN  0.298861       0.608358       0.159683                 NaN  0.590590                 NaN            NaN            NaN            NaN
  1399.91        2500.00        98.3605                 NaN            NaN  0.299746       0.606194       0.149009                 NaN  0.584575                 NaN            NaN            NaN            NaN
  1398.34        2500.00        98.3584                 NaN            NaN  0.298343       0.596282       0.160378                 NaN  0.586615                 NaN            NaN            NaN            NaN
  1396.76        2500.00        98.4396                 NaN            NaN  0.298344       0.592210       0.113066                 NaN  0.556790                 NaN            NaN            NaN            NaN
  1395.19        2500.00        98.4335                 NaN            NaN  0.297458       0.591004       0.118336                 NaN  0.559725                 NaN            NaN            NaN            NaN
  1393.62        2500.00        98.4522                 NaN            NaN  0.298693       0.588303       0.106950                 NaN  0.553880                 NaN            NaN            NaN            NaN
  1392.04        2500.00        98.4700                 NaN            NaN  0.298385       0.584096       0.100300                 NaN  0.547175                 NaN            NaN            NaN            NaN
  1390.47        2500.00        98.5082                 NaN            NaN  0.291991       0.571672       0.952621E-001            NaN  0.532910                 NaN            NaN            NaN            NaN
  1388.89        2500.00        97.7938                 NaN            NaN  0.870917       0.329353                 NaN            NaN   1.00595                 NaN            NaN            NaN            NaN
  1387.32        2500.00        98.9887                 NaN            NaN            NaN  0.813856                 NaN            NaN  0.197444                 NaN            NaN            NaN            NaN
  1385.74        2500.00        98.7846                 NaN            NaN  0.627498E-005  0.563277       0.276815                 NaN  0.375342                 NaN            NaN            NaN            NaN
  1384.17        2500.00        98.5698                 NaN            NaN  0.295330       0.565040       0.564915E-001            NaN  0.513311                 NaN            NaN            NaN            NaN
  1382.59        2500.00        98.6081                 NaN            NaN  0.287487       0.536527E-001  0.552887                 NaN  0.497885                 NaN            NaN            NaN            NaN
  1381.02        2500.00        98.6168                 NaN            NaN  0.289800       0.444032E-001  0.553339                 NaN  0.495665                 NaN            NaN            NaN            NaN
  1379.45        2500.00        98.6363                 NaN            NaN  0.288713       0.369541E-001  0.549136                 NaN  0.488867                 NaN            NaN            NaN            NaN
  1377.87        2500.00        98.6537                 NaN            NaN  0.287542       0.545843       0.302239E-001            NaN  0.482677                 NaN            NaN            NaN            NaN
  1376.30        2500.00        98.6711                 NaN            NaN  0.286136       0.241333E-001  0.542236                 NaN  0.476393                 NaN            NaN            NaN            NaN
  1374.72        2500.00        98.6885                 NaN            NaN  0.284931       0.538873       0.174142E-001            NaN  0.470242                 NaN            NaN            NaN            NaN
  1373.15        2500.00        98.7054                 NaN            NaN  0.283669       0.535067       0.117104E-001            NaN  0.464105                 NaN            NaN            NaN            NaN
  1371.57        2500.00        98.7209                 NaN            NaN  0.281621       0.531670       0.759774E-002            NaN  0.458241                 NaN            NaN            NaN            NaN
  1370.00        2500.00        98.7374                 NaN            NaN  0.280355       0.528133       0.176869E-002            NaN  0.452349                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.7508                 NaN            NaN  0.272667       0.148259E-001  0.515532                 NaN  0.446191                 NaN            NaN            NaN            NaN
  1366.85        2500.00        98.7671                 NaN            NaN  0.277078       0.514356                 NaN            NaN  0.441422                 NaN            NaN            NaN            NaN
  1365.27        2500.00        98.7500                 NaN            NaN  0.288762       0.509554                 NaN            NaN  0.451649                 NaN            NaN            NaN            NaN
  1363.70        2500.00        98.8294                 NaN            NaN  0.259037       0.497397                 NaN            NaN  0.414127                 NaN            NaN            NaN            NaN
  1362.13        2500.00        98.7837                 NaN            NaN  0.221422       0.145588       0.425253                 NaN  0.424037                 NaN            NaN            NaN            NaN
  1360.55        2500.00        98.8301                 NaN            NaN  0.261637       0.492020                 NaN            NaN  0.416222                 NaN            NaN            NaN            NaN
  1358.98        2500.00        98.8381                 NaN            NaN  0.258160       0.490717                 NaN            NaN  0.412993                 NaN            NaN            NaN            NaN
  1357.40        2500.00        98.8536                 NaN            NaN  0.257598       0.481280                 NaN            NaN  0.407541                 NaN            NaN            NaN            NaN
  1355.83        2500.00        98.8547                 NaN            NaN  0.229279       0.445341       0.691484E-001            NaN  0.401562                 NaN            NaN            NaN            NaN
  1354.25        2500.00        98.8775                 NaN            NaN  0.250180       0.474840                 NaN            NaN  0.397506                 NaN            NaN            NaN            NaN
  1352.68        2500.00        98.8921                 NaN            NaN  0.250187       0.465439                 NaN            NaN  0.392301                 NaN            NaN            NaN            NaN
  1351.10        2500.00        98.9042                 NaN            NaN  0.246669       0.461540                 NaN            NaN  0.387581                 NaN            NaN            NaN            NaN
  1349.53        2500.00        98.9069                 NaN            NaN  0.250131       0.455201                 NaN            NaN  0.387733                 NaN            NaN            NaN            NaN
  1347.96        2500.00        98.9353                 NaN            NaN  0.235782       0.455284                 NaN            NaN  0.373598                 NaN            NaN            NaN            NaN
  1346.38        2500.00        98.9390                 NaN            NaN  0.238562       0.448639                 NaN            NaN  0.373843                 NaN            NaN            NaN            NaN
  1344.81        2500.00        98.9549                 NaN            NaN  0.235780       0.440932                 NaN            NaN  0.368390                 NaN            NaN            NaN            NaN
  1343.23        2500.00        98.9640                 NaN            NaN  0.230381       0.442479                 NaN            NaN  0.363122                 NaN            NaN            NaN            NaN
  1341.66        2500.00        98.9742                 NaN            NaN  0.228608       0.437716                 NaN            NaN  0.359435                 NaN            NaN            NaN            NaN
  1340.08        2500.00        98.9859                 NaN            NaN  0.225846       0.433265                 NaN            NaN  0.354979                 NaN            NaN            NaN            NaN
  1338.51        2500.00        98.9962                 NaN            NaN  0.222760       0.430341                 NaN            NaN  0.350720                 NaN            NaN            NaN            NaN
  1336.93        2500.00        99.0074                 NaN            NaN  0.219439       0.426965                 NaN            NaN  0.346168                 NaN            NaN            NaN            NaN
  1335.36        2500.00        99.0192                 NaN            NaN  0.219374       0.419221                 NaN            NaN  0.342233                 NaN            NaN            NaN            NaN
  1333.79        2500.00        99.0288                 NaN            NaN  0.213494       0.420172                 NaN            NaN  0.337485                 NaN            NaN            NaN            NaN
  1332.21        2500.00        99.0384                 NaN            NaN  0.210754       0.417139                 NaN            NaN  0.333747                 NaN            NaN            NaN            NaN
  1330.64        2500.00        99.0488                 NaN            NaN  0.208950       0.412550                 NaN            NaN  0.329732                 NaN            NaN            NaN            NaN
  1329.06        2500.00        99.0578                 NaN            NaN  0.202038       0.414273                 NaN            NaN  0.325877                 NaN            NaN            NaN            NaN
  1327.49        2500.00        99.0684                 NaN            NaN  0.201748       0.408839                 NaN            NaN  0.320966                 NaN            NaN            NaN            NaN
  1325.91        2500.00        99.0778                 NaN            NaN  0.199753       0.404648                 NaN            NaN  0.317848                 NaN            NaN            NaN            NaN
  1324.34        2500.00        99.0870                 NaN            NaN  0.196349       0.402542                 NaN            NaN  0.314079                 NaN            NaN            NaN            NaN
  1322.76        2500.00        99.0968                 NaN            NaN  0.192823       0.400350                 NaN            NaN  0.310059                 NaN            NaN            NaN            NaN
  1321.19        2500.00        99.1053                 NaN            NaN  0.189412       0.398769                 NaN            NaN  0.306546                 NaN            NaN            NaN            NaN
  1319.62        2500.00        99.1128                 NaN            NaN  0.186497       0.397509                 NaN            NaN  0.303168                 NaN            NaN            NaN            NaN
  1318.04        2500.00        99.1237                 NaN            NaN  0.184487       0.392593                 NaN            NaN  0.299250                 NaN            NaN            NaN            NaN
  1316.47        2500.00        99.1322                 NaN            NaN  0.182321       0.389545                 NaN            NaN  0.295926                 NaN            NaN            NaN            NaN
  1314.89        2500.00        99.1402                 NaN            NaN  0.178077       0.389382                 NaN            NaN  0.292353                 NaN            NaN            NaN            NaN
  1313.32        2500.00        99.1492                 NaN            NaN  0.175702       0.386183                 NaN            NaN  0.288946                 NaN            NaN            NaN            NaN
  1311.74        2500.00        99.1565                 NaN            NaN  0.172429       0.385264                 NaN            NaN  0.285766                 NaN            NaN            NaN            NaN
  1310.17        2500.00        99.1652                 NaN            NaN  0.169277       0.383180                 NaN            NaN  0.282305                 NaN            NaN            NaN            NaN
  1308.59        2500.00        99.1728                 NaN            NaN  0.166384       0.381501                 NaN            NaN  0.279352                 NaN            NaN            NaN            NaN
  1307.02        2500.00        99.1800                 NaN            NaN  0.160915       0.383399                 NaN            NaN  0.275719                 NaN            NaN            NaN            NaN
