|6.6.6
Archiving\03_Data\DfracLP/QFM_m1.25/T13/T13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1746.87        500.000        99.3337                 NaN  0.652880       0.134479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3286                 NaN  0.657961       0.134535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3249                 NaN  0.661607       0.134988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3223                 NaN  0.664264       0.134030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3365                 NaN  0.650448       0.130337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2855                 NaN  0.700520       0.139748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3076                 NaN  0.679013       0.134059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3003                 NaN  0.686227       0.134499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3003                 NaN  0.686273       0.133782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2870                 NaN  0.699450       0.135683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2838                 NaN  0.702754       0.134949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2837                 NaN  0.702896       0.134138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3340                 NaN  0.653571       0.123908E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2125                 NaN  0.772936       0.145588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2682                 NaN  0.718361       0.134354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2624                 NaN  0.724142       0.134700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2613                 NaN  0.725324       0.134024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2490                 NaN  0.737426       0.135383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2489                 NaN  0.737574       0.134789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2434                 NaN  0.743098       0.134791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2828                 NaN  0.704478       0.126849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.1864                 NaN  0.799268       0.143090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2263                 NaN  0.760131       0.135208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2283                 NaN  0.758278       0.134053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2233                 NaN  0.763223       0.134641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2178                 NaN  0.768777       0.134623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2123                 NaN  0.774187       0.134977E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2051                 NaN  0.781337       0.135825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2140                 NaN  0.772653       0.133628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1975                 NaN  0.788997       0.135518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1980                 NaN  0.788529       0.135052E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1975                 NaN  0.789028       0.134546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1949                 NaN  0.791671       0.134414E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1887                 NaN  0.797804       0.134907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1911                 NaN  0.795508       0.134177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1849                 NaN  0.801576       0.135073E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1824                 NaN  0.804060       0.134902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1862                 NaN  0.800463       0.133803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1833                 NaN  0.803328       0.134195E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1804                 NaN  0.806140       0.134318E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1792                 NaN  0.807390       0.134378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.1779                 NaN  0.808732       0.134113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.1825                 NaN  0.804144       0.133121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1779                 NaN  0.808731       0.133685E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1795                 NaN  0.807123       0.133528E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1799                 NaN  0.806772       0.133051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1812                 NaN  0.805541       0.132813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1815                 NaN  0.805180       0.133012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.1844                 NaN  0.802367       0.132404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.1843                 NaN  0.802492       0.132329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1865                 NaN  0.800237       0.132141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.1892                 NaN  0.797686       0.131590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.1923                 NaN  0.794595       0.131185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.1937                 NaN  0.793205       0.130946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.1969                 NaN  0.790070       0.130633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2002                 NaN  0.786735       0.130294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.2026                 NaN  0.784448       0.129866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.2053                 NaN  0.781712       0.129546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.2117                 NaN  0.775382       0.128956E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.2144                 NaN  0.772708       0.128696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2190                 NaN  0.768199       0.128182E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.2232                 NaN  0.764039       0.127672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.2276                 NaN  0.759686       0.127301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.2322                 NaN  0.755145       0.126802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.8927                 NaN  0.461918       0.169366E-002  0.643645                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4928                 NaN  0.123394                 NaN   1.38378                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5168                 NaN  0.119097                 NaN   1.36406                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5427                 NaN  0.116839                 NaN   1.34048                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5645                 NaN  0.113516                 NaN   1.32197                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5882                 NaN  0.108342                 NaN   1.30346                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6090                 NaN  0.108020                 NaN   1.28298                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6332                 NaN  0.106055                 NaN   1.26078                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.5391                 NaN  0.104350                 NaN   1.35650                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.1919                 NaN  0.539589E-001            NaN  0.754129                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.2813                 NaN  0.128480                 NaN   1.59025                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7105                 NaN  0.921927E-001            NaN   1.19733                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7309                 NaN  0.907650E-001            NaN   1.17832                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7470                 NaN  0.856252E-001            NaN   1.16740                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7668                 NaN  0.853071E-001            NaN   1.14792                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7808                 NaN  0.799191E-001            NaN   1.13932                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7962                 NaN  0.754489E-001            NaN   1.12836                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8154                 NaN  0.740482E-001            NaN   1.11058                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8159                 NaN  0.734960E-001            NaN   1.11061                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8634                 NaN  0.745092E-001            NaN   1.06208                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8589                 NaN  0.642495E-001            NaN   1.07685                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8736                 NaN  0.620078E-001            NaN   1.06439                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8891                 NaN  0.622658E-001            NaN   1.04866                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8998                 NaN  0.630360E-001            NaN   1.03721                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9185                 NaN  0.532299E-001            NaN   1.02826                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9268                 NaN  0.510684E-001            NaN   1.02213                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9406                 NaN  0.511190E-001            NaN   1.00829                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9559                 NaN  0.523487E-001            NaN  0.991774                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9660                 NaN  0.468820E-001            NaN  0.987118                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9777                 NaN  0.436499E-001            NaN  0.978602                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9856                 NaN  0.400131E-001            NaN  0.974370                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.4498                 NaN  0.408339                 NaN   1.14184                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.6050                 NaN            NaN            NaN  0.395005                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0219                 NaN            NaN            NaN  0.978065                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0278                 NaN            NaN            NaN  0.972169                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0390                 NaN            NaN            NaN  0.960985                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.1970                 NaN            NaN            NaN   1.80296                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.9318                 NaN            NaN            NaN  0.682345E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0694                 NaN            NaN            NaN  0.930641                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0781                 NaN  0.429552E-001            NaN  0.878920                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0828                 NaN            NaN            NaN  0.917166                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0983                 NaN  0.391028E-001            NaN  0.862616                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1012                 NaN            NaN            NaN  0.898820                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1057                 NaN            NaN            NaN  0.894255                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1158                 NaN            NaN            NaN  0.884157                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1199                 NaN            NaN            NaN  0.880120                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1292                 NaN            NaN            NaN  0.870838                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1357                 NaN            NaN            NaN  0.864294                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1429                 NaN  0.541965E-005            NaN  0.857072                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1487                 NaN            NaN            NaN  0.851251                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1564                 NaN            NaN            NaN  0.843557                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9876                 NaN            NaN            NaN  0.228952E-001  0.989518                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9593                 NaN            NaN            NaN            NaN   1.04074                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9571                 NaN            NaN            NaN            NaN   1.04291                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9541                 NaN            NaN            NaN            NaN   1.04594                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.9483                 NaN            NaN            NaN            NaN   1.05167                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.9409                 NaN            NaN            NaN            NaN   1.05913                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.9362                 NaN            NaN            NaN            NaN   1.06379                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.4118                 NaN            NaN            NaN            NaN  0.588157                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.4078                 NaN            NaN            NaN            NaN   1.59220                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.8881                 NaN            NaN            NaN            NaN   1.11191                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.8515                 NaN            NaN            NaN            NaN   1.14855                 NaN            NaN            NaN            NaN            NaN
