|6.6.6
Archiving\03_Data\DfracLP/QFM_m1.25/T13/T13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1691.73        500.000        99.3142                 NaN  0.676832       0.893508E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3167                 NaN  0.674403       0.885491E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3127                 NaN  0.678368       0.889108E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3086                 NaN  0.682538       0.888231E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3045                 NaN  0.686616       0.890037E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2988                 NaN  0.692270       0.895125E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3073                 NaN  0.683896       0.880223E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2936                 NaN  0.697474       0.891953E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2947                 NaN  0.696384       0.888459E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2950                 NaN  0.696127       0.884585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2935                 NaN  0.697692       0.883068E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2888                 NaN  0.702308       0.885496E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2916                 NaN  0.699574       0.880375E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2869                 NaN  0.704258       0.885773E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2856                 NaN  0.705569       0.884120E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2898                 NaN  0.701443       0.876235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2878                 NaN  0.703378       0.878385E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2863                 NaN  0.704955       0.878592E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2859                 NaN  0.705274       0.878544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2857                 NaN  0.705570       0.875703E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2906                 NaN  0.700744       0.868820E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2875                 NaN  0.703829       0.871713E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2895                 NaN  0.701814       0.870402E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2909                 NaN  0.700391       0.866426E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2928                 NaN  0.698511       0.864406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2938                 NaN  0.697560       0.865372E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2971                 NaN  0.694261       0.860586E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2980                 NaN  0.693399       0.859470E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3006                 NaN  0.690820       0.857730E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3038                 NaN  0.687621       0.853237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3075                 NaN  0.683951       0.850321E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3095                 NaN  0.682015       0.847943E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3131                 NaN  0.678433       0.845362E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3168                 NaN  0.674766       0.842599E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3201                 NaN  0.671549       0.839199E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3231                 NaN  0.668568       0.836436E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3293                 NaN  0.662416       0.832128E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3325                 NaN  0.659222       0.829799E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3372                 NaN  0.654533       0.825878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3416                 NaN  0.650155       0.821882E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3462                 NaN  0.645648       0.818929E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3509                 NaN  0.640938       0.815093E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.0375                 NaN  0.391735       0.108850E-002  0.569643                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6710                 NaN  0.104578                 NaN   1.22446                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6928                 NaN  0.100847                 NaN   1.20636                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7164                 NaN  0.988332E-001            NaN   1.18479                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7362                 NaN  0.959473E-001            NaN   1.16790                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7578                 NaN  0.914554E-001            NaN   1.15074                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7769                 NaN  0.911257E-001            NaN   1.13200                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7989                 NaN  0.893645E-001            NaN   1.11169                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7165                 NaN  0.878548E-001            NaN   1.19566                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.2910                 NaN  0.453433E-001            NaN  0.663679                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.4914                 NaN  0.108016                 NaN   1.40063                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8693                 NaN  0.773706E-001            NaN   1.05329                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8878                 NaN  0.761066E-001            NaN   1.03610                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9024                 NaN  0.717350E-001            NaN   1.02589                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9204                 NaN  0.713898E-001            NaN   1.00818                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9332                 NaN  0.668004E-001            NaN   1.00002                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9471                 NaN  0.630182E-001            NaN  0.989913                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9646                 NaN  0.617731E-001            NaN  0.973581                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9657                 NaN  0.612621E-001            NaN  0.973074                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0079                 NaN  0.620470E-001            NaN  0.930018                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0040                 NaN  0.534493E-001            NaN  0.942513                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0175                 NaN  0.515273E-001            NaN  0.930981                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0318                 NaN  0.516766E-001            NaN  0.916513                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0417                 NaN  0.522775E-001            NaN  0.906038                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0582                 NaN  0.440980E-001            NaN  0.897707                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0658                 NaN  0.422626E-001            NaN  0.891939                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0786                 NaN  0.422478E-001            NaN  0.879184                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0925                 NaN  0.432262E-001            NaN  0.864306                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1016                 NaN  0.386785E-001            NaN  0.859766                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1123                 NaN  0.359643E-001            NaN  0.851773                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1195                 NaN  0.329249E-001            NaN  0.847616                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.6690                 NaN  0.336688                 NaN  0.994356                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.6572                 NaN            NaN            NaN  0.342811                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1511                 NaN            NaN            NaN  0.848893                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1565                 NaN            NaN            NaN  0.843482                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1670                 NaN            NaN            NaN  0.832979                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.4366                 NaN            NaN            NaN   1.56343                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.9410                 NaN            NaN            NaN  0.590279E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1944                 NaN            NaN            NaN  0.805605                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2047                 NaN  0.350048E-001            NaN  0.760270                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2072                 NaN            NaN            NaN  0.792803                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2231                 NaN  0.317949E-001            NaN  0.745145                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2241                 NaN            NaN            NaN  0.775854                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2284                 NaN            NaN            NaN  0.771612                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2377                 NaN            NaN            NaN  0.762323                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2414                 NaN            NaN            NaN  0.758595                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2502                 NaN            NaN            NaN  0.749833                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2561                 NaN            NaN            NaN  0.743873                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2628                 NaN  0.436766E-005            NaN  0.737168                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2683                 NaN            NaN            NaN  0.731654                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2754                 NaN            NaN            NaN  0.724633                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1275                 NaN            NaN            NaN  0.196609E-001  0.852873                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1038                 NaN            NaN            NaN            NaN  0.896214                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1027                 NaN            NaN            NaN            NaN  0.897332                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.1008                 NaN            NaN            NaN            NaN  0.899189                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0966                 NaN            NaN            NaN            NaN  0.903429                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0910                 NaN            NaN            NaN            NaN  0.908969                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0876                 NaN            NaN            NaN            NaN  0.912371                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.4963                 NaN            NaN            NaN            NaN  0.503741                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.6353                 NaN            NaN            NaN            NaN   1.36471                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.0483                 NaN            NaN            NaN            NaN  0.951720                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.0174                 NaN            NaN            NaN            NaN  0.982624                 NaN            NaN            NaN            NaN            NaN
