|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/ALH/ALH_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1468.48        500.000        99.1637                 NaN  0.791851E-001  0.757124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.18        500.000        99.4621                 NaN            NaN  0.537949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.88        500.000        99.4575                 NaN            NaN  0.542511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.57        500.000        99.4556                 NaN            NaN  0.544385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.27        500.000        99.3900                 NaN            NaN  0.514666       0.952881E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1461.97        500.000        99.0118                 NaN            NaN  0.406431       0.581725                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.67        500.000        99.2734                 NaN            NaN  0.427591       0.298978                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.37        500.000        99.1020                 NaN            NaN  0.367429       0.530613                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        500.000        99.1500                 NaN            NaN  0.349770       0.500250                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.77        500.000        99.1552                 NaN            NaN  0.497273       0.347487                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.46        500.000        99.1595                 NaN            NaN  0.494864       0.345661                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.16        500.000        99.1667                 NaN            NaN  0.342594       0.490694                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.86        500.000        99.1731                 NaN            NaN  0.339686       0.487168                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.56        500.000        99.1788                 NaN            NaN  0.483513       0.337705                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.26        500.000        99.3316                 NaN            NaN  0.273982       0.394429                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.96        500.000        99.0457                 NaN            NaN  0.562559       0.391719                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.66        500.000        99.1987                 NaN            NaN  0.328905       0.472350                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.36        500.000        99.2047                 NaN            NaN  0.326036       0.469281                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.05        500.000        99.2112                 NaN            NaN  0.465348       0.323496                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.75        500.000        99.2184                 NaN            NaN  0.461011       0.320587                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.45        500.000        99.2221                 NaN            NaN  0.319059       0.458799                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.15        500.000        99.2300                 NaN            NaN  0.454023       0.315946                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.85        500.000        99.2356                 NaN            NaN  0.451444       0.313005                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.55        500.000        99.2393                 NaN            NaN  0.449774       0.310956                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.25        500.000        99.2476                 NaN            NaN  0.444192       0.308162                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.94        500.000        99.2514                 NaN            NaN  0.306351       0.442235                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.64        500.000        99.2582                 NaN            NaN  0.438194       0.303600                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.34        500.000        99.2595                 NaN            NaN  0.437470       0.303055                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.04        500.000        99.2723                 NaN            NaN  0.430096       0.297576                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.74        500.000        99.2735                 NaN            NaN  0.297213       0.429332                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.44        500.000        99.2790                 NaN            NaN  0.294231       0.426818                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.14        500.000        99.2823                 NaN            NaN  0.424651       0.293031                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.84        500.000        99.2904                 NaN            NaN  0.289921       0.419646                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.53        500.000        99.2933                 NaN            NaN  0.418390       0.288261                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.23        500.000        99.2985                 NaN            NaN  0.415265       0.286235                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.93        500.000        99.3029                 NaN            NaN  0.412930       0.284172                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.63        500.000        99.3082                 NaN            NaN  0.409605       0.282203                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.33        500.000        99.0731                 NaN            NaN  0.377546       0.549345                 NaN            NaN            NaN            NaN            NaN            NaN
  1419.03        500.000        99.5591                 NaN            NaN  0.261197       0.179688                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.73        500.000        99.3203                 NaN            NaN  0.402728       0.276960                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.43        500.000        99.3258                 NaN            NaN  0.274077       0.400090                 NaN            NaN            NaN            NaN            NaN            NaN
  1415.12        500.000        99.3328                 NaN            NaN  0.271514       0.395645                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.82        500.000        99.4470                 NaN            NaN  0.225335       0.327703                 NaN            NaN            NaN            NaN            NaN            NaN
  1412.52        500.000        99.2275                 NaN            NaN  0.315057       0.457462                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.22        500.000        99.3446                 NaN            NaN  0.388806       0.266591                 NaN            NaN            NaN            NaN            NaN            NaN
  1409.92        500.000        99.3480                 NaN            NaN  0.387184       0.264838                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.62        500.000        99.3531                 NaN            NaN  0.384067       0.262873                 NaN            NaN            NaN            NaN            NaN            NaN
  1407.32        500.000        99.3560                 NaN            NaN  0.261336       0.382633                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.01        500.000        99.3611                 NaN            NaN  0.259190       0.379742                 NaN            NaN            NaN            NaN            NaN            NaN
  1404.71        500.000        99.3644                 NaN            NaN  0.257688       0.377890                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.41        500.000        99.3683                 NaN            NaN  0.375424       0.256280                 NaN            NaN            NaN            NaN            NaN            NaN
  1402.11        500.000        99.3727                 NaN            NaN  0.372882       0.254434                 NaN            NaN            NaN            NaN            NaN            NaN
  1400.81        500.000        98.7576                 NaN            NaN  0.422166       0.500388       0.319806                 NaN            NaN            NaN            NaN            NaN
  1399.51        500.000        98.5367                 NaN            NaN  0.435967       0.588760       0.438526                 NaN            NaN            NaN            NaN            NaN
  1398.21        500.000        98.5563                 NaN            NaN  0.430720       0.580839       0.432150                 NaN            NaN            NaN            NaN            NaN
  1396.91        500.000        98.5773                 NaN            NaN  0.424257       0.572563       0.425928                 NaN            NaN            NaN            NaN            NaN
  1395.60        500.000        98.5942                 NaN            NaN  0.419180       0.565851       0.420757                 NaN            NaN            NaN            NaN            NaN
  1394.30        500.000        98.6181                 NaN            NaN  0.556325       0.412185       0.413381                 NaN            NaN            NaN            NaN            NaN
  1393.00        500.000        98.6354                 NaN            NaN  0.407339       0.549457       0.407808                 NaN            NaN            NaN            NaN            NaN
  1391.70        500.000        98.6535                 NaN            NaN  0.542063       0.401909       0.402506                 NaN            NaN            NaN            NaN            NaN
  1390.40        500.000        98.6708                 NaN            NaN  0.396750       0.535349       0.397125                 NaN            NaN            NaN            NaN            NaN
  1389.10        500.000        98.6871                 NaN            NaN  0.529098       0.391788       0.391993                 NaN            NaN            NaN            NaN            NaN
  1387.80        500.000        98.7065                 NaN            NaN  0.521402       0.386035       0.386076                 NaN            NaN            NaN            NaN            NaN
  1386.49        500.000        98.7216                 NaN            NaN  0.381329       0.515626       0.381430                 NaN            NaN            NaN            NaN            NaN
  1385.19        500.000        98.7370                 NaN            NaN  0.509826       0.376546       0.376588                 NaN            NaN            NaN            NaN            NaN
  1383.89        500.000        98.7536                 NaN            NaN  0.371669       0.503297       0.371422                 NaN            NaN            NaN            NaN            NaN
  1382.59        500.000        98.7696                 NaN            NaN  0.497171       0.366856       0.366409                 NaN            NaN            NaN            NaN            NaN
  1381.29        500.000        98.7825                 NaN            NaN  0.491910       0.363011       0.362556                 NaN            NaN            NaN            NaN            NaN
  1379.99        500.000        98.7987                 NaN            NaN  0.485886       0.358111       0.357268                 NaN            NaN            NaN            NaN            NaN
  1378.69        500.000        98.8144                 NaN            NaN  0.353552       0.479646       0.352434                 NaN            NaN            NaN            NaN            NaN
  1377.39        500.000        98.8268                 NaN            NaN  0.349703       0.474916       0.348618                 NaN            NaN            NaN            NaN            NaN
  1376.08        500.000        98.8400                 NaN            NaN  0.469789       0.345673       0.344573                 NaN            NaN            NaN            NaN            NaN
  1374.78        500.000        98.8540                 NaN            NaN  0.464313       0.341622       0.340073                 NaN            NaN            NaN            NaN            NaN
  1373.48        500.000        98.8679                 NaN            NaN  0.337144       0.459157       0.335798                 NaN            NaN            NaN            NaN            NaN
  1372.18        500.000        98.8804                 NaN            NaN  0.333406       0.454422       0.331788                 NaN            NaN            NaN            NaN            NaN
  1370.88        500.000        98.8926                 NaN            NaN  0.449809       0.329760       0.327815                 NaN            NaN            NaN            NaN            NaN
  1369.58        500.000        98.9047                 NaN            NaN  0.325837       0.445398       0.324077                 NaN            NaN            NaN            NaN            NaN
  1368.28        500.000        98.9170                 NaN            NaN  0.321974       0.440682       0.320361                 NaN            NaN            NaN            NaN            NaN
  1366.97        500.000        98.9261                 NaN            NaN  0.438024       0.318754       0.317143                 NaN            NaN            NaN            NaN            NaN
  1365.67        500.000        98.9406                 NaN            NaN  0.431919       0.314783       0.312740                 NaN            NaN            NaN            NaN            NaN
  1364.37        500.000        98.9498                 NaN            NaN  0.428629       0.311529       0.310004                 NaN            NaN            NaN            NaN            NaN
  1363.07        500.000        98.9623                 NaN            NaN  0.423934       0.307909       0.305850                 NaN            NaN            NaN            NaN            NaN
  1361.77        500.000        98.9730                 NaN            NaN  0.304357       0.420045       0.302579                 NaN            NaN            NaN            NaN            NaN
  1360.47        500.000        98.9831                 NaN            NaN  0.415887       0.301457       0.299567                 NaN            NaN            NaN            NaN            NaN
  1359.17        500.000        98.9941                 NaN            NaN  0.298186       0.411995       0.295748                 NaN            NaN            NaN            NaN            NaN
  1357.87        500.000        99.0034                 NaN            NaN  0.294996       0.408757       0.292861                 NaN            NaN            NaN            NaN            NaN
  1356.56        500.000        99.0139                 NaN            NaN  0.291788       0.404806       0.289492                 NaN            NaN            NaN            NaN            NaN
  1355.26        500.000        99.0229       0.137266E-001            NaN  0.292774       0.380992       0.289582                 NaN            NaN            NaN            NaN            NaN
  1353.96        500.000        99.0349       0.129941                 NaN  0.202242       0.322183       0.310726                 NaN            NaN            NaN            NaN            NaN
  1352.66        500.000        99.0460       0.153767                 NaN  0.161682       0.326202       0.312300                 NaN            NaN            NaN            NaN            NaN
  1351.36        500.000        99.0551       0.154871                 NaN  0.324308       0.156009       0.309717                 NaN            NaN            NaN            NaN            NaN
  1350.06        500.000        99.0663       0.154427                 NaN  0.152319       0.320859       0.306144                 NaN            NaN            NaN            NaN            NaN
  1348.76        500.000        99.0734       0.157015                 NaN  0.317779       0.147021       0.304826                 NaN            NaN            NaN            NaN            NaN
  1347.45        500.000        99.0906       0.154065                 NaN  0.314147       0.142905       0.298251                 NaN            NaN            NaN            NaN            NaN
  1346.15        500.000        99.0940       0.155595                 NaN  0.138652       0.314165       0.297609                 NaN            NaN            NaN            NaN            NaN
  1344.85        500.000        99.1031       0.155904                 NaN  0.134504       0.311670       0.294812                 NaN            NaN            NaN            NaN            NaN
  1343.55        500.000        99.1122       0.156247                 NaN  0.309257       0.130323       0.291996                 NaN            NaN            NaN            NaN            NaN
  1342.25        500.000        99.1212       0.156414                 NaN  0.126218       0.306925       0.289243                 NaN            NaN            NaN            NaN            NaN
  1340.95        500.000        99.1295       0.156223                 NaN  0.304590       0.123147       0.286515                 NaN            NaN            NaN            NaN            NaN
  1339.65        500.000        99.1380       0.156129                 NaN  0.302665       0.119438       0.283789                 NaN            NaN            NaN            NaN            NaN
  1338.35        500.000        99.1458       0.156485                 NaN  0.115516       0.300848       0.281376                 NaN            NaN            NaN            NaN            NaN
  1337.04        500.000        99.1542       0.156428                 NaN  0.112121       0.298477       0.278762                 NaN            NaN            NaN            NaN            NaN
  1335.74        500.000        99.1637       0.155792                 NaN  0.295751       0.109238       0.275482                 NaN            NaN            NaN            NaN            NaN
  1334.44        500.000        99.1531       0.162557                 NaN  0.301386       0.102117       0.280873                 NaN            NaN            NaN            NaN            NaN
  1333.14        500.000        99.1962       0.149396                 NaN  0.285058       0.105945       0.263370                 NaN            NaN            NaN            NaN            NaN
  1331.84        500.000        99.1860       0.155643                 NaN  0.290040       0.999802E-001  0.268386                 NaN            NaN            NaN            NaN            NaN
  1330.54        500.000        99.1939       0.155326                 NaN  0.972355E-001  0.287760       0.265793                 NaN            NaN            NaN            NaN            NaN
  1329.24        500.000        99.1987       0.152870                 NaN  0.968499E-001  0.286210       0.263795       0.153476E-002            NaN            NaN            NaN            NaN
  1327.93        500.000        99.1390       0.100434                 NaN  0.152069       0.297104       0.272219       0.391249E-001            NaN            NaN            NaN            NaN
  1326.63        500.000        99.1097       0.571853E-001            NaN  0.286549       0.224732       0.271613       0.501792E-001            NaN            NaN            NaN            NaN
  1325.33        500.000        99.1297       0.985739E-001            NaN  0.325594       0.112672       0.274471       0.590005E-001            NaN            NaN            NaN            NaN
  1324.03        500.000        99.0935       0.511024E-001            NaN  0.319368       0.188317       0.274793       0.729479E-001            NaN            NaN            NaN            NaN
  1322.73        500.000        99.0810       0.361217E-001            NaN  0.326604       0.198138       0.275158       0.830058E-001            NaN            NaN            NaN            NaN
  1321.43        500.000        99.0751       0.245076E-001            NaN  0.330726       0.205039       0.274426       0.901873E-001            NaN            NaN            NaN            NaN
  1320.13        500.000        99.0698       0.134570E-001            NaN  0.335228       0.210871       0.273619       0.970236E-001            NaN            NaN            NaN            NaN
  1318.83        500.000        99.0700       0.548479E-002            NaN  0.336624       0.214667       0.271974       0.101201                 NaN            NaN            NaN            NaN
  1317.52        500.000        99.0770       0.723668E-003            NaN  0.215949       0.334339       0.269177       0.102767                 NaN            NaN            NaN            NaN
  1316.22        500.000        99.0829       0.120807E-005            NaN  0.209997       0.335052       0.267410       0.104617                 NaN            NaN            NaN            NaN
  1314.92        500.000        99.0916                 NaN            NaN  0.333668       0.204506       0.265088       0.105174                 NaN            NaN            NaN            NaN
  1313.62        500.000        99.1022       0.334005E-005            NaN  0.330950       0.199601       0.262205       0.105042                 NaN            NaN            NaN            NaN
  1312.32        500.000        99.1119                 NaN            NaN  0.194738       0.328837       0.259565       0.104921                 NaN            NaN            NaN            NaN
  1311.02        500.000        99.1235       0.276149E-005            NaN  0.324420       0.191664       0.256532       0.103930                 NaN            NaN            NaN            NaN
  1309.72        500.000        99.1339                 NaN            NaN  0.187203       0.321808       0.253682       0.103409                 NaN            NaN            NaN            NaN
  1308.41        500.000        99.1445                 NaN            NaN  0.317491       0.184157       0.251102       0.102734                 NaN            NaN            NaN            NaN
  1307.11        500.000        99.1606                 NaN            NaN  0.311269       0.181608       0.246371       0.100141                 NaN            NaN            NaN            NaN
  1305.81        500.000        99.1693                 NaN            NaN  0.308260       0.178405       0.244295       0.997892E-001            NaN            NaN            NaN            NaN
  1304.51        500.000        99.1814                 NaN            NaN  0.175502       0.303556       0.241014       0.984932E-001            NaN            NaN            NaN            NaN
  1303.21        500.000        99.1923                 NaN            NaN  0.299548       0.172736       0.238091       0.972982E-001            NaN            NaN            NaN            NaN
  1301.91        500.000        99.2046                 NaN            NaN  0.294427       0.170271       0.234856       0.958640E-001            NaN            NaN            NaN            NaN
  1300.61        500.000        99.2151                 NaN            NaN  0.167807       0.290361       0.232027       0.946777E-001            NaN            NaN            NaN            NaN
  1299.31        500.000        99.2263                 NaN            NaN  0.165475       0.285919       0.229041       0.933067E-001            NaN            NaN            NaN            NaN
  1298.00        500.000        99.2370                 NaN            NaN  0.281790       0.162852       0.226160       0.921654E-001            NaN            NaN            NaN            NaN
  1296.70        500.000        99.2480                 NaN            NaN  0.277212       0.160880       0.223208       0.907026E-001            NaN            NaN            NaN            NaN
  1295.40        500.000        99.2581                 NaN            NaN  0.273290       0.158640       0.220472       0.894488E-001            NaN            NaN            NaN            NaN
  1294.10        500.000        99.2690                 NaN            NaN  0.156712       0.268596       0.217586       0.881120E-001            NaN            NaN            NaN            NaN
  1292.80        500.000        99.2794                 NaN            NaN  0.264112       0.154937       0.214810       0.867047E-001            NaN            NaN            NaN            NaN
  1291.50        500.000        99.2891                 NaN            NaN  0.260656       0.152371       0.212137       0.857111E-001            NaN            NaN            NaN            NaN
  1290.20        500.000        99.2995                 NaN            NaN  0.256545       0.150277       0.209330       0.843576E-001            NaN            NaN            NaN            NaN
  1288.89        500.000        99.3095                 NaN            NaN  0.148821       0.252110       0.206599       0.829440E-001            NaN            NaN            NaN            NaN
  1287.59        500.000        99.3175                 NaN            NaN  0.248643       0.147074       0.204684       0.821140E-001            NaN            NaN            NaN            NaN
  1286.29        500.000        99.3294                 NaN            NaN  0.144560       0.244525       0.201057       0.804691E-001            NaN            NaN            NaN            NaN
  1284.99        500.000        99.3377                 NaN            NaN  0.143602       0.240439       0.198995       0.792436E-001            NaN            NaN            NaN            NaN
  1283.69        500.000        99.3465                 NaN            NaN  0.236940       0.141924       0.196602       0.780397E-001            NaN            NaN            NaN            NaN
  1282.39        500.000        99.3559                 NaN            NaN  0.140455       0.232766       0.194049       0.767906E-001            NaN            NaN            NaN            NaN
  1281.09        500.000        99.3649                 NaN            NaN  0.229335       0.138609       0.191579       0.756137E-001            NaN            NaN            NaN            NaN
  1279.79        500.000        99.3733                 NaN            NaN  0.137477       0.225548       0.189307       0.743699E-001            NaN            NaN            NaN            NaN
  1278.48        500.000        99.3820                 NaN            NaN  0.221882       0.136076       0.186930       0.731513E-001            NaN            NaN            NaN            NaN
  1277.18        500.000        99.3904                 NaN            NaN  0.134674       0.218317       0.184638       0.719887E-001            NaN            NaN            NaN            NaN
  1275.88        500.000        99.3987                 NaN            NaN  0.215102       0.132917       0.182344       0.709633E-001            NaN            NaN            NaN            NaN
  1274.58        500.000        99.4072                 NaN            NaN  0.211440       0.131666       0.180023       0.697191E-001            NaN            NaN            NaN            NaN
  1273.28        500.000        99.4149                 NaN            NaN  0.208288       0.130217       0.177889       0.686638E-001            NaN            NaN            NaN            NaN
  1271.98        500.000        99.4231                 NaN            NaN  0.204640       0.129227       0.175626       0.674151E-001            NaN            NaN            NaN            NaN
  1270.68        500.000        88.4266                 NaN            NaN   1.34405        1.32554        1.45014       0.492172                 NaN   6.96148                 NaN            NaN
  1269.37        500.000        89.6189                 NaN            NaN   1.20187        1.19008        1.30586       0.439351                 NaN   6.24396                 NaN            NaN
  1268.07        500.000        90.8870                 NaN            NaN   1.05793        1.04309        1.15356       0.386709                 NaN   5.47168                 NaN            NaN
  1266.77        500.000        91.8805                 NaN            NaN  0.925989       0.945473        1.03384       0.346079                 NaN   4.86811                 NaN            NaN
  1265.47        500.000        92.6714                 NaN            NaN  0.857086       0.831123       0.937952       0.314008                 NaN   4.38841                 NaN            NaN
  1264.17        500.000        93.3237                 NaN            NaN  0.784776       0.751047       0.858680       0.288095                 NaN   3.99370                 NaN            NaN
  1262.87        500.000        93.8841                 NaN            NaN  0.723310       0.679913       0.790070       0.266795                 NaN   3.65585                 NaN            NaN
  1261.57        500.000        94.3442                 NaN            NaN  0.621565       0.673170       0.733682       0.248692                 NaN   3.37872                 NaN            NaN
  1260.27        500.000        94.7428                 NaN            NaN  0.569527       0.630155       0.684556       0.233842                 NaN   3.13908                 NaN            NaN
  1258.96        500.000        95.0886                 NaN            NaN  0.524073       0.592860       0.641378       0.220595                 NaN   2.93245                 NaN            NaN
  1257.66        500.000        95.3908                 NaN            NaN  0.483860       0.560540       0.603748       0.209195                 NaN   2.75185                 NaN            NaN
  1256.36        500.000        95.6587                 NaN            NaN  0.531846       0.448097       0.570171       0.199108                 NaN   2.59203                 NaN            NaN
  1255.06        500.000        95.8999                 NaN            NaN  0.414686       0.506450       0.539750       0.190327                 NaN   2.44888                 NaN            NaN
  1253.76        500.000        96.1158                 NaN            NaN  0.483323       0.384979       0.512307       0.182211                 NaN   2.32134                 NaN            NaN
  1252.46        500.000        96.3069                 NaN            NaN  0.463083       0.359344       0.487894       0.174938                 NaN   2.20783                 NaN            NaN
  1251.16        500.000        96.4857                 NaN            NaN  0.444167       0.334370       0.464924       0.168237                 NaN   2.10265                 NaN            NaN
  1249.86        500.000        96.6455                 NaN            NaN  0.426579       0.312822       0.444285       0.162043                 NaN   2.00880                 NaN            NaN
  1248.55        500.000        96.7934                 NaN            NaN  0.410695       0.291814       0.424942       0.156533                 NaN   1.92265                 NaN            NaN
  1247.25        500.000        96.9320                 NaN            NaN  0.272247       0.396630       0.406721       0.151176                 NaN   1.84124                 NaN            NaN
  1245.95        500.000        97.0573                 NaN            NaN  0.382566       0.255468       0.390290       0.146111                 NaN   1.76823                 NaN            NaN
  1244.65        500.000        95.9728                 NaN            NaN  0.519137       0.381195       0.566543       0.205614                 NaN   2.35470                 NaN            NaN
  1243.35        500.000        98.1504                 NaN            NaN  0.250344       0.122388       0.219180       0.877301E-001            NaN   1.16999                 NaN            NaN
  1242.05        500.000        96.7784                 NaN            NaN  0.437589       0.178137       0.422111       0.172849                 NaN   2.01088                 NaN            NaN
  1240.75        500.000        98.2391                 NaN            NaN  0.231883       0.212634       0.237670       0.840048E-001            NaN  0.994729                 NaN            NaN
  1239.44        500.000        95.8310                 NaN            NaN  0.578035       0.152606       0.548618       0.226534                 NaN   2.66320                 NaN            NaN
  1238.14        500.000        99.6344                 NaN            NaN  0.196105       0.265395E-001  0.453197E-001  0.576399E-002            NaN  0.919141E-001            NaN            NaN
  1236.84        500.000        97.7720                 NaN            NaN  0.164433       0.300108       0.293359       0.115497                 NaN   1.35459                 NaN            NaN
  1235.54        500.000        94.0365                 NaN            NaN  0.984614       0.135432       0.765349       0.355841                 NaN   3.71674       0.555173E-002            NaN
  1234.24        500.000        99.9998       0.720580E-005            NaN  0.400554E-004            NaN  0.335296E-004  0.149526E-004            NaN  0.115562E-003            NaN            NaN
  1232.94        500.000        99.9997       0.256759E-005            NaN  0.582054E-005  0.454122E-004  0.297777E-004            NaN            NaN  0.174303E-003  0.493413E-005            NaN
  1231.64        500.000       100.0000                 NaN            NaN  0.501715E-005            NaN  0.501085E-005            NaN            NaN  0.215984E-004  0.210882E-005            NaN
  1230.34        500.000        95.4526                 NaN            NaN  0.465118       0.611339       0.612887       0.588698E-001            NaN   2.71201       0.872281E-001            NaN
