|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/TAY13/TAY13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1564.71        2500.00        99.3470       0.576826       0.761360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.23        2500.00        99.3529       0.571303       0.757878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.74        2500.00        99.3595       0.566474       0.740197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.26        2500.00        99.3627       0.564635       0.726963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.77        2500.00        99.3683       0.558769       0.729552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.28        2500.00        99.3736       0.555779       0.706542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.80        2500.00        99.3777       0.552665       0.696844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.31        2500.00        99.3826       0.547984       0.694196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.83        2500.00        99.3836       0.547223       0.691308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.34        2500.00        99.2147       0.674658       0.110663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.85        2500.00        99.5793       0.396019       0.246408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.37        2500.00        99.3989       0.538323       0.627420E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.88        2500.00        99.4049       0.531791       0.632699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.40        2500.00        99.3298       0.599306       0.708540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.91        2500.00        99.4910       0.455562       0.534638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.42        2500.00        99.9907                 NaN  0.927587E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.94        2500.00        98.8502        1.04040       0.109402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.45        2500.00        99.4274       0.513078       0.594764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.96        2500.00        99.4292       0.512792       0.579626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.48        2500.00        99.4340       0.508081       0.578794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.99        2500.00        99.4392       0.504954       0.558080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.51        2500.00        99.4411       0.503477       0.554173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.02        2500.00        99.4444       0.502248       0.533088E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.53        2500.00        99.4500       0.496868       0.531499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.05        2500.00        99.4527       0.494611       0.526815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.56        2500.00        99.3120       0.622823       0.651885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.08        2500.00        99.9207       0.715013E-001  0.779897E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.59        2500.00        99.1489       0.771909       0.792151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.62        2500.00        99.9764                 NaN  0.235867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.13        2500.00        98.4376        1.44550       0.116933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.65        2500.00        99.4748       0.474707       0.504626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.16        2500.00        99.4845       0.471404       0.440575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.67        2500.00        99.4849       0.468436       0.466792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.19        2500.00        99.4869       0.468931       0.441737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.70        2500.00        99.6373       0.329487       0.332252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.22        2500.00        99.3443       0.605647       0.500872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.73        2500.00        99.4957       0.463306       0.409664E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.24        2500.00        98.7723        1.12834       0.993930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.76        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.27        2500.00        99.7481       0.234834       0.170366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.78        2500.00        99.5062       0.457240       0.365345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.30        2500.00        99.7356       0.255209       0.923440E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.81        2500.00        99.2819       0.658788       0.592872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.33        2500.00        99.5135       0.451121       0.353434E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.84        2500.00        99.3100       0.641799       0.482388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.35        2500.00        99.9492       0.469023E-001  0.384850E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.87        2500.00        99.3004       0.652631       0.470041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.38        2500.00        99.5226       0.448436       0.289834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.90        2500.00        99.5274       0.442525       0.301156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.41        2500.00        99.5295       0.440446       0.300683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.92        2500.00        99.5310       0.441892       0.271229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.44        2500.00        99.5333       0.438838       0.278317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.95        2500.00        99.5361       0.434435       0.294887E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.47        2500.00        99.5406       0.438801       0.205771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.98        2500.00        99.5331       0.445082       0.218174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.49        2500.00        99.5413       0.435115       0.235421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.01        2500.00        99.5434       0.435030       0.215954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.52        2500.00        99.5443       0.435047       0.206713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.03        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.55        2500.00        99.0959       0.863456       0.405991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.06        2500.00        99.4097       0.304098E-001  0.270584E-001            NaN            NaN  0.532807                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.58        2500.00        99.3831                 NaN  0.824084E-002            NaN            NaN  0.608618                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.09        2500.00        99.3491                 NaN            NaN            NaN            NaN  0.604650       0.462190E-001            NaN            NaN            NaN            NaN            NaN
  1469.60        2500.00        99.2233       0.155276       0.198755E-002            NaN            NaN  0.619414                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.12        2500.00        99.0035                 NaN            NaN            NaN            NaN  0.484870       0.511638                 NaN            NaN            NaN            NaN            NaN
  1466.63        2500.00        99.1012                 NaN            NaN            NaN            NaN  0.569903       0.328874                 NaN            NaN            NaN            NaN            NaN
  1465.15        2500.00        99.1076                 NaN  0.114767E-005            NaN            NaN  0.565956       0.326455                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.1194                 NaN  0.380461E-001            NaN            NaN  0.576493       0.266109                 NaN            NaN            NaN            NaN            NaN
  1462.17        2500.00        99.1273                 NaN  0.491261E-001            NaN            NaN  0.577006       0.246528                 NaN            NaN            NaN            NaN            NaN
  1460.69        2500.00        99.3138       0.173982       0.334185E-001            NaN            NaN  0.478774                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.20        2500.00        98.9601                 NaN  0.516328E-001            NaN            NaN  0.679702       0.308524                 NaN            NaN            NaN            NaN            NaN
  1457.72        2500.00        99.1459                 NaN  0.453047E-001            NaN            NaN  0.563120       0.245673                 NaN            NaN            NaN            NaN            NaN
  1456.23        2500.00        99.1498                 NaN  0.446115E-001            NaN            NaN  0.560827       0.244786                 NaN            NaN            NaN            NaN            NaN
  1454.74        2500.00        99.1580                 NaN  0.425719E-001            NaN            NaN  0.553591       0.245850                 NaN            NaN            NaN            NaN            NaN
  1453.26        2500.00        99.1625                 NaN  0.415711E-001            NaN            NaN  0.550210       0.245701                 NaN            NaN            NaN            NaN            NaN
  1451.77        2500.00        99.1687                 NaN  0.404984E-001            NaN            NaN  0.546180       0.244638                 NaN            NaN            NaN            NaN            NaN
  1450.29        2500.00        99.1736                 NaN  0.394325E-001            NaN            NaN  0.244476       0.542466                 NaN            NaN            NaN            NaN            NaN
  1448.80        2500.00        99.1789                 NaN  0.383511E-001            NaN            NaN  0.244309       0.538426                 NaN            NaN            NaN            NaN            NaN
  1447.31        2500.00        99.1837                 NaN  0.298702E-001            NaN            NaN  0.254790       0.531674                 NaN            NaN            NaN            NaN            NaN
  1445.83        2500.00        99.1905       0.117151       0.359716E-001            NaN            NaN  0.546248       0.110176                 NaN            NaN            NaN            NaN            NaN
  1444.34        2500.00        99.1947                 NaN  0.346607E-001            NaN            NaN  0.526938       0.243714                 NaN            NaN            NaN            NaN            NaN
  1442.85        2500.00        99.1994                 NaN  0.338744E-001            NaN            NaN  0.243088       0.523594                 NaN            NaN            NaN            NaN            NaN
  1441.37        2500.00        99.2039                 NaN  0.328365E-001            NaN            NaN  0.242771       0.520537                 NaN            NaN            NaN            NaN            NaN
  1439.88        2500.00        99.2080                 NaN  0.318869E-001            NaN            NaN  0.242319       0.517777                 NaN            NaN            NaN            NaN            NaN
  1438.40        2500.00        99.2133                 NaN  0.306161E-001            NaN            NaN  0.513481       0.242622                 NaN            NaN            NaN            NaN            NaN
  1436.91        2500.00        99.2692                 NaN  0.279173E-001            NaN            NaN  0.226351       0.476548                 NaN            NaN            NaN            NaN            NaN
  1435.42        2500.00        99.1706                 NaN  0.305040E-001            NaN            NaN  0.258163       0.540746                 NaN            NaN            NaN            NaN            NaN
  1433.94        2500.00        99.2236                 NaN  0.278695E-001            NaN            NaN  0.506120       0.242381                 NaN            NaN            NaN            NaN            NaN
  1432.45        2500.00        99.2329       0.396215E-001  0.234774E-001            NaN            NaN  0.504414       0.199566                 NaN            NaN            NaN            NaN            NaN
  1430.97        2500.00        99.3529                 NaN  0.218744E-001            NaN            NaN  0.421117       0.204073                 NaN            NaN            NaN            NaN            NaN
  1429.48        2500.00        99.1171                 NaN  0.247140E-001            NaN            NaN  0.285500       0.572671                 NaN            NaN            NaN            NaN            NaN
  1427.99        2500.00        99.2437                 NaN  0.278122E-001            NaN            NaN  0.235076       0.493414                 NaN            NaN            NaN            NaN            NaN
  1426.51        2500.00        99.2462       0.360774E-001  0.198489E-001            NaN            NaN  0.204195       0.493646                 NaN            NaN            NaN            NaN            NaN
  1425.02        2500.00        99.2492                 NaN  0.217563E-001            NaN            NaN  0.488790       0.240296                 NaN            NaN            NaN            NaN            NaN
  1423.54        2500.00        99.2520                 NaN  0.684825E-001            NaN            NaN  0.188513       0.491024                 NaN            NaN            NaN            NaN            NaN
  1422.05        2500.00        99.2672       0.976613E-002  0.128992E-001            NaN            NaN  0.487133       0.223015                 NaN            NaN            NaN            NaN            NaN
  1420.56        2500.00        99.2145       0.266644E-001  0.302616E-005            NaN            NaN  0.259577       0.477244                 NaN  0.220178E-001            NaN            NaN            NaN
  1419.08        2500.00        98.2700                 NaN  0.219424                 NaN            NaN  0.463868       0.529755                 NaN  0.516939                 NaN            NaN            NaN
  1417.59        2500.00        98.2927                 NaN  0.237016                 NaN            NaN  0.527319       0.430100                 NaN  0.512817                 NaN            NaN            NaN
  1416.11        2500.00        98.3177                 NaN  0.236836                 NaN            NaN  0.419059       0.520883                 NaN  0.505519                 NaN            NaN            NaN
  1414.62        2500.00        98.3459                 NaN  0.235168                 NaN            NaN  0.408950       0.513143                 NaN  0.496833                 NaN            NaN            NaN
  1413.13        2500.00        98.3713                 NaN  0.234699                 NaN            NaN  0.506070       0.398516                 NaN  0.489461                 NaN            NaN            NaN
  1411.65        2500.00        98.3859                 NaN  0.237294                 NaN            NaN  0.501347       0.389644                 NaN  0.485807                 NaN            NaN            NaN
  1410.16        2500.00        98.4255                 NaN  0.231252                 NaN            NaN  0.379539       0.491185                 NaN  0.472506                 NaN            NaN            NaN
  1408.67        2500.00        98.4416                 NaN  0.233203                 NaN            NaN  0.487355       0.369552                 NaN  0.468276                 NaN            NaN            NaN
  1407.19        2500.00        98.4649                 NaN  0.232591                 NaN            NaN  0.360430       0.480532                 NaN  0.461520                 NaN            NaN            NaN
  1405.70        2500.00        98.4867                 NaN  0.232145                 NaN            NaN  0.351357       0.474870                 NaN  0.454938                 NaN            NaN            NaN
  1404.22        2500.00        98.5085                 NaN  0.231607                 NaN            NaN  0.468818       0.342661                 NaN  0.448454                 NaN            NaN            NaN
  1402.73        2500.00        98.5290                 NaN  0.231169                 NaN            NaN  0.333982       0.463620                 NaN  0.442252                 NaN            NaN            NaN
  1401.24        2500.00        98.5493                 NaN  0.230846                 NaN            NaN  0.325611       0.458214                 NaN  0.436074                 NaN            NaN            NaN
  1399.76        2500.00        98.5693                 NaN  0.230266                 NaN            NaN  0.317448       0.452778                 NaN  0.430167                 NaN            NaN            NaN
  1398.27        2500.00        98.5886                 NaN  0.229912                 NaN            NaN  0.310077       0.447120                 NaN  0.424312                 NaN            NaN            NaN
  1396.79        2500.00        98.6065                 NaN  0.229999                 NaN            NaN  0.301199       0.443137                 NaN  0.419209                 NaN            NaN            NaN
  1395.30        2500.00        98.6292                 NaN  0.228058                 NaN            NaN  0.294363       0.436496                 NaN  0.411864                 NaN            NaN            NaN
  1393.81        2500.00        98.6444                 NaN  0.228471                 NaN            NaN  0.432728       0.286920                 NaN  0.407458                 NaN            NaN            NaN
  1392.33        2500.00        98.6582                 NaN  0.229278                 NaN            NaN  0.430044       0.279272                 NaN  0.403192                 NaN            NaN            NaN
  1390.84        2500.00        98.6818                 NaN  0.226438                 NaN            NaN  0.273885       0.421927                 NaN  0.395948                 NaN            NaN            NaN
  1389.36        2500.00        98.6965                 NaN  0.227062                 NaN            NaN  0.418590       0.266085                 NaN  0.391729                 NaN            NaN            NaN
  1387.87        2500.00        98.7137                 NaN  0.226944                 NaN            NaN  0.258578       0.413907                 NaN  0.386919                 NaN            NaN            NaN
  1386.38        2500.00        98.7289                 NaN  0.227423                 NaN            NaN  0.252213       0.409185                 NaN  0.382273                 NaN            NaN            NaN
  1384.90        2500.00        98.7464                 NaN  0.224268                 NaN            NaN  0.405024       0.248258                 NaN  0.376031                 NaN            NaN            NaN
  1383.41        2500.00        98.7160                 NaN  0.235621                 NaN            NaN  0.241867       0.419937                 NaN  0.386548                 NaN            NaN            NaN
  1381.93        2500.00        98.8171                 NaN  0.214421                 NaN            NaN  0.383509       0.231038                 NaN  0.353900                 NaN            NaN            NaN
  1380.44        2500.00        98.7901                 NaN  0.224453                 NaN            NaN  0.228741       0.393558                 NaN  0.363144                 NaN            NaN            NaN
  1378.95        2500.00        98.8049                 NaN  0.224096                 NaN            NaN  0.222411       0.389914                 NaN  0.358671                 NaN            NaN            NaN
  1377.47        2500.00        98.8188                 NaN  0.223395                 NaN            NaN  0.386111       0.217435                 NaN  0.354234                 NaN            NaN            NaN
  1375.98        2500.00        98.8331                 NaN  0.223047                 NaN            NaN  0.211691       0.382232                 NaN  0.349972                 NaN            NaN            NaN
  1374.49        2500.00        98.8466                 NaN  0.222170                 NaN            NaN  0.206988       0.378542                 NaN  0.345654                 NaN            NaN            NaN
  1373.01        2500.00        98.8595                 NaN  0.221964                 NaN            NaN  0.201797       0.375010                 NaN  0.341755                 NaN            NaN            NaN
  1371.52        2500.00        98.8735                 NaN  0.221221                 NaN            NaN  0.371595       0.196198                 NaN  0.337495                 NaN            NaN            NaN
  1370.04        2500.00        98.8840                 NaN  0.220738                 NaN            NaN  0.192125       0.369073                 NaN  0.334052                 NaN            NaN            NaN
  1368.55        2500.00        98.8984                 NaN  0.220026                 NaN            NaN  0.187368       0.364546                 NaN  0.329654                 NaN            NaN            NaN
  1367.06        2500.00        98.9109                 NaN  0.219310                 NaN            NaN  0.182523       0.361478                 NaN  0.325744                 NaN            NaN            NaN
  1365.58        2500.00        98.9226                 NaN  0.218786                 NaN            NaN  0.178158       0.358322                 NaN  0.322128                 NaN            NaN            NaN
  1364.09        2500.00        98.9345                 NaN  0.217944                 NaN            NaN  0.174107       0.355026                 NaN  0.318379                 NaN            NaN            NaN
  1362.61        2500.00        98.9415                 NaN  0.218600                 NaN            NaN  0.170022       0.353878                 NaN  0.315989                 NaN            NaN            NaN
  1361.12        2500.00        98.9590                 NaN  0.215323                 NaN            NaN  0.347969       0.167241                 NaN  0.310446                 NaN            NaN            NaN
  1359.63        2500.00        98.9676                 NaN  0.217072                 NaN            NaN  0.346902       0.160150                 NaN  0.308283                 NaN            NaN            NaN
  1358.15        2500.00        98.9813                 NaN  0.213794                 NaN            NaN  0.159577       0.341829                 NaN  0.303469                 NaN            NaN            NaN
  1356.66        2500.00        98.9900                 NaN  0.213796                 NaN            NaN  0.155236       0.340122                 NaN  0.300812                 NaN            NaN            NaN
  1355.18        2500.00        99.0020                 NaN  0.213173                 NaN            NaN  0.336317       0.151391                 NaN  0.297098                 NaN            NaN            NaN
  1353.69        2500.00        99.0113                 NaN  0.212068                 NaN            NaN  0.334181       0.148491                 NaN  0.293977                 NaN            NaN            NaN
  1352.20        2500.00        99.0544                 NaN  0.273665                 NaN            NaN  0.381715                 NaN            NaN  0.290230                 NaN            NaN            NaN
  1350.72        2500.00        98.9992                 NaN  0.147224                 NaN            NaN  0.278140       0.287401                 NaN  0.288070                 NaN            NaN            NaN
  1349.23        2500.00        99.0413                 NaN  0.210293                 NaN            NaN  0.137398       0.326281                 NaN  0.284740                 NaN            NaN            NaN
  1347.75        2500.00        99.0522                 NaN  0.206801                 NaN            NaN  0.322111       0.138140                 NaN  0.280708                 NaN            NaN            NaN
  1346.26        2500.00        99.0601                 NaN  0.207013                 NaN            NaN  0.319992       0.134539                 NaN  0.278367                 NaN            NaN            NaN
  1344.77        2500.00        99.0700                 NaN  0.205435                 NaN            NaN  0.131935       0.317517                 NaN  0.275075                 NaN            NaN            NaN
  1343.29        2500.00        99.0785                 NaN  0.204814                 NaN            NaN  0.314984       0.129283                 NaN  0.272454                 NaN            NaN            NaN
  1341.80        2500.00        99.0885                 NaN  0.202806                 NaN            NaN  0.127410       0.312217                 NaN  0.269028                 NaN            NaN            NaN
  1340.31        2500.00        99.0964                 NaN  0.201792                 NaN            NaN  0.125484       0.309828                 NaN  0.266485                 NaN            NaN            NaN
  1338.83        2500.00        99.1056                 NaN  0.200493                 NaN            NaN  0.123084       0.307305                 NaN  0.263499                 NaN            NaN            NaN
  1337.34        2500.00        99.1141                 NaN  0.199062                 NaN            NaN  0.121462       0.304691                 NaN  0.260685                 NaN            NaN            NaN
  1335.86        2500.00        99.1220                 NaN  0.197520                 NaN            NaN  0.119952       0.302517                 NaN  0.258030                 NaN            NaN            NaN
  1334.37        2500.00        99.1294                 NaN  0.196062                 NaN            NaN  0.118701       0.300359                 NaN  0.255459                 NaN            NaN            NaN
  1332.88        2500.00        99.1394                 NaN  0.194030                 NaN            NaN  0.296677       0.117618                 NaN  0.252274                 NaN            NaN            NaN
  1331.40        2500.00        99.1466                 NaN  0.193278                 NaN            NaN  0.115251       0.294847                 NaN  0.249988                 NaN            NaN            NaN
  1329.91        2500.00        99.1547                 NaN  0.190803                 NaN            NaN  0.291679       0.115697                 NaN  0.247091                 NaN            NaN            NaN
  1328.43        2500.00        99.1614                 NaN  0.189982                 NaN            NaN  0.113680       0.289877                 NaN  0.245014                 NaN            NaN            NaN
  1326.94        2500.00        99.1701                 NaN  0.186861                 NaN            NaN  0.286963       0.114371                 NaN  0.241744                 NaN            NaN            NaN
  1325.45        2500.00        99.1767                 NaN  0.185840                 NaN            NaN  0.112793       0.284971                 NaN  0.239689                 NaN            NaN            NaN
  1323.97        2500.00        99.1844                 NaN  0.184007                 NaN            NaN  0.282468       0.112007                 NaN  0.237136                 NaN            NaN            NaN
  1322.48        2500.00        99.1915                 NaN  0.182193                 NaN            NaN  0.111551       0.280078                 NaN  0.234690                 NaN            NaN            NaN
  1321.00        2500.00        99.1986                 NaN  0.180460                 NaN            NaN  0.110859       0.277825                 NaN  0.232209                 NaN            NaN            NaN
  1319.51        2500.00        99.2060                 NaN  0.178116                 NaN            NaN  0.274783       0.111307                 NaN  0.229800                 NaN            NaN            NaN
  1318.02        2500.00        99.2128                 NaN  0.175989                 NaN            NaN  0.111196       0.272650                 NaN  0.227395                 NaN            NaN            NaN
  1316.54        2500.00        99.2197                 NaN  0.174869                 NaN            NaN  0.109867       0.270237                 NaN  0.225283                 NaN            NaN            NaN
  1315.05        2500.00        99.2258                 NaN  0.171151                 NaN            NaN  0.267717       0.112605                 NaN  0.222747                 NaN            NaN            NaN
  1313.57        2500.00        99.2323                 NaN  0.169754                 NaN            NaN  0.265908       0.111334                 NaN  0.220658                 NaN            NaN            NaN
  1312.08        2500.00        99.2390                 NaN  0.167301                 NaN            NaN  0.263188       0.112150                 NaN  0.218323                 NaN            NaN            NaN
  1310.59        2500.00        99.2446                 NaN  0.165115                 NaN            NaN  0.260974       0.112987                 NaN  0.216347                 NaN            NaN            NaN
  1309.11        2500.00        99.2295                 NaN  0.259986                 NaN            NaN  0.279051                 NaN            NaN  0.231458                 NaN            NaN            NaN
  1307.62        2500.00        99.2793                 NaN  0.625209E-001            NaN            NaN  0.232412       0.231202                 NaN  0.194556                 NaN            NaN            NaN
  1306.13        2500.00        99.0619                 NaN  0.188535                 NaN            NaN  0.307950       0.172827                 NaN  0.268792                 NaN            NaN            NaN
  1304.65        2500.00        99.4631                 NaN  0.123431                 NaN            NaN  0.699910E-001  0.191968                 NaN  0.151541                 NaN            NaN            NaN
  1303.16        2500.00        88.4209                 NaN   1.40413                 NaN            NaN   1.69593       0.431091                 NaN   1.54986        6.49805                 NaN            NaN
  1301.68        2500.00        86.6743                 NaN   1.60735                 NaN            NaN   1.95902       0.464317                 NaN   1.76536        7.52970                 NaN            NaN
  1300.19        2500.00        87.5823                 NaN   1.51108                 NaN            NaN   1.87087       0.404908                 NaN   1.65260        6.97822                 NaN            NaN
  1298.70        2500.00        88.3957                 NaN   1.42603                 NaN            NaN   1.79168       0.347772                 NaN   1.55118        6.48763                 NaN            NaN
  1297.22        2500.00        89.0944                 NaN   1.34933                 NaN            NaN  0.304940        1.72314                 NaN   1.46391        6.06427                 NaN            NaN
  1295.73        2500.00        89.7135                 NaN   1.28111                 NaN            NaN   1.66275       0.265905                 NaN   1.38645        5.69032                 NaN            NaN
  1294.25        2500.00        90.2762                 NaN   1.21862                 NaN            NaN  0.228218        1.60948                 NaN   1.31569        5.35180                 NaN            NaN
  1292.76        2500.00        89.1994                 NaN   1.13419       0.186110                 NaN  0.297785        1.85902                 NaN   1.43828        5.88521                 NaN            NaN
  1291.27        2500.00        75.3225                 NaN  0.571928        1.97429                 NaN   4.41150        1.53210                 NaN   3.05048        13.1372                 NaN            NaN
