|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/TAY13/TAY13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1503.78        2500.00        99.5752       0.394438       0.303297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.30        2500.00        99.7726       0.219790       0.764989E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.81        2500.00        99.3827       0.568112       0.491782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.33        2500.00        99.5820       0.388708       0.292988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.84        2500.00        99.4072       0.552845       0.399264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.35        2500.00        99.9565       0.403085E-001  0.318454E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.87        2500.00        99.3990       0.562069       0.389080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.38        2500.00        99.5901       0.385959       0.239731E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.90        2500.00        99.5943       0.380754       0.248985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.41        2500.00        99.5963       0.378820       0.248386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.92        2500.00        99.5976       0.379990       0.224004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.44        2500.00        99.5998       0.377205       0.229748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.95        2500.00        99.6024       0.373313       0.243309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.47        2500.00        99.6061       0.376941       0.169672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.98        2500.00        99.5998       0.382190       0.179792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.49        2500.00        99.6071       0.373526       0.193921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.01        2500.00        99.6089       0.373343       0.177749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.52        2500.00        99.6098       0.373201       0.170067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.03        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.55        2500.00        99.2259       0.740757       0.333798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.06        2500.00        99.4925       0.260631E-001  0.222352E-001            NaN            NaN  0.459216                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.58        2500.00        99.4689                 NaN  0.676657E-002            NaN            NaN  0.524367                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.09        2500.00        99.4393                 NaN            NaN            NaN            NaN  0.520637       0.400938E-001            NaN            NaN            NaN            NaN            NaN
  1469.60        2500.00        99.3282       0.132944       0.163015E-002            NaN            NaN  0.537242                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.12        2500.00        99.1391                 NaN            NaN            NaN            NaN  0.420522       0.440376                 NaN            NaN            NaN            NaN            NaN
  1466.63        2500.00        99.2232                 NaN            NaN            NaN            NaN  0.493993       0.282850                 NaN            NaN            NaN            NaN            NaN
  1465.15        2500.00        99.2291                 NaN  0.938876E-006            NaN            NaN  0.490296       0.280603                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.2410                 NaN  0.311070E-001            NaN            NaN  0.499236       0.228618                 NaN            NaN            NaN            NaN            NaN
  1462.17        2500.00        99.2488                 NaN  0.401328E-001            NaN            NaN  0.499398       0.211649                 NaN            NaN            NaN            NaN            NaN
  1460.69        2500.00        99.4103       0.148375       0.272613E-001            NaN            NaN  0.414087                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.20        2500.00        99.1055                 NaN  0.421205E-001            NaN            NaN  0.587811       0.264588                 NaN            NaN            NaN            NaN            NaN
  1457.72        2500.00        99.2659                 NaN  0.369126E-001            NaN            NaN  0.486626       0.210518                 NaN            NaN            NaN            NaN            NaN
  1456.23        2500.00        99.2697                 NaN  0.363123E-001            NaN            NaN  0.484356       0.209623                 NaN            NaN            NaN            NaN            NaN
  1454.74        2500.00        99.2770                 NaN  0.346183E-001            NaN            NaN  0.477959       0.210407                 NaN            NaN            NaN            NaN            NaN
  1453.26        2500.00        99.2813                 NaN  0.337904E-001            NaN            NaN  0.474741       0.210137                 NaN            NaN            NaN            NaN            NaN
  1451.77        2500.00        99.2870                 NaN  0.328795E-001            NaN            NaN  0.471013       0.209091                 NaN            NaN            NaN            NaN            NaN
  1450.29        2500.00        99.2916                 NaN  0.319853E-001            NaN            NaN  0.208822       0.467553                 NaN            NaN            NaN            NaN            NaN
  1448.80        2500.00        99.2965                 NaN  0.310769E-001            NaN            NaN  0.208549       0.463850                 NaN            NaN            NaN            NaN            NaN
  1447.31        2500.00        99.3007                 NaN  0.241844E-001            NaN            NaN  0.217352       0.457789                 NaN            NaN            NaN            NaN            NaN
  1445.83        2500.00        99.3077       0.992806E-001  0.290916E-001            NaN            NaN  0.470034       0.939128E-001            NaN            NaN            NaN            NaN            NaN
  1444.34        2500.00        99.3112                 NaN  0.280088E-001            NaN            NaN  0.453187       0.207613                 NaN            NaN            NaN            NaN            NaN
  1442.85        2500.00        99.3156                 NaN  0.273530E-001            NaN            NaN  0.206962       0.450099                 NaN            NaN            NaN            NaN            NaN
  1441.37        2500.00        99.3197                 NaN  0.264889E-001            NaN            NaN  0.206551       0.447214                 NaN            NaN            NaN            NaN            NaN
  1439.88        2500.00        99.3237                 NaN  0.256965E-001            NaN            NaN  0.206005       0.444578                 NaN            NaN            NaN            NaN            NaN
  1438.40        2500.00        99.3285                 NaN  0.246592E-001            NaN            NaN  0.440688       0.206147                 NaN            NaN            NaN            NaN            NaN
  1436.91        2500.00        99.3766                 NaN  0.224578E-001            NaN            NaN  0.192176       0.408756                 NaN            NaN            NaN            NaN            NaN
  1435.42        2500.00        99.2928                 NaN  0.245183E-001            NaN            NaN  0.219064       0.463585                 NaN            NaN            NaN            NaN            NaN
  1433.94        2500.00        99.3383                 NaN  0.223880E-001            NaN            NaN  0.433713       0.205572                 NaN            NaN            NaN            NaN            NaN
  1432.45        2500.00        99.3468       0.333749E-001  0.188313E-001            NaN            NaN  0.431933       0.169109                 NaN            NaN            NaN            NaN            NaN
  1430.97        2500.00        99.4496                 NaN  0.175138E-001            NaN            NaN  0.360198       0.172697                 NaN            NaN            NaN            NaN            NaN
  1429.48        2500.00        99.2486                 NaN  0.197924E-001            NaN            NaN  0.241643       0.489921                 NaN            NaN            NaN            NaN            NaN
  1427.99        2500.00        99.3572                 NaN  0.222481E-001            NaN            NaN  0.198779       0.421796                 NaN            NaN            NaN            NaN            NaN
  1426.51        2500.00        99.3596       0.303010E-001  0.158641E-001            NaN            NaN  0.172545       0.421728                 NaN            NaN            NaN            NaN            NaN
  1425.02        2500.00        99.3624                 NaN  0.173688E-001            NaN            NaN  0.417311       0.202893                 NaN            NaN            NaN            NaN            NaN
  1423.54        2500.00        99.3671                 NaN  0.546496E-001            NaN            NaN  0.159071       0.419160                 NaN            NaN            NaN            NaN            NaN
  1422.05        2500.00        99.3780       0.818563E-002  0.102779E-001            NaN            NaN  0.415453       0.188063                 NaN            NaN            NaN            NaN            NaN
  1420.56        2500.00        99.3294       0.223313E-001  0.240920E-005            NaN            NaN  0.218731       0.406768                 NaN  0.227722E-001            NaN            NaN            NaN
  1419.08        2500.00        98.4487                 NaN  0.174463                 NaN            NaN  0.390686       0.451385                 NaN  0.534721                 NaN            NaN            NaN
  1417.59        2500.00        98.4711                 NaN  0.188087                 NaN            NaN  0.448858       0.361819                 NaN  0.530160                 NaN            NaN            NaN
  1416.11        2500.00        98.4951                 NaN  0.187588                 NaN            NaN  0.352111       0.442934                 NaN  0.522315                 NaN            NaN            NaN
  1414.62        2500.00        98.5220                 NaN  0.185922                 NaN            NaN  0.343189       0.435892                 NaN  0.513039                 NaN            NaN            NaN
  1413.13        2500.00        98.5461                 NaN  0.185187                 NaN            NaN  0.429491       0.334080                 NaN  0.505127                 NaN            NaN            NaN
  1411.65        2500.00        98.5609                 NaN  0.186816                 NaN            NaN  0.425054       0.326140                 NaN  0.501058                 NaN            NaN            NaN
  1410.16        2500.00        98.5979                 NaN  0.181757                 NaN            NaN  0.317381       0.415963                 NaN  0.487036                 NaN            NaN            NaN
  1408.67        2500.00        98.6138                 NaN  0.182917                 NaN            NaN  0.412287       0.308646                 NaN  0.482382                 NaN            NaN            NaN
  1407.19        2500.00        98.6360                 NaN  0.182100                 NaN            NaN  0.300680       0.406131                 NaN  0.475124                 NaN            NaN            NaN
  1405.70        2500.00        98.6569                 NaN  0.181384                 NaN            NaN  0.292761       0.400903                 NaN  0.468052                 NaN            NaN            NaN
  1404.22        2500.00        98.6778                 NaN  0.180613                 NaN            NaN  0.395381       0.285157                 NaN  0.461086                 NaN            NaN            NaN
  1402.73        2500.00        98.6975                 NaN  0.179920                 NaN            NaN  0.277600       0.390571                 NaN  0.454415                 NaN            NaN            NaN
  1401.24        2500.00        98.7170                 NaN  0.179316                 NaN            NaN  0.270302       0.385597                 NaN  0.447773                 NaN            NaN            NaN
  1399.76        2500.00        98.7362                 NaN  0.178505                 NaN            NaN  0.263219       0.380632                 NaN  0.441415                 NaN            NaN            NaN
  1398.27        2500.00        98.7548                 NaN  0.177879                 NaN            NaN  0.256772       0.375457                 NaN  0.435115                 NaN            NaN            NaN
  1396.79        2500.00        98.7720                 NaN  0.177612                 NaN            NaN  0.249137       0.371695                 NaN  0.429592                 NaN            NaN            NaN
  1395.30        2500.00        98.7935                 NaN  0.175768                 NaN            NaN  0.243167       0.365743                 NaN  0.421774                 NaN            NaN            NaN
  1393.81        2500.00        98.8084                 NaN  0.175724                 NaN            NaN  0.362180       0.236717                 NaN  0.416976                 NaN            NaN            NaN
  1392.33        2500.00        98.8221                 NaN  0.175958                 NaN            NaN  0.359516       0.230104                 NaN  0.412324                 NaN            NaN            NaN
  1390.84        2500.00        98.8442                 NaN  0.173454                 NaN            NaN  0.225383       0.352372                 NaN  0.404628                 NaN            NaN            NaN
  1389.36        2500.00        98.8584                 NaN  0.173597                 NaN            NaN  0.349209       0.218719                 NaN  0.400034                 NaN            NaN            NaN
  1387.87        2500.00        98.8747                 NaN  0.173193                 NaN            NaN  0.212313       0.344954                 NaN  0.394839                 NaN            NaN            NaN
  1386.38        2500.00        98.8896                 NaN  0.173158                 NaN            NaN  0.206758       0.340630                 NaN  0.389817                 NaN            NaN            NaN
  1384.90        2500.00        98.9064                 NaN  0.170442                 NaN            NaN  0.336737       0.203280                 NaN  0.383172                 NaN            NaN            NaN
  1383.41        2500.00        98.8813                 NaN  0.178643                 NaN            NaN  0.197804       0.348645                 NaN  0.393613                 NaN            NaN            NaN
  1381.93        2500.00        98.9708                 NaN  0.162300                 NaN            NaN  0.318112       0.188693                 NaN  0.360071                 NaN            NaN            NaN
  1380.44        2500.00        98.9485                 NaN  0.169571                 NaN            NaN  0.186582       0.326090                 NaN  0.369221                 NaN            NaN            NaN
  1378.95        2500.00        98.9627                 NaN  0.168983                 NaN            NaN  0.181198       0.322721                 NaN  0.364399                 NaN            NaN            NaN
  1377.47        2500.00        98.9762                 NaN  0.168092                 NaN            NaN  0.319189       0.176908                 NaN  0.359620                 NaN            NaN            NaN
  1375.98        2500.00        98.9898                 NaN  0.167537                 NaN            NaN  0.172011       0.315654                 NaN  0.355022                 NaN            NaN            NaN
  1374.49        2500.00        99.0029                 NaN  0.166525                 NaN            NaN  0.167980       0.312222                 NaN  0.350374                 NaN            NaN            NaN
  1373.01        2500.00        99.0153                 NaN  0.166025                 NaN            NaN  0.163552       0.308955                 NaN  0.346155                 NaN            NaN            NaN
  1371.52        2500.00        99.0286                 NaN  0.165181                 NaN            NaN  0.305783       0.158822                 NaN  0.341575                 NaN            NaN            NaN
  1370.04        2500.00        99.0391                 NaN  0.164445                 NaN            NaN  0.155312       0.303328                 NaN  0.337827                 NaN            NaN            NaN
  1368.55        2500.00        99.0527                 NaN  0.163602                 NaN            NaN  0.151267       0.299293                 NaN  0.333117                 NaN            NaN            NaN
  1367.06        2500.00        99.0647                 NaN  0.162764                 NaN            NaN  0.147181       0.296426                 NaN  0.328906                 NaN            NaN            NaN
  1365.58        2500.00        99.0760                 NaN  0.162034                 NaN            NaN  0.143480       0.293501                 NaN  0.324998                 NaN            NaN            NaN
  1364.09        2500.00        99.0874                 NaN  0.161110                 NaN            NaN  0.140032       0.290450                 NaN  0.320959                 NaN            NaN            NaN
  1362.61        2500.00        99.0949                 NaN  0.161169                 NaN            NaN  0.136531       0.289103                 NaN  0.318296                 NaN            NaN            NaN
  1361.12        2500.00        99.1108                 NaN  0.158548                 NaN            NaN  0.284012       0.134164                 NaN  0.312458                 NaN            NaN            NaN
  1359.63        2500.00        99.1194                 NaN  0.159465                 NaN            NaN  0.282830       0.128321                 NaN  0.310031                 NaN            NaN            NaN
  1358.15        2500.00        99.1322                 NaN  0.156837                 NaN            NaN  0.127686       0.278343                 NaN  0.304940                 NaN            NaN            NaN
  1356.66        2500.00        99.1408                 NaN  0.156511                 NaN            NaN  0.124052       0.276627                 NaN  0.302026                 NaN            NaN            NaN
  1355.18        2500.00        99.1521                 NaN  0.155745                 NaN            NaN  0.273250       0.120820                 NaN  0.298052                 NaN            NaN            NaN
  1353.69        2500.00        99.1612                 NaN  0.154609                 NaN            NaN  0.271146       0.118358                 NaN  0.294679                 NaN            NaN            NaN
  1352.20        2500.00        99.2009                 NaN  0.199141                 NaN            NaN  0.309321                 NaN            NaN  0.290665                 NaN            NaN            NaN
  1350.72        2500.00        99.1511                 NaN  0.106931                 NaN            NaN  0.225168       0.228512                 NaN  0.288290                 NaN            NaN            NaN
  1349.23        2500.00        99.1899                 NaN  0.152461                 NaN            NaN  0.109101       0.263805                 NaN  0.284711                 NaN            NaN            NaN
  1347.75        2500.00        99.2003                 NaN  0.149612                 NaN            NaN  0.260132       0.109547                 NaN  0.280446                 NaN            NaN            NaN
  1346.26        2500.00        99.2080                 NaN  0.149457                 NaN            NaN  0.258111       0.106547                 NaN  0.277876                 NaN            NaN            NaN
  1344.77        2500.00        99.2174                 NaN  0.148059                 NaN            NaN  0.104349       0.255798                 NaN  0.274359                 NaN            NaN            NaN
  1343.29        2500.00        99.2256                 NaN  0.147318                 NaN            NaN  0.253443       0.102117                 NaN  0.271518                 NaN            NaN            NaN
  1341.80        2500.00        99.2351                 NaN  0.145592                 NaN            NaN  0.100518       0.250952                 NaN  0.267877                 NaN            NaN            NaN
  1340.31        2500.00        99.2427                 NaN  0.144568                 NaN            NaN  0.988702E-001  0.248716                 NaN  0.265122                 NaN            NaN            NaN
  1338.83        2500.00        99.2514                 NaN  0.143380                 NaN            NaN  0.968602E-001  0.246403                 NaN  0.261929                 NaN            NaN            NaN
  1337.34        2500.00        99.2595                 NaN  0.142079                 NaN            NaN  0.954641E-001  0.244024                 NaN  0.258912                 NaN            NaN            NaN
  1335.86        2500.00        99.2671                 NaN  0.140703                 NaN            NaN  0.941498E-001  0.241969                 NaN  0.256058                 NaN            NaN            NaN
  1334.37        2500.00        99.2743                 NaN  0.139394                 NaN            NaN  0.930508E-001  0.239944                 NaN  0.253292                 NaN            NaN            NaN
  1332.88        2500.00        99.2835                 NaN  0.137713                 NaN            NaN  0.236745       0.920886E-001            NaN  0.249919                 NaN            NaN            NaN
  1331.40        2500.00        99.2905                 NaN  0.136910                 NaN            NaN  0.901217E-001  0.234999                 NaN  0.247444                 NaN            NaN            NaN
  1329.91        2500.00        99.2982                 NaN  0.134908                 NaN            NaN  0.232217       0.903535E-001            NaN  0.244369                 NaN            NaN            NaN
  1328.43        2500.00        99.3047                 NaN  0.134054                 NaN            NaN  0.886647E-001  0.230486                 NaN  0.242108                 NaN            NaN            NaN
  1326.94        2500.00        99.3127                 NaN  0.131618                 NaN            NaN  0.227915       0.890937E-001            NaN  0.238672                 NaN            NaN            NaN
  1325.45        2500.00        99.3191                 NaN  0.130643                 NaN            NaN  0.877571E-001  0.226042                 NaN  0.236441                 NaN            NaN            NaN
  1323.97        2500.00        99.3263                 NaN  0.129121                 NaN            NaN  0.223805       0.870377E-001            NaN  0.233723                 NaN            NaN            NaN
  1322.48        2500.00        99.3330                 NaN  0.127614                 NaN            NaN  0.865900E-001  0.221683                 NaN  0.231114                 NaN            NaN            NaN
  1321.00        2500.00        99.3398                 NaN  0.126171                 NaN            NaN  0.859308E-001  0.219601                 NaN  0.228475                 NaN            NaN            NaN
  1319.51        2500.00        99.3467                 NaN  0.124320                 NaN            NaN  0.216939       0.861724E-001            NaN  0.225911                 NaN            NaN            NaN
  1318.02        2500.00        99.3530                 NaN  0.122596                 NaN            NaN  0.859861E-001  0.215014                 NaN  0.223356                 NaN            NaN            NaN
  1316.54        2500.00        99.3596                 NaN  0.121618                 NaN            NaN  0.848498E-001  0.212877                 NaN  0.221093                 NaN            NaN            NaN
  1315.05        2500.00        99.3653                 NaN  0.118791                 NaN            NaN  0.210616       0.868577E-001            NaN  0.218417                 NaN            NaN            NaN
  1313.57        2500.00        99.3715                 NaN  0.117622                 NaN            NaN  0.208941       0.857711E-001            NaN  0.216184                 NaN            NaN            NaN
  1312.08        2500.00        99.3777                 NaN  0.115711                 NaN            NaN  0.206577       0.863006E-001            NaN  0.213714                 NaN            NaN            NaN
  1310.59        2500.00        99.3830                 NaN  0.113976                 NaN            NaN  0.204592       0.868382E-001            NaN  0.211599                 NaN            NaN            NaN
  1309.11        2500.00        99.3761                 NaN  0.179147                 NaN            NaN  0.218548                 NaN            NaN  0.226175                 NaN            NaN            NaN
  1307.62        2500.00        99.4081                 NaN  0.430007E-001            NaN            NaN  0.181753       0.177249                 NaN  0.189946                 NaN            NaN            NaN
  1306.13        2500.00        99.2360                 NaN  0.129271                 NaN            NaN  0.240293       0.132193                 NaN  0.262261                 NaN            NaN            NaN
  1304.65        2500.00        99.5645                 NaN  0.845865E-001            NaN            NaN  0.535164E-001  0.149745                 NaN  0.147658                 NaN            NaN            NaN
  1303.16        2500.00        89.0030                 NaN  0.964900                 NaN            NaN   1.32978       0.331294                 NaN   1.52015        6.85082                 NaN            NaN
  1301.68        2500.00        87.3121                 NaN   1.10179                 NaN            NaN   1.53705       0.356983                 NaN   1.73543        7.95666                 NaN            NaN
  1300.19        2500.00        88.1826                 NaN   1.03238                 NaN            NaN   1.46694       0.311093                 NaN   1.62606        7.38095                 NaN            NaN
  1298.70        2500.00        88.9612                 NaN  0.971435                 NaN            NaN   1.40416       0.267058                 NaN   1.52764        6.86854                 NaN            NaN
  1297.22        2500.00        89.6300                 NaN  0.916603                 NaN            NaN  0.234060        1.34986                 NaN   1.44302        6.42650                 NaN            NaN
  1295.73        2500.00        90.2219                 NaN  0.868055                 NaN            NaN   1.30208       0.204034                 NaN   1.36791        6.03602                 NaN            NaN
  1294.25        2500.00        90.7595                 NaN  0.823819                 NaN            NaN  0.175104        1.25998                 NaN   1.29926        5.68232                 NaN            NaN
  1292.76        2500.00        89.7572                 NaN  0.765875       0.107736                 NaN  0.228701        1.45650                 NaN   1.42303        6.26099                 NaN            NaN
