|6.6.6
Archiving\03_Data\frac/QFM_m2.25/TAY13/TAY13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.35444        13.8397       0.567038E-004   8.87124        42.9759        1.03919        30.9195     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.35438        13.8440       0.597559E-004   8.87843        42.9660        1.03715        30.9201     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.35509        13.8474       0.644544E-004   8.88558        42.9561        1.03510        30.9207     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.35673        13.8499       0.676806E-004   8.89268        42.9463        1.03307        30.9213     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.35919        13.8516       0.710047E-004   8.89971        42.9365        1.03102        30.9219     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.36261        13.8523       0.744054E-004   8.90670        42.9267        1.02899        30.9225     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.36682        13.8523       0.768060E-004   8.91366        42.9170        1.02695        30.9232     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.37187        13.8514       0.803915E-004   8.92056        42.9073        1.02491        30.9238     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.37775        13.8497       0.840419E-004   8.92740        42.8977        1.02288        30.9245     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.38446        13.8471       0.877729E-004   8.93420        42.8881        1.02086        30.9252     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.39191        13.8437       0.159922E-003   8.94096        42.8786        1.01884        30.9259     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.40018        13.8396       0.953876E-004   8.94766        42.8691        1.01682        30.9266     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.40923        13.8346       0.992499E-004   8.95432        42.8596        1.01481        30.9273     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.41902        13.8289       0.103144E-003   8.96093        42.8502        1.01280        30.9280     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.42946        13.8226       0.107068E-003   8.96750        42.8408        1.01080        30.9287     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.44060        13.8155       0.110990E-003   8.97402        42.8315        1.00881        30.9295     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.45238        13.8078       0.114911E-003   8.98050        42.8222        1.00682        30.9302     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.46490        13.7993       0.118798E-003   8.98694        42.8130        1.00483        30.9310     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.47800        13.7902       0.122651E-003   8.99333        42.8038        1.00286        30.9317     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.49178        13.7806                 NaN   8.99968        42.7946        1.00089        30.9325     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.50602        13.7703                 NaN   9.00599        42.7855       0.998922        30.9333     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.52077        13.7596                 NaN   9.01227        42.7764       0.996959        30.9341     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53609        13.7482                 NaN   9.01851        42.7673       0.995005        30.9349     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.55187        13.7364       0.522390E-005   9.02471        42.7583       0.993058        30.9357     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.56810        13.7241       0.496907E-005   9.03087        42.7493       0.991118        30.9365     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.58478        13.7114       0.471085E-005   9.03700        42.7403       0.989180        30.9373     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.60179        13.6983       0.446287E-005   9.04309        42.7314       0.987250        30.9381     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.61909        13.6848       0.199470E-003   9.04915        42.7225       0.985324        30.9390     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.63689        13.6709       0.200866E-003   9.05519        42.7136       0.983402        30.9398     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.65499        13.6567       0.199131E-003   9.06119        42.7047       0.981485        30.9407     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.67337        13.6422       0.200342E-003   9.06716        42.6959       0.979573        30.9415     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.69202        13.6275       0.199144E-003   9.07311        42.6871       0.977664        30.9424     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.71093        13.6125       0.199990E-003   9.07902        42.6783       0.975760        30.9433     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.73006        13.5973       0.199249E-003   9.08491        42.6695       0.973859        30.9442     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.74938        13.5819       0.185191E-003   9.09078        42.6607       0.971961        30.9451     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.53958        11.9527                 NaN   9.13652        42.4652       0.938166        30.9678     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.23310        12.2515                 NaN   9.13875        42.4662       0.940653        30.9698     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.24029        12.2521                 NaN   9.14627        42.4521       0.937781        30.9715     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.30175        12.1925                 NaN   9.15182        42.4459       0.936683        30.9713     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5812        3.03359                 NaN   9.23338        42.2785       0.887910        30.9854     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.40776        12.1108                 NaN   9.17358        42.4079       0.925323        30.9746     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.39537        12.1279                 NaN   9.17905        42.3983       0.923328        30.9760     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.39376        12.1347                 NaN   9.18456        42.3883       0.921298        30.9774     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.39465        12.1390                 NaN   9.19004        42.3781       0.919273        30.9789     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.39624        12.1426                 NaN   9.19543        42.3681       0.917238        30.9804     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.36869        12.1776                 NaN   9.20243        42.3549       0.914279        30.9821     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.40733        12.1401                 NaN   9.20457        42.3489       0.915027        30.9841     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.28760        12.2631                 NaN   9.21231        42.3437       0.910113        30.9833     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.38604        12.1754                 NaN   9.22134        42.3236       0.907044        30.9866     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.28614        12.2752                 NaN   9.21842        42.3232       0.909299        30.9878     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.39354        12.1793                 NaN   9.22965        42.3044       0.903729        30.9894     
