|6.6.6
Archiving\03_Data\frac/QFM_m2.25/TAY13/TAY13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81467        10.2116       0.433086E-004   8.74763        45.9366       0.597313        32.6921     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81479        10.2151       0.456479E-004   8.75469        45.9250       0.596119        32.6942     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81551        10.2181       0.492469E-004   8.76171        45.9134       0.594922        32.6964     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81693        10.2202       0.517211E-004   8.76868        45.9018       0.593731        32.6986     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81899        10.2218       0.542711E-004   8.77558        45.8903       0.592534        32.7008     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.82179        10.2226       0.568805E-004   8.78244        45.8788       0.591343        32.7029     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.82520        10.2228       0.587255E-004   8.78927        45.8673       0.590151        32.7052     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.82926        10.2224       0.614781E-004   8.79604        45.8559       0.588961        32.7074     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.83396        10.2213       0.642813E-004   8.80276        45.8445       0.587772        32.7096     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.83930        10.2196       0.671473E-004   8.80943        45.8332       0.586589        32.7118     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.84521        10.2172       0.122282E-003   8.81606        45.8219       0.585406        32.7140     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.85176        10.2143       0.729994E-004   8.82264        45.8107       0.584228        32.7163     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.85892        10.2107       0.759692E-004   8.82917        45.7995       0.583051        32.7185     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.86664        10.2066       0.789645E-004   8.83565        45.7884       0.581878        32.7208     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.87487        10.2019       0.819835E-004   8.84210        45.7773       0.580707        32.7231     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.88364        10.1967       0.850029E-004   8.84850        45.7662       0.579539        32.7253     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.89290        10.1910       0.880222E-004   8.85485        45.7552       0.578375        32.7276     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.90274        10.1847       0.910167E-004   8.86116        45.7442       0.577216        32.7299     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.91303        10.1779       0.939866E-004   8.86743        45.7333       0.576059        32.7322     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.92384        10.1707                 NaN   8.87365        45.7224       0.574907        32.7345     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.93502        10.1631                 NaN   8.87984        45.7115       0.573759        32.7368     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.94659        10.1550                 NaN   8.88599        45.7007       0.572611        32.7391     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.95860        10.1465                 NaN   8.89211        45.6899       0.571469        32.7414     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.97097        10.1376       0.400686E-005   8.89818        45.6792       0.570330        32.7438     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.98369        10.1283       0.381214E-005   8.90423        45.6684       0.569195        32.7461     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.99676        10.1188       0.361475E-005   8.91022        45.6577       0.568062        32.7484     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.01009        10.1089       0.342515E-005   8.91620        45.6471       0.566933        32.7508     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.02365        10.0987       0.153272E-003   8.92213        45.6364       0.565806        32.7532     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.03759        10.0882       0.154375E-003   8.92804        45.6258       0.564683        32.7555     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.05178        10.0775       0.153073E-003   8.93392        45.6152       0.563562        32.7579     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.06618        10.0665       0.154035E-003   8.93977        45.6047       0.562443        32.7603     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08079        10.0554       0.153145E-003   8.94559        45.5941       0.561327        32.7626     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.09561        10.0440       0.153827E-003   8.95139        45.5836       0.560214        32.7650     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.11060        10.0325       0.153289E-003   8.95715        45.5731       0.559103        32.7674     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.12574        10.0208       0.142503E-003   8.96290        45.5626       0.557993        32.7698     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.46936        8.82048                 NaN   9.00960        45.3606       0.538671        32.8013     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.24440        9.04045                 NaN   9.01157        45.3593       0.540067        32.8042     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.25120        9.04049                 NaN   9.01898        45.3433       0.538402        32.8076     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.29890        8.99452                 NaN   9.02441        45.3356       0.537752        32.8088     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0699        2.32778                 NaN   9.10553        45.1593       0.509773        32.8278     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37972        8.93452                 NaN   9.04588        45.2931       0.531197        32.8155     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37120        8.94722                 NaN   9.05124        45.2819       0.530033        32.8184     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37073        8.95229                 NaN   9.05664        45.2700       0.528850        32.8215     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37217        8.95553                 NaN   9.06201        45.2581       0.527669        32.8245     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37416        8.95819                 NaN   9.06730        45.2463       0.526483        32.8276     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.35481        8.98411                 NaN   9.07419        45.2312       0.524767        32.8309     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.38406        8.95638                 NaN   9.07627        45.2237       0.525178        32.8345     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.29523        9.04708                 NaN   9.08380        45.2167       0.522336        32.8348     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37042        8.98255                 NaN   9.09267        45.1940       0.520556        32.8398     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.29622        9.05646                 NaN   9.08983        45.1929       0.521836        32.8428     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37717        8.98587                 NaN   9.10085        45.1716       0.518620        32.8459     
