|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.25/WD94/WD94_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1551.34        500.000        99.3203       0.266600E-001  0.653003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.85        500.000        99.3262       0.268778E-001  0.646963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.37        500.000        99.3308       0.251558E-001  0.644072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.88        500.000        99.3356       0.250445E-001  0.639377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.40        500.000        99.3437       0.253196E-001  0.630938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.91        500.000        99.3510       0.226286E-001  0.626370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.42        500.000        99.3502       0.231101E-001  0.626668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.94        500.000        99.3578       0.177732E-001  0.624430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.45        500.000        99.3656       0.219284E-001  0.612500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.96        500.000        99.3675       0.176988E-001  0.614772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.48        500.000        99.3720       0.174098E-001  0.610596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.99        500.000        99.3764       0.119849E-005  0.623597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.51        500.000        99.1945       0.241966E-001  0.781348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.02        500.000        99.5626       0.652788E-003  0.436746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.53        500.000        99.3925       0.239033E-001  0.583642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.05        500.000        99.3975       0.148906E-001  0.587652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.56        500.000        99.4008       0.129845E-001  0.586184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.08        500.000        99.4140       0.115474E-001  0.574430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.59        500.000        99.3946       0.903373E-002  0.596375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        500.000        99.4146       0.594723E-002  0.579417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.62        500.000        99.3373       0.133788E-001  0.649321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.13        500.000        99.5008       0.229158E-002  0.496953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.65        500.000        99.4259       0.118401E-001  0.562270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.16        500.000        99.4288       0.632546E-002  0.564890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.67        500.000        99.4148       0.390832E-001  0.546126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.19        500.000        99.4589                 NaN  0.541057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.70        500.000        99.4395                 NaN  0.560523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.22        500.000        99.4450       0.834472E-002  0.546640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.73        500.000        99.4494       0.114462E-001  0.539166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.24        500.000        99.4548       0.262646E-001  0.518975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.76        500.000        99.4616       0.454582E-001  0.492969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.27        500.000        99.4570                 NaN  0.542965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.78        500.000        99.4603                 NaN  0.539733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.30        500.000        99.5528       0.200700E-001  0.427138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.81        500.000        99.3791                 NaN  0.620854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.33        500.000        99.4705                 NaN  0.529451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.84        500.000        99.4743                 NaN  0.525689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.35        500.000        99.4769       0.315110E-004  0.523033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.87        500.000        99.4777                 NaN  0.522274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.38        500.000        99.4855       0.109037E-005  0.514460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.90        500.000        99.4878                 NaN  0.512212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.41        500.000        99.4858                 NaN  0.514225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.92        500.000        99.4925                 NaN  0.507536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.44        500.000        99.4968                 NaN  0.503153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.95        500.000        99.4702                 NaN  0.529844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.47        500.000        99.5964                 NaN  0.403647                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.98        500.000        99.4359       0.215448E-001  0.542535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.49        500.000        99.5034                 NaN  0.496610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.01        500.000        99.5089                 NaN  0.491056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.52        500.000        99.5083                 NaN  0.491731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.03        500.000        99.5142                 NaN  0.485815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.55        500.000        99.5146                 NaN  0.485438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.06        500.000        99.5169                 NaN  0.483054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.58        500.000        99.5193                 NaN  0.480703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.09        500.000        99.5202                 NaN  0.479758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.60        500.000        99.5246                 NaN  0.475416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.12        500.000        99.5251                 NaN  0.474907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.63        500.000        99.5277                 NaN  0.472306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.15        500.000        99.5298                 NaN  0.470195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.5329                 NaN  0.467119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.17        500.000        99.5334                 NaN  0.466578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.69        500.000        99.5350                 NaN  0.465043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.20        500.000        99.9474                 NaN  0.426243E-001  0.996338E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.72        500.000        98.6500                 NaN  0.739816       0.610165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.23        500.000        99.0269                 NaN  0.300697       0.672442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.74        500.000        99.0346                 NaN  0.297290       0.668061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.26        500.000        99.0450                 NaN  0.292882       0.662154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.77        500.000        99.0549                 NaN  0.289118       0.655934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.29        500.000        99.0631                 NaN  0.285821       0.651054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.80        500.000        99.0709                 NaN  0.282594       0.646541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.31        500.000        99.0775                 NaN  0.279612       0.642908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.83        500.000        99.0880                 NaN  0.275769       0.636220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.34        500.000        99.0949                 NaN  0.272645       0.632489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.85        500.000        99.1027                 NaN  0.268943       0.628355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.37        500.000        99.1098                 NaN  0.266651       0.623537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.88        500.000        99.0989                 NaN  0.104352       0.592541       0.204234                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.40        500.000        99.0922                 NaN            NaN  0.570873       0.336883                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.91        500.000        99.1318       0.134687E-005  0.256672       0.611558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1435.42        500.000        99.1396       0.148812E-005  0.254790       0.605648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.94        500.000        99.0626       0.945928E-006            NaN  0.408913       0.528445                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.45        500.000        99.1247                 NaN            NaN  0.551122       0.324168                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.97        500.000        99.1266                 NaN            NaN  0.550817       0.322549                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.48        500.000        99.1344       0.108245E-005            NaN  0.318702       0.546848                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.99        500.000        99.1407                 NaN            NaN  0.317176       0.542109                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.51        500.000        99.1461                 NaN            NaN  0.313912       0.539956                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.02        500.000        99.1530                 NaN            NaN  0.535583       0.311404                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.54        500.000        99.1585                 NaN            NaN  0.309193       0.532331                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.05        500.000        99.1651       0.919513E-006            NaN  0.306434       0.528486                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.56        500.000        98.3296                 NaN            NaN  0.657456       0.614326       0.398623                 NaN            NaN            NaN            NaN            NaN
  1419.08        500.000        97.6358                 NaN            NaN  0.681173       0.948470       0.734544                 NaN            NaN            NaN            NaN            NaN
  1417.59        500.000        97.6817                 NaN            NaN  0.929705       0.668595       0.720046                 NaN            NaN            NaN            NaN            NaN
  1416.11        500.000        97.7275                 NaN            NaN  0.911116       0.655683       0.705716                 NaN            NaN            NaN            NaN            NaN
  1414.62        500.000        97.7698                 NaN            NaN  0.643743       0.894068       0.692420                 NaN            NaN            NaN            NaN            NaN
  1413.13        500.000        97.8116                 NaN            NaN  0.876682       0.632415       0.679256                 NaN            NaN            NaN            NaN            NaN
  1411.65        500.000        97.8499                 NaN            NaN  0.621475       0.861299       0.667360                 NaN            NaN            NaN            NaN            NaN
  1410.16        500.000        97.8904                 NaN            NaN  0.610182       0.845029       0.654355                 NaN            NaN            NaN            NaN            NaN
  1408.67        500.000        97.9275       0.139511E-005            NaN  0.599758       0.830099       0.642608                 NaN            NaN            NaN            NaN            NaN
  1407.19        500.000        97.9613                 NaN            NaN  0.590530       0.816410       0.631795                 NaN            NaN            NaN            NaN            NaN
  1405.70        500.000        97.9978       0.396332E-001            NaN  0.744016       0.590625       0.627960                 NaN            NaN            NaN            NaN            NaN
  1404.22        500.000        98.2082       0.385920                 NaN  0.773690                 NaN  0.632229                 NaN            NaN            NaN            NaN            NaN
  1402.73        500.000        97.8613       0.172496E-004            NaN   1.03569       0.445025       0.657989                 NaN            NaN            NaN            NaN            NaN
  1401.24        500.000        98.0947       0.118553                 NaN  0.589549       0.585156       0.612031                 NaN            NaN            NaN            NaN            NaN
  1399.76        500.000        98.1208       0.192832                 NaN  0.598641       0.469579       0.618132                 NaN            NaN            NaN            NaN            NaN
  1398.27        500.000        98.1514       0.195108                 NaN  0.590834       0.453711       0.608931                 NaN            NaN            NaN            NaN            NaN
  1396.79        500.000        98.1828       0.197369                 NaN  0.583579       0.436799       0.599418                 NaN            NaN            NaN            NaN            NaN
  1395.30        500.000        98.2118       0.199340                 NaN  0.576209       0.421986       0.590658                 NaN            NaN            NaN            NaN            NaN
  1393.81        500.000        98.2407       0.201475                 NaN  0.406254       0.569647       0.581930                 NaN            NaN            NaN            NaN            NaN
  1392.33        500.000        98.2649       0.204178                 NaN  0.392315       0.563953       0.574683                 NaN            NaN            NaN            NaN            NaN
  1390.84        500.000        98.2970       0.205780                 NaN  0.556586       0.375762       0.564894                 NaN            NaN            NaN            NaN            NaN
  1389.36        500.000        98.3212       0.208378                 NaN  0.361681       0.550870       0.557829                 NaN            NaN            NaN            NaN            NaN
  1387.87        500.000        98.3482       0.210347                 NaN  0.347019       0.544845       0.549568                 NaN            NaN            NaN            NaN            NaN
  1386.38        500.000        98.3688       0.212605                 NaN  0.539979       0.335310       0.543349                 NaN            NaN            NaN            NaN            NaN
  1384.90        500.000        98.4020       0.214097                 NaN  0.318581       0.532270       0.533074                 NaN            NaN            NaN            NaN            NaN
  1383.41        500.000        98.4215       0.216780                 NaN  0.306182       0.528180       0.527355                 NaN            NaN            NaN            NaN            NaN
  1381.93        500.000        98.4448       0.218901                 NaN  0.293345       0.522476       0.520449                 NaN            NaN            NaN            NaN            NaN
  1380.44        500.000        98.4678       0.221229                 NaN  0.279767       0.517612       0.513556                 NaN            NaN            NaN            NaN            NaN
  1378.95        500.000        98.4906       0.222660                 NaN  0.267913       0.512520       0.506346                 NaN            NaN            NaN            NaN            NaN
  1377.47        500.000        98.5116       0.225096                 NaN  0.507980       0.255138       0.500163                 NaN            NaN            NaN            NaN            NaN
  1375.98        500.000        98.5316       0.227125                 NaN  0.503321       0.243925       0.493981                 NaN            NaN            NaN            NaN            NaN
  1374.49        500.000        98.5525       0.228945                 NaN  0.498901       0.231999       0.487659                 NaN            NaN            NaN            NaN            NaN
  1373.01        500.000        98.5703       0.232285                 NaN  0.495616       0.218752       0.483062                 NaN            NaN            NaN            NaN            NaN
  1371.52        500.000        98.5975       0.231265                 NaN  0.209047       0.488772       0.473414                 NaN            NaN            NaN            NaN            NaN
  1370.04        500.000        98.6091       0.234704                 NaN  0.198549       0.487273       0.470381                 NaN            NaN            NaN            NaN            NaN
  1368.55        500.000        98.6316       0.236336                 NaN  0.482101       0.186418       0.463543                 NaN            NaN            NaN            NaN            NaN
  1367.06        500.000        98.6465       0.239126                 NaN  0.478381       0.176816       0.459199                 NaN            NaN            NaN            NaN            NaN
  1365.58        500.000        98.6707       0.238749                 NaN  0.473271       0.166065       0.451209                 NaN            NaN            NaN            NaN            NaN
  1364.09        500.000        98.6853       0.241439                 NaN  0.155506       0.470707       0.447097                 NaN            NaN            NaN            NaN            NaN
  1362.61        500.000        98.7032       0.243147                 NaN  0.145236       0.466800       0.441657                 NaN            NaN            NaN            NaN            NaN
  1361.12        500.000        98.7198       0.244405                 NaN  0.135815       0.463417       0.436568                 NaN            NaN            NaN            NaN            NaN
  1359.63        500.000        98.7368       0.245473                 NaN  0.459723       0.126946       0.431074                 NaN            NaN            NaN            NaN            NaN
  1358.15        500.000        98.7530       0.247140                 NaN  0.456357       0.117393       0.426128                 NaN            NaN            NaN            NaN            NaN
  1356.66        500.000        98.7686       0.248347                 NaN  0.108768       0.453012       0.421268                 NaN            NaN            NaN            NaN            NaN
  1355.18        500.000        98.7844       0.249357                 NaN  0.449936       0.100065       0.416279                 NaN            NaN            NaN            NaN            NaN
  1353.69        500.000        98.8004       0.250657                 NaN  0.914583E-001  0.446179       0.411314                 NaN            NaN            NaN            NaN            NaN
  1352.20        500.000        98.8152       0.252137                 NaN  0.443065       0.825896E-001  0.407051                 NaN            NaN            NaN            NaN            NaN
  1350.72        500.000        98.8317       0.252163                 NaN  0.439692       0.751377E-001  0.401300                 NaN            NaN            NaN            NaN            NaN
  1349.23        500.000        98.8439       0.253733                 NaN  0.676889E-001  0.437004       0.397639                 NaN            NaN            NaN            NaN            NaN
  1347.75        500.000        98.8588       0.253257                 NaN  0.616506E-001  0.433742       0.392534                 NaN            NaN            NaN            NaN            NaN
  1346.26        500.000        98.8730       0.254181                 NaN  0.540755E-001  0.430617       0.388089                 NaN            NaN            NaN            NaN            NaN
  1344.77        500.000        98.8861       0.254880                 NaN  0.474301E-001  0.427745       0.383895                 NaN            NaN            NaN            NaN            NaN
  1343.29        500.000        98.9000       0.255355                 NaN  0.404918E-001  0.424685       0.379434                 NaN            NaN            NaN            NaN            NaN
  1341.80        500.000        98.9132       0.255346                 NaN  0.348861E-001  0.421533       0.375061                 NaN            NaN            NaN            NaN            NaN
  1340.31        500.000        98.9058       0.258947                 NaN  0.425451       0.300486E-001  0.379724                 NaN            NaN            NaN            NaN            NaN
  1338.83        500.000        98.9562       0.252001                 NaN  0.413106       0.198463E-001  0.358881                 NaN            NaN            NaN            NaN            NaN
  1337.34        500.000        98.9517       0.255448                 NaN  0.176153E-001  0.412843       0.362396                 NaN            NaN            NaN            NaN            NaN
  1335.86        500.000        98.9615       0.255380                 NaN  0.410441       0.136272E-001  0.359022                 NaN            NaN            NaN            NaN            NaN
  1334.37        500.000        98.9765       0.254258                 NaN  0.406459       0.897683E-002  0.353811                 NaN            NaN            NaN            NaN            NaN
  1332.88        500.000        98.9891       0.254655                 NaN  0.403640       0.268263E-002  0.349876                 NaN            NaN            NaN            NaN            NaN
  1331.40        500.000        98.9995       0.253716                 NaN  0.400584                 NaN  0.346198                 NaN            NaN            NaN            NaN            NaN
  1329.91        500.000        99.0080       0.243555                 NaN  0.390139       0.168111E-001  0.341499                 NaN            NaN            NaN            NaN            NaN
  1328.43        500.000        99.0219       0.248673                 NaN  0.391612                 NaN  0.337862                 NaN            NaN            NaN            NaN            NaN
  1326.94        500.000        99.0293       0.246890                 NaN  0.388975                 NaN  0.334838                 NaN            NaN            NaN            NaN            NaN
  1325.45        500.000        99.0396       0.233369                 NaN  0.374574       0.234188E-001  0.329022                 NaN            NaN            NaN            NaN            NaN
  1323.97        500.000        99.0529       0.241893                 NaN  0.379053                 NaN  0.326201                 NaN            NaN            NaN            NaN            NaN
  1322.48        500.000        99.0626       0.239465                 NaN  0.375389                 NaN  0.322511                 NaN            NaN            NaN            NaN            NaN
  1321.00        500.000        99.0722       0.237399                 NaN  0.371614                 NaN  0.318832                 NaN            NaN            NaN            NaN            NaN
  1319.51        500.000        99.0793       0.236771                 NaN  0.367815                 NaN  0.316136                 NaN            NaN            NaN            NaN            NaN
  1318.02        500.000        99.0937       0.231889                 NaN  0.363684                 NaN  0.310755                 NaN            NaN            NaN            NaN            NaN
  1316.54        500.000        99.1012       0.230562                 NaN  0.360356                 NaN  0.307896                 NaN            NaN            NaN            NaN            NaN
  1315.05        500.000        99.1049       0.209812                 NaN  0.343377       0.388852E-001  0.303059                 NaN            NaN            NaN            NaN            NaN
  1313.57        500.000        99.1219       0.225324                 NaN  0.352636                 NaN  0.300136                 NaN            NaN            NaN            NaN            NaN
  1312.08        500.000        99.1299       0.223356                 NaN  0.349621                 NaN  0.297128                 NaN            NaN            NaN            NaN            NaN
  1310.59        500.000        99.1172       0.206135                 NaN  0.363047                 NaN  0.297652       0.159641E-001            NaN            NaN            NaN            NaN
  1309.11        500.000        98.9653       0.909021E-001            NaN  0.488006                 NaN  0.322951       0.132853                 NaN            NaN            NaN            NaN
  1307.62        500.000        98.9705       0.572297E-001            NaN  0.472338       0.473566E-001  0.316319       0.136304                 NaN            NaN            NaN            NaN
  1306.13        500.000        98.9711       0.302406E-001            NaN  0.132541       0.423423       0.311341       0.131335                 NaN            NaN            NaN            NaN
  1304.65        500.000        98.9762                 NaN            NaN  0.176078       0.408045       0.305309       0.134384                 NaN            NaN            NaN            NaN
  1303.16        500.000        98.9941       0.144381E-004            NaN  0.401051       0.172117       0.300401       0.132284                 NaN            NaN            NaN            NaN
  1301.68        500.000        99.0123       0.200769E-005            NaN  0.393731       0.168286       0.295498       0.130202                 NaN            NaN            NaN            NaN
  1300.19        500.000        99.0298       0.309092E-005            NaN  0.164894       0.386435       0.290751       0.128120                 NaN            NaN            NaN            NaN
  1298.70        500.000        99.0469                 NaN            NaN  0.379501       0.161476       0.286119       0.126022                 NaN            NaN            NaN            NaN
  1297.22        500.000        99.0651       0.337542E-002            NaN  0.373599       0.152945       0.281564       0.123440                 NaN            NaN            NaN            NaN
  1295.73        500.000        99.0805                 NaN            NaN  0.365724       0.155002       0.276873       0.121930                 NaN            NaN            NaN            NaN
  1294.25        500.000        99.0979                 NaN            NaN  0.358330       0.151925       0.272087       0.119797                 NaN            NaN            NaN            NaN
  1292.76        500.000        99.1135       0.423701E-005            NaN  0.148941       0.351779       0.267859       0.117910                 NaN            NaN            NaN            NaN
  1291.27        500.000        99.1292       0.811059E-006            NaN  0.345900       0.145125       0.263484       0.116292                 NaN            NaN            NaN            NaN
  1289.79        500.000        99.1449                 NaN            NaN  0.143322       0.338739       0.259130       0.113874                 NaN            NaN            NaN            NaN
  1288.30        500.000        99.1603                 NaN            NaN  0.332384       0.140615       0.254856       0.111879                 NaN            NaN            NaN            NaN
  1286.82        500.000        99.1749                 NaN            NaN  0.326446       0.137758       0.250796       0.110055                 NaN            NaN            NaN            NaN
  1285.33        500.000        99.1898       0.122525E-005            NaN  0.320159       0.135196       0.246667       0.108205                 NaN            NaN            NaN            NaN
  1283.84        500.000        99.2034                 NaN            NaN  0.314417       0.133010       0.242847       0.106323                 NaN            NaN            NaN            NaN
  1282.36        500.000        99.2184                 NaN            NaN  0.307969       0.130581       0.238655       0.104380                 NaN            NaN            NaN            NaN
  1280.87        500.000        99.2319                 NaN            NaN  0.302252       0.128541       0.234874       0.102448                 NaN            NaN            NaN            NaN
  1279.38        500.000        99.2452                 NaN            NaN  0.296267       0.126777       0.231163       0.100577                 NaN            NaN            NaN            NaN
  1277.90        500.000        99.2587                 NaN            NaN  0.290547       0.124645       0.227300       0.987849E-001            NaN            NaN            NaN            NaN
  1276.41        500.000        99.2726       0.772618E-006            NaN  0.121755       0.285260       0.223353       0.970022E-001            NaN            NaN            NaN            NaN
  1274.93        500.000        99.2850                 NaN            NaN  0.279809       0.120186       0.219853       0.952010E-001            NaN            NaN            NaN            NaN
  1273.44        500.000        99.2977                 NaN            NaN  0.274296       0.118383       0.216240       0.934248E-001            NaN            NaN            NaN            NaN
  1271.95        500.000        99.3101                 NaN            NaN  0.269004       0.116579       0.212723       0.916073E-001            NaN            NaN            NaN            NaN
  1270.47        500.000        99.3219                 NaN            NaN  0.115061       0.263779       0.209371       0.898436E-001            NaN            NaN            NaN            NaN
  1268.98        500.000        99.3342                 NaN            NaN  0.258831       0.112943       0.205751       0.883022E-001            NaN            NaN            NaN            NaN
  1267.50        500.000        99.3457                 NaN            NaN  0.253696       0.111592       0.202501       0.865027E-001            NaN            NaN            NaN            NaN
  1266.01        500.000        99.3571                 NaN            NaN  0.248582       0.110325       0.199245       0.847794E-001            NaN            NaN            NaN            NaN
  1264.52        500.000        99.3685                 NaN            NaN  0.108781       0.243750       0.195900       0.830812E-001            NaN            NaN            NaN            NaN
  1263.04        500.000        99.3796                 NaN            NaN  0.239071       0.106963       0.192753       0.815736E-001            NaN            NaN            NaN            NaN
  1261.55        500.000        99.3904                 NaN            NaN  0.234243       0.106008       0.189556       0.798176E-001            NaN            NaN            NaN            NaN
