|6.6.6
Archiving\03_Data\eqfrac/QFM/YM20/YM20_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1506.17        2500.00                 NaN            NaN            NaN   99.5107       0.456281       0.330428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.74        2500.00                 NaN            NaN            NaN   99.5127       0.455283       0.320309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        2500.00                 NaN            NaN            NaN   99.5154       0.453829       0.307590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.88        2500.00                 NaN            NaN            NaN   99.5185       0.449841       0.316428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.45        2500.00                 NaN            NaN            NaN   99.5199       0.450887       0.292368E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.02        2500.00                 NaN            NaN            NaN   99.5225       0.448890       0.286403E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.59        2500.00                 NaN            NaN            NaN   99.5233       0.448294       0.284257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.16        2500.00                 NaN            NaN            NaN   99.3918       0.575310       0.328683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.73        2500.00                 NaN            NaN            NaN   99.7449       0.240820       0.143282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.30        2500.00                 NaN            NaN            NaN   99.4524       0.518873       0.287326E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.87        2500.00                 NaN            NaN            NaN   99.5322       0.444139       0.236498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.44        2500.00                 NaN            NaN            NaN   99.5247       0.458152       0.171239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.01        2500.00                 NaN            NaN            NaN   99.5334       0.444935       0.216533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.58        2500.00                 NaN            NaN            NaN   99.5447       0.435258       0.200572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.15        2500.00                 NaN            NaN            NaN   99.1218       0.843017       0.352133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.72        2500.00                 NaN            NaN            NaN   99.7895       0.202299       0.824095E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.29        2500.00                 NaN            NaN            NaN   99.7126       0.275971       0.114127E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.86        2500.00                 NaN            NaN            NaN   99.4031       0.383130       0.306944E-001  0.183091                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.43        2500.00                 NaN            NaN            NaN   99.0902       0.255818       0.613206E-001  0.592705                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.00        2500.00                 NaN            NaN            NaN   99.0974       0.254246       0.602618E-001  0.588140                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.57        2500.00                 NaN            NaN            NaN   99.1031       0.255612       0.569585E-001  0.584316                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.14        2500.00                 NaN            NaN            NaN   99.1125       0.251708       0.569882E-001  0.578825                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.71        2500.00                 NaN            NaN            NaN   98.0277       0.564508       0.118643        1.28915                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.28        2500.00                 NaN            NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.85        2500.00                 NaN            NaN            NaN   99.3654       0.181565       0.386775E-001  0.414387                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.42        2500.00                 NaN            NaN            NaN   99.1403       0.244591       0.526494E-001  0.562436                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.99        2500.00                 NaN            NaN            NaN   99.1469       0.242955       0.518389E-001  0.558265                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.56        2500.00                 NaN            NaN            NaN   99.1542       0.241538       0.503067E-001  0.553939                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.13        2500.00                 NaN            NaN            NaN   99.1600       0.240857       0.486522E-001  0.550530                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.70        2500.00                 NaN            NaN            NaN   99.1507       0.234702       0.494388E-001  0.565175                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.27        2500.00                 NaN            NaN            NaN   99.1894       0.242571       0.451152E-001  0.522918                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.84        2500.00                 NaN            NaN            NaN   99.1771       0.239223       0.440812E-001  0.539612                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.41        2500.00                 NaN            NaN            NaN   99.1823       0.236773       0.439961E-001  0.536971                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.98        2500.00                 NaN            NaN            NaN   99.1902       0.235551       0.424470E-001  0.531754                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.55        2500.00                 NaN            NaN            NaN   99.1946       0.235309       0.409819E-001  0.529060                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.12        2500.00                 NaN            NaN            NaN   99.1992       0.235216       0.394316E-001  0.526112                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.69        2500.00                 NaN            NaN            NaN   99.2048       0.234035       0.384309E-001  0.522731                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.26        2500.00                 NaN            NaN            NaN   99.2024       0.240043       0.342884E-001  0.523239                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.83        2500.00                 NaN            NaN            NaN   99.2111       0.236669       0.346275E-001  0.517590                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.40        2500.00                 NaN            NaN            NaN   99.2197       0.230133       0.359032E-001  0.514229                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.97        2500.00                 NaN            NaN            NaN   99.4028       0.187510       0.195484E-001  0.390115                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.54        2500.00                 NaN            NaN            NaN   99.0509       0.287743       0.378582E-001  0.623513                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.11        2500.00                 NaN            NaN            NaN   99.2334       0.231714       0.309229E-001  0.503957                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.68        2500.00                 NaN            NaN            NaN   99.2375       0.232782       0.285367E-001  0.501196                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.25        2500.00                 NaN            NaN            NaN   99.2407       0.234740       0.259150E-001  0.498673                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.82        2500.00                 NaN            NaN            NaN   99.2327       0.170044       0.168869E-001  0.953983E-001  0.484960                 NaN            NaN            NaN            NaN            NaN
  1440.39        2500.00                 NaN            NaN            NaN   99.2195       0.569147E-001  0.121378E-001  0.246998       0.464413                 NaN            NaN            NaN            NaN            NaN
  1438.96        2500.00                 NaN            NaN            NaN   99.2213       0.638775E-001            NaN  0.254219       0.460612                 NaN            NaN            NaN            NaN            NaN
  1437.53        2500.00                 NaN            NaN            NaN   99.2273       0.622751E-001  0.863918E-002  0.241795       0.460008                 NaN            NaN            NaN            NaN            NaN
  1436.10        2500.00                 NaN            NaN            NaN   99.2340       0.584515E-001  0.182112E-001  0.230354       0.459033                 NaN            NaN            NaN            NaN            NaN
  1434.67        2500.00                 NaN            NaN            NaN   99.2350       0.695493E-001            NaN  0.241343       0.454064                 NaN            NaN            NaN            NaN            NaN
  1433.24        2500.00                 NaN            NaN            NaN   99.2385       0.671536E-001  0.145428E-005  0.242415       0.451882                 NaN            NaN            NaN            NaN            NaN
  1431.81        2500.00                 NaN            NaN            NaN   99.2424       0.656494E-001            NaN  0.449704       0.242292                 NaN            NaN            NaN            NaN            NaN
  1430.38        2500.00                 NaN            NaN            NaN   99.2458       0.698045E-001            NaN  0.235945       0.448461                 NaN            NaN            NaN            NaN            NaN
  1428.95        2500.00                 NaN            NaN            NaN   99.2580       0.490181E-001  0.372478E-001  0.451165       0.204601                 NaN            NaN            NaN            NaN            NaN
  1427.53        2500.00                 NaN            NaN            NaN   99.2547       0.739794E-001            NaN  0.444314       0.227042                 NaN            NaN            NaN            NaN            NaN
  1426.10        2500.00                 NaN            NaN            NaN   98.9238       0.461495E-001  0.101277E-005  0.412942       0.449718       0.167435                 NaN            NaN            NaN            NaN
  1424.67        2500.00                 NaN            NaN            NaN   98.3618                 NaN  0.148749       0.479655       0.538507       0.471323                 NaN            NaN            NaN            NaN
  1423.24        2500.00                 NaN            NaN            NaN   98.3807                 NaN  0.179715       0.491109       0.477468       0.470987                 NaN            NaN            NaN            NaN
  1421.81        2500.00                 NaN            NaN            NaN   98.4039                 NaN  0.179470       0.471420       0.480936       0.464246                 NaN            NaN            NaN            NaN
  1420.38        2500.00                 NaN            NaN            NaN   98.4317                 NaN  0.177837       0.463227       0.471234       0.455994                 NaN            NaN            NaN            NaN
  1418.95        2500.00                 NaN            NaN            NaN   98.4544                 NaN  0.177299       0.456682       0.462093       0.449568                 NaN            NaN            NaN            NaN
  1417.52        2500.00                 NaN            NaN            NaN   98.4764                 NaN  0.177544       0.450760       0.451905       0.443398                 NaN            NaN            NaN            NaN
  1416.09        2500.00                 NaN            NaN            NaN   98.5018                 NaN  0.174921       0.443040       0.444667       0.435582                 NaN            NaN            NaN            NaN
  1414.66        2500.00                 NaN            NaN            NaN   98.5220                 NaN  0.175311       0.437700       0.434853       0.430116                 NaN            NaN            NaN            NaN
  1413.23        2500.00                 NaN            NaN            NaN   98.5405                 NaN  0.174582       0.432656       0.427646       0.424653                 NaN            NaN            NaN            NaN
  1411.80        2500.00                 NaN            NaN            NaN   98.5694                 NaN  0.173177       0.417438       0.424058       0.415949                 NaN            NaN            NaN            NaN
  1410.37        2500.00                 NaN            NaN            NaN   98.5832                 NaN  0.173742       0.419996       0.410925       0.412155                 NaN            NaN            NaN            NaN
  1408.94        2500.00                 NaN            NaN            NaN   98.6064                 NaN  0.171837       0.403095       0.413354       0.405321                 NaN            NaN            NaN            NaN
  1407.51        2500.00                 NaN            NaN            NaN   98.6218                 NaN  0.172545       0.409664       0.394877       0.401156                 NaN            NaN            NaN            NaN
  1406.08        2500.00                 NaN            NaN            NaN   98.6460                 NaN  0.170191       0.402315       0.387961       0.393526                 NaN            NaN            NaN            NaN
  1404.65        2500.00                 NaN            NaN            NaN   98.6610                 NaN  0.170703       0.380730       0.398198       0.389335                 NaN            NaN            NaN            NaN
  1403.22        2500.00                 NaN            NaN            NaN   98.6802                 NaN  0.169885       0.373410       0.392633       0.383883                 NaN            NaN            NaN            NaN
  1401.79        2500.00                 NaN            NaN            NaN   98.6255                 NaN  0.149838       0.418104       0.408260       0.398257                 NaN            NaN            NaN            NaN
  1400.36        2500.00                 NaN            NaN            NaN   98.7854                 NaN  0.188692       0.369673       0.302955       0.353270                 NaN            NaN            NaN            NaN
  1398.93        2500.00                 NaN            NaN            NaN   98.7316                 NaN  0.168076       0.378026       0.353525       0.368759                 NaN            NaN            NaN            NaN
  1397.50        2500.00                 NaN            NaN            NaN   98.7473                 NaN  0.167806       0.347160       0.373617       0.364104                 NaN            NaN            NaN            NaN
  1396.07        2500.00                 NaN            NaN            NaN   98.7631                 NaN  0.167204       0.340942       0.369345       0.359362                 NaN            NaN            NaN            NaN
  1394.64        2500.00                 NaN            NaN            NaN   98.7799                 NaN  0.166555       0.364273       0.334848       0.354458                 NaN            NaN            NaN            NaN
  1393.21        2500.00                 NaN            NaN            NaN   98.7937                 NaN  0.166304       0.360629       0.328781       0.350569                 NaN            NaN            NaN            NaN
  1391.78        2500.00                 NaN            NaN            NaN   98.8113                 NaN  0.165248       0.355458       0.322739       0.345232                 NaN            NaN            NaN            NaN
  1390.35        2500.00                 NaN            NaN            NaN   98.8241                 NaN  0.165102       0.351788       0.317520       0.341518                 NaN            NaN            NaN            NaN
  1388.92        2500.00                 NaN            NaN            NaN   98.8390                 NaN  0.164434       0.311875       0.347672       0.336992                 NaN            NaN            NaN            NaN
  1387.49        2500.00                 NaN            NaN            NaN   98.8444                 NaN  0.166228       0.346282       0.307188       0.335913                 NaN            NaN            NaN            NaN
  1386.06        2500.00                 NaN            NaN            NaN   98.8742                 NaN  0.161612       0.337657       0.300401       0.326150                 NaN            NaN            NaN            NaN
  1384.63        2500.00                 NaN            NaN            NaN   98.8764                 NaN  0.163694       0.296863       0.337195       0.325869                 NaN            NaN            NaN            NaN
  1383.20        2500.00                 NaN            NaN            NaN   98.8950                 NaN  0.162349       0.290280       0.331997       0.320375                 NaN            NaN            NaN            NaN
  1381.77        2500.00                 NaN            NaN            NaN   98.9058                 NaN  0.162016       0.286124       0.328862       0.317220                 NaN            NaN            NaN            NaN
  1380.34        2500.00                 NaN            NaN            NaN   98.9155                 NaN  0.163375       0.279824       0.326690       0.314648                 NaN            NaN            NaN            NaN
  1378.91        2500.00                 NaN            NaN            NaN   98.9322                 NaN  0.159795       0.278461       0.320676       0.308913                 NaN            NaN            NaN            NaN
  1377.48        2500.00                 NaN            NaN            NaN   98.9425                 NaN  0.160657       0.272383       0.318239       0.306235                 NaN            NaN            NaN            NaN
  1376.05        2500.00                 NaN            NaN            NaN   98.9540                 NaN  0.160391       0.267660       0.315187       0.302781                 NaN            NaN            NaN            NaN
  1374.62        2500.00                 NaN            NaN            NaN   98.9654                 NaN  0.159888       0.263494       0.311866       0.299315                 NaN            NaN            NaN            NaN
  1373.19        2500.00                 NaN            NaN            NaN   98.9771                 NaN  0.159423       0.259135       0.308480       0.295910                 NaN            NaN            NaN            NaN
  1371.76        2500.00                 NaN            NaN            NaN   98.9884                 NaN  0.158895       0.305231       0.255035       0.292487                 NaN            NaN            NaN            NaN
  1370.33        2500.00                 NaN            NaN            NaN   98.9993                 NaN  0.158837       0.302347       0.250067       0.289435                 NaN            NaN            NaN            NaN
  1368.90        2500.00                 NaN            NaN            NaN   99.0098                 NaN  0.157769       0.298874       0.247453       0.286105                 NaN            NaN            NaN            NaN
  1367.47        2500.00                 NaN            NaN            NaN   99.0206                 NaN  0.157176       0.243474       0.296033       0.282682                 NaN            NaN            NaN            NaN
  1366.04        2500.00                 NaN            NaN            NaN   99.0305                 NaN  0.157439       0.293370       0.238764       0.279908                 NaN            NaN            NaN            NaN
  1364.61        2500.00                 NaN            NaN            NaN   99.0415                 NaN  0.155881       0.236142       0.290117       0.276310                 NaN            NaN            NaN            NaN
  1363.18        2500.00                 NaN            NaN            NaN   99.0500                 NaN  0.156085       0.232127       0.287947       0.273840                 NaN            NaN            NaN            NaN
  1361.75        2500.00                 NaN            NaN            NaN   99.0602                 NaN  0.155382       0.228785       0.284926       0.270699                 NaN            NaN            NaN            NaN
  1360.32        2500.00                 NaN            NaN            NaN   99.0687                 NaN  0.155337       0.282670       0.225069       0.268215                 NaN            NaN            NaN            NaN
  1358.89        2500.00                 NaN            NaN            NaN   99.0795                 NaN  0.154850       0.220819       0.279709       0.265105                 NaN            NaN            NaN            NaN
  1357.46        2500.00                 NaN            NaN            NaN   99.0877                 NaN  0.153793       0.219058       0.277338       0.262078                 NaN            NaN            NaN            NaN
  1356.03        2500.00                 NaN            NaN            NaN   99.0970                 NaN  0.152912       0.216265       0.274438       0.259410                 NaN            NaN            NaN            NaN
  1354.60        2500.00                 NaN            NaN            NaN   99.1058                 NaN  0.152740       0.212691       0.271968       0.256830                 NaN            NaN            NaN            NaN
  1353.17        2500.00                 NaN            NaN            NaN   99.1140                 NaN  0.152314       0.209748       0.269665       0.254299                 NaN            NaN            NaN            NaN
  1351.74        2500.00                 NaN            NaN            NaN   99.1237                 NaN  0.152147       0.205195       0.267330       0.251630                 NaN            NaN            NaN            NaN
  1350.31        2500.00                 NaN            NaN            NaN   99.1316                 NaN  0.150214       0.264689       0.204866       0.248584                 NaN            NaN            NaN            NaN
  1348.88        2500.00                 NaN            NaN            NaN   99.1389                 NaN  0.150417       0.262523       0.201595       0.246587                 NaN            NaN            NaN            NaN
  1347.45        2500.00                 NaN            NaN            NaN   99.1471                 NaN  0.149873       0.260256       0.198711       0.244102                 NaN            NaN            NaN            NaN
  1346.02        2500.00                 NaN            NaN            NaN   99.1548                 NaN  0.149147       0.258004       0.196331       0.241740                 NaN            NaN            NaN            NaN
  1344.59        2500.00                 NaN            NaN            NaN   99.1632                 NaN  0.148139       0.255724       0.193974       0.238951                 NaN            NaN            NaN            NaN
  1343.16        2500.00                 NaN            NaN            NaN   99.1704                 NaN  0.147703       0.253691       0.191434       0.236767                 NaN            NaN            NaN            NaN
  1341.73        2500.00                 NaN            NaN            NaN   99.1780                 NaN  0.146892       0.251596       0.189121       0.234392                 NaN            NaN            NaN            NaN
  1340.30        2500.00                 NaN            NaN            NaN   99.1849                 NaN  0.146364       0.187238       0.249201       0.232280                 NaN            NaN            NaN            NaN
  1338.87        2500.00                 NaN            NaN            NaN   99.1925                 NaN  0.145518       0.247273       0.184819       0.229864                 NaN            NaN            NaN            NaN
  1337.44        2500.00                 NaN            NaN            NaN   99.1990                 NaN  0.144860       0.245490       0.182883       0.227755                 NaN            NaN            NaN            NaN
  1336.01        2500.00                 NaN            NaN            NaN   99.2044                 NaN  0.144531       0.243862       0.181319       0.225856                 NaN            NaN            NaN            NaN
  1334.58        2500.00                 NaN            NaN            NaN   99.2140                 NaN  0.142775       0.241156       0.179090       0.222932                 NaN            NaN            NaN            NaN
  1333.15        2500.00                 NaN            NaN            NaN   99.2197                 NaN  0.142319       0.239445       0.177303       0.221209                 NaN            NaN            NaN            NaN
  1331.73        2500.00                 NaN            NaN            NaN   99.2257                 NaN  0.141450       0.176057       0.237511       0.219297                 NaN            NaN            NaN            NaN
  1330.30        2500.00                 NaN            NaN            NaN   99.2333                 NaN  0.140611       0.173724       0.235471       0.216885                 NaN            NaN            NaN            NaN
  1328.87        2500.00                 NaN            NaN            NaN   99.2392                 NaN  0.139633       0.172635       0.233596       0.214957                 NaN            NaN            NaN            NaN
  1327.44        2500.00                 NaN            NaN            NaN   99.2446                 NaN  0.140424       0.168460       0.232959       0.213511                 NaN            NaN            NaN            NaN
  1326.01        2500.00                 NaN            NaN            NaN   99.2517                 NaN  0.136081       0.229222       0.172339       0.210638                 NaN            NaN            NaN            NaN
  1324.58        2500.00                 NaN            NaN            NaN   99.2570                 NaN  0.137506       0.167632       0.228534       0.209303                 NaN            NaN            NaN            NaN
  1323.15        2500.00                 NaN            NaN            NaN   99.2643                 NaN  0.135501       0.167145       0.226239       0.206819                 NaN            NaN            NaN            NaN
  1321.72        2500.00                 NaN            NaN            NaN   99.2696                 NaN  0.134707       0.224851       0.165722       0.205143                 NaN            NaN            NaN            NaN
  1320.29        2500.00                 NaN            NaN            NaN   99.2747                 NaN  0.134647       0.223435       0.163568       0.203667                 NaN            NaN            NaN            NaN
  1318.86        2500.00                 NaN            NaN            NaN   99.2813                 NaN  0.131929       0.164529       0.221043       0.201222                 NaN            NaN            NaN            NaN
  1317.43        2500.00                 NaN            NaN            NaN   99.2863                 NaN  0.131693       0.162572       0.219744       0.199689                 NaN            NaN            NaN            NaN
  1316.00        2500.00                 NaN            NaN            NaN   99.2769                 NaN  0.137350       0.219432       0.161931       0.204387                 NaN            NaN            NaN            NaN
  1314.57        2500.00                 NaN            NaN            NaN   99.3147                 NaN  0.122666       0.159030       0.214567       0.189070                 NaN            NaN            NaN            NaN
  1313.14        2500.00                 NaN            NaN            NaN   99.3023                 NaN  0.128379       0.214910       0.159921       0.194481                 NaN            NaN            NaN            NaN
  1311.71        2500.00                 NaN            NaN            NaN   99.3074                 NaN  0.126948       0.213211       0.159619       0.192823                 NaN            NaN            NaN            NaN
  1310.28        2500.00                 NaN            NaN            NaN   99.3132                 NaN  0.125788       0.211664       0.158542       0.190841                 NaN            NaN            NaN            NaN
  1308.85        2500.00                 NaN            NaN            NaN   99.2977                 NaN  0.983484E-001  0.196068       0.216911       0.191007                 NaN            NaN            NaN            NaN
  1307.42        2500.00                 NaN            NaN            NaN   99.3417                 NaN  0.149740       0.222554       0.998074E-001  0.186221                 NaN            NaN            NaN            NaN
  1305.99        2500.00                 NaN            NaN            NaN   99.3276                 NaN  0.122547       0.207341       0.156418       0.186093                 NaN            NaN            NaN            NaN
  1304.56        2500.00                 NaN            NaN            NaN   99.3329                 NaN  0.120333       0.205396       0.157200       0.184188                 NaN            NaN            NaN            NaN
  1303.13        2500.00                 NaN            NaN            NaN   99.3369                 NaN  0.119550       0.204012       0.156542       0.182980                 NaN            NaN            NaN            NaN
  1301.70        2500.00                 NaN            NaN            NaN   99.2110                 NaN  0.136445       0.217130       0.157819       0.197344       0.802892E-001            NaN            NaN            NaN
  1300.27        2500.00                 NaN            NaN            NaN   88.2634                 NaN   1.82833        1.53066                 NaN   1.53883        6.83880                 NaN            NaN            NaN
  1298.84        2500.00                 NaN            NaN            NaN   89.1366                 NaN   1.69898        1.43388                 NaN   1.43126        6.29926                 NaN            NaN            NaN
  1297.41        2500.00        1.86384                 NaN            NaN   75.1297                 NaN  0.314882        3.36702        2.84834        2.89378        13.5825                 NaN            NaN            NaN
