|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/EETA/EETA_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Sp(TH)         Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1328.32        500.000        99.3304       0.229105       0.110923       0.201057E-001            NaN  0.215136       0.942958E-001            NaN            NaN            NaN
  1327.27        500.000        99.3260       0.115936       0.230755       0.249636E-001            NaN  0.215035       0.872762E-001            NaN            NaN            NaN
  1326.21        500.000        99.3173       0.123478       0.234494       0.317580E-001            NaN  0.215470       0.774518E-001            NaN            NaN            NaN
  1325.16        500.000        99.3098       0.238059       0.129882       0.382593E-001            NaN  0.215753       0.682711E-001            NaN            NaN            NaN
  1324.11        500.000        99.3001       0.138835       0.242039       0.450584E-001            NaN  0.216356       0.576440E-001            NaN            NaN            NaN
  1323.06        500.000        99.2874       0.146649       0.249368       0.541288E-001            NaN  0.217214       0.452658E-001            NaN            NaN            NaN
  1322.01        500.000        99.2821       0.251840       0.152871       0.593268E-001            NaN  0.217073       0.368291E-001            NaN            NaN            NaN
  1320.95        500.000        99.2691       0.174357       0.253530       0.667472E-001            NaN  0.217092       0.191396E-001            NaN            NaN            NaN
  1319.90        500.000        99.2712       0.263421       0.152898       0.711343E-001            NaN  0.217409       0.239242E-001            NaN            NaN            NaN
  1318.85        500.000        99.2663       0.262674       0.166439       0.751293E-001            NaN  0.216525       0.128942E-001            NaN            NaN            NaN
  1317.80        500.000        99.2631       0.265235       0.171637       0.793477E-001            NaN  0.215787       0.493293E-002            NaN            NaN            NaN
  1316.74        500.000        99.2680       0.165016       0.265399       0.801544E-001            NaN  0.214803       0.660130E-002            NaN            NaN            NaN
  1315.69        500.000        99.2700       0.264383       0.170387       0.821911E-001            NaN  0.213068                 NaN            NaN            NaN            NaN
  1314.64        500.000        99.2760       0.166989       0.263409       0.823318E-001            NaN  0.211318       0.758772E-006            NaN            NaN            NaN
  1313.59        500.000        99.2799       0.263807       0.162730       0.832990E-001            NaN  0.210266                 NaN            NaN            NaN            NaN
  1312.53        500.000        99.2861       0.261677       0.160492       0.830015E-001            NaN  0.208767                 NaN            NaN            NaN            NaN
  1311.48        500.000        99.2942       0.157003       0.259680       0.828133E-001            NaN  0.206351                 NaN            NaN            NaN            NaN
  1310.43        500.000        99.2997       0.258443       0.154198       0.827301E-001            NaN  0.204952                 NaN            NaN            NaN            NaN
  1309.38        500.000        99.3073       0.255666       0.152066       0.820712E-001            NaN  0.202943                 NaN            NaN            NaN            NaN
  1308.33        500.000        99.3144       0.149560       0.253459       0.815756E-001            NaN  0.201014                 NaN            NaN            NaN            NaN
  1307.27        500.000        99.3213       0.147294       0.251194       0.810516E-001            NaN  0.199177                 NaN            NaN            NaN            NaN
  1306.22        500.000        99.3459       0.646365E-001  0.261012       0.733660E-001            NaN  0.202026       0.531056E-001            NaN            NaN            NaN
  1305.17        500.000        99.3359       0.245285       0.144146       0.793703E-001            NaN  0.195249       0.287525E-005            NaN            NaN            NaN
  1304.12        500.000        99.3449       0.242747       0.140538       0.789919E-001            NaN  0.192822                 NaN            NaN            NaN            NaN
  1303.06        500.000        99.3521       0.239270       0.140007       0.776949E-001            NaN  0.190968                 NaN            NaN            NaN            NaN
  1302.01        500.000        99.3587       0.236906       0.138188       0.770396E-001            NaN  0.189203                 NaN            NaN            NaN            NaN
  1300.96        500.000        99.3661       0.136496       0.233994       0.761803E-001            NaN  0.187216                 NaN            NaN            NaN            NaN
  1299.91        500.000        99.3734       0.231147       0.134766       0.754000E-001            NaN  0.185250                 NaN            NaN            NaN            NaN
  1298.85        500.000        99.3805       0.228340       0.133337       0.744474E-001            NaN  0.183367                 NaN            NaN            NaN            NaN
  1297.80        500.000        99.3876       0.225398       0.131912       0.736559E-001            NaN  0.181437                 NaN            NaN            NaN            NaN
  1296.75        500.000        99.3945       0.222535       0.130465       0.728247E-001            NaN  0.179647                 NaN            NaN            NaN            NaN
  1295.70        500.000        99.4011       0.220136       0.128891       0.719951E-001            NaN  0.177830                 NaN            NaN            NaN            NaN
  1294.65        500.000        99.4082       0.216944       0.127803       0.710830E-001            NaN  0.175927                 NaN            NaN            NaN            NaN
  1293.59        500.000        99.4147       0.126347       0.214484       0.703107E-001            NaN  0.174159                 NaN            NaN            NaN            NaN
  1292.54        500.000        99.4216       0.211550       0.125036       0.694533E-001            NaN  0.172373                 NaN            NaN            NaN            NaN
  1291.49        500.000        99.4277       0.209293       0.123666       0.686487E-001            NaN  0.170654                 NaN            NaN            NaN            NaN
  1290.44        500.000        99.4343       0.206489       0.122490       0.677942E-001            NaN  0.168877                 NaN            NaN            NaN            NaN
  1289.38        500.000        99.4395       0.204679       0.120808       0.674152E-001            NaN  0.167592                 NaN            NaN            NaN            NaN
  1288.33        500.000        99.4480       0.200871       0.120086       0.659701E-001            NaN  0.165113                 NaN            NaN            NaN            NaN
  1287.28        500.000        99.4532       0.198557       0.119269       0.652149E-001            NaN  0.163805                 NaN            NaN            NaN            NaN
  1286.23        500.000        99.4592       0.196173       0.117844       0.646076E-001            NaN  0.162192                 NaN            NaN            NaN            NaN
  1285.17        500.000        99.4649       0.193687       0.117024       0.637211E-001            NaN  0.160638                 NaN            NaN            NaN            NaN
  1284.12        500.000        99.4717       0.115504       0.191209       0.628728E-001            NaN  0.158740                 NaN            NaN            NaN            NaN
  1283.07        500.000        99.4773       0.188731       0.114500       0.621887E-001            NaN  0.157243                 NaN            NaN            NaN            NaN
  1282.02        500.000        99.4831       0.186381       0.113481       0.613679E-001            NaN  0.155647                 NaN            NaN            NaN            NaN
  1280.97        500.000        99.4888       0.183936       0.112594       0.605587E-001            NaN  0.154113                 NaN            NaN            NaN            NaN
  1279.91        500.000        99.4933       0.181449       0.112517       0.596630E-001            NaN  0.153115                 NaN            NaN            NaN            NaN
  1278.86        500.000        99.5012       0.179197       0.109980       0.590905E-001            NaN  0.150526                 NaN            NaN            NaN            NaN
  1277.81        500.000        99.5055       0.109757       0.176924       0.582672E-001            NaN  0.149567                 NaN            NaN            NaN            NaN
  1276.76        500.000        99.5112       0.108816       0.174529       0.574892E-001            NaN  0.147980                 NaN            NaN            NaN            NaN
  1275.70        500.000        99.5164       0.172361       0.107808       0.568026E-001            NaN  0.146633                 NaN            NaN            NaN            NaN
  1274.65        500.000        99.5219       0.169813       0.107323       0.559227E-001            NaN  0.145089                 NaN            NaN            NaN            NaN
  1273.60        500.000        99.5270       0.167932       0.106141       0.552565E-001            NaN  0.143626                 NaN            NaN            NaN            NaN
  1272.55        500.000        99.5320       0.165813       0.105350       0.545212E-001            NaN  0.142287                 NaN            NaN            NaN            NaN
  1271.49        500.000        93.9371       0.704367       0.754999       0.276034                 NaN  0.791297                 NaN   3.53623                 NaN            NaN
  1270.44        500.000        90.5287        1.07422        1.09795       0.403698                 NaN   1.18330                 NaN   5.71215                 NaN            NaN
  1269.39        500.000        91.5851       0.955895       0.976518       0.358526                 NaN   1.05704                 NaN   5.06693                 NaN            NaN
  1268.34        500.000        92.4348       0.879172       0.859129       0.322830                 NaN  0.955270                 NaN   4.54880                 NaN            NaN
  1267.29        500.000        93.1301       0.778244       0.800305       0.294007                 NaN  0.871540                 NaN   4.12581                 NaN            NaN
  1266.23        500.000        93.7073       0.735335       0.710190       0.270376                 NaN  0.801889                 NaN   3.77490                 NaN            NaN
  1265.18        500.000        94.1948       0.680711       0.651523       0.250614                 NaN  0.742850                 NaN   3.47952                 NaN            NaN
  1264.13        500.000        94.6101       0.634474       0.601320       0.234022                 NaN  0.692254                 NaN   3.22780                 NaN            NaN
  1263.08        500.000        94.9730       0.555671       0.594679       0.219807                 NaN  0.648209                 NaN   3.00863                 NaN            NaN
  1262.02        500.000        95.2893       0.559785       0.516200       0.207485                 NaN  0.609307                 NaN   2.81797                 NaN            NaN
  1260.97        500.000        95.5686       0.479993       0.529672       0.196830                 NaN  0.574978                 NaN   2.64993                 NaN            NaN
  1259.92        500.000        95.8175       0.502588       0.448155       0.187241                 NaN  0.544218                 NaN   2.50031                 NaN            NaN
  1258.87        500.000        96.0374       0.478710       0.419353       0.178909                 NaN  0.517057                 NaN   2.36853                 NaN            NaN
  1257.81        500.000        96.2367       0.393147       0.457318       0.171274                 NaN  0.492035                 NaN   2.24950                 NaN            NaN
  1256.76        500.000        96.4179       0.368985       0.437910       0.164436                 NaN  0.469360                 NaN   2.14140                 NaN            NaN
  1255.71        500.000        96.5815       0.346493       0.420717       0.158384                 NaN  0.448795                 NaN   2.04408                 NaN            NaN
  1254.66        500.000        96.7317       0.326706       0.404564       0.152657                 NaN  0.429948                 NaN   1.95444                 NaN            NaN
  1253.61        500.000        96.8696       0.308094       0.389597       0.147412                 NaN  0.412507                 NaN   1.87277                 NaN            NaN
  1252.55        500.000        96.9966       0.376171       0.290650       0.142666                 NaN  0.396021                 NaN   1.79785                 NaN            NaN
  1251.50        500.000        97.1140       0.364328       0.273723       0.138325                 NaN  0.381175                 NaN   1.72844                 NaN            NaN
  1250.45        500.000        97.2249       0.258958       0.351743       0.134266                 NaN  0.366871                 NaN   1.66330                 NaN            NaN
  1249.40        500.000        97.3260       0.341185       0.245031       0.130196                 NaN  0.353575                 NaN   1.60398                 NaN            NaN
  1248.34        500.000        97.4202       0.330961       0.232123       0.126410                 NaN  0.341573                 NaN   1.54872                 NaN            NaN
  1247.29        500.000        97.5084       0.220499       0.321245       0.122977                 NaN  0.329999                 NaN   1.49685                 NaN            NaN
  1246.24        500.000        97.5933       0.312078       0.208752       0.119638                 NaN  0.318738                 NaN   1.44749                 NaN            NaN
  1245.19        500.000        97.6713       0.198121       0.303577       0.116638                 NaN  0.308471                 NaN   1.40186                 NaN            NaN
  1244.13        500.000        97.3403       0.364698       0.176210       0.140401                 NaN  0.352483                 NaN   1.62595                 NaN            NaN
  1243.08        500.000        96.0346       0.145954       0.592257       0.224947                 NaN  0.529450                 NaN   2.47281                 NaN            NaN
  1242.03        500.000        98.0081       0.181904       0.262296       0.100285                 NaN  0.268344                 NaN   1.17907                 NaN            NaN
  1240.98        500.000        99.4983       0.767256E-001  0.691294E-001  0.507244E-001            NaN  0.585173E-001            NaN  0.246579                 NaN            NaN
  1239.93        500.000        98.0381       0.158916       0.259172       0.967189E-001            NaN  0.258936                 NaN   1.18819                 NaN            NaN
  1238.87        500.000        98.4135       0.256481       0.143666                 NaN            NaN  0.202250                 NaN  0.964439       0.197058E-001            NaN
  1237.82        500.000        98.0057       0.262096       0.156167       0.100957                 NaN  0.264357                 NaN   1.21068                 NaN            NaN
  1236.77        500.000        98.2659       0.240119       0.121750       0.910143E-001            NaN  0.228167                 NaN   1.05309                 NaN            NaN
  1235.72        500.000        97.9951       0.166092       0.258614       0.979669E-001            NaN  0.267281                 NaN   1.21498                 NaN            NaN
  1234.66        500.000        98.1803       0.143961       0.238626       0.596860E-001            NaN  0.234872                 NaN   1.12059       0.219934E-001            NaN
  1233.61        500.000        92.2886       0.500642        1.11470       0.278776                 NaN  0.992894                 NaN   4.73929       0.850469E-001            NaN
  1232.56        500.000        99.9973                 NaN            NaN  0.449353E-003            NaN  0.119172E-002            NaN  0.108199E-002            NaN            NaN
  1231.51        500.000        99.8585       0.432790E-001            NaN            NaN            NaN  0.235815E-001            NaN  0.709080E-001  0.375033E-002            NaN
  1230.45        500.000        98.8291       0.236964E-001  0.191724       0.555331E-001            NaN  0.135209                 NaN  0.760711       0.404809E-002            NaN
  1229.40        500.000       100.0000                 NaN            NaN            NaN            NaN  0.370641E-005  0.308903E-005            NaN  0.801765E-006            NaN
  1228.35        500.000       100.0000       0.449860E-005            NaN            NaN            NaN  0.133086E-005            NaN  0.244644E-004            NaN            NaN
  1227.30        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1226.25        500.000        93.9566       0.384934        1.06618       0.106791E-001            NaN  0.799014                 NaN   3.66505       0.117508                 NaN
  1225.19        500.000       100.0000                 NaN            NaN            NaN            NaN  0.317265E-005  0.473688E-005  0.101042E-004            NaN            NaN
  1224.14        500.000        99.9999       0.157231E-004            NaN            NaN            NaN  0.868471E-005            NaN  0.520695E-004  0.299980E-005            NaN
  1223.09        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1222.04        500.000        96.7297       0.434829       0.278838       0.315736E-001            NaN  0.397635                 NaN   2.04726       0.802035E-001            NaN
  1220.98        500.000        98.6957       0.184641       0.782837E-001  0.351345E-001            NaN  0.160307                 NaN  0.822343       0.235463E-001            NaN
  1219.93        500.000        99.9871       0.255343E-002            NaN  0.802293E-002            NaN  0.231038E-002            NaN            NaN            NaN            NaN
  1218.88        500.000        99.8733       0.117680E-001  0.802507E-002            NaN            NaN  0.157622E-001            NaN  0.911809E-001            NaN            NaN
  1217.83        500.000        97.2641       0.366379       0.211864       0.125820                 NaN  0.347980                 NaN   1.68383                 NaN            NaN
  1216.77        500.000        99.4010                 NaN            NaN  0.300802E-001  0.423834E-001  0.873303E-001            NaN  0.439251                 NaN            NaN
  1215.72        500.000        96.5479       0.344126       0.273364       0.198554                 NaN  0.461065                 NaN   2.17502                 NaN            NaN
  1214.67        500.000       100.0000       0.139327E-005            NaN            NaN            NaN            NaN            NaN  0.477441E-005            NaN            NaN
  1213.62        500.000        98.7399       0.387392       0.126168E-001            NaN            NaN  0.129062                 NaN  0.710359       0.206503E-001            NaN
  1212.57        500.000        99.1609       0.147060                 NaN  0.103032E-001            NaN  0.995207E-001            NaN  0.553489       0.287606E-001            NaN
  1211.51        500.000        99.9998       0.359907E-004            NaN            NaN            NaN            NaN            NaN  0.120927E-003            NaN            NaN
  1210.46        500.000        99.5137       0.728554E-001  0.204483E-001  0.208229E-001            NaN  0.569617E-001            NaN  0.315259                 NaN            NaN
  1209.41        500.000        96.8575       0.435279       0.216783       0.766221E-001            NaN  0.376067                 NaN   2.00827       0.294966E-001            NaN
  1208.36        500.000       100.0000       0.151344E-005            NaN            NaN            NaN  0.491448E-005  0.810929E-005  0.106265E-004            NaN            NaN
  1207.30        500.000       100.0000                 NaN            NaN  0.803357E-006            NaN            NaN            NaN  0.773398E-005            NaN            NaN
  1206.25        500.000        99.9999       0.128188E-004  0.817820E-005  0.416743E-005            NaN  0.134507E-004            NaN  0.630264E-004            NaN            NaN
  1205.20        500.000        93.9176       0.433384                 NaN  0.203185E-001  0.147457       0.496687                 NaN   2.50741                 NaN   2.47716     
  1204.15        500.000        89.6283       0.526358       0.674274       0.113354                 NaN  0.940489                 NaN   4.76449       0.862383E-001   3.26650     
  1203.10        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1202.04        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1200.99        500.000        82.2691        1.22574                 NaN  0.482093                 NaN   1.43293                 NaN   7.29091                 NaN   7.29920     
  1199.94        500.000        88.9940       0.771632                 NaN  0.934509E-001  0.155255       0.875879                 NaN   4.54396       0.275866E-001   4.53825     
  1198.89        500.000        99.9999       0.268651E-005            NaN            NaN            NaN  0.708878E-005  0.691814E-005  0.302104E-004            NaN  0.294468E-004
  1197.83        500.000        99.9999       0.487825E-005            NaN            NaN            NaN  0.578628E-005            NaN  0.319173E-004  0.103220E-005  0.316015E-004
  1196.78        500.000        99.9998       0.157426E-004            NaN  0.666873E-005            NaN  0.192235E-004            NaN  0.982384E-004            NaN  0.998847E-004
  1195.73        500.000        77.2791       0.273744        1.32805       0.585011                 NaN   1.83855                 NaN   9.32967                 NaN   9.36587     
  1194.68        500.000        96.7397       0.202344                 NaN  0.913722E-001  0.170034E-005  0.259393                 NaN   1.34683                 NaN   1.36036     
  1193.62        500.000        97.1204       0.169360                 NaN  0.837619E-001            NaN  0.228555                 NaN   1.17891                 NaN   1.21898     
  1192.57        500.000        88.9141       0.746400                 NaN  0.294081                 NaN  0.867137                 NaN   4.59501                 NaN   4.58327     
  1191.52        500.000        91.5124       0.520847                 NaN  0.228159                 NaN  0.660773                 NaN   3.52270                 NaN   3.55509     
  1190.47        500.000        97.5777       0.112487       0.619434E-001  0.597525E-001            NaN  0.193890                 NaN   1.00190                 NaN  0.992293     
  1189.42        500.000        95.2522       0.299535                 NaN  0.116723                 NaN  0.363411                 NaN   1.99339                 NaN   1.97469     
  1188.36        500.000        88.2000       0.713605                 NaN  0.305405                 NaN  0.894045                 NaN   4.98681                 NaN   4.90018     
  1187.31        500.000        90.3442       0.518511                 NaN  0.244644                 NaN  0.715966                 NaN   4.13010                 NaN   4.04653     
  1186.26        500.000        84.1208       0.830864                 NaN  0.196712       0.185512        1.14197                 NaN   6.89187                 NaN   6.63224     
  1185.21        500.000        6.96294        4.37530                 NaN   2.17245                 NaN   6.45715                 NaN   40.8250                 NaN   39.2071     
  1184.15        500.000                 NaN   4.64249                 NaN   2.30456                 NaN   6.87597                 NaN   43.8676                 NaN   42.3094     
  1183.10        500.000                 NaN   4.64026                 NaN   2.30541                 NaN   6.87700                 NaN   43.8656                 NaN   42.3117     
  1182.05        500.000                 NaN   4.63810                 NaN   2.30623                 NaN   6.87800                 NaN   43.8636                 NaN   42.3141     
  1181.00        500.000                 NaN   4.63589                 NaN   2.30707                 NaN   6.87905                 NaN   43.8616                 NaN   42.3164     
  1179.94        500.000                 NaN   4.63617                 NaN   2.30675                 NaN   6.88006                 NaN   43.8602                 NaN   42.3168     
  1178.89        500.000                 NaN   4.63137                 NaN   2.30877                 NaN   6.88129                 NaN   43.8574                 NaN   42.3212     
