|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/Y98/Y98_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1371.50        500.000        98.9614       0.191953       0.358249                 NaN  0.151814       0.336547                 NaN            NaN            NaN            NaN            NaN
  1370.37        500.000        98.9728       0.186662       0.355649                 NaN  0.151957       0.332977                 NaN            NaN            NaN            NaN            NaN
  1369.24        500.000        98.9813       0.181307       0.353756                 NaN  0.153071       0.330528                 NaN            NaN            NaN            NaN            NaN
  1368.11        500.000        98.9905       0.176095       0.351162                 NaN  0.154221       0.328014                 NaN            NaN            NaN            NaN            NaN
  1366.97        500.000        97.7166       0.799904       0.382223                 NaN  0.356582       0.744694                 NaN            NaN            NaN            NaN            NaN
  1365.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1364.71        500.000        99.2672       0.125489       0.253997                 NaN  0.113938       0.239334                 NaN            NaN            NaN            NaN            NaN
  1363.57        500.000        99.0740       0.330151       0.146583                 NaN  0.149357       0.299941                 NaN            NaN            NaN            NaN            NaN
  1362.44        500.000        99.0367       0.340013       0.151595                 NaN  0.157617       0.314105                 NaN            NaN            NaN            NaN            NaN
  1361.31        500.000        99.0502       0.147323       0.335848                 NaN  0.156893       0.309750                 NaN            NaN            NaN            NaN            NaN
  1360.18        500.000        99.0553       0.142116       0.335152                 NaN  0.158768       0.308672                 NaN            NaN            NaN            NaN            NaN
  1359.04        500.000        99.0644       0.137912       0.332896                 NaN  0.159012       0.305809                 NaN            NaN            NaN            NaN            NaN
  1357.91        500.000        99.0727       0.133155       0.330926                 NaN  0.159860       0.303388                 NaN            NaN            NaN            NaN            NaN
  1356.78        500.000        99.0817       0.328682       0.128346                 NaN  0.160430       0.300820                 NaN            NaN            NaN            NaN            NaN
  1355.65        500.000        99.0901       0.326444       0.124388                 NaN  0.160864       0.298241                 NaN            NaN            NaN            NaN            NaN
  1354.51        500.000        99.0972       0.120669       0.324925                 NaN  0.161241       0.295925                 NaN            NaN            NaN            NaN            NaN
  1353.38        500.000        99.1053       0.322768       0.116795                 NaN  0.161686       0.293413                 NaN            NaN            NaN            NaN            NaN
  1352.25        500.000        99.1132       0.112667       0.320809                 NaN  0.162227       0.291102                 NaN            NaN            NaN            NaN            NaN
  1351.12        500.000        99.1300       0.314555       0.109063                 NaN  0.160633       0.285759                 NaN            NaN            NaN            NaN            NaN
  1349.98        500.000        99.1191       0.320962       0.105679                 NaN  0.165025       0.289266                 NaN            NaN            NaN            NaN            NaN
  1348.85        500.000        99.1098       0.322197       0.118641                 NaN  0.148930       0.288731       0.117083E-001            NaN            NaN            NaN            NaN
  1347.72        500.000        99.0085       0.182328       0.354063                 NaN  0.904932E-001  0.305186       0.593816E-001            NaN            NaN            NaN            NaN
  1346.59        500.000        98.9846       0.194605       0.366096                 NaN  0.745987E-001  0.308007       0.720907E-001            NaN            NaN            NaN            NaN
  1345.45        500.000        98.9607       0.198437       0.380555                 NaN  0.638382E-001  0.311778       0.846559E-001            NaN            NaN            NaN            NaN
  1344.32        500.000        98.9417       0.223573       0.387864                 NaN  0.392839E-001  0.311448       0.961453E-001            NaN            NaN            NaN            NaN
  1343.19        500.000        98.9281       0.222238       0.398623                 NaN  0.325914E-001  0.313321       0.105096                 NaN            NaN            NaN            NaN
  1342.05        500.000        98.9136       0.228680       0.408648                 NaN  0.206044E-001  0.314298       0.114170                 NaN            NaN            NaN            NaN
  1340.92        500.000        98.9130       0.230514       0.411033                 NaN  0.140304E-001  0.313015       0.118410                 NaN            NaN            NaN            NaN
  1339.79        500.000        98.9169       0.230793       0.411201                 NaN  0.923834E-002  0.310892       0.121017                 NaN            NaN            NaN            NaN
  1338.66        500.000        98.9251       0.409086       0.228938                 NaN  0.659852E-002  0.308220       0.122093                 NaN            NaN            NaN            NaN
  1337.52        500.000        98.9305       0.227754       0.408960                 NaN  0.291276E-002  0.305861       0.123990                 NaN            NaN            NaN            NaN
  1336.39        500.000        98.9421       0.406153       0.220298                 NaN  0.460403E-002  0.303219       0.123606                 NaN            NaN            NaN            NaN
  1335.26        500.000        98.9513       0.404895       0.213372                 NaN  0.558450E-002  0.300888       0.123935                 NaN            NaN            NaN            NaN
  1334.13        500.000        98.9615       0.400662       0.216197                 NaN  0.476952E-003  0.297154       0.123981                 NaN            NaN            NaN            NaN
  1332.99        500.000        98.9744       0.396014       0.212729                 NaN            NaN  0.293718       0.123137                 NaN            NaN            NaN            NaN
  1331.86        500.000        98.9868       0.391989       0.208636                 NaN            NaN  0.290452       0.122171                 NaN            NaN            NaN            NaN
  1330.73        500.000        99.0002       0.386694       0.205285                 NaN            NaN  0.286934       0.120894                 NaN            NaN            NaN            NaN
  1329.60        500.000        99.0139       0.380246       0.203325                 NaN            NaN  0.283552       0.118963                 NaN            NaN            NaN            NaN
  1328.46        500.000        99.0260       0.377623       0.197639                 NaN  0.118215E-005  0.280091       0.118649                 NaN            NaN            NaN            NaN
  1327.33        500.000        99.0389       0.195188       0.371998                 NaN            NaN  0.276841       0.117102                 NaN            NaN            NaN            NaN
  1326.20        500.000        99.0516       0.366828       0.192243                 NaN            NaN  0.273595       0.115771                 NaN            NaN            NaN            NaN
  1325.07        500.000        99.0645       0.188372       0.362440                 NaN            NaN  0.270069       0.114610                 NaN            NaN            NaN            NaN
  1323.93        500.000        99.0773       0.356904       0.185990                 NaN            NaN  0.266827       0.113029                 NaN            NaN            NaN            NaN
  1322.80        500.000        99.0891       0.183278       0.352183                 NaN            NaN  0.263735       0.111749                 NaN            NaN            NaN            NaN
  1321.67        500.000        99.1017       0.180125       0.347319                 NaN            NaN  0.260373       0.110452                 NaN            NaN            NaN            NaN
  1320.53        500.000        99.1136       0.342433       0.177556                 NaN            NaN  0.257321       0.109103                 NaN            NaN            NaN            NaN
  1319.40        500.000        99.1253       0.337668       0.174954                 NaN            NaN  0.254280       0.107824                 NaN            NaN            NaN            NaN
  1318.27        500.000        99.1372       0.332874       0.172440                 NaN            NaN  0.251066       0.106413                 NaN            NaN            NaN            NaN
  1317.14        500.000        99.1487       0.328304       0.169715                 NaN            NaN  0.248014       0.105247                 NaN            NaN            NaN            NaN
  1316.00        500.000        99.1594       0.323981       0.167307                 NaN            NaN  0.245356       0.103947                 NaN            NaN            NaN            NaN
  1314.87        500.000        99.1720       0.164912       0.318805                 NaN            NaN  0.241886       0.102389                 NaN            NaN            NaN            NaN
  1313.74        500.000        99.1825       0.314160       0.163040                 NaN            NaN  0.239187       0.101136                 NaN            NaN            NaN            NaN
  1312.61        500.000        99.1934       0.160422       0.309981                 NaN            NaN  0.236265       0.999522E-001            NaN            NaN            NaN            NaN
  1311.47        500.000        99.2029       0.158731       0.305217                 NaN            NaN  0.234321       0.988357E-001            NaN            NaN            NaN            NaN
  1310.34        500.000        99.2176       0.300982       0.154678                 NaN            NaN  0.229405       0.973512E-001            NaN            NaN            NaN            NaN
  1309.21        500.000        99.2240       0.156332       0.295630                 NaN            NaN  0.228435       0.955754E-001            NaN            NaN            NaN            NaN
  1308.08        500.000        99.2364       0.150589       0.293178                 NaN            NaN  0.224694       0.951430E-001            NaN            NaN            NaN            NaN
  1306.94        500.000        99.2449       0.288783       0.149857                 NaN            NaN  0.222648       0.938277E-001            NaN            NaN            NaN            NaN
  1305.81        500.000        99.2553       0.284420       0.147898                 NaN            NaN  0.219845       0.925021E-001            NaN            NaN            NaN            NaN
  1304.68        500.000        99.2646       0.145987       0.280470                 NaN            NaN  0.217468       0.914874E-001            NaN            NaN            NaN            NaN
  1303.55        500.000        99.2747       0.143924       0.276561                 NaN  0.741068E-006  0.214639       0.901958E-001            NaN            NaN            NaN            NaN
  1302.41        500.000        99.2840       0.272584       0.142120                 NaN            NaN  0.212186       0.890757E-001            NaN            NaN            NaN            NaN
  1301.28        500.000        99.2927       0.268933       0.140560                 NaN            NaN  0.209883       0.879535E-001            NaN            NaN            NaN            NaN
  1300.15        500.000        99.3023       0.265018       0.138651                 NaN            NaN  0.207276       0.867347E-001            NaN            NaN            NaN            NaN
  1299.01        500.000        99.3112       0.261376       0.136747                 NaN            NaN  0.204941       0.857378E-001            NaN            NaN            NaN            NaN
  1297.88        500.000        99.3201       0.135060       0.257715                 NaN            NaN  0.202522       0.846405E-001            NaN            NaN            NaN            NaN
  1296.75        500.000        99.3286       0.133769       0.253977                 NaN            NaN  0.200228       0.834426E-001            NaN            NaN            NaN            NaN
  1295.62        500.000        99.3373       0.250395       0.131855                 NaN            NaN  0.197919       0.824873E-001            NaN            NaN            NaN            NaN
  1294.48        500.000        99.3441       0.130771       0.247557                 NaN            NaN  0.196172       0.814278E-001            NaN            NaN            NaN            NaN
  1293.35        500.000        99.3557       0.242933       0.128514                 NaN            NaN  0.192744       0.801120E-001            NaN            NaN            NaN            NaN
  1292.22        500.000        99.3624       0.240028       0.127237                 NaN            NaN  0.191088       0.792230E-001            NaN            NaN            NaN            NaN
  1291.09        500.000        99.3708       0.125564       0.236658                 NaN            NaN  0.188804       0.781980E-001            NaN            NaN            NaN            NaN
  1289.95        500.000        99.3786       0.233276       0.124353                 NaN            NaN  0.186702       0.771032E-001            NaN            NaN            NaN            NaN
  1288.82        500.000        99.3810       0.123277       0.232306                 NaN            NaN  0.186370       0.770477E-001            NaN            NaN            NaN            NaN
  1287.69        500.000        99.3990       0.121642       0.224362                 NaN            NaN  0.180779       0.741711E-001            NaN            NaN            NaN            NaN
  1286.56        500.000        99.4016       0.119989       0.223750                 NaN            NaN  0.180433       0.741866E-001            NaN            NaN            NaN            NaN
  1285.42        500.000        99.4096       0.220375       0.118689                 NaN            NaN  0.178252       0.730837E-001            NaN            NaN            NaN            NaN
  1284.29        500.000        99.4169       0.217168       0.117624                 NaN            NaN  0.176217       0.720958E-001            NaN            NaN            NaN            NaN
  1283.16        500.000        99.4241       0.116455       0.214119                 NaN            NaN  0.174228       0.710572E-001            NaN            NaN            NaN            NaN
  1282.03        500.000        99.4312       0.211183       0.115146                 NaN            NaN  0.172380       0.701276E-001            NaN            NaN            NaN            NaN
  1280.89        500.000        99.4385       0.208104       0.113914                 NaN            NaN  0.170285       0.691497E-001            NaN            NaN            NaN            NaN
  1279.76        500.000        99.4450       0.205283       0.112826                 NaN            NaN  0.168552       0.683468E-001            NaN            NaN            NaN            NaN
  1278.63        500.000        99.4525       0.202293       0.111546                 NaN            NaN  0.166401       0.672250E-001            NaN            NaN            NaN            NaN
  1277.49        500.000        99.4590       0.110675       0.199389                 NaN            NaN  0.164689       0.662825E-001            NaN            NaN            NaN            NaN
  1276.36        500.000        99.4544       0.991405E-001  0.203931                 NaN  0.930627E-002  0.168589       0.646683E-001            NaN            NaN            NaN            NaN
  1275.23        500.000        99.4843       0.188910       0.107093                 NaN            NaN  0.156301       0.634130E-001            NaN            NaN            NaN            NaN
  1274.10        500.000        99.4787       0.190967       0.107772                 NaN            NaN  0.159224       0.633699E-001            NaN            NaN            NaN            NaN
  1272.96        500.000        99.4853       0.188434       0.106328                 NaN            NaN  0.157316       0.626272E-001            NaN            NaN            NaN            NaN
  1271.83        500.000        99.4919       0.105278       0.185620                 NaN            NaN  0.155543       0.616995E-001            NaN            NaN            NaN            NaN
  1270.70        500.000        99.4979       0.182822       0.104667                 NaN            NaN  0.153805       0.607686E-001            NaN            NaN            NaN            NaN
  1269.57        500.000        94.6248       0.645963       0.675203                 NaN            NaN  0.718823       0.241859                 NaN   3.09336                 NaN            NaN
  1268.43        500.000        92.2376       0.904462       0.909618                 NaN            NaN  0.991676       0.325967                 NaN   4.63068                 NaN            NaN
  1267.30        500.000        92.9865       0.818021       0.820360                 NaN            NaN  0.900500       0.296089                 NaN   4.17851                 NaN            NaN
  1266.17        500.000        93.5976       0.742329       0.752417                 NaN            NaN  0.826066       0.271809                 NaN   3.80976                 NaN            NaN
  1265.04        500.000        94.1144       0.695578       0.676664                 NaN            NaN  0.762567       0.251774                 NaN   3.49905                 NaN            NaN
  1263.90        500.000        94.5522       0.620674       0.647428                 NaN            NaN  0.708754       0.234867                 NaN   3.23609                 NaN            NaN
  1262.77        500.000        94.9279       0.571737       0.606695                 NaN            NaN  0.662283       0.220537                 NaN   3.01080                 NaN            NaN
  1261.64        500.000        95.2557       0.571181       0.528304                 NaN            NaN  0.621636       0.208241                 NaN   2.81493                 NaN            NaN
  1260.51        500.000        95.5454       0.539918       0.489357                 NaN            NaN  0.585642       0.197547                 NaN   2.64215                 NaN            NaN
  1259.37        500.000        95.7959       0.455407       0.513623                 NaN            NaN  0.554035       0.188133                 NaN   2.49288                 NaN            NaN
  1258.24        500.000        96.0292       0.423585       0.488250                 NaN            NaN  0.524787       0.179592                 NaN   2.35456                 NaN            NaN
  1257.11        500.000        96.2312       0.395504       0.467118                 NaN            NaN  0.499160       0.172201                 NaN   2.23481                 NaN            NaN
  1255.97        500.000        96.4159       0.447527       0.369370                 NaN            NaN  0.475587       0.165452                 NaN   2.12620                 NaN            NaN
  1254.84        500.000        96.5812       0.346700       0.429832                 NaN            NaN  0.454595       0.159056                 NaN   2.02862                 NaN            NaN
  1253.71        500.000        96.7374       0.324979       0.413006                 NaN            NaN  0.434360       0.153542                 NaN   1.93669                 NaN            NaN
  1252.58        500.000        96.8776       0.304719       0.398595                 NaN            NaN  0.416176       0.148262                 NaN   1.85464                 NaN            NaN
  1251.44        500.000        97.0065       0.286717       0.384733                 NaN            NaN  0.399443       0.143429                 NaN   1.77922                 NaN            NaN
  1250.31        500.000        97.1278       0.371873       0.269244                 NaN            NaN  0.383634       0.138977                 NaN   1.70849                 NaN            NaN
  1249.18        500.000        96.7319       0.405792       0.322880                 NaN            NaN  0.437603       0.142412                 NaN   1.95939                 NaN            NaN
  1248.05        500.000        97.2084       0.432566       0.247992                 NaN            NaN  0.382327       0.112922                 NaN   1.61581                 NaN            NaN
  1246.91        500.000        97.9722       0.392687       0.143681E-001            NaN            NaN  0.261654       0.131358                 NaN   1.22777                 NaN            NaN
  1245.78        500.000        96.3273       0.175100       0.521471                 NaN            NaN  0.510241       0.287269                 NaN   2.17864                 NaN            NaN
  1244.65        500.000        98.1619       0.239574       0.243049                 NaN            NaN  0.228241                 NaN            NaN   1.12724                 NaN            NaN
  1243.52        500.000        97.6446       0.812795E-001  0.374016                 NaN            NaN  0.317991       0.174822                 NaN   1.40731                 NaN            NaN
  1242.38        500.000        98.2631       0.138606       0.333125                 NaN            NaN  0.224770                 NaN            NaN   1.04044                 NaN            NaN
  1241.25        500.000        93.5776       0.878728       0.481605                 NaN            NaN  0.862832       0.340735                 NaN   3.85855                 NaN            NaN
  1240.12        500.000        99.7859                 NaN            NaN            NaN            NaN  0.187799E-001  0.640587E-002            NaN  0.188964                 NaN            NaN
  1238.99        500.000        99.9691       0.247231E-001            NaN            NaN            NaN  0.516044E-002  0.104947E-002            NaN            NaN            NaN            NaN
  1237.85        500.000        97.8647       0.151377       0.313053                 NaN            NaN  0.284014       0.116839                 NaN   1.27004                 NaN            NaN
  1236.72        500.000        96.9718       0.228651       0.358618                 NaN            NaN  0.405140       0.171003                 NaN   1.86483                 NaN            NaN
  1235.59        500.000        99.9386       0.537335E-001            NaN            NaN            NaN  0.768259E-002            NaN            NaN            NaN            NaN            NaN
  1234.45        500.000        98.4966       0.183177       0.176125                 NaN            NaN  0.199579       0.542075E-001            NaN  0.890294                 NaN            NaN
  1233.32        500.000        98.2649       0.234611       0.124225                 NaN            NaN  0.228742       0.893744E-001            NaN   1.05810                 NaN            NaN
  1232.19        500.000        98.6343       0.200596       0.726946E-001            NaN            NaN  0.180571       0.740726E-001            NaN  0.837738                 NaN            NaN
  1231.06        500.000        97.9802       0.274519       0.148799                 NaN            NaN  0.264950       0.104134                 NaN   1.22741                 NaN            NaN
  1229.92        500.000        96.5255       0.218794       0.487260                 NaN            NaN  0.453025       0.156528       0.242181E-001   2.13464                 NaN            NaN
  1228.79        500.000        99.5670       0.655529E-001  0.155565E-001            NaN            NaN  0.562482E-001  0.232252E-001            NaN  0.268714       0.365906E-002            NaN
  1227.66        500.000        99.7856       0.255396E-001  0.232269E-001            NaN            NaN  0.275237E-001  0.773291E-002            NaN  0.130384                 NaN            NaN
  1226.53        500.000        99.8160       0.199784E-001  0.115355E-001            NaN            NaN  0.237751E-001            NaN            NaN  0.123392       0.532778E-002            NaN
  1225.39        500.000        96.7853       0.238098       0.435283                 NaN            NaN  0.415736       0.159612                 NaN   1.96592                 NaN            NaN
  1224.26        500.000        98.5234       0.145161       0.169753                 NaN            NaN  0.195479       0.628774E-001            NaN  0.903300                 NaN            NaN
  1223.13        500.000        98.7412       0.232929                 NaN            NaN            NaN  0.156760       0.786931E-001            NaN  0.790404                 NaN            NaN
  1222.00        500.000        98.6746       0.688124E-001  0.190019                 NaN            NaN  0.169279       0.701589E-001            NaN  0.827163                 NaN            NaN
  1220.86        500.000        97.0364       0.415101       0.156978                 NaN            NaN  0.385068       0.168761                 NaN   1.83774                 NaN            NaN
  1219.73        500.000        99.8208       0.246158E-001  0.284633E-001            NaN            NaN  0.215211E-001            NaN            NaN  0.102108       0.250871E-002            NaN
  1218.60        500.000        99.9462       0.442119E-002  0.672655E-002            NaN            NaN  0.685238E-002  0.221901E-002            NaN  0.335467E-001            NaN            NaN
  1217.47        500.000        99.3673       0.867772E-001  0.361438E-001            NaN            NaN  0.792306E-001  0.294039E-001            NaN  0.399239       0.195334E-002            NaN
  1216.33        500.000        99.9700       0.215790E-002  0.385514E-002            NaN  0.715873E-005  0.373168E-002  0.106380E-002            NaN  0.189397E-001  0.236237E-003            NaN
  1215.20        500.000        95.5710       0.374874       0.543100                 NaN            NaN  0.550365       0.124826                 NaN   2.78798       0.478163E-001            NaN
  1214.07        500.000       100.0000       0.301395E-005            NaN            NaN  0.181178E-005  0.117773E-005            NaN            NaN            NaN            NaN            NaN
  1212.93        500.000        99.9999       0.715395E-005            NaN            NaN  0.201847E-005  0.963035E-005            NaN            NaN  0.523652E-004  0.122054E-005  0.423950E-004
  1211.80        500.000        97.6944       0.267607       0.216906                 NaN            NaN  0.289285       0.544452E-001            NaN   1.45466       0.226680E-001            NaN
  1210.67        500.000        81.6301        1.32833                 NaN            NaN            NaN   1.50202       0.508169                 NaN   7.56144                 NaN   7.46995     
  1209.54        500.000        96.8190       0.210053                 NaN            NaN            NaN  0.259799       0.938245E-001  0.276810E-002   1.28797                 NaN   1.32656     
  1208.40        500.000        99.4875       0.449069E-001            NaN            NaN            NaN  0.425732E-001  0.159957E-001            NaN  0.204102                 NaN  0.204899     
  1207.27        500.000        73.2444        1.88270                 NaN            NaN            NaN   2.17610       0.749025                 NaN   10.9218                 NaN   11.0260     
