|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1394.81        2500.00                 NaN            NaN   99.0908       0.290761       0.153727       0.148676       0.316022                 NaN            NaN            NaN
  1393.77        2500.00                 NaN            NaN   99.0993       0.150699       0.288585       0.148225       0.313180                 NaN            NaN            NaN
  1392.74        2500.00                 NaN            NaN   99.1085       0.286537       0.146807       0.147977       0.310205                 NaN            NaN            NaN
  1391.70        2500.00                 NaN            NaN   99.1164       0.143937       0.284532       0.147685       0.307489                 NaN            NaN            NaN
  1390.66        2500.00                 NaN            NaN   99.1244       0.282458       0.140788       0.147557       0.304815                 NaN            NaN            NaN
  1389.63        2500.00                 NaN            NaN   99.1327       0.280240       0.137606       0.147371       0.302041                 NaN            NaN            NaN
  1388.59        2500.00                 NaN            NaN   99.0331       0.312586       0.152160       0.165483       0.336664                 NaN            NaN            NaN
  1387.55        2500.00                 NaN            NaN   99.2555       0.115080       0.241830       0.128210       0.259372                 NaN            NaN            NaN
  1386.52        2500.00                 NaN            NaN   99.1534       0.273773       0.128184       0.148435       0.296185                 NaN            NaN            NaN
  1385.48        2500.00                 NaN            NaN   99.1668       0.272371       0.126636       0.144428       0.289721                 NaN            NaN            NaN
  1384.45        2500.00                 NaN            NaN   99.1730       0.270218       0.122720       0.145600       0.288472                 NaN            NaN            NaN
  1383.41        2500.00                 NaN            NaN   99.1789       0.119990       0.269141       0.145499       0.286456                 NaN            NaN            NaN
  1382.37        2500.00                 NaN            NaN   99.1856       0.267725       0.117203       0.145353       0.284141                 NaN            NaN            NaN
  1381.34        2500.00                 NaN            NaN   99.1926       0.114448       0.265910       0.145211       0.281826                 NaN            NaN            NaN
  1380.30        2500.00                 NaN            NaN   99.2315       0.303216                 NaN  0.186510       0.278738                 NaN            NaN            NaN
  1379.26        2500.00       0.108667E-002            NaN   99.6286       0.141354                 NaN  0.931971E-001  0.135776                 NaN            NaN            NaN
  1378.23        2500.00                 NaN            NaN   98.7603       0.340762       0.332486       0.150799       0.415606                 NaN            NaN            NaN
  1377.19        2500.00                 NaN            NaN   99.2198       0.103589       0.259477       0.144300       0.272794                 NaN            NaN            NaN
  1376.16        2500.00                 NaN            NaN   99.2290       0.103129       0.256494       0.142305       0.269038                 NaN            NaN            NaN
  1375.12        2500.00                 NaN            NaN   99.2346       0.999147E-001  0.255228       0.142804       0.267435                 NaN            NaN            NaN
  1374.08        2500.00                 NaN            NaN   99.2414       0.252649       0.102425       0.139207       0.264356                 NaN            NaN            NaN
  1373.05        2500.00                 NaN            NaN   99.2445       0.254975       0.889903E-001  0.146589       0.264982                 NaN            NaN            NaN
  1372.01        2500.00                 NaN            NaN   99.2537       0.251032       0.937230E-001  0.141109       0.260456                 NaN            NaN            NaN
  1370.97        2500.00                 NaN            NaN   99.2606       0.249011       0.913936E-001  0.140744       0.258294                 NaN            NaN            NaN
  1369.94        2500.00                 NaN            NaN   99.2648       0.882254E-001  0.248439       0.141309       0.257200                 NaN            NaN            NaN
  1368.90        2500.00                 NaN            NaN   99.2730       0.877781E-001  0.245623       0.139762       0.253855                 NaN            NaN            NaN
  1367.87        2500.00                 NaN            NaN   99.2776       0.244294       0.855547E-001  0.140056       0.252534                 NaN            NaN            NaN
  1366.83        2500.00                 NaN            NaN   99.2834       0.243266       0.830114E-001  0.139758       0.250588                 NaN            NaN            NaN
  1365.79        2500.00                 NaN            NaN   99.2904       0.814417E-001  0.241557       0.138763       0.247863                 NaN            NaN            NaN
  1364.76        2500.00                 NaN            NaN   99.2951       0.794295E-001  0.240549       0.138649       0.246304                 NaN            NaN            NaN
  1363.72        2500.00                 NaN            NaN   99.3026       0.231875       0.104783       0.120839       0.239881                 NaN            NaN            NaN
  1362.68        2500.00                 NaN            NaN   99.3038       0.244825       0.486354E-001  0.155586       0.247144                 NaN            NaN            NaN
  1361.65        2500.00                 NaN            NaN   99.3134       0.235603       0.746398E-001  0.136664       0.239679                 NaN            NaN            NaN
  1360.61        2500.00                 NaN            NaN   99.3179       0.234810       0.722749E-001  0.136697       0.238299                 NaN            NaN            NaN
  1359.58        2500.00                 NaN            NaN   99.3219       0.233517       0.717335E-001  0.136120       0.236750                 NaN            NaN            NaN
  1358.54        2500.00                 NaN            NaN   99.3282       0.232016       0.694619E-001  0.135699       0.234589                 NaN            NaN            NaN
  1357.50        2500.00                 NaN            NaN   99.3337       0.230499       0.684925E-001  0.134782       0.232487                 NaN            NaN            NaN
  1356.47        2500.00                 NaN            NaN   99.3379       0.229681       0.670331E-001  0.134427       0.231003                 NaN            NaN            NaN
  1355.43        2500.00                 NaN            NaN   99.3441       0.227984       0.653645E-001  0.133779       0.228801                 NaN            NaN            NaN
  1354.39        2500.00                 NaN            NaN   99.3484       0.633554E-001  0.226212       0.134186       0.227864                 NaN            NaN            NaN
  1353.36        2500.00                 NaN            NaN   99.3537       0.637735E-001  0.225704       0.131840       0.224991                 NaN            NaN            NaN
  1352.32        2500.00                 NaN            NaN   99.3583       0.224161       0.620733E-001  0.131858       0.223597                 NaN            NaN            NaN
  1351.29        2500.00                 NaN            NaN   99.3624       0.223083       0.605957E-001  0.131641       0.222237                 NaN            NaN            NaN
  1350.25        2500.00                 NaN            NaN   99.3687       0.599376E-001  0.221231       0.130373       0.219806                 NaN            NaN            NaN
  1349.21        2500.00                 NaN            NaN   99.9799       0.200356E-001            NaN  0.796456E-004            NaN            NaN            NaN            NaN
  1348.18        2500.00                 NaN            NaN   98.7697       0.417968       0.118856       0.258507       0.434969                 NaN            NaN            NaN
  1347.14        2500.00                 NaN            NaN   99.3820       0.217809       0.571693E-001  0.128247       0.214795                 NaN            NaN            NaN
  1346.10        2500.00                 NaN            NaN   99.3866       0.216656       0.552467E-001  0.128121       0.213363                 NaN            NaN            NaN
  1345.07        2500.00                 NaN            NaN   99.3907       0.555503E-001  0.215394       0.126819       0.211525                 NaN            NaN            NaN
  1344.03        2500.00                 NaN            NaN   99.3945       0.214349       0.547647E-001  0.126209       0.210193                 NaN            NaN            NaN
  1343.00        2500.00                 NaN            NaN   99.3997       0.536809E-001  0.212710       0.125574       0.208330                 NaN            NaN            NaN
  1341.96        2500.00                 NaN            NaN   99.4030       0.212020       0.534606E-001  0.124673       0.206886                 NaN            NaN            NaN
  1340.92        2500.00                 NaN            NaN   99.4066       0.480095E-001  0.212992       0.126007       0.206347                 NaN            NaN            NaN
  1339.89        2500.00                 NaN            NaN   99.4111       0.529717E-001  0.209209       0.122996       0.203726                 NaN            NaN            NaN
  1338.85        2500.00                 NaN            NaN   99.4186       0.206391       0.540584E-001  0.120398       0.200556                 NaN            NaN            NaN
  1337.81        2500.00                 NaN            NaN   99.4200       0.207269       0.509092E-001  0.121408       0.200462                 NaN            NaN            NaN
  1336.78        2500.00                 NaN            NaN   99.4244       0.205665       0.508015E-001  0.120360       0.198802                 NaN            NaN            NaN
  1335.74        2500.00                 NaN            NaN   99.4285       0.501304E-001  0.204100       0.119892       0.197413                 NaN            NaN            NaN
  1334.71        2500.00                 NaN            NaN   99.4320       0.504236E-001  0.203026       0.118618       0.195915                 NaN            NaN            NaN
  1333.67        2500.00                 NaN            NaN   99.4359       0.202148       0.499787E-001  0.117673       0.194334                 NaN            NaN            NaN
  1332.63        2500.00                 NaN            NaN   99.4393       0.496714E-001  0.201090       0.116893       0.193033                 NaN            NaN            NaN
  1331.60        2500.00                 NaN            NaN   99.4411       0.502513E-001  0.200085       0.116203       0.192313                 NaN            NaN            NaN
  1330.56        2500.00                 NaN            NaN   99.4477       0.199343       0.489712E-001  0.114459       0.189491                 NaN            NaN            NaN
  1329.52        2500.00                 NaN            NaN   99.4507       0.494183E-001  0.197510       0.113833       0.188498                 NaN            NaN            NaN
  1328.49        2500.00                 NaN            NaN   99.4539       0.484201E-001  0.195652       0.114119       0.187893                 NaN            NaN            NaN
  1327.45        2500.00                 NaN            NaN   99.4586       0.194423       0.511827E-001  0.110772       0.185058                 NaN            NaN            NaN
  1326.42        2500.00                 NaN            NaN   99.4606       0.193750       0.498871E-001  0.111073       0.184720                 NaN            NaN            NaN
  1325.38        2500.00                 NaN            NaN   99.4650       0.192805       0.498590E-001  0.109610       0.182749                 NaN            NaN            NaN
  1324.34        2500.00                 NaN            NaN   99.4675       0.654048E-001  0.186969       0.100158       0.179946                 NaN            NaN            NaN
  1323.31        2500.00                 NaN            NaN   99.4718       0.195058       0.347339E-001  0.116428       0.181971                 NaN            NaN            NaN
  1322.27        2500.00                 NaN            NaN   99.4744       0.189194       0.508755E-001  0.106538       0.178986                 NaN            NaN            NaN
  1321.23        2500.00                 NaN            NaN   99.4777       0.509575E-001  0.188187       0.105520       0.177672                 NaN            NaN            NaN
  1320.20        2500.00                 NaN            NaN   99.4811       0.512413E-001  0.186839       0.104529       0.176339                 NaN            NaN            NaN
  1319.16        2500.00                 NaN            NaN   99.4836       0.185695       0.516482E-001  0.103659       0.175407                 NaN            NaN            NaN
  1318.13        2500.00                 NaN            NaN   99.4874       0.514427E-001  0.184139       0.102837       0.174230                 NaN            NaN            NaN
  1317.09        2500.00                 NaN            NaN   99.4916       0.532094E-001  0.183677       0.999808E-001  0.171522                 NaN            NaN            NaN
  1316.05        2500.00                 NaN            NaN   99.4931       0.182103       0.538167E-001  0.997344E-001  0.171253                 NaN            NaN            NaN
  1315.02        2500.00                 NaN            NaN   99.4962       0.542753E-001  0.180896       0.985725E-001  0.170029                 NaN            NaN            NaN
  1313.98        2500.00                 NaN            NaN   99.4989       0.179895       0.550940E-001  0.973159E-001  0.168785                 NaN            NaN            NaN
  1312.94        2500.00                 NaN            NaN   99.5021       0.178166       0.559694E-001  0.962010E-001  0.167604                 NaN            NaN            NaN
  1311.91        2500.00                 NaN            NaN   99.5049       0.177123       0.566015E-001  0.949767E-001  0.166378                 NaN            NaN            NaN
  1310.87        2500.00                 NaN            NaN   99.5074       0.577016E-001  0.176021       0.936373E-001  0.165258                 NaN            NaN            NaN
  1309.84        2500.00                 NaN            NaN   99.5103       0.174721       0.584082E-001  0.924925E-001  0.164077                 NaN            NaN            NaN
  1308.80        2500.00                 NaN            NaN   99.5125       0.173335       0.599985E-001  0.910732E-001  0.163110                 NaN            NaN            NaN
  1307.76        2500.00                 NaN            NaN   99.5155       0.172552       0.604842E-001  0.897907E-001  0.161712                 NaN            NaN            NaN
  1306.73        2500.00                 NaN            NaN   99.5181       0.171410       0.604883E-001  0.891462E-001  0.160820                 NaN            NaN            NaN
  1305.69        2500.00                 NaN            NaN   99.5210       0.169886       0.627195E-001  0.870602E-001  0.159364                 NaN            NaN            NaN
  1304.65        2500.00                 NaN            NaN   99.5234       0.168525       0.635322E-001  0.860925E-001  0.158440                 NaN            NaN            NaN
  1303.62        2500.00                 NaN            NaN   99.5257       0.167254       0.649647E-001  0.847169E-001  0.157402                 NaN            NaN            NaN
  1302.58        2500.00                 NaN            NaN   99.5278       0.166922       0.638068E-001  0.846446E-001  0.156847                 NaN            NaN            NaN
  1301.55        2500.00                 NaN            NaN   99.5310       0.689583E-001  0.164149       0.810900E-001  0.154788                 NaN            NaN            NaN
  1300.51        2500.00                 NaN            NaN   99.5325       0.163531       0.691669E-001  0.805255E-001  0.154273                 NaN            NaN            NaN
  1299.47        2500.00                 NaN            NaN   99.5352       0.695394E-001  0.162531       0.795026E-001  0.153210                 NaN            NaN            NaN
  1298.44        2500.00                 NaN            NaN   99.5375       0.161267       0.707912E-001  0.781962E-001  0.152233                 NaN            NaN            NaN
  1297.40        2500.00                 NaN            NaN   99.5378       0.158582       0.752087E-001  0.762657E-001  0.152097                 NaN            NaN            NaN
  1296.36        2500.00                 NaN            NaN   99.5436       0.159292       0.719997E-001  0.756551E-001  0.149422                 NaN            NaN            NaN
  1295.33        2500.00                 NaN            NaN   97.0845       0.452874       0.868181E-001  0.286130       0.462555        1.62714                 NaN            NaN
  1294.29        2500.00                 NaN            NaN   93.6038       0.104634       0.877555       0.580843       0.904689        3.92849                 NaN            NaN
  1293.26        2500.00       0.494357                 NaN   87.0368        1.90752       0.486841       0.473516        1.72652        7.87448                 NaN            NaN
  1292.22        2500.00       0.851766                 NaN   82.6575        2.57717       0.870850       0.307353        2.26700        10.4684                 NaN            NaN
  1291.18        2500.00       0.763143                 NaN   84.3676        2.29125       0.888933       0.236609        2.04583        9.40662                 NaN            NaN
  1290.15        2500.00       0.685082                 NaN   85.8507        2.03796       0.899497       0.181698        1.85434        8.49070                 NaN            NaN
  1289.11        2500.00       0.620616                 NaN   87.0584        1.82653       0.912400       0.137560        1.69871        7.74582                 NaN            NaN
  1288.07        2500.00       0.566931                 NaN   88.0678        1.64764       0.921981       0.101991        1.56838        7.12532                 NaN            NaN
  1287.04        2500.00       0.521931                 NaN   88.9129       0.928014        1.49716       0.734731E-001   1.45911        6.60736                 NaN            NaN
  1286.00        2500.00       0.484024                 NaN   89.6183        1.36711       0.938542       0.488569E-001   1.36779        6.17536                 NaN            NaN
  1284.97        2500.00       0.451703                 NaN   90.2106        1.25346       0.953682       0.267959E-001   1.29125        5.81250                 NaN            NaN
  1283.93        2500.00       0.424161                 NaN   90.7153        1.15495       0.965348       0.911887E-002   1.22546        5.50566                 NaN            NaN
  1282.89        2500.00       0.399182                 NaN   91.1480       0.961215        1.07568       0.217194E-002   1.17020        5.24358                 NaN            NaN
  1281.86        2500.00       0.376220                 NaN   91.5246       0.953445        1.00555       0.210834E-004   1.12266        5.01750                 NaN            NaN
  1280.82        2500.00       0.357788                 NaN   91.8162       0.948138       0.947675       0.122807E-004   1.08581        4.84439                 NaN            NaN
  1279.78        2500.00       0.307529                 NaN   92.0827        1.32505                 NaN  0.405267        1.10388        4.77557                 NaN            NaN
  1278.75        2500.00       0.336291                 NaN   91.8941        1.00683       0.883586                 NaN   1.08040        4.79880                 NaN            NaN
  1277.71        2500.00       0.265598                 NaN   93.6123       0.809059       0.682858                 NaN  0.848047        3.78209                 NaN            NaN
  1276.68        2500.00       0.641635                 NaN   88.3703       0.690763        1.64108                 NaN   1.57198        7.08423                 NaN            NaN
  1275.64        2500.00       0.685696E-001            NaN   96.4241       0.161113       0.963137                 NaN  0.458474        1.92463                 NaN            NaN
  1274.60        2500.00       0.989567E-001            NaN   94.5418        1.13497       0.267720                 NaN  0.728509        3.22808                 NaN            NaN
  1273.57        2500.00       0.397924                 NaN   91.3129       0.360886        1.29141       0.167730        1.19437        5.27476                 NaN            NaN
  1272.53        2500.00       0.854350E-001            NaN   95.1598       0.550079E-001   1.27432                 NaN  0.635801        2.78963                 NaN            NaN
  1271.50        2500.00       0.250556                 NaN   93.2054       0.553199        1.01914                 NaN  0.898966        4.07272                 NaN            NaN
  1270.46        2500.00       0.231524E-001            NaN   99.3078       0.117212       0.442697E-001            NaN  0.943545E-001  0.413192                 NaN            NaN
  1269.42        2500.00       0.452610                 NaN   86.8749       0.887534        2.16259                 NaN   1.73219        7.89015                 NaN            NaN
  1268.39        2500.00       0.244617                 NaN   93.2310       0.503213        1.03229                 NaN  0.889920        4.09893                 NaN            NaN
  1267.35        2500.00       0.276326                 NaN   94.7201        1.03807                 NaN            NaN  0.665176        3.30031                 NaN            NaN
  1266.31        2500.00       0.166030                 NaN   92.8339        1.83412                 NaN            NaN  0.972997        4.19294                 NaN            NaN
  1265.28        2500.00       0.223444                 NaN   93.7163       0.258712        1.19379                 NaN  0.863545        3.74425                 NaN            NaN
  1264.24        2500.00       0.133639                 NaN   95.7075       0.891754E-002   1.12105                 NaN  0.639436        2.38945                 NaN            NaN
  1263.21        2500.00       0.203150                 NaN   94.1769       0.495570       0.722667                 NaN  0.698742        3.70295                 NaN            NaN
  1262.17        2500.00       0.165697                 NaN   95.5810       0.183898       0.689068                 NaN  0.582015        2.79833                 NaN            NaN
  1261.13        2500.00       0.137604                 NaN   94.4254        1.37727                 NaN            NaN  0.717720        3.34197                 NaN            NaN
  1260.10        2500.00       0.123604                 NaN   96.0309       0.840797E-001  0.841721                 NaN  0.538684        2.38097                 NaN            NaN
  1259.06        2500.00       0.153723                 NaN   95.2282       0.980083       0.147563                 NaN  0.636909        2.85355                 NaN            NaN
  1258.02        2500.00       0.400183E-001  0.312973        90.5394        2.25938                 NaN            NaN   1.34732        5.50094                 NaN            NaN
  1256.99        2500.00       0.768021E-001            NaN   94.2361       0.673417                 NaN  0.561430       0.758702        3.69356                 NaN            NaN
  1255.95        2500.00       0.532323E-002            NaN   99.9036       0.166966E-001            NaN            NaN  0.122400E-001  0.616387E-001  0.521488E-003            NaN
  1254.92        2500.00       0.583584E-002            NaN   99.7649       0.700445E-001            NaN            NaN  0.263090E-001  0.132862                 NaN            NaN
  1253.88        2500.00       0.329417E-001            NaN   99.4791       0.993571E-001            NaN            NaN  0.720276E-001  0.316619                 NaN            NaN
  1252.84        2500.00       0.240367                 NaN   93.6349        1.19162       0.266405                 NaN  0.870674        3.79604                 NaN            NaN
  1251.81        2500.00                 NaN            NaN   94.4867        1.39111                 NaN            NaN  0.735051        3.28569       0.101478                 NaN
  1250.77        2500.00       0.216628E-003            NaN   99.9467       0.144509E-001            NaN            NaN  0.651580E-002  0.308925E-001  0.120883E-002            NaN
  1249.73        2500.00       0.209399E-005            NaN  100.0000       0.419030E-005            NaN  0.652614E-005  0.791443E-005  0.288747E-004            NaN            NaN
  1248.70        2500.00                 NaN            NaN   94.3800        1.42729                 NaN            NaN  0.755600        3.33692       0.100162                 NaN
  1247.66        2500.00       0.100056                 NaN   94.0551        1.10328       0.312839                 NaN  0.793670        3.56090       0.741590E-001            NaN
  1246.63        2500.00                 NaN            NaN  100.0000                 NaN            NaN  0.783620E-005  0.729160E-005  0.333912E-004            NaN            NaN
  1245.59        2500.00                 NaN            NaN  100.0000       0.727602E-005            NaN            NaN  0.354983E-005  0.183701E-004  0.234330E-005            NaN
  1244.55        2500.00                 NaN            NaN   95.1274        1.26074                 NaN            NaN  0.662457        2.86925       0.801463E-001            NaN
  1243.52        2500.00                 NaN            NaN   98.0872       0.581282E-001  0.598648                 NaN  0.344110       0.863789       0.481223E-001            NaN
  1242.48        2500.00                 NaN            NaN   97.0003       0.593450                 NaN            NaN  0.308186        2.05902       0.389966E-001            NaN
  1241.44        2500.00                 NaN            NaN   97.6462       0.591297                 NaN            NaN  0.312798        1.40769       0.420564E-001            NaN
  1240.41        2500.00                 NaN            NaN   91.7369        1.85061       0.352558E-001            NaN   1.10481        5.03940       0.233057                 NaN
  1239.37        2500.00                 NaN            NaN   99.9642       0.518018E-002  0.185443E-001            NaN  0.945072E-002            NaN  0.261120E-002            NaN
  1238.34        2500.00                 NaN            NaN   99.9220       0.300212E-001            NaN            NaN  0.100795E-001  0.379385E-001            NaN            NaN
  1237.30        2500.00                 NaN            NaN   99.8880       0.238422E-001  0.196655E-002            NaN  0.196381E-001  0.614592E-001  0.504883E-002            NaN
  1236.26        2500.00                 NaN            NaN   99.6409       0.860279E-001            NaN            NaN  0.355283E-001  0.235251       0.227139E-002            NaN
  1235.23        2500.00                 NaN            NaN   95.3903        1.40183                 NaN            NaN  0.621276        2.58663                 NaN            NaN
  1234.19        2500.00                 NaN            NaN   99.1234       0.480354                 NaN            NaN  0.239805       0.154464       0.201386E-002            NaN
  1233.15        2500.00                 NaN            NaN   97.0680       0.270312       0.117138                 NaN  0.260076        2.26372       0.207488E-001            NaN
  1232.12        2500.00                 NaN            NaN   96.1252        1.18229                 NaN            NaN  0.565958        2.06092       0.656074E-001            NaN
  1231.08        2500.00                 NaN            NaN   99.0548       0.128990                 NaN            NaN  0.660422E-001  0.733314       0.168679E-001            NaN
  1230.05        2500.00                 NaN            NaN   99.3808       0.168197                 NaN            NaN  0.988247E-001  0.348571       0.362422E-002            NaN
  1229.01        2500.00                 NaN            NaN   99.8871       0.838652E-001            NaN            NaN  0.263550E-001            NaN  0.264752E-002            NaN
  1227.97        2500.00                 NaN            NaN   97.4745       0.634201                 NaN            NaN  0.325192        1.52942       0.367224E-001            NaN
  1226.94        2500.00                 NaN            NaN   98.5457       0.856780E-001  0.270639                 NaN  0.186547       0.886788       0.246724E-001            NaN
  1225.90        2500.00                 NaN            NaN   98.1074       0.482705                 NaN            NaN  0.253530        1.13014       0.262621E-001            NaN
  1224.86        2500.00                 NaN            NaN   98.0565       0.317665       0.642100E-005            NaN  0.186650       0.919891       0.136289E-001  0.505667     
  1223.83        2500.00                 NaN            NaN            NaN   12.6503                 NaN            NaN   8.70950        46.5731       0.662874        31.4042     
  1222.79        2500.00                 NaN            NaN            NaN   12.6506                 NaN            NaN   8.71349        46.5689       0.662560        31.4044     
  1221.76        2500.00                 NaN            NaN            NaN   12.6488                 NaN            NaN   8.75321        46.5372       0.660963        31.3999     
  1220.72        2500.00                 NaN            NaN            NaN   12.6491                 NaN            NaN   8.75482        46.5349       0.660758        31.4004     
  1219.68        2500.00                 NaN            NaN            NaN   12.6518                 NaN            NaN   8.72609        46.5555       0.661510        31.4051     
  1218.65        2500.00                 NaN            NaN            NaN   12.6522                 NaN            NaN   8.73001        46.5513       0.661091        31.4054     
  1217.61        2500.00                 NaN            NaN            NaN   12.6501                 NaN            NaN   8.76025        46.5275       0.660099        31.4020     
  1216.57        2500.00                 NaN            NaN            NaN   12.6530                 NaN            NaN   8.73861        46.5420       0.660424        31.4060     
  1215.54        2500.00                 NaN            NaN            NaN   12.6530                 NaN            NaN   8.74278        46.5379       0.660165        31.4061     
  1214.50        2500.00                 NaN            NaN            NaN   12.6541                 NaN            NaN   8.74685        46.5328       0.659677        31.4066     
  1213.47        2500.00                 NaN            NaN            NaN   12.6548                 NaN            NaN   8.75117        46.5279       0.659262        31.4069     
  1212.43        2500.00                 NaN            NaN            NaN   12.6538                 NaN            NaN   8.75303        46.5257       0.659745        31.4078     
  1211.39        2500.00                 NaN            NaN            NaN   12.6542                 NaN            NaN   8.75515        46.5234       0.659242        31.4081     
  1210.36        2500.00                 NaN            NaN            NaN   12.6690                 NaN            NaN   8.83989        46.4381       0.651640        31.4014     
  1209.32        2500.00                 NaN            NaN            NaN   12.6550                 NaN            NaN   8.76388        46.5143       0.658424        31.4084     
  1208.28        2500.00                 NaN            NaN            NaN   12.6557                 NaN            NaN   8.76855        46.5091       0.657973        31.4087     
  1207.25        2500.00                 NaN            NaN            NaN   12.6566                 NaN            NaN   8.77302        46.5040       0.657516        31.4089     
  1206.21        2500.00                 NaN            NaN            NaN   12.6689                 NaN            NaN   8.83595        46.4389       0.651604        31.4046     
  1205.18        2500.00                 NaN            NaN            NaN   12.6670                 NaN            NaN   8.83937        46.4375       0.651797        31.4044     
  1204.14        2500.00                 NaN            NaN            NaN   12.6530                 NaN            NaN   8.78635        46.4949       0.657424        31.4083     
  1203.10        2500.00                 NaN            NaN            NaN   12.6494                 NaN            NaN   8.79115        46.4942       0.657919        31.4074     
  1202.07        2500.00                 NaN            NaN            NaN   12.6696                 NaN            NaN   8.82573        46.4420       0.652063        31.4106     
  1201.03        2500.00                 NaN            NaN            NaN   12.6673                 NaN            NaN   8.83368        46.4394       0.651745        31.4079     
  1199.99        2500.00                 NaN            NaN            NaN   12.6611                 NaN            NaN   8.80394        46.4696       0.654542        31.4109     
  1198.96        2500.00                 NaN            NaN            NaN   12.6548                 NaN            NaN   8.80752        46.4725       0.655671        31.4095     
  1197.92        2500.00                 NaN            NaN            NaN   12.6635                 NaN            NaN   8.83586        46.4375       0.652726        31.4104     
  1196.89        2500.00                 NaN            NaN            NaN   12.6660                 NaN            NaN   8.83802        46.4346       0.651517        31.4098     
  1195.85        2500.00                 NaN            NaN            NaN   12.6680                 NaN            NaN   8.84090        46.4295       0.650980        31.4107     
  1194.81        2500.00                 NaN            NaN            NaN   12.6679                 NaN            NaN   8.83775        46.4316       0.651100        31.4117     
  1193.78        2500.00                 NaN            NaN            NaN   12.6688                 NaN            NaN   8.84219        46.4265       0.650525        31.4120     
  1192.74        2500.00                 NaN            NaN            NaN   12.6686                 NaN            NaN   8.84295        46.4254       0.650551        31.4126     
  1191.70        2500.00                 NaN            NaN            NaN   12.6685                 NaN            NaN   8.84284        46.4249       0.650518        31.4132     
  1190.67        2500.00                 NaN            NaN            NaN   12.6684                 NaN            NaN   8.84284        46.4243       0.650476        31.4139     
  1189.63        2500.00                 NaN            NaN            NaN  0.420240E-001   12.6264                 NaN   8.84507        46.4216       0.650337        31.4146     
  1188.60        2500.00                 NaN            NaN            NaN   12.5725       0.959323E-001            NaN   8.84801        46.4182       0.650168        31.4152     
  1187.56        2500.00                 NaN            NaN            NaN   11.9507       0.717996                 NaN   8.88288        46.3840       0.648720        31.4157     
  1186.52        2500.00                 NaN            NaN            NaN  0.199374        12.4690                 NaN   8.85387        46.4114       0.649831        31.4165     
  1185.49        2500.00                 NaN            NaN            NaN   12.4195       0.248952                 NaN   8.85676        46.4080       0.649666        31.4171     
  1184.45        2500.00                 NaN            NaN            NaN   11.9593       0.708827                 NaN   8.88379        46.3816       0.648638        31.4178     
  1183.41        2500.00                 NaN            NaN            NaN   12.3232       0.345246                 NaN   8.86260        46.4012       0.649334        31.4185     
