|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1317.09        2500.00                 NaN            NaN   99.3837       0.684348E-001  0.231397       0.144346       0.172157                 NaN            NaN            NaN
  1316.05        2500.00                 NaN            NaN   99.3849       0.229622       0.692780E-001  0.144187       0.171996                 NaN            NaN            NaN
  1315.02        2500.00                 NaN            NaN   99.3882       0.699305E-001  0.228304       0.142679       0.170875                 NaN            NaN            NaN
  1313.98        2500.00                 NaN            NaN   99.3909       0.227240       0.710449E-001  0.141055       0.169732                 NaN            NaN            NaN
  1312.94        2500.00                 NaN            NaN   99.3942       0.225234       0.722389E-001  0.139630       0.168651                 NaN            NaN            NaN
  1311.91        2500.00                 NaN            NaN   99.3972       0.224117       0.731146E-001  0.138033       0.167524                 NaN            NaN            NaN
  1310.87        2500.00                 NaN            NaN   99.3997       0.746013E-001  0.222923       0.136273       0.166502                 NaN            NaN            NaN
  1309.84        2500.00                 NaN            NaN   99.4028       0.221472       0.755810E-001  0.134771       0.165416                 NaN            NaN            NaN
  1308.80        2500.00                 NaN            NaN   99.4049       0.219942       0.777055E-001  0.132895       0.164546                 NaN            NaN            NaN
  1307.76        2500.00                 NaN            NaN   99.4081       0.219102       0.783999E-001  0.131185       0.163239                 NaN            NaN            NaN
  1306.73        2500.00                 NaN            NaN   99.4109       0.217824       0.784641E-001  0.130383       0.162442                 NaN            NaN            NaN
  1305.69        2500.00                 NaN            NaN   99.4139       0.216109       0.814311E-001  0.127518       0.161073                 NaN            NaN            NaN
  1304.65        2500.00                 NaN            NaN   99.4164       0.214551       0.825608E-001  0.126261       0.160241                 NaN            NaN            NaN
  1303.62        2500.00                 NaN            NaN   99.4187       0.213114       0.844919E-001  0.124413       0.159292                 NaN            NaN            NaN
  1302.58        2500.00                 NaN            NaN   99.4208       0.212917       0.830597E-001  0.124439       0.158831                 NaN            NaN            NaN
  1301.55        2500.00                 NaN            NaN   99.4244       0.898346E-001  0.209521       0.119374       0.156846                 NaN            NaN            NaN
  1300.51        2500.00                 NaN            NaN   99.4258       0.208929       0.901882E-001  0.118710       0.156422                 NaN            NaN            NaN
  1299.47        2500.00                 NaN            NaN   99.4287       0.907379E-001  0.207827       0.117342       0.155443                 NaN            NaN            NaN
  1298.44        2500.00                 NaN            NaN   99.4311       0.206387       0.924519E-001  0.115557       0.154549                 NaN            NaN            NaN
  1297.40        2500.00                 NaN            NaN   99.4312       0.203121       0.983048E-001  0.112905       0.154507                 NaN            NaN            NaN
  1296.36        2500.00                 NaN            NaN   99.4376       0.204201       0.941826E-001  0.112089       0.151887                 NaN            NaN            NaN
  1295.33        2500.00                 NaN            NaN   96.8757       0.580208       0.113492       0.424009       0.469684        1.53689                 NaN            NaN
  1294.29        2500.00                 NaN            NaN   93.2622       0.136556        1.12261       0.860578       0.916440        3.70164                 NaN            NaN
  1293.26        2500.00       0.851496                 NaN   86.2694        2.42864       0.632361       0.699253        1.73955        7.37933                 NaN            NaN
  1292.22        2500.00        1.46374                 NaN   81.6274        3.27277        1.12837       0.453547        2.27680        9.77733                 NaN            NaN
  1291.18        2500.00        1.31470                 NaN   83.4077        2.91605        1.15446       0.350485        2.05800        8.79860                 NaN            NaN
  1290.15        2500.00        1.18299                 NaN   84.9563        2.59890        1.17071       0.270136        1.86821        7.95277                 NaN            NaN
  1289.11        2500.00        1.07405                 NaN   86.2196        2.33370        1.18986       0.205226        1.71376        7.26384                 NaN            NaN
  1288.07        2500.00       0.983154                 NaN   87.2773        2.10879        1.20457       0.152641        1.58428        6.68927                 NaN            NaN
  1287.04        2500.00       0.906837                 NaN   88.1643        1.21450        1.91924       0.110295        1.47564        6.20921                 NaN            NaN
  1286.00        2500.00       0.842535                 NaN   88.9051        1.75516        1.23029       0.735637E-001   1.38481        5.80856                 NaN            NaN
  1284.97        2500.00       0.787664                 NaN   89.5275        1.61171        1.25210       0.404600E-001   1.30868        5.47185                 NaN            NaN
  1283.93        2500.00       0.740855                 NaN   90.0587        1.48698        1.26933       0.138067E-001   1.24324        5.18709                 NaN            NaN
  1282.89        2500.00       0.698395                 NaN   90.5134        1.26569        1.38697       0.329750E-002   1.18833        4.94388                 NaN            NaN
  1281.86        2500.00       0.659204                 NaN   90.9099        1.25726        1.29833       0.321067E-004   1.14114        4.73417                 NaN            NaN
  1280.82        2500.00       0.627867                 NaN   91.2163        1.25199        1.22519       0.187418E-004   1.10471        4.57392                 NaN            NaN
  1279.78        2500.00       0.540977                 NaN   91.4844        1.71801                 NaN  0.618483        1.12449        4.51360                 NaN            NaN
  1278.75        2500.00       0.591167                 NaN   91.2907        1.33289        1.14584                 NaN   1.10142        4.53801                 NaN            NaN
  1277.71        2500.00       0.468300                 NaN   93.1224        1.07342       0.887153                 NaN  0.866328        3.58238                 NaN            NaN
  1276.68        2500.00        1.12976                 NaN   87.5290       0.915025        2.13107                 NaN   1.60201        6.69314                 NaN            NaN
  1275.64        2500.00       0.121438                 NaN   96.0831       0.210534        1.28479                 NaN  0.470334        1.82984                 NaN            NaN
  1274.60        2500.00       0.175233                 NaN   94.1485        1.51358       0.349648                 NaN  0.746984        3.06606                 NaN            NaN
  1273.57        2500.00       0.704924                 NaN   90.6426       0.480773        1.68684       0.259461        1.22273        5.00264                 NaN            NaN
  1272.53        2500.00       0.151429                 NaN   94.7683       0.719593E-001   1.70264                 NaN  0.653316        2.65232                 NaN            NaN
  1271.50        2500.00       0.444362                 NaN   92.6760       0.724928        1.36222                 NaN  0.923169        3.86937                 NaN            NaN
  1270.46        2500.00       0.412377E-001            NaN   99.2502       0.157720       0.584340E-001            NaN  0.973983E-001  0.395031                 NaN            NaN
  1269.42        2500.00       0.800183                 NaN   85.9173        1.16044        2.88404                 NaN   1.77298        7.46508                 NaN            NaN
  1268.39        2500.00       0.435217                 NaN   92.6977       0.662937        1.38639                 NaN  0.916759        3.90101                 NaN            NaN
  1267.35        2500.00       0.493875                 NaN   94.3008        1.37043                 NaN            NaN  0.686782        3.14812                 NaN            NaN
  1266.31        2500.00       0.295961                 NaN   92.2277        2.47626                 NaN            NaN   1.00395        3.99611                 NaN            NaN
  1265.28        2500.00       0.398565                 NaN   93.1780       0.343219        1.61263                 NaN  0.893025        3.57460                 NaN            NaN
  1264.24        2500.00       0.239324                 NaN   95.2799       0.118604E-001   1.51771                 NaN  0.663074        2.28815                 NaN            NaN
  1263.21        2500.00       0.363170                 NaN   93.7267       0.660023       0.979888                 NaN  0.724998        3.54519                 NaN            NaN
  1262.17        2500.00       0.298603                 NaN   95.2280       0.243564       0.941222                 NaN  0.605061        2.68360                 NaN            NaN
  1261.13        2500.00       0.246948                 NaN   93.9294        1.87277                 NaN            NaN  0.745989        3.20485                 NaN            NaN
  1260.10        2500.00       0.222072                 NaN   95.6664       0.112858        1.14787                 NaN  0.561333        2.28951                 NaN            NaN
  1259.06        2500.00       0.276353                 NaN   94.7793        1.33749       0.198227                 NaN  0.664051        2.74455                 NaN            NaN
  1258.02        2500.00       0.717809E-001  0.563370        89.6042        3.07933                 NaN            NaN   1.40238        5.27891                 NaN            NaN
  1256.99        2500.00       0.140035                 NaN   93.6709       0.906833                 NaN  0.916292       0.795098        3.57080                 NaN            NaN
  1255.95        2500.00       0.967124E-002            NaN   99.8939       0.226351E-001            NaN            NaN  0.129035E-001  0.599506E-001  0.941532E-003            NaN
  1254.92        2500.00       0.105949E-001            NaN   99.7349       0.975038E-001            NaN            NaN  0.277324E-001  0.129259                 NaN            NaN
  1253.88        2500.00       0.597758E-001            NaN   99.4224       0.134001                 NaN            NaN  0.759214E-001  0.307944                 NaN            NaN
  1252.84        2500.00       0.435089                 NaN   92.9719        1.64656       0.354200                 NaN  0.914406        3.67786                 NaN            NaN
  1251.81        2500.00                 NaN            NaN   93.9210        1.92816                 NaN            NaN  0.774425        3.19330       0.183113                 NaN
  1250.77        2500.00       0.395734E-003            NaN   99.9408       0.194843E-001            NaN            NaN  0.690575E-002  0.301885E-001  0.219432E-002            NaN
  1249.73        2500.00       0.383918E-005            NaN   99.9999       0.567811E-005            NaN  0.107903E-004  0.838840E-005  0.282243E-004            NaN            NaN
  1248.70        2500.00                 NaN            NaN   93.7838        1.98785                 NaN            NaN  0.797656        3.24954       0.181105                 NaN
  1247.66        2500.00       0.182489                 NaN   93.4079        1.54158       0.419074                 NaN  0.839752        3.47484       0.134396                 NaN
  1246.63        2500.00                 NaN            NaN   99.9999                 NaN            NaN  0.130256E-004  0.776827E-005  0.328230E-004            NaN            NaN
  1245.59        2500.00                 NaN            NaN  100.0000       0.985438E-005            NaN            NaN  0.378182E-005  0.180193E-004  0.427606E-005            NaN
  1244.55        2500.00                 NaN            NaN   94.5658        1.77517                 NaN            NaN  0.703312        2.80999       0.145748                 NaN
  1243.52        2500.00                 NaN            NaN   97.7735       0.792885E-001  0.842155                 NaN  0.366948       0.850165       0.878999E-001            NaN
  1242.48        2500.00                 NaN            NaN   96.7317       0.840305                 NaN            NaN  0.329035        2.02760       0.713177E-001            NaN
  1241.44        2500.00                 NaN            NaN   97.3663       0.835007                 NaN            NaN  0.334327        1.38740       0.769995E-001            NaN
  1240.41        2500.00                 NaN            NaN   90.7751        2.61914       0.488357E-001            NaN   1.17766        4.95374       0.425548                 NaN
  1239.37        2500.00                 NaN            NaN   99.9513       0.727489E-002  0.264250E-001            NaN  0.101801E-001            NaN  0.481821E-002            NaN
  1238.34        2500.00                 NaN            NaN   99.9084       0.430478E-001            NaN            NaN  0.108579E-001  0.376736E-001            NaN            NaN
  1237.30        2500.00                 NaN            NaN   99.8716       0.340480E-001  0.283138E-002            NaN  0.211556E-001  0.610134E-001  0.931726E-002            NaN
  1236.26        2500.00                 NaN            NaN   99.6004       0.123523                 NaN            NaN  0.382699E-001  0.233604       0.419132E-002            NaN
  1235.23        2500.00                 NaN            NaN   94.7719        1.99982                 NaN            NaN  0.667172        2.56108                 NaN            NaN
  1234.19        2500.00                 NaN            NaN   98.8868       0.696569                 NaN            NaN  0.258991       0.153939       0.372601E-002            NaN
  1233.15        2500.00                 NaN            NaN   96.8642       0.392202       0.168095                 NaN  0.281054        2.25606       0.384128E-001            NaN
  1232.12        2500.00                 NaN            NaN   95.5169        1.69719                 NaN            NaN  0.611149        2.05338       0.121371                 NaN
  1231.08        2500.00                 NaN            NaN   98.9744       0.188191                 NaN            NaN  0.717276E-001  0.734281       0.313857E-001            NaN
  1230.05        2500.00                 NaN            NaN   99.2940       0.242521                 NaN            NaN  0.107372       0.349323       0.674607E-002            NaN
  1229.01        2500.00                 NaN            NaN   99.8448       0.121618                 NaN            NaN  0.286553E-001            NaN  0.493175E-002            NaN
  1227.97        2500.00                 NaN            NaN   97.1312       0.916071                 NaN            NaN  0.353108        1.53132       0.683161E-001            NaN
  1226.94        2500.00                 NaN            NaN   98.3471       0.120837       0.392914                 NaN  0.203072       0.890075       0.460153E-001            NaN
  1225.90        2500.00                 NaN            NaN   97.8355       0.703383                 NaN            NaN  0.276182        1.13595       0.490152E-001            NaN
  1224.86        2500.00                 NaN            NaN   97.8658       0.465045       0.954289E-005            NaN  0.203571       0.924736       0.254677E-001  0.515383     
  1223.83        2500.00                 NaN            NaN            NaN   17.0185                 NaN            NaN   8.80291        43.3694        1.14792        29.6612     
  1222.79        2500.00                 NaN            NaN            NaN   17.0188                 NaN            NaN   8.80698        43.3659        1.14739        29.6609     
  1221.76        2500.00                 NaN            NaN            NaN   17.0135                 NaN            NaN   8.84735        43.3378        1.14467        29.6567     
  1220.72        2500.00                 NaN            NaN            NaN   17.0140                 NaN            NaN   8.84899        43.3361        1.14434        29.6566     
  1219.68        2500.00                 NaN            NaN            NaN   17.0200                 NaN            NaN   8.81979        43.3547        1.14563        29.6599     
  1218.65        2500.00                 NaN            NaN            NaN   17.0205                 NaN            NaN   8.82376        43.3512        1.14493        29.6596     
  1217.61        2500.00                 NaN            NaN            NaN   17.0156                 NaN            NaN   8.85451        43.3303        1.14324        29.6564     
  1216.57        2500.00                 NaN            NaN            NaN   17.0214                 NaN            NaN   8.83250        43.3433        1.14381        29.6590     
  1215.54        2500.00                 NaN            NaN            NaN   17.0213                 NaN            NaN   8.83674        43.3400        1.14337        29.6586     
  1214.50        2500.00                 NaN            NaN            NaN   17.0226                 NaN            NaN   8.84087        43.3356        1.14255        29.6584     
  1213.47        2500.00                 NaN            NaN            NaN   17.0233                 NaN            NaN   8.84525        43.3314        1.14185        29.6581     
  1212.43        2500.00                 NaN            NaN            NaN   17.0219                 NaN            NaN   8.84715        43.3298        1.14270        29.6585     
  1211.39        2500.00                 NaN            NaN            NaN   17.0226                 NaN            NaN   8.84933        43.3281        1.14185        29.6581     
  1210.36        2500.00                 NaN            NaN            NaN   17.0333                 NaN            NaN   8.93526        43.2505        1.12873        29.6522     
  1209.32        2500.00                 NaN            NaN            NaN   17.0234                 NaN            NaN   8.85820        43.3206        1.14047        29.6573     
  1208.28        2500.00                 NaN            NaN            NaN   17.0242                 NaN            NaN   8.86294        43.3161        1.13971        29.6570     
  1207.25        2500.00                 NaN            NaN            NaN   17.0251                 NaN            NaN   8.86747        43.3118        1.13893        29.6567     
  1206.21        2500.00                 NaN            NaN            NaN   17.0348                 NaN            NaN   8.93128        43.2525        1.12873        29.6527     
  1205.18        2500.00                 NaN            NaN            NaN   17.0325                 NaN            NaN   8.93478        43.2517        1.12909        29.6519     
  1204.14        2500.00                 NaN            NaN            NaN   17.0207                 NaN            NaN   8.88106        43.3048        1.13883        29.6546     
  1203.10        2500.00                 NaN            NaN            NaN   17.0163                 NaN            NaN   8.88597        43.3047        1.13971        29.6533     
  1202.07        2500.00                 NaN            NaN            NaN   17.0373                 NaN            NaN   8.92093        43.2565        1.12958        29.6557     
  1201.03        2500.00                 NaN            NaN            NaN   17.0346                 NaN            NaN   8.92901        43.2546        1.12905        29.6527     
  1199.99        2500.00                 NaN            NaN            NaN   17.0301                 NaN            NaN   8.89886        43.2826        1.13390        29.6546     
  1198.96        2500.00                 NaN            NaN            NaN   17.0226                 NaN            NaN   8.90257        43.2861        1.13589        29.6529     
  1197.92        2500.00                 NaN            NaN            NaN   17.0314                 NaN            NaN   8.93119        43.2535        1.13080        29.6531     
  1196.89        2500.00                 NaN            NaN            NaN   17.0340                 NaN            NaN   8.93345        43.2517        1.12873        29.6522     
  1195.85        2500.00                 NaN            NaN            NaN   17.0362                 NaN            NaN   8.93637        43.2472        1.12781        29.6523     
  1194.81        2500.00                 NaN            NaN            NaN   17.0367                 NaN            NaN   8.93318        43.2494        1.12803        29.6527     
  1193.78        2500.00                 NaN            NaN            NaN   17.0377                 NaN            NaN   8.93769        43.2452        1.12706        29.6524     
  1192.74        2500.00                 NaN            NaN            NaN   17.0377                 NaN            NaN   8.93846        43.2445        1.12712        29.6523     
  1191.70        2500.00                 NaN            NaN            NaN   17.0379                 NaN            NaN   8.93836        43.2444        1.12708        29.6523     
  1190.67        2500.00                 NaN            NaN            NaN   17.0381                 NaN            NaN   8.93836        43.2442        1.12702        29.6524     
  1189.63        2500.00                 NaN            NaN            NaN  0.549755E-001   16.9831                 NaN   8.94064        43.2421        1.12680        29.6524     
  1188.60        2500.00                 NaN            NaN            NaN   16.9126       0.125476                 NaN   8.94363        43.2393        1.12652        29.6525     
  1187.56        2500.00                 NaN            NaN            NaN   16.0967       0.937986                 NaN   8.97912        43.2090        1.12406        29.6531     
  1186.52        2500.00                 NaN            NaN            NaN  0.260688        16.7773                 NaN   8.94960        43.2339        1.12598        29.6526     
  1185.49        2500.00                 NaN            NaN            NaN   16.7125       0.325456                 NaN   8.95256        43.2311        1.12571        29.6527     
  1184.45        2500.00                 NaN            NaN            NaN   16.1096       0.925295                 NaN   8.98007        43.2078        1.12396        29.6533     
  1183.41        2500.00                 NaN            NaN            NaN   16.5866       0.451258                 NaN   8.95851        43.2256        1.12517        29.6528     
  1182.38        2500.00                 NaN            NaN            NaN  0.513795        16.5239                 NaN   8.96137        43.2231        1.12494        29.6529     
  1181.34        2500.00                 NaN            NaN            NaN   16.1084       0.926472                 NaN   8.98003        43.2078        1.12397        29.6533     
