|6.6.6
Archiving\03_Data\eq/QFM_m1.75/NWA1068/NWA1068_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        Opx(TH)        an             San(TH)        ab            
  1666.67        2500.00        97.2300       0.778218                 NaN  0.150219        1.84151                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        96.8624       0.778221                 NaN  0.164923        2.19442                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        96.4948       0.778224                 NaN  0.179628        2.54734                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        96.1272       0.778227                 NaN  0.194333        2.90025                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        95.7596       0.778230                 NaN  0.209038        3.25317                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        95.3919       0.778233                 NaN  0.223743        3.60609                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        95.0243       0.778236                 NaN  0.238449        3.95902                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        94.6567       0.778239                 NaN  0.253154        4.31194                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        94.2890       0.778242                 NaN  0.267860        4.66487                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        93.6930       0.778250                 NaN  0.281519        5.24724                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        93.0969       0.778259                 NaN  0.295179        5.82962                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        92.5009       0.778267                 NaN  0.308839        6.41201                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        91.9048       0.778275                 NaN  0.322500        6.99441                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        91.3087       0.778283                 NaN  0.336160        7.57683                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        90.7126       0.778291                 NaN  0.349821        8.15925                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        90.1165       0.778300                 NaN  0.363483        8.74169                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        89.5204       0.778308                 NaN  0.377144        9.32414                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        88.8925       0.778317                 NaN  0.389684        9.93947                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        88.2646       0.778327                 NaN  0.402224        10.5548                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        87.6367       0.778337                 NaN  0.414764        11.1702                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        87.0088       0.778347                 NaN  0.427305        11.7855                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        86.3809       0.778356                 NaN  0.439846        12.4009                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        85.7529       0.778366                 NaN  0.452387        13.0163                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        85.1249       0.778376                 NaN  0.464929        13.6318                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        84.4970       0.778386                 NaN  0.477471        14.2472                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        83.9047       0.778396                 NaN  0.488804        14.8281                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        83.3124       0.778405                 NaN  0.500139        15.4090                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        82.7201       0.778415                 NaN  0.511473        15.9900                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        82.1278       0.778425                 NaN  0.522808        16.5709                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        81.5355       0.778435                 NaN  0.534143        17.1519                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        80.9432       0.778445                 NaN  0.545478        17.7329                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        80.3509       0.778455                 NaN  0.556814        18.3139                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        79.7585       0.778465                 NaN  0.568150        18.8949                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        79.2191       0.778474                 NaN  0.578529        19.4239                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        78.6798       0.778483                 NaN  0.588908        19.9529                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        78.1404       0.778493                 NaN  0.599288        20.4819                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        77.6010       0.778502                 NaN  0.609667        21.0109                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        77.0615       0.778512                 NaN  0.620047        21.5399                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        76.5221       0.778521                 NaN  0.630427        22.0689                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        75.9827       0.778531                 NaN  0.640808        22.5980                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        75.4432       0.778540                 NaN  0.651189        23.1270                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        74.9471       0.778549                 NaN  0.660826        23.6136                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        74.4509       0.778558                 NaN  0.670464        24.1001                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        73.9547       0.778567                 NaN  0.680101        24.5866                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        73.4585       0.778576                 NaN  0.689740        25.0732                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        72.9811       0.778585                 NaN  0.699116        25.5412                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        72.5036       0.778594                 NaN  0.708493        26.0093                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        72.0377       0.778602                 NaN  0.717769        26.4660                 NaN            NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        70.9169       0.778612                 NaN  0.726119        26.4627       0.878972                 NaN  0.236718                 NaN            NaN            NaN
  1509.62        2500.00        69.6264       0.778623                 NaN  0.746916        26.3914        2.45663                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        68.3342       0.778633                 NaN  0.761532        26.3211        3.80448                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        66.9983       0.778644                 NaN  0.776120        26.2559        5.19105                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        65.6623       0.778655                 NaN  0.790709        26.1907        6.57767                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        64.2282       0.778666                 NaN  0.805607        26.1492        8.03827                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        62.7942       0.778678                 NaN  0.820505        26.1077        9.49892                 NaN            NaN            NaN            NaN            NaN
  1490.38        2500.00        61.0547       0.778692                 NaN  0.833051        26.2227       0.946643        10.1642                 NaN            NaN            NaN            NaN
  1487.18        2500.00        59.2568       0.778706                 NaN  0.845338        26.3797        2.31520        10.4243                 NaN            NaN            NaN            NaN
  1483.97        2500.00        59.2568       0.778706                 NaN  0.845338        26.3797        2.31520        10.4243                 NaN            NaN            NaN            NaN
  1480.77        2500.00        59.2568       0.778706                 NaN  0.845338        26.3797        2.31520        10.4243                 NaN            NaN            NaN            NaN
  1477.56        2500.00        59.2568       0.778706                 NaN  0.845338        26.3797        2.31520        10.4243                 NaN            NaN            NaN            NaN
  1474.36        2500.00        59.2568       0.778706                 NaN  0.845338        26.3797        2.31520        10.4243                 NaN            NaN            NaN            NaN
  1471.15        2500.00        59.2568       0.778706                 NaN  0.845338        26.3797        2.31520        10.4243                 NaN            NaN            NaN            NaN
  1467.95        2500.00        59.2568       0.778706                 NaN  0.845338        26.3797        2.31520        10.4243                 NaN            NaN            NaN            NaN
  1464.74        2500.00        59.2568       0.778706                 NaN  0.845338        26.3797        2.31520        10.4243                 NaN            NaN            NaN            NaN
  1461.54        2500.00        46.6656       0.778802                 NaN  0.950028        27.2233        13.1660        11.2162                 NaN            NaN            NaN            NaN
  1458.33        2500.00        46.6656       0.778802                 NaN  0.950028        27.2233        13.1660        11.2162                 NaN            NaN            NaN            NaN
  1455.13        2500.00        46.6656       0.778802                 NaN  0.950028        27.2233        13.1660        11.2162                 NaN            NaN            NaN            NaN
  1451.92        2500.00        46.6656       0.778802                 NaN  0.950028        27.2233        13.1660        11.2162                 NaN            NaN            NaN            NaN
  1448.72        2500.00        46.6656       0.778802                 NaN  0.950028        27.2233        13.1660        11.2162                 NaN            NaN            NaN            NaN
  1445.51        2500.00        46.6656       0.778802                 NaN  0.950028        27.2233        13.1660        11.2162                 NaN            NaN            NaN            NaN
  1442.31        2500.00        46.6656       0.778802                 NaN  0.950028        27.2233        13.1660        11.2162                 NaN            NaN            NaN            NaN
  1439.10        2500.00        46.6656       0.778802                 NaN  0.950028        27.2233        13.1660        11.2162                 NaN            NaN            NaN            NaN
  1435.90        2500.00        36.4371       0.778872                 NaN   1.08608        27.5164        16.3989        17.7827                 NaN            NaN            NaN            NaN
  1432.69        2500.00        36.4371       0.778872                 NaN   1.08608        27.5164        16.3989        17.7827                 NaN            NaN            NaN            NaN
  1429.49        2500.00        36.4371       0.778872                 NaN   1.08608        27.5164        16.3989        17.7827                 NaN            NaN            NaN            NaN
  1426.28        2500.00        36.4371       0.778872                 NaN   1.08608        27.5164        16.3989        17.7827                 NaN            NaN            NaN            NaN
  1423.08        2500.00        36.4371       0.778872                 NaN   1.08608        27.5164        16.3989        17.7827                 NaN            NaN            NaN            NaN
  1419.87        2500.00        36.4371       0.778872                 NaN   1.08608        27.5164        16.3989        17.7827                 NaN            NaN            NaN            NaN
  1416.67        2500.00        36.4371       0.778872                 NaN   1.08608        27.5164        16.3989        17.7827                 NaN            NaN            NaN            NaN
  1413.46        2500.00        36.4371       0.778872                 NaN   1.08608        27.5164        16.3989        17.7827                 NaN            NaN            NaN            NaN
  1410.26        2500.00        28.1070       0.778919                 NaN   1.28002        27.4030        22.9104        19.5207                 NaN            NaN            NaN            NaN
  1407.05        2500.00        27.1887       0.778924                 NaN   1.30977        27.3637        23.4731        19.8858                 NaN            NaN            NaN            NaN
  1403.85        2500.00        25.9169       0.778933                 NaN   1.32456        27.4679        20.2918        23.9428                 NaN  0.277181                 NaN            NaN
  1400.64        2500.00        25.9169       0.778933                 NaN   1.32456        27.4679        20.2918        23.9428                 NaN  0.277181                 NaN            NaN
  1397.44        2500.00        23.1000       0.778957                 NaN   1.32999        27.8535        24.6231        21.1329                 NaN   1.18162                 NaN            NaN
  1394.23        2500.00        23.1000       0.778957                 NaN   1.32999        27.8535        24.6231        21.1329                 NaN   1.18162                 NaN            NaN
  1391.03        2500.00        23.1000       0.778957                 NaN   1.32999        27.8535        24.6231        21.1329                 NaN   1.18162                 NaN            NaN
  1387.82        2500.00        23.1000       0.778957                 NaN   1.32999        27.8535        24.6231        21.1329                 NaN   1.18162                 NaN            NaN
  1384.62        2500.00        18.5448       0.778994                 NaN   1.34156        28.4499        25.5676        22.6015                 NaN   2.71565                 NaN            NaN
  1381.41        2500.00        18.5448       0.778994                 NaN   1.34156        28.4499        25.5676        22.6015                 NaN   2.71565                 NaN            NaN
  1378.21        2500.00        18.5448       0.778994                 NaN   1.34156        28.4499        25.5676        22.6015                 NaN   2.71565                 NaN            NaN
  1375.00        2500.00        18.5448       0.778994                 NaN   1.34156        28.4499        25.5676        22.6015                 NaN   2.71565                 NaN            NaN
  1371.79        2500.00        18.5448       0.778994                 NaN   1.34156        28.4499        25.5676        22.6015                 NaN   2.71565                 NaN            NaN
  1368.59        2500.00        18.5448       0.778994                 NaN   1.34156        28.4499        25.5676        22.6015                 NaN   2.71565                 NaN            NaN
  1365.38        2500.00        18.5448       0.778994                 NaN   1.34156        28.4499        25.5676        22.6015                 NaN   2.71565                 NaN            NaN
  1362.18        2500.00        18.5448       0.778994                 NaN   1.34156        28.4499        25.5676        22.6015                 NaN   2.71565                 NaN            NaN
  1358.97        2500.00        12.1714       0.779040                 NaN   1.36584        29.1747        24.9772        26.4137                 NaN   5.11814                 NaN            NaN
  1355.77        2500.00        12.1714       0.779040                 NaN   1.36584        29.1747        24.9772        26.4137                 NaN   5.11814                 NaN            NaN
  1352.56        2500.00        12.1714       0.779040                 NaN   1.36584        29.1747        24.9772        26.4137                 NaN   5.11814                 NaN            NaN
  1349.36        2500.00        12.1714       0.779040                 NaN   1.36584        29.1747        24.9772        26.4137                 NaN   5.11814                 NaN            NaN
  1346.15        2500.00        12.1714       0.779040                 NaN   1.36584        29.1747        24.9772        26.4137                 NaN   5.11814                 NaN            NaN
  1342.95        2500.00        12.1714       0.779040                 NaN   1.36584        29.1747        24.9772        26.4137                 NaN   5.11814                 NaN            NaN
  1339.74        2500.00        12.1714       0.779040                 NaN   1.36584        29.1747        24.9772        26.4137                 NaN   5.11814                 NaN            NaN
  1336.54        2500.00        12.1714       0.779040                 NaN   1.36584        29.1747        24.9772        26.4137                 NaN   5.11814                 NaN            NaN
  1333.33        2500.00        7.83785       0.779062                 NaN   1.38864        29.5369        26.9182        26.5153                 NaN   7.02406                 NaN            NaN
  1330.13        2500.00        7.83785       0.779062                 NaN   1.38864        29.5369        26.9182        26.5153                 NaN   7.02406                 NaN            NaN
  1326.92        2500.00        7.83785       0.779062                 NaN   1.38864        29.5369        26.9182        26.5153                 NaN   7.02406                 NaN            NaN
  1323.72        2500.00        7.83785       0.779062                 NaN   1.38864        29.5369        26.9182        26.5153                 NaN   7.02406                 NaN            NaN
  1320.51        2500.00        6.11254       0.779066                 NaN   1.40025        29.6177        27.8088        26.4294                 NaN   7.85234                 NaN            NaN
  1317.31        2500.00        6.11254       0.779066                 NaN   1.40025        29.6177        27.8088        26.4294                 NaN   7.85234                 NaN            NaN
  1314.10        2500.00        5.32994       0.779067                 NaN   1.40399        29.6489        26.3670        28.2262                 NaN   8.24490                 NaN            NaN
  1310.90        2500.00        3.34415       0.779077                 NaN   1.40847        29.8892        28.3994        26.5604                 NaN   8.61845        1.00087                 NaN
  1307.69        2500.00                 NaN  0.779096                 NaN   1.41401        30.3820        28.3935        26.9545                 NaN   9.08132        2.99562                 NaN
  1304.49        2500.00                 NaN  0.779096                 NaN   1.41401        30.3820        28.3935        26.9545                 NaN   9.08132        2.99562                 NaN
  1301.28        2500.00                 NaN  0.779096                 NaN   1.41401        30.3820        28.3935        26.9545                 NaN   9.08132        2.99562                 NaN
  1298.08        2500.00                 NaN  0.779096                 NaN   1.41401        30.3820        28.3935        26.9545                 NaN   9.08132        2.99562                 NaN
