|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/T13/T13_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1869.67        2500.00        99.4943                 NaN            NaN  0.505727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4965                 NaN            NaN  0.503511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4978                 NaN            NaN  0.502181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.5002                 NaN            NaN  0.499760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.5010                 NaN            NaN  0.498959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.5025                 NaN            NaN  0.497527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.5040                 NaN            NaN  0.496001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.5053                 NaN            NaN  0.494661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.5058                 NaN            NaN  0.494186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.5081                 NaN            NaN  0.491926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.5072                 NaN            NaN  0.492764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.5102                 NaN            NaN  0.489770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.5096                 NaN            NaN  0.490371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5057                 NaN            NaN  0.488528       0.579630E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4971                 NaN            NaN  0.487508       0.153443E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4981                 NaN            NaN  0.486583       0.152799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4994                 NaN            NaN  0.485420       0.152038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4993                 NaN            NaN  0.485474       0.151965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4991                 NaN            NaN  0.485805       0.151428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4968                 NaN            NaN  0.488051       0.151767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.2397       0.265745E-001            NaN  0.711780       0.218978E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.7570                 NaN            NaN  0.235895       0.710456E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4986                 NaN            NaN  0.486350       0.150181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4976                 NaN            NaN  0.487429       0.149846E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4975                 NaN            NaN  0.487530       0.149235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4970                 NaN            NaN  0.488166       0.148804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4961                 NaN            NaN  0.489007       0.148573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4945                 NaN            NaN  0.490671       0.148492E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4950                 NaN            NaN  0.490257       0.147749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4930                 NaN            NaN  0.492266       0.147656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4919                 NaN            NaN  0.493368       0.147344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4900                 NaN            NaN  0.495252       0.147076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4894                 NaN            NaN  0.495953       0.146651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4876                 NaN            NaN  0.497763       0.146590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4859                 NaN            NaN  0.499469       0.146086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4834                 NaN            NaN  0.501982       0.146218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4689                 NaN            NaN  0.516058       0.150064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4950                 NaN            NaN  0.491009       0.140309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4784                 NaN            NaN  0.507121       0.145072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4764                 NaN            NaN  0.509120       0.144806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4743                 NaN            NaN  0.511251       0.144513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4702                 NaN            NaN  0.515295       0.144683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4700                 NaN            NaN  0.515636       0.143783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4670                 NaN            NaN  0.518592       0.144012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4643                 NaN            NaN  0.521373       0.143624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4614                 NaN            NaN  0.524281       0.143521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4594                 NaN            NaN  0.526328       0.143079E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4561                 NaN            NaN  0.529623       0.142893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4535                 NaN            NaN  0.532230       0.142669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4509                 NaN            NaN  0.534892       0.142412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4467                 NaN            NaN  0.539087       0.142559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4449                 NaN            NaN  0.540871       0.142012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4416                 NaN            NaN  0.544218       0.141892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4435                 NaN            NaN  0.542438       0.140671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.5869                 NaN            NaN  0.402751       0.103936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.2752                 NaN            NaN  0.706708       0.180614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4287                 NaN            NaN  0.557161       0.141312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4247                 NaN            NaN  0.561118       0.141412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4213                 NaN            NaN  0.564574       0.141338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4194                 NaN            NaN  0.566518       0.140456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2329                 NaN            NaN  0.748652       0.184668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.5960                 NaN            NaN  0.394333       0.964252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4058                 NaN            NaN  0.580060       0.141075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4020                 NaN            NaN  0.583852       0.141078E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4041                 NaN            NaN  0.581948       0.139545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3969                 NaN            NaN  0.589044       0.140254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3947                 NaN            NaN  0.591304       0.139948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3907                 NaN            NaN  0.595263       0.139980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3869                 NaN            NaN  0.599120       0.139931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4053                 NaN            NaN  0.581220       0.135016E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3590                 NaN            NaN  0.626533       0.144564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3768                 NaN            NaN  0.609227       0.139664E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        98.0876                 NaN            NaN  0.396316                 NaN   1.51613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        97.2887                 NaN            NaN  0.245942                 NaN   2.46535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        97.3336                 NaN            NaN  0.241178                 NaN   2.42524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        97.4054                 NaN            NaN  0.235187                 NaN   2.35942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        97.4617                 NaN            NaN  0.229534                 NaN   2.30873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        97.5698                 NaN            NaN  0.210437                 NaN   2.21979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        97.5130                 NaN            NaN  0.223877                 NaN   2.26307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        97.6049                 NaN            NaN  0.214750                 NaN   2.18038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        97.7025                 NaN            NaN  0.207882                 NaN   2.08959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.7284                 NaN            NaN  0.205705                 NaN   2.06592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.7732                 NaN            NaN  0.200382                 NaN   2.02645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.7417                 NaN            NaN  0.242512                 NaN   2.01584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.9380                 NaN            NaN  0.140296                 NaN   1.92171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.8630                 NaN            NaN  0.188694                 NaN   1.94827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.9842                 NaN            NaN  0.181420                 NaN   1.83435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        97.9918                 NaN            NaN  0.178002                 NaN   1.83016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.0205                 NaN            NaN  0.175685                 NaN   1.80377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.0241                 NaN            NaN  0.172330                 NaN   1.80359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.4589                 NaN            NaN  0.136010                 NaN   1.40513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.9378                 NaN            NaN  0.847043E-001            NaN  0.977518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        97.0526                 NaN            NaN  0.260398                 NaN   2.68695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.2021                 NaN            NaN  0.154973                 NaN   1.64288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2320                 NaN            NaN  0.150138                 NaN   1.61785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.2609                 NaN            NaN  0.147000                 NaN   1.59212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2848                 NaN            NaN  0.145632                 NaN   1.56957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3354                 NaN            NaN  0.139186                 NaN   1.52542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.3515                 NaN            NaN  0.137092                 NaN   1.51137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3759                 NaN            NaN  0.132772                 NaN   1.49129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4059                 NaN            NaN  0.129284                 NaN   1.46483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4260                 NaN            NaN  0.127121                 NaN   1.44691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4605                 NaN            NaN  0.121945                 NaN   1.41754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4810                 NaN            NaN  0.119873                 NaN   1.39917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5048                 NaN            NaN  0.116180                 NaN   1.37903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.3635                 NaN            NaN  0.127932                 NaN   1.50855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7219                 NaN            NaN  0.972746E-001            NaN   1.18087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5703                 NaN            NaN  0.105311                 NaN   1.32437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5908                 NaN            NaN  0.102254                 NaN   1.30693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6139                 NaN            NaN  0.996022E-001            NaN   1.28649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6307                 NaN            NaN  0.966645E-001            NaN   1.27268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6571                 NaN            NaN  0.963250E-001            NaN   1.24656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6734                 NaN            NaN  0.917743E-001            NaN   1.23485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6921                 NaN            NaN  0.889163E-001            NaN   1.21902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7094                 NaN            NaN  0.859543E-001            NaN   1.20464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7273                 NaN            NaN  0.826369E-001            NaN   1.19009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7424                 NaN            NaN  0.803445E-001            NaN   1.17725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7629                 NaN            NaN  0.775235E-001            NaN   1.15954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7758                 NaN            NaN  0.732596E-001            NaN   1.15097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7921                 NaN            NaN  0.711103E-001            NaN   1.13676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8094                 NaN            NaN  0.714927E-001            NaN   1.11913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8244                 NaN            NaN  0.656740E-001            NaN   1.10991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8047                 NaN            NaN  0.686838E-001            NaN   1.12666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8908                 NaN            NaN  0.603746E-001            NaN   1.04880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8646                 NaN            NaN  0.584086E-001            NaN   1.07698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8796                 NaN            NaN  0.556863E-001            NaN   1.06468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8900                 NaN            NaN  0.537765E-001            NaN   1.05626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9060                 NaN            NaN  0.500307E-001            NaN   1.04395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9110                 NaN            NaN  0.485895E-001            NaN   1.04041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9345                 NaN            NaN  0.451383E-001            NaN   1.02034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9389                 NaN            NaN  0.423596E-001            NaN   1.01876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.8099                 NaN            NaN  0.316470E-002            NaN  0.451883       0.735039                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.6874                 NaN            NaN  0.209375E-002            NaN            NaN   1.31047                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.6908                 NaN            NaN            NaN            NaN            NaN   1.30918                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.6896                 NaN            NaN  0.510946E-003            NaN            NaN   1.30987                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.6872                 NaN            NaN            NaN            NaN            NaN   1.31278                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.6881                 NaN            NaN  0.131945E-004            NaN            NaN   1.31188                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.6799                 NaN            NaN            NaN            NaN            NaN   1.32007                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.6753                 NaN            NaN            NaN            NaN            NaN   1.32471                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.6583                 NaN            NaN            NaN            NaN            NaN   1.34172                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.6383                 NaN            NaN            NaN            NaN            NaN   1.36166                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.8964                 NaN            NaN            NaN            NaN            NaN   1.16333       0.940307                 NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.8379                 NaN            NaN            NaN            NaN            NaN  0.868270        1.29388                 NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.8792                 NaN            NaN            NaN            NaN            NaN   1.27131       0.849516                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.9147                 NaN            NaN            NaN            NaN            NaN  0.833541        1.25180                 NaN            NaN            NaN            NaN            NaN
