|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/T13/T13_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   18.4632        5.87828        12.1852        43.9168        2.32056        17.2359                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   18.2368        6.15295        12.0903        43.9786        2.32453        17.2167                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   18.3550        6.05804        12.1415        43.9219        2.31016        17.2135                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   18.3122        6.11500        12.1617        43.8953        2.30492        17.2109                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.92021        18.6056        12.2684        43.7516        2.26487        17.1893                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   18.7303        5.84209        12.3277        43.6755        2.24455        17.1799                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   18.8591        5.76223        12.3885        43.5969        2.22334        17.1699                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   18.9733        5.69967        12.4469        43.5190        2.20244        17.1587                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   19.0538        5.64064        12.4907        43.4698        2.18878        17.1563                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   19.1895        5.55574        12.5542        43.3882        2.16659        17.1458                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   19.3347        5.46773        12.6200        43.3011        2.14264        17.1338                 NaN
