|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/T13/T13_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.2988        5.40320        11.8389        47.4700        1.36713        18.6219                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7907        4.96674        12.0745        47.2117        1.33869        18.6176                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.6006        5.20610        11.9806        47.2767        1.34095        18.5950                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7040        5.12591        12.0316        47.2160        1.33265        18.5899                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.6694        5.17743        12.0517        47.1867        1.32959        18.5852                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.01134        15.9262        12.1585        47.0358        1.30657        18.5616                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.0367        4.94570        12.2178        46.9549        1.29486        18.5501                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.1509        4.87834        12.2785        46.8716        1.28264        18.5381                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.2549        4.82410        12.3369        46.7888        1.27059        18.5247                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.3227        4.77719        12.3806        46.7364        1.26270        18.5204                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.4421        4.70529        12.4442        46.6504        1.24993        18.5081                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.5711        4.63095        12.5100        46.5578        1.23613        18.4940                 NaN
