|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/T13/T13_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1912.28        2500.00        99.4883       0.351849E-003            NaN  0.511306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.4914       0.250837E-003            NaN  0.508325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.7843       0.220448E-003            NaN  0.215470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.2102       0.107441E-002            NaN  0.788741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3254       0.231264E-002            NaN  0.672272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.6873       0.338755E-002            NaN  0.309336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.5072                 NaN            NaN  0.492791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.5107       0.230656E-003            NaN  0.489035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.5161                 NaN            NaN  0.483908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.5186                 NaN            NaN  0.481376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.5198                 NaN            NaN  0.480204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.5228                 NaN            NaN  0.477184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.5255                 NaN            NaN  0.474467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.5278                 NaN            NaN  0.472154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.5302                 NaN            NaN  0.469838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.5318                 NaN            NaN  0.468185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.5344                 NaN            NaN  0.465637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.5364                 NaN            NaN  0.463644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.5386                 NaN            NaN  0.461433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.5400                 NaN            NaN  0.460033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.5424                 NaN            NaN  0.457646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.5433                 NaN            NaN  0.456736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.5448                 NaN            NaN  0.455241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.5464                 NaN            NaN  0.453640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.5477                 NaN            NaN  0.452292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.5483                 NaN            NaN  0.451683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.5506                 NaN            NaN  0.449426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.5500                 NaN            NaN  0.450009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.5529                 NaN            NaN  0.447103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.5526                 NaN            NaN  0.447434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5505                 NaN            NaN  0.445599       0.386687E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.5453                 NaN            NaN  0.444461       0.102324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.5464                 NaN            NaN  0.443397       0.101863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.5477                 NaN            NaN  0.442217       0.101322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5478                 NaN            NaN  0.442093       0.101242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.5478                 NaN            NaN  0.442126       0.100817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.5460                 NaN            NaN  0.443921       0.100957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3286       0.103947E-001            NaN  0.646481       0.145265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.7809                 NaN            NaN  0.214332       0.472253E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.5482                 NaN            NaN  0.441802       0.998480E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.5475                 NaN            NaN  0.442508       0.995490E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.5476                 NaN            NaN  0.442449       0.990992E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5473                 NaN            NaN  0.442788       0.987561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.5468                 NaN            NaN  0.443328       0.985714E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.5455                 NaN            NaN  0.444651       0.984721E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.5461                 NaN            NaN  0.444075       0.979517E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5446                 NaN            NaN  0.445659       0.978316E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.5438                 NaN            NaN  0.446431       0.975874E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.5424                 NaN            NaN  0.447874       0.973403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.5419                 NaN            NaN  0.448362       0.970396E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5406                 NaN            NaN  0.449738       0.969701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.5394                 NaN            NaN  0.450969       0.965716E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.5372                 NaN            NaN  0.453115       0.966251E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.5245                 NaN            NaN  0.465541       0.991402E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5481                 NaN            NaN  0.442646       0.926246E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.5334                 NaN            NaN  0.456990       0.957200E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.5319                 NaN            NaN  0.458523       0.955090E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.5303                 NaN            NaN  0.460205       0.952646E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5270                 NaN            NaN  0.463432       0.953252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.5270                 NaN            NaN  0.463563       0.946854E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.5245                 NaN            NaN  0.465999       0.948202E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.5223                 NaN            NaN  0.468241       0.944967E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.5200                 NaN            NaN  0.470514       0.943986E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.5185                 NaN            NaN  0.472113       0.940630E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.5158                 NaN            NaN  0.474809       0.938585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.5138                 NaN            NaN  0.476851       0.936755E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.5117                 NaN            NaN  0.478943       0.934740E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.5082                 NaN            NaN  0.482412       0.935249E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.5070                 NaN            NaN  0.483665       0.931054E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.5043                 NaN            NaN  0.486441       0.929756E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.5062                 NaN            NaN  0.484626       0.921652E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.6336                 NaN            NaN  0.359577       0.680811E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3576                 NaN            NaN  0.630609       0.118206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4940                 NaN            NaN  0.496760       0.924372E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4907                 NaN            NaN  0.500032       0.924578E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4880                 NaN            NaN  0.502767       0.923703E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4868                 NaN            NaN  0.504050       0.917109E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3222                 NaN            NaN  0.665783       0.120606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.6433                 NaN            NaN  0.350374       0.628941E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4757                 NaN            NaN  0.515124       0.919891E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4726                 NaN            NaN  0.518225       0.919190E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4748                 NaN            NaN  0.516146       0.908950E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4689                 NaN            NaN  0.521994       0.912930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4672                 NaN            NaN  0.523678       0.910521E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4640                 NaN            NaN  0.526852       0.910304E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4610                 NaN            NaN  0.529885       0.909471E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4775                 NaN            NaN  0.513683       0.877139E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4373                 NaN            NaN  0.553350       0.938557E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4533                 NaN            NaN  0.537616       0.906205E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        98.2896                 NaN            NaN  0.350022                 NaN   1.36040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        97.5696                 NaN            NaN  0.217297                 NaN   2.21311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        97.6105                 NaN            NaN  0.213004                 NaN   2.17645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        97.6761                 NaN            NaN  0.207580                 NaN   2.11636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        97.7273                 NaN            NaN  0.202499                 NaN   2.07016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        97.8230                 NaN            NaN  0.185737                 NaN   1.99131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        97.7749                 NaN            NaN  0.197352                 NaN   2.02770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        97.8579                 NaN            NaN  0.189212                 NaN   1.95291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        97.9463                 NaN            NaN  0.183047                 NaN   1.87063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.9703                 NaN            NaN  0.181039                 NaN   1.84866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        98.0109                 NaN            NaN  0.176271                 NaN   1.81281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.9844                 NaN            NaN  0.213197                 NaN   1.80238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        98.1592                 NaN            NaN  0.123282                 NaN   1.71749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        98.0936                 NaN            NaN  0.165757                 NaN   1.74062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.2026                 NaN            NaN  0.159276                 NaN   1.63815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.2100                 NaN            NaN  0.156177                 NaN   1.63384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.2362                 NaN            NaN  0.154098                 NaN   1.60966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.2397                 NaN            NaN  0.151102                 NaN   1.60915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.6277                 NaN            NaN  0.119237                 NaN   1.25306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.0552                 NaN            NaN  0.740641E-001            NaN  0.870714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        97.3746                 NaN            NaN  0.228183                 NaN   2.39719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.4012                 NaN            NaN  0.135574                 NaN   1.46321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.4283                 NaN            NaN  0.131270                 NaN   1.44046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.4544                 NaN            NaN  0.128487                 NaN   1.41709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.4768                 NaN            NaN  0.127178                 NaN   1.39604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.5220                 NaN            NaN  0.121516                 NaN   1.35653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.5370                 NaN            NaN  0.119600                 NaN   1.34338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.5591                 NaN            NaN  0.115776                 NaN   1.32513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5862                 NaN            NaN  0.112670                 NaN   1.30111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.6046                 NaN            NaN  0.110744                 NaN   1.28463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.6357                 NaN            NaN  0.106164                 NaN   1.25809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6545                 NaN            NaN  0.104302                 NaN   1.24124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6759                 NaN            NaN  0.101055                 NaN   1.22306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5507                 NaN            NaN  0.111218                 NaN   1.33808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.8693                 NaN            NaN  0.844786E-001            NaN   1.04623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.7353                 NaN            NaN  0.914360E-001            NaN   1.17330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7539                 NaN            NaN  0.887465E-001            NaN   1.15731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7747                 NaN            NaN  0.863994E-001            NaN   1.13889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7900                 NaN            NaN  0.838083E-001            NaN   1.12621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.8140                 NaN            NaN  0.834643E-001            NaN   1.10253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.8288                 NaN            NaN  0.794691E-001            NaN   1.09176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8456                 NaN            NaN  0.769682E-001            NaN   1.07741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8613                 NaN            NaN  0.743563E-001            NaN   1.06431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8774                 NaN            NaN  0.714499E-001            NaN   1.05115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8912                 NaN            NaN  0.694206E-001            NaN   1.03935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.9097                 NaN            NaN  0.669513E-001            NaN   1.02333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9213                 NaN            NaN  0.632307E-001            NaN   1.01543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9361                 NaN            NaN  0.613493E-001            NaN   1.00258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9519                 NaN            NaN  0.616464E-001            NaN  0.986497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9653                 NaN            NaN  0.565929E-001            NaN  0.978089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9486                 NaN            NaN  0.591170E-001            NaN  0.992286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0245                 NaN            NaN  0.519669E-001            NaN  0.923503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0017                 NaN            NaN  0.502522E-001            NaN  0.948020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0153                 NaN            NaN  0.478713E-001            NaN  0.936786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0245                 NaN            NaN  0.462327E-001            NaN  0.929300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0390                 NaN            NaN  0.429723E-001            NaN  0.918002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0437                 NaN            NaN  0.417070E-001            NaN  0.914549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0647                 NaN            NaN  0.387281E-001            NaN  0.896568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0688                 NaN            NaN  0.363247E-001            NaN  0.894873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9525                 NaN            NaN  0.271306E-002            NaN  0.396834       0.647956                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.8435                 NaN            NaN  0.179149E-002            NaN            NaN   1.15466                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.8471                 NaN            NaN            NaN            NaN            NaN   1.15294                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.8467                 NaN            NaN  0.437148E-003            NaN            NaN   1.15287                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.8453                 NaN            NaN            NaN            NaN            NaN   1.15474                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.8466                 NaN            NaN  0.112718E-004            NaN            NaN   1.15342                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8401                 NaN            NaN            NaN            NaN            NaN   1.15986                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8366                 NaN            NaN            NaN            NaN            NaN   1.16338                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8225                 NaN            NaN            NaN            NaN            NaN   1.17753                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8058                 NaN            NaN            NaN            NaN            NaN   1.19416                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.1520                 NaN            NaN            NaN            NaN            NaN   1.02320       0.824836                 NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.1015                 NaN            NaN            NaN            NaN            NaN  0.761089        1.13740                 NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.1391                 NaN            NaN            NaN            NaN            NaN   1.11686       0.744074                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.1716                 NaN            NaN            NaN            NaN            NaN  0.729442        1.09896                 NaN            NaN            NaN            NaN            NaN
