|6.6.6
Archiving\03_Data\eqLP/QFM_m2.5/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1801.28        500.000        77.2842                 NaN            NaN   21.9256                 NaN  0.554922       0.235347                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        76.7403                 NaN            NaN   22.4587                 NaN  0.555162       0.245870                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        76.1960                 NaN            NaN   22.9922                 NaN  0.555402       0.256401                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        75.6804                 NaN            NaN   23.4979                 NaN  0.555630       0.266125                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        75.1644                 NaN            NaN   24.0039                 NaN  0.555858       0.275857                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        74.6480                 NaN            NaN   24.5103                 NaN  0.556085       0.285596                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        74.1313                 NaN            NaN   25.0170                 NaN  0.556312       0.295343                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        73.6143                 NaN            NaN   25.5241                 NaN  0.556537       0.305097                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        73.0969                 NaN            NaN   26.0315                 NaN  0.556761       0.314858                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        72.5792                 NaN            NaN   26.5392                 NaN  0.556985       0.324628                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        72.0611                 NaN            NaN   27.0473                 NaN  0.557207       0.334404                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        71.5707                 NaN            NaN   27.5285                 NaN  0.557418       0.343347                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        71.0801                 NaN            NaN   28.0100                 NaN  0.557628       0.352296                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        70.5892                 NaN            NaN   28.4917                 NaN  0.557837       0.361251                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        70.0980                 NaN            NaN   28.9738                 NaN  0.558046       0.370212                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        69.6064                 NaN            NaN   29.4561                 NaN  0.558253       0.379180                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        69.1146                 NaN            NaN   29.9388                 NaN  0.558459       0.388153                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        68.6225                 NaN            NaN   30.4217                 NaN  0.558665       0.397133                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        68.1302                 NaN            NaN   30.9049                 NaN  0.558869       0.406119                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        67.6642                 NaN            NaN   31.3622                 NaN  0.559062       0.414610                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        67.1979                 NaN            NaN   31.8197                 NaN  0.559254       0.423106                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        66.7314                 NaN            NaN   32.2775                 NaN  0.559446       0.431607                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        66.2647                 NaN            NaN   32.7356                 NaN  0.559636       0.440114                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        65.7977                 NaN            NaN   33.1938                 NaN  0.559825       0.448626                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        65.3305                 NaN            NaN   33.6523                 NaN  0.560014       0.457143                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        64.8631                 NaN            NaN   34.1110                 NaN  0.560201       0.465664                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        64.3955                 NaN            NaN   34.5700                 NaN  0.560387       0.474191                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        63.9539                 NaN            NaN   35.0034                 NaN  0.560562       0.482142                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        63.5122                 NaN            NaN   35.4370                 NaN  0.560736       0.490098                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        63.0703                 NaN            NaN   35.8707                 NaN  0.560909       0.498058                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        62.6282                 NaN            NaN   36.3047                 NaN  0.561080       0.506022                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        62.1859                 NaN            NaN   36.7388                 NaN  0.561251       0.513990                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        61.7435                 NaN            NaN   37.1731                 NaN  0.561421       0.521962                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        61.3008                 NaN            NaN   37.6076                 NaN  0.561590       0.529938                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        60.8580                 NaN            NaN   38.0423                 NaN  0.561758       0.537917                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        60.4427                 NaN            NaN   38.4501                 NaN  0.561914       0.545326                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        60.0272                 NaN            NaN   38.8580                 NaN  0.562068       0.552738                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        59.6115                 NaN            NaN   39.2661                 NaN  0.562222       0.560153                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        59.1958                 NaN            NaN   39.6743                 NaN  0.562375       0.567571                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        58.7799                 NaN            NaN   40.0826                 NaN  0.562527       0.574992                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        58.3638                 NaN            NaN   40.4911                 NaN  0.562678       0.582416                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        57.9477                 NaN            NaN   40.8997                 NaN  0.562828       0.589843                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        57.5314                 NaN            NaN   41.3084                 NaN  0.562976       0.597273                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        57.1440                 NaN            NaN   41.6885                 NaN  0.563113       0.604374                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        56.7565                 NaN            NaN   42.0688                 NaN  0.563249       0.611478                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        56.3689                 NaN            NaN   42.4491                 NaN  0.563384       0.618585                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        55.9812                 NaN            NaN   42.8296                 NaN  0.563518       0.625693                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        55.5934                 NaN            NaN   43.2101                 NaN  0.563651       0.632804                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        55.2056                 NaN            NaN   43.5907                 NaN  0.563783       0.639918                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        54.8176                 NaN            NaN   43.9714                 NaN  0.563914       0.647033                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        54.4296                 NaN            NaN   44.3522                 NaN  0.564044       0.654151                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        54.0723                 NaN            NaN   44.7026                 NaN  0.564163       0.660911                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        53.7149                 NaN            NaN   45.0531                 NaN  0.564280       0.667673                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        53.3575                 NaN            NaN   45.4037                 NaN  0.564396       0.674437                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        53.0000                 NaN            NaN   45.7543                 NaN  0.564512       0.681202                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        52.6425                 NaN            NaN   46.1049                 NaN  0.564626       0.687969                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        52.2849                 NaN            NaN   46.4556                 NaN  0.564740       0.694738                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        51.9273                 NaN            NaN   46.8063                 NaN  0.564852       0.701508                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        51.5697                 NaN            NaN   47.1571                 NaN  0.564963       0.708280                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        51.2357                 NaN            NaN   47.4843                 NaN  0.565067       0.714874                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        50.9018                 NaN            NaN   47.8116                 NaN  0.565169       0.721470                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        50.5678                 NaN            NaN   48.1389                 NaN  0.565270       0.728066                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        50.2338                 NaN            NaN   48.4662                 NaN  0.565370       0.734664                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        49.9118                 NaN            NaN   48.7815                 NaN  0.565466       0.741201                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        49.5898                 NaN            NaN   49.0969                 NaN  0.565561       0.747739                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        49.2739                 NaN            NaN   49.4062                 NaN  0.565653       0.754170                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        48.5215                 NaN            NaN   49.5230                 NaN  0.566127       0.751678       0.637690                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        47.7251                 NaN            NaN   49.5540                 NaN  0.566672       0.746479        1.40768                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        46.9273                 NaN            NaN   49.5851                 NaN  0.567218       0.741270        2.17914                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        46.1281                 NaN            NaN   49.6161                 NaN  0.567764       0.736050        2.95205                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        45.3273                 NaN            NaN   49.6471                 NaN  0.568310       0.730819        3.72643                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        44.5252                 NaN            NaN   49.6781                 NaN  0.568857       0.725578        4.50227                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        43.7215                 NaN            NaN   49.7092                 NaN  0.569405       0.720326        5.27958                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        42.9164                 NaN            NaN   49.7402                 NaN  0.569952       0.715063        6.05835                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        42.1098                 NaN            NaN   49.7713                 NaN  0.570500       0.709790        6.83860                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        41.4790                 NaN            NaN   49.7854                 NaN  0.570943       0.703933        7.46068                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        40.8473                 NaN            NaN   49.7996                 NaN  0.571386       0.698068        8.08369                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        40.2146                 NaN            NaN   49.8137                 NaN  0.571828       0.692193        8.70764                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        39.5810                 NaN            NaN   49.8278                 NaN  0.572272       0.686308        9.33253                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        38.9466                 NaN            NaN   49.8419                 NaN  0.572715       0.680414        9.95837                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        38.3111                 NaN            NaN   49.8560                 NaN  0.573158       0.674510        10.5852                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        37.6748                 NaN            NaN   49.8701                 NaN  0.573602       0.668597        11.2129                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        37.0376                 NaN            NaN   49.8841                 NaN  0.574046       0.662675        11.8416                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        36.5161                 NaN            NaN   49.8889                 NaN  0.574420       0.656196        12.3644                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        35.9940                 NaN            NaN   49.8936                 NaN  0.574795       0.649708        12.8879                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        35.4713                 NaN            NaN   49.8983                 NaN  0.575169       0.643212        13.4120                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        34.9480                 NaN            NaN   49.9029                 NaN  0.575544       0.636706        13.9369                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        34.4240                 NaN            NaN   49.9075                 NaN  0.575919       0.630193        14.4623                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        33.8994                 NaN            NaN   49.9122                 NaN  0.576293       0.623670        14.9885                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        33.3742                 NaN            NaN   49.9167                 NaN  0.576668       0.617139        15.5152                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        32.8484                 NaN            NaN   49.9213                 NaN  0.577044       0.610600        16.0427                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        32.4008                 NaN            NaN   49.9214                 NaN  0.577372       0.603362        16.4971                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        31.9527                 NaN            NaN   49.9215                 NaN  0.577700       0.596116        16.9520                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        31.5042                 NaN            NaN   49.9215                 NaN  0.578028       0.588861        17.4074                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        31.0552                 NaN            NaN   49.9216                 NaN  0.578357       0.581599        17.8633                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        30.6057                 NaN            NaN   49.9216                 NaN  0.578685       0.574328        18.3197                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        30.1558                 NaN            NaN   49.9216                 NaN  0.579014       0.567048        18.7765                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        29.7055                 NaN            NaN   49.9215                 NaN  0.579342       0.559761        19.2339                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        29.2546                 NaN            NaN   49.9215                 NaN  0.579671       0.552465        19.6918                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        28.8583                 NaN            NaN   49.9216                 NaN  0.579966       0.544354        20.0958                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        28.4617                 NaN            NaN   49.9217                 NaN  0.580262       0.536235        20.5001                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        28.0647                 NaN            NaN   49.9217                 NaN  0.580557       0.528107        20.9049                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        27.6673                 NaN            NaN   49.9218                 NaN  0.580852       0.519971        21.3101                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        27.2696                 NaN            NaN   49.9218                 NaN  0.581148       0.511827        21.7156                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        26.8716                 NaN            NaN   49.9218                 NaN  0.581444       0.503675        22.1215                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        26.4731                 NaN            NaN   49.9218                 NaN  0.581739       0.495514        22.5278                 NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        26.0743                 NaN            NaN   49.9218                 NaN  0.582035       0.487345        22.9345                 NaN            NaN            NaN            NaN            NaN
  1458.33        500.000        25.7063                 NaN            NaN   49.9229                 NaN  0.582312       0.478714        23.3098                 NaN            NaN            NaN            NaN            NaN
  1455.13        500.000        25.3379                 NaN            NaN   49.9240                 NaN  0.582589       0.470075        23.6854                 NaN            NaN            NaN            NaN            NaN
  1451.92        500.000        24.9693                 NaN            NaN   49.9251                 NaN  0.582866       0.461427        24.0614                 NaN            NaN            NaN            NaN            NaN
  1448.72        500.000        24.6003                 NaN            NaN   49.9261                 NaN  0.583143       0.452771        24.4377                 NaN            NaN            NaN            NaN            NaN
  1445.51        500.000        24.0789                 NaN            NaN   49.9399                 NaN  0.583556       0.450918        24.6624       0.284297                 NaN            NaN            NaN            NaN
  1442.31        500.000        23.5449                 NaN            NaN   49.9542                 NaN  0.583985       0.451709        24.8344       0.630847                 NaN            NaN            NaN            NaN
  1439.10        500.000        23.0279                 NaN            NaN   49.9642                 NaN  0.584403       0.453789        25.0008       0.968811                 NaN            NaN            NaN            NaN
  1435.90        500.000        22.5103                 NaN            NaN   49.9743                 NaN  0.584821       0.455873        25.1675        1.30725                 NaN            NaN            NaN            NaN
  1432.69        500.000        22.0466                 NaN            NaN   49.9784                 NaN  0.585203       0.459562        25.3142        1.61595                 NaN            NaN            NaN            NaN
  1429.49        500.000        21.5824                 NaN            NaN   49.9826                 NaN  0.585584       0.463257        25.4611        1.92505                 NaN            NaN            NaN            NaN
  1426.28        500.000        21.1177                 NaN            NaN   49.9867                 NaN  0.585965       0.466958        25.6082        2.23455                 NaN            NaN            NaN            NaN
  1423.08        500.000        20.6524                 NaN            NaN   49.9907                 NaN  0.586346       0.470664        25.7554        2.54443                 NaN            NaN            NaN            NaN
  1419.87        500.000        20.2288                 NaN            NaN   49.9890                 NaN  0.586700       0.476229        25.8884        2.83089                 NaN            NaN            NaN            NaN
  1416.67        500.000        19.8048                 NaN            NaN   49.9872                 NaN  0.587053       0.481801        26.0215        3.11769                 NaN            NaN            NaN            NaN
  1413.46        500.000        19.4058                 NaN            NaN   49.9841                 NaN  0.587389       0.487855        26.1468        3.38799                 NaN            NaN            NaN            NaN
  1410.26        500.000        19.0023                 NaN            NaN   49.9753                 NaN  0.587730       0.495492        26.2600       0.179798E-001   3.66127                 NaN            NaN            NaN
  1407.05        500.000        18.5897                 NaN            NaN   49.9509                 NaN  0.588075       0.509977        26.1757        3.91042       0.275226                 NaN            NaN            NaN
  1403.85        500.000        17.9972                 NaN            NaN   49.9768                 NaN  0.588422       0.520083        26.0396        4.11477       0.608018       0.155085                 NaN            NaN
  1400.64        500.000        17.9967                 NaN            NaN   49.9771                 NaN  0.588433       0.520101        26.0398        4.11480       0.608025       0.155096                 NaN            NaN
  1397.44        500.000        16.8405                 NaN            NaN   50.0508                 NaN  0.589038       0.536473        25.7488        4.45001        1.26003       0.524348                 NaN            NaN
  1394.23        500.000        16.8400                 NaN            NaN   50.0510                 NaN  0.589048       0.536491        25.7490        4.45004        1.26005       0.524382                 NaN            NaN
  1391.03        500.000        16.8395                 NaN            NaN   50.0512                 NaN  0.589058       0.536509        25.7492        4.45006        1.26006       0.524417                 NaN            NaN
  1387.82        500.000        16.8391                 NaN            NaN   50.0514                 NaN  0.589069       0.536527        25.7494        4.45009        1.26008       0.524452                 NaN            NaN
  1384.62        500.000        14.9546                 NaN            NaN   50.1688                 NaN  0.590047       0.565929        25.2451        4.98468        2.34393        1.14689                 NaN            NaN
  1381.41        500.000        14.9542                 NaN            NaN   50.1689                 NaN  0.590056       0.565947        25.2453        4.98470        2.34395        1.14696                 NaN            NaN
  1378.21        500.000        14.9538                 NaN            NaN   50.1690                 NaN  0.590065       0.565965        25.2455        4.98472        2.34397        1.14704                 NaN            NaN
  1375.00        500.000        14.9534                 NaN            NaN   50.1691                 NaN  0.590074       0.565983        25.2456        4.98473        2.34399        1.14711                 NaN            NaN
