|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1/T13/T13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1509.49        500.000        99.3840       0.615989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.00        500.000        99.3900       0.609990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.50        500.000        99.3922       0.607840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.01        500.000        99.3951       0.604912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.52        500.000        99.3991       0.600938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.02        500.000        99.4028       0.597168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.53        500.000        99.4062       0.593768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.03        500.000        99.4110       0.589004       0.127548E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1497.54        500.000        99.4137       0.586314       0.135791E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1496.04        500.000        99.4181       0.557657       0.242533E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1494.55        500.000        99.4205       0.579480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        500.000        99.4227       0.577307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.56        500.000        99.4262       0.573840       0.601207E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1490.07        500.000        99.4304       0.569577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.57        500.000        99.4341       0.565927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.08        500.000        99.5816       0.377649       0.407816E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1485.59        500.000        99.3030       0.696971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.09        500.000        99.4433       0.556715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.60        500.000        99.4094       0.590610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.10        500.000        99.5474       0.452645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.61        500.000        99.4288       0.571161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.12        500.000        99.4031       0.596949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.62        500.000        99.4556       0.544382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.13        500.000        99.4608       0.539162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.63        500.000        99.4604       0.539572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.14        500.000        99.4634       0.536629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.64        500.000        99.4654       0.534600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.15        500.000        99.4809       0.519117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.66        500.000        99.3138                 NaN            NaN  0.686159                 NaN            NaN            NaN            NaN            NaN
  1466.16        500.000        99.3072                 NaN            NaN  0.692800                 NaN            NaN            NaN            NaN            NaN
  1464.67        500.000        99.3019                 NaN            NaN  0.698063                 NaN            NaN            NaN            NaN            NaN
  1463.17        500.000        99.2904       0.106713E-001            NaN  0.698944                 NaN            NaN            NaN            NaN            NaN
  1461.68        500.000        99.2986                 NaN            NaN  0.701395                 NaN            NaN            NaN            NaN            NaN
  1460.19        500.000        99.1761                 NaN            NaN  0.638725       0.185145                 NaN            NaN            NaN            NaN
  1458.69        500.000        98.8695                 NaN            NaN  0.721897       0.408607                 NaN            NaN            NaN            NaN
  1457.20        500.000        98.8785                 NaN            NaN  0.403799       0.717731                 NaN            NaN            NaN            NaN
  1455.70        500.000        98.8883                 NaN            NaN  0.712272       0.399473                 NaN            NaN            NaN            NaN
  1454.21        500.000        98.9015                 NaN            NaN  0.702733       0.395799                 NaN            NaN            NaN            NaN
  1452.72        500.000        98.9105                 NaN            NaN  0.697178       0.392274                 NaN            NaN            NaN            NaN
  1451.22        500.000        98.9173                 NaN            NaN  0.693006       0.389719                 NaN            NaN            NaN            NaN
  1449.73        500.000        98.9298                 NaN            NaN  0.384906       0.685332                 NaN            NaN            NaN            NaN
  1448.23        500.000        98.9367                 NaN            NaN  0.380900       0.682362                 NaN            NaN            NaN            NaN
  1446.74        500.000        98.9464                 NaN            NaN  0.674754       0.378838                 NaN            NaN            NaN            NaN
  1445.24        500.000        98.9584                 NaN            NaN  0.669629       0.371943                 NaN            NaN            NaN            NaN
  1443.75        500.000        98.9597                 NaN            NaN  0.669371       0.370902                 NaN            NaN            NaN            NaN
  1442.26        500.000        98.9770                 NaN            NaN  0.656946       0.366071                 NaN            NaN            NaN            NaN
  1440.76        500.000        98.9788                 NaN            NaN  0.657336       0.363850                 NaN            NaN            NaN            NaN
  1439.27        500.000        98.9937                 NaN            NaN  0.358781       0.647557                 NaN            NaN            NaN            NaN
  1437.77        500.000        98.9973                 NaN            NaN  0.355878       0.646842                 NaN            NaN            NaN            NaN
  1436.28        500.000        99.0082                 NaN            NaN  0.351828       0.640016                 NaN            NaN            NaN            NaN
  1434.79        500.000        99.0083                 NaN            NaN  0.350426       0.641315                 NaN            NaN            NaN            NaN
  1433.29        500.000        99.0261                 NaN            NaN  0.628779       0.345135                 NaN            NaN            NaN            NaN
  1431.80        500.000        99.0284                 NaN            NaN  0.628229       0.343347                 NaN            NaN            NaN            NaN
  1430.30        500.000        99.0367                 NaN            NaN  0.623134       0.340139                 NaN            NaN            NaN            NaN
  1428.81        500.000        98.9966                 NaN            NaN  0.352354       0.651011                 NaN            NaN            NaN            NaN
  1427.32        500.000        98.3013                 NaN            NaN  0.683123       0.685525       0.330037                 NaN            NaN            NaN
  1425.82        500.000        97.2076                 NaN            NaN  0.841301        1.17933       0.771746                 NaN            NaN            NaN
  1424.33        500.000        97.2675                 NaN            NaN  0.823706        1.15383       0.754957                 NaN            NaN            NaN
  1422.83        500.000        97.3240                 NaN            NaN   1.12960       0.807347       0.739080                 NaN            NaN            NaN
  1421.34        500.000        97.3675                 NaN            NaN  0.793960        1.11125       0.727314                 NaN            NaN            NaN
  1419.84        500.000        97.4346                 NaN            NaN  0.775597        1.08235       0.707440                 NaN            NaN            NaN
  1418.35        500.000        97.4785                 NaN            NaN  0.763203        1.06285       0.695435                 NaN            NaN            NaN
  1416.86        500.000        97.5297                 NaN            NaN  0.747568        1.04181       0.680895                 NaN            NaN            NaN
  1415.36        500.000        97.5754                 NaN            NaN  0.734079        1.02272       0.667833                 NaN            NaN            NaN
  1413.87        500.000        97.6180                 NaN            NaN  0.721216        1.00490       0.655885                 NaN            NaN            NaN
  1412.37        500.000        97.6633                 NaN            NaN  0.707568       0.986283       0.642821                 NaN            NaN            NaN
  1410.88        500.000        97.7056                 NaN            NaN  0.968459       0.695071       0.630828                 NaN            NaN            NaN
  1409.39        500.000        97.7398                 NaN            NaN  0.685308       0.954201       0.620644                 NaN            NaN            NaN
  1407.89        500.000        97.7835                 NaN            NaN  0.936229       0.671955       0.608285                 NaN            NaN            NaN
  1406.40        500.000        97.8241                 NaN            NaN  0.919192       0.660059       0.596670                 NaN            NaN            NaN
  1404.90        500.000        97.8570                 NaN            NaN  0.905919       0.649847       0.587216                 NaN            NaN            NaN
  1403.41        500.000        97.8963                 NaN            NaN  0.889452       0.638315       0.575971                 NaN            NaN            NaN
  1401.92        500.000        97.9295                 NaN            NaN  0.628025       0.875989       0.566478                 NaN            NaN            NaN
  1400.42        500.000        97.9610                 NaN            NaN  0.862655       0.618996       0.557345                 NaN            NaN            NaN
  1398.93        500.000        97.9938                 NaN            NaN  0.608094       0.850157       0.547988                 NaN            NaN            NaN
  1397.43        500.000        98.0224                 NaN  0.115141       0.640594       0.667236       0.554616                 NaN            NaN            NaN
  1395.94        500.000        98.0447                 NaN  0.246301       0.682502       0.461377       0.565156                 NaN            NaN            NaN
  1394.45        500.000        98.0790                 NaN  0.249161       0.672940       0.443352       0.555517                 NaN            NaN            NaN
  1392.95        500.000        98.1076                 NaN  0.252216       0.666753       0.425612       0.547777                 NaN            NaN            NaN
  1391.46        500.000        98.1377                 NaN  0.255767       0.659979       0.407073       0.539481                 NaN            NaN            NaN
  1389.96        500.000        98.1584                 NaN  0.259544       0.390383       0.657647       0.534048                 NaN            NaN            NaN
  1388.47        500.000        98.1961                 NaN  0.259875       0.645723       0.375245       0.523030                 NaN            NaN            NaN
  1386.97        500.000        97.8580                 NaN  0.325664       0.773475       0.417712       0.625198                 NaN            NaN            NaN
  1385.48        500.000        98.6239                 NaN  0.207351       0.500900       0.270171       0.397722                 NaN            NaN            NaN
  1383.99        500.000        98.2705                 NaN  0.270733       0.325004       0.631105       0.502682                 NaN            NaN            NaN
  1382.49        500.000        98.2950                 NaN  0.273605       0.626237       0.309297       0.495881                 NaN            NaN            NaN
  1381.00        500.000        98.3204                 NaN  0.276450       0.620366       0.293896       0.488925                 NaN            NaN            NaN
  1379.50        500.000        98.3420                 NaN  0.279204       0.616264       0.279673       0.482813                 NaN            NaN            NaN
  1378.01        500.000        98.3667                 NaN  0.281898       0.264005       0.611532       0.475874                 NaN            NaN            NaN
  1376.52        500.000        98.3885                 NaN  0.284456       0.249886       0.607252       0.469875                 NaN            NaN            NaN
  1375.02        500.000        98.4115                 NaN  0.287687       0.234251       0.602944       0.463661                 NaN            NaN            NaN
  1373.53        500.000        98.4324                 NaN  0.289662       0.222153       0.598198       0.457570                 NaN            NaN            NaN
  1372.03        500.000        98.4442                 NaN  0.294678       0.208105       0.598405       0.454588                 NaN            NaN            NaN
  1370.54        500.000        98.4792                 NaN  0.292481       0.197286       0.587190       0.443830                 NaN            NaN            NaN
  1369.05        500.000        98.4920                 NaN  0.297387       0.182142       0.587616       0.440891                 NaN            NaN            NaN
  1367.55        500.000        98.5129                 NaN  0.299184       0.170522       0.582494       0.434875                 NaN            NaN            NaN
  1366.06        500.000        98.5309                 NaN  0.301798       0.579138       0.158332       0.429857                 NaN            NaN            NaN
  1364.56        500.000        98.5500                 NaN  0.303581       0.575625       0.146487       0.424348                 NaN            NaN            NaN
  1363.07        500.000        98.5688                 NaN  0.306053       0.134315       0.571713       0.419083                 NaN            NaN            NaN
  1361.57        500.000        98.5869                 NaN  0.307756       0.568232       0.123206       0.413927                 NaN            NaN            NaN
  1360.08        500.000        98.6042                 NaN  0.309399       0.565377       0.112067       0.408930                 NaN            NaN            NaN
  1358.59        500.000        98.6197                 NaN  0.311596       0.999967E-001  0.564068       0.404608                 NaN            NaN            NaN
  1357.09        500.000        97.9991                 NaN  0.446391       0.153665       0.816133       0.584665                 NaN            NaN            NaN
  1355.60        500.000        99.2985                 NaN  0.179273       0.299311       0.160785E-001  0.206849                 NaN            NaN            NaN
  1354.10        500.000        98.6711                 NaN  0.315139       0.719555E-001  0.552332       0.389447                 NaN            NaN            NaN
  1352.61        500.000        98.6867                 NaN  0.316561       0.549156       0.625193E-001  0.385097                 NaN            NaN            NaN
  1351.12        500.000        98.7021                 NaN  0.317523       0.545881       0.540216E-001  0.380481                 NaN            NaN            NaN
  1349.62        500.000        98.7167                 NaN  0.318270       0.460852E-001  0.542920       0.376039                 NaN            NaN            NaN
  1348.13        500.000        98.7334                 NaN  0.319373       0.539258       0.366535E-001  0.371320                 NaN            NaN            NaN
  1346.63        500.000        98.7473                 NaN  0.319821       0.293057E-001  0.536481       0.367114                 NaN            NaN            NaN
  1345.14        500.000        98.7601                 NaN  0.320981       0.214325E-001  0.534053       0.363426                 NaN            NaN            NaN
  1343.65        500.000        98.7773                 NaN  0.319978       0.151949E-001  0.529551       0.357934                 NaN            NaN            NaN
  1342.15        500.000        98.7906                 NaN  0.320969       0.526872       0.729394E-002  0.354219                 NaN            NaN            NaN
  1340.66        500.000        98.8034                 NaN  0.320784       0.129470E-002  0.524283       0.350270                 NaN            NaN            NaN
  1339.16        500.000        98.8161                 NaN  0.318736       0.519087                 NaN  0.346085                 NaN            NaN            NaN
  1337.67        500.000        98.8285                 NaN  0.316614       0.512815                 NaN  0.342099                 NaN            NaN            NaN
  1336.17        500.000        98.8404                 NaN  0.312742       0.508938                 NaN  0.337876                 NaN            NaN            NaN
  1334.68        500.000        98.8532                 NaN  0.310032       0.502960                 NaN  0.333797                 NaN            NaN            NaN
  1333.19        500.000        98.8646                 NaN  0.308967       0.496309                 NaN  0.330145                 NaN            NaN            NaN
  1331.69        500.000        98.8775                 NaN  0.304158       0.492576                 NaN  0.325791                 NaN            NaN            NaN
  1330.20        500.000        98.8835                 NaN  0.301981       0.491062                 NaN  0.323440                 NaN            NaN            NaN
  1328.70        500.000        98.9029                 NaN  0.297893       0.482092                 NaN  0.317162                 NaN            NaN            NaN
  1327.21        500.000        98.8992                 NaN  0.257793       0.445157       0.842892E-001  0.313604                 NaN            NaN            NaN
  1325.72        500.000        98.9218                 NaN  0.294241       0.472823                 NaN  0.311101                 NaN            NaN            NaN
  1324.22        500.000        98.8932                 NaN  0.240922       0.102127       0.448711       0.315034                 NaN            NaN            NaN
  1322.73        500.000        98.9757                 NaN  0.290512       0.440378                 NaN  0.293369                 NaN            NaN            NaN
  1321.23        500.000        98.9547                 NaN  0.286825       0.458420                 NaN  0.300090                 NaN            NaN            NaN
  1319.74        500.000        98.9629                 NaN  0.286308       0.453219                 NaN  0.297553                 NaN            NaN            NaN
  1318.25        500.000        98.9710                 NaN  0.280028       0.454988                 NaN  0.293946                 NaN            NaN            NaN
  1316.75        500.000        98.9890                 NaN  0.277143       0.445375                 NaN  0.288477                 NaN            NaN            NaN
  1315.26        500.000        98.9960                 NaN  0.275485       0.442351                 NaN  0.286176                 NaN            NaN            NaN
  1313.76        500.000        99.0062                 NaN  0.272907       0.438030                 NaN  0.282853                 NaN            NaN            NaN
  1312.27        500.000        99.0165                 NaN  0.270022       0.433868                 NaN  0.279619                 NaN            NaN            NaN
  1310.77        500.000        99.0270                 NaN  0.266337       0.430773                 NaN  0.275869                 NaN            NaN            NaN
  1309.28        500.000        99.0354                 NaN  0.265143       0.426226                 NaN  0.273208                 NaN            NaN            NaN
  1307.79        500.000        99.0452                 NaN  0.261897       0.422874                 NaN  0.270052                 NaN            NaN            NaN
  1306.29        500.000        99.0561                 NaN  0.258854       0.418923                 NaN  0.266141                 NaN            NaN            NaN
  1304.80        500.000        99.0637                 NaN  0.256805       0.415788                 NaN  0.263737                 NaN            NaN            NaN
  1303.30        500.000        99.0731                 NaN  0.253523       0.412828                 NaN  0.260594                 NaN            NaN            NaN
  1301.81        500.000        99.0841                 NaN  0.249928       0.408978                 NaN  0.256987                 NaN            NaN            NaN
  1300.32        500.000        99.0925                 NaN  0.248782       0.404354                 NaN  0.254336                 NaN            NaN            NaN
  1298.82        500.000        99.1014                 NaN  0.245046       0.402303                 NaN  0.251281                 NaN            NaN            NaN
  1297.33        500.000        99.1102                 NaN  0.241734       0.399651                 NaN  0.248370                 NaN            NaN            NaN
  1295.83        500.000        99.1184                 NaN  0.240547       0.395371                 NaN  0.245641                 NaN            NaN            NaN
  1294.34        500.000        99.1272                 NaN  0.236946       0.393040                 NaN  0.242774                 NaN            NaN            NaN
  1292.85        500.000        99.1366                 NaN  0.234072       0.389643                 NaN  0.239647                 NaN            NaN            NaN
  1291.35        500.000        99.1450                 NaN  0.231669       0.386296                 NaN  0.236986                 NaN            NaN            NaN
  1289.86        500.000        99.1523                 NaN  0.229357       0.383735                 NaN  0.234656                 NaN            NaN            NaN
  1288.36        500.000        99.1626                 NaN  0.224494       0.381928                 NaN  0.230984                 NaN            NaN            NaN
  1286.87        500.000        99.1691                 NaN  0.224214       0.377616                 NaN  0.229081                 NaN            NaN            NaN
  1285.38        500.000        99.1774                 NaN  0.220348       0.376036                 NaN  0.226259                 NaN            NaN            NaN
  1283.88        500.000        99.1869                 NaN  0.216940       0.372853                 NaN  0.223334                 NaN            NaN            NaN
  1282.39        500.000        99.1943                 NaN  0.214613       0.370210                 NaN  0.220829                 NaN            NaN            NaN
  1280.89        500.000        99.2024                 NaN  0.211566       0.367678                 NaN  0.218335                 NaN            NaN            NaN
  1279.40        500.000        99.2068                 NaN  0.211068       0.364829                 NaN  0.217259                 NaN            NaN            NaN
  1277.90        500.000        99.2219                 NaN  0.205002       0.361483                 NaN  0.211649                 NaN            NaN            NaN
  1276.41        500.000        99.2262                 NaN  0.203455       0.359600                 NaN  0.210790                 NaN            NaN            NaN
  1274.92        500.000        99.2339                 NaN  0.199997       0.357899                 NaN  0.208195                 NaN            NaN            NaN
  1273.42        500.000        99.2414                 NaN  0.196680       0.356161                 NaN  0.205786                 NaN            NaN            NaN
  1271.93        500.000        99.2490                 NaN  0.193890       0.353726                 NaN  0.203419                 NaN            NaN            NaN
  1270.43        500.000        99.2603                 NaN  0.188654       0.798726E-002  0.342664       0.200423                 NaN            NaN            NaN
  1268.94        500.000        99.2642                 NaN  0.187707       0.349752                 NaN  0.198379                 NaN            NaN            NaN
  1267.45        500.000        99.2686                 NaN  0.186610       0.347717                 NaN  0.197045                 NaN            NaN            NaN
  1265.95        500.000        99.2796                 NaN  0.181469       0.345247                 NaN  0.193672                 NaN            NaN            NaN
  1264.46        500.000        99.2842                 NaN  0.179540       0.344109                 NaN  0.192148                 NaN            NaN            NaN
  1262.96        500.000        98.6279                 NaN  0.233017       0.460436                 NaN  0.259748       0.418932                 NaN            NaN
  1261.47        500.000        95.0356                 NaN  0.168416       0.644400       0.914590       0.633569        2.60342                 NaN            NaN
  1259.98        500.000        93.2294                 NaN  0.316375        1.17321       0.841674       0.878906        3.56047                 NaN            NaN
  1258.48        500.000        96.3649                 NaN            NaN  0.796247       0.438856       0.454288        1.83072       0.114987                 NaN
  1256.99        500.000        94.0623                 NaN  0.192468       0.934322       0.787260       0.753745        3.07338       0.196526                 NaN
  1255.49        500.000        94.3937                 NaN  0.359219       0.340701        1.08323       0.720960        2.90884       0.193384                 NaN
  1254.00        500.000        94.7027                 NaN  0.344601       0.310072        1.03509       0.682957        2.74281       0.181787                 NaN
  1252.50        500.000        94.9821                 NaN  0.331992       0.281711       0.990872       0.648393        2.59364       0.171287                 NaN
  1251.01        500.000        95.2353                 NaN  0.319872       0.255204       0.951962       0.616853        2.45902       0.161780                 NaN
  1249.52        500.000        95.4655                 NaN  0.309692       0.915717       0.230543       0.587888        2.33754       0.153090                 NaN
  1248.02        500.000        95.6772                 NaN  0.299287       0.881072       0.210128       0.561096        2.22620       0.145063                 NaN
  1246.53        500.000        95.8715                 NaN  0.289658       0.849082       0.190883       0.536319        2.12488       0.137713                 NaN
  1245.03        500.000        96.0516                 NaN  0.281014       0.173753       0.819030       0.513218        2.03065       0.130772                 NaN
  1243.54        500.000        96.2165                 NaN  0.271430       0.789728       0.160788       0.491715        1.94548       0.124403                 NaN
  1242.05        500.000        96.3699                 NaN  0.262882       0.761059       0.149567       0.471694        1.86647       0.118382                 NaN
  1240.55        500.000        96.5161                 NaN  0.252990       0.733361       0.141361       0.452425        1.79111       0.112665                 NaN
  1239.06        500.000        96.6498                 NaN  0.244105       0.706072       0.135434       0.434721        1.72260       0.107304                 NaN
  1237.56        500.000        96.7763                 NaN  0.235026       0.131603       0.678947       0.417797        1.65816       0.102186                 NaN
  1236.07        500.000        96.8952                 NaN  0.225675       0.129360       0.652991       0.401831        1.59758       0.973806E-001            NaN
  1234.58        500.000        97.0052                 NaN  0.213629       0.622541       0.138114       0.386865        1.54101       0.926384E-001            NaN
  1233.08        500.000        97.1115                 NaN  0.206127       0.599488       0.134389       0.372409        1.48778       0.883356E-001            NaN
  1231.59        500.000        97.2112                 NaN  0.195026       0.571740       0.142352       0.358780        1.43683       0.840320E-001            NaN
  1230.09        500.000        97.3051                 NaN  0.185075       0.545919       0.148559       0.345761        1.38953       0.800748E-001            NaN
  1228.60        500.000        97.3946                 NaN  0.173211       0.517353       0.161441       0.333299        1.34403       0.760980E-001            NaN
  1227.10        500.000        97.4768                 NaN  0.161946       0.490330       0.174421       0.321976        1.30214       0.723512E-001            NaN
  1225.61        500.000        97.5565                 NaN  0.149946       0.190390       0.462040       0.310811        1.26156       0.687249E-001            NaN
  1224.12        500.000        97.6329                 NaN  0.136641       0.432733       0.210357       0.300004        1.22229       0.651077E-001            NaN
  1222.62        500.000        97.7036                 NaN  0.123378       0.404385       0.231057       0.290070        1.18583       0.616537E-001            NaN
  1221.13        500.000        97.8226                 NaN  0.202389       0.485939                 NaN  0.276123        1.14952       0.634635E-001            NaN
  1219.63        500.000        97.1383                 NaN  0.710494E-001  0.562312       0.319109       0.373085        1.46200       0.741027E-001            NaN
  1218.14        500.000        98.5025                 NaN  0.145106       0.369567                 NaN  0.172656       0.775500       0.346397E-001            NaN
  1216.65        500.000        97.8254                 NaN  0.112948E-001  0.574996       0.163846       0.273460        1.10445       0.465681E-001            NaN
  1215.15        500.000        97.5378                 NaN            NaN  0.593606       0.208090       0.310309        1.29970       0.505376E-001            NaN
  1213.66        500.000        95.1338                 NaN  0.524004        1.08304                 NaN  0.596273        2.53128       0.131586                 NaN
  1212.16        500.000       100.0000                 NaN  0.132821E-004  0.486135E-005            NaN  0.389252E-005            NaN            NaN            NaN
  1210.67        500.000        99.9998                 NaN            NaN  0.962461E-005            NaN  0.140210E-004  0.776693E-004  0.209539E-005  0.787914E-004
