|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.75/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1085.21        2500.00                 NaN            NaN            NaN            NaN   2.86763                 NaN            NaN   3.81811                 NaN   7.51050        48.7094       0.889159        34.5941        1.61111     
  1082.71        2500.00                 NaN            NaN            NaN            NaN   2.87412                 NaN            NaN   3.83936                 NaN   7.51311        48.6991       0.889775        34.6016        1.58287     
  1080.20        2500.00                 NaN            NaN            NaN            NaN   2.89758                 NaN            NaN   3.85447                 NaN   7.51997        48.6761       0.887660        34.6180        1.54622     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   2.86985                 NaN            NaN   3.94272                 NaN   7.52259        48.6756       0.886915        34.6056        1.49675     
  1075.19        2500.00                 NaN            NaN            NaN            NaN   2.87745                 NaN            NaN   4.00021                 NaN   7.53530        48.6383       0.883726        34.6174        1.44766     
  1072.68        2500.00                 NaN            NaN            NaN            NaN   2.87035                 NaN            NaN   3.96277                 NaN   7.52030        48.6671       0.887177        34.6109        1.48141     
  1070.18        2500.00                 NaN            NaN            NaN            NaN   2.87056                 NaN            NaN   4.03321                 NaN   7.53180        48.6334       0.884914        34.6194        1.42662     
  1067.67        2500.00                 NaN            NaN            NaN            NaN   2.87719                 NaN            NaN   3.95970                 NaN   7.52358        48.6557       0.887148        34.6201        1.47658     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   2.88249                 NaN            NaN   3.96113                 NaN   7.52162        48.6530       0.887731        34.6250        1.46909     
  1062.66        2500.00                 NaN            NaN            NaN            NaN   2.87925                 NaN            NaN   3.99103                 NaN   7.52655        48.6420       0.886324        34.6266        1.44831     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   2.88004                 NaN            NaN   4.00698                 NaN   7.52793        48.6354       0.885914        34.6296        1.43410     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   2.88667                 NaN            NaN   3.99043                 NaN   7.52909        48.6253       0.885787        34.6364        1.44626     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   2.88101                 NaN            NaN   4.03245                 NaN   7.53770        48.6110       0.883778        34.6372        1.41687     
  1052.63        2500.00                 NaN            NaN            NaN            NaN   2.89003                 NaN            NaN   4.07422                 NaN   7.53627        48.6060       0.884101        34.6443        1.36511     
  1050.13        2500.00                 NaN            NaN            NaN            NaN   2.89239                 NaN            NaN   4.08065                 NaN   7.53566        48.5861       0.884035        34.6523        1.36888     
  1047.62        2500.00                 NaN            NaN            NaN            NaN   2.89398                 NaN            NaN   4.04058                 NaN   7.53253        48.6179       0.883874        34.6459        1.38528     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   2.88466                 NaN            NaN   4.28778                 NaN   7.55937        48.5330       0.878294        34.6604        1.19647     
  1042.61        2500.00                 NaN            NaN            NaN            NaN   2.89039                 NaN            NaN   4.12047                 NaN   7.53932        48.5801       0.882999        34.6557        1.33106     
  1040.10        2500.00                 NaN            NaN            NaN            NaN   2.89090                 NaN            NaN   4.14040                 NaN   7.53999        48.5737       0.882882        34.6588        1.31333     
  1037.59        2500.00                 NaN            NaN            NaN            NaN   2.88588                 NaN            NaN   4.35679                 NaN   7.56037        48.5143       0.878272        34.6701        1.13432     
  1035.09        2500.00                 NaN            NaN            NaN            NaN   2.88890                 NaN            NaN   4.35466                 NaN   7.56304        48.5075       0.877497        34.6738        1.13461     
  1032.58        2500.00                 NaN            NaN            NaN            NaN   2.88041                 NaN            NaN   4.31589                 NaN   7.55939        48.5033       0.877943        34.6729        1.19016     
  1030.08        2500.00                 NaN            NaN            NaN            NaN   2.88766                 NaN            NaN   4.28667                 NaN   7.55612        48.5078       0.878455        34.6764        1.20688     
  1027.57        2500.00                 NaN            NaN            NaN            NaN   2.89061                 NaN            NaN   4.27880                 NaN   7.55435        48.5098       0.878540        34.6784        1.20951     
  1025.06        2500.00                 NaN            NaN            NaN            NaN   2.90265                 NaN            NaN   4.28318                 NaN   7.55403        48.5155       0.880422        34.6857        1.17851     
  1022.56        2500.00                 NaN            NaN            NaN            NaN   2.89243                 NaN            NaN   4.37153                 NaN   7.56455        48.4892       0.876778        34.6859        1.11961     
  1020.05        2500.00                 NaN            NaN            NaN            NaN   2.90055                 NaN            NaN   4.27371                 NaN   7.55189        48.5138       0.879930        34.6873        1.19289     
  1017.54        2500.00                 NaN            NaN            NaN            NaN   2.88936                 NaN            NaN   4.48721                 NaN   7.57721        48.4455       0.873156        34.6954        1.03214     
  1015.04        2500.00                 NaN            NaN            NaN            NaN   2.89185                 NaN            NaN   4.50913                 NaN   7.57299        48.4386       0.874811        34.7015        1.01112     
  1012.53        2500.00                 NaN            NaN            NaN            NaN   2.89446                 NaN            NaN   4.53364                 NaN   7.57215        48.4244       0.874726        34.7077       0.992913     
  1010.03        2500.00                 NaN            NaN            NaN            NaN   2.89008                 NaN            NaN   4.64333                 NaN   7.58315        48.3881       0.872468        34.7139       0.908865     
  1007.52        2500.00                 NaN            NaN            NaN            NaN   2.89574                 NaN            NaN   4.62704                 NaN   7.58192        48.3901       0.872885        34.7177       0.914614     
  1005.01        2500.00                 NaN            NaN            NaN            NaN   2.90952                 NaN            NaN   4.36598                 NaN   7.56679        48.4672       0.876156        34.7082        1.10609     
  1002.51        2500.00                 NaN            NaN            NaN            NaN   2.90476                 NaN            NaN   4.48751                 NaN   7.57606        48.4288       0.873097        34.7147        1.01515     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   2.90845                 NaN            NaN   4.53417                 NaN   7.56223        48.4434       0.877545        34.7168       0.957385     
