|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.75/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1894.74        2500.00        99.2833                 NaN            NaN            NaN  0.716662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.0582                 NaN  0.366227E-002            NaN  0.929545       0.857363E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.8462                 NaN            NaN            NaN  0.153837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.7436                 NaN            NaN            NaN  0.245258       0.110969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.2470                 NaN            NaN            NaN  0.753040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4781                 NaN            NaN            NaN  0.517850       0.408021E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4811                 NaN            NaN            NaN  0.508343       0.105541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4796                 NaN            NaN            NaN  0.509733       0.106554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4828                 NaN            NaN            NaN  0.506638       0.106029E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4847                 NaN            NaN            NaN  0.504769       0.105777E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4876                 NaN            NaN            NaN  0.501910       0.105121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4893                 NaN            NaN            NaN  0.500195       0.105008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4911                 NaN            NaN            NaN  0.498479       0.104666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4917                 NaN            NaN            NaN  0.497818       0.104726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4959                 NaN            NaN            NaN  0.493702       0.103733E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4953                 NaN            NaN            NaN  0.494252       0.104081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4988                 NaN            NaN            NaN  0.490901       0.103293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.5003                 NaN            NaN            NaN  0.489430       0.103013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.5001                 NaN            NaN            NaN  0.489586       0.103060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.5030                 NaN            NaN            NaN  0.486794       0.102286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.5032                 NaN            NaN            NaN  0.486589       0.102250E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.5023                 NaN            NaN            NaN  0.487482       0.102665E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.5074                 NaN            NaN            NaN  0.482466       0.101051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.6216                 NaN            NaN            NaN  0.370600       0.784231E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.3916                 NaN            NaN            NaN  0.595991       0.124211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.5069                 NaN            NaN            NaN  0.482970       0.100854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3913                 NaN            NaN            NaN  0.596188       0.124765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.6267                 NaN            NaN            NaN  0.365728       0.760280E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.5085                 NaN            NaN            NaN  0.481457       0.100174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.5087                 NaN            NaN            NaN  0.481270       0.999578E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.5086                 NaN            NaN            NaN  0.481400       0.998480E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5086                 NaN            NaN            NaN  0.481462       0.995644E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.5091                 NaN            NaN            NaN  0.480994       0.990469E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.5079                 NaN            NaN            NaN  0.482167       0.990107E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.5090                 NaN            NaN            NaN  0.481187       0.986117E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5912                 NaN            NaN            NaN  0.400605       0.817646E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4221                 NaN            NaN            NaN  0.566421       0.115265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.5078                 NaN            NaN            NaN  0.482447       0.978165E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.5068                 NaN            NaN            NaN  0.483448       0.975378E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5043                 NaN            NaN            NaN  0.485906       0.977831E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.5047                 NaN            NaN            NaN  0.485542       0.972485E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.5016                 NaN            NaN            NaN  0.488658       0.976078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4915                 NaN            NaN            NaN  0.498576       0.989329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5132                 NaN            NaN            NaN  0.477393       0.944304E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.5001                 NaN            NaN            NaN  0.490265       0.966185E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4982                 NaN            NaN            NaN  0.492146       0.963330E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4946                 NaN            NaN            NaN  0.495678       0.968459E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4973                 NaN            NaN            NaN  0.493168       0.957170E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4936                 NaN            NaN            NaN  0.496759       0.959464E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4921                 NaN            NaN            NaN  0.498282       0.957349E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4895                 NaN            NaN            NaN  0.500945       0.957372E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4879                 NaN            NaN            NaN  0.502528       0.953655E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4877                 NaN            NaN            NaN  0.502760       0.949960E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4841                 NaN            NaN            NaN  0.506391       0.952711E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4830                 NaN            NaN            NaN  0.507557       0.948800E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4801                 NaN            NaN            NaN  0.510443       0.948807E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4769                 NaN            NaN            NaN  0.513583       0.950132E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4768                 NaN            NaN            NaN  0.513756       0.942852E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4732                 NaN            NaN            NaN  0.517314       0.945302E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4672                 NaN            NaN            NaN  0.523273       0.952982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4730                 NaN            NaN            NaN  0.517679       0.933136E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4665                 NaN            NaN            NaN  0.524125       0.941411E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4635                 NaN            NaN            NaN  0.527112       0.941618E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4629                 NaN            NaN            NaN  0.527793       0.935655E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4590                 NaN            NaN            NaN  0.531661       0.937235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4556                 NaN            NaN            NaN  0.535049       0.938373E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4552                 NaN            NaN            NaN  0.535482       0.933855E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4515                 NaN            NaN            NaN  0.539134       0.934208E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4495                 NaN            NaN            NaN  0.541209       0.932755E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4467                 NaN            NaN            NaN  0.543981       0.931831E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4436                 NaN            NaN            NaN  0.547067       0.933209E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4417                 NaN            NaN            NaN  0.548981       0.928925E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4376                 NaN            NaN            NaN  0.553077       0.932653E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3214                 NaN            NaN            NaN  0.667556       0.110883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.5498                 NaN            NaN            NaN  0.442843       0.740296E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4742                 NaN            NaN            NaN  0.517197       0.861587E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3885                 NaN            NaN            NaN  0.601664       0.986403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4280                 NaN            NaN            NaN  0.562814       0.923513E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4237                 NaN            NaN            NaN  0.567014       0.926511E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4241                 NaN            NaN            NaN  0.566709       0.920516E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4216                 NaN            NaN            NaN  0.569184       0.920332E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4179                 NaN            NaN            NaN  0.572887       0.921578E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4180                 NaN            NaN            NaN  0.572858       0.918791E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4154                 NaN            NaN            NaN  0.575411       0.919290E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.4130                 NaN            NaN            NaN  0.577832       0.918387E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.4100                 NaN            NaN            NaN  0.580782       0.920579E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.4103                 NaN            NaN            NaN  0.580499       0.915818E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4188                 NaN            NaN            NaN  0.572203       0.899243E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3985                 NaN            NaN            NaN  0.592263       0.925856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.4070                 NaN            NaN            NaN  0.583863       0.910432E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.4060                 NaN            NaN            NaN  0.584896       0.911345E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.4046                 NaN            NaN            NaN  0.586360       0.908354E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        98.4181                 NaN            NaN            NaN  0.326113                 NaN   1.25577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        98.0885                 NaN            NaN            NaN  0.226321                 NaN   1.68520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        98.1294                 NaN            NaN            NaN  0.220097                 NaN   1.65051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        98.1666                 NaN            NaN            NaN  0.215320                 NaN   1.61810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.2044                 NaN            NaN            NaN  0.211306                 NaN   1.58431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.2382                 NaN            NaN            NaN  0.207430                 NaN   1.55433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.2713                 NaN            NaN            NaN  0.201390                 NaN   1.52731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.3120                 NaN            NaN            NaN  0.196468                 NaN   1.49152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.3418                 NaN            NaN            NaN  0.194150                 NaN   1.46407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.3524                 NaN            NaN            NaN  0.188476                 NaN   1.45910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.4220                 NaN            NaN            NaN  0.178370                 NaN   1.39964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.4275                 NaN            NaN            NaN  0.193764                 NaN   1.37875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.4626                 NaN            NaN            NaN  0.166468                 NaN   1.37091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        97.2985                 NaN            NaN            NaN  0.260666                 NaN   2.44081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.7237                 NaN            NaN            NaN  0.866212E-001            NaN  0.189706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.5423                 NaN            NaN            NaN  0.163948                 NaN   1.29374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.5604                 NaN            NaN            NaN  0.160887                 NaN   1.27867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.5959                 NaN            NaN            NaN  0.158326                 NaN   1.24576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.6162                 NaN            NaN            NaN  0.154025                 NaN   1.22982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4743                 NaN            NaN            NaN  0.165363                 NaN   1.36033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.8226                 NaN            NaN            NaN  0.127393                 NaN   1.04998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6846                 NaN            NaN            NaN  0.143500                 NaN   1.17189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.7012                 NaN            NaN            NaN  0.138560                 NaN   1.16023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.7260                 NaN            NaN            NaN  0.134347                 NaN   1.13966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7404                 NaN            NaN            NaN  0.130906                 NaN   1.12867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.7652                 NaN            NaN            NaN  0.130224                 NaN   1.10455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7842                 NaN            NaN            NaN  0.125598                 NaN   1.09022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7270                 NaN            NaN            NaN  0.128053                 NaN   1.14498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.8931                 NaN            NaN            NaN  0.112955                 NaN  0.993906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.8385                 NaN            NaN            NaN  0.116936                 NaN   1.04458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.8547                 NaN            NaN            NaN  0.113930                 NaN   1.03133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8723                 NaN            NaN            NaN  0.111872                 NaN   1.01587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8864                 NaN            NaN            NaN  0.149889                 NaN  0.963743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.9028                 NaN            NaN            NaN  0.658908E-001            NaN   1.03134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.9225                 NaN            NaN            NaN  0.101948                 NaN  0.975556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8207                 NaN            NaN            NaN  0.105923                 NaN   1.07340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0602                 NaN            NaN            NaN  0.866135E-001            NaN  0.853195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9642                 NaN            NaN            NaN  0.955351E-001            NaN  0.940273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9761                 NaN            NaN            NaN  0.907251E-001            NaN  0.933209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9888                 NaN            NaN            NaN  0.877338E-001            NaN  0.923484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0023                 NaN            NaN            NaN  0.858000E-001            NaN  0.911911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0092                 NaN            NaN            NaN  0.954880E-001            NaN  0.895324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0434                 NaN            NaN            NaN  0.787479E-001            NaN  0.877862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9780                 NaN            NaN            NaN  0.783597E-001            NaN  0.943675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1134                 NaN            NaN            NaN  0.708593E-001            NaN  0.815791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0614                 NaN            NaN            NaN  0.736531E-001            NaN  0.864926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0761                 NaN            NaN            NaN  0.727037E-001            NaN  0.851217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0837                 NaN            NaN            NaN  0.654961E-001            NaN  0.850783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0945                 NaN            NaN            NaN  0.651912E-001            NaN  0.840284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1045                 NaN            NaN            NaN  0.624760E-001            NaN  0.832986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
