|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1969.92        500.000        98.2639                 NaN  0.809285       0.921073       0.569320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.42        500.000        98.2526                 NaN  0.809431       0.932234       0.569382E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        500.000        98.2414                 NaN  0.809578       0.943362       0.569444E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        500.000        98.2301                 NaN  0.809723       0.954455       0.569506E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        98.2189                 NaN  0.809869       0.965519       0.569568E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        98.2078                 NaN  0.810014       0.976524       0.569629E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        98.1966                 NaN  0.810159       0.987505       0.569691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        98.1855                 NaN  0.810303       0.998459       0.569752E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        98.1745                 NaN  0.810447        1.00935       0.569813E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        98.1635                 NaN  0.810591        1.02022       0.569874E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        98.1525                 NaN  0.810734        1.03107       0.569934E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        98.1416                 NaN  0.810877        1.04184       0.569995E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        98.1307                 NaN  0.811020        1.05260       0.570055E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        98.1198                 NaN  0.811162        1.06332       0.570115E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        98.1090                 NaN  0.811304        1.07400       0.570175E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        98.0982                 NaN  0.811446        1.08464       0.570234E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        98.0874                 NaN  0.811587        1.09526       0.570294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        98.0767                 NaN  0.811728        1.10582       0.570353E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        98.0661                 NaN  0.811869        1.11637       0.570412E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        98.0554                 NaN  0.812009        1.12686       0.570471E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        98.0448                 NaN  0.812150        1.13731       0.570530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        98.0343                 NaN  0.812289        1.14773       0.570588E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        98.0237                 NaN  0.812429        1.15812       0.570647E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        98.0133                 NaN  0.812568        1.16847       0.570705E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        98.0028                 NaN  0.812707        1.17880       0.570763E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        97.9924                 NaN  0.812845        1.18905       0.570820E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        97.9820                 NaN  0.812983        1.19929       0.570878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        97.9717                 NaN  0.813121        1.20949       0.570935E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        97.9614                 NaN  0.813258        1.21966       0.570992E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        97.9511                 NaN  0.813395        1.22978       0.571049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        97.9409                 NaN  0.813532        1.23987       0.571106E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        97.9307                 NaN  0.813668        1.24993       0.571163E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        97.9205                 NaN  0.813805        1.25997       0.571219E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        97.9104                 NaN  0.813941        1.26997       0.571276E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        97.9003                 NaN  0.814076        1.27987       0.571332E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        97.8903                 NaN  0.814211        1.28977       0.571388E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        97.8803                 NaN  0.814346        1.29968       0.571443E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        97.8703                 NaN  0.814481        1.30949       0.571499E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        97.8833                 NaN  0.814441        1.29653       0.571432E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        97.8505                 NaN  0.814749        1.32904       0.571609E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        97.8406                 NaN  0.814882        1.33876       0.571664E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        97.8308                 NaN  0.815016        1.34844       0.571719E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        97.8210                 NaN  0.815149        1.35810       0.571774E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        97.8113                 NaN  0.815281        1.36771       0.571828E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        97.8016                 NaN  0.815414        1.37728       0.571882E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        97.7919                 NaN  0.815546        1.38683       0.571936E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        97.7822                 NaN  0.815678        1.39636       0.571990E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        97.7727                 NaN  0.815809        1.40580       0.572044E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        97.7631                 NaN  0.815940        1.41523       0.572098E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        97.7536                 NaN  0.816071        1.42462       0.572151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        97.7441                 NaN  0.816201        1.43398       0.572204E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        97.7346                 NaN  0.816331        1.44331       0.572257E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        97.7252                 NaN  0.816461        1.45259       0.572310E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        97.7158                 NaN  0.816591        1.46185       0.572363E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        97.7065                 NaN  0.816720        1.47107       0.572415E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        97.6972                 NaN  0.816849        1.48023       0.572467E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        97.6879                 NaN  0.816977        1.48938       0.572520E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        97.6787                 NaN  0.817106        1.49849       0.572572E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        97.6695                 NaN  0.817234        1.50756       0.572623E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        97.6603                 NaN  0.817362        1.51659       0.572675E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        97.6512                 NaN  0.817489        1.52559       0.572726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        97.6421                 NaN  0.817616        1.53455       0.572778E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        97.6331                 NaN  0.817743        1.54346       0.572829E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        97.6241                 NaN  0.817869        1.55235       0.572880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        97.6151                 NaN  0.817995        1.56120       0.572930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        97.6061                 NaN  0.818121        1.57002       0.572981E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        97.5972                 NaN  0.818247        1.57880       0.573031E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        97.5884                 NaN  0.818372        1.58753       0.573082E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        97.5795                 NaN  0.818497        1.59625       0.573132E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        97.5707                 NaN  0.818622        1.60491       0.573182E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        97.5620                 NaN  0.818746        1.61356       0.573231E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        97.5541                 NaN  0.818864        1.62135       0.573277E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        97.5446                 NaN  0.818994        1.63071       0.573330E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        97.5359                 NaN  0.819118        1.63924       0.573379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        97.5273                 NaN  0.819241        1.64773       0.573428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        97.5187                 NaN  0.819364        1.65618       0.573477E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        97.5102                 NaN  0.819486        1.66461       0.573526E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        97.5017                 NaN  0.819609        1.67299       0.573575E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        97.4932                 NaN  0.819731        1.68134       0.573623E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        97.4848                 NaN  0.819852        1.68965       0.573671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        97.4764                 NaN  0.819974        1.69792       0.573719E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        97.4680                 NaN  0.820095        1.70616       0.573767E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        97.4597                 NaN  0.820216        1.71436       0.573815E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        97.4514                 NaN  0.820336        1.72253       0.573862E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        97.4431                 NaN  0.820457        1.73066       0.573910E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        97.4349                 NaN  0.820576        1.73875       0.573957E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        97.4267                 NaN  0.820696        1.74683       0.574004E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        97.4186                 NaN  0.820816        1.75486       0.574051E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        97.4487                 NaN  0.820647        1.72487       0.573896E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        97.4024                 NaN  0.821054        1.77078       0.574144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        97.3944                 NaN  0.821172        1.77869       0.574190E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        97.3864                 NaN  0.821290        1.78659       0.574237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        97.3784                 NaN  0.821409        1.79449       0.574283E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        97.3705                 NaN  0.821526        1.80224       0.574329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        97.3626                 NaN  0.821643        1.81000       0.574374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        97.3548                 NaN  0.821760        1.81773       0.574420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        97.3469                 NaN  0.821877        1.82544       0.574465E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        97.3392                 NaN  0.821994        1.83310       0.574511E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        97.3314                 NaN  0.822110        1.84073       0.574556E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        97.3237                 NaN  0.822226        1.84832       0.574601E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        97.3160                 NaN  0.822342        1.85589       0.574645E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        97.3084                 NaN  0.822457        1.86342       0.574690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        97.3008                 NaN  0.822572        1.87091       0.574734E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        97.2849                 NaN  0.822749        1.88659       0.574822E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        97.2857                 NaN  0.822801        1.88576       0.574823E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        97.2782                 NaN  0.822916        1.89313       0.574867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        97.2707                 NaN  0.823030        1.90047       0.574911E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        97.2708                 NaN  0.823087        1.90037       0.574915E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        97.2685                 NaN  0.823162        1.90257       0.574932E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        97.2486                 NaN  0.823370        1.92229       0.575041E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        97.2413                 NaN  0.823483        1.92949       0.575084E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        97.2340                 NaN  0.823596        1.93669       0.575127E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        97.2268                 NaN  0.823708        1.94378       0.575170E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        97.2196                 NaN  0.823820        1.95086       0.575213E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        97.2124                 NaN  0.823932        1.95796       0.575256E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        97.2053                 NaN  0.824043        1.96493       0.575298E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        97.1982                 NaN  0.824154        1.97194       0.575340E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        97.1911                 NaN  0.824265        1.97887       0.575382E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        97.1841                 NaN  0.824376        1.98578       0.575424E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        97.1771                 NaN  0.824486        1.99265       0.575466E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        97.1702                 NaN  0.824596        1.99949       0.575507E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        97.1632                 NaN  0.824706        2.00631       0.575549E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        97.1564                 NaN  0.824815        2.01306       0.575590E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        97.1495                 NaN  0.824925        2.01980       0.575631E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        97.1427                 NaN  0.825034        2.02650       0.575672E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        97.1359                 NaN  0.825142        2.03315       0.575713E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        97.1292                 NaN  0.825251        2.03978       0.575754E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        97.1225                 NaN  0.825359        2.04637       0.575794E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        97.1159                 NaN  0.825467        2.05291       0.575834E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        97.1085                 NaN  0.825575        2.05934       0.575875E-002  0.809681E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        97.0953                 NaN  0.825697        2.06500       0.575925E-002  0.827860E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        97.0893                 NaN  0.825881        2.07084       0.576019E-002  0.825338E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        97.0836                 NaN  0.826063        2.07652       0.576111E-002  0.807327E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        97.0777                 NaN  0.826244        2.08224       0.576203E-002  0.807511E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        97.0719                 NaN  0.826425        2.08793       0.576294E-002  0.801475E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        97.0661                 NaN  0.826604        2.09359       0.576385E-002  0.794527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        97.0604                 NaN  0.826783        2.09921       0.576475E-002  0.788313E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        96.7123                 NaN  0.826968        2.08872       0.558299E-002  0.927585E-002  0.357173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.7200                 NaN            NaN  0.557384E-003            NaN  0.787875E-002  0.271596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.4638                 NaN            NaN            NaN            NaN  0.859634E-002  0.527648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4671                 NaN            NaN            NaN            NaN  0.851900E-002  0.524353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.4670                 NaN            NaN            NaN            NaN  0.850724E-002  0.524447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4691                 NaN            NaN            NaN            NaN  0.847881E-002  0.522392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4700                 NaN            NaN            NaN            NaN  0.845453E-002  0.521566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4723                 NaN            NaN            NaN            NaN  0.840820E-002  0.519289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4753                 NaN            NaN            NaN            NaN  0.838062E-002  0.516344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4770                 NaN            NaN            NaN            NaN  0.834892E-002  0.514669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4790                 NaN            NaN            NaN            NaN  0.830035E-002  0.512656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4810                 NaN            NaN            NaN            NaN  0.827856E-002  0.510755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4829                 NaN            NaN            NaN            NaN  0.824740E-002  0.508852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4858                 NaN            NaN            NaN            NaN  0.820679E-002  0.505971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4365                 NaN            NaN            NaN            NaN  0.926055E-002  0.554248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.5413                 NaN            NaN            NaN            NaN  0.708549E-002  0.451573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4673                 NaN            NaN            NaN            NaN  0.850681E-002  0.524203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.6221                 NaN            NaN            NaN            NaN  0.604996E-002  0.371877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4000                 NaN            NaN            NaN            NaN  0.960388E-002  0.590380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.5019                 NaN            NaN            NaN            NaN  0.798125E-002  0.490101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.5048                 NaN            NaN            NaN            NaN  0.794601E-002  0.487300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.5185                 NaN            NaN            NaN            NaN  0.789756E-002  0.473566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.5003                 NaN            NaN            NaN            NaN  0.786533E-002  0.491855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.5141                 NaN            NaN            NaN            NaN  0.781828E-002  0.478104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.5175                 NaN            NaN            NaN            NaN  0.777635E-002  0.474753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
