|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/TIS/TIS_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1877.19        500.000        95.7147                 NaN  0.993415        3.27595       0.159488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        95.7472                 NaN  0.993324        3.24352       0.159473E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        95.6660                 NaN  0.993552        3.32449       0.159510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        95.6418                 NaN  0.993620        3.34863       0.159521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        95.6177                 NaN  0.993688        3.37267       0.159531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        95.5936                 NaN  0.993756        3.39664       0.159542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        95.5697                 NaN  0.993823        3.42051       0.159553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        95.5459                 NaN  0.993890        3.44425       0.159564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        95.5221                 NaN  0.993957        3.46794       0.159575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        95.4984                 NaN  0.994024        3.49159       0.159585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        95.4749                 NaN  0.994090        3.51502       0.159596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        95.4515                 NaN  0.994156        3.53840       0.159607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        95.4281                 NaN  0.994222        3.56170       0.159617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        95.4048                 NaN  0.994287        3.58491       0.159628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        95.3816                 NaN  0.994353        3.60804       0.159638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        95.3586                 NaN  0.994418        3.63105       0.159649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        95.3356                 NaN  0.994482        3.65399       0.159659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        95.3126                 NaN  0.994547        3.67686       0.159669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        95.2899                 NaN  0.994611        3.69956       0.159680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        95.2671                 NaN  0.994675        3.72222       0.159690E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        95.2445                 NaN  0.994739        3.74479       0.159700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        95.2220                 NaN  0.994802        3.76727       0.159710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        95.1995                 NaN  0.994865        3.78963       0.159720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        95.1772                 NaN  0.994928        3.81194       0.159730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        95.1549                 NaN  0.994991        3.83413       0.159741E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        95.1328                 NaN  0.995053        3.85619       0.159751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        95.1107                 NaN  0.995115        3.87819       0.159760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        95.0887                 NaN  0.995177        3.90010       0.159770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        95.0669                 NaN  0.995238        3.92192       0.159780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        95.0451                 NaN  0.995300        3.94366       0.159790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        95.0234                 NaN  0.995360        3.96527       0.159800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        95.0018                 NaN  0.995421        3.98682       0.159810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        94.9803                 NaN  0.995482        4.00825       0.159819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        94.9588                 NaN  0.995542        4.02965       0.159829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        94.9395                 NaN  0.995596        4.04890       0.159838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        94.9163                 NaN  0.995662        4.07207       0.159848E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        94.8951                 NaN  0.995721        4.09316       0.159858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        94.8741                 NaN  0.995780        4.11414       0.159867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        94.8531                 NaN  0.995839        4.13504       0.159877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        94.8322                 NaN  0.995898        4.15587       0.159886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        94.8115                 NaN  0.995956        4.17657       0.159896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        94.7908                 NaN  0.996014        4.19720       0.159905E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        94.7702                 NaN  0.996072        4.21772       0.159914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        94.7497                 NaN  0.996130        4.23817       0.159923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        94.7293                 NaN  0.996187        4.25850       0.159933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        94.7090                 NaN  0.996244        4.27877       0.159942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        94.6888                 NaN  0.996301        4.29893       0.159951E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        94.6686                 NaN  0.996358        4.31900       0.159960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        94.6486                 NaN  0.996414        4.33897       0.159969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        94.6286                 NaN  0.996470        4.35893       0.159978E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        94.6088                 NaN  0.996526        4.37872       0.159987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        94.6836                 NaN  0.996316        4.30404       0.159953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        94.5694                 NaN  0.996637        4.41801       0.160005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        94.5498                 NaN  0.996692        4.43753       0.160014E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        94.5303                 NaN  0.996746        4.45700       0.160022E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        94.5107                 NaN  0.996801        4.47648       0.160031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        94.4915                 NaN  0.996855        4.49560       0.160040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        94.4724                 NaN  0.996909        4.51473       0.160049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        94.4532                 NaN  0.996963        4.53379       0.160057E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        94.4342                 NaN  0.997016        4.55277       0.160066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        94.4153                 NaN  0.997069        4.57166       0.160074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        94.3964                 NaN  0.997122        4.59045       0.160083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        94.3777                 NaN  0.997175        4.60915       0.160091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        94.3590                 NaN  0.997227        4.62781       0.160100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        94.3404                 NaN  0.997279        4.64633       0.160108E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        94.3219                 NaN  0.997331        4.66477       0.160116E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        94.2830                 NaN  0.997440        4.70355       0.160134E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        94.2852                 NaN  0.997434        4.70134       0.160133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        94.2670                 NaN  0.997485        4.71948       0.160141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        94.2489                 NaN  0.997536        4.73755       0.160149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        94.2493                 NaN  0.997535        4.73713       0.160149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        94.2440                 NaN  0.997550        4.74242       0.160151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        94.1951                 NaN  0.997687        4.79122       0.160173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        94.1773                 NaN  0.997737        4.80892       0.160181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        94.1596                 NaN  0.997787        4.82662       0.160189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        94.1421                 NaN  0.997836        4.84405       0.160197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        94.1246                 NaN  0.997884        4.86147       0.160205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        94.1071                 NaN  0.997933        4.87891       0.160213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        94.0900                 NaN  0.997982        4.89605       0.160221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        94.0727                 NaN  0.998030        4.91325       0.160228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        94.0556                 NaN  0.998078        4.93029       0.160236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        94.0386                 NaN  0.998126        4.94725       0.160244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        94.0217                 NaN  0.998173        4.96413       0.160251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        94.0048                 NaN  0.998220        4.98091       0.160259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        93.9881                 NaN  0.998267        4.99765       0.160267E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        93.9714                 NaN  0.998314        5.01423       0.160274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        93.9549                 NaN  0.998360        5.03076       0.160281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        93.9384                 NaN  0.998406        5.04721       0.160289E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        93.9220                 NaN  0.998452        5.06353       0.160296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        93.9057                 NaN  0.998498        5.07977       0.160304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        93.8895                 NaN  0.998543        5.09593       0.160311E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        93.8734                 NaN  0.998588        5.11197       0.160318E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        93.8564                 NaN  0.998632        5.12772       0.160325E-001  0.121581E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        93.8313                 NaN  0.998683        5.14152       0.160333E-001  0.124249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        93.8168                 NaN  0.998845        5.15592       0.160359E-001  0.123895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        93.8029                 NaN  0.999007        5.16996       0.160385E-001  0.121152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        93.7886                 NaN  0.999165        5.18407       0.160411E-001  0.121163E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        93.7745                 NaN  0.999324        5.19810       0.160436E-001  0.120237E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        93.7605                 NaN  0.999481        5.21207       0.160462E-001  0.119209E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        93.7466                 NaN  0.999638        5.22594       0.160487E-001  0.118233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        93.3730                 NaN  0.999677        5.19904       0.155407E-001  0.139092E-001  0.398843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.6723                 NaN            NaN  0.143677E-002            NaN  0.122329E-001  0.313993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3765                 NaN            NaN            NaN            NaN  0.133471E-001  0.610193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3796                 NaN            NaN            NaN            NaN  0.132414E-001  0.607177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3788                 NaN            NaN            NaN            NaN  0.132319E-001  0.607937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3808                 NaN            NaN            NaN            NaN  0.131943E-001  0.606040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3812                 NaN            NaN            NaN            NaN  0.131675E-001  0.605628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3832                 NaN            NaN            NaN            NaN  0.131033E-001  0.603705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3863                 NaN            NaN            NaN            NaN  0.130636E-001  0.600622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3877                 NaN            NaN            NaN            NaN  0.130236E-001  0.599265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3894                 NaN            NaN            NaN            NaN  0.129590E-001  0.597667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3911                 NaN            NaN            NaN            NaN  0.129322E-001  0.596003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3926                 NaN            NaN            NaN            NaN  0.128919E-001  0.594482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3956                 NaN            NaN            NaN            NaN  0.128354E-001  0.591604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3366                 NaN            NaN            NaN            NaN  0.144905E-001  0.648880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4599                 NaN            NaN            NaN            NaN  0.110937E-001  0.528975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3720                 NaN            NaN            NaN            NaN  0.133330E-001  0.614684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.5539                 NaN            NaN            NaN            NaN  0.948655E-002  0.436580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.2913                 NaN            NaN            NaN            NaN  0.150669E-001  0.693662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4109                 NaN            NaN            NaN            NaN  0.125312E-001  0.576522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4137                 NaN            NaN            NaN            NaN  0.124832E-001  0.573824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4295                 NaN            NaN            NaN            NaN  0.124153E-001  0.558131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4072                 NaN            NaN            NaN            NaN  0.123726E-001  0.580403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4229                 NaN            NaN            NaN            NaN  0.123068E-001  0.564764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.4264                 NaN            NaN            NaN            NaN  0.122479E-001  0.561362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
