|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        pxmn           ilm            q             
  1557.36        2500.00        99.7181       0.250493       0.314130E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.78        2500.00        99.0184       0.879437       0.102148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.21        2500.00        99.3848       0.550502       0.646845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.64        2500.00        99.2097       0.704468       0.858762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        2500.00        99.5655       0.383531       0.509575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.49        2500.00        99.3938       0.550909       0.553158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.91        2500.00        99.3998       0.538589       0.615637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.34        2500.00        99.2360       0.684643       0.793894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.76        2500.00        99.6198       0.342374       0.378465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.19        2500.00        99.3668       0.571388       0.618512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        2500.00        99.4162       0.526827       0.569701E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.04        2500.00        99.4192       0.525311       0.555095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.47        2500.00        99.4237       0.521367       0.548916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.89        2500.00        99.4282       0.518091       0.537518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.32        2500.00        99.4320       0.515360       0.526588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.74        2500.00        99.4231       0.523479       0.534149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.17        2500.00        99.4523       0.498152       0.495270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.59        2500.00        99.4417       0.507298       0.510457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.02        2500.00        99.4466       0.503489       0.498864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.44        2500.00        99.4542       0.498691       0.470650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.87        2500.00        99.4543       0.498194       0.474728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.30        2500.00        99.4564       0.498353       0.452120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.72        2500.00        99.9959                 NaN  0.414703E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.15        2500.00        98.9276       0.990328       0.820750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.57        2500.00        99.4680       0.488616       0.433950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.00        2500.00        99.4704       0.487781       0.418349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.42        2500.00        99.4742       0.483362       0.424071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.85        2500.00        99.2420       0.706210       0.518325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.27        2500.00        99.8821       0.109558       0.834061E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        2500.00        99.3086       0.640802       0.505807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.13        2500.00        99.4859       0.477246       0.368598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.55        2500.00        99.4867       0.479018       0.343261E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.98        2500.00        99.5711       0.398523       0.303877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.40        2500.00        99.4008       0.561599       0.375815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.83        2500.00        99.5054       0.461442       0.331872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.25        2500.00        99.4992       0.468458       0.323654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.68        2500.00        99.6139       0.361970       0.240930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.10        2500.00        99.3896       0.572015       0.383881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.53        2500.00        99.5013       0.472152       0.265803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.96        2500.00        99.3201       0.627019       0.349803E-001            NaN  0.178995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.38        2500.00        99.6060                 NaN  0.300971E-001            NaN  0.363918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.81        2500.00        99.2883                 NaN            NaN            NaN  0.711714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2698                 NaN            NaN            NaN  0.112062E-001  0.719042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.66        2500.00        98.9057                 NaN            NaN            NaN  0.745590       0.348677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.08        2500.00        98.9140                 NaN            NaN            NaN  0.344684       0.741323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.51        2500.00        98.9317                 NaN  0.591363E-001            NaN  0.246403       0.762789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00        98.9425                 NaN  0.619753E-001            NaN  0.239684       0.755855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.36        2500.00        98.9517                 NaN  0.603610E-001            NaN  0.749558       0.238400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.79        2500.00        98.9602                 NaN  0.588366E-001            NaN  0.239372       0.741618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.21        2500.00        98.9675                 NaN  0.576210E-001            NaN  0.238867       0.736008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.64        2500.00        98.9798                 NaN  0.554856E-001            NaN  0.725910       0.238779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.06        2500.00        98.9860                 NaN  0.543179E-001            NaN  0.721211       0.238441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.49        2500.00        99.1413                 NaN  0.452668E-001            NaN  0.613629       0.199834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.91        2500.00        98.8521                 NaN  0.593307E-001            NaN  0.272945       0.815595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.34        2500.00        99.0093                 NaN  0.500247E-001            NaN  0.703288       0.237356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00        99.0160                 NaN  0.489900E-001            NaN  0.696985       0.238075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.19        2500.00        99.0826                 NaN  0.441462E-001            NaN  0.223987       0.649224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00        98.9752                 NaN  0.484532E-001            NaN  0.251403       0.724935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.04        2500.00        99.0403                 NaN  0.445168E-001            NaN  0.678497       0.236736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.47        2500.00        99.0454                 NaN  0.416921E-001            NaN  0.674192       0.238719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.89        2500.00        99.0658                 NaN  0.431209E-001            NaN  0.661124       0.229969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.32        2500.00        99.0443                 NaN  0.413119E-001            NaN  0.674649       0.239692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.74        2500.00        99.0644                 NaN  0.394388E-001            NaN  0.660515       0.235667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.17        2500.00        99.0686                 NaN  0.384452E-001            NaN  0.236254       0.656673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.59        2500.00        99.0785                 NaN  0.368174E-001            NaN  0.235049       0.649618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.02        2500.00        99.0818                 NaN  0.358937E-001            NaN  0.647197       0.235101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00        99.0849                 NaN  0.352101E-001            NaN  0.233584       0.646307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.87        2500.00        99.0963                 NaN  0.327747E-001            NaN  0.235140       0.635808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.30        2500.00        99.1012                 NaN  0.320767E-001            NaN  0.632094       0.234624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.72        2500.00        99.1006                 NaN  0.311420E-001            NaN  0.632866       0.235401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.15        2500.00        99.1062                 NaN  0.302296E-001            NaN  0.628450       0.235074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.57        2500.00        99.1133                 NaN  0.287343E-001            NaN  0.233874       0.624077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.00        2500.00        99.1177                 NaN  0.275478E-001            NaN  0.620064       0.234648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.42        2500.00        99.1214                 NaN  0.265203E-001            NaN  0.234522       0.617543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.85        2500.00        98.8362                 NaN  0.752769E-001            NaN  0.288074       0.648315                 NaN  0.152162                 NaN            NaN            NaN            NaN            NaN
  1439.27        2500.00        97.4687                 NaN  0.315601                 NaN  0.800079       0.537318                 NaN  0.878273                 NaN            NaN            NaN            NaN            NaN
  1437.70        2500.00        97.6381                 NaN  0.300259                 NaN  0.754310       0.485682                 NaN  0.821619                 NaN            NaN            NaN            NaN            NaN
  1436.13        2500.00        97.4380                 NaN  0.328961                 NaN  0.816583       0.526531                 NaN  0.889901                 NaN            NaN            NaN            NaN            NaN
  1434.55        2500.00        97.6122                 NaN  0.313588                 NaN  0.765313       0.477617                 NaN  0.831241                 NaN            NaN            NaN            NaN            NaN
  1432.98        2500.00        97.6606                 NaN  0.311763                 NaN  0.459577       0.753381                 NaN  0.814690                 NaN            NaN            NaN            NaN            NaN
  1431.40        2500.00        97.7031                 NaN  0.311296                 NaN  0.743672       0.441208                 NaN  0.800749                 NaN            NaN            NaN            NaN            NaN
  1429.83        2500.00        97.7429                 NaN  0.311100                 NaN  0.734849       0.423309                 NaN  0.787856                 NaN            NaN            NaN            NaN            NaN
  1428.25        2500.00        97.7832                 NaN  0.310960                 NaN  0.725175       0.406344                 NaN  0.774319                 NaN            NaN            NaN            NaN            NaN
  1426.68        2500.00        97.7879                 NaN  0.315986                 NaN  0.730282       0.390182                 NaN  0.775633                 NaN            NaN            NaN            NaN            NaN
  1425.10        2500.00        97.8951                 NaN  0.303172                 NaN  0.370538       0.695872                 NaN  0.735278                 NaN            NaN            NaN            NaN            NaN
  1423.53        2500.00        97.8952                 NaN  0.310191                 NaN  0.358706       0.698475                 NaN  0.737415                 NaN            NaN            NaN            NaN            NaN
  1421.96        2500.00        97.9299                 NaN  0.309330                 NaN  0.342342       0.692761                 NaN  0.725624                 NaN            NaN            NaN            NaN            NaN
  1420.38        2500.00        97.9809                 NaN  0.306385                 NaN  0.677366       0.326796                 NaN  0.708596                 NaN            NaN            NaN            NaN            NaN
  1418.81        2500.00        98.0077                 NaN  0.307422                 NaN  0.672361       0.312375                 NaN  0.700118                 NaN            NaN            NaN            NaN            NaN
  1417.23        2500.00        98.0382                 NaN  0.308026                 NaN  0.297758       0.665783                 NaN  0.690262                 NaN            NaN            NaN            NaN            NaN
  1415.66        2500.00        98.0516                 NaN  0.310744                 NaN  0.678494       0.274154                 NaN  0.685005                 NaN            NaN            NaN            NaN            NaN
  1414.08        2500.00        98.1215                 NaN  0.302306                 NaN  0.280194       0.633241                 NaN  0.662720                 NaN            NaN            NaN            NaN            NaN
  1412.51        2500.00        98.1320                 NaN  0.306710                 NaN  0.644528       0.258137                 NaN  0.658624                 NaN            NaN            NaN            NaN            NaN
  1410.93        2500.00        98.1566                 NaN  0.308106                 NaN  0.639391       0.244700                 NaN  0.651250                 NaN            NaN            NaN            NaN            NaN
  1409.36        2500.00        98.1962                 NaN  0.304255                 NaN  0.631021       0.231728                 NaN  0.636776                 NaN            NaN            NaN            NaN            NaN
  1407.79        2500.00        98.2188                 NaN  0.305586                 NaN  0.220653       0.625289                 NaN  0.629625                 NaN            NaN            NaN            NaN            NaN
  1406.21        2500.00        98.2454                 NaN  0.305812                 NaN  0.208435       0.619359                 NaN  0.620985                 NaN            NaN            NaN            NaN            NaN
  1404.64        2500.00        98.2731                 NaN  0.305210                 NaN  0.196111       0.614013                 NaN  0.611546                 NaN            NaN            NaN            NaN            NaN
  1403.06        2500.00        98.2976                 NaN  0.305451                 NaN  0.184453       0.608965                 NaN  0.603543                 NaN            NaN            NaN            NaN            NaN
  1401.49        2500.00        98.3237                 NaN  0.304420                 NaN  0.175561       0.601976                 NaN  0.594363                 NaN            NaN            NaN            NaN            NaN
  1399.91        2500.00        98.3480                 NaN  0.304432                 NaN  0.597777       0.163441                 NaN  0.586364                 NaN            NaN            NaN            NaN            NaN
  1398.34        2500.00        98.3705                 NaN  0.304267                 NaN  0.592918       0.153634                 NaN  0.578724                 NaN            NaN            NaN            NaN            NaN
  1396.76        2500.00        98.3944                 NaN  0.304105                 NaN  0.587986       0.142814                 NaN  0.570703                 NaN            NaN            NaN            NaN            NaN
  1395.19        2500.00        98.4166                 NaN  0.304090                 NaN  0.582419       0.133491                 NaN  0.563405                 NaN            NaN            NaN            NaN            NaN
  1393.62        2500.00        98.4424                 NaN  0.302005                 NaN  0.124317       0.577366                 NaN  0.553886                 NaN            NaN            NaN            NaN            NaN
  1392.04        2500.00        98.4599                 NaN  0.302974                 NaN  0.573655       0.115075                 NaN  0.548408                 NaN            NaN            NaN            NaN            NaN
  1390.47        2500.00        98.4836                 NaN  0.301798                 NaN  0.569232       0.105422                 NaN  0.539924                 NaN            NaN            NaN            NaN            NaN
  1388.89        2500.00        98.5037                 NaN  0.301516                 NaN  0.964250E-001  0.565116                 NaN  0.533250                 NaN            NaN            NaN            NaN            NaN
  1387.32        2500.00        97.8600                 NaN  0.442481                 NaN  0.798253       0.134129                 NaN  0.765087                 NaN            NaN            NaN            NaN            NaN
  1385.74        2500.00        99.1679                 NaN  0.160893                 NaN  0.330574       0.508220E-001            NaN  0.289779                 NaN            NaN            NaN            NaN            NaN
  1384.17        2500.00        98.5670                 NaN  0.298328                 NaN  0.551021       0.727975E-001            NaN  0.510871                 NaN            NaN            NaN            NaN            NaN
  1382.59        2500.00        98.5709                 NaN  0.303255                 NaN  0.558235       0.560602E-001            NaN  0.511567                 NaN            NaN            NaN            NaN            NaN
  1381.02        2500.00        98.6002                 NaN  0.296063                 NaN  0.544333       0.599956E-001            NaN  0.499382                 NaN            NaN            NaN            NaN            NaN
  1379.45        2500.00        98.6290                 NaN  0.292841                 NaN  0.536285       0.534479E-001            NaN  0.488396                 NaN            NaN            NaN            NaN            NaN
  1377.87        2500.00        98.6358                 NaN  0.295809                 NaN  0.537652       0.437008E-001            NaN  0.486991                 NaN            NaN            NaN            NaN            NaN
  1376.30        2500.00        98.6529                 NaN  0.294916                 NaN  0.374442E-001  0.533802                 NaN  0.480958                 NaN            NaN            NaN            NaN            NaN
  1374.72        2500.00        98.6714                 NaN  0.293296                 NaN  0.315462E-001  0.529377                 NaN  0.474398                 NaN            NaN            NaN            NaN            NaN
  1373.15        2500.00        98.6888                 NaN  0.292334                 NaN  0.525044       0.255349E-001            NaN  0.468274                 NaN            NaN            NaN            NaN            NaN
  1371.57        2500.00        98.7035                 NaN  0.291086                 NaN  0.522431       0.201576E-001            NaN  0.462865                 NaN            NaN            NaN            NaN            NaN
  1370.00        2500.00        98.7214                 NaN  0.289499                 NaN  0.143443E-001  0.518319                 NaN  0.456484                 NaN            NaN            NaN            NaN            NaN
  1368.42        2500.00        98.7374                 NaN  0.288374                 NaN  0.515356       0.796892E-002            NaN  0.450944                 NaN            NaN            NaN            NaN            NaN
  1366.85        2500.00        98.7521                 NaN  0.286452                 NaN  0.511642       0.458234E-002            NaN  0.445208                 NaN            NaN            NaN            NaN            NaN
  1365.27        2500.00        98.7623                 NaN  0.273474                 NaN  0.335530E-001  0.491574                 NaN  0.439120                 NaN            NaN            NaN            NaN            NaN
  1363.70        2500.00        98.7818                 NaN  0.284692                 NaN  0.498856                 NaN            NaN  0.434692                 NaN            NaN            NaN            NaN            NaN
  1362.13        2500.00        98.7961                 NaN  0.278269                 NaN  0.497315                 NaN            NaN  0.428331                 NaN            NaN            NaN            NaN            NaN
  1360.55        2500.00        98.8078                 NaN  0.277309                 NaN  0.490918                 NaN            NaN  0.423973                 NaN            NaN            NaN            NaN            NaN
  1358.98        2500.00        98.8232                 NaN  0.272477                 NaN  0.486371                 NaN            NaN  0.417934                 NaN            NaN            NaN            NaN            NaN
  1357.40        2500.00        98.8350                 NaN  0.269107                 NaN  0.483082                 NaN            NaN  0.412792                 NaN            NaN            NaN            NaN            NaN
  1355.83        2500.00        98.8483                 NaN  0.266334                 NaN  0.477541                 NaN            NaN  0.407861                 NaN            NaN            NaN            NaN            NaN
  1354.25        2500.00        98.8619                 NaN  0.263627                 NaN  0.472008                 NaN            NaN  0.402500                 NaN            NaN            NaN            NaN            NaN
  1352.68        2500.00        98.8750                 NaN  0.261584                 NaN  0.465625                 NaN            NaN  0.397785                 NaN            NaN            NaN            NaN            NaN
  1351.10        2500.00        98.8878                 NaN  0.258333                 NaN  0.461383                 NaN            NaN  0.392478                 NaN            NaN            NaN            NaN            NaN
  1349.53        2500.00        98.8990                 NaN  0.255793                 NaN  0.457144                 NaN            NaN  0.388060                 NaN            NaN            NaN            NaN            NaN
  1347.96        2500.00        98.9119                 NaN  0.253951                 NaN  0.450867                 NaN            NaN  0.383296                 NaN            NaN            NaN            NaN            NaN
  1346.38        2500.00        98.9230                 NaN  0.247758                 NaN  0.451107                 NaN            NaN  0.378094                 NaN            NaN            NaN            NaN            NaN
  1344.81        2500.00        98.9354                 NaN  0.246503                 NaN  0.444651                 NaN            NaN  0.373461                 NaN            NaN            NaN            NaN            NaN
  1343.23        2500.00        98.9457                 NaN  0.243689                 NaN  0.441297                 NaN            NaN  0.369320                 NaN            NaN            NaN            NaN            NaN
  1341.66        2500.00        98.9577                 NaN  0.241302                 NaN  0.436242                 NaN            NaN  0.364756                 NaN            NaN            NaN            NaN            NaN
  1340.08        2500.00        98.9698                 NaN  0.237578                 NaN  0.432777                 NaN            NaN  0.359892                 NaN            NaN            NaN            NaN            NaN
  1338.51        2500.00        98.9788                 NaN  0.235505                 NaN  0.429137                 NaN            NaN  0.356515                 NaN            NaN            NaN            NaN            NaN
  1336.93        2500.00        98.9909                 NaN  0.232771                 NaN  0.425127                 NaN            NaN  0.351236                 NaN            NaN            NaN            NaN            NaN
  1335.36        2500.00        99.0024                 NaN  0.228556                 NaN  0.422585                 NaN            NaN  0.346465                 NaN            NaN            NaN            NaN            NaN
  1333.79        2500.00        99.0120                 NaN  0.227163                 NaN  0.417755                 NaN            NaN  0.343118                 NaN            NaN            NaN            NaN            NaN
  1332.21        2500.00        99.0216                 NaN  0.223441                 NaN  0.416043                 NaN            NaN  0.338954                 NaN            NaN            NaN            NaN            NaN
  1330.64        2500.00        99.0317                 NaN  0.220713                 NaN  0.412566                 NaN            NaN  0.335026                 NaN            NaN            NaN            NaN            NaN
  1329.06        2500.00        99.0429                 NaN  0.217794                 NaN  0.408628                 NaN            NaN  0.330634                 NaN            NaN            NaN            NaN            NaN
  1327.49        2500.00        99.0515                 NaN  0.214647                 NaN  0.406921                 NaN            NaN  0.326904                 NaN            NaN            NaN            NaN            NaN
  1325.91        2500.00        99.0623                 NaN  0.212598                 NaN  0.402057                 NaN            NaN  0.323060                 NaN            NaN            NaN            NaN            NaN
