|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1281.15        2500.00        3.64361        42.4998        3.73493                 NaN            NaN   10.9790                 NaN            NaN   7.20345                 NaN   31.9392                 NaN
  1279.75        2500.00       0.797078        85.0624        1.07096                 NaN            NaN   2.97629                 NaN            NaN   1.76961                 NaN   8.32371                 NaN
  1278.34        2500.00        1.18538        79.8195        1.34326                 NaN            NaN   3.95942                 NaN            NaN   2.50506                 NaN   11.1873                 NaN
  1276.94        2500.00        1.57800        72.4543        1.81913                 NaN            NaN   5.30376                 NaN            NaN   3.37284                 NaN   15.4719                 NaN
  1275.53        2500.00        1.72541        68.9648        2.04174                 NaN            NaN   5.99228                 NaN            NaN   3.78281                 NaN   17.4930                 NaN
  1274.12        2500.00        1.38618        74.6182        1.64383                 NaN            NaN   4.99697                 NaN            NaN   3.10607                 NaN   14.2488                 NaN
  1272.72        2500.00        1.21485        78.1008        1.38641                 NaN            NaN   4.31327                 NaN            NaN   2.69576                 NaN   12.2890                 NaN
  1271.31        2500.00       0.697253        86.9996       0.752256                 NaN            NaN   2.80050                 NaN            NaN   1.60226                 NaN   7.14817                 NaN
  1269.91        2500.00                 NaN   84.7256        1.46245                 NaN            NaN   3.00761                 NaN            NaN   1.94310       0.458819        8.40239                 NaN
  1268.50        2500.00                 NaN   85.6797        1.22645                 NaN            NaN   2.98268                 NaN            NaN   1.81835       0.460730        7.83210                 NaN
  1267.10        2500.00                 NaN   64.5682        3.17963                 NaN            NaN   6.19713                 NaN            NaN   4.54957        1.30273        20.2027                 NaN
  1265.69        2500.00                 NaN   99.5578       0.420756                 NaN            NaN  0.214020E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1264.28        2500.00                 NaN   98.8552       0.647268                 NaN            NaN  0.205257                 NaN            NaN  0.292244                 NaN            NaN            NaN
  1262.88        2500.00                 NaN   99.1730                 NaN            NaN            NaN  0.507671                 NaN            NaN  0.509537E-001            NaN  0.268391                 NaN
  1261.47        2500.00                 NaN   99.4277                 NaN            NaN            NaN  0.296051                 NaN            NaN  0.661210E-001            NaN  0.210091                 NaN
  1260.07        2500.00                 NaN   93.3927       0.583039E-001            NaN            NaN   2.12483                 NaN            NaN  0.814088       0.147888        3.46218                 NaN
  1258.66        2500.00                 NaN   84.9379       0.224367                 NaN            NaN   4.17825                 NaN            NaN   2.07693       0.486982        8.09554                 NaN
  1257.25        2500.00                 NaN   99.0797                 NaN            NaN            NaN  0.445902       0.433744                 NaN  0.407038E-001            NaN            NaN            NaN
  1255.85        2500.00                 NaN   95.9075       0.745017E-001            NaN            NaN   1.46953                 NaN            NaN  0.434578                 NaN   2.11391                 NaN
  1254.44        2500.00                 NaN   85.7507        1.69317                 NaN            NaN   1.38254                 NaN            NaN   1.82317       0.582686        8.76770                 NaN
  1253.04        2500.00                 NaN   98.0762       0.237699                 NaN            NaN  0.506013                 NaN            NaN  0.257269       0.578025E-001  0.865018                 NaN
  1251.63        2500.00                 NaN   97.9879       0.245138                 NaN            NaN  0.526028                 NaN            NaN  0.269743       0.610164E-001  0.910155                 NaN
  1250.23        2500.00                 NaN   94.3844                 NaN            NaN            NaN  0.278923E-002   3.23662                 NaN  0.808785                 NaN   1.56743                 NaN
  1248.82        2500.00                 NaN   99.2189                 NaN            NaN            NaN            NaN            NaN            NaN  0.648459E-001  0.648075E-001  0.651443                 NaN
  1247.41        2500.00                 NaN   96.5393                 NaN            NaN            NaN   1.33057                 NaN            NaN  0.483838       0.855956E-001   1.56066                 NaN
  1246.01        2500.00                 NaN   93.5765                 NaN            NaN            NaN   2.31897                 NaN            NaN  0.734097       0.610072E-001   3.30942                 NaN
  1244.60        2500.00                 NaN   94.0619                 NaN            NaN            NaN   1.45446                 NaN            NaN  0.596136       0.240368        3.64712                 NaN
  1243.20        2500.00                 NaN   96.3847       0.361003                 NaN            NaN  0.357342       0.141515E-005            NaN  0.427192       0.154509        2.31525                 NaN
  1241.79        2500.00                 NaN   97.3173                 NaN            NaN            NaN   1.01920       0.428831E-004            NaN  0.400447       0.606583E-001   1.20234                 NaN
  1240.39        2500.00                 NaN   96.2266                 NaN            NaN            NaN   1.66988                 NaN            NaN  0.604399                 NaN   1.49909                 NaN
  1238.98        2500.00                 NaN   99.0088                 NaN            NaN            NaN  0.415182E-003            NaN            NaN  0.102972       0.875156E-001  0.800276                 NaN
  1237.57        2500.00                 NaN   98.6497                 NaN            NaN            NaN  0.320782                 NaN            NaN  0.208668       0.425898E-001  0.778236                 NaN
  1236.17        2500.00                 NaN   95.0239                 NaN            NaN            NaN   2.45861                 NaN            NaN  0.696647                 NaN   1.82087                 NaN
  1234.76        2500.00                 NaN   96.4906                 NaN            NaN            NaN  0.539174       0.290237                 NaN  0.285675       0.104452        2.28990                 NaN
  1233.36        2500.00                 NaN   99.5847                 NaN            NaN            NaN  0.169114                 NaN            NaN  0.217258       0.289207E-001            NaN            NaN
  1231.95        2500.00                 NaN   61.0135        2.76902       0.560009                 NaN            NaN            NaN            NaN   3.05695       0.699915        20.0428        11.8579     
  1230.55        2500.00                 NaN   89.6967                 NaN            NaN            NaN   1.19092        5.65210                 NaN   1.99414                 NaN   1.46610                 NaN
  1229.14        2500.00                 NaN   99.5253                 NaN            NaN            NaN  0.258247                 NaN            NaN  0.108224       0.354288E-001            NaN  0.727947E-001
  1227.73        2500.00                 NaN   97.7808                 NaN            NaN            NaN  0.525479                 NaN            NaN  0.213594       0.342074E-001   1.44588                 NaN
  1226.33        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9081        4.49236       0.931231E-004   8.49788        1.15089        43.3934        30.5573     
  1224.92        2500.00                 NaN            NaN            NaN            NaN            NaN   4.91675        11.5571                 NaN   8.61037        1.12824        43.2299        30.5577     
  1223.52        2500.00                 NaN            NaN            NaN            NaN            NaN   4.54467        11.9897                 NaN   8.58687        1.10705        43.2067        30.5650     
  1222.11        2500.00                 NaN            NaN   5.94978                 NaN            NaN   7.28281       0.320344E-004            NaN   8.25341        1.57345        44.8511        32.0894     
  1220.71        2500.00                 NaN            NaN            NaN            NaN            NaN   3.46495        13.0741                 NaN   8.59780        1.10448        43.1937        30.5650     
  1219.30        2500.00                 NaN            NaN            NaN            NaN            NaN   8.03605        8.44436                 NaN   8.56941        1.12327        43.2688        30.5581     
  1217.89        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5471        2.86419                 NaN   8.56211        1.16940        43.3051        30.5521     
  1216.49        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5335        2.88039                 NaN   8.56462        1.16875        43.3000        30.5527     
  1215.08        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5200        2.89679                 NaN   8.56705        1.16800        43.2948        30.5533     
  1213.68        2500.00                 NaN            NaN            NaN            NaN            NaN   1.63154        14.8112       0.193663        8.53599        1.08831        43.1255        30.6137     
  1212.27        2500.00                 NaN            NaN            NaN            NaN            NaN   1.61282        14.8136       0.176112E-004   8.61334        1.14289        43.2696        30.5476     
  1210.86        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5578        2.86507                 NaN   8.57835        1.16392        43.2801        30.5548     
  1209.46        2500.00                 NaN            NaN            NaN            NaN            NaN   1.60957        14.8207       0.179153E-004   8.61405        1.14210        43.2656        30.5479     
  1208.05        2500.00                 NaN            NaN            NaN            NaN            NaN   1.60973        14.8225       0.180702E-004   8.61442        1.14169        43.2636        30.5480     
  1206.65        2500.00                 NaN            NaN            NaN            NaN            NaN   1.61598        14.8172       0.182213E-004   8.61484        1.14142        43.2625        30.5480     
  1205.24        2500.00                 NaN            NaN            NaN            NaN            NaN   1.64422        14.7866       0.183620E-004   8.61525        1.14110        43.2660        30.5469     
  1203.84        2500.00                 NaN            NaN            NaN            NaN            NaN   1.65111        14.7808       0.185125E-004   8.61577        1.14084        43.2644        30.5470     
  1202.43        2500.00                 NaN            NaN            NaN            NaN            NaN   1.65924        14.7739       0.186628E-004   8.61637        1.14056        43.2628        30.5471     
  1201.02        2500.00                 NaN            NaN            NaN            NaN            NaN   1.66853        14.7657       0.188088E-004   8.61705        1.14025        43.2611        30.5473     
  1199.62        2500.00                 NaN            NaN            NaN            NaN            NaN   1.65841        14.7806       0.189707E-004   8.61808        1.13990        43.2543        30.5487     
  1198.21        2500.00                 NaN            NaN            NaN            NaN            NaN   1.66240        14.7777       0.191205E-004   8.61894        1.13954        43.2525        30.5489     
  1196.81        2500.00                 NaN            NaN            NaN            NaN            NaN   1.66894        14.7718       0.192619E-004   8.61983        1.13918        43.2512        30.5490     
  1195.40        2500.00                 NaN            NaN            NaN            NaN            NaN   1.72732        14.7026       0.193386E-004   8.61957        1.13927        43.2655        30.5457     
  1194.00        2500.00                 NaN            NaN            NaN            NaN            NaN   1.71801        14.7157                 NaN   8.62088        1.13893        43.2595        30.5470     
  1192.59        2500.00                 NaN            NaN            NaN            NaN            NaN   1.71776        14.7178                 NaN   8.62209        1.13868        43.2559        30.5478     
  1191.18        2500.00                 NaN            NaN            NaN            NaN            NaN   1.72350        14.7125                 NaN   8.62319        1.13862        43.2538        30.5484     
  1189.78        2500.00                 NaN            NaN            NaN            NaN            NaN   1.70857        14.7372       0.200144E-004   8.62534        1.13584        43.2441        30.5489     
  1188.37        2500.00                 NaN            NaN            NaN            NaN            NaN   1.37159        15.1646       0.200386E-004   8.64013        1.12887        43.1203        30.5745     
  1186.97        2500.00                 NaN            NaN            NaN            NaN            NaN   1.37166        15.1681                 NaN   8.64239        1.12723        43.1161        30.5745     
  1185.56        2500.00                 NaN            NaN            NaN            NaN            NaN   1.37340        15.1703                 NaN   8.64454        1.12559        43.1114        30.5747     
  1184.16        2500.00                 NaN            NaN            NaN            NaN            NaN   1.44477        15.0991                 NaN   8.64668        1.12506        43.1099        30.5744     
  1182.75        2500.00                 NaN            NaN            NaN            NaN            NaN   1.70678        14.7494                 NaN   8.63366        1.13189        43.2271        30.5512     
  1181.34        2500.00                 NaN            NaN            NaN            NaN            NaN   1.72578        14.7308                 NaN   8.63471        1.13172        43.2253        30.5517     
  1179.94        2500.00                 NaN            NaN            NaN            NaN            NaN   1.73972        14.7176                 NaN   8.63607        1.13145        43.2230        30.5522     
  1178.53        2500.00                 NaN            NaN            NaN            NaN            NaN   1.88834        14.6289                 NaN   8.69379        1.10959        43.1078        30.5716     
  1177.13        2500.00                 NaN            NaN            NaN            NaN            NaN   1.64343        14.9333                 NaN   8.69800        1.09663        43.0525        30.5762     
  1175.72        2500.00                 NaN            NaN            NaN            NaN            NaN   1.62614        14.9577                 NaN   8.70128        1.09490        43.0422        30.5778     
  1174.31        2500.00                 NaN            NaN            NaN            NaN            NaN   1.42825       0.414603        14.7536        8.70769        1.09345        43.0211        30.5813     
  1172.91        2500.00                 NaN            NaN            NaN            NaN            NaN   1.60322        14.9920                 NaN   8.70770        1.09192        43.0247        30.5805     
  1171.50        2500.00                 NaN            NaN            NaN            NaN            NaN   16.5948                 NaN            NaN   8.76721        1.07004        43.0051        30.5628     
  1170.10        2500.00                 NaN            NaN            NaN            NaN            NaN   2.08132        14.3535       0.449875E-005   8.63604        1.13773        43.2382        30.5532     
  1168.69        2500.00                 NaN            NaN            NaN            NaN            NaN   16.6012       0.115787E-005            NaN   8.77677        1.06705        42.9916        30.5633     
  1167.29        2500.00                 NaN            NaN            NaN            NaN            NaN  0.424342        16.1678                 NaN   8.77765        1.06980        42.9986        30.5618     
  1165.88        2500.00                 NaN            NaN            NaN            NaN            NaN   4.56638        11.9934                 NaN   8.77258        1.06420        43.0510        30.5525     
  1164.47        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3082        3.37633                 NaN   8.75080        1.06934        42.9021        30.5933     
  1163.07        2500.00                 NaN            NaN            NaN            NaN            NaN   1.77201        14.7110       0.442309E-005   8.64791        1.12098        43.1946        30.5535     
  1161.66        2500.00                 NaN            NaN            NaN            NaN            NaN   2.07388        14.3871                 NaN   8.65711        1.12559        43.1997        30.5566     
  1160.26        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2224        1.27931                 NaN   8.79371        1.08802        43.0698        30.5467     
  1158.85        2500.00                 NaN            NaN            NaN            NaN            NaN  0.786784       0.959597        14.9574        8.75210        1.06990        42.8674        30.6068     
  1157.45        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9329        1.80316       0.801242E-003   8.75864        1.06130        42.8313        30.6119     
  1156.04        2500.00                 NaN            NaN            NaN            NaN            NaN   1.21654        15.4855       0.667650E-003   8.75427        1.06481        42.8727        30.6055     
  1154.63        2500.00                 NaN            NaN            NaN            NaN            NaN   1.19280        15.5178                 NaN   8.75932        1.06205        42.8609        30.6072     
  1153.23        2500.00                 NaN            NaN            NaN            NaN            NaN   1.16677        15.4191                 NaN   8.93432        1.05909        42.8486        30.5722     
  1151.82        2500.00                 NaN            NaN            NaN            NaN            NaN   1.13811        15.4559       0.486527E-004   8.94018        1.05595        42.8360        30.5738     
  1150.42        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7098        5.82573                 NaN   8.73415        1.09655        43.0709        30.5629     
  1149.01        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7855        5.75385                 NaN   8.74217        1.09473        43.0599        30.5638     
  1147.61        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8180        5.72451                 NaN   8.74932        1.09307        43.0503        30.5647     
  1146.20        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8447        5.70256                 NaN   8.75744        1.09050        43.0387        30.5661     
  1144.79        2500.00                 NaN            NaN            NaN            NaN            NaN   5.68672        10.8620                 NaN   8.76207        1.08975        43.0322        30.5673     
  1143.39        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8505        5.70246                 NaN   8.76826        1.08798        43.0220        30.5688     
  1141.98        2500.00                 NaN            NaN            NaN            NaN            NaN   5.70051        10.8559                 NaN   8.77100        1.08856        43.0141        30.5700     
  1140.58        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8276        5.73462                 NaN   8.77727        1.08641        43.0023        30.5718     
  1139.17        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7932        5.77545                 NaN   8.78400        1.08413        42.9895        30.5737     
  1137.76        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7588        5.81640                 NaN   8.79054        1.08193        42.9767        30.5757     
  1136.36        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9980        5.58981                 NaN   8.79140        1.07725        42.9672        30.5764     
  1134.95        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7146        5.87237                 NaN   8.80166        1.07803        42.9545        30.5788     
  1133.55        2500.00                 NaN            NaN            NaN            NaN            NaN   16.6540                 NaN            NaN   8.88226        1.04029        42.8560        30.5675     
  1132.14        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8448        5.73149                 NaN   8.80506        1.07941        42.9640        30.5752     
  1130.74        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8052        5.77621                 NaN   8.81053        1.07830        42.9531        30.5766     
  1129.33        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8503        5.73237                 NaN   8.81326        1.07761        42.9496        30.5768     
  1127.92        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9043        5.67965                 NaN   8.81580        1.07686        42.9465        30.5770     
  1126.52        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8760        5.72517                 NaN   8.81977        1.07323        42.9231        30.5828     
  1125.11        2500.00                 NaN            NaN            NaN            NaN            NaN   1.88018        14.7932                 NaN   8.90043        1.03233        42.8189        30.5749     
  1123.71        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3184        5.26431                 NaN   8.83753        1.07652        42.9274        30.5759     
  1122.30        2500.00                 NaN            NaN            NaN            NaN            NaN   2.61243        13.8034       0.177582E-003   8.80169        1.09799        43.1386        30.5458     
  1120.90        2500.00                 NaN            NaN   6.15590                 NaN            NaN   7.02160       0.495603E-004            NaN   8.28710        1.57560        44.7922        32.1675     
  1119.49        2500.00                 NaN            NaN   6.15837                 NaN            NaN   7.01860       0.499650E-004            NaN   8.28761        1.57561        44.7912        32.1685     
  1118.08        2500.00                 NaN            NaN   6.16084                 NaN            NaN   7.01562       0.503692E-004            NaN   8.28814        1.57562        44.7902        32.1696     
  1116.68        2500.00                 NaN            NaN   6.16329                 NaN            NaN   7.01267       0.507451E-004            NaN   8.28866        1.57563        44.7891        32.1706     
  1115.27        2500.00                 NaN            NaN   6.16573                 NaN            NaN   7.00971       0.511890E-004            NaN   8.28919        1.57563        44.7880        32.1716     
  1113.87        2500.00                 NaN            NaN   6.16817                 NaN            NaN   7.00678       0.516021E-004            NaN   8.28971        1.57564        44.7870        32.1727     
  1112.46        2500.00                 NaN            NaN   6.17059                 NaN            NaN   7.00387       0.519753E-004            NaN   8.29026        1.57564        44.7859        32.1737     
  1111.06        2500.00                 NaN            NaN   6.17301                 NaN            NaN   7.00096       0.524266E-004            NaN   8.29078        1.57565        44.7848        32.1747     
  1109.65        2500.00                 NaN            NaN   6.17541                 NaN            NaN   6.99808       0.528398E-004            NaN   8.29131        1.57565        44.7837        32.1758     
  1108.24        2500.00                 NaN            NaN   6.17781                 NaN            NaN   6.99521       0.532581E-004            NaN   8.29185        1.57566        44.7826        32.1768     
  1106.84        2500.00                 NaN            NaN   6.18019                 NaN            NaN   6.99236       0.571248E-004            NaN   8.29239        1.57566        44.7815        32.1778     
  1105.43        2500.00                 NaN            NaN   6.18257                 NaN            NaN   6.98952       0.576804E-004            NaN   8.29293        1.57566        44.7804        32.1788     
  1104.03        2500.00                 NaN            NaN   6.18494                 NaN            NaN   6.98670       0.591501E-004            NaN   8.29347        1.57566        44.7793        32.1799     
  1102.62        2500.00                 NaN            NaN   6.18729                 NaN            NaN   6.98390       0.588158E-004            NaN   8.29402        1.57566        44.7782        32.1809     
  1101.22        2500.00                 NaN            NaN   6.18964                 NaN            NaN   6.98112       0.594400E-004            NaN   8.29457        1.57566        44.7770        32.1819     
  1099.81        2500.00                 NaN            NaN   6.19198                 NaN            NaN   6.97831       0.798160E-004            NaN   8.29512        1.57566        44.7759        32.1829     
  1098.40        2500.00                 NaN            NaN   6.19431                 NaN            NaN   6.97556       0.812181E-004            NaN   8.29568        1.57566        44.7747        32.1840     
  1097.00        2500.00                 NaN            NaN   6.19662                 NaN            NaN   6.97282       0.893635E-004            NaN   8.29621        1.57566        44.7736        32.1850     
  1095.59        2500.00                 NaN            NaN   6.19895                 NaN            NaN   6.97009       0.909896E-004            NaN   8.29679        1.57565        44.7724        32.1860     
  1094.19        2500.00                 NaN            NaN   6.20125                 NaN            NaN   6.96737       0.849478E-004            NaN   8.29735        1.57565        44.7713        32.1870     
  1092.78        2500.00                 NaN            NaN   6.20354                 NaN            NaN   6.96467       0.962259E-004            NaN   8.29791        1.57565        44.7701        32.1881     
  1091.37        2500.00                 NaN            NaN   6.20584                 NaN            NaN   6.96206                 NaN            NaN   8.29848        1.57565        44.7689        32.1891     
  1089.97        2500.00                 NaN            NaN   6.20811                 NaN            NaN   6.95941                 NaN            NaN   8.29905        1.57564        44.7677        32.1901     
  1088.56        2500.00                 NaN            NaN   6.21038                 NaN            NaN   6.95676                 NaN            NaN   8.29962        1.57563        44.7665        32.1911     
  1087.16        2500.00                 NaN            NaN   6.21263                 NaN            NaN   6.95413                 NaN            NaN   8.30020        1.57563        44.7653        32.1921     
  1085.75        2500.00                 NaN            NaN   6.21487                 NaN            NaN   6.95151                 NaN            NaN   8.30077        1.57562        44.7641        32.1931     
  1084.35        2500.00                 NaN            NaN   6.21711                 NaN            NaN   6.94892                 NaN            NaN   8.30135        1.57561        44.7629        32.1942     
  1082.94        2500.00                 NaN            NaN   6.21933                 NaN            NaN   6.94634                 NaN            NaN   8.30194        1.57560        44.7616        32.1952     
  1081.53        2500.00                 NaN            NaN   6.22156                 NaN            NaN   6.94377                 NaN            NaN   8.30252        1.57560        44.7604        32.1962     
  1080.13        2500.00                 NaN            NaN   6.22376                 NaN            NaN   6.94121                 NaN            NaN   8.30311        1.57559        44.7591        32.1972     
  1078.72        2500.00                 NaN            NaN   6.22597                 NaN            NaN   6.93868                 NaN            NaN   8.30370        1.57557        44.7579        32.1982     
  1077.32        2500.00                 NaN            NaN   6.22815                 NaN            NaN   6.93616                 NaN            NaN   8.30430        1.57556        44.7566        32.1992     
  1075.91        2500.00                 NaN            NaN   6.23032                 NaN            NaN   6.93357       0.115960E-003            NaN   8.30489        1.57555        44.7553        32.2002     
  1074.51        2500.00                 NaN            NaN   6.23249                 NaN            NaN   6.93108       0.117821E-003            NaN   8.30549        1.57554        44.7540        32.2012     
  1073.10        2500.00                 NaN            NaN   6.23465                 NaN            NaN   6.92860       0.119703E-003            NaN   8.30610        1.57552        44.7527        32.2023     
  1071.69        2500.00                 NaN            NaN   6.23681                 NaN            NaN   6.92614       0.121640E-003            NaN   8.30670        1.57551        44.7514        32.2033     
  1070.29        2500.00                 NaN            NaN   6.23895                 NaN            NaN   6.92370       0.123639E-003            NaN   8.30731        1.57550        44.7501        32.2043     
  1068.88        2500.00                 NaN            NaN   6.24109                 NaN            NaN   6.92127       0.125612E-003            NaN   8.30792        1.57548        44.7488        32.2053     
  1067.48        2500.00                 NaN            NaN   6.24322                 NaN            NaN   6.91885       0.127679E-003            NaN   8.30854        1.57547        44.7475        32.2063     
  1066.07        2500.00                 NaN            NaN   6.24533                 NaN            NaN   6.91645       0.129771E-003            NaN   8.30915        1.57545        44.7462        32.2073     
  1064.67        2500.00                 NaN            NaN   6.24744                 NaN            NaN   6.91407       0.131927E-003            NaN   8.30977        1.57543        44.7448        32.2083     
  1063.26        2500.00                 NaN            NaN   6.24955                 NaN            NaN   6.91170       0.134098E-003            NaN   8.31040        1.57541        44.7435        32.2093     
  1061.85        2500.00                 NaN            NaN   6.25164                 NaN            NaN   6.90935       0.136334E-003            NaN   8.31102        1.57540        44.7421        32.2103     
  1060.45        2500.00                 NaN            NaN   6.25372                 NaN            NaN   6.90701       0.138596E-003            NaN   8.31165        1.57538        44.7408        32.2113     
  1059.04        2500.00                 NaN            NaN   6.25580                 NaN            NaN   6.90469       0.140949E-003            NaN   8.31229        1.57536        44.7394        32.2123     
  1057.64        2500.00                 NaN            NaN   6.25786                 NaN            NaN   6.90238       0.143307E-003            NaN   8.31293        1.57533        44.7380        32.2134     
  1056.23        2500.00                 NaN            NaN   6.25991                 NaN            NaN   6.90010       0.145689E-003            NaN   8.31357        1.57531        44.7366        32.2144     
  1054.82        2500.00                 NaN            NaN   6.26196                 NaN            NaN   6.89782       0.148223E-003            NaN   8.31420        1.57529        44.7352        32.2154     
  1053.42        2500.00                 NaN            NaN   6.26401                 NaN            NaN   6.89555       0.150793E-003            NaN   8.31485        1.57527        44.7338        32.2164     
  1052.01        2500.00                 NaN            NaN   6.26604                 NaN            NaN   6.89331       0.153397E-003            NaN   8.31550        1.57525        44.7324        32.2174     
  1050.61        2500.00                 NaN            NaN   6.26807                 NaN            NaN   6.89088       0.348211E-003            NaN   8.31616        1.57522        44.7309        32.2184     
  1049.20        2500.00                 NaN            NaN   6.27007                 NaN            NaN   6.88886       0.157197E-003            NaN   8.31681        1.57520        44.7295        32.2194     
  1047.80        2500.00                 NaN            NaN   6.27208                 NaN            NaN   6.88666       0.158294E-003            NaN   8.31747        1.57517        44.7281        32.2204     
  1046.39        2500.00                 NaN            NaN   6.27407                 NaN            NaN   6.88448       0.162739E-003            NaN   8.31814        1.57514        44.7266        32.2214     
  1044.98        2500.00                 NaN            NaN   6.27606                 NaN            NaN   6.88230       0.165732E-003            NaN   8.31880        1.57512        44.7251        32.2224     
  1043.58        2500.00                 NaN            NaN   6.27805                 NaN            NaN   6.88014       0.168769E-003            NaN   8.31947        1.57509        44.7237        32.2234     
  1042.17        2500.00                 NaN            NaN   6.28001                 NaN            NaN   6.87801       0.171756E-003            NaN   8.32015        1.57506        44.7222        32.2244     
  1040.77        2500.00                 NaN            NaN   6.28198                 NaN            NaN   6.87588       0.174912E-003            NaN   8.32082        1.57503        44.7207        32.2254     
  1039.36        2500.00                 NaN            NaN   6.28393                 NaN            NaN   6.87377       0.178373E-003            NaN   8.32150        1.57500        44.7192        32.2264     
  1037.96        2500.00                 NaN            NaN   6.28588                 NaN            NaN   6.87168       0.181354E-003            NaN   8.32219        1.57497        44.7177        32.2274     
  1036.55        2500.00                 NaN            NaN   6.28782                 NaN            NaN   6.86960       0.184715E-003            NaN   8.32287        1.57494        44.7162        32.2284     
  1035.14        2500.00                 NaN            NaN   6.28974                 NaN            NaN   6.86754       0.188076E-003            NaN   8.32357        1.57491        44.7146        32.2294     
  1033.74        2500.00                 NaN            NaN   6.29167                 NaN            NaN   6.86548       0.191657E-003            NaN   8.32426        1.57487        44.7131        32.2304     
  1032.33        2500.00                 NaN            NaN   6.29358                 NaN            NaN   6.86345       0.195203E-003            NaN   8.32496        1.57484        44.7115        32.2314     
  1030.93        2500.00                 NaN            NaN   6.29548                 NaN            NaN   6.86143       0.198903E-003            NaN   8.32566        1.57480        44.7100        32.2324     
  1029.52        2500.00                 NaN            NaN   6.29738                 NaN            NaN   6.85943       0.202699E-003            NaN   8.32637        1.57477        44.7084        32.2334     
  1028.12        2500.00                 NaN            NaN   6.29926                 NaN            NaN   6.85743       0.206585E-003            NaN   8.32708        1.57473        44.7068        32.2344     
  1026.71        2500.00                 NaN            NaN   6.30114                 NaN            NaN   6.85546       0.210530E-003            NaN   8.32779        1.57470        44.7052        32.2354     
  1025.30        2500.00                 NaN            NaN   6.30301                 NaN            NaN   6.85351       0.214485E-003            NaN   8.32851        1.57466        44.7036        32.2365     
  1023.90        2500.00                 NaN            NaN   6.30487                 NaN            NaN   6.85156       0.218704E-003            NaN   8.32923        1.57462        44.7020        32.2375     
  1022.49        2500.00                 NaN            NaN   6.30673                 NaN            NaN   6.84963       0.223006E-003            NaN   8.32996        1.57458        44.7004        32.2385     
  1021.09        2500.00                 NaN            NaN   6.30858                 NaN            NaN   6.84771       0.227425E-003            NaN   8.33069        1.57454        44.6988        32.2395     
  1019.68        2500.00                 NaN            NaN   6.31042                 NaN            NaN   6.84581       0.231928E-003            NaN   8.33142        1.57450        44.6972        32.2405     
  1018.27        2500.00                 NaN            NaN   6.31225                 NaN            NaN   6.84393       0.236477E-003            NaN   8.33216        1.57446        44.6955        32.2415     
  1016.87        2500.00                 NaN            NaN   6.31407                 NaN            NaN   6.84206       0.241444E-003            NaN   8.33290        1.57441        44.6938        32.2425     
  1015.46        2500.00                 NaN            NaN   6.31587                 NaN            NaN   6.84021       0.245951E-003            NaN   8.33364        1.57438        44.6922        32.2435     
  1014.06        2500.00                 NaN            NaN   6.31768                 NaN            NaN   6.83837       0.250901E-003            NaN   8.33440        1.57433        44.6905        32.2445     
  1012.65        2500.00                 NaN            NaN   6.31949                 NaN            NaN   6.83654       0.256176E-003            NaN   8.33515        1.57428        44.6888        32.2455     
  1011.25        2500.00                 NaN            NaN   6.32127                 NaN            NaN   6.83473       0.261431E-003            NaN   8.33591        1.57424        44.6871        32.2465     
  1009.84        2500.00                 NaN            NaN   6.32305                 NaN            NaN   6.83293       0.266812E-003            NaN   8.33667        1.57419        44.6854        32.2475     
  1008.43        2500.00                 NaN            NaN   6.31838                 NaN            NaN   6.84505       0.991098E-004            NaN   8.33642        1.57380        44.6790        32.2472     
  1007.03        2500.00                 NaN            NaN   5.55399                 NaN            NaN   8.37771                 NaN            NaN   8.51046        1.45299        43.9837        32.1211     
