|6.6.6
Archiving\03_Data\frac/QFM_m4.75/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1170.43        2500.00                 NaN            NaN            NaN            NaN   2.47652                 NaN            NaN            NaN            NaN   14.2220        2.61042       0.111803E-005            NaN   12.1065        66.3600        2.22456     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   2.62234                 NaN            NaN            NaN            NaN   15.1184        1.23711       0.236086E-005            NaN   12.0991        66.6500        2.27300     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   2.62023                 NaN            NaN            NaN            NaN   15.0533        1.31101       0.237766E-005            NaN   12.1045        66.6393        2.27158     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   2.42654                 NaN            NaN            NaN            NaN   12.0767        4.90534                 NaN            NaN   12.2421        66.1236        2.22575     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   2.42274                 NaN            NaN            NaN            NaN   11.9328        5.11480                 NaN            NaN   12.2810        66.0592        2.18946     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   2.61474                 NaN            NaN            NaN            NaN   14.8500        1.53704       0.244632E-005            NaN   12.1197        66.6106        2.26783     
  1155.39        2500.00                 NaN            NaN            NaN            NaN  0.778696        1.74462                 NaN            NaN            NaN  0.547937        15.9274       0.928241E-006            NaN   11.9638        66.7410        2.29662     
  1152.88        2500.00                 NaN            NaN            NaN            NaN   2.40106                 NaN            NaN            NaN            NaN   11.4304        5.67001                 NaN            NaN   12.3554        65.9441        2.19902     
  1150.38        2500.00                 NaN            NaN            NaN            NaN   2.37335                 NaN            NaN            NaN            NaN   16.2381       0.951619                 NaN            NaN   12.3510        65.8925        2.19348     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   2.34646                 NaN            NaN            NaN            NaN   15.7267        1.59371                 NaN            NaN   12.4475        65.7192        2.16639     
  1145.36        2500.00                 NaN            NaN            NaN            NaN   2.53136                 NaN            NaN            NaN            NaN   9.97643        1.27919        5.42852                 NaN   12.2959        66.2548        2.23383     
  1142.86        2500.00                 NaN            NaN            NaN            NaN   2.50388                 NaN            NaN            NaN            NaN   12.4485        4.31576       0.289377E-004            NaN   12.2847        66.2232        2.22391     
  1140.35        2500.00                 NaN            NaN            NaN            NaN   2.37940                 NaN            NaN            NaN            NaN   14.2990        2.87602                 NaN            NaN   12.4026        65.8499        2.19316     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   2.31831                 NaN            NaN            NaN            NaN   14.6810        2.74015                 NaN            NaN   12.4996        65.6072        2.15373     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   1.82328       0.754554                 NaN            NaN            NaN   13.2641        3.28755                 NaN            NaN   12.2852        66.3476        2.23767     
  1132.83        2500.00                 NaN            NaN            NaN            NaN   2.50261                 NaN            NaN            NaN            NaN   12.4791        4.29719                 NaN            NaN   12.3157        66.1857        2.21968     
  1130.33        2500.00                 NaN            NaN            NaN            NaN   2.50411                 NaN            NaN            NaN            NaN   9.17940        1.87794        5.44167                 NaN   11.7784        66.8949        2.32357     
  1127.82        2500.00                 NaN            NaN            NaN            NaN   1.86649       0.700776                 NaN            NaN            NaN   13.0466        3.54426                 NaN            NaN   12.3127        66.2973        2.23181     
  1125.31        2500.00                 NaN            NaN            NaN            NaN   1.89747       0.666214                 NaN            NaN            NaN   13.0494        3.55546                 NaN            NaN   12.3214        66.2802        2.22980     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   2.33061                 NaN            NaN            NaN            NaN   16.2037        1.18825                 NaN            NaN   12.5439        65.5791        2.15448     
  1120.30        2500.00                 NaN            NaN            NaN            NaN   2.36386                 NaN            NaN            NaN            NaN   13.9276        3.30844                 NaN            NaN   12.4610        65.7555        2.18363     
  1117.79        2500.00                 NaN            NaN            NaN            NaN   2.30782                 NaN            NaN            NaN            NaN   13.4353        4.03531                 NaN            NaN   12.5727        65.5066        2.14225     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   2.30226                 NaN            NaN            NaN            NaN   13.3471        4.14388                 NaN            NaN   12.5854        65.4819        2.13954     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   2.32031                 NaN            NaN            NaN            NaN   3.82023        13.6002                 NaN            NaN   12.5547        65.5526        2.15193     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   2.31041                 NaN            NaN            NaN            NaN   12.2990        5.17093                 NaN            NaN   12.6058        65.4764        2.13743     
  1107.77        2500.00                 NaN            NaN            NaN            NaN   2.29742                 NaN            NaN            NaN            NaN   13.2550        4.24795                 NaN            NaN   12.6020        65.4578        2.13985     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   2.30061                 NaN            NaN            NaN            NaN   13.2777        4.21197                 NaN            NaN   12.6003        65.4671        2.14232     
  1102.76        2500.00                 NaN            NaN            NaN            NaN   1.35478        1.19006       0.649128E-004            NaN            NaN   12.0682        4.53227                 NaN            NaN   12.2788        66.3392        2.23667     
  1100.25        2500.00                 NaN            NaN            NaN            NaN   2.49164                 NaN            NaN            NaN            NaN   1.79162        9.19915        5.55091                 NaN   11.9344        66.7160        2.31634     
  1097.74        2500.00                 NaN            NaN            NaN            NaN   2.28834                 NaN            NaN            NaN            NaN   13.0307        4.50643                 NaN            NaN   12.6345        65.4049        2.13515     
  1095.24        2500.00                 NaN            NaN            NaN            NaN   2.28245                 NaN            NaN            NaN            NaN   12.9369        4.62245                 NaN            NaN   12.6491        65.3773        2.13181     
  1092.73        2500.00                 NaN            NaN            NaN            NaN   2.29468                 NaN            NaN            NaN            NaN   4.55452        12.9579                 NaN            NaN   12.6304        65.4221        2.14041     
  1090.23        2500.00                 NaN            NaN            NaN            NaN   2.52255                 NaN            NaN            NaN            NaN   11.9784        4.72384                 NaN            NaN   12.3994        66.1562        2.21957     
  1087.72        2500.00                 NaN            NaN            NaN            NaN   2.28145                 NaN            NaN            NaN            NaN   4.34128        13.2393                 NaN            NaN   12.6808        65.3330        2.12422     
  1085.21        2500.00                 NaN            NaN            NaN            NaN   2.24199                 NaN            NaN            NaN            NaN   5.30647        12.4104                 NaN            NaN   12.7348        65.1988        2.10754     
  1082.71        2500.00                 NaN            NaN            NaN            NaN   2.25129                 NaN            NaN            NaN            NaN   5.14979        12.5298                 NaN            NaN   12.7215        65.2339        2.11377     
  1080.20        2500.00                 NaN            NaN            NaN            NaN   2.22709                 NaN            NaN            NaN            NaN   12.2664        5.50622                 NaN            NaN   12.7691        65.1319        2.09933     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   2.25569                 NaN            NaN            NaN            NaN   4.84277        12.8358                 NaN            NaN   12.7399        65.2161        2.10972     
  1075.19        2500.00                 NaN            NaN            NaN            NaN   2.24671                 NaN            NaN            NaN            NaN   12.6997        5.01231                 NaN            NaN   12.7588        65.1777        2.10485     
  1072.68        2500.00                 NaN            NaN            NaN            NaN   2.23397                 NaN            NaN            NaN            NaN   12.3095        5.43466                 NaN            NaN   12.7663        65.1506        2.10491     
  1070.18        2500.00                 NaN            NaN            NaN            NaN   2.20034                 NaN            NaN            NaN            NaN   11.9652        5.90940                 NaN            NaN   12.8313        65.0095        2.08438     
  1067.67        2500.00                 NaN            NaN            NaN            NaN   2.19405                 NaN            NaN            NaN            NaN   11.8975        6.00059                 NaN            NaN   12.8458        64.9809        2.08112     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   2.21376                 NaN            NaN            NaN            NaN   12.0050        5.81653                 NaN            NaN   12.8149        65.0564        2.09345     
  1062.66        2500.00                 NaN            NaN            NaN            NaN  0.397745        2.25324                 NaN            NaN            NaN   4.01240        12.1696                 NaN            NaN   12.0964        66.7609        2.30966     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   2.20652                 NaN            NaN            NaN            NaN   11.7616        6.10168                 NaN            NaN   12.8574        64.9917        2.08111     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   2.18994                 NaN            NaN            NaN            NaN   11.8153        6.09615                 NaN            NaN   12.8661        64.9518        2.08072     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   2.20477                 NaN            NaN            NaN            NaN   6.09596        11.7718                 NaN            NaN   12.8663        64.9785        2.08261     
  1052.63        2500.00                 NaN            NaN            NaN            NaN   2.20413                 NaN            NaN            NaN            NaN   6.38911        11.4855                 NaN            NaN   12.8963        64.9484        2.07654     
  1050.13        2500.00                 NaN            NaN            NaN            NaN   2.19218                 NaN            NaN            NaN            NaN   11.7928        6.10306                 NaN            NaN   12.8753        64.9505        2.08614     
  1047.62        2500.00                 NaN            NaN            NaN            NaN   2.23693                 NaN            NaN            NaN            NaN   5.70693        12.0328                 NaN            NaN   12.7990        65.1192        2.10512     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   2.21934                 NaN            NaN            NaN            NaN   5.93219        11.8724                 NaN            NaN   12.8308        65.0490        2.09623     
  1042.61        2500.00                 NaN            NaN            NaN            NaN   2.11551                 NaN            NaN            NaN            NaN   6.90914        11.2869                 NaN            NaN   13.0198        64.6304        2.03819     
  1040.10        2500.00                 NaN            NaN            NaN            NaN   2.15902                 NaN            NaN            NaN            NaN   11.6097        6.41277                 NaN            NaN   12.9439        64.8064        2.06816     
  1037.59        2500.00                 NaN            NaN            NaN            NaN   2.19337                 NaN            NaN            NaN            NaN   6.27708        11.6203                 NaN            NaN   12.8775        64.9467        2.08506     
  1035.09        2500.00                 NaN            NaN            NaN            NaN   2.08775                 NaN            NaN            NaN            NaN   7.15466        11.1435                 NaN            NaN   13.0754        64.5142        2.02445     
  1032.58        2500.00                 NaN            NaN            NaN            NaN   2.13466                 NaN            NaN            NaN            NaN   6.87785        11.2573                 NaN            NaN   13.0197        64.6664        2.04413     
  1030.08        2500.00                 NaN            NaN            NaN            NaN   2.15046                 NaN            NaN            NaN            NaN   6.51634        11.5372                 NaN            NaN   12.9574        64.7726        2.06609     
  1027.57        2500.00                 NaN            NaN            NaN            NaN   2.14202                 NaN            NaN            NaN            NaN   11.4884        6.62040                 NaN            NaN   13.0089        64.6902        2.05003     
  1025.06        2500.00                 NaN            NaN            NaN            NaN   2.09437                 NaN            NaN            NaN            NaN   7.34352        10.9439                 NaN            NaN   13.1000        64.4960        2.02216     
  1022.56        2500.00                 NaN            NaN            NaN            NaN   2.20973                 NaN            NaN            NaN            NaN   11.5657        6.27107                 NaN            NaN   12.8677        64.9918        2.09407     
  1020.05        2500.00                 NaN            NaN            NaN            NaN   2.45690                 NaN            NaN            NaN            NaN   5.94774        9.00801        1.74466                 NaN   12.1504        66.4064        2.28588     
  1017.54        2500.00                 NaN            NaN            NaN            NaN   2.00768                 NaN            NaN            NaN            NaN   10.7886        7.81137                 NaN            NaN   13.2336        64.1765        1.98227     
  1015.04        2500.00                 NaN            NaN            NaN            NaN   1.99777                 NaN            NaN            NaN            NaN   10.7455        7.89547                 NaN            NaN   13.2588        64.1272        1.97523     
  1012.53        2500.00                 NaN            NaN            NaN            NaN   2.46484                 NaN            NaN            NaN            NaN   5.91962        8.89421        1.87544                 NaN   12.1635        66.3999        2.28250     
  1010.03        2500.00                 NaN            NaN            NaN            NaN   2.03068                 NaN            NaN            NaN            NaN   7.74167        10.7817                 NaN            NaN   13.2202        64.2352        1.99050     
  1007.52        2500.00                 NaN            NaN            NaN            NaN   2.34699                 NaN            NaN            NaN            NaN   6.81356        10.2597                 NaN            NaN   12.2880        66.0463        2.24542     
  1005.01        2500.00                 NaN            NaN            NaN            NaN   1.94107                 NaN            NaN            NaN            NaN   10.5254        8.32528                 NaN            NaN   13.3620        63.8989        1.94729     
  1002.51        2500.00                 NaN            NaN            NaN            NaN   1.96798                 NaN            NaN            NaN            NaN   10.6336        8.12921                 NaN            NaN   13.3417        63.9730        1.95454     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   2.37939                 NaN            NaN            NaN            NaN   10.0080        6.68128       0.306295                 NaN   12.3354        66.0566        2.23307     
