|6.6.6
Archiving\03_Data\frac/QFM_m4.75/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  2000.00        2500.00        96.7363       0.464212        2.79954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1997.49        2500.00        96.7095       0.464248        2.82625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1994.99        2500.00        96.6828       0.464283        2.85290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1992.48        2500.00        96.6501       0.464326        2.88557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1989.97        2500.00        96.6296       0.464353        2.90601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.47        2500.00        96.6032       0.464388        2.93245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1984.96        2500.00        96.5767       0.464423        2.95888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1982.46        2500.00        96.5503       0.464458        2.98525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1979.95        2500.00        96.4951       0.441967        3.02126       0.416296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.44        2500.00        96.4176       0.401903        3.06474       0.115733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.94        2500.00        96.3398       0.361550        3.10826       0.190371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1972.43        2500.00        96.2636       0.322264        3.15109       0.263039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1969.92        2500.00        96.1873       0.282830        3.19388       0.335977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.42        2500.00        96.1113       0.243513        3.23647       0.408701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        2500.00        95.9127       0.140639        3.34771       0.598981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        2500.00        95.8993       0.133724        3.35522       0.611771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        2500.00        95.8857       0.126805        3.36295       0.624570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        2500.00        95.8114       0.883706E-001   3.40461       0.695660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        2500.00        95.7373       0.500753E-001   3.44611       0.766493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        2500.00        95.6636       0.118725E-001   3.48742       0.837155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        95.6271       0.305287E-002   3.51631       0.853515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        95.5981                 NaN   3.54265       0.859218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        95.5730                 NaN   3.56769       0.859279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        95.5480                 NaN   3.59266       0.859340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        95.5230                 NaN   3.61757       0.859401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        95.4981                 NaN   3.64245       0.859461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        95.4732                 NaN   3.66727       0.859522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        95.4484                 NaN   3.69200       0.859582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        95.4237                 NaN   3.71670       0.859643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        95.3261                 NaN   3.81407       0.859880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        95.3743                 NaN   3.76593       0.859763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        95.3109                 NaN   3.82922       0.859917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        95.3252                 NaN   3.81490       0.859882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        95.3007                 NaN   3.83935       0.859942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        95.2763                 NaN   3.86367       0.860001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        95.2971                 NaN   3.84291       0.859951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        95.2277                 NaN   3.91223       0.860120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        95.2085                 NaN   3.93135       0.860167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        95.1806                 NaN   3.95921       0.860235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        95.1551                 NaN   3.98464       0.860297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        95.0869                 NaN   4.00650       0.860350       0.461974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4077                 NaN            NaN            NaN  0.592278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4049                 NaN  0.378507E-003            NaN  0.594713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4090                 NaN            NaN            NaN  0.590973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4132                 NaN            NaN            NaN  0.586827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4138                 NaN            NaN            NaN  0.586236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4185                 NaN            NaN            NaN  0.581455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4196                 NaN            NaN            NaN  0.580421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4233                 NaN            NaN            NaN  0.576702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4238                 NaN            NaN            NaN  0.576176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4272                 NaN            NaN            NaN  0.572754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4294                 NaN            NaN            NaN  0.570638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4299                 NaN            NaN            NaN  0.570082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4318                 NaN            NaN            NaN  0.568223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.7814                 NaN  0.432160E-001            NaN  0.175382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.0869                 NaN            NaN            NaN  0.913074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4366                 NaN            NaN            NaN  0.563411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4404                 NaN            NaN            NaN  0.559585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4411                 NaN            NaN            NaN  0.558862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4437                 NaN            NaN            NaN  0.556307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4432                 NaN            NaN            NaN  0.556780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4445                 NaN            NaN            NaN  0.555495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4457                 NaN            NaN            NaN  0.554277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4462                 NaN            NaN            NaN  0.553781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4475                 NaN            NaN            NaN  0.552520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4378                 NaN            NaN            NaN  0.550824                 NaN            NaN  0.113747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4298                 NaN            NaN            NaN  0.554663                 NaN            NaN  0.155278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4366                 NaN            NaN            NaN  0.548094                 NaN            NaN  0.152700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4276                 NaN            NaN            NaN  0.556870                 NaN            NaN  0.154968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4411                 NaN            NaN            NaN  0.543764                 NaN            NaN  0.150926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4338                 NaN            NaN            NaN  0.550904                 NaN            NaN  0.152483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4345                 NaN            NaN            NaN  0.550326                 NaN            NaN  0.152072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4332                 NaN            NaN            NaN  0.551583                 NaN            NaN  0.151876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4343                 NaN            NaN            NaN  0.550640                 NaN            NaN  0.151056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4322                 NaN            NaN            NaN  0.552632                 NaN            NaN  0.151216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4346                 NaN            NaN            NaN  0.550436                 NaN            NaN  0.149939E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4308                 NaN            NaN            NaN  0.554141                 NaN            NaN  0.151070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4342                 NaN            NaN            NaN  0.550896                 NaN            NaN  0.148806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4311                 NaN            NaN            NaN  0.554003                 NaN            NaN  0.149377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4277                 NaN            NaN            NaN  0.557269                 NaN            NaN  0.150081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4318                 NaN            NaN            NaN  0.553444                 NaN            NaN  0.147648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.6204                 NaN            NaN            NaN  0.369614                 NaN            NaN  0.993735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.2375                 NaN            NaN            NaN  0.742858                 NaN            NaN  0.196283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4249                 NaN            NaN            NaN  0.560307                 NaN            NaN  0.147783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3892                 NaN            NaN            NaN  0.595225                 NaN            NaN  0.156185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4708                 NaN            NaN            NaN  0.515718                 NaN            NaN  0.134711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        98.8288                 NaN            NaN            NaN   1.14171                 NaN            NaN  0.295356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4179                 NaN            NaN            NaN  0.567512                 NaN            NaN  0.146255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4155                 NaN            NaN            NaN  0.569921                 NaN            NaN  0.145773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4093                 NaN            NaN            NaN  0.576042                 NaN            NaN  0.146560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4151                 NaN            NaN            NaN  0.570476                 NaN            NaN  0.144038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4085                 NaN            NaN            NaN  0.576947                 NaN            NaN  0.145093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4078                 NaN            NaN            NaN  0.577759                 NaN            NaN  0.144500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4042                 NaN            NaN            NaN  0.581354                 NaN            NaN  0.144623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4026                 NaN            NaN            NaN  0.583028                 NaN            NaN  0.144116E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4005                 NaN            NaN            NaN  0.585084                 NaN            NaN  0.143860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3969                 NaN            NaN            NaN  0.588750                 NaN            NaN  0.143878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3953                 NaN            NaN            NaN  0.590335                 NaN            NaN  0.143400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3927                 NaN            NaN            NaN  0.593012                 NaN            NaN  0.142982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3898                 NaN            NaN            NaN  0.595875                 NaN            NaN  0.142900E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3873                 NaN            NaN            NaN  0.598453                 NaN            NaN  0.142802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3838                 NaN            NaN            NaN  0.601948                 NaN            NaN  0.142619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3813                 NaN            NaN            NaN  0.604496                 NaN            NaN  0.142294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3799                 NaN            NaN            NaN  0.605903                 NaN            NaN  0.141944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3757                 NaN            NaN            NaN  0.610063                 NaN            NaN  0.141938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3711                 NaN            NaN            NaN  0.614692                 NaN            NaN  0.142036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3725                 NaN            NaN            NaN  0.613401                 NaN            NaN  0.140971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3671                 NaN            NaN            NaN  0.618771                 NaN            NaN  0.141293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4323                 NaN            NaN            NaN  0.555115                 NaN            NaN  0.126264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.9458                 NaN            NaN            NaN  0.528088E-001            NaN            NaN  0.136218E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        98.7061                 NaN            NaN            NaN   1.26562                 NaN            NaN  0.283180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3583                 NaN            NaN            NaN  0.627686                 NaN            NaN  0.139946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3530                 NaN            NaN            NaN  0.632929                 NaN            NaN  0.140373E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3502                 NaN            NaN            NaN  0.635783                 NaN            NaN  0.140180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3476                 NaN            NaN            NaN  0.638382                 NaN            NaN  0.140157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3441                 NaN            NaN            NaN  0.641933                 NaN            NaN  0.140071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3582                 NaN            NaN            NaN  0.628154                 NaN            NaN  0.136296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3231                 NaN            NaN            NaN  0.662602                 NaN            NaN  0.143010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3376                 NaN            NaN            NaN  0.648427                 NaN            NaN  0.139324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3342                 NaN            NaN            NaN  0.651910                 NaN            NaN  0.139289E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3317                 NaN            NaN            NaN  0.654398                 NaN            NaN  0.139200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3296                 NaN            NaN            NaN  0.656467                 NaN            NaN  0.138906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3274                 NaN            NaN            NaN  0.658701                 NaN            NaN  0.138709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3249                 NaN            NaN            NaN  0.661265                 NaN            NaN  0.138657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3228                 NaN            NaN            NaN  0.663293                 NaN            NaN  0.138633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3212                 NaN            NaN            NaN  0.664972                 NaN            NaN  0.138310E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3188                 NaN            NaN            NaN  0.667347                 NaN            NaN  0.138333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3180                 NaN            NaN            NaN  0.668175                 NaN            NaN  0.138053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3160                 NaN            NaN            NaN  0.670275                 NaN            NaN  0.137718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3147                 NaN            NaN            NaN  0.671477                 NaN            NaN  0.137782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3137                 NaN            NaN            NaN  0.672520                 NaN            NaN  0.137442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3080                 NaN            NaN            NaN  0.678218                 NaN            NaN  0.138236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3155                 NaN            NaN            NaN  0.670875                 NaN            NaN  0.136275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        98.3807                 NaN            NaN            NaN  0.381734                 NaN            NaN            NaN   1.23752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.9684                 NaN            NaN            NaN  0.236996                 NaN            NaN            NaN   1.79465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        98.0122                 NaN            NaN            NaN  0.231072                 NaN            NaN            NaN   1.75676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        98.0124                 NaN            NaN            NaN  0.228483                 NaN            NaN            NaN   1.75916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.1106                 NaN            NaN            NaN  0.220322                 NaN            NaN            NaN   1.66906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.1514                 NaN            NaN            NaN  0.216930                 NaN            NaN            NaN   1.63170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.1596                 NaN            NaN            NaN  0.211080                 NaN            NaN            NaN   1.62929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.2154                 NaN            NaN            NaN  0.208839                 NaN            NaN            NaN   1.57575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.2351                 NaN            NaN            NaN  0.203584                 NaN            NaN            NaN   1.56130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.2385                 NaN            NaN            NaN  0.202834                 NaN            NaN            NaN   1.55866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.3368                 NaN            NaN            NaN  0.189993                 NaN            NaN            NaN   1.47320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.3096                 NaN            NaN            NaN  0.192892                 NaN            NaN            NaN   1.49754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3904                 NaN            NaN            NaN  0.184540                 NaN            NaN            NaN   1.42505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3897                 NaN            NaN            NaN  0.183240                 NaN            NaN            NaN   1.42709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.4312                 NaN            NaN            NaN  0.168602                 NaN            NaN            NaN   1.40020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.4536                 NaN            NaN            NaN  0.180270                 NaN            NaN            NaN   1.36618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4755                 NaN            NaN            NaN  0.167213                 NaN            NaN            NaN   1.35732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.5053                 NaN            NaN            NaN  0.164645                 NaN            NaN            NaN   1.33001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5278                 NaN            NaN            NaN  0.161133                 NaN            NaN            NaN   1.31109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5566                 NaN            NaN            NaN  0.156698                 NaN            NaN            NaN   1.28669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5773                 NaN            NaN            NaN  0.154888                 NaN            NaN            NaN   1.26782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5995                 NaN            NaN            NaN  0.152084                 NaN            NaN            NaN   1.24846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6328                 NaN            NaN            NaN  0.147996                 NaN            NaN            NaN   1.21925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5677                 NaN            NaN            NaN  0.149133                 NaN            NaN            NaN   1.28321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7443                 NaN            NaN            NaN  0.130817                 NaN            NaN            NaN   1.12488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6908                 NaN            NaN            NaN  0.136851                 NaN            NaN            NaN   1.17239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7093                 NaN            NaN            NaN  0.136608                 NaN            NaN            NaN   1.15412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7312                 NaN            NaN            NaN  0.127069                 NaN            NaN            NaN   1.14171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7467                 NaN            NaN            NaN  0.126277                 NaN            NaN            NaN   1.12706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7689                 NaN            NaN            NaN  0.123184                 NaN            NaN            NaN   1.10793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7811                 NaN            NaN            NaN  0.121728                 NaN            NaN            NaN   1.09716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8092                 NaN            NaN            NaN  0.116558                 NaN            NaN            NaN   1.07428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8194                 NaN            NaN            NaN  0.112571                 NaN            NaN            NaN   1.06798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
