|6.6.6
Archiving\03_Data\DfracLP/QFM_m5/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1461.15        500.000        98.2753                 NaN            NaN            NaN            NaN   1.01391       0.710740                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.3076                 NaN            NaN            NaN            NaN  0.998750       0.693619                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        94.7518                 NaN            NaN            NaN            NaN   2.24835        1.61303                 NaN   1.38684                 NaN            NaN            NaN
  1453.63        500.000        93.9779                 NaN            NaN            NaN            NaN   2.58600        1.71108                 NaN   1.72502                 NaN            NaN            NaN
  1451.13        500.000        94.2882                 NaN            NaN            NaN            NaN   1.62425        2.44778                 NaN   1.63980                 NaN            NaN            NaN
  1448.62        500.000        94.5785                 NaN            NaN            NaN            NaN   1.54344        2.31874                 NaN   1.55931                 NaN            NaN            NaN
  1446.12        500.000        94.8470                 NaN            NaN            NaN            NaN   1.46968        2.19928                 NaN   1.48405                 NaN            NaN            NaN
  1443.61        500.000        95.0871                 NaN            NaN            NaN            NaN   1.40183        2.09352                 NaN   1.41752                 NaN            NaN            NaN
  1441.10        500.000        95.3187                 NaN            NaN            NaN            NaN   1.99196        1.33647                 NaN   1.35285                 NaN            NaN            NaN
  1438.60        500.000        95.5225                 NaN            NaN            NaN            NaN   1.90182        1.27992                 NaN   1.29576                 NaN            NaN            NaN
  1436.09        500.000        95.7153                 NaN            NaN            NaN            NaN   1.22619        1.81689                 NaN   1.24165                 NaN            NaN            NaN
  1433.58        500.000        95.8934                 NaN            NaN            NaN            NaN   1.73925        1.17594                 NaN   1.19142                 NaN            NaN            NaN
  1431.08        500.000        96.0611                 NaN            NaN            NaN            NaN   1.12862        1.66621                 NaN   1.14412                 NaN            NaN            NaN
  1428.57        500.000        96.2160                 NaN            NaN            NaN            NaN   1.59878        1.08453                 NaN   1.10068                 NaN            NaN            NaN
  1426.07        500.000        96.3594                 NaN            NaN            NaN            NaN   1.04455        1.53601                 NaN   1.06002                 NaN            NaN            NaN
  1423.56        500.000        96.4954                 NaN            NaN            NaN            NaN   1.47750        1.00554                 NaN   1.02154                 NaN            NaN            NaN
  1421.05        500.000        96.6229                 NaN            NaN            NaN            NaN   1.42297       0.969094                 NaN  0.984994                 NaN            NaN            NaN
  1418.55        500.000        96.7455                 NaN            NaN            NaN            NaN  0.934473        1.36991                 NaN  0.950138                 NaN            NaN            NaN
  1416.04        500.000        96.8574                 NaN            NaN            NaN            NaN  0.903020        1.32132                 NaN  0.918255                 NaN            NaN            NaN
  1413.53        500.000        96.9652                 NaN            NaN            NaN            NaN   1.27556       0.871871                 NaN  0.887359                 NaN            NaN            NaN
  1411.03        500.000        97.0644                 NaN            NaN            NaN            NaN  0.843424        1.23331                 NaN  0.858850                 NaN            NaN            NaN
  1408.52        500.000        97.1613                 NaN            NaN            NaN            NaN   1.19159       0.816214                 NaN  0.830904                 NaN            NaN            NaN
  1406.02        500.000        97.2475                 NaN            NaN            NaN            NaN   1.15489       0.791580                 NaN  0.806038                 NaN            NaN            NaN
  1403.51        500.000        97.2039       0.532332E-001            NaN            NaN            NaN  0.851507        1.05646                 NaN  0.834905                 NaN            NaN            NaN
  1401.00        500.000        97.2249       0.810751E-001            NaN            NaN            NaN  0.984963       0.871485                 NaN  0.837589                 NaN            NaN            NaN
  1398.50        500.000        97.3290       0.768733E-001            NaN            NaN            NaN  0.949323       0.838674                 NaN  0.806137                 NaN            NaN            NaN
  1395.99        500.000        97.4276       0.726601E-001            NaN            NaN            NaN  0.806026       0.917398                 NaN  0.776289                 NaN            NaN            NaN
  1393.48        500.000        97.5201       0.689860E-001            NaN            NaN            NaN  0.885934       0.776379                 NaN  0.748556                 NaN            NaN            NaN
  1390.98        500.000        97.6061       0.653829E-001            NaN            NaN            NaN  0.748612       0.857360                 NaN  0.722510                 NaN            NaN            NaN
  1388.47        500.000        97.6882       0.620493E-001            NaN            NaN            NaN  0.722562       0.829562                 NaN  0.697588                 NaN            NaN            NaN
  1385.96        500.000        97.7658       0.586344E-001            NaN            NaN            NaN  0.804488       0.696968                 NaN  0.674088                 NaN            NaN            NaN
  1383.46        500.000        97.8391       0.554377E-001            NaN            NaN            NaN  0.673119       0.780696                 NaN  0.651653                 NaN            NaN            NaN
  1380.95        500.000        97.9088       0.526817E-001            NaN            NaN            NaN  0.757619       0.650442                 NaN  0.630483                 NaN            NaN            NaN
  1378.45        500.000        97.9754       0.497561E-001            NaN            NaN            NaN  0.628650       0.736233                 NaN  0.610002                 NaN            NaN            NaN
  1375.94        500.000        98.0378       0.470610E-001            NaN            NaN            NaN  0.608105       0.716184                 NaN  0.590852                 NaN            NaN            NaN
  1373.43        500.000        98.0981       0.445595E-001            NaN            NaN            NaN  0.588212       0.696750                 NaN  0.572425                 NaN            NaN            NaN
  1370.93        500.000        98.1550       0.420340E-001            NaN            NaN            NaN  0.569705       0.678360                 NaN  0.554852                 NaN            NaN            NaN
  1368.42        500.000        98.2093       0.395425E-001            NaN            NaN            NaN  0.551477       0.661601                 NaN  0.538093                 NaN            NaN            NaN
  1365.91        500.000        98.2618       0.374136E-001            NaN            NaN            NaN  0.533801       0.644961                 NaN  0.521989                 NaN            NaN            NaN
  1363.41        500.000        98.3111       0.350258E-001            NaN            NaN            NaN  0.517398       0.629804                 NaN  0.506645                 NaN            NaN            NaN
  1360.90        500.000        98.3595       0.329119E-001            NaN            NaN            NaN  0.614951       0.501018                 NaN  0.491646                 NaN            NaN            NaN
  1358.40        500.000        98.4047       0.308513E-001            NaN            NaN            NaN  0.485890       0.600966                 NaN  0.477572                 NaN            NaN            NaN
  1355.89        500.000        98.4398       0.293933E-001            NaN            NaN            NaN  0.590679       0.472585                 NaN  0.467496                 NaN            NaN            NaN
  1353.38        500.000        98.4987       0.267495E-001            NaN            NaN            NaN  0.570856       0.456103                 NaN  0.447593                 NaN            NaN            NaN
  1350.88        500.000        98.5307       0.249923E-001            NaN            NaN            NaN  0.442808       0.563167                 NaN  0.438297                 NaN            NaN            NaN
  1348.37        500.000        98.5691       0.232513E-001            NaN            NaN            NaN  0.429570       0.551723                 NaN  0.426366                 NaN            NaN            NaN
  1345.86        500.000        98.6065       0.214585E-001            NaN            NaN            NaN  0.540709       0.416689                 NaN  0.414629                 NaN            NaN            NaN
  1343.36        500.000        98.6417       0.196675E-001            NaN            NaN            NaN  0.404378       0.530709                 NaN  0.403568                 NaN            NaN            NaN
  1340.85        500.000        98.6762       0.181074E-001            NaN            NaN            NaN  0.392405       0.520460                 NaN  0.392782                 NaN            NaN            NaN
  1338.35        500.000        98.7091       0.162395E-001            NaN            NaN            NaN  0.380894       0.511517                 NaN  0.382289                 NaN            NaN            NaN
  1335.84        500.000        98.7406       0.147373E-001            NaN            NaN            NaN  0.369604       0.502599                 NaN  0.372474                 NaN            NaN            NaN
  1333.33        500.000        98.7718       0.131932E-001            NaN            NaN            NaN  0.493908       0.358482                 NaN  0.362654                 NaN            NaN            NaN
  1330.83        500.000        98.8005       0.115695E-001            NaN            NaN            NaN  0.486419       0.347942                 NaN  0.353587                 NaN            NaN            NaN
  1328.32        500.000        98.8298       0.102063E-001            NaN            NaN            NaN  0.477893       0.337730                 NaN  0.344341                 NaN            NaN            NaN
  1325.81        500.000        98.8570       0.878240E-002            NaN            NaN            NaN  0.470569       0.327895                 NaN  0.335753                 NaN            NaN            NaN
  1323.31        500.000        98.8825       0.716115E-002            NaN            NaN            NaN  0.464629       0.317999                 NaN  0.327759                 NaN            NaN            NaN
  1320.80        500.000        98.9093       0.570618E-002            NaN            NaN            NaN  0.308664       0.457317                 NaN  0.319051                 NaN            NaN            NaN
  1318.30        500.000        98.9331       0.435144E-002            NaN            NaN            NaN  0.299326       0.451640                 NaN  0.311597                 NaN            NaN            NaN
  1315.79        500.000        98.9567       0.306626E-002            NaN            NaN            NaN  0.445225       0.290878                 NaN  0.304082                 NaN            NaN            NaN
  1313.28        500.000        98.9797       0.154865E-002            NaN            NaN            NaN  0.281775       0.440279                 NaN  0.296743                 NaN            NaN            NaN
  1310.78        500.000        99.0017       0.301814E-003            NaN            NaN            NaN  0.273418       0.434784                 NaN  0.289754                 NaN            NaN            NaN
  1308.27        500.000        99.0225                 NaN            NaN            NaN            NaN  0.427286       0.266770                 NaN  0.283427                 NaN            NaN            NaN
  1305.76        500.000        99.0429                 NaN            NaN            NaN            NaN  0.419557       0.260335                 NaN  0.277238                 NaN            NaN            NaN
  1303.26        500.000        99.0623                 NaN            NaN            NaN            NaN  0.254444       0.411880                 NaN  0.271391                 NaN            NaN            NaN
  1300.75        500.000        99.0812                 NaN            NaN            NaN            NaN  0.249039       0.404221                 NaN  0.265582                 NaN            NaN            NaN
  1298.25        500.000        99.0990                 NaN            NaN            NaN            NaN  0.398120       0.242551                 NaN  0.260306                 NaN            NaN            NaN
  1295.74        500.000        99.1177                 NaN            NaN            NaN            NaN  0.389861       0.237892                 NaN  0.254557                 NaN            NaN            NaN
  1293.23        500.000        99.1354                 NaN            NaN            NaN            NaN  0.232534       0.382853                 NaN  0.249197                 NaN            NaN            NaN
  1290.73        500.000        99.1531                 NaN            NaN            NaN            NaN  0.226389       0.376425                 NaN  0.244042                 NaN            NaN            NaN
  1288.22        500.000        99.1693                 NaN            NaN            NaN            NaN  0.370417       0.221352                 NaN  0.238979                 NaN            NaN            NaN
  1285.71        500.000        91.3402                 NaN            NaN            NaN            NaN   1.62400       0.920718                 NaN   1.02145        5.09366                 NaN            NaN
  1283.21        500.000        90.0047                 NaN            NaN            NaN            NaN   1.03733        1.78972                 NaN   1.14045        6.02781                 NaN            NaN
  1280.70        500.000        91.1840                 NaN            NaN            NaN            NaN  0.927974        1.55775                 NaN   1.00893        5.32135                 NaN            NaN
  1278.20        500.000        92.1226                 NaN            NaN            NaN            NaN  0.840793        1.37201                 NaN  0.903150        4.76142                 NaN            NaN
  1275.69        500.000        92.8897                 NaN            NaN            NaN            NaN  0.769244        1.22023                 NaN  0.816169        4.30468                 NaN            NaN
  1273.18        500.000        93.5287                 NaN            NaN            NaN            NaN  0.708733        1.09429                 NaN  0.743188        3.92506                 NaN            NaN
  1270.68        500.000        94.0713                 NaN            NaN            NaN            NaN  0.987808       0.656301                 NaN  0.680721        3.60383                 NaN            NaN
  1268.17        500.000        94.5391                 NaN            NaN            NaN            NaN  0.611025       0.895823                 NaN  0.626464        3.32762                 NaN            NaN
  1265.66        500.000        94.9417                 NaN            NaN            NaN            NaN  0.571436       0.817410                 NaN  0.579686        3.08973                 NaN            NaN
  1263.16        500.000        95.3007                 NaN            NaN            NaN            NaN  0.747037       0.536201                 NaN  0.537245        2.87878                 NaN            NaN
  1260.65        500.000        95.6123                 NaN            NaN            NaN            NaN  0.505277       0.686635                 NaN  0.500572        2.69519                 NaN            NaN
  1258.15        500.000        95.8947                 NaN            NaN            NaN            NaN  0.476852       0.632014                 NaN  0.466972        2.52950                 NaN            NaN
  1255.64        500.000        96.1411                 NaN            NaN            NaN            NaN  0.451563       0.585499                 NaN  0.437902        2.38398                 NaN            NaN
  1253.13        500.000        96.3705                 NaN            NaN            NaN            NaN  0.541538       0.428464                 NaN  0.410270        2.24922                 NaN            NaN
  1250.63        500.000        96.5752                 NaN            NaN            NaN            NaN  0.406981       0.502813                 NaN  0.385555        2.12943                 NaN            NaN
  1248.12        500.000        96.7616                 NaN            NaN            NaN            NaN  0.467347       0.388040                 NaN  0.363116        2.01986                 NaN            NaN
  1245.61        500.000        96.9307                 NaN            NaN            NaN            NaN  0.370211       0.436258                 NaN  0.342705        1.92011                 NaN            NaN
  1243.11        500.000        97.0851                 NaN            NaN            NaN            NaN  0.409181       0.352633                 NaN  0.324136        1.82898                 NaN            NaN
  1240.60        500.000        97.2281                 NaN            NaN            NaN            NaN  0.339493       0.381090                 NaN  0.306531        1.74477                 NaN            NaN
  1238.10        500.000        97.3621                 NaN            NaN            NaN            NaN  0.325435       0.356820                 NaN  0.290385        1.66529                 NaN            NaN
  1235.59        500.000        97.4828                 NaN            NaN            NaN            NaN  0.312258       0.335080                 NaN  0.275672        1.59422                 NaN            NaN
  1233.08        500.000        97.5953                 NaN            NaN            NaN            NaN  0.314518       0.300575                 NaN  0.262061        1.52757                 NaN            NaN
  1230.58        500.000        97.6999                 NaN            NaN            NaN            NaN  0.290663       0.294762                 NaN  0.248952        1.46577                 NaN            NaN
  1228.07        500.000        97.7975                 NaN            NaN            NaN            NaN  0.279899       0.278937                 NaN  0.237284        1.40637                 NaN            NaN
  1225.56        500.000        97.8858                 NaN            NaN            NaN            NaN  0.262938       0.271033                 NaN  0.226533        1.35365                 NaN            NaN
  1223.06        500.000        97.9713                 NaN            NaN            NaN            NaN  0.247929       0.262077                 NaN  0.216107        1.30254                 NaN            NaN
  1220.55        500.000        98.0492                 NaN            NaN            NaN            NaN  0.254529       0.234117                 NaN  0.206692        1.25550                 NaN            NaN
  1218.05        500.000        90.3923                 NaN            NaN            NaN            NaN  0.369167       0.733848                 NaN  0.747197        4.10157        3.65596                 NaN
  1215.54        500.000        87.3180                 NaN            NaN            NaN            NaN  0.235361        1.13146                 NaN  0.969419        5.18623        5.15952                 NaN
  1213.03        500.000        87.9209                 NaN            NaN            NaN            NaN   1.33105                 NaN            NaN  0.933155        4.90585        4.90904                 NaN
  1210.53        500.000        85.3593                 NaN            NaN            NaN            NaN   1.49340                 NaN            NaN   1.13616        5.98542        5.82760       0.198092     
  1208.02        500.000        86.0496       0.799881E-002            NaN            NaN            NaN   1.43037                 NaN            NaN   1.07749        5.68635        5.56677       0.181446     
  1205.51        500.000        85.7575       0.109339                 NaN            NaN            NaN   1.32377                 NaN            NaN   1.10880        5.77045        5.76232       0.167869     
  1203.01        500.000        86.0193       0.108423                 NaN            NaN            NaN   1.29305                 NaN            NaN   1.07373        5.67663        5.66695       0.161935     
  1200.50        500.000        85.7823       0.109573                 NaN            NaN            NaN   1.30222                 NaN            NaN   1.07645        5.79604        5.77290       0.160477     
  1197.99        500.000        78.9180       0.277394                 NaN            NaN            NaN   1.26992                 NaN            NaN   1.63657        8.32798        9.33396       0.236192     
  1195.49        500.000        87.8209       0.307648E-002            NaN            NaN            NaN   1.64836                 NaN            NaN  0.789332        5.55319        4.06349       0.121636     
  1192.98        500.000        27.6324       0.593225                 NaN            NaN            NaN   5.61363                 NaN            NaN   4.94912        30.7291        29.7942       0.688323     
  1190.48        500.000                 NaN  0.862642                 NaN            NaN            NaN   7.55528                 NaN            NaN   6.67230        42.5878        41.3879       0.934030     
  1187.97        500.000                 NaN  0.740346                 NaN            NaN            NaN   7.92513                 NaN            NaN   6.70890        42.4579        41.2581       0.909618     
  1185.46        500.000                 NaN  0.696996                 NaN            NaN            NaN   8.04651                 NaN            NaN   6.71904        42.4245        41.2100       0.902923     
  1182.96        500.000                 NaN  0.687483                 NaN            NaN            NaN   8.06841                 NaN            NaN   6.71962        42.4236        41.1984       0.902509     
  1180.45        500.000                 NaN  0.648641                 NaN            NaN            NaN   8.17572                 NaN            NaN   6.72830        42.3956        41.1550       0.896732     
  1177.94        500.000                 NaN  0.763228                 NaN            NaN            NaN   2.60831        5.19018                 NaN   6.68368        42.5594        41.2696       0.925620     
  1175.44        500.000                 NaN  0.535677                 NaN            NaN            NaN   8.48550                 NaN            NaN   6.75342        42.3169        41.0283       0.880167     
  1172.93        500.000                 NaN  0.477651                 NaN            NaN            NaN   8.64407                 NaN            NaN   6.76625        42.2774        40.9630       0.871630     
  1170.43        500.000                 NaN  0.171867                 NaN            NaN            NaN   9.50187                 NaN            NaN   6.84177        42.0399        40.6238       0.820806     
  1167.92        500.000                 NaN   1.01518                 NaN            NaN            NaN   7.02269                 NaN            NaN   6.60285        42.8446        41.5361       0.978664     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   6.31170        3.63927                 NaN   6.87138        41.9517        40.4262       0.799702     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   8.69934        1.24621                 NaN   6.86892        41.9574        40.4256       0.802464     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   9.97405                 NaN            NaN   6.88393        41.9176        40.4309       0.793543     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   9.98618                 NaN            NaN   6.89206        41.8982        40.4340       0.789604     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   9.97321                 NaN            NaN   6.88476        41.9176        40.4306       0.793828     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN  0.260221        9.71516                 NaN   6.88681        41.9139        40.4310       0.792919     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN  0.530812        9.44688                 NaN   6.88896        41.9100        40.4314       0.791958     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN  0.810013        9.17002                 NaN   6.89114        41.9060        40.4318       0.790978     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   1.09606        8.88636                 NaN   6.89335        41.9021        40.4322       0.789979     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   1.39125        8.59362                 NaN   6.89560        41.8980        40.4326       0.788954     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   1.67724        8.31015                 NaN   6.89788        41.8938        40.4330       0.787915     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   1.99822        7.99174                 NaN   6.90021        41.8895        40.4335       0.786838     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   2.33184        7.66074                 NaN   6.90258        41.8852        40.4339       0.785742     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   2.67234        7.32293                 NaN   6.90499        41.8808        40.4343       0.784617     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   2.22130        7.70402       0.576379E-004   6.88293        41.9742        40.4196       0.797932     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   2.09954        7.83295       0.526601E-004   6.88714        41.9636        40.4209       0.795768     
  1125.31        500.000                 NaN            NaN   1.82854                 NaN            NaN   7.04375                 NaN            NaN   6.59458        42.6890        40.8714       0.972675     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   1.84483        8.10248       0.440017E-004   6.89570        41.9419        40.4237       0.791340     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   1.71199        8.24301                 NaN   6.90003        41.9308        40.4251       0.789078     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   1.57554        8.38726                 NaN   6.90440        41.9195        40.4265       0.786784     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   1.43557        8.53518                 NaN   6.90881        41.9080        40.4280       0.784459     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   5.97567        4.04277                 NaN   6.92542        41.8433        40.4380       0.774805     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   6.32151        3.70089                 NaN   6.92851        41.8372        40.4387       0.773249     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   10.0638                 NaN            NaN   6.95060        41.7777        40.4470       0.760935     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   9.92540       0.127796       0.148795E-005   6.94599        41.7922        40.4449       0.763742     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   7.79241        2.24134                 NaN   6.93768        41.8195        40.4404       0.768596     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   8.18268        1.86552                 NaN   6.94531        41.7988        40.4434       0.764372     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   7.61631        2.43713                 NaN   6.94877        41.7907        40.4444       0.762699     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   10.0694                 NaN            NaN   6.95577        41.7675        40.4482       0.759182     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   9.20565       0.863230                 NaN   6.95624        41.7676        40.4481       0.759173     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   9.55947       0.513583                 NaN   6.95912        41.7612        40.4489       0.757712     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   9.46945       0.607947                 NaN   6.96215        41.7546        40.4497       0.756126     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   10.0818                 NaN            NaN   6.96570        41.7479        40.4503       0.754370     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   9.63031       0.446449                 NaN   6.96836        41.7609        40.4455       0.748519     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   10.1128                 NaN            NaN   6.98607        41.7026        40.4556       0.742899     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   10.1113                 NaN            NaN   6.98545        41.7043        40.4555       0.743513     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   10.1209                 NaN            NaN   6.99214        41.6901        40.4571       0.739828     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   9.54127       0.563896                 NaN   6.98294        41.7121        40.4544       0.745405     
  1070.18        500.000                 NaN            NaN  0.931450                 NaN            NaN   3.34421       0.459977        4.75299        6.79268        42.1909        40.6702       0.857552     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   9.98331       0.140267                 NaN   6.99430        41.6851        40.4578       0.739217     
  1065.16        500.000                 NaN            NaN  0.440931E-001            NaN            NaN   3.67538        6.35198       0.325393E-003   6.96852        41.7453        40.4629       0.751482     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   8.03919        2.10673                 NaN   7.00993        41.6519        40.4616       0.730613     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN  0.370432E-001   10.1031                 NaN   7.00599        41.6601        40.4607       0.733073     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN   5.79156        4.33390       0.663040E-004   6.99290        41.6878        40.4561       0.737690     
  1055.14        500.000                 NaN            NaN  0.475723                 NaN            NaN   1.03685        8.31995                 NaN   6.91085        41.8962        40.5713       0.789168     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   8.08126        2.06421                 NaN   7.01062        41.6512        40.4617       0.730987     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   8.19673        1.91240       0.109229E-002   6.99250        41.7009        40.4555       0.740881     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   9.24961       0.927249                 NaN   7.02963        41.6043        40.4682       0.720991     
  1045.11        500.000                 NaN            NaN  0.754890                 NaN            NaN   8.96913       0.842462E-005            NaN   6.88140        41.9365        40.6519       0.806195     
  1042.61        500.000                 NaN            NaN  0.872098E-001            NaN            NaN   10.0189       0.791115E-004            NaN   7.00449        41.6692        40.4849       0.735175     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   10.1920                 NaN            NaN   7.04220        41.5822        40.4698       0.713768     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN   5.76469       0.832721        3.54624        7.01760        41.6498        40.4610       0.727973     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN   10.0338       0.168418                 NaN   7.04929        41.5668        40.4717       0.710070     
  1032.58        500.000                 NaN            NaN  0.688588                 NaN            NaN   9.09647       0.268356E-003            NaN   6.90822        41.8742        40.6404       0.791879     
  1030.08        500.000                 NaN            NaN  0.714177                 NaN            NaN   9.05957       0.882481E-004            NaN   6.90572        41.8800        40.6472       0.793223     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN   8.79101        1.39106                 NaN   7.03824        41.5941        40.4689       0.716669     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN   9.12289        1.07366                 NaN   7.05077        41.5722        40.4705       0.710024     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN   8.63716        1.55056                 NaN   7.04212        41.5851        40.4702       0.714894     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN   8.42335        1.78224                 NaN   7.05507        41.5584        40.4730       0.707963     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN   9.05123        1.18867                 NaN   7.07557        41.5092        40.4789       0.696363     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN   10.0696       0.186047                 NaN   7.08611        41.4866        40.4812       0.690345     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN   1.39979        8.82550                 NaN   7.06550        41.5297        40.4770       0.702590     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN   9.40230       0.857599                 NaN   7.08905        41.4795        40.4824       0.689091     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN   2.04318        8.18391                 NaN   7.06775        41.5255        40.4778       0.701828     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN   2.28941        7.96297                 NaN   7.08595        41.4883        40.4818       0.691563     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN   7.32934        2.86672                 NaN   7.05393        41.5672        40.4726       0.710200     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   2.25834        7.98705                 NaN   7.08080        41.4976        40.4814       0.694849     
