|6.6.6
Archiving\03_Data\eq/QFM_m4.5/TAY13/TAY13_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1884.62        2500.00        87.5009       0.143268       0.897864E-002  0.523960        11.2712       0.551716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        86.1460                 NaN  0.734785E-002  0.561297        12.4690       0.816420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        85.3975                 NaN  0.623226E-002  0.533582        13.2463       0.816354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        84.6539                 NaN  0.509350E-002  0.502837        14.0218       0.816281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        83.9105                 NaN  0.395494E-002  0.472098        14.7972       0.816208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        83.1711                 NaN  0.282729E-002  0.438519        15.5630       0.816128       0.840766E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        82.4184                 NaN  0.165316E-002  0.399610        16.3377       0.816036       0.265562E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        81.6710                 NaN  0.475686E-003  0.359226        17.1088       0.815940       0.445771E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        80.9371                 NaN            NaN  0.317837        17.8669       0.815843       0.623908E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        80.2163                 NaN            NaN  0.272538        18.6156       0.815738       0.798696E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        79.4956                 NaN            NaN  0.227251        19.3641       0.815634       0.973438E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        78.7752                 NaN            NaN  0.181976        20.1125       0.815529       0.114814                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        78.0549                 NaN            NaN  0.136712        20.8607       0.815424       0.132279                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        77.3406                 NaN            NaN  0.858579E-001   21.6088       0.815306       0.149400                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        76.6265                 NaN            NaN  0.350185E-001   22.3568       0.815189       0.166517                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        75.9107                 NaN            NaN            NaN   23.0912       0.815108       0.182968                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        75.2457                 NaN            NaN            NaN   23.7415       0.815110       0.197768                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        74.5731                 NaN            NaN            NaN   24.3993       0.815112       0.212421                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        73.9006                 NaN            NaN            NaN   25.0572       0.815113       0.227074                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        73.2281                 NaN            NaN            NaN   25.7151       0.815115       0.241727                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        72.5555                 NaN            NaN            NaN   26.3730       0.815117       0.256380                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        71.9118                 NaN            NaN            NaN   27.0030       0.815119       0.270124                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        71.2680                 NaN            NaN            NaN   27.6330       0.815120       0.283867                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        70.6242                 NaN            NaN            NaN   28.2630       0.815122       0.297611                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        69.9805                 NaN            NaN            NaN   28.8931       0.815124       0.311355                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        69.3367                 NaN            NaN            NaN   29.5231       0.815126       0.325099                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        68.6929                 NaN            NaN            NaN   30.1531       0.815128       0.338843                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        68.0491                 NaN            NaN            NaN   30.7832       0.815129       0.352587                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        67.4053                 NaN            NaN            NaN   31.4132       0.815131       0.366331                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        66.7960                 NaN            NaN            NaN   32.0099       0.815133       0.378990                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        66.1866                 NaN            NaN            NaN   32.6066       0.815135       0.391648                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        65.5772                 NaN            NaN            NaN   33.2033       0.815137       0.404306                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        64.9679                 NaN            NaN            NaN   33.8000       0.815138       0.416965                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        64.3585                 NaN            NaN            NaN   34.3967       0.815140       0.429623                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        63.7491                 NaN            NaN            NaN   34.9935       0.815142       0.442282                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        63.1397                 NaN            NaN            NaN   35.5902       0.815144       0.454940                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        62.5304                 NaN            NaN            NaN   36.1869       0.815145       0.467599                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        61.9588                 NaN            NaN            NaN   36.7468       0.815147       0.479299                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        61.3871                 NaN            NaN            NaN   37.3067       0.815149       0.491000                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        60.8155                 NaN            NaN            NaN   37.8666       0.815151       0.502700                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        60.2439                 NaN            NaN            NaN   38.4265       0.815152       0.514401                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        59.6723                 NaN            NaN            NaN   38.9865       0.815154       0.526102                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        59.1007                 NaN            NaN            NaN   39.5464       0.815156       0.537802                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        58.5290                 NaN            NaN            NaN   40.1063       0.815158       0.549503                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        57.9574                 NaN            NaN            NaN   40.6662       0.815159       0.561204                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        57.4256                 NaN            NaN            NaN   41.1872       0.815161       0.571992                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        56.8938                 NaN            NaN            NaN   41.7083       0.815163       0.582780                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        56.3620                 NaN            NaN            NaN   42.2293       0.815164       0.593569                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        55.8301                 NaN            NaN            NaN   42.7503       0.815166       0.604357                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        55.2983                 NaN            NaN            NaN   43.2714       0.815168       0.615146                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        54.7665                 NaN            NaN            NaN   43.7924       0.815169       0.625934                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        54.2347                 NaN            NaN            NaN   44.3134       0.815171       0.636723                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        53.7029                 NaN            NaN            NaN   44.8345       0.815173       0.647511                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        53.2132                 NaN            NaN            NaN   45.3140       0.815174       0.657577                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        52.7236                 NaN            NaN            NaN   45.7936       0.815176       0.667642                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        52.2340                 NaN            NaN            NaN   46.2732       0.815177       0.677708                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        51.7443                 NaN            NaN            NaN   46.7527       0.815179       0.687773                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        51.2547                 NaN            NaN            NaN   47.2323       0.815180       0.697839                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        50.7650                 NaN            NaN            NaN   47.7119       0.815182       0.707905                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        50.2754                 NaN            NaN            NaN   48.1915       0.815184       0.717970                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        49.7858                 NaN            NaN            NaN   48.6710       0.815185       0.728036                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        49.3416                 NaN            NaN            NaN   49.1058       0.815187       0.737455                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        48.8974                 NaN            NaN            NaN   49.5406       0.815188       0.746875                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        48.4532                 NaN            NaN            NaN   49.9753       0.815189       0.756294                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        48.0090                 NaN            NaN            NaN   50.4101       0.815191       0.765714                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        47.5648                 NaN            NaN            NaN   50.8449       0.815192       0.775133                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        47.1206                 NaN            NaN            NaN   51.2796       0.815194       0.784553                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        46.6764                 NaN            NaN            NaN   51.7144       0.815195       0.793972                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        46.2322                 NaN            NaN            NaN   52.1492       0.815197       0.803392                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        45.8334                 NaN            NaN            NaN   52.5392       0.815198       0.812150                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        45.4346                 NaN            NaN            NaN   52.9293       0.815199       0.820909                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        45.0357                 NaN            NaN            NaN   53.3194       0.815200       0.829667                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        44.6369                 NaN            NaN            NaN   53.7095       0.815202       0.838426                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        44.2380                 NaN            NaN            NaN   54.0996       0.815203       0.847184                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        43.8392                 NaN            NaN            NaN   54.4897       0.815204       0.855943                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        43.4404                 NaN            NaN            NaN   54.8797       0.815206       0.864701                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        43.0415                 NaN            NaN            NaN   55.2698       0.815207       0.873460                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        42.6761                 NaN            NaN            NaN   55.6267       0.815208       0.882073                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        42.3106                 NaN            NaN            NaN   55.9835       0.815209       0.890687                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        41.9452                 NaN            NaN            NaN   56.3403       0.815210       0.899301                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        41.5797                 NaN            NaN            NaN   56.6972       0.815212       0.907915                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        41.2312                 NaN            NaN            NaN   57.0377       0.815213       0.915825                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        40.8828                 NaN            NaN            NaN   57.3783       0.815214       0.923735                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        40.0883                 NaN            NaN            NaN   57.4914       0.815215       0.920400       0.684697                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        39.2791                 NaN            NaN            NaN   57.5776       0.815216       0.915003        1.41301                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        38.5802                 NaN            NaN            NaN   57.6452       0.815217       0.909777        2.04967                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        37.8812                 NaN            NaN            NaN   57.7127       0.815218       0.904550        2.68633                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        37.1823                 NaN            NaN            NaN   57.7802       0.815219       0.899323        3.32300                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        36.4833                 NaN            NaN            NaN   57.8477       0.815220       0.894096        3.95966                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        35.7844                 NaN            NaN            NaN   57.9152       0.815221       0.888869        4.59633                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        35.0854                 NaN            NaN            NaN   57.9827       0.815222       0.883642        5.23300                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        34.3865                 NaN            NaN            NaN   58.0502       0.815223       0.878415        5.86967                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        33.6875                 NaN            NaN            NaN   58.1177       0.815224       0.873189        6.50634                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        33.1389                 NaN            NaN            NaN   58.1614       0.815225       0.867277        7.01714                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        32.5903                 NaN            NaN            NaN   58.2052       0.815226       0.861365        7.52794                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        32.0417                 NaN            NaN            NaN   58.2489       0.815226       0.855453        8.03874                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        31.4931                 NaN            NaN            NaN   58.2926       0.815227       0.849541        8.54955                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        30.9445                 NaN            NaN            NaN   58.3363       0.815228       0.843629        9.06035                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        30.3959                 NaN            NaN            NaN   58.3800       0.815229       0.837717        9.57116                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        29.8473                 NaN            NaN            NaN   58.4237       0.815230       0.831806        10.0820                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        29.2987                 NaN            NaN            NaN   58.4674       0.815230       0.825894        10.5928                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        28.8499                 NaN            NaN            NaN   58.4958       0.815231       0.819465        11.0196                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        28.4011                 NaN            NaN            NaN   58.5241       0.815231       0.813036        11.4465                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        27.9523                 NaN            NaN            NaN   58.5525       0.815232       0.806607        11.8734                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        27.5035                 NaN            NaN            NaN   58.5808       0.815233       0.800179        12.3002                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        27.0547                 NaN            NaN            NaN   58.6092       0.815233       0.793750        12.7271                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        26.6059                 NaN            NaN            NaN   58.6375       0.815234       0.787321        13.1540                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        26.1571                 NaN            NaN            NaN   58.6659       0.815234       0.780892        13.5809                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        25.7084                 NaN            NaN            NaN   58.6942       0.815235       0.774463        14.0077                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        25.3254                 NaN            NaN            NaN   58.7134       0.815235       0.767332        14.3786                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        24.9425                 NaN            NaN            NaN   58.7325       0.815236       0.760200        14.7495                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        24.5596                 NaN            NaN            NaN   58.7517       0.815236       0.753068        15.1204                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        24.1767                 NaN            NaN            NaN   58.7708       0.815237       0.745937        15.4913                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        23.7938                 NaN            NaN            NaN   58.7900       0.815237       0.738805        15.8622                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        23.4109                 NaN            NaN            NaN   58.8091       0.815238       0.731673        16.2331                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        23.0280                 NaN            NaN            NaN   58.8283       0.815238       0.724542        16.6040                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        22.6451                 NaN            NaN            NaN   58.8474       0.815239       0.717410        16.9748                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        22.3052                 NaN            NaN            NaN   58.8616       0.815239       0.709535        17.3084                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        21.9654                 NaN            NaN            NaN   58.8757       0.815239       0.701660        17.6419                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        21.6256                 NaN            NaN            NaN   58.8899       0.815239       0.693785        17.9755                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        21.2857                 NaN            NaN            NaN   58.9041       0.815240       0.685910        18.3091                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        20.9459                 NaN            NaN            NaN   58.9182       0.815240       0.678035        18.6426                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        20.6061                 NaN            NaN            NaN   58.9324       0.815240       0.670160        18.9762                 NaN            NaN            NaN            NaN            NaN
  1490.38        2500.00        20.2663                 NaN            NaN            NaN   58.9465       0.815241       0.662286        19.3097                 NaN            NaN            NaN            NaN            NaN
  1487.18        2500.00        19.9264                 NaN            NaN            NaN   58.9607       0.815241       0.654411        19.6433                 NaN            NaN            NaN            NaN            NaN
  1483.97        2500.00        19.6074                 NaN            NaN            NaN   58.9732       0.815241       0.646287        19.9579                 NaN            NaN            NaN            NaN            NaN
  1480.77        2500.00        19.2883                 NaN            NaN            NaN   58.9858       0.815241       0.638164        20.2725                 NaN            NaN            NaN            NaN            NaN
  1477.56        2500.00        18.9626                 NaN            NaN            NaN   58.9994       0.815242       0.628980        20.5938                 NaN            NaN            NaN            NaN            NaN
  1474.36        2500.00        18.4083                 NaN            NaN            NaN   59.0205       0.815242       0.635958        20.6688       0.451159                 NaN            NaN            NaN            NaN
  1471.15        2500.00        17.9054                 NaN            NaN            NaN   59.0342       0.815242       0.643609        20.7476       0.853832                 NaN            NaN            NaN            NaN
  1467.95        2500.00        17.4026                 NaN            NaN            NaN   59.0479       0.815243       0.651259        20.8265        1.25650                 NaN            NaN            NaN            NaN
  1464.74        2500.00        16.8997                 NaN            NaN            NaN   59.0616       0.815243       0.658910        20.9053        1.65918                 NaN            NaN            NaN            NaN
  1461.54        2500.00        16.3969                 NaN            NaN            NaN   59.0753       0.815244       0.666560        20.9841        2.06185                 NaN            NaN            NaN            NaN
  1458.33        2500.00        15.9337                 NaN            NaN            NaN   59.0772       0.815244       0.677197        21.0592        2.43743                 NaN            NaN            NaN            NaN
  1455.13        2500.00        15.4705                 NaN            NaN            NaN   59.0791       0.815244       0.687834        21.1343        2.81301                 NaN            NaN            NaN            NaN
  1451.92        2500.00        15.0231                 NaN            NaN            NaN   59.0714       0.815244       0.702686        21.1243       0.106814        3.15646                 NaN            NaN            NaN
  1448.72        2500.00        14.5563                 NaN            NaN            NaN   59.0460       0.815245       0.725336        20.9810        3.47835       0.397738                 NaN            NaN            NaN
  1445.51        2500.00        14.5563                 NaN            NaN            NaN   59.0460       0.815245       0.725336        20.9810        3.47835       0.397738                 NaN            NaN            NaN
  1442.31        2500.00        14.5563                 NaN            NaN            NaN   59.0460       0.815245       0.725336        20.9810        3.47835       0.397738                 NaN            NaN            NaN
  1439.10        2500.00        14.5563                 NaN            NaN            NaN   59.0460       0.815245       0.725336        20.9810        3.47835       0.397738                 NaN            NaN            NaN
  1435.90        2500.00        12.8962                 NaN            NaN            NaN   58.9416       0.815246       0.811897        20.5753        4.63774        1.32209                 NaN            NaN            NaN
  1432.69        2500.00        12.8962                 NaN            NaN            NaN   58.9416       0.815246       0.811897        20.5753        4.63774        1.32209                 NaN            NaN            NaN
  1429.49        2500.00        12.8962                 NaN            NaN            NaN   58.9416       0.815246       0.811897        20.5753        4.63774        1.32209                 NaN            NaN            NaN
  1426.28        2500.00        12.8962                 NaN            NaN            NaN   58.9416       0.815246       0.811897        20.5753        4.63774        1.32209                 NaN            NaN            NaN
  1423.08        2500.00        11.4571                 NaN            NaN            NaN   58.8127       0.815247       0.899620        20.3753        5.65755        1.98252                 NaN            NaN            NaN
  1419.87        2500.00        11.4571                 NaN            NaN            NaN   58.8127       0.815247       0.899620        20.3753        5.65755        1.98252                 NaN            NaN            NaN
  1416.67        2500.00        10.8192                 NaN            NaN            NaN   58.7434       0.815248       0.943014        20.3259        6.11152        2.24179                 NaN            NaN            NaN
  1413.46        2500.00        10.4326                 NaN            NaN            NaN   58.7624       0.815248       0.955583        20.2424        2.43303        6.25992       0.988379E-001            NaN            NaN
  1410.26        2500.00        10.0363                 NaN            NaN            NaN   58.8022       0.815249       0.963975        20.1385        2.64022        6.37249       0.231034                 NaN            NaN
  1407.05        2500.00        10.0363                 NaN            NaN            NaN   58.8022       0.815249       0.963975        20.1385        2.64022        6.37249       0.231034                 NaN            NaN
  1403.85        2500.00        10.0363                 NaN            NaN            NaN   58.8022       0.815249       0.963975        20.1385        2.64022        6.37249       0.231034                 NaN            NaN
  1400.64        2500.00        10.0363                 NaN            NaN            NaN   58.8022       0.815249       0.963975        20.1385        2.64022        6.37249       0.231034                 NaN            NaN
  1397.44        2500.00        10.0363                 NaN            NaN            NaN   58.8022       0.815249       0.963975        20.1385        2.64022        6.37249       0.231034                 NaN            NaN
  1394.23        2500.00        10.0363                 NaN            NaN            NaN   58.8022       0.815249       0.963975        20.1385        2.64022        6.37249       0.231034                 NaN            NaN
  1391.03        2500.00        10.0363                 NaN            NaN            NaN   58.8022       0.815249       0.963975        20.1385        2.64022        6.37249       0.231034                 NaN            NaN
  1387.82        2500.00        10.0363                 NaN            NaN            NaN   58.8022       0.815249       0.963975        20.1385        2.64022        6.37249       0.231034                 NaN            NaN
  1384.62        2500.00        7.65434                 NaN            NaN            NaN   59.0135       0.815253        1.02551        19.4888        3.92201        7.02104        1.05948                 NaN            NaN
