|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/Y98/Y98_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             ilm            San(TH)        q             
  1425.02        500.000        98.1664       0.691445       0.559227                 NaN            NaN            NaN            NaN  0.582949                 NaN            NaN            NaN
  1423.87        500.000        98.1973       0.550302       0.679577                 NaN            NaN            NaN            NaN  0.572827                 NaN            NaN            NaN
  1422.72        500.000        98.2261       0.667598       0.542713                 NaN            NaN            NaN            NaN  0.563561                 NaN            NaN            NaN
  1421.57        500.000        98.2547       0.656491       0.534080                 NaN            NaN            NaN            NaN  0.554682                 NaN            NaN            NaN
  1420.42        500.000        98.2808       0.645986       0.526414                 NaN            NaN            NaN  0.256052E-003  0.546543                 NaN            NaN            NaN
  1419.27        500.000        98.3079       0.518590       0.635598                 NaN            NaN            NaN            NaN  0.537922                 NaN            NaN            NaN
  1418.13        500.000        98.3331       0.626200       0.510765                 NaN            NaN            NaN            NaN  0.529895                 NaN            NaN            NaN
  1416.98        500.000        98.3593       0.511932       0.580147                 NaN            NaN            NaN  0.222318E-001  0.526367                 NaN            NaN            NaN
  1415.83        500.000        98.3853       0.534417       0.513162                 NaN            NaN            NaN  0.441680E-001  0.522912                 NaN            NaN            NaN
  1414.68        500.000        98.4078       0.535329       0.411040                 NaN            NaN            NaN  0.114600       0.531273                 NaN            NaN            NaN
  1413.53        500.000        98.4372       0.397060       0.527750                 NaN            NaN            NaN  0.115976       0.522033                 NaN            NaN            NaN
  1412.38        500.000        98.4594       0.521958       0.387306                 NaN            NaN            NaN  0.116095       0.515235                 NaN            NaN            NaN
  1411.23        500.000        98.4783       0.517802       0.376240                 NaN            NaN            NaN  0.117559       0.510049                 NaN            NaN            NaN
  1410.08        500.000        98.5062       0.509822       0.365717                 NaN            NaN            NaN  0.117456       0.500843                 NaN            NaN            NaN
  1408.94        500.000        98.5031       0.361564       0.512017                 NaN            NaN            NaN  0.120083       0.503239                 NaN            NaN            NaN
  1407.79        500.000        98.5698       0.494822       0.337370                 NaN            NaN            NaN  0.118244       0.479813                 NaN            NaN            NaN
  1406.64        500.000        99.2737       0.244721       0.176613                 NaN            NaN  0.199246E-002  0.591301E-001  0.243879                 NaN            NaN            NaN
  1405.49        500.000        97.8820       0.491677       0.735390                 NaN            NaN            NaN  0.178861       0.712053                 NaN            NaN            NaN
  1404.34        500.000        98.6074       0.314751       0.486506                 NaN            NaN            NaN  0.121634       0.469668                 NaN            NaN            NaN
  1403.19        500.000        98.6267       0.305228       0.482086                 NaN            NaN            NaN  0.122339       0.463635                 NaN            NaN            NaN
  1402.04        500.000        98.6392       0.478080       0.298640                 NaN            NaN            NaN  0.123641       0.460394                 NaN            NaN            NaN
  1400.90        500.000        98.6727       0.285184       0.470285                 NaN            NaN            NaN  0.123067       0.448723                 NaN            NaN            NaN
  1399.75        500.000        97.7178       0.489842       0.802156                 NaN            NaN            NaN  0.216437       0.773720                 NaN            NaN            NaN
  1398.60        500.000        99.6905       0.114536       0.560239E-001            NaN            NaN            NaN  0.337592E-001  0.105214                 NaN            NaN            NaN
  1397.45        500.000        98.7184       0.460768       0.260338                 NaN            NaN            NaN  0.125499       0.434993                 NaN            NaN            NaN
  1396.30        500.000        98.7332       0.458512       0.251080                 NaN            NaN            NaN  0.126610       0.430591                 NaN            NaN            NaN
  1395.15        500.000        98.7513       0.243895       0.453370                 NaN            NaN            NaN  0.126681       0.424745                 NaN            NaN            NaN
  1394.00        500.000        98.7648       0.450673       0.236516                 NaN            NaN            NaN  0.127423       0.420538                 NaN            NaN            NaN
  1392.85        500.000        98.7822       0.230526       0.446290                 NaN            NaN            NaN  0.126309       0.414647                 NaN            NaN            NaN
  1391.71        500.000        98.7976       0.443521       0.217808                 NaN            NaN            NaN  0.130418       0.410671                 NaN            NaN            NaN
  1390.56        500.000        98.8139       0.439395       0.212173                 NaN            NaN            NaN  0.129408       0.405119                 NaN            NaN            NaN
  1389.41        500.000        98.8287       0.189145       0.441426                 NaN            NaN            NaN  0.138374       0.402354                 NaN            NaN            NaN
  1388.26        500.000        98.8414       0.428550       0.215051                 NaN            NaN            NaN  0.120576       0.394432                 NaN            NaN            NaN
  1387.11        500.000        98.8432       0.437226       0.189549                 NaN            NaN            NaN  0.133005       0.397008                 NaN            NaN            NaN
  1385.96        500.000        98.8811       0.184901       0.423162                 NaN            NaN            NaN  0.128190       0.382678                 NaN            NaN            NaN
  1384.81        500.000        98.8861       0.424621       0.176053                 NaN            NaN            NaN  0.131161       0.382100                 NaN            NaN            NaN
  1383.66        500.000        98.8975       0.422081       0.170089                 NaN            NaN            NaN  0.131636       0.378657                 NaN            NaN            NaN
  1382.52        500.000        98.9105       0.162283       0.420246                 NaN            NaN            NaN  0.132212       0.374790                 NaN            NaN            NaN
  1381.37        500.000        98.9253       0.415516       0.157521                 NaN            NaN            NaN  0.132007       0.369619                 NaN            NaN            NaN
  1380.22        500.000        98.9370       0.413732       0.150996                 NaN            NaN            NaN  0.132283       0.365964                 NaN            NaN            NaN
  1379.07        500.000        98.9481       0.144311       0.412105                 NaN            NaN            NaN  0.132951       0.362576                 NaN            NaN            NaN
  1377.92        500.000        98.8678       0.295019E-001  0.412927                 NaN            NaN            NaN  0.269898       0.419901                 NaN            NaN            NaN
  1376.77        500.000        99.0742       0.411493       0.203646                 NaN            NaN            NaN  0.157492E-001  0.294871                 NaN            NaN            NaN
  1375.62        500.000        98.9801       0.165952       0.392740                 NaN            NaN            NaN  0.113329       0.347863                 NaN            NaN            NaN
  1374.48        500.000        99.0002       0.401402       0.117299                 NaN            NaN            NaN  0.135161       0.345918                 NaN            NaN            NaN
  1373.33        500.000        99.0081       0.120832       0.397853                 NaN            NaN            NaN  0.130830       0.342391                 NaN            NaN            NaN
  1372.18        500.000        99.0190       0.110907       0.397384                 NaN            NaN            NaN  0.133311       0.339372                 NaN            NaN            NaN
  1371.03        500.000        99.0302       0.395412       0.105540                 NaN            NaN            NaN  0.133209       0.335633                 NaN            NaN            NaN
  1369.88        500.000        99.0404       0.393362       0.100424                 NaN            NaN            NaN  0.133383       0.332436                 NaN            NaN            NaN
  1368.73        500.000        99.0519       0.955669E-001  0.391059                 NaN            NaN            NaN  0.133046       0.328460                 NaN            NaN            NaN
  1367.58        500.000        99.0615       0.390241       0.895675E-001            NaN            NaN            NaN  0.133273       0.325431                 NaN            NaN            NaN
  1366.43        500.000        99.0669       0.387572       0.887584E-001            NaN            NaN            NaN  0.132992       0.323790                 NaN            NaN            NaN
  1365.29        500.000        99.0431       0.307273       0.265564                 NaN            NaN            NaN  0.669542E-001  0.317105                 NaN            NaN            NaN
  1364.14        500.000        99.1133       0.412895                 NaN            NaN            NaN            NaN  0.160079       0.313704                 NaN            NaN            NaN
  1362.99        500.000        99.1153       0.414622                 NaN            NaN            NaN            NaN  0.157268       0.312806                 NaN            NaN            NaN
  1361.84        500.000        99.1193       0.398381       0.268239E-001            NaN            NaN            NaN  0.146331       0.309119                 NaN            NaN            NaN
  1360.69        500.000        99.1204       0.639991E-001  0.378369                 NaN            NaN            NaN  0.131706       0.305560                 NaN            NaN            NaN
  1359.54        500.000        99.1298       0.377272       0.584433E-001            NaN            NaN            NaN  0.132012       0.302438                 NaN            NaN            NaN
  1358.39        500.000        99.1368       0.374879       0.590956E-001            NaN            NaN            NaN  0.129612       0.299613                 NaN            NaN            NaN
  1357.24        500.000        99.1475       0.369558       0.617071E-001            NaN            NaN            NaN  0.125933       0.295305                 NaN            NaN            NaN
  1356.10        500.000        99.1582       0.374655       0.396661E-001            NaN            NaN            NaN  0.134072       0.293375                 NaN            NaN            NaN
  1354.95        500.000        99.1646       0.370004       0.452918E-001            NaN            NaN            NaN  0.129580       0.290498                 NaN            NaN            NaN
  1353.80        500.000        99.1747       0.408377E-001  0.369035                 NaN            NaN            NaN  0.128722       0.286662                 NaN            NaN            NaN
  1352.65        500.000        99.1811       0.367818       0.388386E-001            NaN            NaN            NaN  0.127806       0.284424                 NaN            NaN            NaN
  1351.50        500.000        99.1895       0.355118E-001  0.366168                 NaN            NaN            NaN  0.127322       0.281533                 NaN            NaN            NaN
  1350.35        500.000        99.1979       0.365245       0.305132E-001            NaN            NaN            NaN  0.127434       0.278933                 NaN            NaN            NaN
  1349.20        500.000        99.2069       0.361967       0.304895E-001            NaN            NaN            NaN  0.125432       0.275223                 NaN            NaN            NaN
  1348.06        500.000        99.2139       0.361154       0.269240E-001            NaN            NaN            NaN  0.125160       0.272871                 NaN            NaN            NaN
  1346.91        500.000        99.2214       0.360148       0.238321E-001            NaN            NaN            NaN  0.124391       0.270258                 NaN            NaN            NaN
  1345.76        500.000        99.2288       0.358217       0.224656E-001            NaN            NaN            NaN  0.123151       0.267412                 NaN            NaN            NaN
  1344.61        500.000        99.2348       0.355724       0.217239E-001            NaN            NaN            NaN  0.122453       0.265286                 NaN            NaN            NaN
  1343.46        500.000        99.2437       0.355604       0.180385E-001            NaN            NaN            NaN  0.120877       0.261753                 NaN            NaN            NaN
  1342.31        500.000        99.2487       0.139997E-001  0.356682                 NaN            NaN            NaN  0.120589       0.260012                 NaN            NaN            NaN
  1341.16        500.000        99.2580       0.147201E-001  0.351996                 NaN            NaN            NaN  0.118646       0.256654                 NaN            NaN            NaN
  1340.01        500.000        99.2655       0.101801E-001  0.351363                 NaN            NaN            NaN  0.118749       0.254248                 NaN            NaN            NaN
  1338.87        500.000        99.2701       0.351689       0.832463E-002            NaN            NaN            NaN  0.117494       0.252369                 NaN            NaN            NaN
  1337.72        500.000        99.2796       0.666300E-002  0.348780                 NaN            NaN            NaN  0.116121       0.248831                 NaN            NaN            NaN
  1336.57        500.000        99.2847       0.211794E-002  0.349935                 NaN            NaN            NaN  0.116117       0.247096                 NaN            NaN            NaN
  1335.42        500.000        99.2921       0.345868       0.775432E-003            NaN            NaN            NaN  0.115943       0.245298                 NaN            NaN            NaN
  1334.27        500.000        99.3013       0.343271       0.435447E-002            NaN            NaN            NaN  0.110933       0.240109                 NaN            NaN            NaN
  1333.12        500.000        99.3033       0.344460       0.155723E-002            NaN            NaN            NaN  0.110967       0.239754                 NaN            NaN            NaN
  1331.97        500.000        99.3079       0.876908E-002  0.339317                 NaN            NaN            NaN  0.106778       0.237248                 NaN            NaN            NaN
  1330.82        500.000        99.3158       0.340302                 NaN            NaN            NaN            NaN  0.108893       0.235014                 NaN            NaN            NaN
  1329.68        500.000        99.3195       0.116913E-001  0.333575                 NaN            NaN            NaN  0.102680       0.232559                 NaN            NaN            NaN
  1328.53        500.000        99.3267       0.337969                 NaN            NaN            NaN            NaN  0.104735       0.230563                 NaN            NaN            NaN
  1327.38        500.000        99.3327       0.336632                 NaN            NaN            NaN            NaN  0.102587       0.228054                 NaN            NaN            NaN
  1326.23        500.000        99.3238       0.331227       0.118151E-001            NaN            NaN            NaN  0.101263       0.231892                 NaN            NaN            NaN
  1325.08        500.000        99.3525       0.472852E-001  0.300489                 NaN            NaN            NaN  0.831671E-001  0.216511                 NaN            NaN            NaN
  1323.93        500.000        99.3491       0.330427                 NaN            NaN            NaN            NaN  0.987997E-001  0.221702                 NaN            NaN            NaN
  1322.78        500.000        99.3533       0.331512                 NaN            NaN            NaN            NaN  0.955183E-001  0.219676                 NaN            NaN            NaN
  1321.64        500.000        99.3534       0.309462       0.359247E-001            NaN            NaN            NaN  0.839363E-001  0.217260                 NaN            NaN            NaN
  1320.49        500.000        99.3578       0.434834E-001  0.303082                 NaN            NaN            NaN  0.803622E-001  0.215238                 NaN            NaN            NaN
  1319.34        500.000        99.3688       0.326901                 NaN            NaN            NaN            NaN  0.908915E-001  0.213425                 NaN            NaN            NaN
  1318.19        500.000        99.3746       0.322572                 NaN            NaN            NaN            NaN  0.913410E-001  0.211504                 NaN            NaN            NaN
  1317.04        500.000        99.3757       0.327929                 NaN            NaN            NaN            NaN  0.861008E-001  0.210278                 NaN            NaN            NaN
  1315.89        500.000        99.3575       0.336488                 NaN            NaN            NaN            NaN  0.811464E-001  0.214874       0.995313E-002            NaN            NaN
  1314.74        500.000        99.3177       0.357380                 NaN            NaN            NaN            NaN  0.701484E-001  0.223878       0.308847E-001            NaN            NaN
  1313.59        500.000        99.3180       0.341881                 NaN            NaN            NaN            NaN  0.831340E-001  0.226811       0.302003E-001            NaN            NaN
  1312.45        500.000        99.3288       0.343353                 NaN            NaN            NaN            NaN  0.759890E-001  0.221903       0.299171E-001            NaN            NaN
  1311.30        500.000        99.3366       0.338634                 NaN            NaN            NaN            NaN  0.758791E-001  0.219439       0.294644E-001            NaN            NaN
  1310.15        500.000        99.3438       0.335366                 NaN            NaN            NaN            NaN  0.749864E-001  0.216890       0.289810E-001            NaN            NaN
  1309.00        500.000        99.3523       0.331402                 NaN            NaN            NaN            NaN  0.737227E-001  0.214087       0.284724E-001            NaN            NaN
  1307.85        500.000        99.3600       0.325774                 NaN            NaN            NaN            NaN  0.743694E-001  0.211752       0.280976E-001            NaN            NaN
  1306.70        500.000        99.3670       0.324015                 NaN            NaN            NaN            NaN  0.722879E-001  0.209153       0.275678E-001            NaN            NaN
  1305.55        500.000        99.3784       0.325910                 NaN            NaN            NaN            NaN  0.644276E-001  0.203870       0.273871E-001            NaN            NaN
  1304.40        500.000        99.3742       0.314232                 NaN            NaN            NaN            NaN  0.766018E-001  0.208432       0.265450E-001            NaN            NaN
  1303.26        500.000        99.3908       0.311207                 NaN            NaN            NaN            NaN  0.709589E-001  0.200922       0.261409E-001            NaN            NaN
  1302.11        500.000        99.3962       0.308463                 NaN            NaN            NaN            NaN  0.700384E-001  0.199487       0.258575E-001            NaN            NaN
  1300.96        500.000        99.4018       0.306428                 NaN            NaN            NaN            NaN  0.689269E-001  0.197388       0.254221E-001            NaN            NaN
  1299.81        500.000        99.4101       0.300942                 NaN            NaN            NaN            NaN  0.690496E-001  0.194862       0.250437E-001            NaN            NaN
  1298.66        500.000        99.4160       0.299491                 NaN            NaN            NaN            NaN  0.672025E-001  0.192718       0.245981E-001            NaN            NaN
  1297.51        500.000        99.4221       0.296612                 NaN            NaN            NaN            NaN  0.665251E-001  0.190543       0.242048E-001            NaN            NaN
  1296.36        500.000        99.4262       0.293459                 NaN            NaN            NaN            NaN  0.669992E-001  0.189378       0.239892E-001            NaN            NaN
  1295.22        500.000        99.4381       0.292967                 NaN            NaN            NaN            NaN  0.613742E-001  0.184195       0.233798E-001            NaN            NaN
  1294.07        500.000        99.4401       0.285227                 NaN            NaN            NaN            NaN  0.667869E-001  0.185004       0.229073E-001            NaN            NaN
  1292.92        500.000        99.4472       0.285432                 NaN            NaN            NaN            NaN  0.627339E-001  0.182029       0.226351E-001            NaN            NaN
  1291.77        500.000        99.4537       0.282483                 NaN            NaN            NaN            NaN  0.619568E-001  0.179663       0.222347E-001            NaN            NaN
  1290.62        500.000        99.4593       0.280183                 NaN            NaN            NaN            NaN  0.608869E-001  0.177747       0.218716E-001            NaN            NaN
  1289.47        500.000        99.4650       0.277773                 NaN            NaN            NaN            NaN  0.599306E-001  0.175816       0.214978E-001            NaN            NaN
  1288.32        500.000        99.4709       0.275272                 NaN            NaN            NaN            NaN  0.590009E-001  0.173733       0.211322E-001            NaN            NaN
  1287.17        500.000        99.4753       0.273246                 NaN            NaN            NaN            NaN  0.584485E-001  0.172192       0.208255E-001            NaN            NaN
  1286.03        500.000        99.4830       0.270046                 NaN            NaN            NaN            NaN  0.570724E-001  0.169467       0.203804E-001            NaN            NaN
  1284.88        500.000        99.4872       0.269072                 NaN            NaN            NaN            NaN  0.557365E-001  0.167961       0.200519E-001            NaN            NaN
  1283.73        500.000        99.4927       0.266768                 NaN            NaN            NaN            NaN  0.547470E-001  0.166112       0.197041E-001            NaN            NaN
  1282.58        500.000        99.4983       0.264283                 NaN            NaN            NaN            NaN  0.538854E-001  0.164136       0.193632E-001            NaN            NaN
  1281.43        500.000        99.5037       0.261670                 NaN            NaN            NaN            NaN  0.532965E-001  0.162313       0.190447E-001            NaN            NaN
  1280.28        500.000        99.5086       0.260021                 NaN            NaN            NaN            NaN  0.521168E-001  0.160543       0.186975E-001            NaN            NaN
  1279.13        500.000        99.5140       0.257672                 NaN            NaN            NaN            NaN  0.511755E-001  0.158739       0.183739E-001            NaN            NaN
  1277.98        500.000        97.4549       0.649991                 NaN            NaN            NaN            NaN  0.897801E-001  0.395837       0.573764E-001   1.35216                 NaN
  1276.84        500.000        92.0387        1.69270                 NaN            NaN            NaN            NaN  0.185332        1.01793       0.158275        4.90701                 NaN
  1275.69        500.000        92.7155        1.57931                 NaN            NaN            NaN            NaN  0.154510       0.936248       0.143018        4.47140                 NaN
  1274.54        500.000        93.2859        1.47387                 NaN            NaN            NaN            NaN  0.135700       0.866926       0.130608        4.10700                 NaN
  1273.39        500.000        93.7753        1.38437                 NaN            NaN            NaN            NaN  0.118340       0.807343       0.119910        3.79474                 NaN
  1272.24        500.000        94.2087        1.30643                 NaN            NaN            NaN            NaN  0.101473       0.754252       0.110403        3.51877                 NaN
  1271.09        500.000        94.5759        1.23485                 NaN            NaN            NaN            NaN  0.911403E-001  0.709011       0.102568        3.28650                 NaN
  1269.94        500.000        94.9089        1.17377                 NaN            NaN            NaN            NaN  0.784504E-001  0.667862       0.953216E-001   3.07568                 NaN
  1268.80        500.000        95.2019        1.11476                 NaN            NaN            NaN            NaN  0.710458E-001  0.631430       0.891355E-001   2.89172                 NaN
  1267.65        500.000        95.4697        1.06599                 NaN            NaN            NaN            NaN  0.597342E-001  0.598134       0.832732E-001   2.72317                 NaN
  1266.50        500.000        95.7038        1.01629                 NaN            NaN            NaN            NaN  0.555760E-001  0.568632       0.784260E-001   2.57728                 NaN
  1265.35        500.000        95.9205       0.972289                 NaN            NaN            NaN            NaN  0.495820E-001  0.541258       0.738470E-001   2.44250                 NaN
  1264.20        500.000        96.1158       0.935680                 NaN            NaN            NaN            NaN  0.419902E-001  0.516653       0.695723E-001   2.32034                 NaN
  1263.05        500.000        96.2951       0.898435                 NaN            NaN            NaN            NaN  0.375333E-001  0.493718       0.657983E-001   2.20945                 NaN
  1261.90        500.000        96.4538       0.863782                 NaN            NaN            NaN            NaN  0.352720E-001  0.473160       0.625168E-001   2.11147                 NaN
  1260.75        500.000        97.1176       0.426734                 NaN            NaN            NaN            NaN  0.145495       0.403904       0.577905E-001   1.84845                 NaN
  1259.61        500.000        96.2248        1.10851                 NaN            NaN            NaN            NaN            NaN  0.496766       0.583972E-001   2.11148                 NaN
  1258.46        500.000        96.8919       0.798449                 NaN            NaN            NaN            NaN            NaN  0.408770       0.547115E-001   1.84616                 NaN
  1257.31        500.000        96.9959       0.776067                 NaN            NaN            NaN            NaN  0.114642E-005  0.397881       0.515613E-001   1.77862                 NaN
  1256.16        500.000        97.1043       0.733802                 NaN            NaN            NaN            NaN  0.134496E-001  0.387180       0.488009E-001   1.71246                 NaN
  1255.01        500.000        97.1995       0.694963                 NaN            NaN            NaN            NaN  0.250503E-001  0.375768       0.471297E-001   1.65759                 NaN
  1253.86        500.000        97.3126       0.684400                 NaN            NaN            NaN            NaN  0.142719E-001  0.360256       0.442090E-001   1.58429                 NaN
  1252.71        500.000        97.3963       0.661596                 NaN            NaN            NaN            NaN  0.144969E-001  0.349265       0.425825E-001   1.53573                 NaN
  1251.56        500.000        97.4864       0.644175                 NaN            NaN            NaN            NaN  0.102971E-001  0.337038       0.405999E-001   1.48152                 NaN
  1250.42        500.000        97.5631       0.628079                 NaN            NaN            NaN            NaN  0.903055E-002  0.326792       0.388449E-001   1.43417                 NaN
  1249.27        500.000        97.6399       0.608353                 NaN            NaN            NaN            NaN  0.958173E-002  0.316111       0.373412E-001   1.38875                 NaN
  1248.12        500.000        97.7122       0.591766                 NaN            NaN            NaN            NaN  0.852938E-002  0.306127       0.358277E-001   1.34556                 NaN
  1246.97        500.000        97.7852       0.577350                 NaN            NaN            NaN            NaN  0.519410E-002  0.296289       0.341691E-001   1.30176                 NaN
  1245.82        500.000        97.7500       0.570709                 NaN            NaN            NaN            NaN  0.506899E-002  0.301989       0.352800E-001   1.33691                 NaN
  1244.67        500.000        98.0069       0.546046                 NaN            NaN            NaN            NaN  0.404062E-005  0.264309       0.289477E-001   1.15380                 NaN
  1243.52        500.000        97.9665       0.535264                 NaN            NaN            NaN            NaN  0.326416E-002  0.270781       0.303126E-001   1.19383                 NaN
  1242.38        500.000        98.0264       0.524956                 NaN            NaN            NaN            NaN            NaN  0.262322       0.289503E-001   1.15739                 NaN
  1241.23        500.000        98.0871       0.484309                 NaN            NaN            NaN            NaN  0.195342E-001  0.257847       0.275433E-001   1.12367                 NaN
  1240.08        500.000        98.1337       0.497046                 NaN            NaN            NaN            NaN  0.890036E-004  0.246192       0.270531E-001   1.09590                 NaN
  1238.93        500.000        98.1822       0.485090                 NaN            NaN            NaN            NaN            NaN  0.239713       0.258707E-001   1.06712                 NaN
  1237.78        500.000        98.2320       0.472347                 NaN            NaN            NaN            NaN            NaN  0.233062       0.247758E-001   1.03780                 NaN
  1236.63        500.000        98.2783       0.460333                 NaN            NaN            NaN            NaN  0.465059E-003  0.227714       0.235328E-001   1.00961                 NaN
  1235.48        500.000        98.3288       0.446062                 NaN            NaN            NaN            NaN            NaN  0.219165       0.229733E-001  0.982976                 NaN
  1234.33        500.000        97.7568       0.172795                 NaN            NaN            NaN            NaN  0.235804       0.340604       0.313049E-001   1.46268                 NaN
  1233.19        500.000        98.9475       0.369880                 NaN            NaN            NaN            NaN  0.300723E-001  0.140279       0.109911E-001  0.501311                 NaN
  1232.04        500.000        98.6124       0.366387                 NaN            NaN            NaN            NaN            NaN  0.172657       0.207424E-001  0.827812                 NaN
  1230.89        500.000        98.0518       0.463984                 NaN            NaN            NaN            NaN            NaN  0.239608       0.300940E-001   1.21453                 NaN
  1229.74        500.000        98.1404       0.346255                 NaN            NaN            NaN            NaN  0.405991E-001  0.267099       0.281373E-001   1.17756                 NaN
  1228.59        500.000        99.5262       0.266851                 NaN            NaN            NaN            NaN            NaN  0.442748E-001  0.341867E-003  0.162346                 NaN
  1227.44        500.000        98.4976                 NaN            NaN            NaN            NaN            NaN  0.269551       0.232656       0.209000E-001  0.979284                 NaN
  1226.29        500.000        97.8325       0.510532                 NaN            NaN            NaN            NaN            NaN  0.297839       0.404715E-001   1.31861                 NaN
  1225.14        500.000        98.9548       0.276641E-001  0.248957                 NaN            NaN            NaN            NaN  0.998674E-001  0.222837E-002  0.666469                 NaN
  1224.00        500.000        98.6518       0.429384                 NaN            NaN            NaN            NaN            NaN  0.899906E-001  0.298302E-001  0.799004                 NaN
  1222.85        500.000        99.3034       0.184390       0.149112E-002            NaN            NaN            NaN            NaN  0.151251       0.693047E-003  0.358732                 NaN
  1221.70        500.000        98.8773       0.329121                 NaN            NaN            NaN            NaN            NaN  0.130642       0.142656E-001  0.648650                 NaN
  1220.55        500.000        98.6060       0.229168       0.696832E-001            NaN            NaN            NaN            NaN  0.193306       0.297480E-001  0.872090                 NaN
  1219.40        500.000        98.8322       0.253316                 NaN            NaN            NaN            NaN            NaN  0.102680       0.151098E-001  0.796743                 NaN
  1218.25        500.000        99.1876       0.334436                 NaN            NaN            NaN            NaN            NaN  0.102350       0.427760E-002  0.371314                 NaN
  1217.10        500.000        98.4339       0.384523                 NaN            NaN            NaN            NaN            NaN  0.184212       0.149112E-001  0.982438                 NaN
  1215.95        500.000        99.4313       0.169891                 NaN            NaN            NaN            NaN            NaN  0.670150E-001  0.825674E-002  0.323581                 NaN
  1214.81        500.000        94.7449       0.696657                 NaN            NaN            NaN            NaN            NaN  0.500779       0.282186E-001   2.39952        1.62993     
  1213.66        500.000        89.5541        1.15074                 NaN            NaN            NaN            NaN            NaN  0.794044       0.548462E-001   4.04330        4.40300     
