|6.6.6
Archiving\03_Data\Dfrac/QFM_m1.75/T13/T13_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             pxmn           q              ilm            San(TH)       
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.25144        13.0837                 NaN   8.73406                 NaN   30.7578        1.11031        43.0627     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8636        4.58525                 NaN   8.77396                 NaN   30.7751        1.08703        42.9151     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.26713        13.0735                 NaN   8.74590                 NaN   30.7578        1.10694        43.0487     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8735        3.63759                 NaN   8.76862                 NaN   30.7838        1.08970        42.8468     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.2079        3.32508                 NaN   8.79545                 NaN   30.7850        1.07475        42.8118     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.2043        4.26366                 NaN   8.80990                 NaN   30.7768        1.07707        42.8682     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1826        4.29033                 NaN   8.81559                 NaN   30.7780        1.07520        42.8582     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1833        4.29387                 NaN   8.82228                 NaN   30.7788        1.07319        42.8486     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1606        4.32072                 NaN   8.82829                 NaN   30.7798        1.07148        42.8391     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9293        4.55362                 NaN   8.82874                 NaN   30.7816        1.07196        42.8348     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9355        4.55167                 NaN   8.83547                 NaN   30.7825        1.07002        42.8249     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9392        4.55237                 NaN   8.84218                 NaN   30.7833        1.06809        42.8148     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9373        4.55879                 NaN   8.84858                 NaN   30.7844        1.06625        42.8047     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1513        4.34920                 NaN   8.86558                 NaN   30.7846        1.06406        42.7853     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8120        3.77464                 NaN   8.82904                 NaN   30.8015        1.06073        42.7221     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.9069        3.68864                 NaN   8.83860                 NaN   30.8005        1.05066        42.7147     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1549        4.36157                 NaN   8.88517                 NaN   30.7873        1.05641        42.7546     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1618        4.36015                 NaN   8.89071                 NaN   30.7887        1.05406        42.7446     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1602        4.36634                 NaN   8.89649                 NaN   30.7894        1.05209        42.7355     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6394        5.94682                 NaN   8.92316                 NaN   30.7882        1.03316        42.6693     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.8301        5.75161                 NaN   8.92762                 NaN   30.7883        1.03250        42.6699     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9333        5.65483                 NaN   8.92658                 NaN   30.7914        1.03186        42.6620     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0507        5.53905                 NaN   8.93205                 NaN   30.7928        1.03105        42.6543     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1528        5.43962                 NaN   8.93742                 NaN   30.7938        1.02971        42.6467     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1792        5.41629                 NaN   8.94247                 NaN   30.7951        1.02861        42.6383     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2712        5.32741                 NaN   8.94858                 NaN   30.7963        1.02716        42.6294     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3926        5.20808                 NaN   8.95923                 NaN   30.7972        1.02500        42.6179     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4271        5.17749                 NaN   8.96313                 NaN   30.7991        1.02495        42.6082     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4981        5.11059                 NaN   8.96938                 NaN   30.8004        1.02314        42.5984     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4996        5.11323                 NaN   8.97527                 NaN   30.8012        1.02066        42.5900     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5402        5.07778                 NaN   8.98110                 NaN   30.8034        1.01973        42.5777     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5017        5.11919                 NaN   8.98586                 NaN   30.8040        1.01773        42.5715     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5631        5.06156                 NaN   8.99246                 NaN   30.8055        1.01610        42.5613     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4755        5.15380                 NaN   8.99610                 NaN   30.8071        1.01478        42.5527     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5219        5.11247                 NaN   9.00150                 NaN   30.8084        1.01258        42.5432     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2639        2.43310                 NaN   9.07273                 NaN   30.7986       0.974009        42.4577     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5217        5.12190                 NaN   9.01290                 NaN   30.8114        1.00925        42.5228     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3587        5.28899                 NaN   9.01540                 NaN   30.8134        1.00884        42.5147     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6206        5.03487                 NaN   9.02891                 NaN   30.8142        1.00437        42.4970     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6991        4.95695                 NaN   9.03468                 NaN   30.8167        1.00466        42.4879     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5829        5.07872                 NaN   9.03751                 NaN   30.8172        1.00206        42.4817     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4272        5.23754                 NaN   9.04036                 NaN   30.8192        1.00191        42.4738     
  1022.56        2500.00                 NaN            NaN            NaN   5.93001                 NaN            NaN            NaN  0.205251E-003   7.33352                 NaN   8.28649                 NaN   32.3413        1.55558        44.5529     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.20345        12.4865                 NaN   9.08286                 NaN   30.8189       0.984547        42.4237     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6135        5.07196                 NaN   9.06578                 NaN   30.8249       0.993415        42.4304     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7813        4.91026                 NaN   9.07677                 NaN   30.8263       0.989733        42.4157     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6106        5.08309                 NaN   9.07558                 NaN   30.8282       0.990840        42.4117     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5991        5.10196                 NaN   9.08077                 NaN   30.8298       0.988871        42.3995     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4729        5.22673                 NaN   9.08258                 NaN   30.8305       0.989011        42.3983     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6215        5.08419                 NaN   9.09354                 NaN   30.8314       0.985170        42.3842     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.22674        11.4832                 NaN   9.09487                 NaN   30.8338       0.985285        42.3761     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4877        5.22749                 NaN   9.10107                 NaN   30.8355       0.983354        42.3650     
