|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/TAY13/TAY13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1503.33        500.000        99.6295                 NaN  0.370542                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.91        500.000        99.5566                 NaN  0.443364                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        500.000        99.5853                 NaN  0.414697                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.06        500.000        99.5882                 NaN  0.411790                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.64        500.000        99.5927       0.633317E-002  0.400922                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.22        500.000        99.5958       0.124710E-001  0.391721                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.80        500.000        99.6009       0.138805E-001  0.385265                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.37        500.000        99.6007       0.380122E-005  0.399338                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.95        500.000        99.6023       0.126739E-005  0.397737                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.53        500.000        99.6056                 NaN  0.394377                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.11        500.000        99.6066       0.539052E-003  0.392885                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.69        500.000        99.6106                 NaN  0.389428                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.27        500.000        99.6108       0.227434E-002  0.386956                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.84        500.000        99.6173       0.163322E-005  0.382656                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.42        500.000        99.6162                 NaN  0.383822                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.00        500.000        99.6186                 NaN  0.381399                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.58        500.000        99.6214                 NaN  0.378605                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.16        500.000        99.6249                 NaN  0.375100                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.73        500.000        99.6256                 NaN  0.374369                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.31        500.000        99.6155                 NaN  0.314236       0.702768E-001            NaN            NaN            NaN            NaN            NaN
  1474.89        500.000        99.5486                 NaN  0.874538E-002  0.442688                 NaN            NaN            NaN            NaN            NaN
  1473.47        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.05        500.000        99.1046                 NaN  0.103516E-001  0.885081                 NaN            NaN            NaN            NaN            NaN
  1470.63        500.000        99.5535                 NaN  0.769425E-003  0.445694                 NaN            NaN            NaN            NaN            NaN
  1469.20        500.000        99.5646                 NaN  0.173558       0.261842                 NaN            NaN            NaN            NaN            NaN
  1467.78        500.000        99.5543                 NaN            NaN  0.445709                 NaN            NaN            NaN            NaN            NaN
  1466.36        500.000        99.5587                 NaN            NaN  0.441304                 NaN            NaN            NaN            NaN            NaN
  1464.94        500.000        99.5593                 NaN            NaN  0.440675                 NaN            NaN            NaN            NaN            NaN
  1463.52        500.000        99.5603                 NaN            NaN  0.439687                 NaN            NaN            NaN            NaN            NaN
  1462.09        500.000        99.5618                 NaN            NaN  0.438197                 NaN            NaN            NaN            NaN            NaN
  1460.67        500.000        99.5612                 NaN            NaN  0.438757                 NaN            NaN            NaN            NaN            NaN
  1459.25        500.000        99.5635                 NaN            NaN  0.436478                 NaN            NaN            NaN            NaN            NaN
  1457.83        500.000        99.5640                 NaN            NaN  0.435989                 NaN            NaN            NaN            NaN            NaN
  1456.41        500.000        99.5634                 NaN            NaN  0.436583                 NaN            NaN            NaN            NaN            NaN
  1454.99        500.000        99.5629                 NaN            NaN  0.437101                 NaN            NaN            NaN            NaN            NaN
  1453.56        500.000        99.5636                 NaN            NaN  0.436370                 NaN            NaN            NaN            NaN            NaN
  1452.14        500.000        99.5634                 NaN            NaN  0.436561                 NaN            NaN            NaN            NaN            NaN
  1450.72        500.000        99.5633                 NaN            NaN  0.436712                 NaN            NaN            NaN            NaN            NaN
  1449.30        500.000        99.5635                 NaN            NaN  0.436501                 NaN            NaN            NaN            NaN            NaN
  1447.88        500.000        99.5614                 NaN            NaN  0.438587                 NaN            NaN            NaN            NaN            NaN
  1446.45        500.000        99.6300                 NaN            NaN  0.369968                 NaN            NaN            NaN            NaN            NaN
  1445.03        500.000        99.4851                 NaN            NaN  0.514927                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.5566                 NaN            NaN  0.443427                 NaN            NaN            NaN            NaN            NaN
  1442.19        500.000        99.4301                 NaN            NaN  0.338454       0.231471                 NaN            NaN            NaN            NaN
  1440.77        500.000        99.3254                 NaN            NaN  0.241727       0.432883                 NaN            NaN            NaN            NaN
  1439.35        500.000        99.3328                 NaN            NaN  0.238579       0.428635                 NaN            NaN            NaN            NaN
  1437.92        500.000        99.3383                 NaN            NaN  0.425387       0.236332                 NaN            NaN            NaN            NaN
  1436.50        500.000        99.3439                 NaN            NaN  0.421924       0.234203                 NaN            NaN            NaN            NaN
  1435.08        500.000        99.3512                 NaN            NaN  0.416858       0.231933                 NaN            NaN            NaN            NaN
  1433.66        500.000        99.3564                 NaN            NaN  0.229684       0.413962                 NaN            NaN            NaN            NaN
  1432.24        500.000        99.3622                 NaN            NaN  0.410267       0.227530                 NaN            NaN            NaN            NaN
  1430.81        500.000        99.3682                 NaN            NaN  0.406716       0.225067                 NaN            NaN            NaN            NaN
  1429.39        500.000        99.4770                 NaN            NaN  0.184969       0.338004                 NaN            NaN            NaN            NaN
  1427.97        500.000        99.2738                 NaN            NaN  0.468899       0.257289                 NaN            NaN            NaN            NaN
  1426.55        500.000        99.3848                 NaN            NaN  0.218442       0.396733                 NaN            NaN            NaN            NaN
  1425.13        500.000        99.2104                 NaN            NaN  0.280560       0.509008                 NaN            NaN            NaN            NaN
  1423.71        500.000        99.5765                 NaN            NaN  0.150485       0.273018                 NaN            NaN            NaN            NaN
  1422.28        500.000        99.4000                 NaN            NaN  0.212583       0.387414                 NaN            NaN            NaN            NaN
  1420.86        500.000        99.4067                 NaN            NaN  0.210118       0.383191                 NaN            NaN            NaN            NaN
  1419.44        500.000        98.9844                 NaN            NaN  0.418598       0.386382       0.210629                 NaN            NaN            NaN
  1418.02        500.000        98.2581                 NaN            NaN  0.476945       0.690306       0.574674                 NaN            NaN            NaN
  1416.60        500.000        98.2937                 NaN            NaN  0.467151       0.675951       0.563235                 NaN            NaN            NaN
  1415.17        500.000        98.3260                 NaN            NaN  0.457827       0.663345       0.552820                 NaN            NaN            NaN
  1413.75        500.000        98.3618                 NaN            NaN  0.448354       0.648639       0.541185                 NaN            NaN            NaN
  1412.33        500.000        98.3931                 NaN            NaN  0.439548       0.636089       0.531287                 NaN            NaN            NaN
  1410.91        500.000        98.4209                 NaN            NaN  0.431338       0.625216       0.522505                 NaN            NaN            NaN
  1409.49        500.000        98.4585                 NaN            NaN  0.609902       0.421616       0.509980                 NaN            NaN            NaN
  1408.07        500.000        98.4838                 NaN            NaN  0.600055       0.414193       0.501916                 NaN            NaN            NaN
  1406.64        500.000        98.5117                 NaN            NaN  0.406235       0.588779       0.493269                 NaN            NaN            NaN
  1405.22        500.000        98.5419                 NaN            NaN  0.576810       0.398335       0.482935                 NaN            NaN            NaN
  1403.80        500.000        98.5670                 NaN            NaN  0.391081       0.566962       0.475002                 NaN            NaN            NaN
  1402.38        500.000        98.5931                 NaN            NaN  0.383689       0.556752       0.466488                 NaN            NaN            NaN
  1400.96        500.000        98.6182                 NaN            NaN  0.376565       0.546903       0.458283                 NaN            NaN            NaN
  1399.53        500.000        98.6426                 NaN            NaN  0.537259       0.369880       0.450303                 NaN            NaN            NaN
  1398.11        500.000        98.6665                 NaN            NaN  0.362974       0.527876       0.442616                 NaN            NaN            NaN
  1396.69        500.000        98.6871                 NaN            NaN  0.357495       0.519474       0.435894                 NaN            NaN            NaN
  1395.27        500.000        98.7139                 NaN            NaN  0.509733       0.349387       0.426990                 NaN            NaN            NaN
  1393.85        500.000        98.7332                 NaN            NaN  0.344382       0.501746       0.420718                 NaN            NaN            NaN
  1392.42        500.000        98.7555                 NaN            NaN  0.337681       0.493554       0.413308                 NaN            NaN            NaN
  1391.00        500.000        98.7755                 NaN            NaN  0.485672       0.332041       0.406819                 NaN            NaN            NaN
  1389.58        500.000        98.7967                 NaN            NaN  0.326060       0.477452       0.399785                 NaN            NaN            NaN
  1388.16        500.000        98.8158                 NaN            NaN  0.469736       0.320916       0.393598                 NaN            NaN            NaN
  1386.74        500.000        98.8354                 NaN            NaN  0.315076       0.462541       0.387005                 NaN            NaN            NaN
  1385.32        500.000        98.8536                 NaN            NaN  0.455337       0.309990       0.381058                 NaN            NaN            NaN
  1383.89        500.000        98.8721                 NaN            NaN  0.304392       0.448569       0.374945                 NaN            NaN            NaN
  1382.47        500.000        98.8901                 NaN            NaN  0.441613       0.299357       0.368953                 NaN            NaN            NaN
  1381.05        500.000        98.9068                 NaN            NaN  0.294929       0.434932       0.363290                 NaN            NaN            NaN
  1379.63        500.000        98.9244                 NaN            NaN  0.428638       0.289259       0.357691                 NaN            NaN            NaN
  1378.21        500.000        98.9394                 NaN            NaN  0.285070       0.422833       0.352677                 NaN            NaN            NaN
  1376.78        500.000        98.9578                 NaN            NaN  0.279913       0.415832       0.346482                 NaN            NaN            NaN
  1375.36        500.000        98.9723                 NaN            NaN  0.275874       0.410226       0.341595                 NaN            NaN            NaN
  1373.94        500.000        98.9863                 NaN            NaN  0.405080       0.271607       0.337028                 NaN            NaN            NaN
  1372.52        500.000        99.0039                 NaN            NaN  0.266737       0.398246       0.331133                 NaN            NaN            NaN
  1371.10        500.000        99.0186                 NaN            NaN  0.392885       0.262339       0.326154                 NaN            NaN            NaN
  1369.68        500.000        99.0292                 NaN            NaN  0.388777       0.259356       0.322688                 NaN            NaN            NaN
  1368.25        500.000        99.0472                 NaN            NaN  0.382138       0.254196       0.316500                 NaN            NaN            NaN
  1366.83        500.000        99.0590                 NaN            NaN  0.250685       0.377659       0.312607                 NaN            NaN            NaN
  1365.41        500.000        99.0727                 NaN            NaN  0.246274       0.372920       0.308070                 NaN            NaN            NaN
  1363.99        500.000        99.0865                 NaN            NaN  0.242491       0.367570       0.303474                 NaN            NaN            NaN
  1362.57        500.000        99.0957                 NaN            NaN  0.240490       0.363685       0.300146                 NaN            NaN            NaN
  1361.14        500.000        99.1125                 NaN            NaN  0.357959       0.234984       0.294568                 NaN            NaN            NaN
  1359.72        500.000        99.1221                 NaN            NaN  0.231603       0.354622       0.291630                 NaN            NaN            NaN
  1358.30        500.000        99.1374                 NaN            NaN  0.348709       0.227742       0.286151                 NaN            NaN            NaN
  1356.88        500.000        99.1469                 NaN            NaN  0.345031       0.225010       0.283092                 NaN            NaN            NaN
  1355.46        500.000        99.1594                 NaN            NaN  0.221230       0.340512       0.278883                 NaN            NaN            NaN
  1354.04        500.000        99.1694                 NaN            NaN  0.336761       0.218395       0.275492                 NaN            NaN            NaN
  1352.61        500.000        99.1810                 NaN            NaN  0.332643       0.214818       0.271547                 NaN            NaN            NaN
  1351.19        500.000        99.1920                 NaN            NaN  0.328650       0.211442       0.267921                 NaN            NaN            NaN
  1349.77        500.000        99.2032       0.383337E-004            NaN  0.324346       0.208481       0.263929                 NaN            NaN            NaN
  1348.35        500.000        99.2129                 NaN            NaN  0.205580       0.320757       0.260714                 NaN            NaN            NaN
  1346.93        500.000        99.2235                 NaN            NaN  0.317097       0.202231       0.257126                 NaN            NaN            NaN
  1345.50        500.000        99.2331                 NaN            NaN  0.313408       0.199627       0.253849                 NaN            NaN            NaN
  1344.08        500.000        99.2428                 NaN            NaN  0.196586       0.310079       0.250556                 NaN            NaN            NaN
  1342.66        500.000        99.2527       0.797451E-006            NaN  0.306119       0.194014       0.247203                 NaN            NaN            NaN
  1341.24        500.000        99.2648       0.986549E-002            NaN  0.283865       0.196728       0.244708                 NaN            NaN            NaN
  1339.82        500.000        99.2862       0.633415E-001            NaN  0.227819       0.176217       0.246385                 NaN            NaN            NaN
  1338.40        500.000        99.3036       0.952756E-001            NaN  0.110333       0.245093       0.245653                 NaN            NaN            NaN
  1336.97        500.000        99.3131       0.951308E-001            NaN  0.242881       0.106440       0.242403                 NaN            NaN            NaN
  1335.55        500.000        99.3224       0.947350E-001            NaN  0.240559       0.103165       0.239168                 NaN            NaN            NaN
  1334.13        500.000        99.3320       0.940119E-001            NaN  0.237580       0.100685       0.235708                 NaN            NaN            NaN
  1332.71        500.000        99.3407       0.934860E-001            NaN  0.974412E-001  0.235785       0.232632                 NaN            NaN            NaN
  1331.29        500.000        99.3479       0.923371E-001            NaN  0.232559       0.971498E-001  0.230043                 NaN            NaN            NaN
  1329.86        500.000        99.3598       0.930040E-001            NaN  0.900428E-001  0.231231       0.225929                 NaN            NaN            NaN
  1328.44        500.000        99.3668       0.908001E-001            NaN  0.909856E-001  0.228358       0.223032                 NaN            NaN            NaN
  1327.02        500.000        99.3753       0.906154E-001            NaN  0.877874E-001  0.226153       0.220131                 NaN            NaN            NaN
  1325.60        500.000        99.3840       0.898384E-001            NaN  0.853075E-001  0.223862       0.217008                 NaN            NaN            NaN
  1324.18        500.000        99.3916       0.888962E-001            NaN  0.839899E-001  0.221298       0.214176                 NaN            NaN            NaN
  1322.76        500.000        99.3998       0.885013E-001            NaN  0.218815       0.814931E-001  0.211432                 NaN            NaN            NaN
  1321.33        500.000        99.4079       0.870042E-001            NaN  0.805023E-001  0.216429       0.208189                 NaN            NaN            NaN
  1319.91        500.000        99.4127       0.864825E-001            NaN  0.214463       0.797132E-001  0.206648                 NaN            NaN            NaN
  1318.49        500.000        99.4248       0.853192E-001            NaN  0.211983       0.759370E-001  0.201925                 NaN            NaN            NaN
  1317.07        500.000        99.4311       0.851115E-001            NaN  0.736564E-001  0.210277       0.199811                 NaN            NaN            NaN
  1315.65        500.000        99.4374       0.836234E-001            NaN  0.741221E-001  0.207405       0.197463                 NaN            NaN            NaN
  1314.22        500.000        99.4446       0.822915E-001            NaN  0.734340E-001  0.205036       0.194679                 NaN            NaN            NaN
  1312.80        500.000        99.4516       0.813374E-001            NaN  0.721484E-001  0.202831       0.192131                 NaN            NaN            NaN
  1311.38        500.000        99.4583       0.803733E-001            NaN  0.200721       0.709564E-001  0.189612                 NaN            NaN            NaN
  1309.96        500.000        99.4656       0.792884E-001            NaN  0.198178       0.700312E-001  0.186924                 NaN            NaN            NaN
  1308.54        500.000        99.4720       0.789249E-001            NaN  0.677859E-001  0.196577       0.184704                 NaN            NaN            NaN
  1307.12        500.000        99.4790       0.795558E-001            NaN  0.196643       0.624711E-001  0.182376                 NaN            NaN            NaN
  1305.69        500.000        99.4844       0.733924E-001            NaN  0.743386E-001  0.188519       0.179303                 NaN            NaN            NaN
  1304.27        500.000        99.4911       0.742943E-001            NaN  0.683220E-001  0.189083       0.177163                 NaN            NaN            NaN
  1302.85        500.000        99.4974       0.735818E-001            NaN  0.672077E-001  0.186873       0.174946                 NaN            NaN            NaN
  1301.43        500.000        99.5034       0.721660E-001            NaN  0.670715E-001  0.184794       0.172595                 NaN            NaN            NaN
  1300.01        500.000        99.5087       0.705295E-001            NaN  0.182427       0.678816E-001  0.170501                 NaN            NaN            NaN
  1298.58        500.000        99.5149       0.697334E-001            NaN  0.180612       0.665881E-001  0.168141                 NaN            NaN            NaN
  1297.16        500.000        99.5208       0.683591E-001            NaN  0.178096       0.668494E-001  0.165942                 NaN            NaN            NaN
  1295.74        500.000        99.5267       0.674850E-001            NaN  0.660572E-001  0.175995       0.163761                 NaN            NaN            NaN
  1294.32        500.000        99.5320       0.657666E-001            NaN  0.670781E-001  0.173498       0.161611                 NaN            NaN            NaN
  1292.90        500.000        99.5373       0.642642E-001            NaN  0.171188       0.677117E-001  0.159560                 NaN            NaN            NaN
  1291.48        500.000        99.5432       0.635797E-001            NaN  0.169170       0.666197E-001  0.157446                 NaN            NaN            NaN
  1290.05        500.000        99.0603       0.512151E-001            NaN  0.196355       0.161212       0.208092       0.322875                 NaN            NaN
  1288.63        500.000        89.1565                 NaN            NaN   1.68713       0.947396        1.28463        6.92433                 NaN            NaN
  1287.21        500.000        90.2802                 NaN            NaN  0.854343        1.51543        1.15930        6.19072                 NaN            NaN
  1285.79        500.000        91.2271                 NaN            NaN  0.775677        1.36879        1.05299        5.57549                 NaN            NaN
  1284.37        500.000        92.0083                 NaN            NaN   1.24669       0.713251       0.964872        5.06690                 NaN            NaN
  1282.94        500.000        92.6827                 NaN            NaN   1.14189       0.656966       0.888247        4.63024                 NaN            NaN
  1281.52        500.000        93.2537                 NaN            NaN   1.05416       0.608912       0.823472        4.25974                 NaN            NaN
  1280.10        500.000        93.7556                 NaN            NaN  0.565329       0.977027       0.765922        3.93616                 NaN            NaN
  1278.68        500.000        94.1910                 NaN            NaN  0.911270       0.526807       0.715988        3.65490                 NaN            NaN
  1277.26        500.000        94.5613                 NaN            NaN  0.855602       0.494877       0.673759        3.41443                 NaN            NaN
  1275.83        500.000        94.9250                 NaN            NaN  0.800945       0.459855       0.630771        3.18347                 NaN            NaN
  1274.41        500.000        95.2137                 NaN            NaN  0.759379       0.432639       0.597379        2.99691                 NaN            NaN
  1272.99        500.000        95.4851                 NaN            NaN  0.406272       0.720146       0.565569        2.82287                 NaN            NaN
  1271.57        500.000        95.7260                 NaN            NaN  0.687593       0.380499       0.537118        2.66874                 NaN            NaN
  1270.15        500.000        95.9516                 NaN            NaN  0.354841       0.658365       0.510528        2.52466                 NaN            NaN
  1268.73        500.000        96.1508                 NaN            NaN  0.637693       0.327152       0.486746        2.39758                 NaN            NaN
  1267.30        500.000        96.3331                 NaN            NaN  0.627942       0.292837       0.465177        2.28094                 NaN            NaN
  1265.88        500.000        96.5007                 NaN            NaN  0.265061       0.614863       0.444966        2.17443                 NaN            NaN
  1264.46        500.000        96.6585                 NaN            NaN  0.840052                 NaN  0.426106        2.07535                 NaN            NaN
  1263.04        500.000        97.3636                 NaN            NaN  0.506262                 NaN  0.343634        1.78653                 NaN            NaN
  1261.62        500.000        96.3476                 NaN            NaN   1.08793                 NaN  0.459106        2.10538                 NaN            NaN
  1260.19        500.000        97.0583                 NaN            NaN  0.743274                 NaN  0.375484        1.82296                 NaN            NaN
  1258.77        500.000        97.1713                 NaN            NaN  0.715513                 NaN  0.362252        1.75098                 NaN            NaN
  1257.35        500.000        97.2812                 NaN            NaN  0.687741                 NaN  0.348341        1.68272                 NaN            NaN
  1255.93        500.000        97.3770                 NaN            NaN  0.665109                 NaN  0.336423        1.62148                 NaN            NaN
  1254.51        500.000        97.4675                 NaN            NaN  0.642641                 NaN  0.325799        1.56404                 NaN            NaN
  1253.09        500.000        97.5572                 NaN            NaN  0.620387                 NaN  0.314145        1.50827                 NaN            NaN
  1251.66        500.000        97.6374                 NaN            NaN  0.600563                 NaN  0.303862        1.45814                 NaN            NaN
  1250.24        500.000        97.7169                 NaN            NaN  0.581599                 NaN  0.293065        1.40841                 NaN            NaN
  1248.82        500.000        97.7885                 NaN            NaN  0.564039                 NaN  0.283681        1.36375                 NaN            NaN
  1247.40        500.000        97.8652                 NaN            NaN  0.543887                 NaN  0.273686        1.31719                 NaN            NaN
  1245.98        500.000        97.9273                 NaN            NaN  0.528838                 NaN  0.266463        1.27736                 NaN            NaN
  1244.55        500.000        97.9849                 NaN            NaN  0.515347                 NaN  0.258910        1.24088                 NaN            NaN
  1243.13        500.000        98.0437                 NaN            NaN  0.500999                 NaN  0.250901        1.20443                 NaN            NaN
  1241.71        500.000        98.1018                 NaN            NaN  0.486573                 NaN  0.242472        1.16914                 NaN            NaN
  1240.29        500.000        98.1520                 NaN            NaN  0.474807                 NaN  0.235966        1.13722                 NaN            NaN
  1238.87        500.000        98.2027                 NaN            NaN  0.461492                 NaN  0.231045        1.10473                 NaN            NaN
  1237.45        500.000        98.2537                 NaN            NaN  0.448071                 NaN  0.224945        1.07333                 NaN            NaN
  1236.02        500.000        98.3000                 NaN            NaN  0.437568                 NaN  0.216873        1.04551                 NaN            NaN
  1234.60        500.000        98.3420                 NaN            NaN  0.427506                 NaN  0.211541        1.01893                 NaN            NaN
  1233.18        500.000        98.3881                 NaN            NaN  0.414880                 NaN  0.206499       0.990534                 NaN            NaN
  1231.76        500.000        98.4299                 NaN            NaN  0.405080                 NaN  0.199281       0.965739                 NaN            NaN
  1230.34        500.000        98.4630                 NaN            NaN  0.397782                 NaN  0.195464       0.943724                 NaN            NaN
  1228.91        500.000        98.5010                 NaN            NaN  0.387653                 NaN  0.191408       0.919956                 NaN            NaN
  1227.49        500.000        98.5376                 NaN            NaN  0.379298                 NaN  0.185106       0.897969                 NaN            NaN
  1226.07        500.000        98.5691                 NaN            NaN  0.371621                 NaN  0.181809       0.877478                 NaN            NaN
  1224.65        500.000        98.6050                 NaN            NaN  0.362639                 NaN  0.175889       0.856495                 NaN            NaN
  1223.23        500.000        98.6380                 NaN            NaN  0.354510                 NaN  0.171555       0.835929                 NaN            NaN
  1221.81        500.000        98.6211                 NaN            NaN  0.346410                 NaN  0.173689       0.850950       0.789823E-002            NaN
  1220.38        500.000        98.5836                 NaN            NaN  0.336851                 NaN  0.177071       0.882293       0.201774E-001            NaN
  1218.96        500.000        98.6169                 NaN            NaN  0.330291                 NaN  0.172450       0.861130       0.192466E-001            NaN
  1217.54        500.000        98.6544                 NaN            NaN  0.320936                 NaN  0.166192       0.839819       0.186749E-001            NaN
  1216.12        500.000        98.6908                 NaN            NaN  0.312136                 NaN  0.161900       0.817426       0.177058E-001            NaN
  1214.70        500.000        97.7291                 NaN            NaN  0.159947       0.170465       0.375878        1.51130       0.532786E-001            NaN
  1213.27        500.000        99.1080                 NaN            NaN  0.181652       0.109582       0.186924       0.402412       0.114455E-001            NaN
  1211.85        500.000        98.8953                 NaN            NaN  0.358189                 NaN            NaN  0.744491       0.197405E-002            NaN
  1210.43        500.000        98.6478                 NaN            NaN  0.175790E-001            NaN  0.703618E-001   1.22077       0.435293E-001            NaN
  1209.01        500.000        91.9845                 NaN            NaN  0.516834       0.879985E-001  0.559256        3.56023       0.481290E-001   3.24306     
  1207.59        500.000        97.9628                 NaN            NaN  0.117419E-001  0.844506       0.420202       0.796397E-001  0.389260E-001  0.642160     
  1206.17        500.000        90.8570                 NaN            NaN  0.622334                 NaN  0.574880        4.45870       0.136237E-002   3.48576     
  1204.74        500.000        94.9725                 NaN            NaN  0.238677       0.358499       0.406900        2.05369       0.219575E-001   1.94775     
  1203.32        500.000        97.5249                 NaN            NaN  0.399100       0.559528       0.377571       0.585683                 NaN  0.553254     
