|6.6.6
Archiving\03_Data\eqfrac/QFM_m3/YM20/YM20_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1521.97        2500.00                 NaN   99.5051                 NaN  0.454819       0.401150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.52        2500.00                 NaN   99.5074                 NaN  0.453513       0.390385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.06        2500.00                 NaN   99.4292                 NaN  0.528395       0.424452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.61        2500.00                 NaN   99.5954                 NaN  0.369036       0.355255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.16        2500.00                 NaN   99.3738                 NaN  0.581859       0.443636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.70        2500.00                 NaN   99.6612                 NaN  0.312602       0.262366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.25        2500.00                 NaN   99.5199                 NaN  0.446330       0.337454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        2500.00                 NaN   99.5269                 NaN  0.436169       0.369727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.34        2500.00                 NaN   99.5294                 NaN  0.436608       0.339760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.89        2500.00                 NaN   99.5291                 NaN  0.438550       0.323577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.43        2500.00                 NaN   99.5336                 NaN  0.434084       0.323150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.98        2500.00                 NaN   99.5360                 NaN  0.431742       0.322520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.52        2500.00                 NaN   99.5379                 NaN  0.431960       0.301078E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.07        2500.00                 NaN   99.5403                 NaN  0.430293       0.294279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.62        2500.00                 NaN   99.5412                 NaN  0.430006       0.287643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.16        2500.00                 NaN   99.4585                 NaN  0.111157       0.427013E-001            NaN  0.387661                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.71        2500.00                 NaN   99.3988                 NaN  0.372407E-001            NaN            NaN  0.563920                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.25        2500.00                 NaN   99.3968                 NaN            NaN            NaN            NaN  0.603170                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.80        2500.00                 NaN   99.3958                 NaN            NaN            NaN            NaN  0.604229                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.35        2500.00                 NaN   99.3935                 NaN            NaN            NaN            NaN  0.606546                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.89        2500.00                 NaN   99.1527                 NaN  0.394298       0.431201E-005            NaN  0.452976                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.44        2500.00                 NaN   99.9190                 NaN            NaN            NaN            NaN  0.809999E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1489.98        2500.00                 NaN   99.1178                 NaN            NaN            NaN            NaN  0.882170                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.53        2500.00                 NaN   99.3872                 NaN            NaN            NaN            NaN  0.612777                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.08        2500.00                 NaN   99.3799                 NaN            NaN            NaN            NaN  0.620142                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.62        2500.00                 NaN   99.3650                 NaN            NaN            NaN            NaN  0.235781E-001  0.611417                 NaN            NaN            NaN            NaN            NaN
  1484.17        2500.00                 NaN   99.1020                 NaN            NaN            NaN            NaN  0.500949       0.397077                 NaN            NaN            NaN            NaN            NaN
  1482.71        2500.00                 NaN   99.0706                 NaN            NaN            NaN            NaN  0.565834       0.363558                 NaN            NaN            NaN            NaN            NaN
  1481.26        2500.00                 NaN   99.0805                 NaN            NaN            NaN            NaN  0.558947       0.360560                 NaN            NaN            NaN            NaN            NaN
  1479.81        2500.00                 NaN   99.0872                 NaN            NaN            NaN            NaN  0.356680       0.556097                 NaN            NaN            NaN            NaN            NaN
  1478.35        2500.00                 NaN   99.0925                 NaN            NaN            NaN            NaN  0.553147       0.354357                 NaN            NaN            NaN            NaN            NaN
  1476.90        2500.00                 NaN   99.1043                 NaN            NaN            NaN            NaN  0.546673       0.349027                 NaN            NaN            NaN            NaN            NaN
  1475.44        2500.00                 NaN   99.1101                 NaN            NaN            NaN            NaN  0.542329       0.347544                 NaN            NaN            NaN            NaN            NaN
  1473.99        2500.00                 NaN   99.1433                 NaN            NaN            NaN            NaN  0.522154       0.334558                 NaN            NaN            NaN            NaN            NaN
  1472.54        2500.00                 NaN   99.0958                 NaN            NaN            NaN            NaN  0.353355       0.550861                 NaN            NaN            NaN            NaN            NaN
  1471.08        2500.00                 NaN   99.1338                 NaN            NaN  0.112767E-003            NaN  0.528221       0.337883                 NaN            NaN            NaN            NaN            NaN
  1469.63        2500.00                 NaN   99.1386                 NaN            NaN  0.955937E-006            NaN  0.525966       0.335482                 NaN            NaN            NaN            NaN            NaN
  1468.18        2500.00                 NaN   99.1438                 NaN            NaN            NaN            NaN  0.332919       0.523238                 NaN            NaN            NaN            NaN            NaN
  1466.72        2500.00                 NaN   99.1529                 NaN            NaN            NaN            NaN  0.329041       0.518036                 NaN            NaN            NaN            NaN            NaN
  1465.27        2500.00                 NaN   99.1579                 NaN            NaN            NaN            NaN  0.327295       0.514829                 NaN            NaN            NaN            NaN            NaN
  1463.81        2500.00                 NaN   99.1655                 NaN            NaN            NaN            NaN  0.323613       0.510913                 NaN            NaN            NaN            NaN            NaN
  1462.36        2500.00                 NaN   99.1839                 NaN            NaN            NaN            NaN  0.500302       0.315814                 NaN            NaN            NaN            NaN            NaN
  1460.91        2500.00                 NaN   99.1637                 NaN            NaN            NaN            NaN  0.323372       0.512939                 NaN            NaN            NaN            NaN            NaN
  1459.45        2500.00                 NaN   99.1821                 NaN            NaN            NaN            NaN  0.315305       0.502643                 NaN            NaN            NaN            NaN            NaN
  1458.00        2500.00                 NaN   99.1913                 NaN            NaN            NaN            NaN  0.312212       0.496518                 NaN            NaN            NaN            NaN            NaN
  1456.54        2500.00                 NaN   99.1954                 NaN            NaN            NaN            NaN  0.310924       0.493725                 NaN            NaN            NaN            NaN            NaN
  1455.09        2500.00                 NaN   99.1997                 NaN            NaN            NaN            NaN  0.308470       0.491787                 NaN            NaN            NaN            NaN            NaN
  1453.64        2500.00                 NaN   99.2080                 NaN            NaN            NaN            NaN  0.304471       0.487527                 NaN            NaN            NaN            NaN            NaN
  1452.18        2500.00                 NaN   99.2122                 NaN            NaN            NaN            NaN  0.485343       0.302444                 NaN            NaN            NaN            NaN            NaN
  1450.73        2500.00                 NaN   99.2184                 NaN            NaN            NaN            NaN  0.481497       0.300112                 NaN            NaN            NaN            NaN            NaN
  1449.27        2500.00                 NaN   99.2228                 NaN            NaN            NaN            NaN  0.297945       0.479268                 NaN            NaN            NaN            NaN            NaN
  1447.82        2500.00                 NaN   99.2286                 NaN            NaN            NaN            NaN  0.296530       0.474825                 NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00                 NaN   99.2340                 NaN            NaN  0.108555E-005            NaN  0.293078       0.472925                 NaN            NaN            NaN            NaN            NaN
  1444.91        2500.00                 NaN   99.2386                 NaN            NaN  0.124571E-005            NaN  0.291154       0.470199                 NaN            NaN            NaN            NaN            NaN
  1443.46        2500.00                 NaN   99.2438                 NaN            NaN            NaN            NaN  0.468276       0.287916                 NaN            NaN            NaN            NaN            NaN
  1442.00        2500.00                 NaN   98.8847                 NaN            NaN            NaN            NaN  0.485913       0.457908       0.171509                 NaN            NaN            NaN            NaN
  1440.55        2500.00                 NaN   98.0829                 NaN            NaN            NaN            NaN  0.524857       0.836810       0.555458                 NaN            NaN            NaN            NaN
  1439.10        2500.00                 NaN   98.1057                 NaN            NaN  0.648250E-001            NaN  0.531786       0.738731       0.558929                 NaN            NaN            NaN            NaN
  1437.64        2500.00                 NaN   98.1189                 NaN            NaN  0.186720                 NaN  0.564233       0.556556       0.573570                 NaN            NaN            NaN            NaN
  1436.19        2500.00                 NaN   98.1541                 NaN            NaN  0.185095                 NaN  0.546359       0.551246       0.563193                 NaN            NaN            NaN            NaN
  1434.73        2500.00                 NaN   98.1876                 NaN            NaN  0.183753                 NaN  0.537572       0.538065       0.553004                 NaN            NaN            NaN            NaN
  1433.28        2500.00                 NaN   98.2205                 NaN            NaN  0.182288                 NaN  0.525591       0.528389       0.543182                 NaN            NaN            NaN            NaN
  1431.83        2500.00                 NaN   98.2526                 NaN            NaN  0.180878                 NaN  0.519588       0.513378       0.533591                 NaN            NaN            NaN            NaN
  1430.37        2500.00                 NaN   98.2830                 NaN            NaN  0.179636                 NaN  0.511227       0.501686       0.524420                 NaN            NaN            NaN            NaN
  1428.92        2500.00                 NaN   98.3136                 NaN            NaN  0.178380                 NaN  0.502411       0.490373       0.515267                 NaN            NaN            NaN            NaN
  1427.46        2500.00                 NaN   98.3390                 NaN            NaN  0.178343                 NaN  0.478703       0.496162       0.507826                 NaN            NaN            NaN            NaN
  1426.01        2500.00                 NaN   98.3738                 NaN            NaN  0.174375                 NaN  0.469299       0.485712       0.496840                 NaN            NaN            NaN            NaN
  1424.56        2500.00                 NaN   98.3987                 NaN            NaN  0.174334                 NaN  0.478904       0.458396       0.489666                 NaN            NaN            NaN            NaN
  1423.10        2500.00                 NaN   98.4261                 NaN            NaN  0.173136                 NaN  0.471384       0.447781       0.481630                 NaN            NaN            NaN            NaN
  1421.65        2500.00                 NaN   98.5001                 NaN            NaN  0.167229                 NaN  0.423054       0.450617       0.459048                 NaN            NaN            NaN            NaN
  1420.19        2500.00                 NaN   98.4298                 NaN            NaN  0.175423                 NaN  0.470891       0.443705       0.480185                 NaN            NaN            NaN            NaN
  1418.74        2500.00                 NaN   98.4990                 NaN            NaN  0.170248                 NaN  0.451074       0.419898       0.459784                 NaN            NaN            NaN            NaN
  1417.29        2500.00                 NaN   98.5185                 NaN            NaN  0.167428                 NaN  0.417014       0.443345       0.453679                 NaN            NaN            NaN            NaN
  1415.83        2500.00                 NaN   98.5565                 NaN            NaN  0.167911                 NaN  0.397650       0.436369       0.441542                 NaN            NaN            NaN            NaN
  1414.38        2500.00                 NaN   98.5712                 NaN            NaN  0.166954                 NaN  0.431447       0.392929       0.437443                 NaN            NaN            NaN            NaN
  1412.92        2500.00                 NaN   98.5939                 NaN            NaN  0.164916                 NaN  0.424294       0.386375       0.430539                 NaN            NaN            NaN            NaN
  1411.47        2500.00                 NaN   98.6141                 NaN            NaN  0.164184                 NaN  0.378434       0.418521       0.424796                 NaN            NaN            NaN            NaN
  1410.02        2500.00                 NaN   98.6383                 NaN            NaN  0.162361                 NaN  0.412264       0.370246       0.416782                 NaN            NaN            NaN            NaN
  1408.56        2500.00                 NaN   98.6557                 NaN            NaN  0.162045                 NaN  0.363111       0.407305       0.411845                 NaN            NaN            NaN            NaN
  1407.11        2500.00                 NaN   98.6784                 NaN            NaN  0.160737                 NaN  0.401116       0.354948       0.404772                 NaN            NaN            NaN            NaN
  1405.65        2500.00                 NaN   98.6962                 NaN            NaN  0.159983                 NaN  0.396100       0.348333       0.399342                 NaN            NaN            NaN            NaN
  1404.20        2500.00                 NaN   98.7144                 NaN            NaN  0.159023                 NaN  0.341562       0.391224       0.393742                 NaN            NaN            NaN            NaN
  1402.75        2500.00                 NaN   98.7188                 NaN            NaN  0.159621                 NaN  0.335811       0.392664       0.393151                 NaN            NaN            NaN            NaN
  1401.29        2500.00                 NaN   98.7628                 NaN            NaN  0.156466                 NaN  0.323537       0.378764       0.378474                 NaN            NaN            NaN            NaN
  1399.84        2500.00                 NaN   98.7702                 NaN            NaN  0.155453                 NaN  0.323014       0.374873       0.376480                 NaN            NaN            NaN            NaN
  1398.39        2500.00                 NaN   98.7863                 NaN            NaN  0.154709                 NaN  0.370990       0.316485       0.371482                 NaN            NaN            NaN            NaN
  1396.93        2500.00                 NaN   98.8040                 NaN            NaN  0.157786                 NaN  0.304691       0.366647       0.366853                 NaN            NaN            NaN            NaN
  1395.48        2500.00                 NaN   98.8204                 NaN            NaN  0.149642                 NaN  0.359667       0.309532       0.360728                 NaN            NaN            NaN            NaN
  1394.02        2500.00                 NaN   98.8354                 NaN            NaN  0.152305                 NaN  0.298671       0.357168       0.356412                 NaN            NaN            NaN            NaN
  1392.57        2500.00                 NaN   98.8526                 NaN            NaN  0.151104                 NaN  0.292938       0.352376       0.351023                 NaN            NaN            NaN            NaN
  1391.12        2500.00                 NaN   98.8670                 NaN            NaN  0.150440                 NaN  0.348325       0.287560       0.346724                 NaN            NaN            NaN            NaN
  1389.66        2500.00                 NaN   98.8818                 NaN            NaN  0.149471                 NaN  0.344379       0.282393       0.341984                 NaN            NaN            NaN            NaN
  1388.21        2500.00                 NaN   98.8963                 NaN            NaN  0.148576                 NaN  0.340167       0.277466       0.337480                 NaN            NaN            NaN            NaN
  1386.75        2500.00                 NaN   98.9115                 NaN            NaN  0.147439                 NaN  0.272442       0.335796       0.332780                 NaN            NaN            NaN            NaN
  1385.30        2500.00                 NaN   98.9249                 NaN            NaN  0.145773                 NaN  0.331808       0.269070       0.328480                 NaN            NaN            NaN            NaN
  1383.85        2500.00                 NaN   98.9140                 NaN            NaN  0.135421                 NaN  0.327244       0.292142       0.331226                 NaN            NaN            NaN            NaN
  1382.39        2500.00                 NaN   98.9741                 NaN            NaN  0.154963                 NaN  0.231289       0.326005       0.313654                 NaN            NaN            NaN            NaN
  1380.94        2500.00                 NaN   98.9657                 NaN            NaN  0.143495                 NaN  0.320325       0.254717       0.315771                 NaN            NaN            NaN            NaN
  1379.48        2500.00                 NaN   98.9787                 NaN            NaN  0.142481                 NaN  0.250528       0.316573       0.311745                 NaN            NaN            NaN            NaN
  1378.03        2500.00                 NaN   98.9907                 NaN            NaN  0.141728                 NaN  0.246069       0.313545       0.308005                 NaN            NaN            NaN            NaN
  1376.58        2500.00                 NaN   99.0050                 NaN            NaN  0.140550                 NaN  0.309409       0.241650       0.303393                 NaN            NaN            NaN            NaN
  1375.12        2500.00                 NaN   99.0158                 NaN            NaN  0.139252                 NaN  0.306446       0.238635       0.299887                 NaN            NaN            NaN            NaN
  1373.67        2500.00                 NaN   99.0282                 NaN            NaN  0.138449                 NaN  0.301715       0.235338       0.296304                 NaN            NaN            NaN            NaN
  1372.21        2500.00                 NaN   99.0416                 NaN            NaN  0.137663                 NaN  0.230339       0.298656       0.291743                 NaN            NaN            NaN            NaN
  1370.76        2500.00                 NaN   99.0513                 NaN            NaN  0.136523                 NaN  0.295661       0.227792       0.288751                 NaN            NaN            NaN            NaN
  1369.31        2500.00                 NaN   99.0631                 NaN            NaN  0.135227                 NaN  0.224354       0.292352       0.284986                 NaN            NaN            NaN            NaN
  1367.85        2500.00                 NaN   99.0732                 NaN            NaN  0.134248                 NaN  0.221412       0.289450       0.281675                 NaN            NaN            NaN            NaN
  1366.40        2500.00                 NaN   99.0838                 NaN            NaN  0.133696                 NaN  0.286742       0.217291       0.278493                 NaN            NaN            NaN            NaN
  1364.94        2500.00                 NaN   99.0952                 NaN            NaN  0.131774                 NaN  0.283146       0.215381       0.274510                 NaN            NaN            NaN            NaN
  1363.49        2500.00                 NaN   99.1029                 NaN            NaN  0.109555                 NaN  0.270894       0.247047       0.269580                 NaN            NaN            NaN            NaN
  1362.04        2500.00                 NaN   99.1178                 NaN            NaN  0.150957                 NaN  0.286004       0.175178       0.270046                 NaN            NaN            NaN            NaN
  1360.58        2500.00                 NaN   99.1258                 NaN            NaN  0.128752                 NaN  0.274001       0.206623       0.264856                 NaN            NaN            NaN            NaN
  1359.13        2500.00                 NaN   99.1357                 NaN            NaN  0.127652                 NaN  0.270583       0.204417       0.261658                 NaN            NaN            NaN            NaN
  1357.67        2500.00                 NaN   99.1453                 NaN            NaN  0.126400                 NaN  0.267966       0.201779       0.258510                 NaN            NaN            NaN            NaN
  1356.22        2500.00                 NaN   99.1545                 NaN            NaN  0.125657                 NaN  0.198199       0.266032       0.255648                 NaN            NaN            NaN            NaN
  1354.77        2500.00                 NaN   99.1645                 NaN            NaN  0.123759                 NaN  0.262076       0.197419       0.252246                 NaN            NaN            NaN            NaN
  1353.31        2500.00                 NaN   99.1737                 NaN            NaN  0.123464                 NaN  0.259801       0.193678       0.249401                 NaN            NaN            NaN            NaN
  1351.86        2500.00                 NaN   99.1821                 NaN            NaN  0.121310                 NaN  0.193473       0.256651       0.246446                 NaN            NaN            NaN            NaN
  1350.40        2500.00                 NaN   99.1908                 NaN            NaN  0.118562                 NaN  0.253321       0.193815       0.243476                 NaN            NaN            NaN            NaN
  1348.95        2500.00                 NaN   99.1997                 NaN            NaN  0.120971                 NaN  0.252486       0.185848       0.241020                 NaN            NaN            NaN            NaN
  1347.50        2500.00                 NaN   99.2085                 NaN            NaN  0.117804                 NaN  0.248209       0.187379       0.238072                 NaN            NaN            NaN            NaN
  1346.04        2500.00                 NaN   99.2165                 NaN            NaN  0.116704                 NaN  0.246025       0.185519       0.235207                 NaN            NaN            NaN            NaN
  1344.59        2500.00                 NaN   99.2246                 NaN            NaN  0.115534                 NaN  0.243421       0.183767       0.232660                 NaN            NaN            NaN            NaN
  1343.13        2500.00                 NaN   99.2327                 NaN            NaN  0.113475                 NaN  0.240863       0.183175       0.229833                 NaN            NaN            NaN            NaN
  1341.68        2500.00                 NaN   99.2406                 NaN            NaN  0.112461                 NaN  0.181398       0.238200       0.227304                 NaN            NaN            NaN            NaN
  1340.23        2500.00                 NaN   99.2484                 NaN            NaN  0.111618                 NaN  0.235940       0.179188       0.224854                 NaN            NaN            NaN            NaN
  1338.77        2500.00                 NaN   99.2551                 NaN            NaN  0.110230                 NaN  0.178940       0.232997       0.222701                 NaN            NaN            NaN            NaN
  1337.32        2500.00                 NaN   99.2643                 NaN            NaN  0.107366                 NaN  0.230479       0.178657       0.219150                 NaN            NaN            NaN            NaN
  1335.86        2500.00                 NaN   99.2710                 NaN            NaN  0.106682                 NaN  0.227741       0.177415       0.217184                 NaN            NaN            NaN            NaN
  1334.41        2500.00                 NaN   99.2777                 NaN            NaN  0.105095                 NaN  0.225366       0.176835       0.214987                 NaN            NaN            NaN            NaN
  1332.96        2500.00                 NaN   99.2853                 NaN            NaN  0.104032                 NaN  0.223435       0.174785       0.212405                 NaN            NaN            NaN            NaN
  1331.50        2500.00                 NaN   99.2918                 NaN            NaN  0.102225                 NaN  0.175049       0.220679       0.210209                 NaN            NaN            NaN            NaN
  1330.05        2500.00                 NaN   99.2996                 NaN            NaN  0.102536                 NaN  0.219420       0.170417       0.208072                 NaN            NaN            NaN            NaN
  1328.59        2500.00                 NaN   99.3055                 NaN            NaN  0.981181E-001            NaN  0.215286       0.175798       0.205322                 NaN            NaN            NaN            NaN
  1327.14        2500.00                 NaN   99.3130                 NaN            NaN  0.973140E-001            NaN  0.174375       0.212032       0.203252                 NaN            NaN            NaN            NaN
  1325.69        2500.00                 NaN   99.3191                 NaN            NaN  0.959916E-001            NaN  0.210637       0.173257       0.201043                 NaN            NaN            NaN            NaN
  1324.23        2500.00                 NaN   99.3258                 NaN            NaN  0.950123E-001            NaN  0.172086       0.208183       0.198950                 NaN            NaN            NaN            NaN
  1322.78        2500.00                 NaN   99.3314                 NaN            NaN  0.927900E-001            NaN  0.206125       0.172889       0.196753                 NaN            NaN            NaN            NaN
  1321.33        2500.00                 NaN   99.3372                 NaN            NaN  0.915044E-001            NaN  0.172334       0.204106       0.194862                 NaN            NaN            NaN            NaN
  1319.87        2500.00                 NaN   99.3440                 NaN            NaN  0.897577E-001            NaN  0.201205       0.172360       0.192634                 NaN            NaN            NaN            NaN
  1318.42        2500.00                 NaN   99.3499                 NaN            NaN  0.880485E-001            NaN  0.199220       0.172323       0.190552                 NaN            NaN            NaN            NaN
  1316.96        2500.00                 NaN   99.3557                 NaN            NaN  0.868125E-001            NaN  0.171965       0.196853       0.188667                 NaN            NaN            NaN            NaN
  1315.51        2500.00                 NaN   89.0935                 NaN            NaN   1.12759                 NaN   1.71059       0.273554        1.42195        6.37286                 NaN            NaN            NaN
  1314.06        2500.00                 NaN   81.5937                 NaN            NaN   1.91974                 NaN   2.91874       0.204355        2.31914        11.0443                 NaN            NaN            NaN
  1312.60        2500.00                 NaN   83.7967                 NaN            NaN   1.74220                 NaN   2.69645       0.118262E-001   2.05057        9.70227                 NaN            NaN            NaN
  1311.15        2500.00                 NaN   85.5525                 NaN            NaN   1.55179                 NaN   2.44273                 NaN   1.83600        8.61700                 NaN            NaN            NaN
  1309.69        2500.00                 NaN   86.9928                 NaN            NaN   1.39074                 NaN   2.23120                 NaN   1.65984        7.72544                 NaN            NaN            NaN
  1308.24        2500.00                 NaN   88.2230                 NaN            NaN   1.28118                 NaN   2.00763                 NaN   1.50828        6.97995                 NaN            NaN            NaN
  1306.79        2500.00                 NaN   89.2359                 NaN            NaN   1.14835                 NaN   1.88629                 NaN   1.38469        6.34480                 NaN            NaN            NaN
  1305.33        2500.00                 NaN   90.1995                 NaN            NaN   1.05101                 NaN   1.73033                 NaN   1.26589        5.75332                 NaN            NaN            NaN
  1303.88        2500.00                 NaN   90.9451                 NaN            NaN  0.978256                 NaN   1.60421                 NaN   1.17431        5.29815                 NaN            NaN            NaN
