|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.5/TAY13/TAY13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1555.80        2500.00                 NaN   99.5161                 NaN  0.431976       0.518881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.30        2500.00                 NaN   99.4876                 NaN  0.459557       0.528281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        2500.00                 NaN   99.4652                 NaN  0.477695       0.570946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.29        2500.00                 NaN   99.4779                 NaN  0.467295       0.548262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        2500.00                 NaN   99.5424                 NaN  0.411816       0.458154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.29        2500.00                 NaN   99.5026                 NaN  0.447622       0.498132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        2500.00                 NaN   99.5080                 NaN  0.441129       0.508873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.28        2500.00                 NaN   99.5100                 NaN  0.441619       0.483435E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        2500.00                 NaN   99.5142                 NaN  0.437606       0.482288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.28        2500.00                 NaN   99.5187                 NaN  0.432921       0.483779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        2500.00                 NaN   99.5215                 NaN  0.432369       0.461744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.27        2500.00                 NaN   99.4350                 NaN  0.511844       0.531668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.77        2500.00                 NaN   99.6174                 NaN  0.346581       0.360425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.27        2500.00                 NaN   99.5323                 NaN  0.421544       0.461555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.77        2500.00                 NaN   99.5359                 NaN  0.421843       0.422608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.27        2500.00                 NaN   99.5380                 NaN  0.419765       0.422765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        2500.00                 NaN   99.5406                 NaN  0.418196       0.412464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.26        2500.00                 NaN   99.5457                 NaN  0.413531       0.407689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        2500.00                 NaN   99.5488                 NaN  0.410811       0.403714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.26        2500.00                 NaN   99.5517                 NaN  0.408919       0.393940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        2500.00                 NaN   99.5541                 NaN  0.406929       0.389715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.25        2500.00                 NaN   99.5582                 NaN  0.403679       0.380903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        2500.00                 NaN   99.5609                 NaN  0.401852       0.372792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.25        2500.00                 NaN   99.5641                 NaN  0.398677       0.371955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        2500.00                 NaN   99.7161                 NaN  0.259191       0.246738E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.24        2500.00                 NaN   99.8126                 NaN  0.173202       0.141721E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        2500.00                 NaN   99.1786                 NaN  0.755931       0.654693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.24        2500.00                 NaN   99.5746                 NaN  0.392083       0.333040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        2500.00                 NaN   99.5771                 NaN  0.390199       0.326744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.23        2500.00                 NaN   99.5802                 NaN  0.388012       0.318304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        2500.00                 NaN   99.5839                 NaN  0.382507       0.335906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.23        2500.00                 NaN   99.5866                 NaN  0.382543       0.308500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.73        2500.00                 NaN   99.7560                 NaN  0.221787       0.222536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.23        2500.00                 NaN   99.4167                 NaN  0.540702       0.425550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        2500.00                 NaN   99.6013                 NaN  0.372183       0.264720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.22        2500.00                 NaN   99.5964                 NaN  0.369898       0.336935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.72        2500.00                 NaN   99.7124                 NaN  0.130429E-001            NaN            NaN  0.274531                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.22        2500.00                 NaN   99.2871                 NaN  0.379936E-001  0.159586E-003            NaN  0.674796                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.72        2500.00                 NaN   99.4911                 NaN            NaN  0.330458E-004            NaN  0.508900                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.21        2500.00                 NaN   99.4944                 NaN  0.644684E-001  0.917519E-005            NaN  0.441152                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        2500.00                 NaN   99.4966                 NaN  0.984578E-001            NaN            NaN  0.404922                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.21        2500.00                 NaN   99.4839                 NaN            NaN            NaN            NaN  0.516092                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.71        2500.00                 NaN   99.5011                 NaN            NaN            NaN            NaN  0.498909                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.20        2500.00                 NaN   99.4914                 NaN            NaN            NaN            NaN  0.508586                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.70        2500.00                 NaN   99.4942                 NaN            NaN            NaN            NaN  0.505763                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.20        2500.00                 NaN   99.4927                 NaN            NaN            NaN            NaN  0.507324                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        2500.00                 NaN   99.4925                 NaN            NaN            NaN            NaN  0.507502                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.20        2500.00                 NaN   99.4921                 NaN            NaN            NaN            NaN  0.507929                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.69        2500.00                 NaN   99.4909                 NaN            NaN            NaN            NaN  0.509066                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.19        2500.00                 NaN   99.4901                 NaN            NaN            NaN            NaN  0.509882                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        2500.00                 NaN   99.4868                 NaN            NaN            NaN            NaN  0.513232                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.19        2500.00                 NaN   99.4855                 NaN            NaN            NaN            NaN  0.514545                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.69        2500.00                 NaN   99.4783                 NaN            NaN            NaN            NaN  0.521674                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.18        2500.00                 NaN   99.4755                 NaN            NaN            NaN            NaN  0.524531                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.68        2500.00                 NaN   99.4705                 NaN            NaN            NaN            NaN  0.529468                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.18        2500.00                 NaN   99.4644                 NaN            NaN            NaN            NaN  0.535584                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.68        2500.00                 NaN   99.3218                 NaN            NaN            NaN            NaN  0.323901       0.354316                 NaN            NaN            NaN            NaN            NaN
  1470.17        2500.00                 NaN   99.2303                 NaN            NaN            NaN            NaN  0.514578       0.255085                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00                 NaN   99.2445                 NaN            NaN            NaN            NaN  0.506291       0.249194                 NaN            NaN            NaN            NaN            NaN
  1467.17        2500.00                 NaN   99.2497                 NaN            NaN            NaN            NaN  0.249007       0.501284                 NaN            NaN            NaN            NaN            NaN
  1465.67        2500.00                 NaN   99.2591                 NaN            NaN            NaN            NaN  0.494774       0.246101                 NaN            NaN            NaN            NaN            NaN
  1464.17        2500.00                 NaN   99.2633                 NaN            NaN            NaN            NaN  0.491938       0.244764                 NaN            NaN            NaN            NaN            NaN
  1462.66        2500.00                 NaN   99.2695                 NaN            NaN            NaN            NaN  0.487622       0.242912                 NaN            NaN            NaN            NaN            NaN
  1461.16        2500.00                 NaN   99.2753                 NaN            NaN            NaN            NaN  0.240811       0.483906                 NaN            NaN            NaN            NaN            NaN
  1459.66        2500.00                 NaN   99.2810                 NaN            NaN            NaN            NaN  0.237773       0.481241                 NaN            NaN            NaN            NaN            NaN
  1458.16        2500.00                 NaN   99.2870                 NaN            NaN            NaN            NaN  0.476039       0.236982                 NaN            NaN            NaN            NaN            NaN
  1456.66        2500.00                 NaN   99.2919                 NaN            NaN            NaN            NaN  0.234480       0.473617                 NaN            NaN            NaN            NaN            NaN
  1455.15        2500.00                 NaN   99.2980                 NaN            NaN            NaN            NaN  0.232854       0.469128                 NaN            NaN            NaN            NaN            NaN
  1453.65        2500.00                 NaN   99.3032                 NaN            NaN            NaN            NaN  0.231422       0.465341                 NaN            NaN            NaN            NaN            NaN
  1452.15        2500.00                 NaN   99.9670                 NaN            NaN            NaN            NaN  0.330324E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1450.65        2500.00                 NaN   98.6565                 NaN            NaN            NaN            NaN  0.921257       0.422291                 NaN            NaN            NaN            NaN            NaN
  1449.14        2500.00                 NaN   99.3190                 NaN            NaN            NaN            NaN  0.455426       0.225622                 NaN            NaN            NaN            NaN            NaN
  1447.64        2500.00                 NaN   99.3246                 NaN            NaN            NaN            NaN  0.451758       0.223655                 NaN            NaN            NaN            NaN            NaN
  1446.14        2500.00                 NaN   99.3288                 NaN            NaN            NaN            NaN  0.449706       0.221455                 NaN            NaN            NaN            NaN            NaN
  1444.64        2500.00                 NaN   99.3328                 NaN            NaN            NaN            NaN  0.220320       0.446854                 NaN            NaN            NaN            NaN            NaN
  1443.14        2500.00                 NaN   99.3391                 NaN            NaN            NaN            NaN  0.216901       0.443994                 NaN            NaN            NaN            NaN            NaN
  1441.63        2500.00                 NaN   99.3585                 NaN            NaN            NaN            NaN  0.430482       0.210996                 NaN            NaN            NaN            NaN            NaN
  1440.13        2500.00                 NaN   99.3317                 NaN            NaN            NaN            NaN  0.448708       0.219589                 NaN            NaN            NaN            NaN            NaN
  1438.63        2500.00                 NaN   99.3529                 NaN            NaN            NaN            NaN  0.434091       0.212981                 NaN            NaN            NaN            NaN            NaN
  1437.13        2500.00                 NaN   99.3568                 NaN            NaN            NaN            NaN  0.431972       0.211256                 NaN            NaN            NaN            NaN            NaN
  1435.63        2500.00                 NaN   99.3614                 NaN            NaN            NaN            NaN  0.428600       0.210030                 NaN            NaN            NaN            NaN            NaN
  1434.12        2500.00                 NaN   99.3651                 NaN            NaN            NaN            NaN  0.208061       0.426828                 NaN            NaN            NaN            NaN            NaN
  1432.62        2500.00                 NaN   99.3698                 NaN            NaN            NaN            NaN  0.424134       0.206101                 NaN            NaN            NaN            NaN            NaN
  1431.12        2500.00                 NaN   98.3916                 NaN            NaN            NaN            NaN  0.650042       0.438110       0.520272                 NaN            NaN            NaN            NaN
  1429.62        2500.00                 NaN   98.3334                 NaN            NaN            NaN            NaN  0.430885       0.678436       0.557248                 NaN            NaN            NaN            NaN
  1428.11        2500.00                 NaN   98.3612                 NaN            NaN  0.158706E-001            NaN  0.643128       0.428587       0.551226                 NaN            NaN            NaN            NaN
  1426.61        2500.00                 NaN   98.3603                 NaN            NaN  0.180926                 NaN  0.383553       0.491261       0.583924                 NaN            NaN            NaN            NaN
  1425.11        2500.00                 NaN   98.3901                 NaN            NaN  0.179603                 NaN  0.372422       0.484200       0.573646                 NaN            NaN            NaN            NaN
  1423.61        2500.00                 NaN   98.4211                 NaN            NaN  0.178085                 NaN  0.475865       0.361902       0.563083                 NaN            NaN            NaN            NaN
  1422.11        2500.00                 NaN   98.4496                 NaN            NaN  0.177111                 NaN  0.351745       0.468155       0.553348                 NaN            NaN            NaN            NaN
  1420.60        2500.00                 NaN   98.4779                 NaN            NaN  0.175623                 NaN  0.341035       0.461830       0.543642                 NaN            NaN            NaN            NaN
  1419.10        2500.00                 NaN   98.5051                 NaN            NaN  0.174273                 NaN  0.455113       0.331215       0.534283                 NaN            NaN            NaN            NaN
  1417.60        2500.00                 NaN   98.5310                 NaN            NaN  0.173542                 NaN  0.322139       0.447737       0.525585                 NaN            NaN            NaN            NaN
  1416.10        2500.00                 NaN   98.5577                 NaN            NaN  0.171850                 NaN  0.441678       0.312560       0.516195                 NaN            NaN            NaN            NaN
  1414.59        2500.00                 NaN   98.5828                 NaN            NaN  0.170693                 NaN  0.435865       0.303171       0.507452                 NaN            NaN            NaN            NaN
  1413.09        2500.00                 NaN   98.6068                 NaN            NaN  0.169584                 NaN  0.295115       0.429332       0.499205                 NaN            NaN            NaN            NaN
  1411.59        2500.00                 NaN   98.6310                 NaN            NaN  0.168403                 NaN  0.423118       0.286637       0.490819                 NaN            NaN            NaN            NaN
  1410.09        2500.00                 NaN   98.6534                 NaN            NaN  0.167364                 NaN  0.417726       0.278276       0.483213                 NaN            NaN            NaN            NaN
  1408.59        2500.00                 NaN   98.6757                 NaN            NaN  0.166620                 NaN  0.411915       0.270217       0.475571                 NaN            NaN            NaN            NaN
  1407.08        2500.00                 NaN   98.6992                 NaN            NaN  0.164841                 NaN  0.262760       0.406196       0.467030                 NaN            NaN            NaN            NaN
  1405.58        2500.00                 NaN   98.7197                 NaN            NaN  0.163933                 NaN  0.255244       0.400954       0.460135                 NaN            NaN            NaN            NaN
  1404.08        2500.00                 NaN   98.7398                 NaN            NaN  0.163415                 NaN  0.248038       0.395508       0.453269                 NaN            NaN            NaN            NaN
  1402.58        2500.00                 NaN   98.7610                 NaN            NaN  0.161661                 NaN  0.390752       0.241059       0.445529                 NaN            NaN            NaN            NaN
  1401.08        2500.00                 NaN   98.7802                 NaN            NaN  0.160842                 NaN  0.386106       0.233979       0.438858                 NaN            NaN            NaN            NaN
  1399.57        2500.00                 NaN   98.7995                 NaN            NaN  0.159676                 NaN  0.226951       0.381734       0.432108                 NaN            NaN            NaN            NaN
  1398.07        2500.00                 NaN   98.8186                 NaN            NaN  0.158863                 NaN  0.376886       0.220051       0.425573                 NaN            NaN            NaN            NaN
  1396.57        2500.00                 NaN   98.8385                 NaN            NaN  0.157280                 NaN  0.214426       0.371230       0.418543                 NaN            NaN            NaN            NaN
  1395.07        2500.00                 NaN   98.8551                 NaN            NaN  0.156706                 NaN  0.367649       0.207915       0.412633                 NaN            NaN            NaN            NaN
  1393.56        2500.00                 NaN   98.8727                 NaN            NaN  0.155603                 NaN  0.363077       0.202024       0.406556                 NaN            NaN            NaN            NaN
  1392.06        2500.00                 NaN   98.8885                 NaN            NaN  0.154181                 NaN  0.196917       0.359546       0.400899                 NaN            NaN            NaN            NaN
  1390.56        2500.00                 NaN   98.9064                 NaN            NaN  0.153130                 NaN  0.354862       0.191198       0.394370                 NaN            NaN            NaN            NaN
  1389.06        2500.00                 NaN   98.9236                 NaN            NaN  0.152108                 NaN  0.185777       0.350091       0.388427                 NaN            NaN            NaN            NaN
  1387.56        2500.00                 NaN   98.9390                 NaN            NaN  0.151426                 NaN  0.346631       0.179746       0.383155                 NaN            NaN            NaN            NaN
  1386.05        2500.00                 NaN   98.9559                 NaN            NaN  0.149792                 NaN  0.342351       0.175112       0.376827                 NaN            NaN            NaN            NaN
  1384.55        2500.00                 NaN   98.9700                 NaN            NaN  0.148928                 NaN  0.170153       0.338981       0.371900                 NaN            NaN            NaN            NaN
  1383.05        2500.00                 NaN   98.9852                 NaN            NaN  0.147845                 NaN  0.165504       0.334963       0.366500                 NaN            NaN            NaN            NaN
  1381.55        2500.00                 NaN   99.0002                 NaN            NaN  0.146752                 NaN  0.331287       0.160663       0.361126                 NaN            NaN            NaN            NaN
  1380.05        2500.00                 NaN   99.0068                 NaN            NaN  0.149792                 NaN  0.333246       0.150060       0.360106                 NaN            NaN            NaN            NaN
  1378.54        2500.00                 NaN   99.0368                 NaN            NaN  0.140506                 NaN  0.157449       0.318560       0.346648                 NaN            NaN            NaN            NaN
  1377.04        2500.00                 NaN   99.0422                 NaN            NaN  0.143250                 NaN  0.148098       0.320436       0.345975                 NaN            NaN            NaN            NaN
  1375.54        2500.00                 NaN   99.0551                 NaN            NaN  0.142392                 NaN  0.143698       0.317505       0.341327                 NaN            NaN            NaN            NaN
  1374.04        2500.00                 NaN   99.0667                 NaN            NaN  0.141443                 NaN  0.139965       0.314682       0.337251                 NaN            NaN            NaN            NaN
  1372.53        2500.00                 NaN   99.0791                 NaN            NaN  0.144002                 NaN  0.317364       0.125844       0.333740                 NaN            NaN            NaN            NaN
  1371.03        2500.00                 NaN   99.0666                 NaN            NaN  0.100474                 NaN  0.255486       0.247968       0.329485                 NaN            NaN            NaN            NaN
  1369.53        2500.00                 NaN   99.1372                 NaN            NaN  0.171319                 NaN  0.351833       0.223421E-001  0.317351                 NaN            NaN            NaN            NaN
  1368.03        2500.00                 NaN   99.1166                 NaN            NaN  0.133297                 NaN  0.295343       0.135296       0.319419                 NaN            NaN            NaN            NaN
  1366.53        2500.00                 NaN   99.1364                 NaN            NaN  0.138392                 NaN  0.113717       0.299898       0.311552                 NaN            NaN            NaN            NaN
  1365.02        2500.00                 NaN   99.1425                 NaN            NaN  0.133557                 NaN  0.294565       0.120038       0.309363                 NaN            NaN            NaN            NaN
  1363.52        2500.00                 NaN   99.1537                 NaN            NaN  0.132481                 NaN  0.116219       0.292368       0.305223                 NaN            NaN            NaN            NaN
  1362.02        2500.00                 NaN   99.1643                 NaN            NaN  0.131222                 NaN  0.288560       0.114548       0.301387                 NaN            NaN            NaN            NaN
  1360.52        2500.00                 NaN   99.1766                 NaN            NaN  0.129451                 NaN  0.285841       0.111536       0.296621                 NaN            NaN            NaN            NaN
  1359.02        2500.00                 NaN   99.1869                 NaN            NaN  0.128399                 NaN  0.282357       0.109383       0.292938                 NaN            NaN            NaN            NaN
  1357.51        2500.00                 NaN   99.1971                 NaN            NaN  0.126937                 NaN  0.279945       0.106880       0.289116                 NaN            NaN            NaN            NaN
  1356.01        2500.00                 NaN   99.2077                 NaN            NaN  0.125563                 NaN  0.277161       0.104516       0.285104                 NaN            NaN            NaN            NaN
  1354.51        2500.00                 NaN   99.2177                 NaN            NaN  0.124261                 NaN  0.274283       0.102388       0.281355                 NaN            NaN            NaN            NaN
  1353.01        2500.00                 NaN   99.2275                 NaN            NaN  0.122845                 NaN  0.271290       0.100653       0.277749                 NaN            NaN            NaN            NaN
  1351.50        2500.00                 NaN   99.2372                 NaN            NaN  0.121150                 NaN  0.991457E-001  0.268574       0.273924                 NaN            NaN            NaN            NaN
  1350.00        2500.00                 NaN   99.2472                 NaN            NaN  0.119832                 NaN  0.265650       0.971282E-001  0.270238                 NaN            NaN            NaN            NaN
  1348.50        2500.00                 NaN   99.2560                 NaN            NaN  0.118254                 NaN  0.263634       0.953266E-001  0.266766                 NaN            NaN            NaN            NaN
  1347.00        2500.00                 NaN   99.2657                 NaN            NaN  0.116916                 NaN  0.260224       0.939149E-001  0.263210                 NaN            NaN            NaN            NaN
  1345.50        2500.00                 NaN   99.2744                 NaN            NaN  0.115343                 NaN  0.925609E-001  0.257867       0.259846                 NaN            NaN            NaN            NaN
  1343.99        2500.00                 NaN   99.2834                 NaN            NaN  0.113604                 NaN  0.914546E-001  0.255150       0.256352                 NaN            NaN            NaN            NaN
  1342.49        2500.00                 NaN   99.2914                 NaN            NaN  0.112266                 NaN  0.252995       0.901006E-001  0.253273                 NaN            NaN            NaN            NaN
  1340.99        2500.00                 NaN   99.3006                 NaN            NaN  0.110193                 NaN  0.900696E-001  0.249515       0.249632                 NaN            NaN            NaN            NaN
  1339.49        2500.00                 NaN   99.3087                 NaN            NaN  0.108868                 NaN  0.884860E-001  0.247387       0.246546                 NaN            NaN            NaN            NaN
  1337.98        2500.00                 NaN   99.3167                 NaN            NaN  0.107243                 NaN  0.244716       0.878691E-001  0.243456                 NaN            NaN            NaN            NaN
  1336.48        2500.00                 NaN   99.3251                 NaN            NaN  0.105522                 NaN  0.241981       0.871933E-001  0.240250                 NaN            NaN            NaN            NaN
  1334.98        2500.00                 NaN   99.3323                 NaN            NaN  0.104036                 NaN  0.239534       0.868044E-001  0.237345                 NaN            NaN            NaN            NaN
  1333.48        2500.00                 NaN   99.3403                 NaN            NaN  0.101956                 NaN  0.236817       0.868022E-001  0.234117                 NaN            NaN            NaN            NaN
  1331.98        2500.00                 NaN   99.3478                 NaN            NaN  0.100826                 NaN  0.234884       0.851475E-001  0.231300                 NaN            NaN            NaN            NaN
  1330.47        2500.00                 NaN   99.3553                 NaN            NaN  0.983704E-001            NaN  0.231399       0.867577E-001  0.228182                 NaN            NaN            NaN            NaN
  1328.97        2500.00                 NaN   99.3627                 NaN            NaN  0.970822E-001            NaN  0.229039       0.857484E-001  0.225396                 NaN            NaN            NaN            NaN
  1327.47        2500.00                 NaN   99.3696                 NaN            NaN  0.952007E-001            NaN  0.226167       0.864290E-001  0.222620                 NaN            NaN            NaN            NaN
  1325.97        2500.00                 NaN   99.3762                 NaN            NaN  0.935298E-001            NaN  0.223718       0.863737E-001  0.220135                 NaN            NaN            NaN            NaN
  1324.47        2500.00                 NaN   99.3822                 NaN            NaN  0.911353E-001            NaN  0.221760       0.875267E-001  0.217353                 NaN            NaN            NaN            NaN
  1322.96        2500.00                 NaN   99.3909                 NaN            NaN  0.897024E-001            NaN  0.217980       0.873806E-001  0.214054                 NaN            NaN            NaN            NaN
  1321.46        2500.00                 NaN   99.3968                 NaN            NaN  0.881623E-001            NaN  0.215451       0.877219E-001  0.211831                 NaN            NaN            NaN            NaN
  1319.96        2500.00                 NaN   99.4032                 NaN            NaN  0.856997E-001            NaN  0.212905       0.890951E-001  0.209055                 NaN            NaN            NaN            NaN
  1318.46        2500.00                 NaN   99.4098                 NaN            NaN  0.844602E-001            NaN  0.210224       0.888640E-001  0.206648                 NaN            NaN            NaN            NaN
  1316.95        2500.00                 NaN   99.4159                 NaN            NaN  0.823144E-001            NaN  0.207906       0.898417E-001  0.204072                 NaN            NaN            NaN            NaN
  1315.45        2500.00                 NaN   99.4220                 NaN            NaN  0.806636E-001            NaN  0.204649       0.909981E-001  0.201683                 NaN            NaN            NaN            NaN
