|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        iron           O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1341.88        2500.00        99.2318                 NaN            NaN  0.640832E-002            NaN            NaN  0.205930       0.334286                 NaN            NaN  0.221554                 NaN            NaN            NaN
  1340.35        2500.00        99.2404                 NaN            NaN  0.566690E-002            NaN            NaN  0.333235       0.201781                 NaN            NaN  0.218912                 NaN            NaN            NaN
  1338.83        2500.00        99.2491                 NaN            NaN  0.513588E-002            NaN            NaN  0.198017       0.331473                 NaN            NaN  0.216234                 NaN            NaN            NaN
  1337.30        2500.00        99.2569                 NaN            NaN  0.439203E-002            NaN            NaN  0.193972       0.330885                 NaN            NaN  0.213807                 NaN            NaN            NaN
  1335.77        2500.00        99.2650                 NaN            NaN  0.378799E-002            NaN            NaN  0.329803       0.190122                 NaN            NaN  0.211284                 NaN            NaN            NaN
  1334.25        2500.00        99.2726                 NaN            NaN  0.313359E-002            NaN            NaN  0.186426       0.328885                 NaN            NaN  0.208978                 NaN            NaN            NaN
  1332.72        2500.00        99.2798                 NaN            NaN  0.248436E-002            NaN            NaN  0.328491       0.182551                 NaN            NaN  0.206686                 NaN            NaN            NaN
  1331.19        2500.00        99.2876                 NaN            NaN  0.180762E-002            NaN            NaN  0.178263       0.328007                 NaN            NaN  0.204365                 NaN            NaN            NaN
  1329.67        2500.00        99.2941                 NaN            NaN  0.115906E-002            NaN            NaN  0.327519       0.174903                 NaN            NaN  0.202322                 NaN            NaN            NaN
  1328.14        2500.00        99.3018                 NaN            NaN  0.481419E-003            NaN            NaN  0.170573       0.327232                 NaN            NaN  0.199910                 NaN            NaN            NaN
  1326.62        2500.00        99.3078                 NaN            NaN  0.918468E-004            NaN            NaN  0.167367       0.326627                 NaN            NaN  0.198145                 NaN            NaN            NaN
  1325.09        2500.00        99.3144                 NaN            NaN            NaN            NaN            NaN  0.163911       0.325364                 NaN            NaN  0.196336                 NaN            NaN            NaN
  1323.56        2500.00        99.3201                 NaN            NaN            NaN            NaN            NaN  0.161313       0.323814                 NaN            NaN  0.194738                 NaN            NaN            NaN
  1322.04        2500.00        99.3261                 NaN            NaN            NaN            NaN            NaN  0.158665       0.322189                 NaN            NaN  0.193080                 NaN            NaN            NaN
  1320.51        2500.00        99.3303                 NaN            NaN  0.358214E-002            NaN            NaN  0.161745       0.311296                 NaN            NaN  0.193067                 NaN            NaN            NaN
  1318.98        2500.00        99.3384                 NaN            NaN            NaN            NaN            NaN  0.319467       0.152348                 NaN            NaN  0.189793                 NaN            NaN            NaN
  1317.46        2500.00        96.9589                 NaN            NaN  0.818819E-002            NaN            NaN  0.367508       0.734385                 NaN            NaN  0.460745        1.47026                 NaN            NaN
  1315.93        2500.00        84.6119                 NaN            NaN  0.145250                 NaN            NaN   1.66529        2.58611                 NaN            NaN   1.89938        9.09203                 NaN            NaN
  1314.41        2500.00        86.8339                 NaN            NaN  0.113171                 NaN            NaN   2.22879        1.43170                 NaN            NaN   1.62893        7.76353                 NaN            NaN
  1312.88        2500.00        88.5113                 NaN            NaN  0.888102E-001            NaN            NaN   1.24910        1.96500                 NaN            NaN   1.42499        6.76082                 NaN            NaN
  1311.35        2500.00        89.8144                 NaN            NaN  0.697499E-001            NaN            NaN   1.10417        1.76358                 NaN            NaN   1.26677        5.98138                 NaN            NaN
  1309.83        2500.00        90.8565                 NaN            NaN  0.544547E-001            NaN            NaN   1.60497       0.985874                 NaN            NaN   1.14026        5.35792                 NaN            NaN
  1308.30        2500.00        91.7047                 NaN            NaN  0.417034E-001            NaN            NaN   1.48045       0.885571                 NaN            NaN   1.03742        4.85020                 NaN            NaN
  1306.77        2500.00        49.2547                 NaN            NaN            NaN            NaN            NaN   4.87462        6.31724                 NaN            NaN   6.33890        30.5935        2.62108                 NaN
  1305.25        2500.00        88.1642                 NaN            NaN            NaN            NaN            NaN   1.04441        1.46006                 NaN            NaN   1.48101        7.21010       0.640212                 NaN
  1303.72        2500.00        96.5186                 NaN            NaN            NaN            NaN            NaN  0.359222       0.381158                 NaN            NaN  0.430729        2.11608       0.194193                 NaN
  1302.20        2500.00        98.0930                 NaN            NaN            NaN            NaN            NaN  0.227644       0.181685                 NaN            NaN  0.233231        1.15347       0.110978                 NaN
  1300.67        2500.00        98.6897                 NaN            NaN            NaN            NaN            NaN  0.179912       0.104597                 NaN            NaN  0.158251       0.787181       0.803309E-001            NaN
  1299.14        2500.00        98.9787                 NaN            NaN            NaN            NaN            NaN  0.655307E-001  0.158873                 NaN            NaN  0.121838       0.608861       0.662294E-001            NaN
  1297.62        2500.00        99.1361                 NaN            NaN            NaN            NaN            NaN  0.150292       0.418595E-001            NaN            NaN  0.101816       0.510723       0.592104E-001            NaN
  1296.09        2500.00        99.2243                 NaN            NaN            NaN            NaN            NaN  0.150261       0.246101E-001            NaN            NaN  0.902844E-001  0.454476       0.561181E-001            NaN
  1294.56        2500.00        98.5008                 NaN            NaN            NaN            NaN            NaN  0.373011E-001  0.292526                 NaN            NaN  0.181473       0.871102       0.116817                 NaN
  1293.04        2500.00        99.5091                 NaN            NaN            NaN            NaN            NaN  0.759754E-001  0.910516E-002            NaN            NaN  0.631971E-001  0.323274       0.193894E-001            NaN
  1291.51        2500.00        99.8237                 NaN            NaN            NaN            NaN            NaN  0.834721E-001            NaN            NaN            NaN  0.115010E-001  0.622231E-001  0.190660E-001            NaN
  1289.99        2500.00        99.3524                 NaN            NaN            NaN            NaN            NaN  0.894068E-001            NaN            NaN            NaN  0.688018E-001  0.424491       0.649051E-001            NaN
  1288.46        2500.00        99.1779                 NaN            NaN            NaN            NaN            NaN  0.268142                 NaN            NaN            NaN  0.933231E-001  0.400420       0.601975E-001            NaN
  1286.93        2500.00        99.1500                 NaN            NaN            NaN            NaN            NaN  0.211338                 NaN            NaN            NaN  0.955307E-001  0.473600       0.695403E-001            NaN
  1285.41        2500.00        99.0039                 NaN            NaN            NaN            NaN            NaN  0.207218                 NaN            NaN            NaN  0.104220       0.590261       0.943684E-001            NaN
  1283.88        2500.00        98.8549                 NaN            NaN            NaN            NaN            NaN  0.337722                 NaN            NaN            NaN  0.134240       0.594918       0.781734E-001            NaN
  1282.35        2500.00        98.4177                 NaN            NaN            NaN            NaN            NaN  0.426690                 NaN            NaN            NaN  0.175420       0.855709       0.124456                 NaN
  1280.83        2500.00        79.2056        17.4042                 NaN            NaN            NaN            NaN  0.985064                 NaN            NaN            NaN  0.378270        1.77982       0.247054                 NaN
  1279.30        2500.00        64.2292                 NaN            NaN            NaN            NaN            NaN   11.0417                 NaN            NaN            NaN   3.99996        18.3059        2.42331                 NaN
  1277.78        2500.00        96.3653                 NaN            NaN            NaN            NaN            NaN  0.713868                 NaN            NaN            NaN  0.436681        2.23016       0.253939                 NaN
  1276.25        2500.00        96.1301                 NaN            NaN            NaN            NaN            NaN  0.770088                 NaN            NaN            NaN  0.518214        2.26740       0.314149                 NaN
  1274.72        2500.00        98.0917                 NaN            NaN            NaN            NaN            NaN  0.515357                 NaN            NaN            NaN  0.132450        1.18676       0.737123E-001            NaN
  1273.20        2500.00        96.9854                 NaN            NaN            NaN            NaN            NaN  0.652455                 NaN            NaN            NaN  0.354931        1.81134       0.195864                 NaN
  1271.67        2500.00        97.5724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.232223        2.07598       0.119410                 NaN
  1270.14        2500.00        96.4967                 NaN            NaN            NaN            NaN            NaN   1.23705                 NaN            NaN            NaN  0.463812        1.52538       0.277016                 NaN
  1268.62        2500.00        96.7169                 NaN            NaN            NaN            NaN            NaN  0.712970                 NaN            NaN            NaN  0.392315        1.99263       0.185223                 NaN
  1267.09        2500.00        96.8223                 NaN            NaN            NaN            NaN            NaN  0.657781                 NaN            NaN            NaN  0.377667        1.95711       0.185164                 NaN
  1265.57        2500.00        88.4324                 NaN            NaN            NaN            NaN            NaN  0.541242        1.85747                 NaN            NaN   1.38713        7.07538       0.706354                 NaN
  1264.04        2500.00        99.9328                 NaN            NaN            NaN            NaN            NaN  0.395866E-002  0.463890E-001            NaN            NaN            NaN  0.168112E-001            NaN            NaN
  1262.51        2500.00        99.8089                 NaN            NaN            NaN            NaN            NaN  0.101409                 NaN            NaN            NaN            NaN  0.729570E-001  0.166845E-001            NaN
  1260.99        2500.00        99.6406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.658064E-001  0.276042       0.175206E-001            NaN
  1259.46        2500.00        99.2882                 NaN            NaN            NaN            NaN            NaN  0.563844E-001  0.155813       0.165672E-005            NaN  0.897018E-001  0.379390       0.305075E-001            NaN
  1257.93        2500.00        98.8984                 NaN            NaN  0.595205E-001            NaN            NaN  0.328318E-001            NaN            NaN            NaN  0.121890       0.476960                 NaN  0.410361     
  1256.41        2500.00        99.7850                 NaN            NaN            NaN            NaN            NaN  0.320116E-001            NaN            NaN            NaN  0.181284E-001  0.950393E-001  0.566799E-002  0.641176E-001
  1254.88        2500.00        85.1944                 NaN            NaN            NaN            NaN            NaN   1.98505                 NaN            NaN            NaN   1.23193        6.75212       0.479188        4.35728     
  1253.36        2500.00        88.7646                 NaN            NaN            NaN            NaN            NaN   1.27225                 NaN            NaN            NaN  0.961995        5.13985       0.337673        3.52368     
  1251.83        2500.00        86.2752                 NaN            NaN            NaN            NaN            NaN   1.37546                 NaN            NaN            NaN   1.15462        6.25803       0.369372        4.56728     
  1250.30        2500.00        90.7721                 NaN            NaN            NaN            NaN            NaN  0.862217                 NaN            NaN            NaN  0.720171        4.41227       0.342826        2.89039     
  1248.78        2500.00        91.6497                 NaN            NaN            NaN            NaN            NaN  0.893487                 NaN            NaN            NaN  0.689121        3.88649       0.255090        2.62615     
  1247.25        2500.00        80.3308                 NaN            NaN            NaN            NaN            NaN   3.13666       0.276449                 NaN            NaN   1.90139        8.18639       0.280962        5.88732     
  1245.72        2500.00        99.5106                 NaN            NaN            NaN            NaN            NaN  0.304884E-001  0.385162E-001            NaN            NaN  0.575568E-001  0.245260                 NaN  0.117584     
  1244.20        2500.00        98.6085                 NaN            NaN            NaN            NaN            NaN  0.212223E-001  0.637992E-001            NaN            NaN  0.850397E-001  0.661439       0.627270E-001  0.497296     
  1242.67        2500.00        80.6220                 NaN            NaN            NaN            NaN            NaN   2.22828                 NaN            NaN            NaN   1.61314        8.89422       0.514022        6.12835     
  1241.15        2500.00        82.9565                 NaN            NaN            NaN            NaN            NaN   1.82174                 NaN            NaN            NaN   1.37981        7.92163       0.440710        5.47962     
  1239.62        2500.00        98.9342                 NaN            NaN            NaN            NaN            NaN  0.103797                 NaN            NaN            NaN  0.867037E-001  0.504816       0.252419E-001  0.345195     
  1238.09        2500.00        81.0282                 NaN            NaN            NaN            NaN            NaN   1.90891                 NaN            NaN            NaN   1.46580        8.95323       0.465708        6.17817     
  1236.57        2500.00        74.9735                 NaN            NaN            NaN            NaN            NaN   2.48600                 NaN            NaN            NaN   1.93497        11.8727       0.536223        8.19669     
  1235.04        2500.00        28.7429                 NaN            NaN  0.345735E-001            NaN            NaN   7.83052                 NaN            NaN            NaN   5.61563        33.0399        1.25954        23.4769     
  1233.51        2500.00        61.6348                 NaN            NaN  0.451666                 NaN            NaN   3.87242                 NaN            NaN            NaN   2.96233        17.6709       0.625468        12.7824     
  1231.99        2500.00                 NaN            NaN            NaN   1.13653                 NaN            NaN   10.0884                 NaN            NaN            NaN   7.64134        45.6762        1.57186        33.8856     
  1230.46        2500.00                 NaN            NaN            NaN   1.10448                 NaN            NaN   10.1755                 NaN            NaN            NaN   7.65001        45.6507        1.56851        33.8508     
  1228.94        2500.00                 NaN            NaN            NaN   1.07329                 NaN            NaN   10.2640                 NaN            NaN            NaN   7.65415        45.6291        1.56245        33.8170     
  1227.41        2500.00                 NaN            NaN            NaN   1.17877                 NaN            NaN   9.37308       0.565206                 NaN            NaN   7.62727        45.7412        1.58799        33.9265     
  1225.88        2500.00                 NaN            NaN            NaN   1.15701                 NaN            NaN   9.43865       0.559225                 NaN            NaN   7.63118        45.7260        1.58520        33.9028     
  1224.36        2500.00                 NaN            NaN            NaN   1.13412                 NaN            NaN   9.51373       0.546789                 NaN            NaN   7.63531        45.7100        1.58224        33.8778     
  1222.83        2500.00                 NaN            NaN            NaN   1.10979                 NaN            NaN   9.59275       0.534314                 NaN            NaN   7.63972        45.6931        1.57907        33.8512     
  1221.30        2500.00                 NaN            NaN            NaN   1.08307                 NaN            NaN   9.64583       0.554361                 NaN            NaN   7.64457        45.6745        1.57554        33.8221     
  1219.78        2500.00                 NaN            NaN            NaN   1.05446                 NaN            NaN   9.70433       0.574150                 NaN            NaN   7.64978        45.6547        1.57174        33.7908     
  1218.25        2500.00                 NaN            NaN            NaN   1.02366                 NaN            NaN   9.76892       0.593743                 NaN            NaN   7.65536        45.6335        1.56762        33.7572     
  1216.73        2500.00                 NaN            NaN            NaN  0.990422                 NaN            NaN   9.84149       0.611940                 NaN            NaN   7.66134        45.6109        1.56316        33.7208     
  1215.20        2500.00                 NaN            NaN            NaN  0.954477                 NaN            NaN   9.92409       0.627331       0.129227E-005            NaN   7.66773        45.5866        1.55834        33.6814     
  1213.67        2500.00                 NaN            NaN            NaN  0.915686                 NaN            NaN   10.0181       0.638876       0.136614E-005            NaN   7.67446        45.5608        1.55316        33.6389     
  1212.15        2500.00                 NaN            NaN            NaN  0.874186                 NaN            NaN   10.1231       0.646596       0.145347E-005            NaN   7.68144        45.5337        1.54767        33.5934     
  1210.62        2500.00                 NaN            NaN            NaN  0.830402                 NaN            NaN   10.2363       0.651978       0.155800E-005            NaN   7.68856        45.5055        1.54194        33.5453     
  1209.09        2500.00                 NaN            NaN            NaN  0.784706                 NaN            NaN   10.3550       0.656877       0.168352E-005            NaN   7.69577        45.4766        1.53602        33.4950     
  1207.57        2500.00                 NaN            NaN            NaN  0.737106                 NaN            NaN   10.4784       0.662093       0.183274E-005            NaN   7.70316        45.4467        1.52990        33.4426     
  1206.04        2500.00                 NaN            NaN            NaN  0.687320                 NaN            NaN   10.6077       0.667245       0.200169E-005            NaN   7.71083        45.4156        1.52350        33.3878     
  1204.52        2500.00                 NaN            NaN            NaN  0.993985E-001            NaN            NaN   7.56463        5.31277       0.180859E-005            NaN   7.80751        45.0375        1.43687        32.7414     
  1202.99        2500.00                 NaN            NaN            NaN  0.581968                 NaN            NaN   10.8905       0.669777       0.125184E-003            NaN   7.72767        45.3485        1.50954        33.2720     
  1201.46        2500.00                 NaN            NaN            NaN  0.522147                 NaN            NaN   11.0486       0.672957       0.153097E-003            NaN   7.73706        45.3113        1.50177        33.2060     
  1199.94        2500.00                 NaN            NaN            NaN  0.458066                 NaN            NaN   11.2237       0.670837                 NaN            NaN   7.74727        45.2714        1.49341        33.1353     
  1198.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.97398        3.16068       0.413297E-003            NaN   7.81208        44.9906        1.43070        32.6316     
  1196.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.83645        5.33495       0.201416E-005            NaN   7.84595        44.9264        1.41868        32.6376     
  1195.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.03857        4.12172       0.209468E-005            NaN   7.84248        44.9398        1.42207        32.6354     
  1193.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8629        1.26027                 NaN            NaN   7.80711        45.0074        1.43386        32.6285     
  1192.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.4509       0.675619       0.236265E-004            NaN   7.82089        44.9908        1.43278        32.6289     
  1190.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0378       0.548632E-001  0.372978E-001  0.281250E-005   7.83915        44.9713        1.43057        32.6289     
  1189.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.790118        12.3088       0.186882E-001            NaN   7.83940        44.9852        1.43158        32.6262     
  1187.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.35293        4.80891                 NaN            NaN   7.85429        44.9283        1.42072        32.6348     
  1186.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.88411        7.29657                 NaN            NaN   7.86184        44.9036        1.41536        32.6385     
  1184.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.56971        9.63136                 NaN            NaN   7.87022        44.8765        1.40964        32.6426     
  1183.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.38335        9.82195                 NaN            NaN   7.87314        44.8698        1.40831        32.6434     
  1181.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.34697        9.86131                 NaN            NaN   7.87559        44.8648        1.40732        32.6440     
  1180.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.30921        9.90208                 NaN            NaN   7.87805        44.8598        1.40632        32.6446     
  1178.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.27019        9.94414                 NaN            NaN   7.88052        44.8547        1.40531        32.6451     
  1177.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.22978        9.98761                 NaN            NaN   7.88300        44.8496        1.40430        32.6457     
  1175.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.18779        10.0327                 NaN            NaN   7.88549        44.8444        1.40327        32.6463     
  1173.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.14435        10.0793                 NaN            NaN   7.88799        44.8392        1.40224        32.6469     
  1172.47        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.09905        10.1277                 NaN            NaN   7.89050        44.8340        1.40120        32.6475     
  1170.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.05248        10.1775                 NaN            NaN   7.89301        44.8287        1.40015        32.6481     
  1169.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.00423        10.2289                 NaN            NaN   7.89554        44.8234        1.39909        32.6488     
  1167.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.95428        10.2821                 NaN            NaN   7.89808        44.8181        1.39802        32.6494     
  1166.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.90296        10.3367                 NaN            NaN   7.90064        44.8127        1.39694        32.6500     
  1164.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.84987        10.3931                 NaN            NaN   7.90320        44.8073        1.39586        32.6507     
  1163.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.79500        10.4513                 NaN            NaN   7.90577        44.8019        1.39476        32.6513     
  1161.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.73849        10.5112                 NaN            NaN   7.90836        44.7964        1.39365        32.6519     
  1160.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.68028        10.5728                 NaN            NaN   7.91096        44.7908        1.39254        32.6526     
  1158.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.62044        10.6361                 NaN            NaN   7.91357        44.7852        1.39141        32.6533     
  1157.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.55887        10.7011                 NaN            NaN   7.91619        44.7796        1.39028        32.6539     
  1155.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.49579        10.7677                 NaN            NaN   7.91883        44.7740        1.38914        32.6546     
  1154.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.43103        10.8360                 NaN            NaN   7.92148        44.7682        1.38798        32.6553     
  1152.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.36467        10.9059                 NaN            NaN   7.92414        44.7625        1.38681        32.6560     
  1151.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.29663        10.9775                 NaN            NaN   7.92682        44.7567        1.38564        32.6567     
  1149.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.22739        11.0504                 NaN            NaN   7.92951        44.7509        1.38445        32.6574     
  1148.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.15666        11.1248                 NaN            NaN   7.93222        44.7450        1.38326        32.6581     
  1146.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.08442        11.2007                 NaN            NaN   7.93494        44.7391        1.38205        32.6588     
  1144.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.01101        11.2779                 NaN            NaN   7.93768        44.7331        1.38083        32.6595     
  1143.47        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.93631        11.3563                 NaN            NaN   7.94044        44.7271        1.37960        32.6602     
  1141.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.86046        11.4360                 NaN            NaN   7.94321        44.7210        1.37835        32.6610     
  1140.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.78349        11.5168                 NaN            NaN   7.94600        44.7149        1.37710        32.6617     
  1138.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.70540        11.5987                 NaN            NaN   7.94881        44.7088        1.37583        32.6624     
  1137.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.62630        11.6817                 NaN            NaN   7.95163        44.7026        1.37455        32.6632     
  1135.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.54632        11.7657                 NaN            NaN   7.95448        44.6963        1.37326        32.6639     
  1134.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.46550        11.8505                 NaN            NaN   7.95734        44.6900        1.37195        32.6647     
  1132.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.38400        11.9360                 NaN            NaN   7.96023        44.6837        1.37063        32.6655     
  1131.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.30184        12.0222                 NaN            NaN   7.96313        44.6773        1.36930        32.6663     
  1129.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.21907        12.1090                 NaN            NaN   7.96606        44.6709        1.36796        32.6670     
  1128.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.13602        12.1962                 NaN            NaN   7.96900        44.6644        1.36660        32.6678     
  1126.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.05243        12.2839                 NaN            NaN   7.97197        44.6578        1.36523        32.6686     
  1125.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.968883        12.3717                 NaN            NaN   7.97496        44.6512        1.36384        32.6694     
  1123.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.878161        12.4665                 NaN            NaN   7.97649        44.6455        1.36299        32.6704     
  1122.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.90821        6.38623       0.978940                 NaN   7.94369        44.7448        1.38123        32.6569     
  1120.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.87071        6.45944       0.946206                 NaN   7.94585        44.7401        1.38024        32.6575     
  1119.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.83308        6.53273       0.913510                 NaN   7.94799        44.7354        1.37926        32.6581     
  1117.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.430918       0.430655        12.5047                 NaN   7.99414        44.6110        1.35452        32.6741     
  1115.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.32815        11.0174       0.262731E-005            NaN   7.98290        44.6415        1.36021        32.6698     
  1114.47        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.23921        11.1106       0.259219E-005            NaN   7.98588        44.6348        1.35880        32.6706     
  1112.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.15084        11.2033       0.255740E-005            NaN   7.98888        44.6281        1.35738        32.6715     
  1111.42        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.06286        11.2956       0.252335E-005            NaN   7.99190        44.6214        1.35595        32.6723     
  1109.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.97560        11.3873       0.248988E-005            NaN   7.99494        44.6145        1.35451        32.6731     
  1108.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.88900        11.4783       0.245691E-005            NaN   7.99800        44.6077        1.35306        32.6740     
  1106.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4430                 NaN            NaN            NaN   8.04049        44.5090        1.32239        32.6852     
  1105.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.4450       0.979733                 NaN            NaN   8.03219        44.5235        1.33439        32.6852     
  1103.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4316                 NaN            NaN            NaN   8.03636        44.5134        1.33241        32.6862     
  1102.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.55133        11.8339       0.233358E-005            NaN   8.01042        44.5799        1.34714        32.6774     
  1100.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.46935        11.9204       0.230475E-005            NaN   8.01357        44.5728        1.34563        32.6782     
  1099.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.03852        10.3209       0.226638E-005            NaN   7.99552        44.6156        1.35604        32.6734     
  1097.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.00712        10.3559       0.222950E-005            NaN   7.99813        44.6101        1.35474        32.6740     
  1096.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.97722        10.3893       0.219309E-005            NaN   8.00075        44.6047        1.35344        32.6746     
  1094.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.94882        10.4213       0.215718E-005            NaN   8.00336        44.5992        1.35214        32.6753     
  1093.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.92196        10.4517       0.214427E-005            NaN   8.00597        44.5937        1.35084        32.6759     
  1091.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.89667        10.4805       0.210911E-005            NaN   8.00859        44.5882        1.34954        32.6765     
  1090.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.87292        10.5078       0.207457E-005            NaN   8.01120        44.5827        1.34823        32.6771     
  1088.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.85078        10.5335       0.204069E-005            NaN   8.01381        44.5772        1.34692        32.6778     
  1087.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4749                 NaN            NaN            NaN   8.06800        44.4456        1.31726        32.6943     
  1085.47        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4670                 NaN            NaN            NaN   8.06560        44.4555        1.31893        32.6930     
  1083.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4665                 NaN            NaN            NaN   8.06325        44.4564        1.32086        32.6930     
  1082.42        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4684                 NaN            NaN            NaN   8.06751        44.4502        1.31978        32.6941     
  1080.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4834                 NaN            NaN            NaN   8.07489        44.4311        1.31453        32.6960     
  1079.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4960                 NaN            NaN            NaN   8.08306        44.4127        1.31002        32.6983     
  1077.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4953                 NaN            NaN            NaN   8.08291        44.4132        1.31044        32.6982     
  1076.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4952                 NaN            NaN            NaN   8.08335        44.4127        1.31048        32.6983     
  1074.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4996                 NaN            NaN            NaN   8.08647        44.4059        1.30895        32.6991     
  1073.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5041                 NaN            NaN            NaN   8.08961        44.3990        1.30740        32.6999     
