|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.5/GRV/GRV_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1555.81        2500.00        96.5718                 NaN            NaN  0.134691E-001  0.633831        2.78094                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.31        2500.00        99.9291                 NaN            NaN  0.277073E-003  0.133670E-001  0.572889E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.82        2500.00        98.5853                 NaN            NaN  0.556628E-002  0.263042        1.14613                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.33        2500.00        98.3950                 NaN  0.694888E-001  0.595365E-002   1.39062       0.138980                 NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        2500.00        98.4042                 NaN  0.139548       0.560478E-002   1.43215       0.185007E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.34        2500.00        98.4316                 NaN  0.142593       0.543776E-002   1.42041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        2500.00        98.4599                 NaN  0.145056       0.524565E-002   1.38977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.35        2500.00        98.4832                 NaN  0.145237       0.510482E-002   1.36646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.4990                 NaN  0.129964       0.510607E-002   1.33807       0.278888E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.36        2500.00        98.2463                 NaN  0.186593       0.574170E-002   1.56136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        2500.00        98.8401                 NaN  0.107378       0.379826E-002   1.04869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.37        2500.00        98.5587                 NaN  0.105983       0.487712E-002   1.21537       0.115024                 NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        2500.00        98.5919                 NaN  0.132222       0.449694E-002   1.27136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.39        2500.00        98.6103                 NaN  0.128830       0.439143E-002   1.25644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.89        2500.00        98.6329                 NaN  0.131427       0.424147E-002   1.23139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.40        2500.00        98.6472                 NaN  0.121002       0.419652E-002  0.104926E-001   1.21715                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.90        2500.00        98.6648                 NaN  0.120504       0.407064E-002   1.20787       0.274674E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1530.41        2500.00        98.4248                 NaN  0.164049       0.459036E-002   1.40656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        2500.00        98.9807                 NaN  0.980422E-001  0.298327E-002  0.918307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.42        2500.00        98.7215                 NaN  0.117858       0.372074E-002   1.15680       0.123593E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        2500.00        98.7395                 NaN  0.118558       0.359383E-002   1.13839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.43        2500.00        98.7546                 NaN  0.115217       0.349864E-002  0.418384E-002   1.12253                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.94        2500.00        99.4584                 NaN  0.489358E-001  0.160074E-002  0.550091E-003  0.490492                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.44        2500.00        98.0792                 NaN  0.160394       0.538391E-002  0.864764E-001   1.66851                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.95        2500.00        98.8016                 NaN  0.100095       0.327332E-002  0.521048E-001   1.04289                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.46        2500.00        98.5388                 NaN  0.120599       0.392767E-002  0.705626E-001   1.26608                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.96        2500.00        99.0974                 NaN  0.739084E-001  0.238927E-002  0.454962E-001  0.780844                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.47        2500.00        98.4429                 NaN  0.137105       0.614821E-002   1.28840       0.125442                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.97        2500.00        99.2481                 NaN  0.485734E-001            NaN  0.703314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.48        2500.00        98.8656                 NaN  0.901758E-001  0.275418E-002  0.970602       0.708424E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1510.99        2500.00        98.8779                 NaN  0.879987E-001  0.277332E-002  0.954091       0.772595E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1509.49        2500.00        98.8911                 NaN  0.860413E-001  0.268561E-002  0.801352E-001  0.940038                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.00        2500.00        98.9025                 NaN  0.835630E-001  0.261417E-002  0.927964       0.833350E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1506.50        2500.00        98.5560                 NaN  0.108365       0.340884E-002   1.21728       0.114979                 NaN            NaN            NaN            NaN            NaN            NaN
  1505.01        2500.00        99.2829                 NaN  0.558994E-001  0.163194E-002  0.603179       0.564266E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1503.52        2500.00        98.9381                 NaN  0.787094E-001  0.238084E-002  0.936793E-001  0.887149                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.02        2500.00        98.1507                 NaN  0.134452       0.412149E-002  0.111191        1.59956                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.53        2500.00        99.7695                 NaN  0.100542E-001  0.530305E-003  0.370753E-001  0.182826                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.03        2500.00        98.9719                 NaN  0.814609E-001  0.213781E-002  0.857655       0.868854E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1497.54        2500.00        98.9810                 NaN  0.720127E-001  0.209204E-002  0.104789       0.840093                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.04        2500.00        98.9911                 NaN  0.703215E-001  0.202829E-002  0.828040       0.108494                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.55        2500.00        99.0014                 NaN  0.687664E-001  0.195574E-002  0.817574       0.110334                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00        99.0095                 NaN  0.618948E-001  0.191458E-002  0.802735       0.123975                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.56        2500.00        99.0217                 NaN  0.711219E-001  0.180939E-002  0.103815       0.801563                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.07        2500.00        99.0297                 NaN  0.642602E-001  0.176468E-002  0.787459       0.116854                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.57        2500.00        99.0413                 NaN  0.801854E-001  0.163258E-002  0.794647       0.822499E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1487.08        2500.00        99.0444                 NaN  0.437992E-001  0.169580E-002  0.156428       0.753632                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.59        2500.00        99.0566                 NaN  0.599316E-001  0.158344E-002  0.758349       0.123566                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.09        2500.00        99.0652                 NaN  0.586588E-001  0.152446E-002  0.749378       0.125287                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.60        2500.00        99.0725                 NaN  0.573005E-001  0.146818E-002  0.127066       0.741618                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.10        2500.00        99.0815                 NaN  0.573316E-001  0.139330E-002  0.126094       0.733684                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.61        2500.00        99.0886                 NaN  0.532435E-001  0.136007E-002  0.133770       0.723066                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.12        2500.00        99.0970                 NaN  0.534589E-001  0.130231E-002  0.132154       0.716111                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.62        2500.00        99.1027                 NaN  0.523950E-001  0.120179E-002  0.710034       0.133699                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.13        2500.00        99.1133                 NaN  0.508362E-001  0.119444E-002  0.699134       0.135544                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.63        2500.00        99.1187                 NaN  0.495806E-001  0.114833E-002  0.137467       0.693093                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.14        2500.00        99.1262                 NaN  0.488083E-001  0.109325E-002  0.137340       0.686583                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.64        2500.00        99.1325                 NaN  0.474499E-001  0.104417E-002  0.680027       0.138975                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.15        2500.00        99.1388                 NaN  0.461126E-001  0.996578E-003  0.673620       0.140435                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.66        2500.00        99.1477                 NaN  0.453261E-001  0.947622E-003  0.665078       0.140966                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.16        2500.00        99.1531                 NaN  0.441360E-001  0.903872E-003  0.658981       0.142919                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.67        2500.00        99.1567                 NaN  0.428212E-001  0.853500E-003  0.655952       0.143658                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.17        2500.00        99.1686                 NaN  0.421483E-001  0.815630E-003  0.144480       0.643971                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.68        2500.00        99.1712                 NaN  0.410524E-001  0.769781E-003  0.641015       0.145989                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.19        2500.00        99.1773                 NaN  0.398862E-001  0.729993E-003  0.147384       0.634690                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.69        2500.00        99.1830                 NaN  0.389437E-001  0.685478E-003  0.629608       0.147730                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.20        2500.00        99.2207                 NaN  0.356594E-001  0.617346E-003  0.600277       0.142739                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.70        2500.00        99.1618                 NaN  0.392806E-001  0.631219E-003  0.643367       0.154964                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.21        2500.00        99.1997                 NaN  0.360919E-001  0.566782E-003  0.613311       0.150313                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.72        2500.00        99.2049                 NaN  0.351280E-001  0.529237E-003  0.607797       0.151621                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.22        2500.00        99.2096                 NaN  0.342174E-001  0.490836E-003  0.603707       0.152034                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.73        2500.00        99.2139                 NaN  0.327627E-001  0.459037E-003  0.598967       0.153879                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.23        2500.00        99.2209                 NaN  0.330397E-001  0.419320E-003  0.152231       0.593392                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.74        2500.00        99.2245                 NaN  0.315567E-001  0.384697E-003  0.589642       0.153903                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.24        2500.00        99.2287                 NaN  0.306837E-001  0.352908E-003  0.585410       0.154844                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.75        2500.00        99.2335                 NaN  0.298021E-001  0.315233E-003  0.581634       0.154766                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.26        2500.00        99.2368                 NaN  0.290042E-001  0.284170E-003  0.578653       0.155271                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.76        2500.00        99.2425                 NaN  0.282643E-001  0.254825E-003  0.573299       0.155673                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.27        2500.00        99.2421                 NaN  0.270021E-001  0.221399E-003  0.572777       0.157903                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.77        2500.00        99.2519                 NaN  0.266060E-001  0.193320E-003  0.156992       0.564284                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.28        2500.00        99.2519                 NaN  0.253028E-001  0.161239E-003  0.565681       0.156941                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.79        2500.00        99.2596                 NaN  0.250972E-001  0.135972E-003  0.558077       0.157082                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.29        2500.00        99.2613                 NaN  0.239823E-001  0.109658E-003  0.556631       0.157977                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.80        2500.00        99.2643                 NaN  0.233273E-001  0.831529E-004  0.158099       0.554205                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.30        2500.00        99.2676                 NaN  0.222882E-001  0.542132E-004  0.551202       0.158892                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.81        2500.00        99.2716                 NaN  0.216999E-001  0.329628E-004  0.159024       0.547649                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.32        2500.00        99.2743                 NaN  0.208476E-001  0.807889E-005  0.546108       0.158771                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.82        2500.00        99.2783                 NaN  0.191720E-001  0.119116E-002  0.165055       0.536319                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.33        2500.00        98.1618                 NaN  0.260240                 NaN  0.724196       0.224447                 NaN            NaN  0.629348                 NaN            NaN            NaN
  1422.83        2500.00        98.0646                 NaN  0.286947                 NaN  0.738083       0.218294                 NaN            NaN  0.692088                 NaN            NaN            NaN
  1421.34        2500.00        98.0946                 NaN  0.285901                 NaN  0.203511       0.734162                 NaN            NaN  0.681788                 NaN            NaN            NaN
  1419.84        2500.00        98.1243                 NaN  0.285340                 NaN  0.730544       0.188063                 NaN            NaN  0.671739                 NaN            NaN            NaN
  1418.35        2500.00        98.1539                 NaN  0.284246                 NaN  0.725994       0.174103                 NaN            NaN  0.661722                 NaN            NaN            NaN
  1416.86        2500.00        98.1806                 NaN  0.281790                 NaN  0.718846       0.166136                 NaN            NaN  0.652668                 NaN            NaN            NaN
  1415.36        2500.00        98.2152                 NaN  0.283900                 NaN  0.717564       0.142395                 NaN            NaN  0.640957                 NaN            NaN            NaN
  1413.87        2500.00        99.3604                 NaN  0.942904E-001  0.182917E-002  0.111264       0.196740                 NaN            NaN  0.235486                 NaN            NaN            NaN
  1412.37        2500.00        97.1083                 NaN  0.465102                 NaN   1.24511       0.152781                 NaN            NaN   1.02871                 NaN            NaN            NaN
  1410.88        2500.00        98.2884                 NaN  0.279345                 NaN  0.103893       0.712971                 NaN            NaN  0.615428                 NaN            NaN            NaN
  1409.39        2500.00        98.3196                 NaN  0.277429                 NaN  0.705739       0.927063E-001            NaN            NaN  0.604484                 NaN            NaN            NaN
  1407.89        2500.00        98.3414                 NaN  0.277491                 NaN  0.706513       0.768418E-001            NaN            NaN  0.597785                 NaN            NaN            NaN
  1406.40        2500.00        98.3685                 NaN  0.275396                 NaN  0.701973       0.664355E-001            NaN            NaN  0.587652                 NaN            NaN            NaN
  1404.90        2500.00        98.3923                 NaN  0.273801                 NaN  0.554407E-001  0.699224                 NaN            NaN  0.579245                 NaN            NaN            NaN
  1403.41        2500.00        98.4135                 NaN  0.272986                 NaN  0.425348E-001  0.698978                 NaN            NaN  0.571972                 NaN            NaN            NaN
  1401.92        2500.00        98.4339                 NaN  0.271931                 NaN  0.698334       0.311629E-001            NaN            NaN  0.564668                 NaN            NaN            NaN
  1400.42        2500.00        98.4610                 NaN  0.250502                 NaN  0.675707       0.618781E-001            NaN            NaN  0.550934                 NaN            NaN            NaN
  1398.93        2500.00        98.4650                 NaN  0.274093                 NaN  0.222584E-001  0.683197                 NaN            NaN  0.555401                 NaN            NaN            NaN
  1397.43        2500.00        98.4969                 NaN  0.261487                 NaN  0.683365       0.175520E-001            NaN            NaN  0.540745                 NaN            NaN            NaN
  1395.94        2500.00        98.5035                 NaN  0.249341                 NaN  0.941114E-001  0.615399                 NaN            NaN  0.537668                 NaN            NaN            NaN
  1394.45        2500.00        98.5489                 NaN  0.252352                 NaN  0.678401                 NaN            NaN            NaN  0.520391                 NaN            NaN            NaN
  1392.95        2500.00        98.5587                 NaN  0.255806                 NaN  0.666822                 NaN            NaN            NaN  0.518692                 NaN            NaN            NaN
  1391.46        2500.00        98.5765                 NaN  0.257249                 NaN  0.653162                 NaN            NaN            NaN  0.513047                 NaN            NaN            NaN
  1389.96        2500.00        98.5897                 NaN  0.259936                 NaN  0.641015                 NaN            NaN            NaN  0.509312                 NaN            NaN            NaN
  1388.47        2500.00        98.6184                 NaN  0.240352                 NaN  0.646675                 NaN            NaN            NaN  0.494553                 NaN            NaN            NaN
  1386.97        2500.00        98.6235                 NaN  0.237309                 NaN  0.646571                 NaN            NaN            NaN  0.492577                 NaN            NaN            NaN
  1385.48        2500.00        98.6490                 NaN  0.244995                 NaN  0.621094                 NaN            NaN            NaN  0.484898                 NaN            NaN            NaN
  1383.99        2500.00        98.6305                 NaN  0.171350                 NaN  0.249230       0.472653                 NaN            NaN  0.476229                 NaN            NaN            NaN
  1382.49        2500.00        98.6810                 NaN  0.235009                 NaN  0.613056                 NaN            NaN            NaN  0.470934                 NaN            NaN            NaN
  1381.00        2500.00        98.0427                 NaN  0.319934                 NaN  0.821713       0.121061                 NaN            NaN  0.694590                 NaN            NaN            NaN
  1379.50        2500.00        99.3495                 NaN  0.133767                 NaN  0.282254                 NaN            NaN            NaN  0.234435                 NaN            NaN            NaN
  1378.01        2500.00        98.7454                 NaN  0.208605                 NaN  0.602525                 NaN            NaN            NaN  0.443430                 NaN            NaN            NaN
  1376.52        2500.00        98.6049                 NaN  0.259656                 NaN  0.639990                 NaN            NaN            NaN  0.495415                 NaN            NaN            NaN
  1375.02        2500.00        98.8904                 NaN  0.204232                 NaN  0.504892                 NaN            NaN            NaN  0.400513                 NaN            NaN            NaN
  1373.53        2500.00        98.7692                 NaN  0.215760                 NaN  0.577577                 NaN            NaN            NaN  0.437506                 NaN            NaN            NaN
  1372.03        2500.00        98.7858                 NaN  0.214421                 NaN  0.569579                 NaN            NaN            NaN  0.430215                 NaN            NaN            NaN
  1370.54        2500.00        98.7987                 NaN  0.214307                 NaN  0.560695                 NaN            NaN            NaN  0.426347                 NaN            NaN            NaN
  1369.05        2500.00        98.8123                 NaN  0.211391                 NaN  0.555311                 NaN            NaN            NaN  0.420971                 NaN            NaN            NaN
  1367.55        2500.00        98.8205                 NaN  0.211729                 NaN  0.549106                 NaN            NaN            NaN  0.418649                 NaN            NaN            NaN
  1366.06        2500.00        98.8453                 NaN  0.203067                 NaN  0.544360                 NaN            NaN            NaN  0.407275                 NaN            NaN            NaN
  1364.56        2500.00        98.8513                 NaN  0.204696                 NaN  0.537940                 NaN            NaN            NaN  0.406054                 NaN            NaN            NaN
  1363.07        2500.00        98.8664                 NaN  0.200562                 NaN  0.533516                 NaN            NaN            NaN  0.399482                 NaN            NaN            NaN
  1361.57        2500.00        98.8759                 NaN  0.197077                 NaN  0.531661                 NaN            NaN            NaN  0.395336                 NaN            NaN            NaN
  1360.08        2500.00        98.8889                 NaN  0.194775                 NaN  0.525917                 NaN            NaN            NaN  0.390381                 NaN            NaN            NaN
  1358.59        2500.00        98.9003                 NaN  0.191837                 NaN  0.522067                 NaN            NaN            NaN  0.385757                 NaN            NaN            NaN
  1357.09        2500.00        98.9114                 NaN  0.186385                 NaN  0.521864                 NaN            NaN            NaN  0.380343                 NaN            NaN            NaN
  1355.60        2500.00        98.9223                 NaN  0.187166                 NaN  0.513740                 NaN            NaN            NaN  0.376781                 NaN            NaN            NaN
  1354.10        2500.00        98.9330                 NaN  0.182388                 NaN  0.512768                 NaN            NaN            NaN  0.371868                 NaN            NaN            NaN
  1352.61        2500.00        98.9451                 NaN  0.179873                 NaN  0.507901                 NaN            NaN            NaN  0.367131                 NaN            NaN            NaN
  1351.12        2500.00        98.9548                 NaN  0.176959                 NaN  0.505143                 NaN            NaN            NaN  0.363069                 NaN            NaN            NaN
  1349.62        2500.00        98.9654                 NaN  0.174748                 NaN  0.501060                 NaN            NaN            NaN  0.358815                 NaN            NaN            NaN
  1348.13        2500.00        98.9771                 NaN  0.174244                 NaN  0.494186                 NaN            NaN            NaN  0.354474                 NaN            NaN            NaN
  1346.63        2500.00        98.9870                 NaN  0.169640                 NaN  0.493143                 NaN            NaN            NaN  0.350175                 NaN            NaN            NaN
  1345.14        2500.00        98.9941                 NaN  0.164534                 NaN  0.494697                 NaN            NaN            NaN  0.346693                 NaN            NaN            NaN
  1343.65        2500.00        99.0064                 NaN  0.162253                 NaN  0.489836                 NaN            NaN            NaN  0.341487                 NaN            NaN            NaN
  1342.15        2500.00        99.0137                 NaN  0.160830                 NaN  0.486382                 NaN            NaN            NaN  0.339045                 NaN            NaN            NaN
  1340.66        2500.00        99.0252                 NaN  0.157826                 NaN  0.483166                 NaN            NaN            NaN  0.333846                 NaN            NaN            NaN
  1339.16        2500.00        99.0325                 NaN  0.153810                 NaN  0.483032                 NaN            NaN            NaN  0.330617                 NaN            NaN            NaN
  1337.67        2500.00        99.0424                 NaN  0.149777                 NaN  0.481246                 NaN            NaN            NaN  0.326553                 NaN            NaN            NaN
  1336.17        2500.00        99.0501                 NaN  0.148588                 NaN  0.478110                 NaN            NaN            NaN  0.323211                 NaN            NaN            NaN
  1334.68        2500.00        99.0591                 NaN  0.148304                 NaN  0.471826                 NaN            NaN            NaN  0.320755                 NaN            NaN            NaN
  1333.19        2500.00        98.9669                 NaN  0.131752                 NaN  0.517171                 NaN            NaN            NaN  0.343488       0.406543E-001            NaN            NaN
  1331.69        2500.00        98.9776                 NaN  0.131611                 NaN  0.509160                 NaN            NaN            NaN  0.340719       0.409385E-001            NaN            NaN
  1330.20        2500.00        98.9905                 NaN  0.129232                 NaN  0.504248                 NaN            NaN            NaN  0.335914       0.400596E-001            NaN            NaN
  1328.70        2500.00        99.0073                 NaN  0.131862                 NaN  0.489988                 NaN            NaN            NaN  0.331445       0.394386E-001            NaN            NaN
  1327.21        2500.00        99.0181                 NaN  0.125026                 NaN  0.492519                 NaN            NaN            NaN  0.326091       0.383111E-001            NaN            NaN
  1325.72        2500.00        99.0319                 NaN  0.124758                 NaN  0.483730                 NaN            NaN            NaN  0.322013       0.375695E-001            NaN            NaN
  1324.22        2500.00        99.0431                 NaN  0.122929                 NaN  0.479303                 NaN            NaN            NaN  0.317948       0.367583E-001            NaN            NaN
  1322.73        2500.00        99.0564                 NaN  0.120337                 NaN  0.474025                 NaN            NaN            NaN  0.313320       0.359336E-001            NaN            NaN
  1321.23        2500.00        99.0692                 NaN  0.118035                 NaN  0.468845                 NaN            NaN            NaN  0.308787       0.351239E-001            NaN            NaN
  1319.74        2500.00        99.0820                 NaN  0.117646                 NaN  0.461170                 NaN            NaN            NaN  0.304725       0.345011E-001            NaN            NaN
  1318.25        2500.00        99.0927                 NaN  0.115059                 NaN  0.457864                 NaN            NaN            NaN  0.300733       0.335966E-001            NaN            NaN
  1316.75        2500.00        99.1051                 NaN  0.112887                 NaN  0.452853                 NaN            NaN            NaN  0.296259       0.328691E-001            NaN            NaN
  1315.26        2500.00        99.1161                 NaN  0.109605                 NaN  0.449966                 NaN            NaN            NaN  0.292307       0.320454E-001            NaN            NaN
  1313.76        2500.00        99.1258                 NaN  0.107855                 NaN  0.445612                 NaN            NaN            NaN  0.289230       0.314679E-001            NaN            NaN
  1312.27        2500.00        99.1383                 NaN  0.105624                 NaN  0.441278                 NaN            NaN            NaN  0.284316       0.305290E-001            NaN            NaN
  1310.77        2500.00        99.1503                 NaN  0.102776                 NaN  0.436862                 NaN            NaN            NaN  0.280202       0.298247E-001            NaN            NaN
  1309.28        2500.00        99.1595                 NaN  0.100393                 NaN  0.433900                 NaN            NaN            NaN  0.277011       0.291628E-001            NaN            NaN
  1307.79        2500.00        99.1697                 NaN  0.982076E-001            NaN  0.430334                 NaN            NaN            NaN  0.273258       0.284695E-001            NaN            NaN
  1306.29        2500.00        99.1796                 NaN  0.958221E-001            NaN  0.427025                 NaN            NaN            NaN  0.269756       0.277718E-001            NaN            NaN
  1304.80        2500.00        99.1901                 NaN  0.953126E-001            NaN  0.419783                 NaN            NaN            NaN  0.267418       0.273796E-001            NaN            NaN
