|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/ALH/ALH_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             ilm            San(TH)        q             
  1472.94        500.000        99.4638                 NaN            NaN  0.536242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.63        500.000        99.4587                 NaN            NaN  0.541327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.31        500.000        99.4567                 NaN            NaN  0.543254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.99        500.000        99.4537                 NaN            NaN  0.546265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.67        500.000        99.2778                 NaN            NaN  0.283608       0.438552                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.36        500.000        99.1311                 NaN            NaN  0.532792       0.336144                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.04        500.000        99.1345                 NaN            NaN  0.530727       0.334760                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.72        500.000        99.1493                 NaN            NaN  0.329139       0.521552                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.41        500.000        99.1547                 NaN            NaN  0.326916       0.518397                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.09        500.000        99.1634                 NaN            NaN  0.512978       0.323643                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.77        500.000        99.1689                 NaN            NaN  0.509794       0.321328                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.45        500.000        99.1764                 NaN            NaN  0.317970       0.505613                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.14        500.000        99.1845                 NaN            NaN  0.314522       0.500976                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.82        500.000        99.1911                 NaN            NaN  0.497089       0.311830                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.50        500.000        99.1961                 NaN            NaN  0.493805       0.310090                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.18        500.000        99.2058                 NaN            NaN  0.306262       0.487955                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.87        500.000        99.2137                 NaN            NaN  0.482066       0.304223                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.55        500.000        99.2197                 NaN            NaN  0.301374       0.478949                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.23        500.000        99.2250                 NaN            NaN  0.298866       0.476133                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.91        500.000        99.2334       0.351597E-005            NaN  0.470589       0.295980                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.60        500.000        99.2391       0.390185E-005            NaN  0.467160       0.293692                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.28        500.000        99.2452                 NaN            NaN  0.291018       0.463826                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.96        500.000        99.2514                 NaN            NaN  0.457487       0.290163                 NaN  0.990685E-003            NaN            NaN            NaN            NaN
  1442.64        500.000        99.2574                 NaN            NaN  0.286583       0.455932                 NaN  0.503774E-004            NaN            NaN            NaN            NaN
  1441.33        500.000        99.2645                 NaN            NaN  0.452089       0.283422                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.01        500.000        99.2704                 NaN            NaN  0.282866       0.445622                 NaN  0.109935E-002            NaN            NaN            NaN            NaN
  1438.69        500.000        99.2756                 NaN            NaN  0.442529       0.280709                 NaN  0.118787E-002            NaN            NaN            NaN            NaN
  1437.37        500.000        99.2833                 NaN            NaN  0.437707       0.277873                 NaN  0.114368E-002            NaN            NaN            NaN            NaN
  1436.06        500.000        99.2882                 NaN            NaN  0.435026       0.275707                 NaN  0.110055E-002            NaN            NaN            NaN            NaN
  1434.74        500.000        99.2942                 NaN            NaN  0.431444       0.273335                 NaN  0.105980E-002            NaN            NaN            NaN            NaN
  1433.42        500.000        99.2973                 NaN            NaN  0.271925       0.429722                 NaN  0.102348E-002            NaN            NaN            NaN            NaN
  1432.11        500.000        99.3080                 NaN            NaN  0.423188       0.267881                 NaN  0.977905E-003            NaN            NaN            NaN            NaN
  1430.79        500.000        99.2166                 NaN            NaN  0.302856       0.479438                 NaN  0.107603E-002            NaN            NaN            NaN            NaN
  1429.47        500.000        99.4114                 NaN            NaN  0.360155       0.227687                 NaN  0.779094E-003            NaN            NaN            NaN            NaN
  1428.15        500.000        99.3220                 NaN            NaN  0.415213       0.261927                 NaN  0.865105E-003            NaN            NaN            NaN            NaN
  1426.84        500.000        99.3275                 NaN            NaN  0.259662       0.412041                 NaN  0.829199E-003            NaN            NaN            NaN            NaN
  1425.52        500.000        99.3328                 NaN            NaN  0.257510       0.408920                 NaN  0.791866E-003            NaN            NaN            NaN            NaN
  1424.20        500.000        99.4849                 NaN            NaN  0.316036       0.198452                 NaN  0.594976E-003            NaN            NaN            NaN            NaN
  1422.88        500.000        99.1922                 NaN            NaN  0.311412       0.495544                 NaN  0.890126E-003            NaN            NaN            NaN            NaN
  1421.57        500.000        99.3496                 NaN            NaN  0.250684       0.398995                 NaN  0.693842E-003            NaN            NaN            NaN            NaN
  1420.25        500.000        99.3527                 NaN            NaN  0.248974       0.397660                 NaN  0.661592E-003            NaN            NaN            NaN            NaN
  1418.93        500.000        99.3577                 NaN            NaN  0.247251       0.394408                 NaN  0.622430E-003            NaN            NaN            NaN            NaN
  1417.61        500.000        99.3617                 NaN            NaN  0.392471       0.245239                 NaN  0.593621E-003            NaN            NaN            NaN            NaN
  1416.30        500.000        99.3676                 NaN            NaN  0.243131       0.388688                 NaN  0.564060E-003            NaN            NaN            NaN            NaN
  1414.98        500.000        99.3712                 NaN            NaN  0.241396       0.386851                 NaN  0.533269E-003            NaN            NaN            NaN            NaN
  1413.66        500.000        99.3767                 NaN            NaN  0.239317       0.383468                 NaN  0.498412E-003            NaN            NaN            NaN            NaN
  1412.34        500.000        99.1097                 NaN            NaN  0.343033       0.414409                 NaN  0.171738E-003  0.132696                 NaN            NaN            NaN
  1411.03        500.000        98.3901                 NaN            NaN  0.625389       0.483240                 NaN            NaN  0.501260                 NaN            NaN            NaN
  1409.71        500.000        98.4010                 NaN            NaN  0.480799       0.619990                 NaN            NaN  0.498239                 NaN            NaN            NaN
  1408.39        500.000        98.4290                 NaN            NaN  0.608884       0.472508                 NaN            NaN  0.489618                 NaN            NaN            NaN
  1407.07        500.000        98.4549                 NaN            NaN  0.464310       0.599083                 NaN            NaN  0.481677                 NaN            NaN            NaN
  1405.76        500.000        98.4783                 NaN            NaN  0.589636       0.457611                 NaN            NaN  0.474477                 NaN            NaN            NaN
  1404.44        500.000        98.5027                 NaN            NaN  0.580117       0.450423                 NaN            NaN  0.466792                 NaN            NaN            NaN
  1403.12        500.000        98.5256                 NaN            NaN  0.571196       0.443572                 NaN            NaN  0.459673                 NaN            NaN            NaN
  1401.81        500.000        98.5469                 NaN            NaN  0.562548       0.437287                 NaN            NaN  0.453224                 NaN            NaN            NaN
  1400.49        500.000        98.5710                 NaN            NaN  0.430123       0.553311                 NaN            NaN  0.445607                 NaN            NaN            NaN
  1399.17        500.000        98.5881                 NaN            NaN  0.547409       0.423719                 NaN            NaN  0.440813                 NaN            NaN            NaN
  1397.85        500.000        98.6182                 NaN            NaN  0.535341       0.415916                 NaN            NaN  0.430553                 NaN            NaN            NaN
  1396.54        500.000        98.6325                 NaN            NaN  0.529559       0.411563                 NaN            NaN  0.426424                 NaN            NaN            NaN
  1395.22        500.000        98.6528                 NaN            NaN  0.521692       0.405582                 NaN            NaN  0.419951                 NaN            NaN            NaN
  1393.90        500.000        98.6718                 NaN            NaN  0.399654       0.514497                 NaN            NaN  0.414088                 NaN            NaN            NaN
  1392.58        500.000        98.6907                 NaN            NaN  0.507166       0.394064                 NaN            NaN  0.408067                 NaN            NaN            NaN
  1391.27        500.000        98.7076                 NaN            NaN  0.500650       0.388956                 NaN            NaN  0.402814                 NaN            NaN            NaN
  1389.95        500.000        98.7268                 NaN            NaN  0.493061       0.383283                 NaN            NaN  0.396848                 NaN            NaN            NaN
  1388.63        500.000        98.7437                 NaN            NaN  0.378208       0.486831                 NaN            NaN  0.391297                 NaN            NaN            NaN
  1387.31        500.000        98.7606                 NaN            NaN  0.480309       0.373042                 NaN            NaN  0.386032                 NaN            NaN            NaN
  1386.00        500.000        98.7763                 NaN            NaN  0.367979       0.474695                 NaN            NaN  0.380982                 NaN            NaN            NaN
  1384.68        500.000        98.7936                 NaN            NaN  0.468018       0.362574                 NaN            NaN  0.375791                 NaN            NaN            NaN
  1383.36        500.000        98.8097                 NaN            NaN  0.357684       0.462060                 NaN            NaN  0.370553                 NaN            NaN            NaN
  1382.04        500.000        98.8244                 NaN            NaN  0.353228       0.456466                 NaN            NaN  0.365870                 NaN            NaN            NaN
  1380.73        500.000        98.8387                 NaN            NaN  0.348974       0.451054                 NaN            NaN  0.361319                 NaN            NaN            NaN
  1379.41        500.000        98.8546                 NaN            NaN  0.343808       0.445298                 NaN            NaN  0.356284                 NaN            NaN            NaN
  1378.09        500.000        98.8684                 NaN            NaN  0.440125       0.339607                 NaN            NaN  0.351837                 NaN            NaN            NaN
  1376.77        500.000        98.8823                 NaN            NaN  0.435026       0.335194                 NaN            NaN  0.347447                 NaN            NaN            NaN
  1375.46        500.000        98.8959                 NaN            NaN  0.430131       0.330641                 NaN            NaN  0.343290                 NaN            NaN            NaN
  1374.14        500.000        98.9015                 NaN            NaN  0.428607       0.328491                 NaN            NaN  0.341404                 NaN            NaN            NaN
  1372.82        500.000        98.9324                 NaN            NaN  0.319728       0.416864                 NaN            NaN  0.331056                 NaN            NaN            NaN
  1371.50        500.000        98.9355                 NaN            NaN  0.318628       0.415452                 NaN            NaN  0.330419                 NaN            NaN            NaN
  1370.19        500.000        98.9477                 NaN            NaN  0.410805       0.314818                 NaN            NaN  0.326706                 NaN            NaN            NaN
  1368.87        500.000        98.9599                 NaN            NaN  0.310696       0.406741                 NaN            NaN  0.322654                 NaN            NaN            NaN
  1367.55        500.000        98.9719                 NaN            NaN  0.307042       0.402202                 NaN            NaN  0.318844                 NaN            NaN            NaN
  1366.24        500.000        98.9831                 NaN            NaN  0.303402       0.398325                 NaN            NaN  0.315137                 NaN            NaN            NaN
  1364.92        500.000        98.9944                 NaN            NaN  0.394365       0.299660                 NaN            NaN  0.311559                 NaN            NaN            NaN
  1363.60        500.000        99.0050                 NaN            NaN  0.296285       0.390582                 NaN            NaN  0.308110                 NaN            NaN            NaN
  1362.28        500.000        99.0169                 NaN            NaN  0.292522       0.386099                 NaN            NaN  0.304463                 NaN            NaN            NaN
  1360.97        500.000        99.0279                 NaN            NaN  0.288834       0.382493                 NaN            NaN  0.300741                 NaN            NaN            NaN
  1359.65        500.000        99.0377                 NaN            NaN  0.378821       0.285762                 NaN            NaN  0.297698                 NaN            NaN            NaN
  1358.33        500.000        99.0451                 NaN            NaN  0.283317       0.376297                 NaN            NaN  0.295333                 NaN            NaN            NaN
  1357.01        500.000        99.0592                 NaN            NaN  0.371196       0.279063                 NaN            NaN  0.290543                 NaN            NaN            NaN
  1355.70        500.000        99.0684                 NaN            NaN  0.368506       0.275296                 NaN            NaN  0.287777                 NaN            NaN            NaN
  1354.38        500.000        99.0776                 NaN            NaN  0.365245       0.272371                 NaN            NaN  0.284735                 NaN            NaN            NaN
  1353.06        500.000        99.0866                 NaN            NaN  0.362149       0.269540                 NaN            NaN  0.281760                 NaN            NaN            NaN
  1351.74        500.000        99.0957                 NaN            NaN  0.359231       0.266176                 NaN            NaN  0.278868                 NaN            NaN            NaN
  1350.43        500.000        99.1048                 NaN            NaN  0.263299       0.355719                 NaN            NaN  0.276136                 NaN            NaN            NaN
  1349.11        500.000        99.1151                 NaN            NaN  0.260205       0.352288                 NaN            NaN  0.272431                 NaN            NaN            NaN
  1347.79        500.000        98.9107                 NaN            NaN  0.434990       0.317814                 NaN            NaN  0.336486                 NaN            NaN            NaN
  1346.47        500.000        99.3478                 NaN            NaN  0.261948       0.190882                 NaN            NaN  0.199333                 NaN            NaN            NaN
  1345.16        500.000        99.1383                 NaN            NaN  0.251903       0.344871                 NaN            NaN  0.264974                 NaN            NaN            NaN
  1343.84        500.000        99.1465                 NaN            NaN  0.249184       0.341986                 NaN            NaN  0.262299                 NaN            NaN            NaN
  1342.52        500.000        99.1541                 NaN            NaN  0.246550       0.339498                 NaN            NaN  0.259814                 NaN            NaN            NaN
  1341.20        500.000        99.1624                 NaN            NaN  0.243961       0.336463                 NaN            NaN  0.257143                 NaN            NaN            NaN
  1339.89        500.000        99.1695                 NaN            NaN  0.241251       0.334446                 NaN            NaN  0.254822                 NaN            NaN            NaN
  1338.57        500.000        99.1767                 NaN            NaN  0.238359       0.332521                 NaN            NaN  0.252410                 NaN            NaN            NaN
  1337.25        500.000        99.1838                 NaN            NaN  0.236051       0.329965                 NaN            NaN  0.250141                 NaN            NaN            NaN
  1335.94        500.000        99.1913                 NaN            NaN  0.327646       0.233433                 NaN            NaN  0.247597                 NaN            NaN            NaN
  1334.62        500.000        99.1982                 NaN            NaN  0.231317       0.325107                 NaN            NaN  0.245405                 NaN            NaN            NaN
  1333.30        500.000        99.2052                 NaN            NaN  0.228517       0.323207                 NaN            NaN  0.243102                 NaN            NaN            NaN
  1331.98        500.000        99.2105                 NaN            NaN  0.322082       0.226109                 NaN            NaN  0.241356                 NaN            NaN            NaN
  1330.67        500.000        99.2187                 NaN            NaN  0.319334       0.223286                 NaN            NaN  0.238681                 NaN            NaN            NaN
  1329.35        500.000        99.2244                 NaN            NaN  0.221581       0.317236                 NaN            NaN  0.236817                 NaN            NaN            NaN
  1328.03        500.000        99.2306       0.809563E-006            NaN  0.315492       0.219052                 NaN            NaN  0.234847                 NaN            NaN            NaN
  1326.71        500.000        99.2366       0.128231E-005            NaN  0.216572       0.314028                 NaN            NaN  0.232758                 NaN            NaN            NaN
  1325.40        500.000        99.2425                 NaN            NaN  0.214436       0.312154                 NaN            NaN  0.230880                 NaN            NaN            NaN
  1324.08        500.000        99.2491                 NaN            NaN  0.310089       0.211981                 NaN            NaN  0.228850                 NaN            NaN            NaN
  1322.76        500.000        99.3494       0.886957E-001            NaN  0.346218                 NaN            NaN            NaN  0.215682                 NaN            NaN            NaN
  1321.44        500.000        99.1807       0.117380E-005            NaN  0.128661       0.441535                 NaN            NaN  0.249072                 NaN            NaN            NaN
  1320.13        500.000        99.2725       0.326425E-001            NaN  0.226461       0.240732                 NaN            NaN  0.227667                 NaN            NaN            NaN
  1318.81        500.000        99.2941       0.117966                 NaN  0.280703       0.697490E-001            NaN            NaN  0.237496                 NaN            NaN            NaN
  1317.49        500.000        99.3009       0.116087                 NaN  0.278178       0.700055E-001            NaN            NaN  0.234784                 NaN            NaN            NaN
  1316.17        500.000        99.3065       0.114301                 NaN  0.704344E-001  0.276181                 NaN            NaN  0.232586                 NaN            NaN            NaN
  1314.86        500.000        99.3128       0.112715                 NaN  0.274220       0.701019E-001            NaN            NaN  0.230194                 NaN            NaN            NaN
  1313.54        500.000        99.3192       0.111159                 NaN  0.271596       0.702535E-001            NaN            NaN  0.227831                 NaN            NaN            NaN
  1312.22        500.000        99.3246       0.108885                 NaN  0.269095       0.718510E-001            NaN            NaN  0.225574                 NaN            NaN            NaN
  1310.90        500.000        99.3301       0.107422                 NaN  0.267506       0.715098E-001            NaN            NaN  0.223427                 NaN            NaN            NaN
  1309.59        500.000        99.3363       0.105330                 NaN  0.727589E-001  0.264566                 NaN            NaN  0.220997                 NaN            NaN            NaN
  1308.27        500.000        99.3414       0.103198                 NaN  0.742520E-001  0.262283                 NaN            NaN  0.218895                 NaN            NaN            NaN
  1306.95        500.000        99.3471       0.101504                 NaN  0.746909E-001  0.260007                 NaN            NaN  0.216714                 NaN            NaN            NaN
  1305.64        500.000        99.3522       0.991870E-001            NaN  0.256976       0.769918E-001            NaN            NaN  0.214605                 NaN            NaN            NaN
  1304.32        500.000        99.3582       0.976911E-001            NaN  0.768116E-001  0.254876                 NaN            NaN  0.212423                 NaN            NaN            NaN
  1303.00        500.000        99.3622       0.958824E-001            NaN  0.253282       0.777674E-001            NaN            NaN  0.210819                 NaN            NaN            NaN
  1301.68        500.000        99.3678       0.924227E-001            NaN  0.247150       0.838528E-001            NaN            NaN  0.208782                 NaN            NaN            NaN
  1300.37        500.000        99.3750       0.908055E-001            NaN  0.823305E-001  0.246460                 NaN            NaN  0.205417                 NaN            NaN            NaN
  1299.05        500.000        99.3474       0.114103                 NaN  0.301266                 NaN            NaN            NaN  0.217155       0.200530E-001            NaN            NaN
  1297.73        500.000        99.3239       0.109401                 NaN  0.310319                 NaN            NaN            NaN  0.222812       0.335935E-001            NaN            NaN
  1296.41        500.000        99.3320       0.107097                 NaN  0.307907                 NaN            NaN            NaN  0.219955       0.330157E-001            NaN            NaN
  1295.10        500.000        99.3399       0.105732                 NaN  0.304583                 NaN            NaN            NaN  0.217341       0.324184E-001            NaN            NaN
  1293.78        500.000        99.3482       0.104025                 NaN  0.301397                 NaN            NaN            NaN  0.214527       0.318228E-001            NaN            NaN
  1292.46        500.000        99.3570       0.103053                 NaN  0.296742                 NaN            NaN            NaN  0.211857       0.313209E-001            NaN            NaN
  1291.14        500.000        96.7763       0.214629                 NaN   1.39302       0.109013       0.378825                 NaN   1.01493       0.113330                 NaN            NaN
  1289.83        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1288.51        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1287.19        500.000        99.9983                 NaN            NaN            NaN            NaN            NaN            NaN  0.169549E-002            NaN            NaN            NaN
  1285.87        500.000        99.6392       0.600950E-001            NaN  0.174930                 NaN            NaN            NaN  0.111126       0.146040E-001            NaN            NaN
  1284.56        500.000        99.4053       0.920803E-001            NaN  0.279146                 NaN            NaN            NaN  0.195394       0.280445E-001            NaN            NaN
  1283.24        500.000        99.4130       0.924087E-001            NaN  0.273884                 NaN            NaN            NaN  0.193086       0.275883E-001            NaN            NaN
  1281.92        500.000        99.4203       0.888746E-001            NaN  0.273586                 NaN            NaN            NaN  0.190187       0.270501E-001            NaN            NaN
  1280.60        500.000        99.4267       0.877003E-001            NaN  0.270911                 NaN            NaN            NaN  0.188122       0.265605E-001            NaN            NaN
  1279.29        500.000        99.4339       0.865278E-001            NaN  0.267730                 NaN            NaN            NaN  0.185733       0.260950E-001            NaN            NaN
  1277.97        500.000        99.4403       0.849250E-001            NaN  0.265668                 NaN            NaN            NaN  0.183525       0.256091E-001            NaN            NaN
  1276.65        500.000        99.4471       0.842976E-001            NaN  0.261925                 NaN            NaN            NaN  0.181505       0.252128E-001            NaN            NaN
  1275.34        500.000        90.5034       0.448484                 NaN   1.76093                 NaN            NaN            NaN   1.23077       0.219751        5.83668                 NaN
  1274.02        500.000        89.0875       0.414342                 NaN  0.244755        1.87944                 NaN            NaN   1.39200       0.241149        6.74077                 NaN
  1272.70        500.000        90.1794       0.307595                 NaN  0.419012        1.60256                 NaN            NaN   1.25960       0.210705        6.02116                 NaN
  1271.38        500.000        91.1217       0.266440                 NaN   1.45955       0.398734                 NaN            NaN   1.14569       0.188198        5.41964                 NaN
  1270.07        500.000        91.9066       0.234514                 NaN   1.34345       0.374083                 NaN            NaN   1.05046       0.169750        4.92110                 NaN
  1268.75        500.000        92.5757       0.209850                 NaN  0.347053        1.24596                 NaN            NaN  0.969042       0.154254        4.49817                 NaN
  1267.43        500.000        93.1442       0.189145                 NaN   1.16530       0.320990                 NaN            NaN  0.899447       0.141200        4.13973                 NaN
  1266.11        500.000        93.6381       0.172859                 NaN  0.292016        1.09804                 NaN            NaN  0.838655       0.130014        3.83032                 NaN
  1264.80        500.000        94.0684       0.159439                 NaN   1.04226       0.262641                 NaN            NaN  0.785510       0.120345        3.56138                 NaN
  1263.48        500.000        94.4466       0.147918                 NaN  0.994916       0.234214                 NaN            NaN  0.738472       0.111881        3.32595                 NaN
  1262.16        500.000        94.7829       0.138696                 NaN  0.957442       0.202460                 NaN            NaN  0.696449       0.104446        3.11759                 NaN
  1260.84        500.000        95.0852       0.130551                 NaN  0.924909       0.172214                 NaN            NaN  0.658404       0.977695E-001   2.93097                 NaN
  1259.53        500.000        95.3547       0.124215                 NaN  0.903343       0.136069                 NaN            NaN  0.624349       0.918951E-001   2.76546                 NaN
  1258.21        500.000        95.5984       0.118448                 NaN  0.980854E-001  0.889053                 NaN            NaN  0.593296       0.865730E-001   2.61612                 NaN
  1256.89        500.000        95.8203       0.112961                 NaN  0.879113       0.604503E-001            NaN            NaN  0.564862       0.817006E-001   2.48064                 NaN
  1255.57        500.000        96.0224       0.107941                 NaN  0.195675E-001  0.876683                 NaN            NaN  0.538685       0.772642E-001   2.35747                 NaN
  1254.26        500.000        96.2051       0.100797                 NaN  0.860131                 NaN            NaN            NaN  0.514939       0.730701E-001   2.24594                 NaN
  1252.94        500.000        96.3725       0.920225E-001            NaN  0.830000                 NaN            NaN            NaN  0.493044       0.690656E-001   2.14335                 NaN
  1251.62        500.000        96.5302       0.937327E-001            NaN  0.788147                 NaN            NaN            NaN  0.472047       0.659681E-001   2.04988                 NaN
  1250.30        500.000        96.6726       0.833060E-001            NaN  0.766101                 NaN            NaN            NaN  0.453246       0.623553E-001   1.96238                 NaN
  1248.99        500.000        96.8090       0.797285E-001            NaN  0.736170                 NaN            NaN            NaN  0.434941       0.593335E-001   1.88082                 NaN
  1247.67        500.000        96.9339       0.763055E-001            NaN  0.709043                 NaN            NaN            NaN  0.418093       0.565458E-001   1.80610                 NaN
  1246.35        500.000        97.0503       0.731026E-001            NaN  0.683653                 NaN            NaN            NaN  0.402288       0.539187E-001   1.73679                 NaN
  1245.04        500.000        97.1601       0.704480E-001            NaN  0.659089                 NaN            NaN            NaN  0.387246       0.514814E-001   1.67160                 NaN
  1243.72        500.000        97.2622       0.655148E-001            NaN  0.639526                 NaN            NaN            NaN  0.373235       0.490439E-001   1.61051                 NaN
  1242.40        500.000        97.3613       0.670343E-001            NaN  0.611965                 NaN            NaN            NaN  0.359473       0.470685E-001   1.55321                 NaN
  1241.08        500.000        97.4567       0.701867E-001            NaN  0.582839                 NaN            NaN            NaN  0.346095       0.453067E-001   1.49887                 NaN
  1239.77        500.000        97.5357       0.589525E-001            NaN  0.577229                 NaN            NaN            NaN  0.335275       0.429275E-001   1.44990                 NaN
  1238.45        500.000        97.6209       0.595663E-001            NaN  0.555804                 NaN            NaN            NaN  0.322869       0.411686E-001   1.39968                 NaN
