|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.75/YM20/YM20_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q              hed           
  1499.81        500.000                 NaN   99.5181       0.481908       0.113397E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.34        500.000                 NaN   99.5214       0.478646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.87        500.000                 NaN   99.6495       0.190362E-001            NaN  0.331507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.40        500.000                 NaN   99.1727       0.559112E-001            NaN  0.771376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.93        500.000                 NaN   99.4016                 NaN            NaN  0.598416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.46        500.000                 NaN   99.4125       0.153082                 NaN  0.434410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.99        500.000                 NaN   99.4020                 NaN            NaN  0.597976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.52        500.000                 NaN   99.4024                 NaN            NaN  0.597550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.05        500.000                 NaN   99.4005                 NaN            NaN  0.599516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.58        500.000                 NaN   99.4038                 NaN            NaN  0.596214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        500.000                 NaN   99.4004                 NaN            NaN  0.599576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.64        500.000                 NaN   99.4018                 NaN            NaN  0.598195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.17        500.000                 NaN   99.3984                 NaN            NaN  0.601565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.70        500.000                 NaN   99.2756                 NaN            NaN  0.724355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.23        500.000                 NaN   99.5772                 NaN            NaN  0.422803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.76        500.000                 NaN   99.8521       0.219606E-002            NaN  0.145666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.29        500.000                 NaN   98.7684                 NaN            NaN   1.09626       0.135383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.82        500.000                 NaN   98.9787                 NaN            NaN  0.629857       0.391439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.35        500.000                 NaN   98.9906                 NaN            NaN  0.622336       0.387020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.88        500.000                 NaN   99.0023                 NaN            NaN  0.615976       0.381681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.41        500.000                 NaN   99.0136                 NaN            NaN  0.610289       0.376127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.94        500.000                 NaN   99.0226                 NaN            NaN  0.372491       0.604924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.47        500.000                 NaN   99.0357                 NaN            NaN  0.596881       0.367406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.00        500.000                 NaN   99.0445                 NaN            NaN  0.592497       0.363008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.53        500.000                 NaN   99.0564                 NaN            NaN  0.586277       0.357359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.06        500.000                 NaN   99.0656                 NaN            NaN  0.353165       0.581206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.59        500.000                 NaN   99.1055                 NaN            NaN  0.337467       0.556985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.12        500.000                 NaN   99.0520                 NaN            NaN  0.592190       0.355858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000                 NaN   99.0990                 NaN            NaN  0.339071       0.561921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.18        500.000                 NaN   99.1045                 NaN            NaN  0.335768       0.559729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.71        500.000                 NaN   99.1137                 NaN            NaN  0.332044       0.554300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.24        500.000                 NaN   99.1230                 NaN            NaN  0.327265       0.549732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.77        500.000                 NaN   99.1326                 NaN            NaN  0.323407       0.543943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.30        500.000                 NaN   99.1401                 NaN            NaN  0.319654       0.540206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.83        500.000                 NaN   97.2698                 NaN            NaN  0.844060        1.07030                 NaN  0.815841                 NaN            NaN            NaN            NaN            NaN
  1448.36        500.000                 NaN   96.7511                 NaN            NaN  0.918455        1.27741                 NaN   1.05303                 NaN            NaN            NaN            NaN            NaN
  1446.89        500.000                 NaN   96.8471                 NaN            NaN  0.892842        1.23709                 NaN   1.02299                 NaN            NaN            NaN            NaN            NaN
  1445.42        500.000                 NaN   96.9383                 NaN            NaN  0.868878        1.19848                 NaN  0.994367                 NaN            NaN            NaN            NaN            NaN
  1443.95        500.000                 NaN   97.0222                 NaN            NaN   1.16553       0.844141                 NaN  0.968121                 NaN            NaN            NaN            NaN            NaN
  1442.48        500.000                 NaN   97.1101                 NaN            NaN   1.12850       0.820886                 NaN  0.940483                 NaN            NaN            NaN            NaN            NaN
  1441.01        500.000                 NaN   97.1868                 NaN            NaN   1.09715       0.799662                 NaN  0.916425                 NaN            NaN            NaN            NaN            NaN
  1439.54        500.000                 NaN   97.2615                 NaN            NaN   1.06717       0.778191                 NaN  0.893094                 NaN            NaN            NaN            NaN            NaN
  1438.07        500.000                 NaN   97.3373                 NaN            NaN   1.03543       0.758445                 NaN  0.868836                 NaN            NaN            NaN            NaN            NaN
  1436.60        500.000                 NaN   97.4019                 NaN            NaN  0.740263        1.00894                 NaN  0.848864                 NaN            NaN            NaN            NaN            NaN
  1435.13        500.000                 NaN   97.4692                 NaN            NaN  0.722685       0.980720                 NaN  0.827387                 NaN            NaN            NaN            NaN            NaN
  1433.66        500.000                 NaN   97.5320                 NaN            NaN  0.955863       0.704776                 NaN  0.807322                 NaN            NaN            NaN            NaN            NaN
  1432.19        500.000                 NaN   97.5926                 NaN            NaN  0.687887       0.931344                 NaN  0.788203                 NaN            NaN            NaN            NaN            NaN
  1430.72        500.000                 NaN   97.6515                 NaN            NaN  0.670668       0.908312                 NaN  0.769488                 NaN            NaN            NaN            NaN            NaN
  1429.25        500.000                 NaN   97.7029                 NaN            NaN  0.886719       0.657160                 NaN  0.753195                 NaN            NaN            NaN            NaN            NaN
  1427.78        500.000                 NaN   97.7611                 NaN            NaN  0.640863       0.863525                 NaN  0.734509                 NaN            NaN            NaN            NaN            NaN
  1426.31        500.000                 NaN   97.8107                 NaN            NaN  0.627183       0.843285                 NaN  0.718839                 NaN            NaN            NaN            NaN            NaN
  1424.84        500.000                 NaN   97.8593                 NaN            NaN  0.614161       0.823266                 NaN  0.703258                 NaN            NaN            NaN            NaN            NaN
  1423.37        500.000                 NaN   97.9092                 NaN            NaN  0.804463       0.599160                 NaN  0.687199                 NaN            NaN            NaN            NaN            NaN
  1421.90        500.000                 NaN   97.9537                 NaN            NaN  0.786382       0.586919                 NaN  0.672991                 NaN            NaN            NaN            NaN            NaN
  1420.43        500.000                 NaN   97.9960                 NaN            NaN  0.576146       0.768465                 NaN  0.659428                 NaN            NaN            NaN            NaN            NaN
  1418.96        500.000                 NaN   98.0405                 NaN            NaN  0.563002       0.751475                 NaN  0.645000                 NaN            NaN            NaN            NaN            NaN
  1417.49        500.000                 NaN   98.0808                 NaN            NaN  0.551081       0.736042                 NaN  0.632096                 NaN            NaN            NaN            NaN            NaN
  1416.02        500.000                 NaN   98.1210                 NaN            NaN  0.720208       0.539623                 NaN  0.619153                 NaN            NaN            NaN            NaN            NaN
  1414.55        500.000                 NaN   98.1564                 NaN            NaN  0.529550       0.706409                 NaN  0.607635                 NaN            NaN            NaN            NaN            NaN
  1413.08        500.000                 NaN   98.1963                 NaN            NaN  0.518498       0.690452                 NaN  0.594758                 NaN            NaN            NaN            NaN            NaN
  1411.61        500.000                 NaN   98.2259                 NaN            NaN  0.509461       0.679298                 NaN  0.585365                 NaN            NaN            NaN            NaN            NaN
  1410.14        500.000                 NaN   98.2686                 NaN            NaN  0.497722       0.662449                 NaN  0.571253                 NaN            NaN            NaN            NaN            NaN
  1408.67        500.000                 NaN   98.2971                 NaN            NaN  0.489634       0.651283                 NaN  0.561994                 NaN            NaN            NaN            NaN            NaN
  1407.20        500.000                 NaN   98.3318                 NaN            NaN  0.478962       0.638562                 NaN  0.550721                 NaN            NaN            NaN            NaN            NaN
  1405.73        500.000                 NaN   98.3641                 NaN            NaN  0.625963       0.469719                 NaN  0.540204                 NaN            NaN            NaN            NaN            NaN
  1404.26        500.000                 NaN   98.3932                 NaN            NaN  0.461630       0.614521                 NaN  0.530695                 NaN            NaN            NaN            NaN            NaN
  1402.79        500.000                 NaN   98.4207                 NaN            NaN  0.453593       0.603858                 NaN  0.521839                 NaN            NaN            NaN            NaN            NaN
  1401.32        500.000                 NaN   98.4516                 NaN            NaN  0.444837       0.591973                 NaN  0.511595                 NaN            NaN            NaN            NaN            NaN
  1399.85        500.000                 NaN   98.4786                 NaN            NaN  0.581824       0.436760                 NaN  0.502865                 NaN            NaN            NaN            NaN            NaN
  1398.38        500.000                 NaN   98.3196                 NaN            NaN  0.552139       0.515700                 NaN  0.583462       0.291204E-001            NaN            NaN            NaN            NaN
  1396.91        500.000                 NaN   98.3360                 NaN            NaN  0.494509       0.556066                 NaN  0.581165       0.322451E-001            NaN            NaN            NaN            NaN
  1395.44        500.000                 NaN   98.3786                 NaN            NaN  0.541540       0.482387                 NaN  0.566300       0.311586E-001            NaN            NaN            NaN            NaN
  1393.97        500.000                 NaN   98.4188                 NaN            NaN  0.527877       0.470895                 NaN  0.552327       0.301359E-001            NaN            NaN            NaN            NaN
  1392.50        500.000                 NaN   98.4575                 NaN            NaN  0.459798       0.514923                 NaN  0.538685       0.291331E-001            NaN            NaN            NaN            NaN
  1391.03        500.000                 NaN   98.4947                 NaN            NaN  0.502178       0.449306                 NaN  0.525613       0.281669E-001            NaN            NaN            NaN            NaN
  1389.56        500.000                 NaN   98.5302                 NaN            NaN  0.438851       0.490460                 NaN  0.513210       0.272669E-001            NaN            NaN            NaN            NaN
  1388.09        500.000                 NaN   98.5633                 NaN            NaN  0.479871       0.428846                 NaN  0.501547       0.264335E-001            NaN            NaN            NaN            NaN
  1386.62        500.000                 NaN   98.5995                 NaN            NaN  0.466314       0.420034                 NaN  0.488749       0.254517E-001            NaN            NaN            NaN            NaN
  1385.15        500.000                 NaN   98.6294                 NaN            NaN  0.456359       0.411452                 NaN  0.478163       0.246603E-001            NaN            NaN            NaN            NaN
  1383.68        500.000                 NaN   98.6601                 NaN            NaN  0.445500       0.403091                 NaN  0.467420       0.238735E-001            NaN            NaN            NaN            NaN
  1382.21        500.000                 NaN   98.6888                 NaN            NaN  0.435663       0.395145                 NaN  0.457258       0.231179E-001            NaN            NaN            NaN            NaN
  1380.74        500.000                 NaN   98.7183                 NaN            NaN  0.425300       0.387211                 NaN  0.446813       0.223502E-001            NaN            NaN            NaN            NaN
  1379.27        500.000                 NaN   98.7449                 NaN            NaN  0.380263       0.416025                 NaN  0.437238       0.215758E-001            NaN            NaN            NaN            NaN
  1377.80        500.000                 NaN   98.7713                 NaN            NaN  0.406917       0.372697                 NaN  0.428142       0.209574E-001            NaN            NaN            NaN            NaN
  1376.33        500.000                 NaN   98.7976                 NaN            NaN  0.397698       0.365955                 NaN  0.418531       0.201895E-001            NaN            NaN            NaN            NaN
  1374.86        500.000                 NaN   98.8216                 NaN            NaN  0.389174       0.359603                 NaN  0.410083       0.195509E-001            NaN            NaN            NaN            NaN
  1373.39        500.000                 NaN   98.8452                 NaN            NaN  0.380555       0.353686                 NaN  0.401624       0.188910E-001            NaN            NaN            NaN            NaN
  1371.92        500.000                 NaN   98.8686                 NaN            NaN  0.372508       0.347356                 NaN  0.393266       0.182769E-001            NaN            NaN            NaN            NaN
  1370.45        500.000                 NaN   98.8909                 NaN            NaN  0.341591       0.364516                 NaN  0.385331       0.176684E-001            NaN            NaN            NaN            NaN
  1368.98        500.000                 NaN   98.9121                 NaN            NaN  0.357153       0.335982                 NaN  0.377712       0.170854E-001            NaN            NaN            NaN            NaN
  1367.51        500.000                 NaN   98.9333                 NaN            NaN  0.330555       0.349569                 NaN  0.370112       0.164907E-001            NaN            NaN            NaN            NaN
  1366.04        500.000                 NaN   98.9532                 NaN            NaN  0.325805       0.342082                 NaN  0.362994       0.159288E-001            NaN            NaN            NaN            NaN
  1364.57        500.000                 NaN   98.9734                 NaN            NaN  0.334905       0.320515                 NaN  0.355779       0.154075E-001            NaN            NaN            NaN            NaN
  1363.10        500.000                 NaN   98.9919                 NaN            NaN  0.328373       0.315769                 NaN  0.349136       0.148631E-001            NaN            NaN            NaN            NaN
  1361.63        500.000                 NaN   99.0108                 NaN            NaN  0.321622       0.311004                 NaN  0.342255       0.143309E-001            NaN            NaN            NaN            NaN
  1360.16        500.000                 NaN   99.0278                 NaN            NaN  0.315216       0.307119                 NaN  0.336088       0.137953E-001            NaN            NaN            NaN            NaN
  1358.69        500.000                 NaN   99.0460                 NaN            NaN  0.308377       0.302741                 NaN  0.329590       0.133122E-001            NaN            NaN            NaN            NaN
  1357.22        500.000                 NaN   99.0625                 NaN            NaN  0.298378       0.302662                 NaN  0.323592       0.128526E-001            NaN            NaN            NaN            NaN
  1355.75        500.000                 NaN   99.0790                 NaN            NaN  0.296397       0.294552                 NaN  0.317618       0.123838E-001            NaN            NaN            NaN            NaN
  1354.28        500.000                 NaN   99.0948                 NaN            NaN  0.290650       0.290690                 NaN  0.311898       0.119217E-001            NaN            NaN            NaN            NaN
  1352.81        500.000                 NaN   99.1101                 NaN            NaN  0.284961       0.287156                 NaN  0.306285       0.114511E-001            NaN            NaN            NaN            NaN
  1351.34        500.000                 NaN   99.1252                 NaN            NaN  0.283804       0.279169                 NaN  0.300802       0.109941E-001            NaN            NaN            NaN            NaN
  1349.87        500.000                 NaN   99.1398                 NaN            NaN  0.273765       0.280300                 NaN  0.295526       0.105824E-001            NaN            NaN            NaN            NaN
  1348.40        500.000                 NaN   99.1539                 NaN            NaN  0.268260       0.277402                 NaN  0.290320       0.101100E-001            NaN            NaN            NaN            NaN
  1346.93        500.000                 NaN   99.1677                 NaN            NaN  0.263049       0.274256                 NaN  0.285300       0.970017E-002            NaN            NaN            NaN            NaN
  1345.46        500.000                 NaN   99.1812                 NaN            NaN  0.271339       0.257716                 NaN  0.280401       0.930586E-002            NaN            NaN            NaN            NaN
  1343.99        500.000                 NaN   99.1913                 NaN            NaN  0.253406       0.269434                 NaN  0.276916       0.895539E-002            NaN            NaN            NaN            NaN
  1342.52        500.000                 NaN   99.2101                 NaN            NaN  0.265032       0.246898                 NaN  0.269605       0.839298E-002            NaN            NaN            NaN            NaN
  1341.05        500.000                 NaN   99.2192                 NaN            NaN  0.243250       0.263016                 NaN  0.266401       0.810237E-002            NaN            NaN            NaN            NaN
  1339.58        500.000                 NaN   99.2311                 NaN            NaN  0.238357       0.260771                 NaN  0.262037       0.770293E-002            NaN            NaN            NaN            NaN
  1338.11        500.000                 NaN   99.2431                 NaN            NaN  0.233663       0.258332                 NaN  0.257596       0.731805E-002            NaN            NaN            NaN            NaN
  1336.64        500.000                 NaN   99.2541                 NaN            NaN  0.256360       0.229131                 NaN  0.253444       0.692216E-002            NaN            NaN            NaN            NaN
  1335.17        500.000                 NaN   99.2654                 NaN            NaN  0.224738       0.253931                 NaN  0.249369       0.658691E-002            NaN            NaN            NaN            NaN
  1333.70        500.000                 NaN   99.2761                 NaN            NaN  0.252110       0.220196                 NaN  0.245418       0.620822E-002            NaN            NaN            NaN            NaN
  1332.23        500.000                 NaN   99.2866                 NaN            NaN  0.215990       0.250147                 NaN  0.241465       0.582301E-002            NaN            NaN            NaN            NaN
  1330.76        500.000                 NaN   99.2972                 NaN            NaN  0.211676       0.247992                 NaN  0.237590       0.551625E-002            NaN            NaN            NaN            NaN
  1329.29        500.000                 NaN   99.3072                 NaN            NaN  0.207605       0.246279                 NaN  0.233825       0.513695E-002            NaN            NaN            NaN            NaN
  1327.82        500.000                 NaN   99.3165                 NaN            NaN  0.203511       0.244848                 NaN  0.230345       0.479652E-002            NaN            NaN            NaN            NaN
  1326.35        500.000                 NaN   99.3264                 NaN            NaN  0.199260       0.243206                 NaN  0.226649       0.445175E-002            NaN            NaN            NaN            NaN
  1324.88        500.000                 NaN   99.3355                 NaN            NaN  0.195439       0.241627                 NaN  0.223276       0.413255E-002            NaN            NaN            NaN            NaN
  1323.41        500.000                 NaN   99.3446                 NaN            NaN  0.240137       0.191554                 NaN  0.219874       0.379837E-002            NaN            NaN            NaN            NaN
  1321.94        500.000                 NaN   99.3533                 NaN            NaN  0.187502       0.239114                 NaN  0.216613       0.344708E-002            NaN            NaN            NaN            NaN
  1320.47        500.000                 NaN   99.3620                 NaN            NaN  0.183919       0.237527                 NaN  0.213379       0.315743E-002            NaN            NaN            NaN            NaN
  1319.00        500.000                 NaN   99.3704                 NaN            NaN  0.179953       0.236641                 NaN  0.210189       0.280945E-002            NaN            NaN            NaN            NaN
  1317.53        500.000                 NaN   99.3780                 NaN            NaN  0.176353       0.235972                 NaN  0.207217       0.243309E-002            NaN            NaN            NaN            NaN
  1316.06        500.000                 NaN   99.3863                 NaN            NaN  0.235007       0.172427                 NaN  0.204146       0.214013E-002            NaN            NaN            NaN            NaN
  1314.59        500.000                 NaN   99.3940                 NaN            NaN  0.168790       0.234161                 NaN  0.201219       0.182099E-002            NaN            NaN            NaN            NaN
  1313.12        500.000                 NaN   99.4015                 NaN            NaN  0.233237       0.165306                 NaN  0.198403       0.152754E-002            NaN            NaN            NaN            NaN
  1311.65        500.000                 NaN   99.4087                 NaN            NaN  0.161677       0.232776                 NaN  0.195629       0.119333E-002            NaN            NaN            NaN            NaN
  1310.18        500.000                 NaN   99.4160                 NaN            NaN  0.158326       0.231783                 NaN  0.192915       0.930717E-003            NaN            NaN            NaN            NaN
  1308.71        500.000                 NaN   99.4230                 NaN            NaN  0.154432       0.231693                 NaN  0.190226       0.600691E-003            NaN            NaN            NaN            NaN
  1307.24        500.000                 NaN   99.4299                 NaN            NaN  0.150920       0.231341                 NaN  0.187612       0.275019E-003            NaN            NaN            NaN            NaN
  1305.77        500.000                 NaN   99.4365                 NaN            NaN  0.230799       0.147555                 NaN  0.185097                 NaN            NaN            NaN            NaN            NaN
  1304.30        500.000                 NaN   99.4427                 NaN            NaN  0.145250       0.229075                 NaN  0.182980                 NaN            NaN            NaN            NaN            NaN
  1302.83        500.000                 NaN   99.4492                 NaN            NaN  0.143037       0.226935                 NaN  0.180835                 NaN            NaN            NaN            NaN            NaN
