|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         San(TH)        ilm            q             
  1416.04        2500.00        99.8031       0.709140E-001  0.327809E-001            NaN            NaN  0.370148E-001  0.561614E-001            NaN            NaN            NaN            NaN
  1414.83        2500.00        98.4385       0.310355       0.547412                 NaN            NaN  0.258652       0.445129                 NaN            NaN            NaN            NaN
  1413.62        2500.00        98.4440       0.551065       0.264014                 NaN            NaN  0.291546       0.449354                 NaN            NaN            NaN            NaN
  1412.41        2500.00        98.4662       0.542841       0.275320                 NaN            NaN  0.275644       0.439957                 NaN            NaN            NaN            NaN
  1411.19        2500.00        98.4829       0.267259       0.538462                 NaN            NaN  0.276111       0.435239                 NaN            NaN            NaN            NaN
  1409.98        2500.00        98.4973       0.259721       0.534355                 NaN            NaN  0.277199       0.431474                 NaN            NaN            NaN            NaN
  1408.77        2500.00        98.5139       0.530429       0.251895                 NaN            NaN  0.277401       0.426371                 NaN            NaN            NaN            NaN
  1407.55        2500.00        98.5272       0.244372       0.527742                 NaN            NaN  0.278182       0.422525                 NaN            NaN            NaN            NaN
  1406.34        2500.00        98.5440       0.522146       0.237463                 NaN            NaN  0.278612       0.417743                 NaN            NaN            NaN            NaN
  1405.13        2500.00        98.5600       0.518291       0.229917                 NaN            NaN  0.278601       0.413179                 NaN            NaN            NaN            NaN
  1403.91        2500.00        98.5703       0.516872       0.222344                 NaN            NaN  0.280256       0.410248                 NaN            NaN            NaN            NaN
  1402.70        2500.00        98.5863       0.512056       0.216159                 NaN            NaN  0.280037       0.405453                 NaN            NaN            NaN            NaN
  1401.49        2500.00        98.5999       0.209063       0.508428                 NaN            NaN  0.280850       0.401712                 NaN            NaN            NaN            NaN
  1400.28        2500.00        98.6129       0.201985       0.505240                 NaN            NaN  0.281677       0.398160                 NaN            NaN            NaN            NaN
  1399.06        2500.00        98.5768       0.472087       0.298435                 NaN            NaN  0.251632       0.401078                 NaN            NaN            NaN            NaN
  1397.85        2500.00        98.6910       0.522222       0.898360E-001            NaN            NaN  0.314459       0.382522                 NaN            NaN            NaN            NaN
  1396.64        2500.00        98.6531       0.495097       0.182482                 NaN            NaN  0.282962       0.386336                 NaN            NaN            NaN            NaN
  1395.42        2500.00        98.6634       0.176043       0.492665                 NaN            NaN  0.284241       0.383630                 NaN            NaN            NaN            NaN
  1394.21        2500.00        98.6776       0.489044       0.170105                 NaN            NaN  0.283973       0.379255                 NaN            NaN            NaN            NaN
  1393.00        2500.00        98.6880       0.486737       0.164146                 NaN            NaN  0.284813       0.376259                 NaN            NaN            NaN            NaN
  1391.79        2500.00        98.6993       0.157400       0.484422                 NaN            NaN  0.285689       0.373164                 NaN            NaN            NaN            NaN
  1390.57        2500.00        98.7090       0.152856       0.481175                 NaN            NaN  0.286808       0.370142                 NaN            NaN            NaN            NaN
  1389.36        2500.00        98.7234       0.146984       0.478016                 NaN            NaN  0.285898       0.365711                 NaN            NaN            NaN            NaN
  1388.15        2500.00        98.7319       0.476501       0.140800                 NaN            NaN  0.287363       0.363476                 NaN            NaN            NaN            NaN
  1386.93        2500.00        98.7432       0.135367       0.473483                 NaN            NaN  0.287780       0.360209                 NaN            NaN            NaN            NaN
  1385.72        2500.00        98.7528       0.130444       0.471208                 NaN            NaN  0.288394       0.357144                 NaN            NaN            NaN            NaN
  1384.51        2500.00        98.7643       0.468136       0.124932                 NaN            NaN  0.288704       0.353887                 NaN            NaN            NaN            NaN
  1383.29        2500.00        98.7743       0.466399       0.119420                 NaN            NaN  0.288985       0.350940                 NaN            NaN            NaN            NaN
  1382.08        2500.00        98.7840       0.464173       0.114089                 NaN            NaN  0.289669       0.348091                 NaN            NaN            NaN            NaN
  1380.87        2500.00        98.7935       0.109406       0.462138                 NaN            NaN  0.289888       0.345094                 NaN            NaN            NaN            NaN
  1379.66        2500.00        98.8037       0.459517       0.104376                 NaN            NaN  0.290242       0.342189                 NaN            NaN            NaN            NaN
  1378.44        2500.00        98.7996       0.123500       0.456512                 NaN            NaN  0.278215       0.342180                 NaN            NaN            NaN            NaN
  1377.23        2500.00        98.8344       0.699246E-001  0.457345                 NaN            NaN  0.303832       0.334453                 NaN            NaN            NaN            NaN
  1376.02        2500.00        98.8313       0.906992E-001  0.453161                 NaN            NaN  0.291119       0.333702                 NaN            NaN            NaN            NaN
  1374.80        2500.00        98.8384       0.850122E-001  0.452047                 NaN            NaN  0.292493       0.332007                 NaN            NaN            NaN            NaN
  1373.59        2500.00        98.8494       0.827234E-001  0.449199                 NaN            NaN  0.290728       0.327963                 NaN            NaN            NaN            NaN
  1372.38        2500.00        98.8560       0.447800       0.778612E-001            NaN            NaN  0.292125       0.326169                 NaN            NaN            NaN            NaN
  1371.16        2500.00        98.8654       0.737588E-001  0.445651                 NaN            NaN  0.291924       0.323311                 NaN            NaN            NaN            NaN
  1369.95        2500.00        98.8727       0.444405       0.698188E-001            NaN            NaN  0.292157       0.320915                 NaN            NaN            NaN            NaN
  1368.74        2500.00        98.7013       0.513654       0.149141                 NaN            NaN  0.207581       0.337225       0.910883E-001            NaN            NaN            NaN
  1367.53        2500.00        98.4826       0.606195       0.248725                 NaN            NaN  0.988432E-001  0.358005       0.205644                 NaN            NaN            NaN
  1366.31        2500.00        98.4648       0.619914       0.254352                 NaN            NaN  0.847387E-001  0.357931       0.218216                 NaN            NaN            NaN
  1365.10        2500.00        98.4646       0.624042       0.255915                 NaN            NaN  0.754078E-001  0.355345       0.224646                 NaN            NaN            NaN
  1363.89        2500.00        98.4694       0.624875       0.255076                 NaN            NaN  0.697938E-001  0.352913       0.227972                 NaN            NaN            NaN
  1362.67        2500.00        98.4828       0.620440       0.252615                 NaN            NaN  0.667530E-001  0.349315       0.228095                 NaN            NaN            NaN
  1361.46        2500.00        98.4924       0.251223       0.618409                 NaN            NaN  0.625010E-001  0.346295       0.229207                 NaN            NaN            NaN
  1360.25        2500.00        98.5059       0.614652       0.248693                 NaN            NaN  0.591285E-001  0.342569       0.229099                 NaN            NaN            NaN
  1359.04        2500.00        98.5210       0.246241       0.608686                 NaN            NaN  0.572938E-001  0.339095       0.227721                 NaN            NaN            NaN
  1357.82        2500.00        98.5367       0.603038       0.243347                 NaN            NaN  0.551876E-001  0.335339       0.226429                 NaN            NaN            NaN
  1356.61        2500.00        98.5522       0.240121       0.597312                 NaN            NaN  0.537104E-001  0.331730       0.224885                 NaN            NaN            NaN
  1355.40        2500.00        98.5696       0.590043       0.237586                 NaN            NaN  0.522445E-001  0.327899       0.222675                 NaN            NaN            NaN
  1354.18        2500.00        98.5872       0.233777       0.583159                 NaN            NaN  0.514189E-001  0.324058       0.220433                 NaN            NaN            NaN
  1352.97        2500.00        98.6038       0.231598       0.575876                 NaN            NaN  0.501391E-001  0.320410       0.218169                 NaN            NaN            NaN
  1351.76        2500.00        98.6205       0.568787       0.229501                 NaN            NaN  0.486106E-001  0.316694       0.215891                 NaN            NaN            NaN
  1350.54        2500.00        98.6370       0.561852       0.226810                 NaN            NaN  0.476240E-001  0.313083       0.213592                 NaN            NaN            NaN
  1349.33        2500.00        98.6540       0.554552       0.224139                 NaN            NaN  0.467141E-001  0.309481       0.211156                 NaN            NaN            NaN
  1348.12        2500.00        98.6708       0.546736       0.222176                 NaN            NaN  0.457512E-001  0.305874       0.208626                 NaN            NaN            NaN
  1346.91        2500.00        98.6865       0.539587       0.221417                 NaN            NaN  0.438702E-001  0.302269       0.206357                 NaN            NaN            NaN
  1345.69        2500.00        98.7023       0.219406       0.532654                 NaN            NaN  0.427746E-001  0.298881       0.204029                 NaN            NaN            NaN
  1344.48        2500.00        98.7193       0.524454       0.217609                 NaN            NaN  0.419517E-001  0.295344       0.201381                 NaN            NaN            NaN
  1343.27        2500.00        98.7339       0.214157       0.518940                 NaN            NaN  0.414991E-001  0.292136       0.199410                 NaN            NaN            NaN
  1342.05        2500.00        98.7486       0.215864       0.511586                 NaN            NaN  0.381967E-001  0.288550       0.197176                 NaN            NaN            NaN
  1340.84        2500.00        98.7635       0.504980       0.212962                 NaN            NaN  0.381484E-001  0.285538       0.194849                 NaN            NaN            NaN
  1339.63        2500.00        98.7766       0.497871       0.214583                 NaN            NaN  0.353998E-001  0.282711       0.192816                 NaN            NaN            NaN
  1338.42        2500.00        98.7942       0.491302       0.210009                 NaN            NaN  0.355802E-001  0.278539       0.190385                 NaN            NaN            NaN
  1337.20        2500.00        98.8069       0.484341       0.211324                 NaN            NaN  0.331508E-001  0.275892       0.188430                 NaN            NaN            NaN
  1335.99        2500.00        98.8208       0.210997       0.477707                 NaN            NaN  0.313532E-001  0.272724       0.186403                 NaN            NaN            NaN
  1334.78        2500.00        98.8348       0.470465       0.210189                 NaN            NaN  0.303442E-001  0.269845       0.184315                 NaN            NaN            NaN
  1333.56        2500.00        98.8484       0.464516       0.210475                 NaN            NaN  0.277848E-001  0.266503       0.182364                 NaN            NaN            NaN
  1332.35        2500.00        98.8618       0.458074       0.209449                 NaN            NaN  0.268580E-001  0.263630       0.180201                 NaN            NaN            NaN
  1331.14        2500.00        98.8745       0.451648       0.209927                 NaN            NaN  0.248780E-001  0.260734       0.178324                 NaN            NaN            NaN
  1329.92        2500.00        98.8860       0.445909       0.210717                 NaN            NaN  0.223730E-001  0.258090       0.176925                 NaN            NaN            NaN
  1328.71        2500.00        98.9011       0.438159       0.210183                 NaN            NaN  0.215571E-001  0.254844       0.174193                 NaN            NaN            NaN
  1327.50        2500.00        98.9126       0.209231       0.432916                 NaN            NaN  0.203678E-001  0.252326       0.172555                 NaN            NaN            NaN
  1326.29        2500.00        98.9245       0.426416       0.212117                 NaN            NaN  0.167873E-001  0.249285       0.170886                 NaN            NaN            NaN
  1325.07        2500.00        98.9341       0.420191       0.212888                 NaN            NaN  0.158567E-001  0.247580       0.169349                 NaN            NaN            NaN
  1323.86        2500.00        98.9510       0.211361       0.414255                 NaN            NaN  0.131543E-001  0.243078       0.167142                 NaN            NaN            NaN
  1322.65        2500.00        98.9602       0.408145       0.212869                 NaN            NaN  0.117108E-001  0.241349       0.165692                 NaN            NaN            NaN
  1321.43        2500.00        98.9704       0.215222       0.402426                 NaN            NaN  0.882534E-002  0.238894       0.164213                 NaN            NaN            NaN
  1320.22        2500.00        98.9832       0.396452       0.213805                 NaN            NaN  0.813862E-002  0.236183       0.162182                 NaN            NaN            NaN
  1319.01        2500.00        98.9935       0.216478       0.390675                 NaN            NaN  0.497767E-002  0.233526       0.160833                 NaN            NaN            NaN
  1317.79        2500.00        99.0040       0.384964       0.217784                 NaN            NaN  0.282476E-002  0.231170       0.159254                 NaN            NaN            NaN
  1316.58        2500.00        99.0143       0.220438       0.378741                 NaN            NaN            NaN  0.228817       0.157707                 NaN            NaN            NaN
  1315.37        2500.00        99.0257       0.373955       0.217902                 NaN            NaN  0.189063E-003  0.226358       0.155850                 NaN            NaN            NaN
  1314.16        2500.00        99.0367       0.216360       0.368797                 NaN            NaN            NaN  0.224136       0.153963                 NaN            NaN            NaN
  1312.94        2500.00        99.0468       0.364031       0.214972                 NaN            NaN  0.144590E-005  0.222072       0.152085                 NaN            NaN            NaN
  1311.73        2500.00        99.0367       0.262059       0.330292                 NaN            NaN            NaN  0.225783       0.145180                 NaN            NaN            NaN
  1310.52        2500.00        99.0878       0.163163       0.383474                 NaN            NaN            NaN  0.212264       0.153291                 NaN            NaN            NaN
  1309.30        2500.00        99.0783       0.210171       0.349634                 NaN            NaN            NaN  0.215618       0.146243                 NaN            NaN            NaN
  1308.09        2500.00        99.0878       0.345259       0.208580                 NaN            NaN            NaN  0.213665       0.144728                 NaN            NaN            NaN
  1306.88        2500.00        99.0977       0.207678       0.340154                 NaN            NaN            NaN  0.211719       0.142736                 NaN            NaN            NaN
  1305.67        2500.00        99.1078       0.205723       0.335866                 NaN            NaN            NaN  0.209683       0.140971                 NaN            NaN            NaN
  1304.45        2500.00        99.1176       0.204150       0.331388                 NaN            NaN            NaN  0.207558       0.139257                 NaN            NaN            NaN
  1303.24        2500.00        99.1266       0.326693       0.203500                 NaN            NaN  0.811496E-005  0.205833       0.137323                 NaN            NaN            NaN
  1302.03        2500.00        99.1365       0.201736       0.322492                 NaN            NaN            NaN  0.203787       0.135470                 NaN            NaN            NaN
  1300.81        2500.00        99.1459       0.200110       0.318320                 NaN            NaN            NaN  0.201766       0.133915                 NaN            NaN            NaN
  1299.60        2500.00        99.1553       0.199047       0.313376                 NaN            NaN            NaN  0.200022       0.132207                 NaN            NaN            NaN
  1298.39        2500.00        99.1642       0.197960       0.309695                 NaN            NaN            NaN  0.198082       0.130063                 NaN            NaN            NaN
  1297.17        2500.00        99.1731       0.304898       0.196941                 NaN            NaN            NaN  0.196415       0.128685                 NaN            NaN            NaN
  1295.96        2500.00        82.5975        2.78692        2.11960                 NaN            NaN            NaN   2.18875        1.49274        8.81451                 NaN            NaN
  1294.75        2500.00        73.6354        3.98668        3.35456                 NaN            NaN            NaN   3.27686        2.14410        13.6024                 NaN            NaN
  1293.54        2500.00        79.2525        2.78221        3.07134                 NaN            NaN            NaN   2.60436        1.64318        10.6465                 NaN            NaN
  1292.32        2500.00        82.9112        2.39353        2.48092                 NaN            NaN            NaN   2.16426        1.32284        8.72728                 NaN            NaN
  1291.11        2500.00        84.9843        2.12897        2.16354                 NaN            NaN            NaN   1.91589        1.15719        7.65008                 NaN            NaN
  1289.90        2500.00        87.9457        1.68316        1.83804                 NaN            NaN            NaN   1.54922       0.893631        6.09026                 NaN            NaN
  1288.68        2500.00        88.0950        1.63469        1.85137                 NaN            NaN            NaN   1.54224       0.867853        6.00881                 NaN            NaN
  1287.47        2500.00        89.7131        1.52225        1.42047                 NaN            NaN            NaN   1.34120       0.807712        5.19531                 NaN            NaN
  1286.26        2500.00        89.0019        1.11413        2.54087                 NaN            NaN            NaN   1.41737       0.963152E-001   5.82940                 NaN            NaN
  1285.04        2500.00        94.5300       0.606422E-001   1.15758                 NaN            NaN            NaN  0.754246        1.11647        2.38107                 NaN            NaN
  1283.83        2500.00        92.5311        1.71620       0.339216                 NaN            NaN            NaN  0.988235       0.591917        3.83335                 NaN            NaN
  1282.62        2500.00        93.2147       0.604322        1.61067                 NaN            NaN            NaN  0.909823       0.437780        3.22275                 NaN            NaN
  1281.41        2500.00        93.4561        1.12358       0.838002                 NaN            NaN            NaN  0.873959       0.471438        3.23689                 NaN            NaN
  1280.19        2500.00        89.2057        2.34655        1.00194                 NaN            NaN            NaN   1.47375       0.631197        5.34083                 NaN            NaN
  1278.98        2500.00        97.6028       0.718910                 NaN            NaN            NaN            NaN  0.295000       0.300575        1.08274                 NaN            NaN
  1277.77        2500.00        95.1823       0.451780       0.529538                 NaN            NaN            NaN  0.672359       0.417393        2.74663                 NaN            NaN
  1276.55        2500.00        95.5439       0.651851        1.23219                 NaN            NaN            NaN  0.564487       0.136640        1.87093                 NaN            NaN
  1275.34        2500.00        95.1716       0.667108       0.820775                 NaN            NaN            NaN  0.651719       0.332356        2.35642                 NaN            NaN
  1274.13        2500.00        93.3190        1.38840       0.302449                 NaN            NaN            NaN  0.902307       0.627239        3.46057                 NaN            NaN
  1272.92        2500.00        96.4544       0.354931       0.969897                 NaN            NaN            NaN  0.446656       0.207394        1.56677                 NaN            NaN
  1271.70        2500.00        96.5551        1.17609                 NaN            NaN            NaN            NaN  0.489024       0.129289        1.65052                 NaN            NaN
  1270.49        2500.00        96.0613        1.24450                 NaN            NaN            NaN            NaN  0.559874       0.202347        1.93196                 NaN            NaN
  1269.28        2500.00        96.1435       0.346337       0.854363                 NaN            NaN            NaN  0.534389       0.242801        1.87856                 NaN            NaN
  1268.06        2500.00        97.1962       0.628374       0.900686E-001            NaN            NaN            NaN  0.386160       0.265880        1.43331                 NaN            NaN
  1266.85        2500.00        95.2422       0.354443        1.26674                 NaN            NaN            NaN  0.657601       0.235394        2.24367                 NaN            NaN
  1265.64        2500.00        96.4819       0.682894       0.404555                 NaN            NaN            NaN  0.485622       0.233527        1.71149                 NaN            NaN
  1264.42        2500.00        96.2981       0.435022       0.658981                 NaN            NaN            NaN  0.514432       0.262641        1.83084                 NaN            NaN
  1263.21        2500.00        97.2434       0.418003       0.349440                 NaN            NaN            NaN  0.382281       0.221470        1.38541                 NaN            NaN
  1262.00        2500.00        96.3486       0.793290       0.402191                 NaN            NaN            NaN  0.504803       0.226786        1.72430                 NaN            NaN
  1260.79        2500.00        96.2058       0.314565       0.668970                 NaN            NaN            NaN  0.523206       0.313869        1.97363                 NaN            NaN
  1259.57        2500.00        96.6514       0.179948       0.866902                 NaN            NaN            NaN  0.467955       0.209857        1.62396                 NaN            NaN
  1258.36        2500.00        98.5422       0.672272                 NaN            NaN            NaN            NaN  0.199279       0.218702E-001  0.564375                 NaN            NaN
  1257.15        2500.00        93.2196        1.01611        1.29087                 NaN            NaN            NaN  0.932315       0.139182        3.40194                 NaN            NaN
  1255.93        2500.00        97.7585       0.466188                 NaN            NaN            NaN            NaN  0.291589       0.516517       0.967229                 NaN            NaN
  1254.72        2500.00        98.4497       0.872995E-001  0.727782E-002  0.302009                 NaN            NaN  0.242830                 NaN  0.910872                 NaN            NaN
  1253.51        2500.00        99.8407       0.758037E-001            NaN            NaN            NaN            NaN  0.155004E-001            NaN  0.680177E-001            NaN            NaN
  1252.30        2500.00        96.9600       0.539218       0.319116                 NaN            NaN            NaN  0.426978       0.293997        1.46069                 NaN            NaN
  1251.08        2500.00        98.1363       0.616845       0.114149                 NaN            NaN            NaN  0.257016       0.773284E-001  0.798350                 NaN            NaN
  1249.87        2500.00        90.3135        1.23162        2.03079                 NaN            NaN            NaN   1.33955       0.132083        4.68817       0.264250                 NaN
  1248.66        2500.00        99.8470       0.754061E-001            NaN            NaN            NaN            NaN  0.424431E-001            NaN            NaN  0.351321E-001            NaN
  1247.44        2500.00        99.8574                 NaN            NaN            NaN            NaN            NaN  0.340101E-001            NaN  0.108601                 NaN            NaN
  1246.23        2500.00        99.9132       0.665515E-004            NaN            NaN            NaN            NaN            NaN  0.807805E-003  0.859293E-001            NaN            NaN
  1245.02        2500.00        98.3944       0.632107                 NaN            NaN            NaN            NaN  0.167407                 NaN  0.806130                 NaN            NaN
  1243.80        2500.00        98.0377       0.732009                 NaN            NaN            NaN            NaN  0.273080       0.124368E-001  0.944802                 NaN            NaN
  1242.59        2500.00        97.4781       0.680904                 NaN            NaN            NaN            NaN  0.364985       0.251369        1.21453       0.101160E-001            NaN
  1241.38        2500.00        96.9811       0.900352                 NaN            NaN            NaN            NaN  0.419819       0.191316        1.50744                 NaN            NaN
  1240.17        2500.00        98.5182       0.398771E-001  0.403332                 NaN            NaN            NaN  0.177124                 NaN  0.829096       0.323502E-001            NaN
  1238.95        2500.00        98.8645       0.412637                 NaN            NaN            NaN            NaN  0.162569       0.465253E-001  0.482349       0.314182E-001            NaN
  1237.74        2500.00        98.7002       0.269823       0.881673E-001  0.104153E-004            NaN            NaN  0.903825E-001            NaN  0.780608       0.707641E-001            NaN
  1236.53        2500.00        96.9720       0.157903       0.872689                 NaN            NaN            NaN  0.479597                 NaN   1.43298       0.848797E-001            NaN
  1235.31        2500.00        98.5378       0.667032                 NaN            NaN            NaN            NaN  0.173524                 NaN  0.610899       0.107106E-001            NaN
  1234.10        2500.00        93.1562        1.20616                 NaN            NaN            NaN            NaN  0.689070       0.786430E-001   2.77109       0.577940E-001   2.04105     
  1232.89        2500.00        93.4476        1.42674                 NaN            NaN            NaN            NaN  0.688937                 NaN   2.71241       0.105824        1.61847     
  1231.67        2500.00        90.8546        1.70078       0.282617                 NaN            NaN            NaN  0.911964                 NaN   3.61174       0.129797        2.50852     
  1230.46        2500.00        90.8265       0.423105        1.02621                 NaN            NaN            NaN  0.884644       0.421576        3.66961                 NaN   2.74836     
  1229.25        2500.00        90.8787       0.668811       0.759826                 NaN            NaN            NaN  0.887721       0.402597        3.67395                 NaN   2.72840     
  1228.04        2500.00        90.6952       0.235126        1.31420                 NaN            NaN            NaN  0.916575       0.317186        3.76050                 NaN   2.76119     
  1226.82        2500.00        74.7705        1.52916        2.38482                 NaN            NaN            NaN   2.38720        1.09333        10.2546                 NaN   7.58042     
