|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/TAY13/TAY13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ilm            q             
  1494.79        500.000        99.4999       0.500109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.39        500.000        99.5021       0.474008       0.238580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.00        500.000        99.5080       0.492032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.60        500.000        99.5270       0.314215       0.158776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.20        500.000        99.5129       0.487141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.80        500.000        99.5151       0.484949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.41        500.000        99.5179       0.482062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.01        500.000        99.4415       0.558550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.61        500.000        99.6762       0.323768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.21        500.000        99.4484       0.551591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.82        500.000        99.5274       0.472553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.42        500.000        99.5308       0.469221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.02        500.000        99.5308       0.469218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.62        500.000        99.5350       0.464971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.22        500.000        99.5386       0.461450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.83        500.000        99.5341       0.465929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.43        500.000        99.5473       0.452744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.03        500.000        99.5438       0.456161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.63        500.000        99.5434       0.456561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.24        500.000        99.5515       0.448507       0.748128E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.84        500.000        99.5511       0.448885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.44        500.000        99.5543       0.445652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.04        500.000        99.5551       0.444892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.65        500.000        99.5571       0.442893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.25        500.000        99.5582       0.441789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.85        500.000        99.5621       0.437883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.45        500.000        99.5617       0.438302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.05        500.000        99.5658       0.434243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.66        500.000        99.5660       0.433977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.26        500.000        99.5689       0.431074       0.130681E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.86        500.000        99.5713       0.428657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.46        500.000        99.5723       0.427742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.07        500.000        99.5733       0.426724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.67        500.000        99.5753       0.424728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.27        500.000        99.5787       0.421300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.87        500.000        99.5768       0.423150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.47        500.000        99.5826       0.417377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.08        500.000        99.5812       0.418791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.68        500.000        99.5839       0.416071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.28        500.000        99.4409       0.206063E-002            NaN  0.485007       0.720575E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1438.88        500.000        99.1641       0.723959E-001            NaN  0.253600       0.509927                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.49        500.000        99.1704       0.724106E-001            NaN  0.506468       0.250721                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.1789       0.667429E-001            NaN  0.253782       0.500585                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.69        500.000        99.1840       0.659224E-001            NaN  0.252231       0.497815                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.29        500.000        99.2758       0.566013E-001  0.234641E-005  0.441830       0.225816                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.90        500.000        99.1118       0.673237E-001            NaN  0.279433       0.541460                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.50        500.000        99.2032       0.546655E-001            NaN  0.485049       0.257094                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.10        500.000        99.2096       0.555455E-001            NaN  0.481616       0.253213                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.70        500.000        99.2147       0.534912E-001            NaN  0.478683       0.253168                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.30        500.000        99.2205       0.542594E-001            NaN  0.249470       0.475809                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.91        500.000        99.2505       0.245055                 NaN  0.504437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.51        500.000        99.2100                 NaN            NaN  0.339620       0.450345                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.11        500.000        99.2388                 NaN  0.976697E-006  0.301925       0.459308                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.71        500.000        99.2776       0.225547                 NaN  0.496897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1419.32        500.000        99.2183                 NaN            NaN  0.434057       0.347601                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.92        500.000        99.3015       0.201292                 NaN  0.497161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1416.52        500.000        99.2852       0.231473                 NaN  0.483286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1415.12        500.000        99.1968                 NaN            NaN  0.402529       0.400629                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.72        500.000        99.2704                 NaN            NaN  0.441142       0.288443                 NaN            NaN            NaN            NaN            NaN            NaN
  1412.33        500.000        99.2753                 NaN            NaN  0.286190       0.438497                 NaN            NaN            NaN            NaN            NaN            NaN
  1410.93        500.000        99.2800                 NaN            NaN  0.435605       0.284438                 NaN            NaN            NaN            NaN            NaN            NaN
  1409.53        500.000        99.2849                 NaN            NaN  0.432955       0.282151                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.13        500.000        99.2895                 NaN            NaN  0.430565       0.279904                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.74        500.000        99.0717                 NaN            NaN  0.382223       0.444052       0.101983                 NaN            NaN            NaN            NaN            NaN
  1405.34        500.000        98.2610                 NaN            NaN  0.763465       0.497272       0.478280                 NaN            NaN            NaN            NaN            NaN
  1403.94        500.000        98.2849                 NaN            NaN  0.753498       0.489918       0.471666                 NaN            NaN            NaN            NaN            NaN
  1402.54        500.000        98.3202                 NaN            NaN  0.738488       0.479624       0.461704                 NaN            NaN            NaN            NaN            NaN
  1401.15        500.000        98.3433                 NaN            NaN  0.728584       0.472724       0.455405                 NaN            NaN            NaN            NaN            NaN
  1399.75        500.000        98.3694                 NaN            NaN  0.717871       0.464495       0.448184                 NaN            NaN            NaN            NaN            NaN
  1398.35        500.000        98.3952                 NaN            NaN  0.706444       0.457634       0.440708                 NaN            NaN            NaN            NaN            NaN
  1396.95        500.000        98.4199                 NaN            NaN  0.696167       0.450035       0.433943                 NaN            NaN            NaN            NaN            NaN
  1395.55        500.000        98.4411                 NaN            NaN  0.443991       0.687013       0.427917                 NaN            NaN            NaN            NaN            NaN
  1394.16        500.000        98.5454                 NaN            NaN  0.413755       0.641739       0.399066                 NaN            NaN            NaN            NaN            NaN
  1392.76        500.000        98.4125                 NaN            NaN  0.451593       0.700846       0.435048                 NaN            NaN            NaN            NaN            NaN
  1391.36        500.000        98.5110                 NaN            NaN  0.657783       0.423058       0.408191                 NaN            NaN            NaN            NaN            NaN
  1389.96        500.000        98.5336                 NaN            NaN  0.648263       0.416090       0.402093                 NaN            NaN            NaN            NaN            NaN
  1388.57        500.000        98.5503                 NaN            NaN  0.411849       0.640782       0.397080                 NaN            NaN            NaN            NaN            NaN
  1387.17        500.000        98.5776                 NaN            NaN  0.630148       0.403113       0.389154                 NaN            NaN            NaN            NaN            NaN
  1385.77        500.000        98.5930                 NaN            NaN  0.398238       0.623683       0.385082                 NaN            NaN            NaN            NaN            NaN
  1384.37        500.000        98.6139                 NaN            NaN  0.392235       0.614842       0.379012                 NaN            NaN            NaN            NaN            NaN
  1382.98        500.000        98.6328                 NaN            NaN  0.386702       0.606819       0.373630                 NaN            NaN            NaN            NaN            NaN
  1381.58        500.000        98.6511                 NaN            NaN  0.599483       0.380987       0.368450                 NaN            NaN            NaN            NaN            NaN
  1380.18        500.000        98.6693                 NaN  0.119812E-005  0.375625       0.591787       0.363251                 NaN            NaN            NaN            NaN            NaN
  1378.78        500.000        98.6846                 NaN  0.974729E-001  0.398030       0.447820       0.372105                 NaN            NaN            NaN            NaN            NaN
  1377.38        500.000        98.7204                 NaN  0.139948       0.376424       0.396949       0.366312                 NaN            NaN            NaN            NaN            NaN
  1375.99        500.000        98.7303                 NaN  0.144116       0.364779       0.396773       0.364065                 NaN            NaN            NaN            NaN            NaN
  1374.59        500.000        98.7421                 NaN  0.146378       0.356345       0.394031       0.361138                 NaN            NaN            NaN            NaN            NaN
  1373.19        500.000        98.7642                 NaN  0.145700       0.387921       0.347644       0.354498                 NaN            NaN            NaN            NaN            NaN
  1371.79        500.000        98.7786                 NaN  0.147660       0.338783       0.384207       0.350767                 NaN            NaN            NaN            NaN            NaN
  1370.40        500.000        98.7937                 NaN  0.148579       0.380216       0.330966       0.346551                 NaN            NaN            NaN            NaN            NaN
  1369.00        500.000        98.7765                 NaN  0.126844       0.378540       0.367399       0.350755                 NaN            NaN            NaN            NaN            NaN
  1367.60        500.000        98.8570                 NaN  0.171984       0.271555       0.369877       0.329607                 NaN            NaN            NaN            NaN            NaN
  1366.20        500.000        98.8368                 NaN  0.152321       0.306034       0.370268       0.334588                 NaN            NaN            NaN            NaN            NaN
  1364.80        500.000        98.8557                 NaN  0.151177       0.300497       0.363769       0.328866                 NaN            NaN            NaN            NaN            NaN
  1363.41        500.000        98.8678                 NaN  0.152922       0.361064       0.292493       0.325768                 NaN            NaN            NaN            NaN            NaN
  1362.01        500.000        98.8830                 NaN  0.153949       0.284401       0.357230       0.321387                 NaN            NaN            NaN            NaN            NaN
  1360.61        500.000        98.8969                 NaN  0.154965       0.276918       0.353633       0.317623                 NaN            NaN            NaN            NaN            NaN
  1359.21        500.000        98.9098                 NaN  0.155551       0.270553       0.350168       0.313918                 NaN            NaN            NaN            NaN            NaN
  1357.82        500.000        98.9229                 NaN  0.156485       0.263819       0.346594       0.310237                 NaN            NaN            NaN            NaN            NaN
  1356.42        500.000        98.9353                 NaN  0.158181       0.343948       0.255794       0.306740                 NaN            NaN            NaN            NaN            NaN
  1355.02        500.000        98.9495                 NaN  0.157320       0.250743       0.339865       0.302543                 NaN            NaN            NaN            NaN            NaN
  1353.62        500.000        98.9608                 NaN  0.158473       0.337177       0.244117       0.299395                 NaN            NaN            NaN            NaN            NaN
  1352.23        500.000        98.9694                 NaN  0.156986       0.333995       0.242280       0.297379                 NaN            NaN            NaN            NaN            NaN
  1350.83        500.000        98.9903                 NaN  0.161982       0.330072       0.226577       0.291071                 NaN            NaN            NaN            NaN            NaN
  1349.43        500.000        98.9963                 NaN  0.161337       0.224635       0.328204       0.289558                 NaN            NaN            NaN            NaN            NaN
  1348.03        500.000        99.0073                 NaN  0.162538       0.325885       0.218069       0.286230                 NaN            NaN            NaN            NaN            NaN
  1346.63        500.000        99.0211                 NaN  0.159617       0.321077       0.216275       0.281882                 NaN            NaN            NaN            NaN            NaN
  1345.24        500.000        99.0318                 NaN  0.162493       0.318798       0.207519       0.279379                 NaN            NaN            NaN            NaN            NaN
  1343.84        500.000        99.0421                 NaN  0.162274       0.203401       0.316095       0.276169                 NaN            NaN            NaN            NaN            NaN
  1342.44        500.000        99.0528                 NaN  0.163342       0.197194       0.313372       0.273243                 NaN            NaN            NaN            NaN            NaN
  1341.04        500.000        99.0609                 NaN  0.168476       0.186913       0.311232       0.272433                 NaN            NaN            NaN            NaN            NaN
  1339.65        500.000        99.0768                 NaN  0.158403       0.307862       0.192202       0.264739                 NaN            NaN            NaN            NaN            NaN
  1338.25        500.000        99.0825                 NaN  0.164227       0.305360       0.183301       0.264650                 NaN            NaN            NaN            NaN            NaN
  1336.85        500.000        99.0948                 NaN  0.163958       0.177906       0.302429       0.260915                 NaN            NaN            NaN            NaN            NaN
  1335.45        500.000        99.1032                 NaN  0.164603       0.300401       0.173304       0.258541                 NaN            NaN            NaN            NaN            NaN
  1334.05        500.000        99.1133                 NaN  0.164548       0.169010       0.297523       0.255578                 NaN            NaN            NaN            NaN            NaN
  1332.66        500.000        99.1227                 NaN  0.165165       0.163923       0.295349       0.252840                 NaN            NaN            NaN            NaN            NaN
  1331.26        500.000        99.1316                 NaN  0.164629       0.292775       0.160815       0.250152                 NaN            NaN            NaN            NaN            NaN
  1329.86        500.000        99.1415                 NaN  0.164751       0.156334       0.290130       0.247329                 NaN            NaN            NaN            NaN            NaN
  1328.46        500.000        99.1493                 NaN  0.165439       0.152210       0.287904       0.245188                 NaN            NaN            NaN            NaN            NaN
  1327.07        500.000        99.1603                 NaN  0.164221       0.284929       0.148880       0.241620                 NaN            NaN            NaN            NaN            NaN
  1325.67        500.000        99.1676                 NaN  0.164704       0.283020       0.145062       0.239566                 NaN            NaN            NaN            NaN            NaN
  1324.27        500.000        99.1763                 NaN  0.164304       0.280794       0.141711       0.236932                 NaN            NaN            NaN            NaN            NaN
  1322.87        500.000        99.1855                 NaN  0.164434       0.137506       0.278230       0.234371                 NaN            NaN            NaN            NaN            NaN
  1321.48        500.000        99.1933                 NaN  0.163921       0.276051       0.134840       0.231889                 NaN            NaN            NaN            NaN            NaN
  1320.08        500.000        99.2017                 NaN  0.163579       0.131572       0.273698       0.229406                 NaN            NaN            NaN            NaN            NaN
  1318.68        500.000        99.2068                 NaN  0.164200       0.272585       0.128420       0.227984                 NaN            NaN            NaN            NaN            NaN
  1317.28        500.000        99.2186                 NaN  0.161603       0.268491       0.127230       0.224055                 NaN            NaN            NaN            NaN            NaN
  1315.88        500.000        99.2251                 NaN  0.161426       0.124661       0.266632       0.222188                 NaN            NaN            NaN            NaN            NaN
  1314.49        500.000        99.2336                 NaN  0.163166       0.265490       0.117700       0.220021                 NaN            NaN            NaN            NaN            NaN
  1313.09        500.000        99.2409                 NaN  0.160565       0.262375       0.118656       0.217477                 NaN            NaN            NaN            NaN            NaN
  1311.69        500.000        99.2473                 NaN  0.160566       0.115865       0.260649       0.215587                 NaN            NaN            NaN            NaN            NaN
  1310.29        500.000        99.2564                 NaN  0.158612       0.257433       0.114915       0.212619                 NaN            NaN            NaN            NaN            NaN
  1308.90        500.000        99.2621                 NaN  0.158498       0.255916       0.112540       0.210908                 NaN            NaN            NaN            NaN            NaN
  1307.50        500.000        99.2696                 NaN  0.157754       0.110277       0.253749       0.208614                 NaN            NaN            NaN            NaN            NaN
  1306.10        500.000        99.2758                 NaN  0.156977       0.252129       0.108435       0.206700                 NaN            NaN            NaN            NaN            NaN
  1304.70        500.000        99.2834                 NaN  0.155476       0.249229       0.107607       0.204271                 NaN            NaN            NaN            NaN            NaN
  1303.31        500.000        99.2902                 NaN  0.154774       0.105536       0.247249       0.202216                 NaN            NaN            NaN            NaN            NaN
  1301.91        500.000        99.2968                 NaN  0.153928       0.103870       0.245210       0.200156                 NaN            NaN            NaN            NaN            NaN
  1300.51        500.000        99.3031                 NaN  0.152603       0.102959       0.243184       0.198148                 NaN            NaN            NaN            NaN            NaN
  1299.11        500.000        99.3096                 NaN  0.151150       0.102395       0.240738       0.196076                 NaN            NaN            NaN            NaN            NaN
  1297.71        500.000        99.3163                 NaN  0.150221       0.238953       0.100453       0.194039                 NaN            NaN            NaN            NaN            NaN
  1296.32        500.000        99.3225                 NaN  0.148859       0.100203       0.236371       0.192096                 NaN            NaN            NaN            NaN            NaN
  1294.92        500.000        99.3293                 NaN  0.147231       0.995362E-001  0.234037       0.189888                 NaN            NaN            NaN            NaN            NaN
  1293.52        500.000        99.3352                 NaN  0.146312       0.980711E-001  0.232369       0.188073                 NaN            NaN            NaN            NaN            NaN
  1292.12        500.000        99.3406                 NaN  0.144631       0.983208E-001  0.230140       0.186292                 NaN            NaN            NaN            NaN            NaN
  1290.73        500.000        99.3469                 NaN  0.142679       0.227591       0.985088E-001  0.184291                 NaN            NaN            NaN            NaN            NaN
  1289.33        500.000        99.3529                 NaN  0.142080       0.963655E-001  0.226239       0.182379                 NaN            NaN            NaN            NaN            NaN
  1287.93        500.000        99.3583                 NaN  0.139633       0.223563       0.979062E-001  0.180599                 NaN            NaN            NaN            NaN            NaN
  1286.53        500.000        99.3640                 NaN  0.138715       0.221626       0.967210E-001  0.178939                 NaN            NaN            NaN            NaN            NaN
  1285.13        500.000        99.3683                 NaN  0.137436       0.220521       0.963298E-001  0.177434                 NaN            NaN            NaN            NaN            NaN
  1283.74        500.000        99.3765                 NaN  0.133282       0.216429       0.992118E-001  0.174568                 NaN            NaN            NaN            NaN            NaN
  1282.34        500.000        99.3805                 NaN  0.133239       0.975812E-001  0.215199       0.173482                 NaN            NaN            NaN            NaN            NaN
  1280.94        500.000        99.3859                 NaN  0.130779       0.989328E-001  0.212720       0.171689                 NaN            NaN            NaN            NaN            NaN
  1279.54        500.000        99.3913                 NaN  0.129197       0.210640       0.988271E-001  0.169995                 NaN            NaN            NaN            NaN            NaN
  1278.15        500.000        90.8209                 NaN  0.234918       0.935956        1.78744        1.08834        5.13246                 NaN            NaN            NaN            NaN
  1276.75        500.000        90.5601                 NaN  0.226201       0.951676        1.86162        1.11571        5.28469                 NaN            NaN            NaN            NaN
  1275.35        500.000        91.1538                 NaN  0.208616       0.894401        1.76605        1.05168        4.92545                 NaN            NaN            NaN            NaN
  1273.95        500.000        91.7016                 NaN  0.203669       0.846470        1.65869       0.992680        4.59686                 NaN            NaN            NaN            NaN
  1272.56        500.000        92.1814                 NaN  0.174345       0.791859        1.60447       0.939428        4.30854                 NaN            NaN            NaN            NaN
  1271.16        500.000        92.6244                 NaN  0.172004       0.752712        1.51535       0.891513        4.04400                 NaN            NaN            NaN            NaN
  1269.76        500.000        93.0147                 NaN  0.161643        1.45061       0.713476       0.848680        3.81093                 NaN            NaN            NaN            NaN
  1268.36        500.000        93.3733                 NaN  0.152058       0.676792        1.39173       0.809241        3.59689                 NaN            NaN            NaN            NaN
  1266.96        500.000        93.6993                 NaN  0.143906       0.643431        1.33697       0.773176        3.40326                 NaN            NaN            NaN            NaN
  1265.57        500.000        93.9968                 NaN  0.134532       0.611081        1.29086       0.740056        3.22668                 NaN            NaN            NaN            NaN
  1264.17        500.000        94.2695                 NaN  0.126451       0.581636        1.24788       0.709688        3.06481                 NaN            NaN            NaN            NaN
  1262.77        500.000        94.5239                 NaN  0.118835       0.553486        1.20772       0.681102        2.91500                 NaN            NaN            NaN            NaN
  1261.37        500.000        94.7533                 NaN  0.111113        1.17325       0.527398       0.655275        2.77962                 NaN            NaN            NaN            NaN
  1259.98        500.000        94.9608                 NaN  0.101897       0.501021        1.14758       0.631677        2.65701                 NaN            NaN            NaN            NaN
  1258.58        500.000        95.1646                 NaN  0.933199E-001   1.12079       0.475859       0.608400        2.53705                 NaN            NaN            NaN            NaN
  1257.18        500.000        94.4954                 NaN            NaN  0.697164        1.01714       0.688797        2.85058       0.250941                 NaN            NaN            NaN
  1255.78        500.000        94.3546                 NaN            NaN  0.820101       0.832792       0.708454        2.90981       0.374286                 NaN            NaN            NaN
  1254.38        500.000        94.6829                 NaN            NaN  0.775737       0.780738       0.669214        2.73773       0.353638                 NaN            NaN            NaN
  1252.99        500.000        94.9769                 NaN            NaN  0.735696       0.733714       0.633729        2.58458       0.335366                 NaN            NaN            NaN
  1251.59        500.000        95.2388                 NaN            NaN  0.699872       0.692230       0.602023        2.44831       0.318764                 NaN            NaN            NaN
  1250.19        500.000        95.4768                 NaN            NaN  0.667528       0.653517       0.573056        2.32535       0.303780                 NaN            NaN            NaN
  1248.79        500.000        95.6939                 NaN            NaN  0.638752       0.616547       0.546444        2.21348       0.290867                 NaN            NaN            NaN
  1247.40        500.000        95.8890                 NaN            NaN  0.586151       0.611504       0.522338        2.11299       0.277979                 NaN            NaN            NaN
  1246.00        500.000        96.0731                 NaN            NaN  0.586600       0.555155       0.499545        2.01888       0.266674                 NaN            NaN            NaN
  1244.60        500.000        96.2393                 NaN            NaN  0.563850       0.527491       0.478745        1.93443       0.256188                 NaN            NaN            NaN
  1243.20        500.000        96.3844                 NaN            NaN  0.541153       0.506539       0.460581        1.86160       0.245682                 NaN            NaN            NaN
