|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1814.54        500.000        99.4660                 NaN            NaN  0.534049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4720                 NaN            NaN  0.527993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4702                 NaN            NaN  0.529818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4704                 NaN            NaN  0.529593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4705                 NaN            NaN  0.529526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4695                 NaN            NaN  0.530468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4719                 NaN            NaN  0.528063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4705                 NaN            NaN  0.529458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4700                 NaN            NaN  0.530021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4674                 NaN            NaN  0.528325       0.425289E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4603                 NaN            NaN  0.529836       0.988769E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4600                 NaN            NaN  0.530136       0.985109E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4590                 NaN            NaN  0.531108       0.984440E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4574                 NaN            NaN  0.532769       0.983706E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4589                 NaN            NaN  0.531284       0.976982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4571                 NaN            NaN  0.533076       0.977835E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4558                 NaN            NaN  0.534466       0.975676E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4541                 NaN            NaN  0.536123       0.974995E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4551                 NaN            NaN  0.535208       0.967296E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4529                 NaN            NaN  0.537419       0.968449E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4511                 NaN            NaN  0.539212       0.967806E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4507                 NaN            NaN  0.539654       0.964276E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4490                 NaN            NaN  0.541369       0.963675E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5623                 NaN            NaN  0.430012       0.765114E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.9569                 NaN            NaN  0.421748E-001  0.895254E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        98.8214                 NaN            NaN   1.15845       0.201823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4418                 NaN            NaN  0.548653       0.957754E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4746                 NaN            NaN  0.516468       0.895487E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4064                 NaN            NaN  0.583557       0.100923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4382                 NaN            NaN  0.552271       0.948535E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4377                 NaN            NaN  0.552866       0.945017E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4339                 NaN            NaN  0.556657       0.945458E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4322                 NaN            NaN  0.558308       0.944455E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4311                 NaN            NaN  0.559500       0.942615E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.0448                 NaN            NaN  0.939444       0.157405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.8203                 NaN            NaN  0.176735       0.293635E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4217                 NaN            NaN  0.568857       0.943085E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4230                 NaN            NaN  0.567620       0.936484E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4221                 NaN            NaN  0.568620       0.932049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4184                 NaN            NaN  0.572295       0.933354E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4169                 NaN            NaN  0.573717       0.934112E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        98.7844                 NaN            NaN   1.19631       0.192951E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.9998                 NaN            NaN            NaN  0.210776E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4633                 NaN            NaN  0.528485       0.826289E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4086                 NaN            NaN  0.582170       0.925127E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4091                 NaN            NaN  0.581729       0.921096E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4045                 NaN            NaN  0.586274       0.923239E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4066                 NaN            NaN  0.584266       0.917636E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4032                 NaN            NaN  0.587618       0.918426E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4012                 NaN            NaN  0.589660       0.918602E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3997                 NaN            NaN  0.591126       0.916298E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4010                 NaN            NaN  0.589879       0.909132E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3978                 NaN            NaN  0.593055       0.913294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3959                 NaN            NaN  0.594990       0.910052E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3973                 NaN            NaN  0.593643       0.907856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4001                 NaN            NaN  0.590948       0.896104E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3870                 NaN            NaN  0.603834       0.916446E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3958                 NaN            NaN  0.595256       0.897992E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3924                 NaN            NaN  0.598599       0.902586E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3935                 NaN            NaN  0.597562       0.897422E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.8056                 NaN            NaN  0.191501       0.292072E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        98.9799                 NaN            NaN   1.00509       0.149642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3916                 NaN            NaN  0.599458       0.893602E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3023                 NaN            NaN  0.687870       0.978569E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4757                 NaN            NaN  0.516373       0.790457E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3924                 NaN            NaN  0.598751       0.887017E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3540                 NaN            NaN  0.636532       0.942630E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4206                 NaN            NaN  0.570953       0.844172E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.7690                 NaN            NaN  0.227627       0.334425E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.0406                 NaN            NaN  0.945399       0.139810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3953                 NaN            NaN  0.595896       0.879614E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4020                 NaN            NaN  0.589284       0.867847E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3996                 NaN            NaN  0.591670       0.869372E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4036                 NaN            NaN  0.587773       0.864322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4041                 NaN            NaN  0.587295       0.862739E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4061                 NaN            NaN  0.585295       0.859572E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.6945                 NaN            NaN  0.301051       0.444325E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.9685                 NaN            NaN  0.314260E-001  0.989300E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.5733                 NaN            NaN   1.40563       0.210347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.4158                 NaN            NaN  0.575735       0.847650E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4175                 NaN            NaN  0.574041       0.846868E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4173                 NaN            NaN  0.574202       0.846106E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4284                 NaN            NaN  0.563261       0.830833E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4269                 NaN            NaN  0.564776       0.834278E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4303                 NaN            NaN  0.561392       0.830699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4332                 NaN            NaN  0.558520       0.828124E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4372                 NaN            NaN  0.554610       0.822949E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4405                 NaN            NaN  0.551323       0.819693E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4440                 NaN            NaN  0.547871       0.815510E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4477                 NaN            NaN  0.544223       0.812415E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4517                 NaN            NaN  0.540174       0.808234E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3207                 NaN            NaN  0.669014       0.103102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.5927                 NaN            NaN  0.401628       0.567426E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4635                 NaN            NaN  0.528575       0.795426E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4674                 NaN            NaN  0.524698       0.791896E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4716                 NaN            NaN  0.520532       0.786277E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4759                 NaN            NaN  0.516258       0.783117E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4797                 NaN            NaN  0.512496       0.778137E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4843                 NaN            NaN  0.507932       0.774072E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.4881                 NaN            NaN  0.504181       0.769895E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4893                 NaN            NaN  0.502950       0.771325E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.0621                 NaN            NaN  0.137499                 NaN  0.800415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9178                 NaN            NaN  0.148470E-001            NaN   1.06734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9323                 NaN            NaN  0.122192E-001            NaN   1.05548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9478                 NaN            NaN  0.101757E-001            NaN   1.04206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9657                 NaN            NaN  0.108097E-001            NaN   1.02349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9787                 NaN            NaN  0.794886E-002            NaN   1.01332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9951                 NaN            NaN  0.781894E-002            NaN  0.997078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0112                 NaN            NaN  0.207631E-001            NaN  0.968065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9878                 NaN            NaN  0.361252E-001            NaN  0.976102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0715                 NaN            NaN  0.956260E-006            NaN  0.928451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0496                 NaN            NaN            NaN            NaN  0.950399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0618                 NaN            NaN  0.380280E-002            NaN  0.934384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0783                 NaN            NaN  0.481457E-002            NaN  0.916872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0874                 NaN            NaN            NaN            NaN  0.912646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0993                 NaN            NaN            NaN            NaN  0.900730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4868                 NaN            NaN  0.141809                 NaN  0.371373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.5249                 NaN            NaN  0.547422E-004            NaN            NaN  0.475047                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.3047                 NaN            NaN            NaN            NaN   1.69533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1294                 NaN            NaN            NaN            NaN  0.771683       0.989270E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0250                 NaN            NaN            NaN            NaN  0.237964       0.737001                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0052                 NaN            NaN            NaN            NaN  0.106398       0.888384                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0142                 NaN            NaN            NaN            NaN  0.997875E-001  0.886057                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0211                 NaN            NaN            NaN            NaN  0.937354E-001  0.885184                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0272                 NaN            NaN            NaN            NaN  0.865547E-001  0.886197                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0368                 NaN            NaN            NaN            NaN  0.791571E-001  0.884005                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0426                 NaN            NaN            NaN            NaN  0.730074E-001  0.884403                 NaN            NaN            NaN            NaN            NaN            NaN
