|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/TIS/TIS_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1371.12        500.000                 NaN   98.9630       0.188889       0.380799       0.170222       0.297057                 NaN            NaN            NaN
  1370.06        500.000                 NaN   98.9737       0.378194       0.183687       0.170346       0.294074                 NaN            NaN            NaN
  1369.00        500.000                 NaN   98.9844       0.375461       0.177808       0.171299       0.291040                 NaN            NaN            NaN
  1367.94        500.000                 NaN   98.9918       0.374328       0.172213       0.172523       0.289184                 NaN            NaN            NaN
  1366.88        500.000                 NaN   98.9995       0.372887       0.166232       0.174105       0.287288                 NaN            NaN            NaN
  1365.82        500.000                 NaN   99.0017       0.374234       0.160553       0.176017       0.287464                 NaN            NaN            NaN
  1364.76        500.000                 NaN   99.0330       0.158797       0.360716       0.170793       0.276647                 NaN            NaN            NaN
  1363.70        500.000                 NaN   99.0286       0.153901       0.364730       0.174107       0.278671                 NaN            NaN            NaN
  1362.64        500.000                 NaN   99.0364       0.148857       0.362937       0.175300       0.276510                 NaN            NaN            NaN
  1361.58        500.000                 NaN   99.0445       0.361284       0.144305       0.175738       0.274181                 NaN            NaN            NaN
  1360.52        500.000                 NaN   99.0407       0.143142       0.364068       0.176835       0.275260                 NaN            NaN            NaN
  1359.46        500.000                 NaN   99.0656       0.355117       0.135487       0.175767       0.268025                 NaN            NaN            NaN
  1358.40        500.000                 NaN   99.0696       0.354941       0.132397       0.176141       0.266885                 NaN            NaN            NaN
  1357.34        500.000                 NaN   99.0763       0.353656       0.127398       0.177444       0.265164                 NaN            NaN            NaN
  1356.28        500.000                 NaN   99.0836       0.122209       0.352348       0.178614       0.263199                 NaN            NaN            NaN
  1355.22        500.000                 NaN   99.0916       0.349946       0.120153       0.177688       0.260599                 NaN            NaN            NaN
  1354.16        500.000                 NaN   99.0997       0.348256       0.114908       0.178624       0.258528                 NaN            NaN            NaN
  1353.10        500.000                 NaN   99.1065       0.112760       0.346009       0.178218       0.256480                 NaN            NaN            NaN
  1352.04        500.000                 NaN   99.1137       0.106936       0.345196       0.179766       0.254442                 NaN            NaN            NaN
  1350.98        500.000                 NaN   99.1200       0.103431       0.343590       0.180217       0.252766                 NaN            NaN            NaN
  1349.92        500.000                 NaN   99.1314       0.981951E-001  0.341004       0.179893       0.249539                 NaN            NaN            NaN
  1348.86        500.000                 NaN   99.1358       0.978955E-001  0.339222       0.179177       0.247884                 NaN            NaN            NaN
  1347.80        500.000                 NaN   99.1424       0.337724       0.942499E-001  0.179592       0.246077                 NaN            NaN            NaN
  1346.73        500.000                 NaN   99.1486       0.909554E-001  0.336490       0.179737       0.244215                 NaN            NaN            NaN
  1345.67        500.000                 NaN   99.1556       0.334740       0.875973E-001  0.179882       0.242195                 NaN            NaN            NaN
  1344.61        500.000                 NaN   99.1621       0.333176       0.851912E-001  0.179395       0.240173                 NaN            NaN            NaN
  1343.55        500.000                 NaN   99.1684       0.331971       0.817221E-001  0.179561       0.238367                 NaN            NaN            NaN
  1342.49        500.000                 NaN   99.1746       0.330304       0.789943E-001  0.179577       0.236490                 NaN            NaN            NaN
  1341.43        500.000                 NaN   99.1814       0.328615       0.761672E-001  0.179322       0.234454                 NaN            NaN            NaN
  1340.37        500.000                 NaN   99.1869       0.748363E-001  0.326706       0.178847       0.232667                 NaN            NaN            NaN
  1339.31        500.000                 NaN   99.1927       0.110848       0.314738       0.153897       0.227821                 NaN            NaN            NaN
  1338.25        500.000                 NaN   99.2015       0.280997E-001  0.334854       0.203852       0.231652                 NaN            NaN            NaN
  1337.19        500.000                 NaN   99.2043       0.322764       0.674259E-001  0.178056       0.227406                 NaN            NaN            NaN
  1336.13        500.000                 NaN   99.2114       0.320549       0.648645E-001  0.177784       0.225355                 NaN            NaN            NaN
  1335.07        500.000                 NaN   99.2178       0.601716E-001  0.320108       0.178378       0.223567                 NaN            NaN            NaN
  1334.01        500.000                 NaN   99.2243       0.609558E-001  0.314712       0.177789       0.222224                 NaN            NaN            NaN
  1332.95        500.000                 NaN   99.2549       0.531624E-001  0.307732       0.171711       0.212478                 NaN            NaN            NaN
  1331.89        500.000                 NaN   99.2091       0.323404       0.643523E-001  0.178447       0.224677                 NaN            NaN            NaN
  1330.83        500.000                 NaN   99.2395       0.313114       0.559747E-001  0.174887       0.216542                 NaN            NaN            NaN
  1329.77        500.000                 NaN   99.2454       0.533264E-001  0.311679       0.174768       0.214840                 NaN            NaN            NaN
  1328.71        500.000                 NaN   99.2496       0.310303       0.537065E-001  0.173156       0.213217                 NaN            NaN            NaN
  1327.65        500.000                 NaN   99.2550       0.514817E-001  0.308989       0.172885       0.211666                 NaN            NaN            NaN
  1326.59        500.000                 NaN   99.2597       0.522110E-001  0.306756       0.171318       0.209968                 NaN            NaN            NaN
  1325.53        500.000                 NaN   99.2672       0.305065       0.484628E-001  0.171356       0.207899                 NaN            NaN            NaN
  1324.47        500.000                 NaN   99.2713       0.305623       0.448494E-001  0.171472       0.206727                 NaN            NaN            NaN
  1323.41        500.000                 NaN   99.2769       0.478753E-001  0.302024       0.168671       0.204510                 NaN            NaN            NaN
  1322.35        500.000                 NaN   99.2811       0.300902       0.457628E-001  0.168745       0.203458                 NaN            NaN            NaN
  1321.29        500.000                 NaN   99.2874       0.299040       0.446086E-001  0.167555       0.201426                 NaN            NaN            NaN
  1320.23        500.000                 NaN   99.2911       0.436596E-001  0.298303       0.166766       0.200170                 NaN            NaN            NaN
  1319.17        500.000                 NaN   99.2957       0.446550E-001  0.296055       0.165081       0.198531                 NaN            NaN            NaN
  1318.11        500.000                 NaN   99.3007       0.294075       0.443744E-001  0.163915       0.196957                 NaN            NaN            NaN
  1317.04        500.000                 NaN   99.3040       0.450573E-001  0.292602       0.162647       0.195716                 NaN            NaN            NaN
  1315.98        500.000                 NaN   99.3099       0.291701       0.429085E-001  0.161640       0.193891                 NaN            NaN            NaN
  1314.92        500.000                 NaN   99.3149       0.289705       0.427816E-001  0.160358       0.192280                 NaN            NaN            NaN
  1313.86        500.000                 NaN   99.3179       0.289023       0.430294E-001  0.158920       0.191078                 NaN            NaN            NaN
  1312.80        500.000                 NaN   99.3230       0.429499E-001  0.286799       0.157714       0.189514                 NaN            NaN            NaN
  1311.74        500.000                 NaN   99.3274       0.437274E-001  0.284792       0.156067       0.188009                 NaN            NaN            NaN
  1310.68        500.000                 NaN   99.3314       0.283077       0.444886E-001  0.154431       0.186604                 NaN            NaN            NaN
  1309.62        500.000                 NaN   99.3354       0.445789E-001  0.281802       0.153024       0.185239                 NaN            NaN            NaN
  1308.56        500.000                 NaN   99.3392       0.458215E-001  0.279806       0.151294       0.183904                 NaN            NaN            NaN
  1307.50        500.000                 NaN   99.3437       0.461993E-001  0.278158       0.149600       0.182327                 NaN            NaN            NaN
  1306.44        500.000                 NaN   99.3429       0.550125E-001  0.275050       0.144920       0.182149                 NaN            NaN            NaN
  1305.38        500.000                 NaN   99.3574       0.385620E-001  0.275563       0.150081       0.178414                 NaN            NaN            NaN
  1304.32        500.000                 NaN   99.3559       0.482967E-001  0.272926       0.144679       0.178200                 NaN            NaN            NaN
  1303.26        500.000                 NaN   99.3592       0.495710E-001  0.271328       0.142900       0.176987                 NaN            NaN            NaN
  1302.20        500.000                 NaN   99.3631       0.507990E-001  0.269370       0.141050       0.175682                 NaN            NaN            NaN
  1301.14        500.000                 NaN   99.3577       0.109110       0.243681       0.115252       0.174280                 NaN            NaN            NaN
  1300.08        500.000                 NaN   99.3800       0.287339                 NaN  0.159798       0.172858                 NaN            NaN            NaN
  1299.02        500.000                 NaN   99.3757       0.266590       0.476408E-001  0.138402       0.171684                 NaN            NaN            NaN
  1297.96        500.000                 NaN   99.3875       0.284814                 NaN  0.157187       0.170485                 NaN            NaN            NaN
  1296.90        500.000                 NaN   99.3720       0.237583       0.113117       0.108083       0.169243                 NaN            NaN            NaN
  1295.84        500.000                 NaN   99.3088       0.160569       0.252553       0.935759E-001  0.184495                 NaN            NaN            NaN
  1294.78        500.000                 NaN   99.4452       0.297473                 NaN  0.107650       0.149709                 NaN            NaN            NaN
  1293.72        500.000                 NaN   99.3413       0.190574       0.205030       0.856073E-001  0.177463                 NaN            NaN            NaN
  1292.66        500.000                 NaN   99.4403       0.270571                 NaN  0.137533       0.151566                 NaN            NaN            NaN
  1291.60        500.000                 NaN   99.4093       0.277874                 NaN  0.149688       0.163106                 NaN            NaN            NaN
  1290.54        500.000                 NaN   99.3984       0.730204E-001  0.247528       0.118173       0.162905                 NaN            NaN            NaN
  1289.48        500.000                 NaN   99.4178       0.276408                 NaN  0.145680       0.160063                 NaN            NaN            NaN
  1288.42        500.000                 NaN   99.4191       0.275431                 NaN  0.145503       0.159925                 NaN            NaN            NaN
  1287.36        500.000                 NaN   99.3912       0.194086       0.188761       0.664244E-001  0.159562                 NaN            NaN            NaN
  1286.29        500.000                 NaN   99.4217       0.276082                 NaN  0.140566       0.157863       0.374230E-002            NaN            NaN
  1285.23        500.000                 NaN   99.3531       0.299393                 NaN  0.133339       0.171406       0.427369E-001            NaN            NaN
  1284.17        500.000                 NaN   99.3588       0.298290                 NaN  0.130930       0.169788       0.421569E-001            NaN            NaN
  1283.11        500.000                 NaN   99.3650       0.295115                 NaN  0.130264       0.168084       0.415522E-001            NaN            NaN
  1282.05        500.000                 NaN   99.3700       0.293338                 NaN  0.128834       0.166771       0.410609E-001            NaN            NaN
  1280.99        500.000                 NaN   99.3757       0.290967                 NaN  0.127766       0.165063       0.404839E-001            NaN            NaN
  1279.93        500.000                 NaN   99.3815       0.288367                 NaN  0.126583       0.163579       0.399762E-001            NaN            NaN
  1278.87        500.000                 NaN   99.3871       0.285236                 NaN  0.126044       0.162099       0.395081E-001            NaN            NaN
  1277.81        500.000                 NaN   99.3926       0.283979                 NaN  0.123983       0.160549       0.389352E-001            NaN            NaN
  1276.75        500.000                 NaN   99.3980       0.281607                 NaN  0.122920       0.159085       0.384336E-001            NaN            NaN
  1275.69        500.000                 NaN   99.4030       0.280436                 NaN  0.121025       0.157667       0.379057E-001            NaN            NaN
  1274.63        500.000                 NaN   99.4084       0.277315                 NaN  0.120638       0.156208       0.374145E-001            NaN            NaN
  1273.57        500.000                 NaN   99.4134       0.274017                 NaN  0.120305       0.155187       0.370752E-001            NaN            NaN
  1272.51        500.000                 NaN   94.6397        1.20099                 NaN  0.465548       0.698500       0.212496        2.78272                 NaN
  1271.45        500.000                 NaN   91.5589        1.81817                 NaN  0.670646        1.04699       0.321849        4.58348                 NaN
  1270.39        500.000                 NaN   92.2509        1.68951                 NaN  0.605808       0.966006       0.293759        4.19406                 NaN
  1269.33        500.000                 NaN   92.7272        1.44982       0.315056       0.448914       0.905706       0.263334        3.88998                 NaN
  1268.27        500.000                 NaN   93.2240        1.29796       0.400089       0.378249       0.847160       0.241694        3.61081                 NaN
  1267.21        500.000                 NaN   93.6645        1.22305       0.376640       0.352149       0.795077       0.224529        3.36409                 NaN
  1266.15        500.000                 NaN   94.0545       0.353337        1.15677       0.330294       0.748811       0.209489        3.14684                 NaN
  1265.09        500.000                 NaN   94.4002        1.09987       0.329140       0.311982       0.707666       0.196251        2.95487                 NaN
  1264.03        500.000                 NaN   94.7074        1.04950       0.305920       0.296522       0.670987       0.184608        2.78509                 NaN
  1262.97        500.000                 NaN   94.9859        1.00154       0.286584       0.282454       0.637692       0.174052        2.63174                 NaN
  1261.91        500.000                 NaN   95.2365       0.965813       0.260788       0.270966       0.607313       0.164631        2.49399                 NaN
  1260.85        500.000                 NaN   95.4625       0.239863       0.929656       0.260961       0.580044       0.156199        2.37074                 NaN
  1259.79        500.000                 NaN   95.6670       0.898058       0.219612       0.252056       0.555222       0.148567        2.25947                 NaN
  1258.73        500.000                 NaN   95.8613       0.867770       0.200638       0.243505       0.531477       0.141334        2.15394                 NaN
  1257.67        500.000                 NaN   96.0348       0.181403       0.841159       0.236851       0.510232       0.134907        2.06069                 NaN
  1256.60        500.000                 NaN   96.1968       0.816758       0.163342       0.230360       0.490235       0.128914        1.97355                 NaN
  1255.54        500.000                 NaN   96.3445       0.149584       0.793088       0.223437       0.471913       0.123378        1.89409                 NaN
  1254.48        500.000                 NaN   96.4768       0.742332       0.181377       0.205148       0.455201       0.117466        1.82173                 NaN
  1253.42        500.000                 NaN   96.6189       0.775765       0.782097E-001  0.225349       0.437861       0.114058        1.74987                 NaN
  1252.36        500.000                 NaN   96.7341       0.733702       0.105039       0.208025       0.423124       0.108869        1.68716                 NaN
  1251.30        500.000                 NaN   96.8466       0.935167E-001  0.715501       0.203156       0.408835       0.104616        1.62775                 NaN
  1250.24        500.000                 NaN   96.9535       0.819174E-001  0.698386       0.198654       0.395264       0.100628        1.57168                 NaN
  1249.18        500.000                 NaN   97.0527       0.682080       0.718869E-001  0.194317       0.382527       0.968629E-001   1.51965                 NaN
  1248.12        500.000                 NaN   97.1475       0.665198       0.641853E-001  0.189471       0.370242       0.932338E-001   1.47015                 NaN
  1247.06        500.000                 NaN   97.2354       0.593235E-001  0.647914       0.184468       0.358903       0.898057E-001   1.42423                 NaN
  1246.00        500.000                 NaN   97.3189       0.634840       0.497542E-001  0.180991       0.348033       0.866229E-001   1.38082                 NaN
  1244.94        500.000                 NaN   97.4001       0.617185       0.473300E-001  0.175813       0.337340       0.834455E-001   1.33875                 NaN
  1243.88        500.000                 NaN   97.4755       0.603179       0.407568E-001  0.172354       0.327444       0.805440E-001   1.30021                 NaN
  1242.82        500.000                 NaN   97.5481       0.587577       0.387021E-001  0.167542       0.317774       0.776566E-001   1.26262                 NaN
  1241.76        500.000                 NaN   97.6168       0.572993       0.361330E-001  0.163217       0.308669       0.749411E-001   1.22724                 NaN
  1240.70        500.000                 NaN   97.6818       0.557001       0.364494E-001  0.158459       0.299929       0.723245E-001   1.19404                 NaN
  1239.64        500.000                 NaN   97.7445       0.540763       0.382178E-001  0.153448       0.291453       0.697441E-001   1.16186                 NaN
  1238.58        500.000                 NaN   97.8033       0.392956E-001  0.525921       0.148784       0.283491       0.673592E-001   1.13187                 NaN
  1237.52        500.000                 NaN   97.8613       0.420801E-001  0.509973       0.143909       0.275615       0.649579E-001   1.10216                 NaN
  1236.46        500.000                 NaN   97.9155       0.494014       0.459466E-001  0.139020       0.268259       0.626907E-001   1.07462                 NaN
  1235.40        500.000                 NaN   97.9668       0.448863       0.947148E-001  0.121408       0.261137       0.597687E-001   1.04733                 NaN
  1234.34        500.000                 NaN   98.0180       0.487260       0.193171E-001  0.139285       0.254107       0.589670E-001   1.02311                 NaN
  1233.28        500.000                 NaN   98.0660       0.442502       0.684036E-001  0.121926       0.247541       0.561905E-001  0.997446                 NaN
  1232.22        500.000                 NaN   98.1120       0.425545       0.766848E-001  0.116354       0.240951       0.541627E-001  0.974329                 NaN
  1231.16        500.000                 NaN   98.1555       0.409606       0.851603E-001  0.110670       0.235086       0.522258E-001  0.951786                 NaN
  1230.10        500.000                 NaN   98.1981       0.390218       0.983862E-001  0.104096       0.229041       0.502784E-001  0.929833                 NaN
  1229.04        500.000                 NaN   98.2388       0.371718       0.111251       0.975062E-001  0.223326       0.483706E-001  0.909076                 NaN
  1227.98        500.000                 NaN   98.2757       0.142782       0.342524       0.857357E-001  0.218151       0.462644E-001  0.888866                 NaN
  1226.92        500.000                 NaN   98.3070       0.290907       0.210243       0.642139E-001  0.213561       0.436109E-001  0.870488                 NaN
  1225.85        500.000                 NaN   98.3615       0.369070       0.677975E-001  0.101452       0.206157       0.443530E-001  0.849635                 NaN
  1224.79        500.000                 NaN   98.3848       0.294462       0.174920       0.688800E-001  0.202695       0.412560E-001  0.833005                 NaN
  1223.73        500.000                 NaN   98.4185       0.274725       0.192836       0.612579E-001  0.197954       0.395540E-001  0.815141                 NaN
  1222.67        500.000                 NaN   98.4501       0.251183       0.217338       0.518416E-001  0.193371       0.377902E-001  0.798327                 NaN
  1221.61        500.000                 NaN   98.4734       0.311862       0.188099       0.202303E-001  0.189698       0.350626E-001  0.781699                 NaN
  1220.55        500.000                 NaN   98.5156       0.184336       0.254211       0.587335E-001  0.184340       0.357461E-001  0.767056                 NaN
  1219.49        500.000                 NaN   98.5358       0.186973       0.285867       0.254405E-001  0.181108       0.329093E-001  0.751889                 NaN
  1218.43        500.000                 NaN   98.7729       0.219826                 NaN  0.915468E-001  0.153233       0.398465E-001  0.722657                 NaN
  1217.37        500.000                 NaN   98.3962       0.486234       0.158212       0.281949E-005  0.195715       0.250728E-001  0.738564                 NaN
  1216.31        500.000                 NaN   98.6152       0.127124       0.350847       0.250521E-004  0.169756       0.284913E-001  0.708603                 NaN
  1215.25        500.000                 NaN   98.6410       0.122325       0.347297                 NaN  0.166278       0.274911E-001  0.695627                 NaN
  1214.19        500.000                 NaN   98.6681       0.341398       0.119333       0.134015E-005  0.162406       0.265611E-001  0.682217                 NaN
  1213.13        500.000                 NaN   98.6937       0.338664       0.113532       0.334855E-005  0.158942       0.255620E-001  0.669588                 NaN
  1212.07        500.000                 NaN   91.7024        1.05598                 NaN  0.322495       0.730418       0.949200E-001   3.20042        2.89340     
  1211.01        500.000                 NaN   82.7956        1.90077                 NaN  0.742788        1.47546       0.173414        6.38676        6.52518     
  1209.95        500.000                 NaN   74.3170        2.67420                 NaN   1.12704        2.18551       0.258397        9.52016        9.91774     
  1208.89        500.000                 NaN   93.8551       0.755347                 NaN  0.277818       0.529042       0.629885E-001   2.30017        2.21951     
  1207.83        500.000                 NaN   83.2963        1.63365                 NaN  0.854531        1.42953       0.172033        6.23114        6.38284     
  1206.77        500.000                 NaN   85.0741        1.78975                 NaN  0.612280        1.26209       0.141426        5.45015        5.67024     
  1205.71        500.000                 NaN   97.5023       0.389591                 NaN  0.121984       0.215381       0.285201E-001  0.958781       0.783425     
  1204.65        500.000                 NaN   89.0258        1.21376                 NaN  0.486779       0.931249       0.106526        4.06412        4.17180     
  1203.59        500.000                 NaN   89.5663       0.941044                 NaN  0.542412       0.890208       0.103502        3.91046        4.04605     
  1202.53        500.000                 NaN   89.9523        1.07906                 NaN  0.464817       0.851283       0.979460E-001   3.72200        3.83256     
  1201.47        500.000                 NaN   90.9967        1.04049                 NaN  0.378625       0.756103       0.872412E-001   3.34505        3.39575     
  1200.41        500.000                 NaN   91.3651       0.976514                 NaN  0.371917       0.725997       0.819335E-001   3.20672        3.27177     
  1199.35        500.000                 NaN   91.6732       0.946130                 NaN  0.345384       0.699355       0.781297E-001   3.09903        3.15874     
  1198.29        500.000                 NaN   92.0004       0.907035                 NaN  0.324607       0.671057       0.741822E-001   2.98248        3.04023     
  1197.23        500.000                 NaN   63.3315        3.44983                 NaN   1.71146        3.06172       0.345097        13.8544        14.2460     
  1196.16        500.000                 NaN  100.0000                 NaN            NaN  0.360648E-004            NaN            NaN            NaN            NaN
  1195.10        500.000                 NaN   99.9994       0.437468E-004            NaN            NaN  0.513126E-004  0.674105E-005  0.267766E-003  0.260486E-003
  1194.04        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1192.98        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1191.92        500.000                 NaN  100.0000                 NaN            NaN  0.188347E-005            NaN            NaN  0.366173E-005  0.380107E-005
  1190.86        500.000                 NaN  100.0000       0.143659E-005            NaN            NaN  0.166500E-005            NaN  0.341324E-005  0.314054E-005
  1189.80        500.000                 NaN   85.4695       0.181053E-003   2.18348       0.263128        1.16739       0.111354        5.53666        5.26833     
  1188.74        500.000                 NaN   89.9563       0.106753        1.36414                 NaN  0.821656       0.592599E-001   3.88848        3.80344     
  1187.68        500.000                 NaN   84.2974        1.90937       0.294671                 NaN   1.25349       0.920529E-001   6.17260        5.98042     
  1186.62        500.000                 NaN   67.5383        2.99016       0.334428E-005  0.883746        2.44619       0.254617        13.2497        12.6372     
  1185.56        500.000                 NaN            NaN   1.45894        11.0611                 NaN   7.57659       0.593018        40.6904        38.6199     
  1184.50        500.000                 NaN            NaN   1.81144        10.7251                 NaN   7.57132       0.585713        40.6869        38.6196     
  1183.44        500.000                 NaN            NaN   2.17038        10.3639                 NaN   7.56652       0.587638        40.6908        38.6208     
  1182.38        500.000                 NaN            NaN   8.19678       0.586954E-003   2.91413        7.36321       0.796879        41.3136        39.4148     
  1181.32        500.000                 NaN            NaN  0.343864E-005   8.08917        2.98318        7.37273       0.798661        41.3253        39.4309     
  1180.26        500.000                 NaN            NaN   7.97532       0.959815E-003   3.06771        7.36768       0.806775        41.3215        39.4600     
  1179.20        500.000                 NaN            NaN   1.79280        10.7477                 NaN   7.58136       0.583182        40.6747        38.6202     
  1178.14        500.000                 NaN            NaN   1.71621        10.8276                 NaN   7.58296       0.582690        40.6690        38.6216     
  1177.08        500.000                 NaN            NaN   7.81281                 NaN   3.17833        7.36422       0.814488        41.3375        39.4926     
  1176.02        500.000                 NaN            NaN   7.02980       0.213833E-004   3.64707        7.28442       0.866826        41.5681        39.6038     
  1174.96        500.000                 NaN            NaN   7.64301                 NaN   3.28422        7.34956       0.823570        41.3840        39.5156     
  1173.90        500.000                 NaN            NaN   7.61213                 NaN   3.31227        7.36357       0.817839        41.3662        39.5280     
  1172.84        500.000                 NaN            NaN   7.52065                 NaN   3.37099        7.35293       0.823613        41.3919        39.5399     
  1171.78        500.000                 NaN            NaN   7.62931                 NaN   3.30484        7.35534       0.822387        41.3601        39.5281     
  1170.72        500.000                 NaN            NaN   7.01716                 NaN   3.65251        7.28024       0.869258        41.5752        39.6056     
  1169.66        500.000                 NaN            NaN   7.44112                 NaN   3.42671        7.34916       0.828589        41.3975        39.5569     
  1168.60        500.000                 NaN            NaN   7.01905                 NaN   3.64915        7.28486       0.868009        41.5786        39.6003     
  1167.54        500.000                 NaN            NaN   7.37358                 NaN   3.48068        7.33433       0.829173        41.4095        39.5727     
  1166.48        500.000                 NaN            NaN   6.98532                 NaN   3.67350        7.28253       0.869247        41.5812        39.6082     
  1165.41        500.000                 NaN            NaN   7.55853                 NaN   3.35729        7.35748       0.820471        41.3672        39.5390     
